Word	Arabic-ar	Valence	Arousal	Dominance
anaesthetic	مخدر	0.449	0.268	0.509
anagram	إعادة ترتيب الأحرف	0.552	0.327	0.449
anal	شرجي	0.333	0.798	0.334
analgesic	مسكن	0.417	0.321	0.441
analogous	مماثل	0.531	0.270	0.500
analogue	النظير	0.570	0.320	0.446
analogy	تشابه جزئي	0.510	0.367	0.509
analysis	تحليل	0.729	0.448	0.705
analyst	المحلل	0.604	0.415	0.755
analytic	تحليلي	0.665	0.521	0.634
analytical	تحليلية	0.625	0.324	0.800
analyze	تحليل	0.667	0.462	0.710
analyzer	محلل	0.625	0.556	0.854
anaphylactic	تأقي	0.378	0.588	0.500
anarchism	فوضوية	0.125	0.804	0.623
anarchist	فوضوي	0.204	0.700	0.759
anarchy	فوضى سياسية	0.146	0.755	0.620
anastomosis	التحام	0.375	0.470	0.490
anathema	لعنة	0.286	0.490	0.519
anatomic	تشريحي	0.562	0.442	0.546
anatomy	تشريح	0.562	0.390	0.571
ancestor	سلف	0.592	0.388	0.594
ancestral	اسلاف	0.640	0.481	0.750
ancestry	أصل	0.708	0.519	0.717
anchor	مذيع الأخبار	0.520	0.284	0.564
anchorage	مرسى	0.500	0.325	0.639
ancient	عتيق	0.420	0.217	0.439
ancillary	التبعية	0.449	0.442	0.278
androgen	الاندروجين	0.255	0.523	0.527
android	ذكري المظهر	0.663	0.436	0.500
anecdote	حكاية	0.583	0.529	0.500
anemia	فقر دم	0.188	0.327	0.310
anemic	مصاب بفقر الدم	0.167	0.279	0.155
anemone	شقائق النعمان	0.552	0.538	0.327
anesthesia	تخدير	0.365	0.216	0.394
anesthesiologist	طبيب التخدير	0.419	0.224	0.526
anesthetic	مخدر	0.350	0.264	0.482
aneurysm	تمدد الأوعية الدموية	0.115	0.690	0.536
anew	من جديد	0.771	0.358	0.385
angel	ملاك	0.906	0.158	0.704
angelic	ملائكي	0.927	0.298	0.668
anger	غضب	0.167	0.865	0.657
angered	أغضب	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	خناق	0.230	0.630	0.464
angiogram	وعائية	0.347	0.520	0.465
angiography	تصوير الأوعية	0.378	0.536	0.520
angle	زاوية	0.541	0.330	0.455
angling	الصيد	0.625	0.408	0.500
angora	الأنقرة	0.529	0.425	0.405
angriest	الأكثر غضبا	0.094	0.892	0.430
angry	غاضب	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	القلق	0.167	0.888	0.333
anguish	كرب	0.153	0.792	0.265
anguished	مكروب	0.135	0.720	0.307
angular	زاوي	0.449	0.281	0.444
anhydrous	لا مائي	0.456	0.365	0.355
animal	حيوان	0.521	0.510	0.513
animate	حي	0.827	0.755	0.635
animated	مفعم بالحيوية	0.823	0.676	0.538
animation	الرسوم المتحركة	0.888	0.750	0.549
animosity	عداء	0.510	0.724	0.545
animus	العداء	0.698	0.676	0.466
ankle	الكاحل	0.500	0.274	0.234
anklet	خلخال	0.410	0.276	0.302
annals	حوليات	0.427	0.610	0.424
annex	المرفق	0.594	0.350	0.458
annexation	الضم	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	محق	0.115	0.918	0.681
annihilated	يباد	0.080	0.760	0.324
annihilation	إبادة	0.041	0.800	0.591
anniversary	ذكرى سنوية	0.880	0.770	0.723
annotate	علق	0.592	0.469	0.441
annotation	حاشية	0.604	0.470	0.619
announce	أعلن	0.694	0.618	0.611
announcement	إعلان	0.729	0.491	0.482
announcer	مذيع	0.602	0.570	0.732
annoy	تزعج	0.094	0.765	0.286
annoyance	إزعاج	0.167	0.718	0.342
annoyed	منزعج	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	مزعج	0.082	0.853	0.348
annoys	يزعج	0.146	0.778	0.435
annual	سنوي	0.552	0.236	0.500
annuity	الأقساط	0.521	0.304	0.527
annul	فسخ	0.250	0.448	0.364
annular	حلقي	0.310	0.385	0.412
annulment	إلغاء	0.153	0.375	0.447
annulus	بالطوق	0.458	0.380	0.376
anointed	مسحه	0.500	0.368	0.579
anointing	المسحة	0.653	0.350	0.547
anomalous	شاذ	0.281	0.480	0.423
anomaly	شذوذ	0.188	0.538	0.404
anon	حالا	0.479	0.354	0.298
anonymity	الغفلية	0.469	0.255	0.430
anonymous	مجهول	0.396	0.291	0.431
anorexic	أنورإكسيك	0.160	0.618	0.245
answer	إجابة	0.537	0.373	0.661
answerable	مسؤول	0.708	0.481	0.750
answering	الرد	0.684	0.500	0.607
ant	نملة	0.448	0.216	0.216
antagonism	عداوة	0.224	0.618	0.524
antagonist	خصم	0.240	0.615	0.700
antagonistic	معاد	0.296	0.604	0.565
antagonize	يقاوم	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	سالف	0.427	0.551	0.566
antelope	ظبي	0.542	0.510	0.500
antenna	هوائي	0.521	0.327	0.358
anterior	أمامي	0.510	0.245	0.362
anthem	نشيد وطني	0.780	0.343	0.729
anthill	كثيب النمال	0.327	0.578	0.377
anthology	مقتطفات	0.338	0.406	0.537
anthrax	الجمرة الخبيثة	0.188	0.730	0.500
anthropological	الأنثروبولوجية	0.367	0.390	0.490
anthropologist	الأنثروبولوجيا	0.551	0.385	0.725
anthropology	علم الانسان	0.490	0.367	0.582
anti	مكافحة	0.365	0.412	0.384
antiaircraft	مضاد للطائرات	0.330	0.622	0.629
antibiotic	مضاد حيوي	0.510	0.373	0.658
antibiotics	مضادات حيوية	0.448	0.406	0.557
antichrist	عدو للمسيح	0.082	0.837	0.544
anticipate	توقع	0.622	0.469	0.667
anticipation	توقع	0.698	0.539	0.711
anticipatory	توقعي	0.653	0.551	0.682
antics	سلوك	0.448	0.740	0.236
antidote	مضاد سمي	0.541	0.490	0.629
antifungal	مضاد	0.408	0.412	0.441
antigravity	مضاد الجاذبية	0.430	0.714	0.658
antimony	الأنتيمون	0.378	0.398	0.490
antipathy	كراهية	0.198	0.549	0.393
antiquarian	أثري	0.500	0.233	0.426
antiquated	مهمل	0.420	0.392	0.236
antique	أثر قديم	0.634	0.290	0.518
antiques	التحف	0.540	0.370	0.595
antiquity	العصور القديمة	0.385	0.333	0.556
antiseptic	مطهر	0.438	0.370	0.623
antisocial	لا إجتماعي	0.146	0.686	0.391
antithesis	نقيض	0.396	0.412	0.536
antithetical	متناقض	0.271	0.509	0.358
antiviral	المضادة للفيروسات	0.459	0.470	0.549
antler	قرن الوعل	0.448	0.470	0.500
antsy	نفد صبرك	0.449	0.558	0.417
anus	شرج	0.347	0.644	0.350
anvil	سندان الحداد	0.380	0.510	0.604
anxiety	القلق	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	قلق	0.281	0.875	0.434
anxiousness	الحرص	0.235	0.814	0.282
anytime	في أي وقت	0.625	0.461	0.436
aorta	الأبهر	0.448	0.510	0.542
aortic	الأبهر	0.436	0.540	0.438
apace	على قدم وساق	0.536	0.500	0.536
apache	اباتشي	0.687	0.469	0.500
apartment	شقة	0.719	0.393	0.580
apartments	شقق سكنية	0.704	0.337	0.443
apathetic	لا مبالي	0.188	0.292	0.333
apathy	لا مبالاة	0.184	0.212	0.204
ape	قرد	0.548	0.389	0.336
aperture	فتحة	0.612	0.450	0.667
apex	ذروة	0.570	0.433	0.418
aphid	المنة حشرة	0.388	0.473	0.407
aphrodisiac	مثير للشهوة الجنسية	0.750	0.846	0.667
apiece	قطعة	0.439	0.259	0.383
aplomb	ثقة بالنفس	0.500	0.509	0.582
apocalypse	نهاية العالم	0.050	0.867	0.736
apocalyptic	المروع	0.173	0.880	0.750
apologetic	اعتذاري	0.479	0.461	0.571
apologist	المدافع عن دين أو قضية	0.406	0.429	0.526
apologize	يعتذر	0.551	0.378	0.389
apology	اعتذار	0.571	0.346	0.402
apostasy	ردة	0.388	0.520	0.517
apostate	مرتد	0.342	0.500	0.528
apostle	رسول	0.646	0.347	0.732
apostolic	رسولي	0.592	0.300	0.717
apostrophe	اقتباس أحادية	0.469	0.368	0.537
apothecary	صيدلية	0.561	0.328	0.529
appalled	بالفزع	0.194	0.792	0.562
appalling	مروع	0.160	0.827	0.415
apparatus	جهاز	0.375	0.353	0.377
apparel	ملابس	0.698	0.435	0.453
apparent	واضح	0.473	0.383	0.398
apparently	كما يبدو	0.531	0.410	0.426
apparition	شبح	0.406	0.573	0.636
appeal	مناشدة	0.663	0.598	0.558
appear	بدا	0.735	0.506	0.567
appearance	مظهر خارجي	0.669	0.490	0.534
appease	استرضاء	0.633	0.278	0.434
appellant	مستأنف	0.327	0.588	0.568
append	ألحق	0.573	0.464	0.453
appendage	ملحق	0.229	0.382	0.438
appendectomy	إستئصال الزائدة الدودية	0.177	0.670	0.554
appendicitis	التهاب الزائدة الدودية	0.031	0.640	0.347
appendix	الملحق	0.365	0.387	0.425
appetite	شهية	0.704	0.637	0.581
appetizer	مقبلات	0.755	0.560	0.406
appetizing	فاتح للشهية	0.806	0.657	0.688
applaud	نشيد	0.865	0.824	0.464
applause	تصفيق	0.953	0.857	0.621
apple	تفاحة	0.811	0.300	0.264
apple juice	عصير تفاح	0.765	0.204	0.294
applejack	شراب التفاح	0.604	0.431	0.473
applesauce	عصير التفاح	0.750	0.167	0.291
appliance	جهاز	0.582	0.453	0.538
appliances	الأجهزة	0.594	0.394	0.567
applicability	القابلية للتطبيق	0.677	0.490	0.741
applicable	قابل للتطبيق	0.469	0.430	0.667
applicant	طالب وظيفة	0.612	0.558	0.688
application	الوضعية	0.646	0.445	0.726
apply	تطبيق	0.612	0.321	0.667
appoint	عين	0.565	0.330	0.509
appointment	موعد	0.688	0.594	0.547
appointments	تعيينات	0.745	0.677	0.625
apportion	تقسم	0.677	0.490	0.638
apportionment	توزيع	0.552	0.481	0.453
appraisal	توصيه	0.417	0.667	0.682
appraise	تقييم	0.677	0.490	0.696
appreciable	ممكن إدراكه	0.873	0.491	0.778
appreciate	يستفسر	0.885	0.422	0.741
appreciated	محل تقدير	0.910	0.434	0.779
appreciates	تقدر	0.765	0.500	0.656
appreciation	تقدير	0.917	0.529	0.588
appreciative	ممتدح	0.857	0.380	0.654
apprehend	قبض على	0.521	0.624	0.696
apprehension	تخوف	0.385	0.720	0.454
apprehensive	قلق	0.406	0.592	0.431
apprentice	صبى يتعلم حرفة ما	0.615	0.413	0.452
apprenticeship	التمهن	0.812	0.482	0.643
approach	مقاربة	0.612	0.392	0.610
approaching	تقترب	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	استحسان	0.792	0.529	0.774
appropriate	مناسب	0.833	0.368	0.759
appropriation	استيلاء	0.510	0.632	0.717
approval	موافقة	0.854	0.460	0.889
approve	يوافق	0.875	0.548	0.741
approved	وافق	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	تصديق	0.917	0.583	0.773
approximate	تقريبي	0.551	0.560	0.520
approximately	تقريبا	0.622	0.396	0.538
approximating	تقارب	0.583	0.615	0.471
approximation	تقريب	0.582	0.402	0.593
appurtenances	توابع	0.573	0.412	0.547
apricot	مشمش	0.708	0.320	0.278
apron	مئزر	0.582	0.208	0.245
apt	ملائم	0.582	0.418	0.382
aptitude	موهبة	0.750	0.471	0.746
aqua	أكوا	0.656	0.292	0.359
aquamarine	زبرجد	0.729	0.306	0.413
aquarium	حوض سمك	0.663	0.327	0.393
aquatic	مائي	0.677	0.510	0.463
aqueduct	قناة	0.551	0.411	0.534
aqueous	مائي	0.429	0.270	0.310
arable	أرض صالحة للزراعة	0.510	0.350	0.465
arbiter	حكم	0.561	0.537	0.814
arbitrary	اعتباطيا	0.281	0.702	0.686
arbitrate	التحكيم	0.470	0.620	0.682
arbitration	تحكم	0.587	0.602	0.670
arbitrator	المحكم	0.385	0.448	0.795
arbor	شجرة	0.583	0.490	0.591
arc	قوس	0.552	0.388	0.396
arcade	ممر	0.676	0.521	0.502
arcane	غامضة	0.500	0.490	0.637
arch	قوس	0.500	0.354	0.468
archaeological	أثري	0.740	0.441	0.660
archaeologist	عالم اثار	0.552	0.451	0.706
archaeology	علم الآثار	0.596	0.358	0.691
archaic	ممات	0.271	0.327	0.332
archangel	الملاك الرئيسي	0.837	0.500	0.708
archbishop	مطران	0.622	0.280	0.776
archdiocese	أبرشية	0.400	0.321	0.704
archduke	الأرشيدوق أمير من أمراء الأسرة الإمبراطورية	0.458	0.413	0.634
arched	مقنطر	0.582	0.403	0.398
archer	رامي السهام	0.573	0.622	0.661
archery	الرماية	0.594	0.604	0.589
archetype	النموذج الأصلي	0.448	0.520	0.569
archipelago	أرخبيل	0.745	0.370	0.592
architect	مهندس معماري	0.776	0.442	0.836
architectural	المعماري	0.729	0.390	0.670
architecture	هندسة معمارية	0.820	0.390	0.694
archive	أرشيف	0.438	0.294	0.527
arctic	الهادي	0.615	0.352	0.546
ardent	متحمس	0.694	0.873	0.722
ardor	حماسة	0.500	0.780	0.538
arduous	شاق	0.344	0.783	0.605
area	منطقة	0.490	0.306	0.464
arena	حلبة	0.510	0.235	0.404
areola	حلقة ملونة	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	أرغ	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	تجادل	0.093	0.798	0.525
argument	جدال	0.510	0.464	0.698
argumentation	الحجج	0.479	0.549	0.760
argumentative	جدلي	0.450	0.531	0.679
arguments	الحجج	0.541	0.602	0.657
arid	قاحل	0.323	0.333	0.379
arise	تنشأ	0.750	0.582	0.725
aristocracy	أرستقراطية	0.688	0.549	0.842
aristocrat	نبيل	0.583	0.413	0.811
aristocratic	أرستوقراطي	0.449	0.519	0.676
arithmetic	علم الحساب	0.453	0.460	0.634
ark	تابوت	0.396	0.427	0.543
arm	ذراع	0.552	0.285	0.469
armada	أسطول حربي	0.408	0.740	0.868
armament	تسلح	0.198	0.764	0.810
armaments	التسلح	0.192	0.839	0.830
armature	عضو الإنتاج	0.510	0.558	0.755
armchair	أريكة	0.646	0.164	0.339
armed	مسلح	0.188	0.750	0.808
armor	درع	0.469	0.625	0.784
armored	مدرع	0.469	0.509	0.861
armory	ترسانة	0.448	0.663	0.800
armpit	إبط	0.283	0.439	0.250
arms	أسلحة	0.464	0.395	0.483
army	جيش	0.417	0.759	0.902
aroma	نكهة	0.823	0.235	0.442
aromatherapy	العلاج العطري	0.847	0.220	0.473
arousal	إثارة	0.791	0.943	0.731
arouse	تجنب	0.740	0.491	0.580
aroused	أثار	0.708	0.952	0.667
arraignment	اتهام	0.406	0.837	0.534
arrange	رتب	0.740	0.490	0.571
arranged	ترتيبها	0.698	0.531	0.728
arrangement	ترتيب	0.625	0.382	0.683
array	مجموعة مصفوفة	0.521	0.396	0.568
arrears	متأخرات	0.286	0.485	0.302
arrest	يقبض على	0.146	0.951	0.500
arrhythmia	عدم انتظام ضربات القلب	0.265	0.706	0.356
arrival	وصول	0.678	0.510	0.474
arrive	يصل	0.837	0.406	0.585
arrogance	غطرسة	0.143	0.750	0.620
arrogant	متكبر او مغرور	0.115	0.755	0.580
arrow	سهم	0.439	0.390	0.454
arsehole	الشرج	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	ترسانة	0.365	0.741	0.752
arsenic	زرنيخ	0.281	0.472	0.447
arson	حريق متعمد	0.133	0.904	0.567
arsonist	الحريق العمد	0.348	0.840	0.500
art	فن	0.812	0.360	0.603
arterial	شرياني	0.396	0.510	0.583
artery	شريان	0.396	0.580	0.537
artful	داهية	0.771	0.608	0.778
arthritis	التهاب المفاصل	0.110	0.518	0.345
arthropod	المفصلية	0.344	0.464	0.434
artichoke	خرشوف	0.583	0.218	0.287
article	مقالة - سلعة	0.594	0.280	0.481
articles	مقالات	0.552	0.324	0.565
articulate	يتكلم بوضوح	0.677	0.462	0.618
articulation	طريقة التعبير اللفظي	0.479	0.480	0.591
artifact	الأداة	0.510	0.500	0.566
artifice	حيلة	0.316	0.696	0.482
artificial	مصطنع	0.306	0.385	0.351
artillery	سلاح المدفعية	0.350	0.912	0.794
artisan	الحرفيين	0.781	0.330	0.411
artist	فنان	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	فني	0.802	0.646	0.632
artistry	الفنية	0.823	0.346	0.769
artists	الفنانين	0.796	0.667	0.741
artwork	العمل الفني	0.896	0.368	0.679
arty	متطفل على الفن	0.490	0.422	0.388
asap	في اسرع وقت ممكن	0.571	0.500	0.552
asbestos	الحرير الصخري	0.357	0.481	0.464
ascend	صعد	0.830	0.620	0.812
ascendancy	هيمنة	0.724	0.625	0.700
ascendant	صاعد	0.656	0.673	0.821
ascending	تصاعدي	0.826	0.644	0.777
ascension	صعود	0.765	0.720	0.714
ascent	صعود	0.755	0.627	0.833
ascertain	تأكد	0.560	0.530	0.625
ascertained	التأكد	0.531	0.529	0.616
ascetic	زاهد	0.438	0.375	0.472
ash	رماد	0.260	0.210	0.207
ashamed	خجلان	0.156	0.588	0.228
ashes	رماد	0.327	0.279	0.142
ashtray	مرمدة	0.406	0.382	0.265
asinine	أبله	0.429	0.472	0.433
ask	يطلب	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	نائم	0.604	0.100	0.270
asp	آسيا والمحيط الهادئ	0.438	0.489	0.375
asparagus	نبات الهليون	0.469	0.317	0.264
aspartame	الأسبارتام	0.469	0.480	0.322
aspect	جانب	0.479	0.469	0.588
aspects	النواحي	0.439	0.480	0.565
aspen	الحور الرجراج	0.479	0.280	0.395
asphalt	أسفلت	0.479	0.264	0.439
asphyxia	اختناق	0.198	0.704	0.311
asphyxiation	الاختناق	0.059	0.745	0.412
aspiration	الدخول الى الجسم	0.704	0.724	0.675
aspire	أطمح	0.812	0.469	0.722
aspirin	الأسبرين	0.479	0.271	0.422
aspiring	تطمح	0.844	0.582	0.604
ass	حمار	0.323	0.750	0.345
assail	هاجم بعنف	0.378	0.510	0.500
assailant	مهاجم	0.184	0.868	0.602
assassin	قاتل	0.073	0.933	0.632
assassinate	اغتيال	0.051	0.969	0.722
assassination	اغتيال	0.083	0.941	0.525
assault	الاعتداءات	0.167	0.848	0.550
assay	فحص	0.633	0.559	0.594
assemblage	تجمع	0.429	0.452	0.600
assemble	جمعيه	0.542	0.570	0.750
assembled	تجميعها	0.663	0.450	0.644
assembly	المجسم	0.698	0.500	0.640
assemblyman	عضو الجمعية	0.430	0.538	0.760
assent	موافقة	0.615	0.515	0.719
assert	يجزم	0.750	0.619	0.809
asserting	مؤكدا	0.694	0.531	0.736
assertion	توكيد	0.740	0.442	0.750
assertive	جازم	0.719	0.412	0.770
assess	تقييم	0.698	0.500	0.623
assessment	تقدير	0.750	0.623	0.658
assessor	مخمن	0.551	0.538	0.764
asset	الأصول	0.797	0.765	0.788
assets	الأصول	0.667	0.613	0.765
asshole	الأحمق	0.133	0.582	0.263
assign	تعيين	0.622	0.417	0.709
assignee	المحال	0.510	0.462	0.510
assignment	مهمة	0.483	0.398	0.745
assimilate	هضم	0.559	0.391	0.683
assimilation	استيعاب	0.429	0.378	0.463
assist	مساعدة	0.833	0.435	0.629
assistance	مساعدة	0.656	0.519	0.633
assistant	مساعد	0.625	0.390	0.536
associate	مساعد	0.812	0.409	0.625
association	جمعية	0.745	0.500	0.817
assorted	متنوع	0.602	0.460	0.472
assortment	تشكيلة	0.694	0.360	0.526
assuage	هدأ	0.745	0.255	0.500
assume	افترض	0.698	0.401	0.464
assumed	يفترض	0.612	0.247	0.454
assuming	على افتراض	0.740	0.390	0.526
assumption	افتراض	0.479	0.431	0.417
assurance	توكيد	0.675	0.442	0.704
assure	ضمان	0.910	0.460	0.839
assured	مؤكد	0.878	0.327	0.754
assuredly	بالتأكيد	0.786	0.396	0.833
asterisk	النجمة	0.541	0.288	0.273
asteroid	الكويكب	0.430	0.721	0.623
asteroids	الكويكبات	0.361	0.694	0.712
asthma	الربو	0.198	0.549	0.227
asthmatic	مربوء	0.229	0.706	0.294
astigmatism	اللانقطية	0.214	0.490	0.429
astonish	اذهل	0.786	0.845	0.658
astonished	مندهش	0.510	0.775	0.574
astonishing	مذهل	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	دهشة	0.680	0.718	0.519
astound	ذهل	0.729	0.675	0.474
astral	نجمي	0.604	0.417	0.567
astray	ضل	0.098	0.676	0.308
astringent	العقول مادة طبية	0.316	0.500	0.474
astrologer	منجم	0.594	0.519	0.673
astrology	علم التنجيم	0.635	0.340	0.500
astronaut	رائد فضاء	0.792	0.601	0.761
astronomer	عالم الفلك	0.750	0.509	0.735
astronomical	فلكي	0.600	0.632	0.726
astronomy	الفلك	0.613	0.474	0.722
astute	ذكي	0.776	0.658	0.827
asunder	اربا	0.208	0.442	0.259
asylum	اللجوء	0.407	0.330	0.445
asymmetric	لا متماثل	0.580	0.343	0.465
asymmetry	عدم تناسق	0.476	0.373	0.527
asymptotic	مقارب	0.479	0.451	0.472
atelier	ورشة	0.490	0.330	0.705
atheism	الإلحاد	0.276	0.460	0.481
atheist	ملحد	0.225	0.447	0.377
atheistic	إلحادي	0.373	0.481	0.466
atherosclerosis	تصلب الشرايين	0.250	0.480	0.343
athlete	رياضي	0.781	0.718	0.686
