Word	Hausa-ha	Valence	Arousal	Dominance
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	m	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	sabuwar	0.771	0.358	0.385
angel	mala'ika	0.906	0.158	0.704
angelic	mala'ika	0.927	0.298	0.668
anger	fushi	0.167	0.865	0.657
angered	fusatar	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	kwana	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	fushi	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	baƙin ciki	0.153	0.792	0.265
anguished	baƙin ciki	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	dabba	0.521	0.510	0.513
animate	rai	0.827	0.755	0.635
animated	m	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	m	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	idon	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	annexation	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	hallaka	0.115	0.918	0.681
annihilated	hallaka	0.080	0.760	0.324
annihilation	hallaka	0.041	0.800	0.591
anniversary	ranar tunawa	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	annotation	0.604	0.470	0.619
announce	sanar	0.694	0.618	0.611
announcement	sanarwa	0.729	0.491	0.482
announcer	sanarwar	0.602	0.570	0.732
annoy	fushi	0.094	0.765	0.286
annoyance	fushi	0.167	0.718	0.342
annoyed	fushi	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	m	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	shekara-shekara	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	soke	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	sokewa	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	shafaffe	0.500	0.368	0.579
anointing	shafawa	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymity	0.469	0.255	0.430
anonymous	m	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	amsar	0.537	0.373	0.661
answerable	za a iya yin hakan	0.708	0.481	0.750
answering	amsawa	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistic	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	eriya	0.521	0.327	0.358
anterior	baya	0.510	0.245	0.362
anthem	anan	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	kwayoyin	0.510	0.373	0.658
antibiotics	maganin rigakafi	0.448	0.406	0.557
antichrist	maƙiyin Kristi	0.082	0.837	0.544
anticipate	jira	0.622	0.469	0.667
anticipation	jira	0.698	0.539	0.711
anticipatory	m	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	wanda aka saba	0.420	0.392	0.236
antique	tsohuwar	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	tsufa	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	damuwa	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	damuwa	0.281	0.875	0.434
anxiousness	damuwa	0.235	0.814	0.282
anytime	wani lokaci	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	sarari	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	gida	0.719	0.393	0.580
apartments	Apartments	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	rashin tausayi	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	bude	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	apiece	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	apologetic	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	yi hakuri	0.551	0.378	0.389
apology	uzuri	0.571	0.346	0.402
apostasy	ridda	0.388	0.520	0.517
apostate	ridda	0.342	0.500	0.528
apostle	Manzo	0.646	0.347	0.732
apostolic	apostolic	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	mamaki	0.194	0.792	0.562
appalling	abin mamaki	0.160	0.827	0.415
apparatus	na'ura	0.375	0.353	0.377
apparel	tufafi	0.698	0.435	0.453
apparent	bayyananne	0.473	0.383	0.398
apparently	a fili	0.531	0.410	0.426
apparition	bayyanuwa	0.406	0.573	0.636
appeal	roko	0.663	0.598	0.558
appear	bayyana	0.735	0.506	0.567
appearance	bayyanar	0.669	0.490	0.534
appease	saukaka	0.633	0.278	0.434
appellant	mai kira	0.327	0.588	0.568
append	append	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	shafi na	0.365	0.387	0.425
appetite	ci	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	farantawa	0.806	0.657	0.688
applaud	yabo	0.865	0.824	0.464
applause	wasa	0.953	0.857	0.621
apple	apple	0.811	0.300	0.264
apple juice	apple ruwan 'ya'yan itace	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	kayan aiki	0.582	0.453	0.538
appliances	kayan na'urorin	0.594	0.394	0.567
applicability	aikace-aikace	0.677	0.490	0.741
applicable	dace	0.469	0.430	0.667
applicant	mai nema	0.612	0.558	0.688
application	aikace-aikace	0.646	0.445	0.726
apply	amfani	0.612	0.321	0.667
appoint	sanya	0.565	0.330	0.509
appointment	saduwa	0.688	0.594	0.547
appointments	alƙawura	0.745	0.677	0.625
apportion	rabawa	0.677	0.490	0.638
apportionment	rabawa	0.552	0.481	0.453
appraisal	kima	0.417	0.667	0.682
appraise	kwarewa	0.677	0.490	0.696
appreciable	m	0.873	0.491	0.778
appreciate	godiya	0.885	0.422	0.741
appreciated	yaba	0.910	0.434	0.779
appreciates	godiya	0.765	0.500	0.656
appreciation	godiya	0.917	0.529	0.588
appreciative	godiya	0.857	0.380	0.654
apprehend	fahimta	0.521	0.624	0.696
apprehension	tsoro	0.385	0.720	0.454
apprehensive	tsoro	0.406	0.592	0.431
apprentice	koyi	0.615	0.413	0.452
apprenticeship	sana'a	0.812	0.482	0.643
approach	kusanci	0.612	0.392	0.610
approaching	gabatowa	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	amincewa	0.792	0.529	0.774
appropriate	dace	0.833	0.368	0.759
appropriation	ƙaddamarwa	0.510	0.632	0.717
approval	amincewa	0.854	0.460	0.889
approve	amince da	0.875	0.548	0.741
approved	amince	0.833	0.349	0.698
approvement	shirin	0.880	0.625	0.780
approving	amincewa	0.917	0.583	0.773
approximate	kimanin	0.551	0.560	0.520
approximately	kusan	0.622	0.396	0.538
approximating	kimanin	0.583	0.615	0.471
approximation	kimanin	0.582	0.402	0.593
appurtenances	kayan aiki	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	Akwati	0.582	0.208	0.245
apt	dace	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	ruwa	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	akwatin kifaye	0.663	0.327	0.393
aquatic	ruwa	0.677	0.510	0.463
aqueduct	aqueduct	0.551	0.411	0.534
aqueous	mai ruwa-ruwa	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	sulhu	0.561	0.537	0.814
arbitrary	sabani	0.281	0.702	0.686
arbitrate	sulhu	0.470	0.620	0.682
arbitration	sulhu	0.587	0.602	0.670
arbitrator	yan adawa	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	baka	0.500	0.354	0.468
archaeological	archaeological	0.740	0.441	0.660
archaeologist	archaeologist	0.552	0.451	0.706
archaeology	archeology	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	Mala'ikan	0.837	0.500	0.708
archbishop	Akbishop	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	baka	0.573	0.622	0.661
archery	archery	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	tsibirin	0.745	0.370	0.592
architect	gini	0.776	0.442	0.836
architectural	gine-gine	0.729	0.390	0.670
architecture	gine-gine	0.820	0.390	0.694
archive	archive	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	tsawa	0.500	0.780	0.538
arduous	arduous	0.344	0.783	0.605
area	yanki	0.490	0.306	0.464
arena	fagen fama	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	jayayya	0.093	0.798	0.525
argument	hujja	0.510	0.464	0.698
argumentation	jayayya	0.479	0.549	0.760
argumentative	hujja	0.450	0.531	0.679
arguments	muhawarar	0.541	0.602	0.657
arid	m	0.323	0.333	0.379
arise	tashi	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	arithmetic	0.453	0.460	0.634
ark	jirgin	0.396	0.427	0.543
arm	hannu	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	kayan ado	0.192	0.839	0.830
armature	ƙarfin hannu	0.510	0.558	0.755
armchair	makami	0.646	0.164	0.339
armed	makamai	0.188	0.750	0.808
armor	makamai	0.469	0.625	0.784
armored	makamai	0.469	0.509	0.861
armory	makamai	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	makamai	0.464	0.395	0.483
army	sojojin	0.417	0.759	0.902
aroma	ƙanshi	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	ƙyamar	0.791	0.943	0.731
arouse	tada	0.740	0.491	0.580
aroused	tada	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	shirya	0.740	0.490	0.571
arranged	shirya	0.698	0.531	0.728
arrangement	tsari	0.625	0.382	0.683
array	tsararru	0.521	0.396	0.568
arrears	arrears	0.286	0.485	0.302
arrest	kama	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	isowa	0.678	0.510	0.474
arrive	isa	0.837	0.406	0.585
arrogance	girman kai	0.143	0.750	0.620
arrogant	girman kai	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	hadari	0.396	0.580	0.537
artful	zane	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	labarin	0.594	0.280	0.481
articles	articles	0.552	0.324	0.565
articulate	magana	0.677	0.462	0.618
articulation	hadin gwiwa	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	manyan bindigogi	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	artist	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	m	0.802	0.646	0.632
artistry	zane-zane	0.823	0.346	0.769
artists	artists	0.796	0.667	0.741
artwork	zane-zane	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	hau	0.830	0.620	0.812
ascendancy	ascendancy	0.724	0.625	0.700
ascendant	hawa	0.656	0.673	0.821
ascending	hawa	0.826	0.644	0.777
ascension	hawan Yesu zuwa sama	0.765	0.720	0.714
ascent	hawan hawan	0.755	0.627	0.833
ascertain	tabbatar	0.560	0.530	0.625
ascertained	ascertained	0.531	0.529	0.616
ascetic	farka	0.438	0.375	0.472
ash	ash	0.260	0.210	0.207
ashamed	m	0.156	0.588	0.228
ashes	toka	0.327	0.279	0.142
ashtray	ajiya	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	tambayi	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	barci	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	bishiyar asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	yanayin	0.479	0.469	0.588
aspects	fannoni	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	kazali	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	fata	0.704	0.724	0.675
aspire	fata	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	hari	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	kisan kai	0.073	0.933	0.632
assassinate	kashe	0.051	0.969	0.722
assassination	kisan gilla	0.083	0.941	0.525
assault	hari	0.167	0.848	0.550
assay	gwaji	0.633	0.559	0.594
assemblage	haɗuwa	0.429	0.452	0.600
assemble	tara	0.542	0.570	0.750
assembled	haɗu	0.663	0.450	0.644
assembly	taro	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	amincewa	0.615	0.515	0.719
assert	tabbatar	0.750	0.619	0.809
asserting	tabbatar	0.694	0.531	0.736
assertion	tabbacin	0.740	0.442	0.750
assertive	assertive	0.719	0.412	0.770
assess	tantancewa	0.698	0.500	0.623
assessment	kima	0.750	0.623	0.658
assessor	kimantawa	0.551	0.538	0.764
asset	kadari	0.797	0.765	0.788
assets	dukiya	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	sanya	0.622	0.417	0.709
assignee	wakili	0.510	0.462	0.510
assignment	aiki	0.483	0.398	0.745
assimilate	assimilate	0.559	0.391	0.683
assimilation	assimilation	0.429	0.378	0.463
assist	taimaka	0.833	0.435	0.629
assistance	taimako	0.656	0.519	0.633
assistant	mataimaki	0.625	0.390	0.536
associate	aboki	0.812	0.409	0.625
association	ƙungiyar	0.745	0.500	0.817
assorted	hade	0.602	0.460	0.472
assortment	tsari	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	ɗauka	0.698	0.401	0.464
assumed	za a dauka	0.612	0.247	0.454
assuming	ɗauka	0.740	0.390	0.526
assumption	zato	0.479	0.431	0.417
assurance	tabbaci	0.675	0.442	0.704
assure	tabbatar	0.910	0.460	0.839
assured	tabbacin	0.878	0.327	0.754
assuredly	hakika	0.786	0.396	0.833
asterisk	alama	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	fuka	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	mamaki	0.786	0.845	0.658
astonished	mamaki	0.510	0.775	0.574
astonishing	mamaki	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	mamaki	0.680	0.718	0.519
astound	mamaki	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	ɓata	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	'yan saman jannati	0.792	0.601	0.761
astronomer	astronomer	0.750	0.509	0.735
astronomical	astronomical	0.600	0.632	0.726
astronomy	astronomy	0.613	0.474	0.722
astute	musa	0.776	0.658	0.827
asunder	raguwa	0.208	0.442	0.259
asylum	mafaka	0.407	0.330	0.445
asymmetric	asymmetric	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	zane-zane	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	ba da ikon fassara Mafarki ba	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	'yan wasan	0.781	0.718	0.686
athletic	wasan	0.857	0.798	0.708
athleticism	wasan motsa jiki	0.750	0.863	0.778
athletics	wasanni	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	yanayi	0.604	0.300	0.560
atmospheric	yanayi	0.531	0.420	0.594
atoll	basira	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomic	0.327	0.817	0.713
atone	saka	0.418	0.673	0.411
atonement	kafara	0.550	0.602	0.683
atpeace	gaba daya	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	m	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	hašawa	0.520	0.363	0.559
attached	a haɗe	0.562	0.350	0.439
attachment	abin da aka makala	0.570	0.343	0.500
attack	kai hari	0.286	0.948	0.670
attacker	attacker	0.185	0.962	0.629
attacking	kai hare hare	0.276	0.837	0.642
attain	isa	0.806	0.510	0.719
attainable	iya samuwa	0.760	0.500	0.759
attainment	nasara	0.830	0.520	0.940
attempt	ƙoƙari	0.625	0.491	0.431
attempted	yunkurin	0.594	0.580	0.567
attend	halarci	0.650	0.420	0.625
attendance	kasancewa	0.812	0.500	0.592
attendant	bawa	0.580	0.365	0.519
attention	hankali	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	mai hankali	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	sabuntawa	0.458	0.363	0.464
attest	shaidar	0.439	0.710	0.685
attestation	shaidar	0.234	0.635	0.500
attic	jiragen ruwa	0.521	0.259	0.377
attire	tufafi	0.742	0.388	0.483
attitude	hali	0.760	0.644	0.861
attorney	lauya	0.600	0.594	0.754
attract	jawo hankalin	0.796	0.663	0.769
attraction	janyewa	0.906	0.774	0.712
attractive	m	0.906	0.630	0.769
attractiveness	kyakkyawa	0.938	0.667	0.755
attributable	wanda aka gano	0.704	0.430	0.527
attribute	sifa	0.781	0.439	0.795
attribution	alƙawari	0.646	0.467	0.658
attrition	attrition	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	auction	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	m	0.740	0.875	0.825
audacity	m	0.760	0.755	0.916
audible	ji	0.673	0.370	0.462
audience	masu sauraro	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	duba	0.375	0.562	0.735
audition	ji	0.750	0.685	0.615
auditions	ji	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	ɗakin majalisa	0.529	0.490	0.538
auditory	auditory	0.531	0.481	0.570
aught	kome	0.418	0.135	0.217
augment	ƙara	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	august	0.652	0.292	0.462
aunt	inna	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	m	0.562	0.635	0.669
austere	damuwa	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	gaskiya	0.885	0.510	0.782
authenticate	tabbatarwa	0.833	0.480	0.789
authentication	tabbatarwa	0.724	0.491	0.750
authenticity	amincin	0.670	0.548	0.845
author	marubucin	0.775	0.343	0.749
authoritative	iko	0.636	0.520	0.890
authority	iko	0.592	0.592	0.934
authorization	izini	0.521	0.567	0.817
authorize	izni	0.772	0.596	0.821
authorized	izini	0.760	0.458	0.815
authorship	marubuta	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	Tarihin kai tsaye	0.735	0.284	0.629
autocorrect	ba daidai ba	0.551	0.439	0.616
autocratic	Tsarin mulki	0.542	0.577	0.727
autograph	rubutun kai tsaye	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	mai sarrafa kansa	0.578	0.402	0.632
automatic	atomatik	0.562	0.433	0.664
automobile	mota	0.753	0.625	0.534
automotive	mota	0.656	0.520	0.577
autonomy	yanci	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	kaka	0.765	0.204	0.450
auxiliary	mataimaki	0.622	0.471	0.509
avail	wadata	0.800	0.430	0.603
availability	samuwa	0.796	0.544	0.600
available	samuwa	0.844	0.356	0.623
avalanche	avalanche	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	fansa	0.073	0.867	0.559
avenger	mai ɗaukar fansa	0.337	0.865	0.670
avenging	ramuwa	0.143	0.880	0.717
avenue	hanya	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	matsakaita	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	ƙi	0.253	0.569	0.492
averseness	averseness	0.296	0.606	0.528
aversion	ƙyama	0.074	0.663	0.525
avert	a karkata	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	jirgin sama	0.708	0.646	0.741
aviator	aviator	0.615	0.700	0.644
avid	m	0.582	0.459	0.593
avocado	avocado	0.677	0.255	0.287
avoid	kauce wa	0.427	0.442	0.415
avoidance	kaucewa	0.470	0.481	0.466
avoiding	gujewa	0.457	0.433	0.309
await	jira	0.448	0.264	0.276
awake	tashi	0.667	0.469	0.741
awaken	farka	0.729	0.412	0.611
awakening	tada	0.745	0.500	0.618
award	kyauta	0.865	0.745	0.660
awards	lambar yabo	0.958	0.736	0.652
aware	sane	0.656	0.340	0.770
awareness	sanarwa	0.684	0.422	0.810
awe	NO TRANSLATION	0.469	0.740	0.300
awed	awed	0.364	0.774	0.361
awesome	madalla	0.980	0.897	0.891
awesomeness	awesomeness	0.917	0.647	0.927
awestruck	awestruck	0.615	0.767	0.680
awful	m	0.061	0.786	0.450
awkward	m	0.296	0.650	0.358
awkwardness	awkwardness	0.167	0.454	0.148
awning	rumfa	0.500	0.186	0.318
awry	awry	0.156	0.540	0.275
axe	Ƙari	0.296	0.690	0.536
axial	axial	0.458	0.278	0.491
axiom	axiom	0.439	0.441	0.583
axiomatic	axiomatic	0.458	0.392	0.627
axis	axis	0.209	0.250	0.356
axle	axle	0.459	0.294	0.473
ay	ay	0.500	0.557	0.255
aye	aye	0.562	0.420	0.392
azimuth	azimuth	0.385	0.461	0.421
azure	azure	0.620	0.256	0.339
babble	babble	0.552	0.441	0.204
babbling	babbling	0.396	0.418	0.241
babe	babe	0.860	0.536	0.424
baboon	baboon	0.357	0.410	0.429
