Word	Igbo-ig	Valence	Arousal	Dominance
anaesthesia	nkwụsị	0.350	0.217	0.473
anaesthetic	anesthetic	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	gbasara ike	0.333	0.798	0.334
analgesic	analgesic	0.417	0.321	0.441
analogous	dị mma	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	nyocha	0.510	0.367	0.509
analysis	nyocha	0.729	0.448	0.705
analyst	nyocha	0.604	0.415	0.755
analytic	nyocha	0.665	0.521	0.634
analytical	nyocha	0.625	0.324	0.800
analyze	nyochaa	0.667	0.462	0.710
analyzer	nyocha	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	ọgba aghara	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	akụrụmkpụ	0.562	0.390	0.571
ancestor	nna ochie	0.592	0.388	0.594
ancestral	nna ochie	0.640	0.481	0.750
ancestry	nna	0.708	0.519	0.717
anchor	arịlịka	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	ochie	0.420	0.217	0.439
ancillary	mgbakwunye	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	nchịkọta	0.583	0.529	0.500
anemia	anaemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	nkwụsị	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anesthetic	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	ọzọ	0.771	0.358	0.385
angel	mmụọ ozi	0.906	0.158	0.704
angelic	mmụọ ozi	0.927	0.298	0.668
anger	iwe	0.167	0.865	0.657
angered	kpasuru iwe	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	ihe omuma	0.378	0.536	0.520
angle	n'akuku	0.541	0.330	0.455
angling	ịkụ aka	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	oku	0.094	0.892	0.430
angry	iwe	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	nhụjuanya	0.153	0.792	0.265
anguished	nhụjuanya	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	akpọnwụ	0.456	0.365	0.355
animal	anụmanụ	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	agba ọsọ	0.823	0.676	0.538
animation	ihe ngosi	0.888	0.750	0.549
animosity	obi ojoo	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	nkwonkwo	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	mgbakwunye	0.594	0.350	0.458
annexation	mgbakwunye	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	kpochapu	0.115	0.918	0.681
annihilated	kpochapuru	0.080	0.760	0.324
annihilation	mbibi	0.041	0.800	0.591
anniversary	ncheta	0.880	0.770	0.723
annotate	nyochaa	0.592	0.469	0.441
annotation	nyocha	0.604	0.470	0.619
announce	mara ọkwa	0.694	0.618	0.611
announcement	ọkwa	0.729	0.491	0.482
announcer	onye mgbasa ozi	0.602	0.570	0.732
annoy	iwe iwe	0.094	0.765	0.286
annoyance	iwe	0.167	0.718	0.342
annoyed	iwe	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	iwe iwe	0.082	0.853	0.348
annoys	iwe iwe	0.146	0.778	0.435
annual	kwa afọ	0.552	0.236	0.500
annuity	afọ	0.521	0.304	0.527
annul	wepu	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	nkwụsị	0.153	0.375	0.447
annulus	nkwụsị	0.458	0.380	0.376
anointed	ndị e tere mmanụ	0.500	0.368	0.579
anointing	mmanye	0.653	0.350	0.547
anomalous	adịghị mma	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	otu	0.479	0.354	0.298
anonymity	anonymity	0.469	0.255	0.430
anonymous	amaghị aha	0.396	0.291	0.431
anorexic	ihe na-egbu egbu	0.160	0.618	0.245
answer	azịza	0.537	0.373	0.661
answerable	ọ dị mma	0.708	0.481	0.750
answering	aza	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	aghara	0.224	0.618	0.524
antagonist	onye agha	0.240	0.615	0.700
antagonistic	na-emegide onwe ya	0.296	0.604	0.565
antagonize	kwadoro	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	onye azu	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	n'ihu	0.510	0.245	0.362
anthem	abụ	0.780	0.343	0.729
anthill	nkwụsị	0.327	0.578	0.377
anthology	akuko	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	onye ọkà n'akwukwo nso	0.551	0.385	0.725
anthropology	ihe omumu	0.490	0.367	0.582
anti	mgbochi	0.365	0.412	0.384
antiaircraft	na-arụ ọrụ	0.330	0.622	0.629
antibiotic	nje	0.510	0.373	0.658
antibiotics	ọgwụ nje	0.448	0.406	0.557
antichrist	onye na-emegide Kraịst	0.082	0.837	0.544
anticipate	atụ anya	0.622	0.469	0.667
anticipation	atụ anya	0.698	0.539	0.711
anticipatory	atụmanya	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	ngwọta	0.541	0.490	0.629
antifungal	nkwenye	0.408	0.412	0.441
antigravity	mgbochi	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	mgbochi	0.198	0.549	0.393
antiquarian	mgbochi	0.500	0.233	0.426
antiquated	nke a na-amaghị	0.420	0.392	0.236
antique	ochie	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	oge ochie	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	ndị na-emegide ndị mmadụ	0.146	0.686	0.391
antithesis	nkwenye	0.396	0.412	0.536
antithetical	na-atụgharị uche	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	onye na-anụ ọkụ	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	ike	0.347	0.644	0.350
anvil	igwe	0.380	0.510	0.604
anxiety	nchegbu	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	echegbu onwe ya	0.281	0.875	0.434
anxiousness	nchegbu	0.235	0.814	0.282
anytime	oge ọ bụla	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	ulo	0.719	0.393	0.580
apartments	ụlọ	0.704	0.337	0.443
apathetic	enweghị mmasị	0.188	0.292	0.333
apathy	enweghị mmasị	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	oghere	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	otu	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	na-arịọ arịrịọ	0.479	0.461	0.571
apologist	onye nkwado	0.406	0.429	0.526
apologize	rịọ mgbaghara	0.551	0.378	0.389
apology	mgbaghara	0.571	0.346	0.402
apostasy	ndapụ n'ezi ofufe	0.388	0.520	0.517
apostate	onye si n'ezi ofufe dapụ	0.342	0.500	0.528
apostle	onyeozi	0.646	0.347	0.732
apostolic	apostolic	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	anya	0.194	0.792	0.562
appalling	na-eju anya	0.160	0.827	0.415
apparatus	ngwa	0.375	0.353	0.377
apparel	uwe	0.698	0.435	0.453
apparent	anya	0.473	0.383	0.398
apparently	O doro anya	0.531	0.410	0.426
apparition	ọdịdị	0.406	0.573	0.636
appeal	ịrịọ arịrịọ	0.663	0.598	0.558
appear	apụta	0.735	0.506	0.567
appearance	ọdịdị	0.669	0.490	0.534
appease	kpalie	0.633	0.278	0.434
appellant	onye na-enyocha ya	0.327	0.588	0.568
append	tinye	0.573	0.464	0.453
appendage	ngwa ngwa	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	ngwa ngwa	0.365	0.387	0.425
appetite	agụụ	0.704	0.637	0.581
appetizer	agụụ	0.755	0.560	0.406
appetizing	agụụ	0.806	0.657	0.688
applaud	na-eto	0.865	0.824	0.464
applause	na-akụ	0.953	0.857	0.621
apple	apụl	0.811	0.300	0.264
apple juice	apụl ihe ọṅụṅụ	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	appleauce	0.750	0.167	0.291
appliance	ngwa oru	0.582	0.453	0.538
appliances	ngwa ngwa	0.594	0.394	0.567
applicability	arụ ọrụ	0.677	0.490	0.741
applicable	ọdabara	0.469	0.430	0.667
applicant	onye choro	0.612	0.558	0.688
application	ngwa	0.646	0.445	0.726
apply	tinye	0.612	0.321	0.667
appoint	họpụta	0.565	0.330	0.509
appointment	ndokwa	0.688	0.594	0.547
appointments	nhọpụta	0.745	0.677	0.625
apportion	ike	0.677	0.490	0.638
apportionment	nhazi	0.552	0.481	0.453
appraisal	nyocha	0.417	0.667	0.682
appraise	ngwa	0.677	0.490	0.696
appreciable	ekele	0.873	0.491	0.778
appreciate	ghọta	0.885	0.422	0.741
appreciated	nwere ekele	0.910	0.434	0.779
appreciates	nwere ekele	0.765	0.500	0.656
appreciation	ekele	0.917	0.529	0.588
appreciative	ekele	0.857	0.380	0.654
apprehend	mata	0.521	0.624	0.696
apprehension	enwe ọmịiko	0.385	0.720	0.454
apprehensive	egwu	0.406	0.592	0.431
apprentice	na-amụ	0.615	0.413	0.452
apprenticeship	ọmụmụ	0.812	0.482	0.643
approach	bia	0.612	0.392	0.610
approaching	na-eru nso	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	nkwado	0.792	0.529	0.774
appropriate	kwesịrị ekwesị	0.833	0.368	0.759
appropriation	ego	0.510	0.632	0.717
approval	nkwenye	0.854	0.460	0.889
approve	kwado	0.875	0.548	0.741
approved	kwadoro	0.833	0.349	0.698
approvement	nkwado	0.880	0.625	0.780
approving	kwado	0.917	0.583	0.773
approximate	dị mma	0.551	0.560	0.520
approximately	ihe dika	0.622	0.396	0.538
approximating	adọta	0.583	0.615	0.471
approximation	oke	0.582	0.402	0.593
appurtenances	ihe omumu	0.573	0.412	0.547
apricot	aprịkọt	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	nghọta	0.750	0.471	0.746
aqua	mmiri	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	mmiri	0.677	0.510	0.463
aqueduct	ọwa mmiri	0.551	0.411	0.534
aqueous	mmiri mmiri	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	onye ikpe	0.561	0.537	0.814
arbitrary	aka ike	0.281	0.702	0.686
arbitrate	ikpe ikpe	0.470	0.620	0.682
arbitration	ikpe	0.587	0.602	0.670
arbitrator	onye ikpe	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	njiko	0.500	0.354	0.468
archaeological	ihe omumu	0.740	0.441	0.660
archaeologist	ọkà mmụta ihe ochie	0.552	0.451	0.706
archaeology	nkà mmụta ihe ochie	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	onyeisi ndị mmụọ ozi	0.837	0.500	0.708
archbishop	achịbishọp	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	ịgba ụta	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	okpukpu	0.745	0.370	0.592
architect	onye nhazi	0.776	0.442	0.836
architectural	ụlọ obibi	0.729	0.390	0.670
architecture	ihe owuwu	0.820	0.390	0.694
archive	nchekwa	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	ike	0.694	0.873	0.722
ardor	aghara	0.500	0.780	0.538
arduous	siri ike	0.344	0.783	0.605
area	ebe	0.490	0.306	0.464
arena	ogige	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	arụ ụka	0.093	0.798	0.525
argument	arụmụka	0.510	0.464	0.698
argumentation	arụ ụka	0.479	0.549	0.760
argumentative	arụ ụka	0.450	0.531	0.679
arguments	arụmụka	0.541	0.602	0.657
arid	aghara	0.323	0.333	0.379
arise	bilie	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	ndi ochichi	0.449	0.519	0.676
arithmetic	aghara	0.453	0.460	0.634
ark	ụgbọ	0.396	0.427	0.543
arm	ogwe aka	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	agha	0.198	0.764	0.810
armaments	ngwá agha	0.192	0.839	0.830
armature	aka	0.510	0.558	0.755
armchair	oche oche	0.646	0.164	0.339
armed	ndị agha	0.188	0.750	0.808
armor	agha	0.469	0.625	0.784
armored	eji aka agha	0.469	0.509	0.861
armory	ngwá agha	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	ogwe aka	0.464	0.395	0.483
army	agha	0.417	0.759	0.902
aroma	okpukpo	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	kpaliri	0.791	0.943	0.731
arouse	kpalie	0.740	0.491	0.580
aroused	kpaliri	0.708	0.952	0.667
arraignment	njide aka	0.406	0.837	0.534
arrange	ndokwa	0.740	0.490	0.571
arranged	ndokwa	0.698	0.531	0.728
arrangement	ndokwa	0.625	0.382	0.683
array	ụdị	0.521	0.396	0.568
arrears	njedebe	0.286	0.485	0.302
arrest	jide	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	ọbịbịa	0.678	0.510	0.474
arrive	abata	0.837	0.406	0.585
arrogance	mpako	0.143	0.750	0.620
arrogant	mpako	0.115	0.755	0.580
arrow	akụ	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	ụlọ agha	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	nka	0.812	0.360	0.603
arterial	ọhụụ	0.396	0.510	0.583
artery	akwara	0.396	0.580	0.537
artful	ọfọn	0.771	0.608	0.778
arthritis	ọrịa ogbu na nkwonkwo	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	atịchok	0.583	0.218	0.287
article	ederede	0.594	0.280	0.481
articles	isiokwu	0.552	0.324	0.565
articulate	nhazi	0.677	0.462	0.618
articulation	ọkpụkpụ	0.479	0.480	0.591
artifact	arụ ọrụ	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	akụrụ	0.306	0.385	0.351
artillery	igwe egwu	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	ese ihe	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	nka	0.802	0.646	0.632
artistry	nka	0.823	0.346	0.769
artists	ndi nka	0.796	0.667	0.741
artwork	arụ ọrụ	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	wepụ	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	rigo	0.830	0.620	0.812
ascendancy	elu	0.724	0.625	0.700
ascendant	elu	0.656	0.673	0.821
ascending	agbago	0.826	0.644	0.777
ascension	rịgoro n'elu	0.765	0.720	0.714
ascent	agbago	0.755	0.627	0.833
ascertain	chọpụta	0.560	0.530	0.625
ascertained	a chọpụtara	0.531	0.529	0.616
ascetic	akpọrọ onwe ya	0.438	0.375	0.472
ash	uyi	0.260	0.210	0.207
ashamed	ihere	0.156	0.588	0.228
ashes	ntụ	0.327	0.279	0.142
ashtray	ihe mkpuchi	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	jụọ	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	ụra	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	akụkụ	0.479	0.469	0.588
aspects	akụkụ	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	akwara	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	nhazi	0.059	0.745	0.412
aspiration	ọchịchọ	0.704	0.724	0.675
aspire	chọọ	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	achọ	0.844	0.582	0.604
ass	ịnyịnya ibu	0.323	0.750	0.345
assail	agha	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	onye gburu mmadụ	0.073	0.933	0.632
assassinate	egbu ọchụ	0.051	0.969	0.722
assassination	mgbu mmadu	0.083	0.941	0.525
assault	wakpo	0.167	0.848	0.550
assay	nyocha	0.633	0.559	0.594
assemblage	mgbakọ	0.429	0.452	0.600
assemble	zukọta	0.542	0.570	0.750
assembled	zukọtara	0.663	0.450	0.644
assembly	mgbakọ	0.698	0.500	0.640
assemblyman	onye mgbakọ	0.430	0.538	0.760
assent	kwenye	0.615	0.515	0.719
assert	kwuo	0.750	0.619	0.809
asserting	ekwu	0.694	0.531	0.736
assertion	nkwupụta	0.740	0.442	0.750
assertive	ekwu okwu	0.719	0.412	0.770
assess	nyocha	0.698	0.500	0.623
assessment	nyocha	0.750	0.623	0.658
assessor	onye nyocha	0.551	0.538	0.764
asset	ego	0.797	0.765	0.788
assets	akụ	0.667	0.613	0.765
asshole	Ike	0.133	0.582	0.263
assign	ekenye	0.622	0.417	0.709
assignee	onye agha	0.510	0.462	0.510
assignment	ọrụ	0.483	0.398	0.745
assimilate	na-emetụta	0.559	0.391	0.683
assimilation	nnweta ikuku	0.429	0.378	0.463
assist	nyere aka	0.833	0.435	0.629
assistance	enyemaka	0.656	0.519	0.633
assistant	onye inyeaka	0.625	0.390	0.536
associate	akpakọrịta	0.812	0.409	0.625
association	mkpakọrịta	0.745	0.500	0.817
assorted	dị iche iche	0.602	0.460	0.472
assortment	otu ihe	0.694	0.360	0.526
assuage	ekwu okwu	0.745	0.255	0.500
assume	chee	0.698	0.401	0.464
assumed	chere	0.612	0.247	0.454
assuming	eche	0.740	0.390	0.526
assumption	echiche	0.479	0.431	0.417
assurance	mmesi obi ike	0.675	0.442	0.704
assure	kwenye	0.910	0.460	0.839
assured	obi ike	0.878	0.327	0.754
assuredly	n'ezie	0.786	0.396	0.833
asterisk	akara mmuke	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	ụkwara ume ọkụ	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	iju anya	0.786	0.845	0.658
astonished	juru ya anya	0.510	0.775	0.574
astonishing	ihe ijuanya	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	ihe ijuanya	0.680	0.718	0.519
astound	dị ịtụnanya	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	kpafuo	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	onye na-agụ kpakpando	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	onye na-enyocha mbara igwe	0.750	0.509	0.735
astronomical	astronomical	0.600	0.632	0.726
astronomy	astronomy	0.613	0.474	0.722
astute	enweghị isi	0.776	0.658	0.827
asunder	wepu	0.208	0.442	0.259
asylum	mgbapu	0.407	0.330	0.445
asymmetric	akpaka	0.580	0.343	0.465
asymmetry	ezughị okè	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	ụlọ ọrụ	0.490	0.330	0.705
atheism	ekweghị na Chineke	0.276	0.460	0.481
atheist	ekweghị na Chineke	0.225	0.447	0.377
atheistic	ekweghị na Chineke	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	onye na-eme egwuregwu	0.781	0.718	0.686
athletic	egwuregwu	0.857	0.798	0.708
athleticism	egwuregwu	0.750	0.863	0.778
athletics	egwuregwu	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	ikuku	0.604	0.300	0.560
atmospheric	elu igwe	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atọ	0.510	0.500	0.433
atomic	atomic	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	mkpuchi	0.550	0.602	0.683
atpeace	mba	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	ike	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	tinye	0.520	0.363	0.559
attached	gbakwunyere	0.562	0.350	0.439
attachment	mgbakwunye	0.570	0.343	0.500
attack	agha	0.286	0.948	0.670
attacker	agha	0.185	0.962	0.629
attacking	agha	0.276	0.837	0.642
attain	nweta	0.806	0.510	0.719
attainable	achọpụta	0.760	0.500	0.759
attainment	nweta	0.830	0.520	0.940
attempt	gbalịa	0.625	0.491	0.431
attempted	nwara	0.594	0.580	0.567
attend	gaa	0.650	0.420	0.625
attendance	ndị na-abịa	0.812	0.500	0.592
attendant	onye na-eje ozi	0.580	0.365	0.519
attention	anya	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	ntị	0.812	0.520	0.724
attenuate	echere	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	attenuation	0.458	0.363	0.464
attest	akaebe	0.439	0.710	0.685
attestation	akaebe	0.234	0.635	0.500
attic	ụlọ elu	0.521	0.259	0.377
attire	ejiji	0.742	0.388	0.483
attitude	àgwà	0.760	0.644	0.861
attorney	onye ọka iwu	0.600	0.594	0.754
attract	adọta	0.796	0.663	0.769
attraction	mma	0.906	0.774	0.712
attractive	mara mma	0.906	0.630	0.769
attractiveness	mma	0.938	0.667	0.755
attributable	ekwu	0.704	0.430	0.527
attribute	àgwà	0.781	0.439	0.795
attribution	agwa	0.646	0.467	0.658
attrition	attrition	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	ụlọ ahịa	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	ike	0.740	0.875	0.825
audacity	ike	0.760	0.755	0.916
audible	nụ	0.673	0.370	0.462
audience	ndị na-ege ntị	0.698	0.610	0.613
audio	ụda	0.709	0.425	0.370
audit	nyocha	0.375	0.562	0.735
audition	nyocha	0.750	0.685	0.615
auditions	ntị	0.740	0.765	0.596
auditor	onye nyocha	0.582	0.571	0.726
auditorium	ụlọ mgbakọ	0.529	0.490	0.538
auditory	nyocha	0.531	0.481	0.570
aught	ihe ọ bụla	0.418	0.135	0.217
augment	mụbaa	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	August	0.652	0.292	0.462
aunt	nwanne mama m	0.667	0.291	0.420
auntie	nwanne nne	0.643	0.275	0.447
aura	Aga	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	enwe obi ụtọ	0.562	0.635	0.669
austere	ike	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	ezigbo	0.885	0.510	0.782
authenticate	nyocha	0.833	0.480	0.789
authentication	nyocha	0.724	0.491	0.750
authenticity	eziokwu	0.670	0.548	0.845
author	onye edemede	0.775	0.343	0.749
authoritative	ikike	0.636	0.520	0.890
authority	ikike	0.592	0.592	0.934
authorization	ikike	0.521	0.567	0.817
authorize	nye ikike	0.772	0.596	0.821
authorized	ikike	0.760	0.458	0.815
authorship	onye edemede	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	akpaaka	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
autocorrect	ezighi ezi	0.551	0.439	0.616
autocratic	ọchichi	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	akpaghị aka	0.578	0.402	0.632
automatic	akpaka	0.562	0.433	0.664
automobile	ụgbọala	0.753	0.625	0.534
automotive	akụrụngwa	0.656	0.520	0.577
autonomy	ndi mmadu	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	nke nwere ike ime	0.252	0.650	0.538
autumn	ụbịa	0.765	0.204	0.450
auxiliary	enyemaka	0.622	0.471	0.509
avail	enweta	0.800	0.430	0.603
availability	nnweta	0.796	0.544	0.600
available	dị	0.844	0.356	0.623
avalanche	nnukwu mmiri	0.265	0.915	0.683
avarice	ọhụụ	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	ịbọ ọbọ	0.073	0.867	0.559
avenger	onye na-abọ ọbọ	0.337	0.865	0.670
avenging	ịbọ ọbọ	0.143	0.880	0.717
avenue	ụzọ	0.677	0.360	0.377
