Word	Indonesian-id	Valence	Arousal	Dominance
anarchist	anarkis	0.204	0.700	0.759
anarchy	anarki	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	laknat	0.286	0.490	0.519
anatomic	anatomis	0.562	0.442	0.546
anatomy	anatomi	0.562	0.390	0.571
ancestor	leluhur	0.592	0.388	0.594
ancestral	leluhur	0.640	0.481	0.750
ancestry	keturunan	0.708	0.519	0.717
anchor	jangkar	0.520	0.284	0.564
anchorage	pelabuhan	0.500	0.325	0.639
ancient	kuno	0.420	0.217	0.439
ancillary	tambahan	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdot	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemia	0.167	0.279	0.155
anemone	anemon	0.552	0.538	0.327
anesthesia	anestesi	0.365	0.216	0.394
anesthesiologist	ahli anestesi	0.419	0.224	0.526
anesthetic	obat bius	0.350	0.264	0.482
aneurysm	aneurisma	0.115	0.690	0.536
anew	lagi	0.771	0.358	0.385
angel	malaikat	0.906	0.158	0.704
angelic	seperti malaikat	0.927	0.298	0.668
anger	marah	0.167	0.865	0.657
angered	marah	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografi	0.378	0.536	0.520
angle	sudut	0.541	0.330	0.455
angling	memancing	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	pemarah	0.094	0.892	0.430
angry	marah	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	kecemasan	0.167	0.888	0.333
anguish	derita	0.153	0.792	0.265
anguished	tersiksa	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhidrat	0.456	0.365	0.355
animal	hewan	0.521	0.510	0.513
animate	menghidupkan	0.827	0.755	0.635
animated	animasi	0.823	0.676	0.538
animation	animasi	0.888	0.750	0.549
animosity	kebencian	0.510	0.724	0.545
animus	kebencian	0.698	0.676	0.466
ankle	pergelangan kaki	0.500	0.274	0.234
anklet	gelang kaki	0.410	0.276	0.302
annals	sejarah	0.427	0.610	0.424
annex	mencaplok	0.594	0.350	0.458
annexation	aneksasi	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	membinasakan	0.115	0.918	0.681
annihilated	musnah	0.080	0.760	0.324
annihilation	penghancuran	0.041	0.800	0.591
anniversary	ulang tahun	0.880	0.770	0.723
annotate	membubuhi keterangan	0.592	0.469	0.441
annotation	anotasi	0.604	0.470	0.619
announce	mengumumkan	0.694	0.618	0.611
announcement	pengumuman	0.729	0.491	0.482
announcer	penyiar	0.602	0.570	0.732
annoy	mengganggu	0.094	0.765	0.286
annoyance	gangguan	0.167	0.718	0.342
annoyed	kesal	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	menyebalkan	0.082	0.853	0.348
annoys	jengkel	0.146	0.778	0.435
annual	tahunan	0.552	0.236	0.500
annuity	anuitas	0.521	0.304	0.527
annul	membatalkan	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	pembatalan	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	yang diurapi	0.500	0.368	0.579
anointing	urapan	0.653	0.350	0.547
anomalous	ganjil	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	segera	0.479	0.354	0.298
anonymity	anonimitas	0.469	0.255	0.430
anonymous	anonim	0.396	0.291	0.431
anorexic	anoreksia	0.160	0.618	0.245
answer	menjawab	0.537	0.373	0.661
answerable	jawab	0.708	0.481	0.750
answering	menjawab	0.684	0.500	0.607
ant	semut	0.448	0.216	0.216
antagonism	antagonisme	0.224	0.618	0.524
antagonist	antagonis	0.240	0.615	0.700
antagonistic	bermusuhan	0.296	0.604	0.565
antagonize	memusuhi	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	mendahului	0.427	0.551	0.566
antelope	antelop	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	depan	0.510	0.245	0.362
anthem	lagu kebangsaan	0.780	0.343	0.729
anthill	sarang semut	0.327	0.578	0.377
anthology	antologi	0.338	0.406	0.537
anthrax	antraks	0.188	0.730	0.500
anthropological	antropologis	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologi	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotika	0.510	0.373	0.658
antibiotics	antibiotik	0.448	0.406	0.557
antichrist	antikristus	0.082	0.837	0.544
anticipate	mengantisipasi	0.622	0.469	0.667
anticipation	antisipasi	0.698	0.539	0.711
anticipatory	antisipatif	0.653	0.551	0.682
antics	kejenakaan	0.448	0.740	0.236
antidote	penangkal	0.541	0.490	0.629
antifungal	antijamur	0.408	0.412	0.441
antigravity	anti gravitasi	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	barang antik	0.500	0.233	0.426
antiquated	kuno	0.420	0.392	0.236
antique	antik	0.634	0.290	0.518
antiques	barang antik	0.540	0.370	0.595
antiquity	jaman dahulu	0.385	0.333	0.556
antiseptic	antiseptik	0.438	0.370	0.623
antisocial	antisosial	0.146	0.686	0.391
antithesis	antitesis	0.396	0.412	0.536
antithetical	antitesis	0.271	0.509	0.358
antiviral	antivirus	0.459	0.470	0.549
antler	tanduk	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	dubur	0.347	0.644	0.350
anvil	landasan	0.380	0.510	0.604
anxiety	kegelisahan	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	gelisah	0.281	0.875	0.434
anxiousness	kecemasan	0.235	0.814	0.282
anytime	kapan saja	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	cepat	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	Apartemen	0.719	0.393	0.580
apartments	apartemen	0.704	0.337	0.443
apathetic	apatis	0.188	0.292	0.333
apathy	apati	0.184	0.212	0.204
ape	kera	0.548	0.389	0.336
aperture	bukaan	0.612	0.450	0.667
apex	puncak	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	zat perangsang nafsu berahi	0.750	0.846	0.667
apiece	masing-masing	0.439	0.259	0.383
aplomb	percaya diri	0.500	0.509	0.582
apocalypse	wahyu	0.050	0.867	0.736
apocalyptic	apokaliptik	0.173	0.880	0.750
apologetic	minta maaf	0.479	0.461	0.571
apologist	pembela	0.406	0.429	0.526
apologize	minta maaf	0.551	0.378	0.389
apology	permintaan maaf	0.571	0.346	0.402
apostasy	kemurtadan	0.388	0.520	0.517
apostate	murtad	0.342	0.500	0.528
apostle	rasul	0.646	0.347	0.732
apostolic	apostolik	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	ahli obat	0.561	0.328	0.529
appalled	tercengang	0.194	0.792	0.562
appalling	mengerikan	0.160	0.827	0.415
apparatus	aparat	0.375	0.353	0.377
apparel	pakaian	0.698	0.435	0.453
apparent	semu	0.473	0.383	0.398
apparently	tampaknya	0.531	0.410	0.426
apparition	hantu	0.406	0.573	0.636
appeal	menarik	0.663	0.598	0.558
appear	muncul	0.735	0.506	0.567
appearance	penampilan	0.669	0.490	0.534
appease	menenangkan	0.633	0.278	0.434
appellant	pemohon	0.327	0.588	0.568
append	menambahkan	0.573	0.464	0.453
appendage	tambahan	0.229	0.382	0.438
appendectomy	pembedahan usus buntu	0.177	0.670	0.554
appendicitis	radang usus buntu	0.031	0.640	0.347
appendix	lampiran	0.365	0.387	0.425
appetite	nafsu makan	0.704	0.637	0.581
appetizer	hidangan pembuka	0.755	0.560	0.406
appetizing	selera makan	0.806	0.657	0.688
applaud	bertepuk tangan	0.865	0.824	0.464
applause	tepuk tangan	0.953	0.857	0.621
apple	apel	0.811	0.300	0.264
apple juice	jus apel	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	saus apel	0.750	0.167	0.291
appliance	alat	0.582	0.453	0.538
appliances	peralatan	0.594	0.394	0.567
applicability	penerapan	0.677	0.490	0.741
applicable	berlaku	0.469	0.430	0.667
applicant	pemohon	0.612	0.558	0.688
application	aplikasi	0.646	0.445	0.726
apply	menerapkan	0.612	0.321	0.667
appoint	menunjuk	0.565	0.330	0.509
appointment	janji	0.688	0.594	0.547
appointments	janji	0.745	0.677	0.625
apportion	membagikan	0.677	0.490	0.638
apportionment	pembagian	0.552	0.481	0.453
appraisal	penilaian	0.417	0.667	0.682
appraise	menilai	0.677	0.490	0.696
appreciable	cukup besar	0.873	0.491	0.778
appreciate	menghargai	0.885	0.422	0.741
appreciated	dihargai	0.910	0.434	0.779
appreciates	menghargai	0.765	0.500	0.656
appreciation	apresiasi	0.917	0.529	0.588
appreciative	menghargai	0.857	0.380	0.654
apprehend	menangkap	0.521	0.624	0.696
apprehension	penangkapan	0.385	0.720	0.454
apprehensive	gelisah	0.406	0.592	0.431
apprentice	magang	0.615	0.413	0.452
apprenticeship	magang	0.812	0.482	0.643
approach	pendekatan	0.612	0.392	0.610
approaching	mendekati	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	persetujuan	0.792	0.529	0.774
appropriate	sesuai	0.833	0.368	0.759
appropriation	pemberian	0.510	0.632	0.717
approval	persetujuan	0.854	0.460	0.889
approve	menyetujui	0.875	0.548	0.741
approved	disetujui	0.833	0.349	0.698
approvement	persetujuan	0.880	0.625	0.780
approving	menyetujui	0.917	0.583	0.773
approximate	perkiraan	0.551	0.560	0.520
approximately	sekitar	0.622	0.396	0.538
approximating	mendekati	0.583	0.615	0.471
approximation	perkiraan	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	aprikot	0.708	0.320	0.278
apron	celemek	0.582	0.208	0.245
apt	tepat	0.582	0.418	0.382
aptitude	bakat	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	akuarium	0.663	0.327	0.393
aquatic	akuatik	0.677	0.510	0.463
aqueduct	terowongan air	0.551	0.411	0.534
aqueous	encer	0.429	0.270	0.310
arable	garang	0.510	0.350	0.465
arbiter	wasit	0.561	0.537	0.814
arbitrary	sewenang-wenang	0.281	0.702	0.686
arbitrate	melerai	0.470	0.620	0.682
arbitration	arbitrasi	0.587	0.602	0.670
arbitrator	wasit	0.385	0.448	0.795
arbor	punjung	0.583	0.490	0.591
arc	busur	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	batin	0.500	0.490	0.637
arch	lengkungan	0.500	0.354	0.468
archaeological	arkeologi	0.740	0.441	0.660
archaeologist	arkeolog	0.552	0.451	0.706
archaeology	arkeologi	0.596	0.358	0.691
archaic	kuno	0.271	0.327	0.332
archangel	penghulu malaikat	0.837	0.500	0.708
archbishop	uskup agung	0.622	0.280	0.776
archdiocese	keuskupan agung	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	melengkung	0.582	0.403	0.398
archer	pemanah	0.573	0.622	0.661
archery	panahan	0.594	0.604	0.589
archetype	pola dasar	0.448	0.520	0.569
archipelago	kepulauan	0.745	0.370	0.592
architect	arsitek	0.776	0.442	0.836
architectural	arsitektur	0.729	0.390	0.670
architecture	Arsitektur	0.820	0.390	0.694
archive	arsip	0.438	0.294	0.527
arctic	arktik	0.615	0.352	0.546
ardent	bersemangat	0.694	0.873	0.722
ardor	semangat	0.500	0.780	0.538
arduous	sulit	0.344	0.783	0.605
area	daerah	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	memperdebatkan	0.093	0.798	0.525
argument	argumen	0.510	0.464	0.698
argumentation	argumentasi	0.479	0.549	0.760
argumentative	argumentatif	0.450	0.531	0.679
arguments	argumen	0.541	0.602	0.657
arid	kering	0.323	0.333	0.379
arise	timbul	0.750	0.582	0.725
aristocracy	aristokrasi	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	bangsawan	0.449	0.519	0.676
arithmetic	hitung	0.453	0.460	0.634
ark	tabut	0.396	0.427	0.543
arm	lengan	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	persenjataan	0.198	0.764	0.810
armaments	persenjataan	0.192	0.839	0.830
armature	angker	0.510	0.558	0.755
armchair	kursi berlengan	0.646	0.164	0.339
armed	bersenjata	0.188	0.750	0.808
armor	baja	0.469	0.625	0.784
armored	berlapis baja	0.469	0.509	0.861
armory	gudang senjata	0.448	0.663	0.800
armpit	ketiak	0.283	0.439	0.250
arms	senjata	0.464	0.395	0.483
army	tentara	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapi	0.847	0.220	0.473
arousal	gairah	0.791	0.943	0.731
arouse	membangkitkan	0.740	0.491	0.580
aroused	terangsang	0.708	0.952	0.667
arraignment	dakwaan	0.406	0.837	0.534
arrange	mengatur	0.740	0.490	0.571
arranged	diatur	0.698	0.531	0.728
arrangement	pengaturan	0.625	0.382	0.683
array	larik	0.521	0.396	0.568
arrears	tunggakan	0.286	0.485	0.302
arrest	menangkap	0.146	0.951	0.500
arrhythmia	aritmia	0.265	0.706	0.356
arrival	kedatangan	0.678	0.510	0.474
arrive	tiba	0.837	0.406	0.585
arrogance	arogansi	0.143	0.750	0.620
arrogant	sombong	0.115	0.755	0.580
arrow	panah	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	gudang senjata	0.365	0.741	0.752
arsenic	arsenik	0.281	0.472	0.447
arson	pembakaran	0.133	0.904	0.567
arsonist	pembakar	0.348	0.840	0.500
art	seni	0.812	0.360	0.603
arterial	arteri	0.396	0.510	0.583
artery	pembuluh darah	0.396	0.580	0.537
artful	licik	0.771	0.608	0.778
arthritis	radang sendi	0.110	0.518	0.345
arthropod	arthropoda	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	artikel	0.594	0.280	0.481
articles	artikel	0.552	0.324	0.565
articulate	pandai berbicara	0.677	0.462	0.618
articulation	artikulasi	0.479	0.480	0.591
artifact	artefak	0.510	0.500	0.566
artifice	kecerdasan	0.316	0.696	0.482
artificial	buatan	0.306	0.385	0.351
artillery	artileri	0.350	0.912	0.794
artisan	tukang	0.781	0.330	0.411
artist	artis	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistik	0.802	0.646	0.632
artistry	kesenian	0.823	0.346	0.769
artists	artis	0.796	0.667	0.741
artwork	karya seni	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	secepat mungkin	0.571	0.500	0.552
asbestos	asbes	0.357	0.481	0.464
ascend	naik	0.830	0.620	0.812
ascendancy	kekuasaan	0.724	0.625	0.700
ascendant	kekuasaan	0.656	0.673	0.821
ascending	naik	0.826	0.644	0.777
ascension	kenaikan	0.765	0.720	0.714
ascent	pendakian	0.755	0.627	0.833
ascertain	memastikan	0.560	0.530	0.625
ascertained	sudah dipastikan	0.531	0.529	0.616
ascetic	pertapa	0.438	0.375	0.472
ash	Abu	0.260	0.210	0.207
ashamed	malu	0.156	0.588	0.228
ashes	abu	0.327	0.279	0.142
ashtray	asbak	0.406	0.382	0.265
asinine	bodoh	0.429	0.472	0.433
ask	meminta	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	tertidur	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspek	0.479	0.469	0.588
aspects	aspek	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	aspal	0.479	0.264	0.439
asphyxia	asfiksia	0.198	0.704	0.311
asphyxiation	sesak napas	0.059	0.745	0.412
aspiration	aspirasi	0.704	0.724	0.675
aspire	bercita-cita	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	bercita-cita tinggi	0.844	0.582	0.604
ass	pantat	0.323	0.750	0.345
assail	menyerang	0.378	0.510	0.500
assailant	penyerang	0.184	0.868	0.602
assassin	pembunuh	0.073	0.933	0.632
assassinate	membunuh	0.051	0.969	0.722
assassination	pembunuhan	0.083	0.941	0.525
assault	serangan	0.167	0.848	0.550
assay	pengujian kadar logam	0.633	0.559	0.594
assemblage	himpunan	0.429	0.452	0.600
assemble	berkumpul	0.542	0.570	0.750
assembled	dirakit	0.663	0.450	0.644
assembly	majelis	0.698	0.500	0.640
assemblyman	anggota parlemen	0.430	0.538	0.760
assent	persetujuan	0.615	0.515	0.719
assert	menegaskan	0.750	0.619	0.809
asserting	menegaskan	0.694	0.531	0.736
assertion	tuntutan	0.740	0.442	0.750
assertive	tegas	0.719	0.412	0.770
assess	menilai	0.698	0.500	0.623
assessment	penilaian	0.750	0.623	0.658
assessor	penilai	0.551	0.538	0.764
asset	aset	0.797	0.765	0.788
assets	aktiva	0.667	0.613	0.765
asshole	brengsek	0.133	0.582	0.263
assign	menetapkan	0.622	0.417	0.709
assignee	penerima tugas	0.510	0.462	0.510
assignment	tugas	0.483	0.398	0.745
assimilate	mengasimilasi	0.559	0.391	0.683
assimilation	asimilasi	0.429	0.378	0.463
assist	membantu	0.833	0.435	0.629
assistance	bantuan	0.656	0.519	0.633
assistant	asisten	0.625	0.390	0.536
associate	rekan	0.812	0.409	0.625
association	asosiasi	0.745	0.500	0.817
assorted	bermacam-macam	0.602	0.460	0.472
assortment	bermacam-macam	0.694	0.360	0.526
assuage	meredakan	0.745	0.255	0.500
assume	menganggap	0.698	0.401	0.464
assumed	diasumsikan	0.612	0.247	0.454
assuming	asumsi	0.740	0.390	0.526
assumption	anggapan	0.479	0.431	0.417
assurance	jaminan	0.675	0.442	0.704
assure	memastikan	0.910	0.460	0.839
assured	terjamin	0.878	0.327	0.754
assuredly	pasti	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroid	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatisme	0.214	0.490	0.429
astonish	mencengangkan	0.786	0.845	0.658
astonished	heran	0.510	0.775	0.574
astonishing	mengherankan	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	heran	0.680	0.718	0.519
astound	mengherankan	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	sesat	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	ahli nujum	0.594	0.519	0.673
astrology	perbintangan	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	ahli astronomi	0.750	0.509	0.735
astronomical	astronomis	0.600	0.632	0.726
astronomy	astronomi	0.613	0.474	0.722
astute	cerdik	0.776	0.658	0.827
asunder	terbelah	0.208	0.442	0.259
asylum	suaka	0.407	0.330	0.445
asymmetric	asimetris	0.580	0.343	0.465
asymmetry	asimetri	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	studio	0.490	0.330	0.705
atheism	ateisme	0.276	0.460	0.481
atheist	ateis	0.225	0.447	0.377
atheistic	ateistik	0.373	0.481	0.466
atherosclerosis	aterosklerosis	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	atletis	0.857	0.798	0.708
athleticism	atletis	0.750	0.863	0.778
athletics	atletik	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	suasana	0.604	0.300	0.560
atmospheric	atmosfer	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomik	0.327	0.817	0.713
atone	menebus	0.418	0.673	0.411
atonement	penebusan dosa	0.550	0.602	0.683
atpeace	dalam damai	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	mengerikan	0.073	0.811	0.445
atrocity	kekejaman	0.115	0.844	0.593
atrophy	atrophia	0.177	0.540	0.208
attach	melampirkan	0.520	0.363	0.559
attached	terlampir	0.562	0.350	0.439
attachment	lampiran	0.570	0.343	0.500
attack	menyerang	0.286	0.948	0.670
attacker	penyerang	0.185	0.962	0.629
attacking	menyerang	0.276	0.837	0.642
attain	mencapai	0.806	0.510	0.719
attainable	dapat dicapai	0.760	0.500	0.759
attainment	pencapaian	0.830	0.520	0.940
attempt	mencoba	0.625	0.491	0.431
attempted	dicoba	0.594	0.580	0.567
attend	menghadiri	0.650	0.420	0.625
attendance	kehadiran	0.812	0.500	0.592
attendant	pembantu	0.580	0.365	0.519
attention	perhatian	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	penuh perhatian	0.812	0.520	0.724
attenuate	melemahkan	0.408	0.302	0.429
attenuated	dilemahkan	0.449	0.280	0.298
attenuation	atenuasi	0.458	0.363	0.464
attest	membuktikan	0.439	0.710	0.685
attestation	pengesahan	0.234	0.635	0.500
attic	loteng	0.521	0.259	0.377
attire	pakaian	0.742	0.388	0.483
attitude	sikap	0.760	0.644	0.861
attorney	pengacara	0.600	0.594	0.754
attract	menarik	0.796	0.663	0.769
attraction	daya tarik	0.906	0.774	0.712
attractive	menarik	0.906	0.630	0.769
attractiveness	daya tarik	0.938	0.667	0.755
attributable	disebabkan	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	atribusi	0.646	0.467	0.658
attrition	erosi	0.229	0.540	0.259
auburn	pirang	0.510	0.240	0.411
auction	lelang	0.594	0.702	0.519
auctioneer	juru lelang	0.542	0.732	0.716
audacious	berani	0.740	0.875	0.825
audacity	keberanian	0.760	0.755	0.916
audible	terdengar	0.673	0.370	0.462
audience	hadirin	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	audisi	0.750	0.685	0.615
auditions	audisi	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	pendengaran	0.531	0.481	0.570
aught	apa pun	0.418	0.135	0.217
augment	menambah	0.650	0.683	0.645
augmentation	augmentasi	0.714	0.613	0.850
august	Agustus	0.652	0.292	0.462
aunt	bibi	0.667	0.291	0.420
auntie	bibi	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	bantuan	0.542	0.500	0.634
auspicious	menguntungkan	0.562	0.635	0.669
austere	keras	0.500	0.390	0.422
austerity	penghematan	0.438	0.406	0.534
authentic	asli	0.885	0.510	0.782
authenticate	mengotentikasi	0.833	0.480	0.789
authentication	otentikasi	0.724	0.491	0.750
authenticity	keaslian	0.670	0.548	0.845
author	penulis	0.775	0.343	0.749
authoritative	berwibawa	0.636	0.520	0.890
authority	wewenang	0.592	0.592	0.934
authorization	otorisasi	0.521	0.567	0.817
authorize	mengizinkan	0.772	0.596	0.821
authorized	resmi	0.760	0.458	0.815
authorship	kepengarangan	0.667	0.635	0.773
autism	autisme	0.235	0.500	0.447
autistic	autis	0.367	0.337	0.404
auto	mobil	0.571	0.569	0.500
autobiographical	otobiografi	0.909	0.462	0.582
autobiography	autobiografi	0.735	0.284	0.629
autocorrect	koreksi otomatis	0.551	0.439	0.616
autocratic	otokratis	0.542	0.577	0.727
autograph	tanda tangan	0.735	0.565	0.473
autographed	ditandatangani	0.781	0.620	0.625
automated	otomatis	0.578	0.402	0.632
automatic	otomatis	0.562	0.433	0.664
automobile	mobil	0.753	0.625	0.534
automotive	otomotif	0.656	0.520	0.577
autonomy	otonomi	0.781	0.349	0.891
autopilot	pilot otomatis	0.594	0.462	0.632
autopsy	autopsi	0.252	0.650	0.538
autumn	musim gugur	0.765	0.204	0.450
auxiliary	bantu	0.622	0.471	0.509
avail	faedah	0.800	0.430	0.603
availability	tersedianya	0.796	0.544	0.600
available	tersedia	0.844	0.356	0.623
avalanche	salju longsor	0.265	0.915	0.683
avarice	ketamakan	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	membalas	0.073	0.867	0.559
avenger	pembalas	0.337	0.865	0.670
avenging	balas dendam	0.143	0.880	0.717
avenue	jalan	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
