Word	Persian-fa	Valence	Arousal	Dominance
amputation	قطع عضو	0.100	0.755	0.483
amuck	آمک	0.385	0.602	0.321
amulet	امولاتور	0.781	0.260	0.630
amuse	مات و متحیر کردن	0.812	0.684	0.664
amused	سرگرم کننده	0.942	0.847	0.596
amusement	تفریحی	0.929	0.837	0.803
amusing	سرگرم کننده	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	بیهوشی	0.350	0.217	0.473
anaesthetic	بی حس کننده	0.449	0.268	0.509
anagram	انجماد	0.552	0.327	0.449
anal	مقعد	0.333	0.798	0.334
analgesic	ضد درد	0.417	0.321	0.441
analogous	مشابه	0.531	0.270	0.500
analogue	آنالوگ	0.570	0.320	0.446
analogy	تقلید	0.510	0.367	0.509
analysis	تحلیل و بررسی	0.729	0.448	0.705
analyst	تحلیلگر	0.604	0.415	0.755
analytic	تحلیلی	0.665	0.521	0.634
analytical	تحلیلی	0.625	0.324	0.800
analyze	تجزیه و تحلیل	0.667	0.462	0.710
analyzer	تجزیه کننده	0.625	0.556	0.854
anaphylactic	آنافیلاکسی	0.378	0.588	0.500
anarchism	آنارشیسم	0.125	0.804	0.623
anarchist	هرج و مرج طلب	0.204	0.700	0.759
anarchy	هرج و مرج	0.146	0.755	0.620
anastomosis	آناستوموز	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	آناتومیک	0.562	0.442	0.546
anatomy	آناتومی	0.562	0.390	0.571
ancestor	اجداد	0.592	0.388	0.594
ancestral	اجداد	0.640	0.481	0.750
ancestry	اجداد	0.708	0.519	0.717
anchor	لنگر	0.520	0.284	0.564
anchorage	لنگرگاه	0.500	0.325	0.639
ancient	باستانی	0.420	0.217	0.439
ancillary	کمکی	0.449	0.442	0.278
androgen	آندروژن	0.255	0.523	0.527
android	اندروید	0.663	0.436	0.500
anecdote	حکایت	0.583	0.529	0.500
anemia	کم خونی	0.188	0.327	0.310
anemic	بی حسی	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	بیهوشی	0.365	0.216	0.394
anesthesiologist	متخصص بیهوشی	0.419	0.224	0.526
anesthetic	بی حس کننده	0.350	0.264	0.482
aneurysm	آنوریسم	0.115	0.690	0.536
anew	دوباره	0.771	0.358	0.385
angel	فرشته	0.906	0.158	0.704
angelic	فرشته ای	0.927	0.298	0.668
anger	خشم	0.167	0.865	0.657
angered	خشمگین	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	آنژین	0.230	0.630	0.464
angiogram	آنژیوگرافی	0.347	0.520	0.465
angiography	آنژیوگرافی	0.378	0.536	0.520
angle	زاویه	0.541	0.330	0.455
angling	ماهیگیری	0.625	0.408	0.500
angora	انجورا	0.529	0.425	0.405
angriest	خشمگین	0.094	0.892	0.430
angry	خشمگین	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	عصبانیت	0.167	0.888	0.333
anguish	غم و اندوه	0.153	0.792	0.265
anguished	ترسناک	0.135	0.720	0.307
angular	زاویه ای	0.449	0.281	0.444
anhydrous	بدون آب	0.456	0.365	0.355
animal	حیوانات	0.521	0.510	0.513
animate	تحریک کننده	0.827	0.755	0.635
animated	متحرک	0.823	0.676	0.538
animation	انیمیشن	0.888	0.750	0.549
animosity	خصومت	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	مچ پا	0.500	0.274	0.234
anklet	خیمه	0.410	0.276	0.302
annals	سالنها	0.427	0.610	0.424
annex	ضمیمه	0.594	0.350	0.458
annexation	انحصار	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	نابود کردن	0.115	0.918	0.681
annihilated	نابود شد	0.080	0.760	0.324
annihilation	نابودی	0.041	0.800	0.591
anniversary	سالگرد	0.880	0.770	0.723
annotate	حاشیه نویسی	0.592	0.469	0.441
annotation	حاشیه نویسی	0.604	0.470	0.619
announce	اعلام	0.694	0.618	0.611
announcement	اطلاعیه	0.729	0.491	0.482
announcer	گوینده	0.602	0.570	0.732
annoy	آزار دهنده	0.094	0.765	0.286
annoyance	ناراحتی	0.167	0.718	0.342
annoyed	آزاردهنده	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	مزاحم	0.082	0.853	0.348
annoys	عصبانی می شود	0.146	0.778	0.435
annual	سالانه	0.552	0.236	0.500
annuity	سالیانه	0.521	0.304	0.527
annul	حل کن	0.250	0.448	0.364
annular	حلقه ای	0.310	0.385	0.412
annulment	لغو	0.153	0.375	0.447
annulus	حلقه	0.458	0.380	0.376
anointed	مضطرب	0.500	0.368	0.579
anointing	سوزاندن	0.653	0.350	0.547
anomalous	بی نظیر	0.281	0.480	0.423
anomaly	ناهنجاری	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	ناشناس بودن	0.469	0.255	0.430
anonymous	ناشناس	0.396	0.291	0.431
anorexic	بی نظمی	0.160	0.618	0.245
answer	پاسخ	0.537	0.373	0.661
answerable	مسئولیت پذیر	0.708	0.481	0.750
answering	پاسخ دادن	0.684	0.500	0.607
ant	مورچه	0.448	0.216	0.216
antagonism	آنتاگونیسم	0.224	0.618	0.524
antagonist	آنتاگونیست	0.240	0.615	0.700
antagonistic	آنتاگونیست	0.296	0.604	0.565
antagonize	مقابله با آن	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	پیشین	0.427	0.551	0.566
antelope	ضد قفس	0.542	0.510	0.500
antenna	آنتن	0.521	0.327	0.358
anterior	قدامی	0.510	0.245	0.362
anthem	سرود	0.780	0.343	0.729
anthill	مورچه	0.327	0.578	0.377
anthology	کتابشناسی	0.338	0.406	0.537
anthrax	سم زدایی	0.188	0.730	0.500
anthropological	انسان شناسی	0.367	0.390	0.490
anthropologist	انسان شناس	0.551	0.385	0.725
anthropology	مردم شناسی	0.490	0.367	0.582
anti	ضد	0.365	0.412	0.384
antiaircraft	ضد هوایی	0.330	0.622	0.629
antibiotic	آنتی بیوتیک	0.510	0.373	0.658
antibiotics	آنتی بیوتیک ها	0.448	0.406	0.557
antichrist	ضد مسیح	0.082	0.837	0.544
anticipate	پیش بینی کنید	0.622	0.469	0.667
anticipation	پیش بینی	0.698	0.539	0.711
anticipatory	پیش بینی	0.653	0.551	0.682
antics	عناوین	0.448	0.740	0.236
antidote	پادزهر	0.541	0.490	0.629
antifungal	ضد قارچ	0.408	0.412	0.441
antigravity	ضد جاذبه	0.430	0.714	0.658
antimony	آنتیموان	0.378	0.398	0.490
antipathy	انزجار	0.198	0.549	0.393
antiquarian	عتیقه	0.500	0.233	0.426
antiquated	قدیم	0.420	0.392	0.236
antique	عتیقه	0.634	0.290	0.518
antiques	عتیقه جات	0.540	0.370	0.595
antiquity	دوران قدیم	0.385	0.333	0.556
antiseptic	ضد عفونی کننده	0.438	0.370	0.623
antisocial	ضد اجتماعی	0.146	0.686	0.391
antithesis	ضد آن	0.396	0.412	0.536
antithetical	ضدتشنج	0.271	0.509	0.358
antiviral	ضد ویروسی	0.459	0.470	0.549
antler	موی سرخ	0.448	0.470	0.500
antsy	مشتاق	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	عذاب	0.380	0.510	0.604
anxiety	اضطراب	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	مشتاق	0.281	0.875	0.434
anxiousness	اضطراب	0.235	0.814	0.282
anytime	هر زمان	0.625	0.461	0.436
aorta	آئورت	0.448	0.510	0.542
aortic	آئورت	0.436	0.540	0.438
apace	دور انداختن	0.536	0.500	0.536
apache	آپاچی	0.687	0.469	0.500
apartment	اپارتمان	0.719	0.393	0.580
apartments	آپارتمان ها	0.704	0.337	0.443
apathetic	بی تفاوت	0.188	0.292	0.333
apathy	بی تفاوتی	0.184	0.212	0.204
ape	مرد عنکبوتی	0.548	0.389	0.336
aperture	دیافراگم	0.612	0.450	0.667
apex	آپکس	0.570	0.433	0.418
aphid	شسته شدن	0.388	0.473	0.407
aphrodisiac	فست فود	0.750	0.846	0.667
apiece	یک تکه	0.439	0.259	0.383
aplomb	کف زدن	0.500	0.509	0.582
apocalypse	آخر الزمان	0.050	0.867	0.736
apocalyptic	آخرالزمانی	0.173	0.880	0.750
apologetic	عذر خواهی	0.479	0.461	0.571
apologist	معذرت خواهی	0.406	0.429	0.526
apologize	عذر خواهی کردن	0.551	0.378	0.389
apology	عذرخواهی	0.571	0.346	0.402
apostasy	ارتداد	0.388	0.520	0.517
apostate	معافیت	0.342	0.500	0.528
apostle	رسول	0.646	0.347	0.732
apostolic	رسول خدا	0.592	0.300	0.717
apostrophe	آپوستروف	0.469	0.368	0.537
apothecary	آپاتچی	0.561	0.328	0.529
appalled	ترسناک	0.194	0.792	0.562
appalling	مخوف	0.160	0.827	0.415
apparatus	دستگاه	0.375	0.353	0.377
apparel	پوشاک	0.698	0.435	0.453
apparent	آشکار	0.473	0.383	0.398
apparently	ظاهرا	0.531	0.410	0.426
apparition	ظهور	0.406	0.573	0.636
appeal	درخواست	0.663	0.598	0.558
appear	به نظر می رسد	0.735	0.506	0.567
appearance	ظاهر	0.669	0.490	0.534
appease	دلم برات تنگ شده	0.633	0.278	0.434
appellant	متهم	0.327	0.588	0.568
append	اضافه کردن	0.573	0.464	0.453
appendage	اعصاب	0.229	0.382	0.438
appendectomy	آپاندکتومی	0.177	0.670	0.554
appendicitis	آپاندیسیت	0.031	0.640	0.347
appendix	ضمیمه	0.365	0.387	0.425
appetite	اشتها	0.704	0.637	0.581
appetizer	اشتها آور	0.755	0.560	0.406
appetizing	اشتها آور	0.806	0.657	0.688
applaud	تحسین می کنم	0.865	0.824	0.464
applause	تشویق و تمجید	0.953	0.857	0.621
apple	سیب	0.811	0.300	0.264
apple juice	آب سیب	0.765	0.204	0.294
applejack	اپلجاک	0.604	0.431	0.473
applesauce	سیب زمینی	0.750	0.167	0.291
appliance	لوازم خانگی	0.582	0.453	0.538
appliances	لوازم خانگی	0.594	0.394	0.567
applicability	کاربرد	0.677	0.490	0.741
applicable	مناسب	0.469	0.430	0.667
applicant	درخواست کننده	0.612	0.558	0.688
application	کاربرد	0.646	0.445	0.726
apply	درخواست دادن	0.612	0.321	0.667
appoint	انتصاب کنید	0.565	0.330	0.509
appointment	وقت ملاقات	0.688	0.594	0.547
appointments	قرار ملاقات ها	0.745	0.677	0.625
apportion	تقسیم	0.677	0.490	0.638
apportionment	تقسیم بندی	0.552	0.481	0.453
appraisal	ارزیابی	0.417	0.667	0.682
appraise	ارزیابی کنید	0.677	0.490	0.696
appreciable	قابل توجه است	0.873	0.491	0.778
appreciate	قدردانی	0.885	0.422	0.741
appreciated	استقبال مینماید	0.910	0.434	0.779
appreciates	قدردانی می کنم	0.765	0.500	0.656
appreciation	قدردانی	0.917	0.529	0.588
appreciative	قدردانی	0.857	0.380	0.654
apprehend	دستگیره	0.521	0.624	0.696
apprehension	بدبختی	0.385	0.720	0.454
apprehensive	نگران کننده است	0.406	0.592	0.431
apprentice	شاگرد	0.615	0.413	0.452
apprenticeship	دوره کار آموزی	0.812	0.482	0.643
approach	رویکرد	0.612	0.392	0.610
approaching	نزدیک شدن	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	تقلب	0.792	0.529	0.774
appropriate	مناسب	0.833	0.368	0.759
appropriation	تخصیص	0.510	0.632	0.717
approval	تصویب	0.854	0.460	0.889
approve	تایید	0.875	0.548	0.741
approved	تایید شده	0.833	0.349	0.698
approvement	تایید	0.880	0.625	0.780
approving	تصویب	0.917	0.583	0.773
approximate	تقریبی	0.551	0.560	0.520
approximately	تقریبا	0.622	0.396	0.538
approximating	تقریبی	0.583	0.615	0.471
approximation	تقریبی	0.582	0.402	0.593
appurtenances	ملزومات	0.573	0.412	0.547
apricot	زردآلو	0.708	0.320	0.278
apron	پیشبند	0.582	0.208	0.245
apt	مناسب	0.582	0.418	0.382
aptitude	صلاحیت	0.750	0.471	0.746
aqua	آبی	0.656	0.292	0.359
aquamarine	آکوامارین	0.729	0.306	0.413
aquarium	آکواریوم	0.663	0.327	0.393
aquatic	آبزی	0.677	0.510	0.463
aqueduct	آب جوش	0.551	0.411	0.534
aqueous	آبی	0.429	0.270	0.310
arable	آبیاری	0.510	0.350	0.465
arbiter	داور	0.561	0.537	0.814
arbitrary	خودسرانه	0.281	0.702	0.686
arbitrate	داوری	0.470	0.620	0.682
arbitration	داوری	0.587	0.602	0.670
arbitrator	داور	0.385	0.448	0.795
arbor	مهماندار	0.583	0.490	0.591
arc	قوس	0.552	0.388	0.396
arcade	مسابقه ای	0.676	0.521	0.502
arcane	عجیب و غریب	0.500	0.490	0.637
arch	قوس	0.500	0.354	0.468
archaeological	باستان شناسی	0.740	0.441	0.660
archaeologist	باستان شناس	0.552	0.451	0.706
archaeology	باستان شناسی	0.596	0.358	0.691
archaic	بایگانی	0.271	0.327	0.332
archangel	فرشته ای	0.837	0.500	0.708
archbishop	اسقف اعظم	0.622	0.280	0.776
archdiocese	اسقف اعظم	0.400	0.321	0.704
archduke	آرامگاهچک	0.458	0.413	0.634
arched	پیچ خورده	0.582	0.403	0.398
archer	کماندار	0.573	0.622	0.661
archery	تیراندازی با کمان	0.594	0.604	0.589
archetype	آرکه تایپ	0.448	0.520	0.569
archipelago	مجمع الجزایر	0.745	0.370	0.592
architect	معمار	0.776	0.442	0.836
architectural	معماری	0.729	0.390	0.670
architecture	معماری	0.820	0.390	0.694
archive	بایگانی	0.438	0.294	0.527
arctic	قطب شمال	0.615	0.352	0.546
ardent	مشتاق	0.694	0.873	0.722
ardor	اشتیاق	0.500	0.780	0.538
arduous	دشوار	0.344	0.783	0.605
area	حوزه	0.490	0.306	0.464
arena	عرصه	0.510	0.235	0.404
areola	Areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	آره	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	جر و بحث	0.093	0.798	0.525
argument	بحث و جدل	0.510	0.464	0.698
argumentation	استدلال	0.479	0.549	0.760
argumentative	استدلال	0.450	0.531	0.679
arguments	استدلال	0.541	0.602	0.657
arid	خشک شده	0.323	0.333	0.379
arise	بوجود می آیند	0.750	0.582	0.725
aristocracy	اشراف	0.688	0.549	0.842
aristocrat	اشراف	0.583	0.413	0.811
aristocratic	اشرافی	0.449	0.519	0.676
arithmetic	ریاضی	0.453	0.460	0.634
ark	آرک	0.396	0.427	0.543
arm	بازو	0.552	0.285	0.469
armada	آرمادا	0.408	0.740	0.868
armament	تسلیحات	0.198	0.764	0.810
armaments	اسلحه	0.192	0.839	0.830
armature	آرماتور	0.510	0.558	0.755
armchair	صندلی	0.646	0.164	0.339
armed	مسلح	0.188	0.750	0.808
armor	زره پوش	0.469	0.625	0.784
armored	زره پوش	0.469	0.509	0.861
armory	اسلحه	0.448	0.663	0.800
armpit	زیر بغل	0.283	0.439	0.250
arms	بازوها	0.464	0.395	0.483
army	ارتش	0.417	0.759	0.902
aroma	عطر	0.823	0.235	0.442
aromatherapy	آروماتراپی	0.847	0.220	0.473
arousal	انگیختگی	0.791	0.943	0.731
arouse	موجب می شود	0.740	0.491	0.580
aroused	تحریک شده	0.708	0.952	0.667
arraignment	اظهارنظر	0.406	0.837	0.534
arrange	ترتیب دادن	0.740	0.490	0.571
arranged	مرتب شده اند	0.698	0.531	0.728
arrangement	آرایش	0.625	0.382	0.683
array	آرایه	0.521	0.396	0.568
arrears	عقب افتادگی	0.286	0.485	0.302
arrest	دستگیری	0.146	0.951	0.500
arrhythmia	آریتمی	0.265	0.706	0.356
arrival	ورود	0.678	0.510	0.474
arrive	رسیدن	0.837	0.406	0.585
arrogance	غرور	0.143	0.750	0.620
arrogant	متکبر	0.115	0.755	0.580
arrow	فلش	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	انبار مهمات	0.365	0.741	0.752
arsenic	آرسنیک	0.281	0.472	0.447
arson	آتش سوزی	0.133	0.904	0.567
arsonist	دستگیر کننده	0.348	0.840	0.500
art	هنر	0.812	0.360	0.603
arterial	شریانی	0.396	0.510	0.583
artery	شریان	0.396	0.580	0.537
artful	هنرمندانه	0.771	0.608	0.778
arthritis	آرتروز	0.110	0.518	0.345
arthropod	بندپایان	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	مقاله	0.594	0.280	0.481
articles	مقالات	0.552	0.324	0.565
articulate	بیان	0.677	0.462	0.618
articulation	تفسیر	0.479	0.480	0.591
artifact	غیرواقعی، ساختگی	0.510	0.500	0.566
artifice	مصنوعی	0.316	0.696	0.482
artificial	ساختگی	0.306	0.385	0.351
artillery	توپخانه	0.350	0.912	0.794
artisan	هنرپیشه	0.781	0.330	0.411
artist	هنرمند	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	هنری	0.802	0.646	0.632
artistry	هنری	0.823	0.346	0.769
artists	هنرمندان	0.796	0.667	0.741
artwork	اثر هنری	0.896	0.368	0.679
arty	آرتی	0.490	0.422	0.388
asap	هر چه سریعتر	0.571	0.500	0.552
asbestos	آزبست	0.357	0.481	0.464
ascend	صعود	0.830	0.620	0.812
ascendancy	بالاخره	0.724	0.625	0.700
ascendant	صعود	0.656	0.673	0.821
ascending	صعودی	0.826	0.644	0.777
ascension	صعود	0.765	0.720	0.714
ascent	صعود	0.755	0.627	0.833
ascertain	مطمئن شوید	0.560	0.530	0.625
ascertained	مشخص شد	0.531	0.529	0.616
ascetic	مستعار	0.438	0.375	0.472
ash	خاکستر	0.260	0.210	0.207
ashamed	شرمنده	0.156	0.588	0.228
ashes	خاکستر	0.327	0.279	0.142
ashtray	زیر سیگاری	0.406	0.382	0.265
asinine	آبی	0.429	0.472	0.433
ask	پرسیدن	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	خواب	0.604	0.100	0.270
asp	آسپ	0.438	0.489	0.375
asparagus	مارچوبه	0.469	0.317	0.264
aspartame	آسپارتام	0.469	0.480	0.322
aspect	جنبه	0.479	0.469	0.588
aspects	جنبه های	0.439	0.480	0.565
aspen	آسپن	0.479	0.280	0.395
asphalt	آسفالت	0.479	0.264	0.439
asphyxia	آسفیکسی	0.198	0.704	0.311
asphyxiation	آسیب دیدگی	0.059	0.745	0.412
aspiration	تنفس	0.704	0.724	0.675
aspire	آرزو می کنم	0.812	0.469	0.722
aspirin	آسپرین	0.479	0.271	0.422
aspiring	مشتاق	0.844	0.582	0.604
ass	الاغ	0.323	0.750	0.345
assail	تکان دادن	0.378	0.510	0.500
assailant	مهاجم	0.184	0.868	0.602
assassin	قاتل	0.073	0.933	0.632
assassinate	ترور	0.051	0.969	0.722
assassination	ترور	0.083	0.941	0.525
assault	حمله	0.167	0.848	0.550
assay	تست	0.633	0.559	0.594
assemblage	مونتاژ	0.429	0.452	0.600
assemble	جمع کن	0.542	0.570	0.750
assembled	مونتاژ	0.663	0.450	0.644
assembly	مونتاژ	0.698	0.500	0.640
assemblyman	مونتاژ کننده	0.430	0.538	0.760
assent	موافقت	0.615	0.515	0.719
assert	ادعا کن	0.750	0.619	0.809
asserting	ادعا می کند	0.694	0.531	0.736
assertion	ادعای	0.740	0.442	0.750
assertive	اظهار کننده	0.719	0.412	0.770
assess	ارزیابی کنید	0.698	0.500	0.623
assessment	ارزیابی	0.750	0.623	0.658
assessor	ارزیابی کننده	0.551	0.538	0.764
asset	دارایی	0.797	0.765	0.788
assets	دارایی های	0.667	0.613	0.765
asshole	احمق	0.133	0.582	0.263
assign	اختصاص دادن	0.622	0.417	0.709
assignee	وفادار	0.510	0.462	0.510
assignment	وظیفه	0.483	0.398	0.745
assimilate	جذب	0.559	0.391	0.683
assimilation	ادغام	0.429	0.378	0.463
assist	کمک کن	0.833	0.435	0.629
assistance	معاونت	0.656	0.519	0.633
assistant	دستیار	0.625	0.390	0.536
associate	وابسته	0.812	0.409	0.625
association	اتحادیه	0.745	0.500	0.817
assorted	مجموعه ای	0.602	0.460	0.472
assortment	دسته بندی	0.694	0.360	0.526
assuage	تسلیم	0.745	0.255	0.500
assume	فرض	0.698	0.401	0.464
assumed	فرض	0.612	0.247	0.454
assuming	با فرض اینکه	0.740	0.390	0.526
assumption	فرض	0.479	0.431	0.417
assurance	تضمین	0.675	0.442	0.704
assure	اطمینان دادن	0.910	0.460	0.839
assured	خاطر جمع	0.878	0.327	0.754
assuredly	مطمئنا	0.786	0.396	0.833
asterisk	ستاره	0.541	0.288	0.273
asteroid	سیارک	0.430	0.721	0.623
asteroids	سیارک ها	0.361	0.694	0.712
asthma	آسم	0.198	0.549	0.227
asthmatic	آسم	0.229	0.706	0.294
astigmatism	آستیگماتیسم	0.214	0.490	0.429
astonish	شگفت زده	0.786	0.845	0.658
astonished	شگفت زده شدم	0.510	0.775	0.574
astonishing	عجیب	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	حیرت انگیز	0.680	0.718	0.519
astound	عجیب و غریب	0.729	0.675	0.474
