Word	Malagasy-mg	Valence	Arousal	Dominance
amusing	nampihomehy	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	Anaconda	0.146	0.830	0.540
anaesthesia	fanatoranana	0.350	0.217	0.473
anaesthetic	fanafody fanadontoana	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	lava-pitombenana	0.333	0.798	0.334
analgesic	analgesic	0.417	0.321	0.441
analogous	analogous	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	Fitoviana	0.510	0.367	0.509
analysis	fanadihadiana	0.729	0.448	0.705
analyst	mpandalina	0.604	0.415	0.755
analytic	analytic	0.665	0.521	0.634
analytical	fandalinana	0.625	0.324	0.800
analyze	hadihadiana	0.667	0.462	0.710
analyzer	Analyzer	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	fanjakan'i Baroa	0.204	0.700	0.759
anarchy	anarchy	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	voaozona	0.286	0.490	0.519
anatomic	anatomiques	0.562	0.442	0.546
anatomy	Anatomy	0.562	0.390	0.571
ancestor	razana	0.592	0.388	0.594
ancestral	drazana	0.640	0.481	0.750
ancestry	razambeny	0.708	0.519	0.717
anchor	anchor	0.520	0.284	0.564
anchorage	Anchorage	0.500	0.325	0.639
ancient	fahiny	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	tantara	0.583	0.529	0.500
anemia	tsy fahampian-dra	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	Anemone	0.552	0.538	0.327
anesthesia	fanatoranana	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	fanafody fanadontoana	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	indray	0.771	0.358	0.385
angel	anjely	0.906	0.158	0.704
angelic	anjely	0.927	0.298	0.668
anger	fahatezerana	0.167	0.865	0.657
angered	tezitra	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	zoro	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	tezitra	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	ny fahoriam	0.153	0.792	0.265
anguished	alahelo be	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	biby	0.521	0.510	0.513
animate	selan'izy	0.827	0.755	0.635
animated	Animated	0.823	0.676	0.538
animation	fanentanana	0.888	0.750	0.549
animosity	fankahalana	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	dia fehin	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	tantaran'ny	0.427	0.610	0.424
annex	fanampiny	0.594	0.350	0.458
annexation	annexation	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	handringana	0.115	0.918	0.681
annihilated	ringana	0.080	0.760	0.324
annihilation	fandringanana	0.041	0.800	0.591
anniversary	tsingerintaona	0.880	0.770	0.723
annotate	hanisy naoty	0.592	0.469	0.441
annotation	Filazana fohy	0.604	0.470	0.619
announce	manambara	0.694	0.618	0.611
announcement	fanambarana	0.729	0.491	0.482
announcer	filazana	0.602	0.570	0.732
annoy	manorisory	0.094	0.765	0.286
annoyance	fahasorenana	0.167	0.718	0.342
annoyed	sosotra	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	manorisory	0.082	0.853	0.348
annoys	manahirana	0.146	0.778	0.435
annual	isan-taona	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	hanafoana	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	fanafoanana	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	voahosotra	0.500	0.368	0.579
anointing	fanosorana	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	Anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anarana	0.469	0.255	0.430
anonymous	tsy fantatra anarana	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	valiny	0.537	0.373	0.661
answerable	mifanolotra	0.708	0.481	0.750
answering	namaly	0.684	0.500	0.607
ant	vitsika	0.448	0.216	0.216
antagonism	fanoherana	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	manohitra	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antilopa	0.542	0.510	0.500
antenna	Antenna	0.521	0.327	0.358
anterior	Précédent	0.510	0.245	0.362
anthem	hiram-pirenena	0.780	0.343	0.729
anthill	dongona fitoeran'ny vitsika taloha	0.327	0.578	0.377
anthology	fitambaram-boky mirakitra	0.338	0.406	0.537
anthrax	ny vain'omby	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	tsy tia	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotika	0.510	0.373	0.658
antibiotics	antibiotika	0.448	0.406	0.557
antichrist	antikristy	0.082	0.837	0.544
anticipate	mialoha	0.622	0.469	0.667
anticipation	mialoha	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	fanefitry	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	lany	0.420	0.392	0.236
antique	fahagola	0.634	0.290	0.518
antiques	Antiques	0.540	0.370	0.595
antiquity	tranainy	0.385	0.333	0.556
antiseptic	fa mamono otrikaretina izy	0.438	0.370	0.623
antisocial	tia miray hina	0.146	0.686	0.391
antithesis	fanoherana-kevitra izany	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy,	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	riandriana	0.380	0.510	0.604
anxiety	fanahiana	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	manahy	0.281	0.875	0.434
anxiousness	izany tebitebin '	0.235	0.814	0.282
anytime	amin'ny fotoana rehetra	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	vaky	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	trano	0.719	0.393	0.580
apartments	trano	0.704	0.337	0.443
apathetic	miraharaha	0.188	0.292	0.333
apathy	tsy miraharaha	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	nisara-	0.612	0.450	0.667
apex	fara tampon'ny	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	silany	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	Apokalypsy	0.050	0.867	0.736
apocalyptic	Tranga	0.173	0.880	0.750
apologetic	fialan-tsiny	0.479	0.461	0.571
apologist	mpiaro ny finoana	0.406	0.429	0.526
apologize	miala tsiny	0.551	0.378	0.389
apology	fialan-tsiny	0.571	0.346	0.402
apostasy	fivadiham-pinoana	0.388	0.520	0.517
apostate	nivadi-pinoana	0.342	0.500	0.528
apostle	apostoly	0.646	0.347	0.732
apostolic	maha-apôstôly	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	mpangaroharo zava-manitra	0.561	0.328	0.529
appalled	Maharikoriko	0.194	0.792	0.562
appalling	mahatsiravina	0.160	0.827	0.415
apparatus	fitaovana	0.375	0.353	0.377
apparel	akanjo	0.698	0.435	0.453
apparent	toa	0.473	0.383	0.398
apparently	Toa	0.531	0.410	0.426
apparition	matoatoa	0.406	0.573	0.636
appeal	antso	0.663	0.598	0.558
appear	hita	0.735	0.506	0.567
appearance	fijery	0.669	0.490	0.534
appease	hampitony	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	manampy	0.573	0.464	0.453
appendage	taviny	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicite	0.031	0.640	0.347
appendix	appendice	0.365	0.387	0.425
appetite	komana	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	hampilendalenda	0.806	0.657	0.688
applaud	mitehaka	0.865	0.824	0.464
applause	tehaka	0.953	0.857	0.621
apple	paoma	0.811	0.300	0.264
apple juice	japoney	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	appliance	0.582	0.453	0.538
appliances	Fitaovana	0.594	0.394	0.567
applicability	hoe azo ampiharina	0.677	0.490	0.741
applicable	azo ampiharina	0.469	0.430	0.667
applicant	mpangataka	0.612	0.558	0.688
application	fampiharana	0.646	0.445	0.726
apply	mampihatra	0.612	0.321	0.667
appoint	hanendry	0.565	0.330	0.509
appointment	fotoana	0.688	0.594	0.547
appointments	fanendrena	0.745	0.677	0.625
apportion	nizara	0.677	0.490	0.638
apportionment	apportionment	0.552	0.481	0.453
appraisal	fanombanana	0.417	0.667	0.682
appraise	hanaiky	0.677	0.490	0.696
appreciable	appreciable	0.873	0.491	0.778
appreciate	mankasitraka	0.885	0.422	0.741
appreciated	nankasitraka	0.910	0.434	0.779
appreciates	mankasitraka	0.765	0.500	0.656
appreciation	fankasitrahana	0.917	0.529	0.588
appreciative	mankasitraka	0.857	0.380	0.654
apprehend	hisambotra	0.521	0.624	0.696
apprehension	ahiahy	0.385	0.720	0.454
apprehensive	Natahotra	0.406	0.592	0.431
apprentice	niofana	0.615	0.413	0.452
apprenticeship	fiofanako	0.812	0.482	0.643
approach	fomba	0.612	0.392	0.610
approaching	manatona	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	-pankasitrahana	0.792	0.529	0.774
appropriate	mety	0.833	0.368	0.759
appropriation	fahazoany	0.510	0.632	0.717
approval	fankatoavana	0.854	0.460	0.889
approve	hanaiky	0.875	0.548	0.741
approved	nankatoavina	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	dia mampiseho ny	0.917	0.583	0.773
approximate	tokotokony	0.551	0.560	0.520
approximately	eo ho eo	0.622	0.396	0.538
approximating	approximating	0.583	0.615	0.471
approximation	manakaikikaiky	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	abricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	mahay	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	Aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	Aquarium	0.663	0.327	0.393
aquatic	anaty rano	0.677	0.510	0.463
aqueduct	lakan-drano	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	azo volena	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	jadona	0.281	0.702	0.686
arbitrate	hitsara	0.470	0.620	0.682
arbitration	fanelanelanana	0.587	0.602	0.670
arbitrator	mpizara	0.385	0.448	0.795
arbor	Arbor	0.583	0.490	0.591
arc	Arc	0.552	0.388	0.396
arcade	Arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	andohalambo	0.500	0.354	0.468
archaeological	arkeolojika	0.740	0.441	0.660
archaeologist	arkeology	0.552	0.451	0.706
archaeology	arkeolojia	0.596	0.358	0.691
archaic	Endrika: archaic	0.271	0.327	0.332
archangel	arkanjely	0.837	0.500	0.708
archbishop	Arseveka	0.622	0.280	0.776
archdiocese	Arsidiosezin'i	0.400	0.321	0.704
archduke	Printsy	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	mpandefa tsipìka	0.573	0.622	0.661
archery	archery	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	vondronosy	0.745	0.370	0.592
architect	mpanao mari-trano	0.776	0.442	0.836
architectural	an'ireo trano	0.729	0.390	0.670
architecture	maritrano	0.820	0.390	0.694
archive	Archive	0.438	0.294	0.527
arctic	Tendrontany Avaratra	0.615	0.352	0.546
ardent	mafana fo	0.694	0.873	0.722
ardor	mafana fo	0.500	0.780	0.538
arduous	sarotra	0.344	0.783	0.605
area	faritra	0.490	0.306	0.464
arena	Arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	miady hevitra	0.093	0.798	0.525
argument	fandresen-dahatra	0.510	0.464	0.698
argumentation	argumentation	0.479	0.549	0.760
argumentative	miady hevitra	0.450	0.531	0.679
arguments	kevitra	0.541	0.602	0.657
arid	maina	0.323	0.333	0.379
arise	mitsangàna	0.750	0.582	0.725
aristocracy	fihaviam-pirazanana ambony	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	rafitrisa	0.453	0.460	0.634
ark	sambo-fiara	0.396	0.427	0.543
arm	sandry	0.552	0.285	0.469
armada	Armada	0.408	0.740	0.868
armament	fitaovam-piadiana	0.198	0.764	0.810
armaments	fitaovam-piadiana	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	seza	0.646	0.164	0.339
armed	mitam-piadiana	0.188	0.750	0.808
armor	fiadiana	0.469	0.625	0.784
armored	mifono vy	0.469	0.509	0.861
armory	trano fitehirizam-piadiana	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	fitaovam-piadiana	0.464	0.395	0.483
army	tafika	0.417	0.759	0.902
aroma	hanitra	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	hanaitra	0.740	0.491	0.580
aroused	naniraka	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	handahatra	0.740	0.490	0.571
arranged	fandaharana	0.698	0.531	0.728
arrangement	fandaharana	0.625	0.382	0.683
array	fihaingoana	0.521	0.396	0.568
arrears	arrears	0.286	0.485	0.302
arrest	hisambotra	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	fahatongavana	0.678	0.510	0.474
arrive	tonga	0.837	0.406	0.585
arrogance	fiavonavonana	0.143	0.750	0.620
arrogant	miavonavona	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	piadiana	0.365	0.741	0.752
arsenic	arsenika	0.281	0.472	0.447
arson	fandoroana	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	kanto	0.812	0.360	0.603
arterial	hikoriana	0.396	0.510	0.583
artery	lalan-dra	0.396	0.580	0.537
artful	-kafetsena fatratra na	0.771	0.608	0.778
arthritis	vanin-taolana	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichaut	0.583	0.218	0.287
article	lahatsoratra	0.594	0.280	0.481
articles	lahatsoratra	0.552	0.324	0.565
articulate	hanazavana	0.677	0.462	0.618
articulation	articulation	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	artifisialy	0.306	0.385	0.351
artillery	fitaovam-piadiana	0.350	0.912	0.794
artisan	mpanao asa tanana	0.781	0.330	0.411
artist	mpanakanto	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	kanto	0.802	0.646	0.632
artistry	artistry	0.823	0.346	0.769
artists	mpanakanto	0.796	0.667	0.741
artwork	sary	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	faran'izay haingana indrindra	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	miakatra	0.830	0.620	0.812
ascendancy	fahambonian'ny	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	niakatra	0.826	0.644	0.777
ascension	niakarany	0.765	0.720	0.714
ascent	fiakarana	0.755	0.627	0.833
ascertain	hahafantarana	0.560	0.530	0.625
ascertained	fantatra	0.531	0.529	0.616
ascetic	nampijaly tena	0.438	0.375	0.472
ash	lavenona	0.260	0.210	0.207
ashamed	menatra	0.156	0.588	0.228
ashes	lavenona	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	manontany	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	matory	0.604	0.100	0.270
asp	vipera	0.438	0.489	0.375
asparagus	asperza	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	lafiny	0.479	0.469	0.588
aspects	lafiny	0.439	0.480	0.565
aspen	Aspen	0.479	0.280	0.395
asphalt	asfalta	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	faniriantsika	0.704	0.724	0.675
aspire	hiandrandra	0.812	0.469	0.722
aspirin	aspirine	0.479	0.271	0.422
aspiring	naniry	0.844	0.582	0.604
ass	boriky	0.323	0.750	0.345
assail	misambotra	0.378	0.510	0.500
assailant	notafihina	0.184	0.868	0.602
assassin	mpamono	0.073	0.933	0.632
assassinate	hamono	0.051	0.969	0.722
assassination	famonoana	0.083	0.941	0.525
assault	fanafihana	0.167	0.848	0.550
assay	sahy miteny	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	mivory	0.542	0.570	0.750
assembled	nivory	0.663	0.450	0.644
assembly	fiangonana	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	fankatoavana	0.615	0.515	0.719
assert	milaza	0.750	0.619	0.809
asserting	milaza	0.694	0.531	0.736
assertion	filazana	0.740	0.442	0.750
assertive	assertive	0.719	0.412	0.770
assess	hanombana	0.698	0.500	0.623
assessment	fanombanana	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	-pananana	0.797	0.765	0.788
assets	fananana	0.667	0.613	0.765
asshole	Dondrom-belona	0.133	0.582	0.263
assign	manendry	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	andraikitra	0.483	0.398	0.745
assimilate	mampihatra	0.559	0.391	0.683
assimilation	voaray	0.429	0.378	0.463
assist	hanampy	0.833	0.435	0.629
assistance	fanampiana	0.656	0.519	0.633
assistant	mpanampy	0.625	0.390	0.536
associate	mpiara-miasa	0.812	0.409	0.625
association	Fikambanana	0.745	0.500	0.817
assorted	samihafa izay nampivoatra ny	0.602	0.460	0.472
assortment	karazany	0.694	0.360	0.526
assuage	mampitony	0.745	0.255	0.500
assume	mihevitra	0.698	0.401	0.464
assumed	Nihevitra	0.612	0.247	0.454
assuming	mihevitra ho manana ho	0.740	0.390	0.526
assumption	kevitra	0.479	0.431	0.417
assurance	fanomezan-toky	0.675	0.442	0.704
assure	manome toky	0.910	0.460	0.839
assured	antoka	0.878	0.327	0.754
assuredly	tokoa	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	astonish	0.786	0.845	0.658
astonished	gaga	0.510	0.775	0.574
astonishing	mahatalanjona	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	talanjona	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	lalan-diso	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	mpanandro	0.594	0.519	0.673
astrology	fanandroana	0.635	0.340	0.500
astronaut	mpanamory	0.792	0.601	0.761
astronomer	astronoma	0.750	0.509	0.735
astronomical	Takelaka Momba ny Kintana	0.600	0.632	0.726
astronomy	astronomia	0.613	0.474	0.722
astute	fetsy	0.776	0.658	0.827
asunder	hampisarahin'olona	0.208	0.442	0.259
asylum	fialokalofana	0.407	0.330	0.445
asymmetric	asymmetric	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	Atelier	0.490	0.330	0.705
atheism	tsy hino an'Andriamanitra	0.276	0.460	0.481
atheist	tsy mino an'Andriamanitra	0.225	0.447	0.377
atheistic	tsy mino an'Andriamanitra	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	atleta	0.781	0.718	0.686
athletic	fanatanjahan-tena	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	atletisma	0.831	0.691	0.740
atlas	Atlas	0.531	0.306	0.554
atmosphere	rivotra iainana	0.604	0.300	0.560
atmospheric	rivotra	0.531	0.420	0.594
atoll	Atoll	0.480	0.408	0.472
atom	tsivaky	0.510	0.500	0.433
atomic	atomika	0.327	0.817	0.713
atone	hanonitra	0.418	0.673	0.411
atonement	fanavotana	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	mahatsiravina	0.073	0.811	0.445
atrocity	habibiana	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	mampiditra	0.520	0.363	0.559
attached	mifatotra	0.562	0.350	0.439
attachment	miraiki-po	0.570	0.343	0.500
attack	fanafihana	0.286	0.948	0.670
attacker	mpanafika	0.185	0.962	0.629
attacking	manafika	0.276	0.837	0.642
attain	hahazo	0.806	0.510	0.719
attainable	azo tratrarina	0.760	0.500	0.759
attainment	fahombiazana	0.830	0.520	0.940
attempt	andrana	0.625	0.491	0.431
attempted	nanandrana	0.594	0.580	0.567
attend	manatrika	0.650	0.420	0.625
attendance	mpanatrika	0.812	0.500	0.592
attendant	mpanompo	0.580	0.365	0.519
attention	tsara	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	hihaino	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	attenuation	0.458	0.363	0.464
attest	manamarina	0.439	0.710	0.685
attestation	teni-vavolombelona ihany	0.234	0.635	0.500
attic	efitra ambanin'ny tafo	0.521	0.259	0.377
attire	akanjo	0.742	0.388	0.483
attitude	toe-tsaina	0.760	0.644	0.861
attorney	mpisolovava	0.600	0.594	0.754
attract	mahasarika	0.796	0.663	0.769
attraction	attraction	0.906	0.774	0.712
attractive	tsara tarehy	0.906	0.630	0.769
attractiveness	manintona	0.938	0.667	0.755
attributable	vokatry	0.704	0.430	0.527
attribute	toetra	0.781	0.439	0.795
attribution	Attribution	0.646	0.467	0.658
attrition	fanenenana tsara antoniny	0.229	0.540	0.259
auburn	Auburn	0.510	0.240	0.411
auction	lavanty	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	audacious	0.740	0.875	0.825
audacity	sahy	0.760	0.755	0.916
audible	re	0.673	0.370	0.462
audience	mpihaino	0.698	0.610	0.613
audio	teny	0.709	0.425	0.370
audit	Hanaraha-maso	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	efitrano malalaka	0.529	0.490	0.538
auditory	havanana amin'ny sofina	0.531	0.481	0.570
aught	alahelo	0.418	0.135	0.217
augment	hampitombo	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	Aogositra	0.652	0.292	0.462
aunt	nenitoa	0.667	0.291	0.420
auntie	Nenitoa	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	Aurora	0.817	0.306	0.537
auspices	fiahian'ny	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	mila voatsiary	0.500	0.390	0.422
austerity	fitsitsiana	0.438	0.406	0.534
authentic	marina	0.885	0.510	0.782
authenticate	manamarina	0.833	0.480	0.789
authentication	fanamarinana	0.724	0.491	0.750
authenticity	maha-azo itokiana	0.670	0.548	0.845
