Word	Tamil-ta	Valence	Arousal	Dominance
alphabet	எழுத்துக்களை	0.562	0.204	0.672
alphabetical	அகரவரிசை	0.537	0.296	0.535
alpine	அல்பைன்	0.594	0.337	0.474
alreadyyyyy	alreadyyyyy	0.592	0.717	0.351
altar	பலிபீடம்	0.724	0.387	0.635
altar boy	பலிபீடம் பையன்	0.434	0.206	0.350
alter	மாற்ற	0.333	0.694	0.654
alteration	மாற்றம்	0.167	0.798	0.609
altercation	கைகலப்பில்	0.170	0.806	0.500
altered	மாற்றப்படலாம்	0.255	0.765	0.500
alternate	மாற்று	0.625	0.363	0.589
alternating	மாற்று	0.480	0.494	0.542
alternative	மாற்று	0.628	0.373	0.631
altimeter	அல்டிமீட்டர்	0.615	0.510	0.580
altitude	உயரத்தில்	0.708	0.482	0.736
alto	ஆல்டோ	0.656	0.404	0.730
altogether	முற்றிலும்	0.833	0.324	0.644
aluminum	அலுமினிய	0.449	0.280	0.434
alumnus	முன்னாள் மாணவர்	0.633	0.368	0.422
alveolar	பற்குழி	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	கலவையாக	0.438	0.333	0.510
amalgamation	கலவையாகும்	0.406	0.470	0.531
amaretto	amaretto	0.543	0.551	0.375
amass	குவி	0.552	0.465	0.465
amateur	அமெச்சூர்	0.469	0.500	0.409
amaze	கவர்வது	0.896	0.843	0.783
amazed	வியப்பாகவும்	0.796	0.779	0.533
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	திகைப்புடன்	0.750	0.800	0.639
amazing	அற்புதமான	0.906	0.837	0.849
amazingly	அதிசயமாக	0.918	0.765	0.920
ambassador	தூதர்	0.651	0.529	0.917
amber	அம்பர்	0.635	0.308	0.369
ambience	சுற்றுப்புறத்தை	0.735	0.356	0.426
ambient	சுற்றுப்புற	0.625	0.360	0.582
ambiguity	தெளிவின்மை	0.164	0.460	0.370
ambiguous	தெளிவற்ற	0.265	0.462	0.358
ambit	எட்டுத்தூரம்	0.479	0.380	0.386
ambition	லட்சியம்	0.510	0.804	0.661
ambitious	மூர்க்கமான	0.484	0.821	0.717
ambivalent	விருப்பும் வெறுப்பும் கலந்த	0.510	0.404	0.482
ambrosia	அம்ப்ரோஸியாவைத்	0.571	0.452	0.480
ambulance	ஆம்புலன்ஸ்	0.500	0.750	0.609
ambush	பதுங்கியிருந்து	0.281	0.830	0.500
ameliorate	சீர்படுத்துவதற்கு	0.770	0.548	0.747
amen	ஆமென்	0.781	0.182	0.542
amenable	ஏதுவானது	0.448	0.410	0.406
amend	திருத்தும்	0.688	0.406	0.658
amendment	திருத்தத்தை	0.531	0.459	0.606
amends	பரிகாரம்	0.640	0.366	0.517
amenity	இனிமை	0.750	0.327	0.574
amethyst	சுகந்தியும்	0.622	0.406	0.517
amiable	சுமூகமான	0.847	0.290	0.483
amicable	நட்பு	0.875	0.330	0.507
amid	மத்தியில்	0.510	0.340	0.256
amidst	மத்தியில்	0.480	0.330	0.316
amino	அமினோ	0.551	0.402	0.433
ammo	ஆலமரத்தின்	0.323	0.765	0.621
ammonia	அம்மோனியா	0.292	0.587	0.409
ammonium	அம்மோனியம்	0.354	0.396	0.368
ammunition	வெடிபொருட்கள்	0.338	0.635	0.667
amnesia	மறதி நோய்	0.296	0.330	0.308
amnesty	பொதுமன்னிப்பு	0.551	0.451	0.814
amorous	மோகங்கொண்ட	0.844	0.670	0.636
amorphous	படிக உருவமற்ற	0.327	0.402	0.349
amortization	மெதுவாக நிலைமாறும்	0.592	0.491	0.522
amount	அளவு	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	ஆம்ப்	0.439	0.393	0.375
ampersand	உம்மைக்குறி	0.480	0.448	0.483
amphetamines	அம்படமைன்கள்	0.133	0.667	0.526
amphibian	நீர்நில	0.427	0.357	0.474
amphibious	நிலம் நீர் இரண்டிலும்	0.479	0.346	0.445
amphitheater	அரங்கு	0.653	0.480	0.545
ample	போதிய	0.744	0.349	0.719
amplification	பெருக்கம்	0.690	0.677	0.810
amplify	பெருக்க	0.677	0.735	0.827
amplitude	வீச்சு	0.694	0.439	0.692
amply	போதுமான	0.781	0.431	0.766
amputate	வெட்டி எரி	0.092	0.660	0.509
amputation	ஊனம்	0.100	0.755	0.483
amuck	வெறியாட்டம்	0.385	0.602	0.321
amulet	மோதிரம்	0.781	0.260	0.630
amuse	உல்லாச	0.812	0.684	0.664
amused	மகிழ்ந்தாள்	0.942	0.847	0.596
amusement	பொழுதுபோக்கு	0.929	0.837	0.803
amusing	அறிவுபூர்வமாகவும்	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	அனகோண்டா	0.146	0.830	0.540
anaesthesia	மயக்க மருந்து	0.350	0.217	0.473
anaesthetic	மயக்க	0.449	0.268	0.509
anagram	ஆனக்ராமாகும்	0.552	0.327	0.449
anal	குத	0.333	0.798	0.334
analgesic	வலி நிவாரணி	0.417	0.321	0.441
analogous	ஒத்த	0.531	0.270	0.500
analogue	அனலாக்	0.570	0.320	0.446
analogy	ஒப்புமை	0.510	0.367	0.509
analysis	ஆய்வு	0.729	0.448	0.705
analyst	ஆய்வாளர்	0.604	0.415	0.755
analytic	பகுப்பாய்வு	0.665	0.521	0.634
analytical	பகுப்பாய்வு	0.625	0.324	0.800
analyze	ஆய்வு	0.667	0.462	0.710
analyzer	பகுப்பாய்வி	0.625	0.556	0.854
anaphylactic	பிறழ்ந்த	0.378	0.588	0.500
anarchism	அராஜகம்	0.125	0.804	0.623
anarchist	அராஜகவாத	0.204	0.700	0.759
anarchy	அராஜகம்	0.146	0.755	0.620
anastomosis	வலையிணைப்பு	0.375	0.470	0.490
anathema	வெறுக்கப்படுவதாக	0.286	0.490	0.519
anatomic	உடற்கூறு	0.562	0.442	0.546
anatomy	உடற்கூறியல்	0.562	0.390	0.571
ancestor	மூதாதையர்	0.592	0.388	0.594
ancestral	மூதாதையர்	0.640	0.481	0.750
ancestry	வம்சாவளியைச்	0.708	0.519	0.717
anchor	நங்கூரம்	0.520	0.284	0.564
anchorage	ஊன்றுதலுடன்	0.500	0.325	0.639
ancient	பண்டைய	0.420	0.217	0.439
ancillary	துணை	0.449	0.442	0.278
androgen	ஆண்ட்ரோஜன்	0.255	0.523	0.527
android	ஆண்ட்ராய்டு	0.663	0.436	0.500
anecdote	துணுக்குக்கதை	0.583	0.529	0.500
anemia	இரத்த சோகை	0.188	0.327	0.310
anemic	சோகையான	0.167	0.279	0.155
anemone	அனிமோன்	0.552	0.538	0.327
anesthesia	மயக்க மருந்து	0.365	0.216	0.394
anesthesiologist	மயக்க மருந்து	0.419	0.224	0.526
anesthetic	மயக்க	0.350	0.264	0.482
aneurysm	குருதி நாள நெளிவு	0.115	0.690	0.536
anew	புதிதாக	0.771	0.358	0.385
angel	தேவதை	0.906	0.158	0.704
angelic	தேவதூதர்	0.927	0.298	0.668
anger	கோபம்	0.167	0.865	0.657
angered	கோபமடைந்த	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ஆன்ஜினா	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	கோணம்	0.541	0.330	0.455
angling	ஆங்கிளிங்	0.625	0.408	0.500
angora	அங்கோரா	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	கோபம்	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	மனக்கவலையை	0.167	0.888	0.333
anguish	வேதனை	0.153	0.792	0.265
anguished	கலங்கின	0.135	0.720	0.307
angular	கோண	0.449	0.281	0.444
anhydrous	நீரற்ற	0.456	0.365	0.355
animal	கால்நடை	0.521	0.510	0.513
animate	உயிருள்ள	0.827	0.755	0.635
animated	அனிமேஷன்	0.823	0.676	0.538
animation	அனிமேஷன்	0.888	0.750	0.549
animosity	விரோதத்தை	0.510	0.724	0.545
animus	உட்பகைக்	0.698	0.676	0.466
ankle	கணுக்கால்	0.500	0.274	0.234
anklet	கொலுசு	0.410	0.276	0.302
annals	கழக	0.427	0.610	0.424
annex	பின்னிணை	0.594	0.350	0.458
annexation	இந்த இணைப்புக்	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	அழிப்பதால்	0.115	0.918	0.681
annihilated	அழிந்திருப்பதைக்	0.080	0.760	0.324
annihilation	நிர்மூலமாக்கும்	0.041	0.800	0.591
anniversary	ஆண்டு	0.880	0.770	0.723
annotate	சிறுகுறிப்பு	0.592	0.469	0.441
annotation	சிறுகுறிப்பு	0.604	0.470	0.619
announce	அறிவிக்க	0.694	0.618	0.611
announcement	அறிவிப்பு	0.729	0.491	0.482
announcer	அறிவிப்பாளர்	0.602	0.570	0.732
annoy	தொந்தரவு	0.094	0.765	0.286
annoyance	எரிச்சலை	0.167	0.718	0.342
annoyed	எரிச்சல்	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	எரிச்சலூட்டும்	0.082	0.853	0.348
annoys	வெறுப்பாக	0.146	0.778	0.435
annual	வருடாந்திர	0.552	0.236	0.500
annuity	ஆண்டுத் தொகை	0.521	0.304	0.527
annul	ரத்து	0.250	0.448	0.364
annular	வலைய	0.310	0.385	0.412
annulment	செய்தலிலா	0.153	0.375	0.447
annulus	வளையம்	0.458	0.380	0.376
anointed	அபிஷேகம்	0.500	0.368	0.579
anointing	அபிஷேக	0.653	0.350	0.547
anomalous	தாறுமாறான	0.281	0.480	0.423
anomaly	ஒழுங்கின்மை	0.188	0.538	0.404
anon	உடனே	0.479	0.354	0.298
anonymity	தெரியாத	0.469	0.255	0.430
anonymous	அநாமதேய	0.396	0.291	0.431
anorexic	அனோரெக்ஸிக்	0.160	0.618	0.245
answer	பதில்	0.537	0.373	0.661
answerable	பெறுப்பேற்பதற்குரிய	0.708	0.481	0.750
answering	பதில்	0.684	0.500	0.607
ant	எறும்பு	0.448	0.216	0.216
antagonism	முரண்பாடு	0.224	0.618	0.524
antagonist	எதிரியான	0.240	0.615	0.700
antagonistic	பகையுணர்வுடன்	0.296	0.604	0.565
antagonize	பகைத்துக்	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	முன்னுதாரணமாக	0.427	0.551	0.566
antelope	மான்	0.542	0.510	0.500
antenna	ஆண்டெனா	0.521	0.327	0.358
anterior	முன்புற	0.510	0.245	0.362
anthem	கீதம்	0.780	0.343	0.729
anthill	புற்று	0.327	0.578	0.377
anthology	திரட்டு	0.338	0.406	0.537
anthrax	ஆந்த்ராக்ஸ்	0.188	0.730	0.500
anthropological	மானுடவியல்	0.367	0.390	0.490
anthropologist	மாந்தவியலாளர்	0.551	0.385	0.725
anthropology	மானுடவியல்	0.490	0.367	0.582
anti	எதிர்ப்பு	0.365	0.412	0.384
antiaircraft	எதிர்ப்பு கருவிகள் வைக்கப்பட்டதாக	0.330	0.622	0.629
antibiotic	ஆண்டிபயாடிக்	0.510	0.373	0.658
antibiotics	கொல்லிகள்	0.448	0.406	0.557
antichrist	கிறிஸ்துவுக்கு	0.082	0.837	0.544
anticipate	எதிர்பார்க்கின்றனர்	0.622	0.469	0.667
anticipation	எதிர்பார்ப்பு	0.698	0.539	0.711
anticipatory	முன்	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	மாற்று மருந்தாக	0.541	0.490	0.629
antifungal	எதி்ர்பூஞ்சை	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	ஆண்டிமனியை	0.378	0.398	0.490
antipathy	வெறுப்பு	0.198	0.549	0.393
antiquarian	பழம்பொருள்	0.500	0.233	0.426
antiquated	பழமையான	0.420	0.392	0.236
antique	பழமையான	0.634	0.290	0.518
antiques	பழம்பொருட்கள்	0.540	0.370	0.595
antiquity	பழங்காலத்தில்	0.385	0.333	0.556
antiseptic	கிருமி நாசினிகள்	0.438	0.370	0.623
antisocial	சமூகவிரோத	0.146	0.686	0.391
antithesis	நேர்மாறு	0.396	0.412	0.536
antithetical	முரணாக	0.271	0.509	0.358
antiviral	வைரஸ்	0.459	0.470	0.549
antler	மான் கொம்பு	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	ஆசனவாய்	0.347	0.644	0.350
anvil	பட்டறை	0.380	0.510	0.604
anxiety	பதட்டம்	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ஆவலாக	0.281	0.875	0.434
anxiousness	anxiousness	0.235	0.814	0.282
anytime	எப்போது	0.625	0.461	0.436
aorta	பெருநாடி	0.448	0.510	0.542
aortic	அயோர்டிக்	0.436	0.540	0.438
apace	ஓட்டமாய்	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	அபார்ட்மெண்ட்	0.719	0.393	0.580
apartments	குடியிருப்புகள்	0.704	0.337	0.443
apathetic	உணர்ச்சியற்ற	0.188	0.292	0.333
apathy	அக்கறையின்மை	0.184	0.212	0.204
ape	மனிதக் குரங்கு	0.548	0.389	0.336
aperture	துளை	0.612	0.450	0.667
apex	நுனி	0.570	0.433	0.418
aphid	அசுவினி	0.388	0.473	0.407
aphrodisiac	பாலுணர்வைத்	0.750	0.846	0.667
apiece	ஒரு துண்டு	0.439	0.259	0.383
aplomb	ஆடம்பரமாக	0.500	0.509	0.582
apocalypse	வெளிப்படுத்தல்	0.050	0.867	0.736
apocalyptic	வெளிப்படுத்தல்	0.173	0.880	0.750
apologetic	மன்னிப்புக் கோரும்	0.479	0.461	0.571
apologist	வக்காலத்து வாங்கும்	0.406	0.429	0.526
apologize	மன்னிப்பு	0.551	0.378	0.389
apology	மன்னிப்பு	0.571	0.346	0.402
apostasy	விசுவாச துரோகம்	0.388	0.520	0.517
apostate	விசுவாச துரோக	0.342	0.500	0.528
apostle	அப்போஸ்தலன்	0.646	0.347	0.732
apostolic	திருத்தூதர்	0.592	0.300	0.717
apostrophe	மேற்கோளைச்	0.469	0.368	0.537
apothecary	மருந்து தயாரிப்பாளரான	0.561	0.328	0.529
appalled	அதிர்ச்சி அடைந்திருப்பார்கள்	0.194	0.792	0.562
appalling	பயங்கரமான	0.160	0.827	0.415
apparatus	அமைப்பின்	0.375	0.353	0.377
apparel	ஆடை	0.698	0.435	0.453
apparent	வெளிப்படையான	0.473	0.383	0.398
apparently	வெளிப்படையாக	0.531	0.410	0.426
apparition	அருவம்	0.406	0.573	0.636
appeal	முறையீடு	0.663	0.598	0.558
