Word	Albanian-sq	Valence	Arousal	Dominance
analysis	analizë	0.729	0.448	0.705
analyst	analist	0.604	0.415	0.755
analytic	analitik	0.665	0.521	0.634
analytical	analitike	0.625	0.324	0.800
analyze	analizuar	0.667	0.462	0.710
analyzer	Analyzer	0.625	0.556	0.854
anaphylactic	anafilaktik	0.378	0.588	0.500
anarchism	anarkizëm	0.125	0.804	0.623
anarchist	anarkist	0.204	0.700	0.759
anarchy	anarki	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	mallkim	0.286	0.490	0.519
anatomic	anatomik	0.562	0.442	0.546
anatomy	anatomi	0.562	0.390	0.571
ancestor	stërgjysh	0.592	0.388	0.594
ancestral	stërgjyshor	0.640	0.481	0.750
ancestry	origjinë	0.708	0.519	0.717
anchor	spirancë	0.520	0.284	0.564
anchorage	ankorim	0.500	0.325	0.639
ancient	i lashte	0.420	0.217	0.439
ancillary	ndihmës	0.449	0.442	0.278
androgen	androgjen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdotë	0.583	0.529	0.500
anemia	anemi	0.188	0.327	0.310
anemic	anemik	0.167	0.279	0.155
anemone	anemonë	0.552	0.538	0.327
anesthesia	anestezi	0.365	0.216	0.394
anesthesiologist	anesteziologu	0.419	0.224	0.526
anesthetic	mjet anastezik	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	përsëri	0.771	0.358	0.385
angel	engjëll	0.906	0.158	0.704
angelic	engjëllor	0.927	0.298	0.668
anger	zemërim	0.167	0.865	0.657
angered	zemëroi	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angjinë	0.230	0.630	0.464
angiogram	Angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	kënd	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angorë	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	i zemëruar	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	Angst	0.167	0.888	0.333
anguish	ankth	0.153	0.792	0.265
anguished	ankth	0.135	0.720	0.307
angular	këndor	0.449	0.281	0.444
anhydrous	i paujë	0.456	0.365	0.355
animal	kafshë	0.521	0.510	0.513
animate	i gjallë	0.827	0.755	0.635
animated	i gjallë	0.823	0.676	0.538
animation	gjallëri	0.888	0.750	0.549
animosity	armiqësi	0.510	0.724	0.545
animus	shpirt	0.698	0.676	0.466
ankle	kyçin e këmbës	0.500	0.274	0.234
anklet	byzylyk këmbe	0.410	0.276	0.302
annals	anale	0.427	0.610	0.424
annex	aneks	0.594	0.350	0.458
annexation	aneksim	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	asgjësoj	0.115	0.918	0.681
annihilated	asgjësuar	0.080	0.760	0.324
annihilation	asgjësim	0.041	0.800	0.591
anniversary	përvjetor	0.880	0.770	0.723
annotate	pajis me shënime	0.592	0.469	0.441
annotation	shënim	0.604	0.470	0.619
announce	shpall	0.694	0.618	0.611
announcement	njoftim	0.729	0.491	0.482
announcer	folës	0.602	0.570	0.732
annoy	mërzit	0.094	0.765	0.286
annoyance	bezdi	0.167	0.718	0.342
annoyed	i mërzitur	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	i bezdisshëm	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	vjetor	0.552	0.236	0.500
annuity	pension vjetor	0.521	0.304	0.527
annul	anuloj	0.250	0.448	0.364
annular	si unazë	0.310	0.385	0.412
annulment	anulim	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	vajosur	0.500	0.368	0.579
anointing	vajosjes	0.653	0.350	0.547
anomalous	anormal	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	pas pak	0.479	0.354	0.298
anonymity	anonimitet	0.469	0.255	0.430
anonymous	anonim	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	përgjigje	0.537	0.373	0.661
answerable	përgjegjës	0.708	0.481	0.750
answering	duke u përgjigjur,	0.684	0.500	0.607
ant	milingonë	0.448	0.216	0.216
antagonism	antagonizëm	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonist	0.296	0.604	0.565
antagonize	armiqësoj	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	ngjarje e mëparshme	0.427	0.551	0.566
antelope	antilopë	0.542	0.510	0.500
antenna	antenë	0.521	0.327	0.358
anterior	i mëparshëm	0.510	0.245	0.362
anthem	himn	0.780	0.343	0.729
anthill	fole milingonash	0.327	0.578	0.377
anthology	antologji	0.338	0.406	0.537
anthrax	lloj guri të çmuar	0.188	0.730	0.500
anthropological	antropologjike	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologji	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	kundërajror	0.330	0.622	0.629
antibiotic	antibiotik	0.510	0.373	0.658
antibiotics	antibiotikët	0.448	0.406	0.557
antichrist	antikrishti	0.082	0.837	0.544
anticipate	parashikoj	0.622	0.469	0.667
anticipation	parashikim	0.698	0.539	0.711
anticipatory	paraprak	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	kundërhelm	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antinom	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	antikuar	0.500	0.233	0.426
antiquated	i vjetruar	0.420	0.392	0.236
antique	antikë	0.634	0.290	0.518
antiques	antike	0.540	0.370	0.595
antiquity	lashtësi	0.385	0.333	0.556
antiseptic	antiseptik	0.438	0.370	0.623
antisocial	i heshtur	0.146	0.686	0.391
antithesis	antitezë	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	kudhër	0.380	0.510	0.604
anxiety	ankth	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	i shqetësuar	0.281	0.875	0.434
anxiousness	anxiousness	0.235	0.814	0.282
anytime	kurdo	0.625	0.461	0.436
aorta	aortë	0.448	0.510	0.542
aortic	aortës	0.436	0.540	0.438
apace	shpejt	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartament	0.719	0.393	0.580
apartments	apartamente	0.704	0.337	0.443
apathetic	apatik	0.188	0.292	0.333
apathy	apati	0.184	0.212	0.204
ape	majmun	0.548	0.389	0.336
aperture	hapje	0.612	0.450	0.667
apex	majë	0.570	0.433	0.418
aphid	Afideja	0.388	0.473	0.407
aphrodisiac	nxitës	0.750	0.846	0.667
apiece	secili	0.439	0.259	0.383
aplomb	gjakftohtësi	0.500	0.509	0.582
apocalypse	apokalips	0.050	0.867	0.736
apocalyptic	apokaliptike	0.173	0.880	0.750
apologetic	shfajësues	0.479	0.461	0.571
apologist	apologjet	0.406	0.429	0.526
apologize	kërkoj falje	0.551	0.378	0.389
apology	apologji	0.571	0.346	0.402
apostasy	braktisje	0.388	0.520	0.517
apostate	femohues	0.342	0.500	0.528
apostle	apostull	0.646	0.347	0.732
apostolic	apostolik	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	farmaci	0.561	0.328	0.529
appalled	tmerruar	0.194	0.792	0.562
appalling	i tmerrshëm	0.160	0.827	0.415
apparatus	aparat	0.375	0.353	0.377
apparel	veshje	0.698	0.435	0.453
apparent	i dukshëm	0.473	0.383	0.398
apparently	me sa duket	0.531	0.410	0.426
apparition	fantazmë	0.406	0.573	0.636
appeal	apelim	0.663	0.598	0.558
appear	duket	0.735	0.506	0.567
appearance	shfaqje	0.669	0.490	0.534
appease	qetësoj	0.633	0.278	0.434
appellant	apelues	0.327	0.588	0.568
append	shtoj	0.573	0.464	0.453
appendage	shtojcë	0.229	0.382	0.438
appendectomy	apendektomi	0.177	0.670	0.554
appendicitis	apendicit	0.031	0.640	0.347
appendix	shtojcë	0.365	0.387	0.425
appetite	oreks	0.704	0.637	0.581
appetizer	meze	0.755	0.560	0.406
appetizing	i shijshëm	0.806	0.657	0.688
applaud	duartrokas	0.865	0.824	0.464
applause	duartrokitje	0.953	0.857	0.621
apple	mollë	0.811	0.300	0.264
apple juice	lëng molle	0.765	0.204	0.294
applejack	liker mollësh	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	aplikim	0.582	0.453	0.538
appliances	pajisje	0.594	0.394	0.567
applicability	zbatueshmëria	0.677	0.490	0.741
applicable	i zbatueshëm	0.469	0.430	0.667
applicant	kërkues	0.612	0.558	0.688
application	aplikacion	0.646	0.445	0.726
apply	zbatohen	0.612	0.321	0.667
appoint	caktoj	0.565	0.330	0.509
appointment	takim	0.688	0.594	0.547
appointments	emërimet	0.745	0.677	0.625
apportion	shpërndarje	0.677	0.490	0.638
apportionment	shpërndarja	0.552	0.481	0.453
appraisal	vlerësim	0.417	0.667	0.682
appraise	vlerësoj	0.677	0.490	0.696
appreciable	i ndjeshëm	0.873	0.491	0.778
appreciate	vlerësoj	0.885	0.422	0.741
appreciated	vlerësuar	0.910	0.434	0.779
appreciates	vlerëson	0.765	0.500	0.656
appreciation	Vleresim	0.917	0.529	0.588
appreciative	mirënjohës	0.857	0.380	0.654
apprehend	kap	0.521	0.624	0.696
apprehension	frikë	0.385	0.720	0.454
apprehensive	i shqetësuar	0.406	0.592	0.431
apprentice	nxënës	0.615	0.413	0.452
apprenticeship	stazh pune si nxënës	0.812	0.482	0.643
approach	afrim	0.612	0.392	0.610
approaching	afrohet	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	miratim	0.792	0.529	0.774
appropriate	i përshtatshëm	0.833	0.368	0.759
appropriation	përvetësim	0.510	0.632	0.717
approval	miratim	0.854	0.460	0.889
approve	miratoj	0.875	0.548	0.741
approved	i miratuar	0.833	0.349	0.698
approvement	aprovim	0.880	0.625	0.780
approving	miratimin	0.917	0.583	0.773
approximate	i përafërt	0.551	0.560	0.520
approximately	përafërsisht	0.622	0.396	0.538
approximating	përafrimin	0.583	0.615	0.471
approximation	përafrim	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	kajsi	0.708	0.320	0.278
apron	platformë	0.582	0.208	0.245
apt	i prirur	0.582	0.418	0.382
aptitude	zotësi	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akuamarin	0.729	0.306	0.413
aquarium	akuarium	0.663	0.327	0.393
aquatic	ujor	0.677	0.510	0.463
aqueduct	kanal	0.551	0.411	0.534
aqueous	ujor	0.429	0.270	0.310
arable	i lërueshëm	0.510	0.350	0.465
arbiter	arbitër	0.561	0.537	0.814
arbitrary	arbitrar	0.281	0.702	0.686
arbitrate	gjykoj	0.470	0.620	0.682
arbitration	arbitrazhit	0.587	0.602	0.670
arbitrator	arbitër	0.385	0.448	0.795
arbor	kopsht	0.583	0.490	0.591
arc	hark	0.552	0.388	0.396
arcade	pasazh	0.676	0.521	0.502
arcane	misterioz	0.500	0.490	0.637
arch	hark	0.500	0.354	0.468
archaeological	arkeologjik	0.740	0.441	0.660
archaeologist	arkeolog	0.552	0.451	0.706
archaeology	arkeologji	0.596	0.358	0.691
archaic	arkaik	0.271	0.327	0.332
archangel	Archangel	0.837	0.500	0.708
archbishop	kryepeshkop	0.622	0.280	0.776
archdiocese	dioqezë e kryepeshkopit	0.400	0.321	0.704
archduke	Archduke	0.458	0.413	0.634
arched	me hark	0.582	0.403	0.398
archer	shigjetar	0.573	0.622	0.661
archery	gjuajtje me Hark	0.594	0.604	0.589
archetype	prototip	0.448	0.520	0.569
archipelago	arkipelag	0.745	0.370	0.592
architect	arkitekt	0.776	0.442	0.836
architectural	arkitektural	0.729	0.390	0.670
architecture	arkitekturë	0.820	0.390	0.694
archive	Arkivi	0.438	0.294	0.527
arctic	Arktik	0.615	0.352	0.546
ardent	i zjarrtë	0.694	0.873	0.722
ardor	ngrohtësi	0.500	0.780	0.538
arduous	i pjerrët	0.344	0.783	0.605
area	zonë	0.490	0.306	0.464
arena	arenë	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumentoj	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentim	0.479	0.549	0.760
argumentative	argumentues	0.450	0.531	0.679
arguments	argumentet	0.541	0.602	0.657
arid	i thatë	0.323	0.333	0.379
arise	rrjedh	0.750	0.582	0.725
aristocracy	aristokraci	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratik	0.449	0.519	0.676
arithmetic	aritmetikë	0.453	0.460	0.634
ark	arka	0.396	0.427	0.543
arm	krah	0.552	0.285	0.469
armada	Armada	0.408	0.740	0.868
armament	armatim	0.198	0.764	0.810
armaments	armatime	0.192	0.839	0.830
armature	armaturë	0.510	0.558	0.755
armchair	kolltuk	0.646	0.164	0.339
armed	i armatosur	0.188	0.750	0.808
armor	forca të blinduara	0.469	0.625	0.784
armored	i blinduar	0.469	0.509	0.861
armory	armaturë	0.448	0.663	0.800
armpit	sqetull	0.283	0.439	0.250
arms	armëve	0.464	0.395	0.483
army	ushtri	0.417	0.759	0.902
aroma	aromë	0.823	0.235	0.442
aromatherapy	Aromatherapy	0.847	0.220	0.473
arousal	zgjim	0.791	0.943	0.731
arouse	ngjall	0.740	0.491	0.580
aroused	ngjallur	0.708	0.952	0.667
arraignment	lexim i aktpadisë	0.406	0.837	0.534
arrange	organizoni	0.740	0.490	0.571
arranged	rregulluar	0.698	0.531	0.728
arrangement	marrëveshje	0.625	0.382	0.683
array	grup	0.521	0.396	0.568
arrears	borxh	0.286	0.485	0.302
arrest	arrest	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	mbërritje	0.678	0.510	0.474
arrive	arrijnë	0.837	0.406	0.585
arrogance	arrogancë	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	shigjetë	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenik	0.281	0.472	0.447
arson	zjarrvënie e qëllimshme	0.133	0.904	0.567
arsonist	zjarrvënës	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	arterie	0.396	0.580	0.537
artful	i zgjuar	0.771	0.608	0.778
arthritis	artrit	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	artikull	0.594	0.280	0.481
articles	artikuj	0.552	0.324	0.565
articulate	artikuluar	0.677	0.462	0.618
articulation	artikulim	0.479	0.480	0.591
artifact	Objekti	0.510	0.500	0.566
artifice	dredhi	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	artilerie	0.350	0.912	0.794
artisan	mjeshtër	0.781	0.330	0.411
artist	artist	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistik	0.802	0.646	0.632
artistry	mjeshtëri	0.823	0.346	0.769
artists	artistët	0.796	0.667	0.741
artwork	artwork	0.896	0.368	0.679
arty	me pamje artisti	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	ngjitem	0.830	0.620	0.812
ascendancy	epërsi	0.724	0.625	0.700
ascendant	ngjitës	0.656	0.673	0.821
ascending	ngjitje	0.826	0.644	0.777
ascension	ngritje	0.765	0.720	0.714
ascent	kthim prapa	0.755	0.627	0.833
ascertain	konstatoj	0.560	0.530	0.625
ascertained	konstatuar	0.531	0.529	0.616
ascetic	asket	0.438	0.375	0.472
ash	hi	0.260	0.210	0.207
ashamed	i turpëruar	0.156	0.588	0.228
ashes	hi	0.327	0.279	0.142
ashtray	tavëll	0.406	0.382	0.265
asinine	si gomar	0.429	0.472	0.433
ask	kërkoj	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	në gjumë	0.604	0.100	0.270
asp	gjarpër	0.438	0.489	0.375
asparagus	shparg	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspekt	0.479	0.469	0.588
aspects	aspektet	0.439	0.480	0.565
aspen	plep i egër	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfiksi	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	aspiratë	0.704	0.724	0.675
aspire	aspiroj	0.812	0.469	0.722
aspirin	aspirinë	0.479	0.271	0.422
aspiring	ambicioz	0.844	0.582	0.604
ass	gomar	0.323	0.750	0.345
assail	sulmoj	0.378	0.510	0.500
assailant	sulmues	0.184	0.868	0.602
assassin	vrasës	0.073	0.933	0.632
assassinate	të vrarë	0.051	0.969	0.722
assassination	vrasja	0.083	0.941	0.525
assault	sulm	0.167	0.848	0.550
assay	shqyrtim	0.633	0.559	0.594
assemblage	kuvend	0.429	0.452	0.600
assemble	mbledh	0.542	0.570	0.750
assembled	mbledhur	0.663	0.450	0.644
assembly	asamble	0.698	0.500	0.640
assemblyman	Assemblyman	0.430	0.538	0.760
assent	miratim	0.615	0.515	0.719
assert	mbroj	0.750	0.619	0.809
asserting	duke pohuar	0.694	0.531	0.736
assertion	pohim	0.740	0.442	0.750
assertive	kategorik	0.719	0.412	0.770
assess	vlerësoj	0.698	0.500	0.623
assessment	vlerësim	0.750	0.623	0.658
assessor	vlerësues	0.551	0.538	0.764
asset	pasuri	0.797	0.765	0.788
assets	asetet	0.667	0.613	0.765
asshole	trap	0.133	0.582	0.263
assign	caktoj	0.622	0.417	0.709
assignee	përfitues	0.510	0.462	0.510
assignment	detyrë	0.483	0.398	0.745
assimilate	asimiloj	0.559	0.391	0.683
assimilation	asimilim	0.429	0.378	0.463
assist	ndihmoj	0.833	0.435	0.629
assistance	ndihmë	0.656	0.519	0.633
assistant	asistent	0.625	0.390	0.536
associate	koleg	0.812	0.409	0.625
association	shoqatë	0.745	0.500	0.817
assorted	i ndryshëm	0.602	0.460	0.472
assortment	asortiment	0.694	0.360	0.526
assuage	qetësoj	0.745	0.255	0.500
assume	supozoj	0.698	0.401	0.464
assumed	i supozuar	0.612	0.247	0.454
assuming	duke supozuar	0.740	0.390	0.526
assumption	supozim	0.479	0.431	0.417
assurance	siguri	0.675	0.442	0.704
assure	siguroj	0.910	0.460	0.839
assured	i sigurt	0.878	0.327	0.754
assuredly	sigurisht	0.786	0.396	0.833
asterisk	yll	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	astmë	0.198	0.549	0.227
asthmatic	astmatik	0.229	0.706	0.294
astigmatism	astigmatizëm	0.214	0.490	0.429
astonish	habis	0.786	0.845	0.658
astonished	i habitur	0.510	0.775	0.574
astonishing	mahnitës	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	mahnitje	0.680	0.718	0.519
astound	shtang	0.729	0.675	0.474
astral	enigmatik	0.604	0.417	0.567
astray	në rrugë të gabuar	0.098	0.676	0.308
astringent	regjës	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologji	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomik	0.600	0.632	0.726
astronomy	astronomi	0.613	0.474	0.722
astute	i mprehtë	0.776	0.658	0.827
asunder	veç e veç	0.208	0.442	0.259
asylum	azil	0.407	0.330	0.445
asymmetric	asimetrik	0.580	0.343	0.465
asymmetry	asimetri	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	studio	0.490	0.330	0.705
atheism	ateizëm	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateist	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	sportiv	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	atletikë	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	Atmosferë	0.604	0.300	0.560
atmospheric	atmosferik	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomik	0.327	0.817	0.713
atone	laj gjynahet	0.418	0.673	0.411
atonement	sklyerje	0.550	0.602	0.683
atpeace	ne paqe	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	mizor	0.073	0.811	0.445
atrocity	mizori	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	bashkangjitni	0.520	0.363	0.559
attached	bashkangjitur	0.562	0.350	0.439
attachment	attachment	0.570	0.343	0.500
attack	sulm	0.286	0.948	0.670
attacker	sulmues	0.185	0.962	0.629
attacking	sulmuar	0.276	0.837	0.642
attain	arrij	0.806	0.510	0.719
attainable	i arritshëm	0.760	0.500	0.759
attainment	arritje	0.830	0.520	0.940
attempt	përpjekje	0.625	0.491	0.431
attempted	tentativë	0.594	0.580	0.567
attend	ndjek	0.650	0.420	0.625
attendance	pjesëmarrje	0.812	0.500	0.592
attendant	shoqërues	0.580	0.365	0.519
attention	vëmendje	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	i vëmendshëm	0.812	0.520	0.724
attenuate	zbus	0.408	0.302	0.429
attenuated	zbutur	0.449	0.280	0.298
attenuation	zbutje	0.458	0.363	0.464
attest	vërtetoj	0.439	0.710	0.685
attestation	vërtetim	0.234	0.635	0.500
attic	papafingo	0.521	0.259	0.377
attire	veshje	0.742	0.388	0.483
attitude	qëndrim	0.760	0.644	0.861
attorney	avokati	0.600	0.594	0.754
attract	tërheq	0.796	0.663	0.769
attraction	tërheqje	0.906	0.774	0.712
attractive	tërheqës	0.906	0.630	0.769
attractiveness	tërheqje	0.938	0.667	0.755
attributable	atribuohet	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	atributim	0.646	0.467	0.658
attrition	tretje	0.229	0.540	0.259
auburn	ngjyrë gështenjë	0.510	0.240	0.411
auction	ankand	0.594	0.702	0.519
auctioneer	drejtues ankandi	0.542	0.732	0.716
audacious	i guximshëm	0.740	0.875	0.825
audacity	guxim	0.760	0.755	0.916
audible	i dëgjueshëm	0.673	0.370	0.462
audience	audiencë	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	revizion	0.375	0.562	0.735
audition	provë	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	revizor	0.582	0.571	0.726
auditorium	auditor	0.529	0.490	0.538
auditory	dëgjimor	0.531	0.481	0.570
aught	diçka	0.418	0.135	0.217
augment	shtoj	0.650	0.683	0.645
augmentation	shtim	0.714	0.613	0.850
august	gusht	0.652	0.292	0.462
aunt	hallë	0.667	0.291	0.420
auntie	teto	0.643	0.275	0.447
aura	atmosferë	0.760	0.333	0.500
aurora	agim	0.817	0.306	0.537
auspices	rrethana të favorshme	0.542	0.500	0.634
auspicious	i mbarë	0.562	0.635	0.669
austere	i rreptë	0.500	0.390	0.422
austerity	ashpërsi	0.438	0.406	0.534
authentic	i vërtetë	0.885	0.510	0.782
authenticate	vërtetoj	0.833	0.480	0.789
authentication	vërtetim	0.724	0.491	0.750
authenticity	autencitet	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autoritar	0.636	0.520	0.890
authority	autoritet	0.592	0.592	0.934
authorization	autorizim	0.521	0.567	0.817
authorize	Autorizoj	0.772	0.596	0.821
authorized	i autorizuar	0.760	0.458	0.815
authorship	autorësi	0.667	0.635	0.773
autism	autizmi	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiografik	0.909	0.462	0.582
autobiography	autobiografi	0.735	0.284	0.629
autocorrect	AutoCorrect	0.551	0.439	0.616
autocratic	autokratik	0.542	0.577	0.727
autograph	autograf	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	automatizuar	0.578	0.402	0.632
automatic	automatik	0.562	0.433	0.664
automobile	automobil	0.753	0.625	0.534
automotive	automobilistik	0.656	0.520	0.577
autonomy	autonomi	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsi	0.252	0.650	0.538
autumn	vjeshte	0.765	0.204	0.450
auxiliary	ndihmës	0.622	0.471	0.509
avail	dobi	0.800	0.430	0.603
availability	disponueshmëri	0.796	0.544	0.600
available	në dispozicion	0.844	0.356	0.623
avalanche	ortek	0.265	0.915	0.683
