Word	Tajik-tg	Valence	Arousal	Dominance
amour	NO TRANSLATION	0.865	0.480	0.652
amp	амп	0.439	0.393	0.375
ampersand	амплитуда	0.480	0.448	0.483
amphetamines	амфетаминҳо	0.133	0.667	0.526
amphibian	амфибия	0.427	0.357	0.474
amphibious	амфикӣ	0.479	0.346	0.445
amphitheater	амфитеатр	0.653	0.480	0.545
ample	кофӣ аст	0.744	0.349	0.719
amplification	амплитуда	0.690	0.677	0.810
amplify	баланд бардоред	0.677	0.735	0.827
amplitude	амплитуда	0.694	0.439	0.692
amply	амин	0.781	0.431	0.766
amputate	ампират	0.092	0.660	0.509
amputation	узвият	0.100	0.755	0.483
amuck	хомӯш мекунанд	0.385	0.602	0.321
amulet	Амулет	0.781	0.260	0.630
amuse	бедор бошед	0.812	0.684	0.664
amused	хонданд	0.942	0.847	0.596
amusement	истироҳат	0.929	0.837	0.803
amusing	истироҳат	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	anesthesia	0.350	0.217	0.473
anaesthetic	эстетикӣ	0.449	0.268	0.509
anagram	анаграмма	0.552	0.327	0.449
anal	анал	0.333	0.798	0.334
analgesic	ангурпарварӣ	0.417	0.321	0.441
analogous	монанд	0.531	0.270	0.500
analogue	аналогӣ	0.570	0.320	0.446
analogy	аналогӣ	0.510	0.367	0.509
analysis	таҳлил	0.729	0.448	0.705
analyst	таҳлилгар	0.604	0.415	0.755
analytic	таҳлилӣ	0.665	0.521	0.634
analytical	таҳлилӣ	0.625	0.324	0.800
analyze	таҳлил кунед	0.667	0.462	0.710
analyzer	таҳлилгар	0.625	0.556	0.854
anaphylactic	Анафилактик	0.378	0.588	0.500
anarchism	анархия	0.125	0.804	0.623
anarchist	анархист	0.204	0.700	0.759
anarchy	anarchy	0.146	0.755	0.620
anastomosis	анастомия	0.375	0.470	0.490
anathema	антирема	0.286	0.490	0.519
anatomic	анатомия	0.562	0.442	0.546
anatomy	анатомия	0.562	0.390	0.571
ancestor	падари	0.592	0.388	0.594
ancestral	падарон	0.640	0.481	0.750
ancestry	оилавӣ	0.708	0.519	0.717
anchor	чарх	0.520	0.284	0.564
anchorage	мелодӣ	0.500	0.325	0.639
ancient	қадим	0.420	0.217	0.439
ancillary	ёрирасон	0.449	0.442	0.278
androgen	ваrrogen	0.255	0.523	0.527
android	андроид	0.663	0.436	0.500
anecdote	Садо Меҳмони "Озодӣ"	0.583	0.529	0.500
anemia	камхунӣ	0.188	0.327	0.310
anemic	анемӣ	0.167	0.279	0.155
anemone	якум	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	анестиолог	0.419	0.224	0.526
anesthetic	эстетикӣ	0.350	0.264	0.482
aneurysm	анэурисм	0.115	0.690	0.536
anew	нав	0.771	0.358	0.385
angel	фаришта	0.906	0.158	0.704
angelic	фаришта	0.927	0.298	0.668
anger	хашм	0.167	0.865	0.657
angered	хашмгин	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	анкеографӣ	0.347	0.520	0.465
angiography	ангиография	0.378	0.536	0.520
angle	кунҷӣ	0.541	0.330	0.455
angling	фарогирӣ	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	хашмгин	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	эст	0.167	0.888	0.333
anguish	хавотир	0.153	0.792	0.265
anguished	хафа шуд	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	обхезӣ	0.456	0.365	0.355
animal	ҳайвон	0.521	0.510	0.513
animate	аниматсия	0.827	0.755	0.635
animated	аниматсия	0.823	0.676	0.538
animation	аниматсия	0.888	0.750	0.549
animosity	шубҳанок	0.510	0.724	0.545
animus	анимат	0.698	0.676	0.466
ankle	ангуштарин	0.500	0.274	0.234
anklet	Анклет	0.410	0.276	0.302
annals	вироиш	0.427	0.610	0.424
annex	Замима	0.594	0.350	0.458
annexation	замима карда мешавад	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	нобуд созед	0.115	0.918	0.681
annihilated	нестанд	0.080	0.760	0.324
annihilation	нест кардан	0.041	0.800	0.591
anniversary	сола	0.880	0.770	0.723
annotate	шарҳ диҳед	0.592	0.469	0.441
annotation	шарҳ додан	0.604	0.470	0.619
announce	эълон кунед	0.694	0.618	0.611
announcement	эълон	0.729	0.491	0.482
announcer	эълон кардан	0.602	0.570	0.732
annoy	хафа нашавед	0.094	0.765	0.286
annoyance	шадид	0.167	0.718	0.342
annoyed	азият мекашад	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	азият мекашанд	0.082	0.853	0.348
annoys	хомӯшӣ	0.146	0.778	0.435
annual	солона	0.552	0.236	0.500
annuity	солона	0.521	0.304	0.527
annul	бекор карда шавад	0.250	0.448	0.364
annular	якҷоя	0.310	0.385	0.412
annulment	бекор карда шудааст	0.153	0.375	0.447
annulus	бекор карда шудааст	0.458	0.380	0.376
anointed	тадҳиншудагон	0.500	0.368	0.579
anointing	тадҳиншуда	0.653	0.350	0.547
anomalous	аномалӣ	0.281	0.480	0.423
anomaly	аномалия	0.188	0.538	0.404
anon	Анон	0.479	0.354	0.298
anonymity	номуайянӣ	0.469	0.255	0.430
anonymous	номаълум	0.396	0.291	0.431
anorexic	анор	0.160	0.618	0.245
answer	ҷавоб	0.537	0.373	0.661
answerable	ҷавоб	0.708	0.481	0.750
answering	ҷавоб дод	0.684	0.500	0.607
ant	анти	0.448	0.216	0.216
antagonism	зиддият	0.224	0.618	0.524
antagonist	антенистор	0.240	0.615	0.700
antagonistic	зиддият	0.296	0.604	0.565
antagonize	антенаизм	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	анъанавӣ	0.427	0.551	0.566
antelope	антофа	0.542	0.510	0.500
antenna	антена	0.521	0.327	0.358
anterior	аноним	0.510	0.245	0.362
anthem	гимн	0.780	0.343	0.729
anthill	антена	0.327	0.578	0.377
anthology	Антология	0.338	0.406	0.537
anthrax	эмкунӣ	0.188	0.730	0.500
anthropological	антропологӣ	0.367	0.390	0.490
anthropologist	антрополог	0.551	0.385	0.725
anthropology	антропология	0.490	0.367	0.582
anti	зидди	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	антибиотик	0.510	0.373	0.658
antibiotics	антибиотикҳо	0.448	0.406	0.557
antichrist	зиддият	0.082	0.837	0.544
anticipate	пешгӯиҳо	0.622	0.469	0.667
anticipation	пешгӯӣ кардан	0.698	0.539	0.711
anticipatory	пешгўӣ	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	зиддият	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	зиддият	0.430	0.714	0.658
antimony	анимони	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	анастасия	0.500	0.233	0.426
antiquated	пешакӣ	0.420	0.392	0.236
antique	антиқа	0.634	0.290	0.518
antiques	антикҳо	0.540	0.370	0.595
antiquity	қадимтарин	0.385	0.333	0.556
antiseptic	антисептика	0.438	0.370	0.623
antisocial	зиддият	0.146	0.686	0.391
antithesis	зиддият	0.396	0.412	0.536
antithetical	антитикӣ	0.271	0.509	0.358
antiviral	антибиотик	0.459	0.470	0.549
antler	Антилер	0.448	0.470	0.500
antsy	хашмгин	0.449	0.558	0.417
anus	анус	0.347	0.644	0.350
anvil	Анвил	0.380	0.510	0.604
anxiety	ташвиш	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ташвиш	0.281	0.875	0.434
anxiousness	ташвишовар	0.235	0.814	0.282
anytime	ҳар вақт	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	хандид	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	истиқомат	0.719	0.393	0.580
apartments	ҳуҷраҳо	0.704	0.337	0.443
apathetic	истисмор	0.188	0.292	0.333
apathy	афсӯс	0.184	0.212	0.204
ape	аҷиб	0.548	0.389	0.336
aperture	тиреза	0.612	0.450	0.667
apex	хонданд	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	як порча	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	гувоҳ аст	0.479	0.461	0.571
apologist	хушунат	0.406	0.429	0.526
apologize	гувоҳ аст	0.551	0.378	0.389
apology	Озмоиш	0.571	0.346	0.402
apostasy	мастӣ	0.388	0.520	0.517
apostate	Мастер	0.342	0.500	0.528
apostle	ҳавворӣ	0.646	0.347	0.732
apostolic	Апостол	0.592	0.300	0.717
apostrophe	данд	0.469	0.368	0.537
apothecary	Садо Ояндасоз	0.561	0.328	0.529
appalled	шодам	0.194	0.792	0.562
appalling	шубҳанок	0.160	0.827	0.415
apparatus	дастгоҳ	0.375	0.353	0.377
apparel	либос	0.698	0.435	0.453
apparent	равшан аст	0.473	0.383	0.398
apparently	албатта	0.531	0.410	0.426
apparition	ШАҲРИ КӮЛОБ	0.406	0.573	0.636
appeal	шикоят	0.663	0.598	0.558
appear	пайдо мешавад	0.735	0.506	0.567
appearance	намуди зоҳирӣ	0.669	0.490	0.534
appease	лутфан	0.633	0.278	0.434
appellant	шикоят	0.327	0.588	0.568
append	замима карда мешавад	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	замима	0.365	0.387	0.425
appetite	иштиҳо	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	шодбошӣ кунед	0.865	0.824	0.464
applause	шодбошӣ	0.953	0.857	0.621
apple	себ	0.811	0.300	0.264
apple juice	афшураи себ	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	себ	0.750	0.167	0.291
appliance	таҷҳизот	0.582	0.453	0.538
appliances	таҷҳизот	0.594	0.394	0.567
applicability	татбиқшаванда	0.677	0.490	0.741
applicable	истифода бурда мешавад	0.469	0.430	0.667
applicant	дархосткунанда	0.612	0.558	0.688
application	ариза	0.646	0.445	0.726
apply	истифода баред	0.612	0.321	0.667
appoint	таъин кунед	0.565	0.330	0.509
appointment	таъинот	0.688	0.594	0.547
appointments	таъинотҳо	0.745	0.677	0.625
apportion	тақсимкунӣ	0.677	0.490	0.638
apportionment	тақсимкунӣ	0.552	0.481	0.453
appraisal	арзёбӣ мекунанд	0.417	0.667	0.682
appraise	таҳлил	0.677	0.490	0.696
appreciable	шохис	0.873	0.491	0.778
appreciate	ҷолиб	0.885	0.422	0.741
appreciated	изҳори сипос намуд	0.910	0.434	0.779
appreciates	ҷолиб аст	0.765	0.500	0.656
appreciation	шукргузорӣ	0.917	0.529	0.588
appreciative	шукргузорӣ	0.857	0.380	0.654
apprehend	дастгир карда шудааст	0.521	0.624	0.696
apprehension	дастгиршуда	0.385	0.720	0.454
apprehensive	тааҷҷубовар аст	0.406	0.592	0.431
apprentice	омўзгор	0.615	0.413	0.452
apprenticeship	шаффофият	0.812	0.482	0.643
approach	муносибат	0.612	0.392	0.610
approaching	ба наздикӣ	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	тасдиќ кардан	0.792	0.529	0.774
appropriate	мувофиқ аст	0.833	0.368	0.759
appropriation	ҷудо карда мешавад	0.510	0.632	0.717
approval	тасдиқ	0.854	0.460	0.889
approve	тасдиқ кунед	0.875	0.548	0.741
approved	тасдиқ шудааст	0.833	0.349	0.698
approvement	тасдиқ карда мешавад	0.880	0.625	0.780
approving	тасдиқ карда мешавад	0.917	0.583	0.773
approximate	тахминан	0.551	0.560	0.520
approximately	тахминан	0.622	0.396	0.538
approximating	тахминан	0.583	0.615	0.471
approximation	тахминӣ	0.582	0.402	0.593
appurtenances	дубора	0.573	0.412	0.547
apricot	зардолу	0.708	0.320	0.278
apron	пешрафт	0.582	0.208	0.245
apt	данд	0.582	0.418	0.382
aptitude	малака	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	аквариум	0.663	0.327	0.393
aquatic	Обид	0.677	0.510	0.463
aqueduct	обхезӣ	0.551	0.411	0.534
aqueous	обхезӣ	0.429	0.270	0.310
arable	корношоям	0.510	0.350	0.465
arbiter	Озодӣ "	0.561	0.537	0.814
arbitrary	худсарона	0.281	0.702	0.686
arbitrate	арабӣ	0.470	0.620	0.682
arbitration	арбитраж	0.587	0.602	0.670
arbitrator	ҳакамӣ	0.385	0.448	0.795
arbor	арвоҳ	0.583	0.490	0.591
arc	Арк	0.552	0.388	0.396
arcade	аркада	0.676	0.521	0.502
arcane	аркан	0.500	0.490	0.637
arch	данд	0.500	0.354	0.468
archaeological	археологи	0.740	0.441	0.660
archaeologist	археолог	0.552	0.451	0.706
archaeology	археология	0.596	0.358	0.691
archaic	арача	0.271	0.327	0.332
archangel	сарвар	0.837	0.500	0.708
archbishop	архив	0.622	0.280	0.776
archdiocese	архитектура	0.400	0.321	0.704
archduke	Аркадий	0.458	0.413	0.634
arched	арабӣ	0.582	0.403	0.398
archer	артиш	0.573	0.622	0.661
archery	округ	0.594	0.604	0.589
archetype	забони арабӣ	0.448	0.520	0.569
archipelago	Ҷаҳиш ба: новбари, Ҷустуҷӯи	0.745	0.370	0.592
architect	архитектор	0.776	0.442	0.836
architectural	меъморӣ	0.729	0.390	0.670
architecture	меъморӣ	0.820	0.390	0.694
archive	архив	0.438	0.294	0.527
arctic	арктика	0.615	0.352	0.546
ardent	сатил	0.694	0.873	0.722
ardor	бозгашт	0.500	0.780	0.538
arduous	заъиф	0.344	0.783	0.605
area	минтақаи	0.490	0.306	0.464
arena	Арена	0.510	0.235	0.404
areola	астанд	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	арғ	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	баҳс мекунанд	0.093	0.798	0.525
argument	баҳс	0.510	0.464	0.698
argumentation	мубоҳиса	0.479	0.549	0.760
argumentative	мубоҳисавӣ	0.450	0.531	0.679
arguments	далелҳо	0.541	0.602	0.657
arid	хушк шудааст	0.323	0.333	0.379
arise	бархезед	0.750	0.582	0.725
aristocracy	аристократӣ	0.688	0.549	0.842
aristocrat	Аристократ	0.583	0.413	0.811
aristocratic	аристократӣ	0.449	0.519	0.676
arithmetic	арифметикӣ	0.453	0.460	0.634
ark	киштӣ	0.396	0.427	0.543
arm	ранд	0.552	0.285	0.469
armada	Армандо	0.408	0.740	0.868
armament	Озодӣ "	0.198	0.764	0.810
armaments	орд	0.192	0.839	0.830
armature	арматур	0.510	0.558	0.755
armchair	қолинбофӣ	0.646	0.164	0.339
armed	силоҳ	0.188	0.750	0.808
armor	зӯр	0.469	0.625	0.784
armored	зиреҳпӯш	0.469	0.509	0.861
armory	силоҳ	0.448	0.663	0.800
armpit	ангишт	0.283	0.439	0.250
arms	силоҳҳо	0.464	0.395	0.483
army	артиш	0.417	0.759	0.902
aroma	накҳати	0.823	0.235	0.442
aromatherapy	ароматика	0.847	0.220	0.473
arousal	хавфнок	0.791	0.943	0.731
arouse	ором	0.740	0.491	0.580
aroused	бедор шуд	0.708	0.952	0.667
arraignment	ҷубронпулӣ	0.406	0.837	0.534
arrange	ташкил кунед	0.740	0.490	0.571
arranged	ташкил карда шудааст	0.698	0.531	0.728
arrangement	созишнома	0.625	0.382	0.683
array	асал	0.521	0.396	0.568
arrears	қарзҳо	0.286	0.485	0.302
arrest	боздошт	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	омадед	0.678	0.510	0.474
arrive	биёед	0.837	0.406	0.585
arrogance	ҷуръат	0.143	0.750	0.620
arrogant	фаровонӣ	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	арсенал	0.276	0.598	0.433
arseholes	арсеналҳо	0.188	0.545	0.351
arsenal	Арсенал	0.365	0.741	0.752
arsenic	Арсений	0.281	0.472	0.447
arson	сӯхтор	0.133	0.904	0.567
arsonist	сӯхтор	0.348	0.840	0.500
art	санъат	0.812	0.360	0.603
arterial	артериявӣ	0.396	0.510	0.583
artery	артерия	0.396	0.580	0.537
artful	зебо	0.771	0.608	0.778
arthritis	артрит	0.110	0.518	0.345
arthropod	Артропод	0.344	0.464	0.434
artichoke	ангенор	0.583	0.218	0.287
article	мақола	0.594	0.280	0.481
articles	мақолаҳо	0.552	0.324	0.565
articulate	данд	0.677	0.462	0.618
articulation	данд	0.479	0.480	0.591
artifact	асал	0.510	0.500	0.566
artifice	арифметикӣ	0.316	0.696	0.482
artificial	сунъӣ	0.306	0.385	0.351
artillery	артиллерия	0.350	0.912	0.794
artisan	санъаткор	0.781	0.330	0.411
artist	рассом	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	санъат	0.802	0.646	0.632
artistry	санъат	0.823	0.346	0.769
artists	рассомон	0.796	0.667	0.741
artwork	санъат	0.896	0.368	0.679
arty	Бештар	0.490	0.422	0.388
asap	ҳар чи зудтар	0.571	0.500	0.552
asbestos	Асбобҳо	0.357	0.481	0.464
ascend	бача	0.830	0.620	0.812
ascendancy	сарлавҳа	0.724	0.625	0.700
ascendant	сархат	0.656	0.673	0.821
ascending	боло рафтанд	0.826	0.644	0.777
ascension	эҳё	0.765	0.720	0.714
ascent	арҷгузорӣ	0.755	0.627	0.833
ascertain	муайян карда мешавад	0.560	0.530	0.625
ascertained	муайян карда мешавад	0.531	0.529	0.616
ascetic	ассистент	0.438	0.375	0.472
ash	кл	0.260	0.210	0.207
ashamed	шарм дорад	0.156	0.588	0.228
ashes	хокистар	0.327	0.279	0.142
ashtray	офтоб	0.406	0.382	0.265
asinine	Асинин	0.429	0.472	0.433
ask	пурсед	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	хоб	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	сарсабил ё морҷӯба	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	ҷанин	0.479	0.469	0.588
aspects	ҷанбаҳо	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	асфалт	0.479	0.264	0.439
