Word	Yiddish-yi	Valence	Arousal	Dominance
ameliorate	פאַרגרעסערן	0.770	0.548	0.747
amen	amen	0.781	0.182	0.542
amenable	amenable	0.448	0.410	0.406
amend	אַמענד	0.688	0.406	0.658
amendment	אַמענדמענט	0.531	0.459	0.606
amends	amends	0.640	0.366	0.517
amenity	amenity	0.750	0.327	0.574
amethyst	אַמעטהיסט	0.622	0.406	0.517
amiable	ליב	0.847	0.290	0.483
amicable	amicable	0.875	0.330	0.507
amid	צווישן	0.510	0.340	0.256
amidst	אַמידסט	0.480	0.330	0.316
amino	אַמינאָ	0.551	0.402	0.433
ammo	אַממאָ	0.323	0.765	0.621
ammonia	אַמאָוניאַ	0.292	0.587	0.409
ammonium	אַמאָוניאַם	0.354	0.396	0.368
ammunition	ammunition	0.338	0.635	0.667
amnesia	אַמניזשאַ	0.296	0.330	0.308
amnesty	אַמניסטיע	0.551	0.451	0.814
amorous	ליבהאָבער	0.844	0.670	0.636
amorphous	אַמאָרפאַס	0.327	0.402	0.349
amortization	אַמאָרטיזאַטיאָן	0.592	0.491	0.522
amount	סומע	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ampersand	0.480	0.448	0.483
amphetamines	אַמפעטאַמינז	0.133	0.667	0.526
amphibian	amphibian	0.427	0.357	0.474
amphibious	אַמפיביאַס	0.479	0.346	0.445
amphitheater	אַמפיטהעאַטער	0.653	0.480	0.545
ample	גענוג	0.744	0.349	0.719
amplification	אַמפּלאַפאַקיישאַן	0.690	0.677	0.810
amplify	אַמפּלאַפיי	0.677	0.735	0.827
amplitude	אַמפּליטוד	0.694	0.439	0.692
amply	amply	0.781	0.431	0.766
amputate	אַמפּוטאַטע	0.092	0.660	0.509
amputation	אַמפּיאַטיישאַן	0.100	0.755	0.483
amuck	אַמוק	0.385	0.602	0.321
amulet	amulet	0.781	0.260	0.630
amuse	פאַרווייַלן	0.812	0.684	0.664
amused	אַמיוזד	0.942	0.847	0.596
amusement	פאַרווייַלונג	0.929	0.837	0.803
amusing	amusing	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	אַניסטיזשאַ	0.350	0.217	0.473
anaesthetic	אַנאַסטעטיק	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	אַנאַל	0.333	0.798	0.334
analgesic	אַנאַלדזשיסיק	0.417	0.321	0.441
analogous	analogous	0.531	0.270	0.500
analogue	אַנאַלאָג	0.570	0.320	0.446
analogy	אַנאַלאַדזשי	0.510	0.367	0.509
analysis	אַנאַליסיס	0.729	0.448	0.705
analyst	אַנאַליסט	0.604	0.415	0.755
analytic	analytic	0.665	0.521	0.634
analytical	analytical	0.625	0.324	0.800
analyze	פונאַנדערקלייַבן	0.667	0.462	0.710
analyzer	אַנאַליזער	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	אַנאַרכיזאַם	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	אַנאַרכיע	0.146	0.755	0.620
anastomosis	אַנאַסטאָמאָסיס	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	אָוועס	0.592	0.388	0.594
ancestral	ancestral	0.640	0.481	0.750
ancestry	ancestry	0.708	0.519	0.717
anchor	אַנקער	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	אלטע	0.420	0.217	0.439
ancillary	אַנסיללאַרי	0.449	0.442	0.278
androgen	אַנדראָגען	0.255	0.523	0.527
android	אַנדרויד	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	אַנעמיאַ	0.188	0.327	0.310
anemic	אַנעמיק	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	אַניסטיזשאַ	0.365	0.216	0.394
anesthesiologist	אַנעסטהעסיאָלאָגיסט	0.419	0.224	0.526
anesthetic	אַנאַסטעטיק	0.350	0.264	0.482
aneurysm	אַנריזיסם	0.115	0.690	0.536
anew	ווידער	0.771	0.358	0.385
angel	מלאך	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	קאַס	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	אַנדזשיינאַ	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	אַנגיאָגראַפי	0.378	0.536	0.520
angle	ווינקל	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	Angriest	0.094	0.892	0.430
angry	angry	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	Angst	0.167	0.888	0.333
anguish	פרידלעך	0.153	0.792	0.265
anguished	angry	0.135	0.720	0.307
angular	ווינקלדיק	0.449	0.281	0.444
anhydrous	אַנהידראָוס	0.456	0.365	0.355
animal	animal	0.521	0.510	0.513
animate	אַנימאַטעד	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	אַנימאָסיטי	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	קנעכל	0.500	0.274	0.234
anklet	אַנגקליט	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	annexation	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	annihilate	0.115	0.918	0.681
annihilated	אַנייאַלייטיד	0.080	0.760	0.324
annihilation	אַנייאַליישאַן	0.041	0.800	0.591
anniversary	יאָרטאָג	0.880	0.770	0.723
annotate	אַנאָטירן	0.592	0.469	0.441
annotation	אַנאָטאַציע	0.604	0.470	0.619
announce	מעלדן	0.694	0.618	0.611
announcement	announcement	0.729	0.491	0.482
announcer	אַנאַונסער	0.602	0.570	0.732
annoy	באדערן	0.094	0.765	0.286
annoyance	אַנויאַנס	0.167	0.718	0.342
annoyed	אַנויד	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	אַנויינג	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	יערלעך	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	annul	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	annulment	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	anointing	0.653	0.350	0.547
anomalous	אַנאַמאַלאַס	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	אַנאָנימיטי	0.469	0.255	0.430
anonymous	אַנאָנימע	0.396	0.291	0.431
anorexic	אַנאָרעקסיק	0.160	0.618	0.245
answer	ענטפער	0.537	0.373	0.661
answerable	פאַראַנטוואָרטלעך	0.708	0.481	0.750
answering	answering	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	אַנטאַגאַניזאַם	0.224	0.618	0.524
antagonist	אַנטאַגנאַסט	0.240	0.615	0.700
antagonistic	אַנטאַגאָניש	0.296	0.604	0.565
antagonize	אַנטאַגאָניזירן	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	אַנטעלאָפּע	0.542	0.510	0.500
antenna	אַנטענע	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	הימען	0.780	0.343	0.729
anthill	אַנטהילל	0.327	0.578	0.377
anthology	אַנטאַלאַדזשי	0.338	0.406	0.537
anthrax	אַנטראַקס	0.188	0.730	0.500
anthropological	אַנטהראָפּאָלאָגיקאַל	0.367	0.390	0.490
anthropologist	אַנטראַפּאַלאַדזשיסט	0.551	0.385	0.725
anthropology	אַנטהראָפּאָלאָגי	0.490	0.367	0.582
anti	אַנטי	0.365	0.412	0.384
antiaircraft	אַנטי-ערקראַפט	0.330	0.622	0.629
antibiotic	אַנטיביאָטיק	0.510	0.373	0.658
antibiotics	אַנטיביאָטיקס	0.448	0.406	0.557
antichrist	אַנטיטשריסט	0.082	0.837	0.544
anticipate	ריכטיק	0.622	0.469	0.667
anticipation	אַנטיסאַפּיישאַן	0.698	0.539	0.711
anticipatory	אַנטיפּעראַטאָרי	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	אַנטידאָט	0.541	0.490	0.629
antifungal	אַנטיפונג	0.408	0.412	0.441
antigravity	אַנטיגראַוויטי	0.430	0.714	0.658
antimony	אַנטימאָני	0.378	0.398	0.490
antipathy	אַנטיפּאַטי	0.198	0.549	0.393
antiquarian	אַנטיקוויסטיק	0.500	0.233	0.426
antiquated	antiquated	0.420	0.392	0.236
antique	אַנטיק	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	antiquity	0.385	0.333	0.556
antiseptic	אַנטיסעפּטיק	0.438	0.370	0.623
antisocial	אַנטיסאָסיאַל	0.146	0.686	0.391
antithesis	אַנטיטעסיס	0.396	0.412	0.536
antithetical	אַנטיטהעטיקאַל	0.271	0.509	0.358
antiviral	אַנטיוויראַל	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	אַנוס	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	anxiety	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	anxious	0.281	0.875	0.434
anxiousness	anxiousness	0.235	0.814	0.282
anytime	anytime	0.625	0.461	0.436
aorta	אַאָרטאַ	0.448	0.510	0.542
aortic	אַאָרטיק	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	אַפּאַטשי	0.687	0.469	0.500
apartment	וווינונג	0.719	0.393	0.580
apartments	אַפּאַרטמאַנץ	0.704	0.337	0.443
apathetic	אַפּאַטהעטיק	0.188	0.292	0.333
apathy	אַפּאַטהי	0.184	0.212	0.204
ape	ייפּע	0.548	0.389	0.336
aperture	עפענונג	0.612	0.450	0.667
apex	אַפּעקס	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	אַפּראָדיסיאַק	0.750	0.846	0.667
apiece	א שטיקל	0.439	0.259	0.383
aplomb	אַפּפּלאָמב	0.500	0.509	0.582
apocalypse	אַפּאָקאַליפּסע	0.050	0.867	0.736
apocalyptic	אַפּאַקאַליפּטיק	0.173	0.880	0.750
apologetic	אַפּאָלאָגעטיקס	0.479	0.461	0.571
apologist	אַפּאָלאָגיסט	0.406	0.429	0.526
apologize	אַנטדעקן	0.551	0.378	0.389
apology	אַנטשולדיקונג	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	אָפּשיידן	0.342	0.500	0.528
apostle	שליח	0.646	0.347	0.732
apostolic	אַפּאָסטאָליק	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	אַפּאַטייקאַרי	0.561	0.328	0.529
appalled	אַפּאָלד	0.194	0.792	0.562
appalling	גרויליק	0.160	0.827	0.415
apparatus	אַפּאַראַט	0.375	0.353	0.377
apparel	קלייד	0.698	0.435	0.453
apparent	קלאָר	0.473	0.383	0.398
apparently	משמעות	0.531	0.410	0.426
apparition	פנים	0.406	0.573	0.636
appeal	אַפּעלירן	0.663	0.598	0.558
appear	זיך באווייזן	0.735	0.506	0.567
appearance	אויסזען	0.669	0.490	0.534
appease	באַרויקן	0.633	0.278	0.434
appellant	אַפּעלאַנט	0.327	0.588	0.568
append	append	0.573	0.464	0.453
appendage	אַפּענדידזש	0.229	0.382	0.438
appendectomy	אַפּפּענדעקטאָמי	0.177	0.670	0.554
appendicitis	אַפּפּענדיסיטיס	0.031	0.640	0.347
appendix	appendix	0.365	0.387	0.425
appetite	אַפּעטיט	0.704	0.637	0.581
appetizer	אַפּפּעטיזער	0.755	0.560	0.406
appetizing	אַפּעטיטלעך	0.806	0.657	0.688
applaud	applaud	0.865	0.824	0.464
applause	אַפּלאָדיסמענטן	0.953	0.857	0.621
apple	עפּל	0.811	0.300	0.264
apple juice	עפּל זאַפט	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	appliance	0.582	0.453	0.538
appliances	אַפּלייאַנסיז	0.594	0.394	0.567
applicability	אַפּלאַקיישאַן	0.677	0.490	0.741
applicable	אָנווענדלעך	0.469	0.430	0.667
applicant	אַפּליקאַנט	0.612	0.558	0.688
application	אַפּלאַקיישאַן	0.646	0.445	0.726
apply	צולייגן	0.612	0.321	0.667
appoint	נאָמינירן	0.565	0.330	0.509
appointment	אַפּוינטמאַנט	0.688	0.594	0.547
appointments	אַפּוינטמאַנץ	0.745	0.677	0.625
apportion	ויספאָרשונג	0.677	0.490	0.638
apportionment	פארטיילונג	0.552	0.481	0.453
appraisal	אָפּשאַצונג	0.417	0.667	0.682
appraise	אָפּשאַצן	0.677	0.490	0.696
appreciable	נאָוטאַבאַל	0.873	0.491	0.778
appreciate	אָפּשאַצן	0.885	0.422	0.741
appreciated	appreciated	0.910	0.434	0.779
appreciates	appreciates	0.765	0.500	0.656
appreciation	appreciation	0.917	0.529	0.588
appreciative	appreciative	0.857	0.380	0.654
apprehend	apprehend	0.521	0.624	0.696
apprehension	ופמערקזאַמקייט	0.385	0.720	0.454
apprehensive	apprehensive	0.406	0.592	0.431
apprentice	לערניינגל	0.615	0.413	0.452
apprenticeship	לערניינגל	0.812	0.482	0.643
approach	צוגאַנג	0.612	0.392	0.610
approaching	צוגאַנג	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	approbation	0.792	0.529	0.774
appropriate	געהעריק	0.833	0.368	0.759
appropriation	אַפּראָופּרייישאַן	0.510	0.632	0.717
approval	האַסקאָמע	0.854	0.460	0.889
approve	approve	0.875	0.548	0.741
approved	באוויליקט	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	approving	0.917	0.583	0.773
approximate	אַפּפּראָקסימאַטע	0.551	0.560	0.520
approximately	בעערעך	0.622	0.396	0.538
approximating	אַפּשאַנאַל	0.583	0.615	0.471
approximation	אַפּשאַנאַל	0.582	0.402	0.593
appurtenances	אַפּערטונאַנסיז	0.573	0.412	0.547
apricot	אַפּריקאָס	0.708	0.320	0.278
apron	פאַרטעך	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	אַקוואַ	0.656	0.292	0.359
aquamarine	אַקוואַמערין	0.729	0.306	0.413
aquarium	אַקוואַריום	0.663	0.327	0.393
aquatic	וואַסער	0.677	0.510	0.463
aqueduct	אַקוועדוקט	0.551	0.411	0.534
aqueous	ייקוויאַס	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	אַרביטטער	0.561	0.537	0.814
arbitrary	arbitrary	0.281	0.702	0.686
arbitrate	אַרביטראַטע	0.470	0.620	0.682
arbitration	אַרביטריישאַן	0.587	0.602	0.670
arbitrator	אַרביטרייטער	0.385	0.448	0.795
arbor	אַרבאָר	0.583	0.490	0.591
arc	קרייַזבויגן	0.552	0.388	0.396
arcade	אַרקייד	0.676	0.521	0.502
arcane	אַרקיין	0.500	0.490	0.637
arch	אַרטש	0.500	0.354	0.468
archaeological	אַרקיאַלאַדזשיקאַל	0.740	0.441	0.660
archaeologist	אַרקיאַלאַדזשיסט	0.552	0.451	0.706
archaeology	אַרטשאַעאָלאָגי	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	אַרטשאַנגעל	0.837	0.500	0.708
archbishop	אַרטשבישאָפּ	0.622	0.280	0.776
archdiocese	אַרטשדיאָסעס	0.400	0.321	0.704
archduke	אַרטשדוקקע	0.458	0.413	0.634
arched	אַרטשט	0.582	0.403	0.398
archer	אַרטשער	0.573	0.622	0.661
archery	אַרטשערי	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	אַרטשאַפּאַלייגאָו	0.745	0.370	0.592
architect	אַרכיטעקט	0.776	0.442	0.836
architectural	אַרקאַטעקטשעראַל	0.729	0.390	0.670
architecture	אַרקאַטעקטשער	0.820	0.390	0.694
archive	אַרקייוו	0.438	0.294	0.527
arctic	אַרקטיש	0.615	0.352	0.546
ardent	פאַרברענט	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	arduous	0.344	0.783	0.605
area	געגנט	0.490	0.306	0.464
arena	ארענע	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	טייַנען	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentation	0.479	0.549	0.760
argumentative	argumentative	0.450	0.531	0.679
arguments	טענות	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	ופקומען	0.750	0.582	0.725
aristocracy	אַריסטאָקראַטיע	0.688	0.549	0.842
aristocrat	אַריסטאָקראַט	0.583	0.413	0.811
aristocratic	אַריסטאָקראַטיש	0.449	0.519	0.676
arithmetic	אַריטמעטיק	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	אָרעם	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	armaments	0.192	0.839	0.830
armature	אַרמאַטורע	0.510	0.558	0.755
armchair	armchair	0.646	0.164	0.339
armed	אַרמד	0.188	0.750	0.808
armor	פאנצער	0.469	0.625	0.784
armored	אַרמערד	0.469	0.509	0.861
armory	armory	0.448	0.663	0.800
armpit	אַרמפּיט	0.283	0.439	0.250
arms	arms	0.464	0.395	0.483
army	אַרמיי	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	אַראָמאַטהעראַפּי	0.847	0.220	0.473
arousal	ויסזאָגונג	0.791	0.943	0.731
arouse	ופמאַכן	0.740	0.491	0.580
aroused	אויפגעשטאנען	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	צולייגן	0.740	0.490	0.571
arranged	עריינדזשד	0.698	0.531	0.728
arrangement	arrangement	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	פאַרווער	0.286	0.485	0.302
arrest	אַרעסטירן	0.146	0.951	0.500
arrhythmia	ערידמיאַ	0.265	0.706	0.356
arrival	אָנקומען	0.678	0.510	0.474
arrive	אָנקומען	0.837	0.406	0.585
arrogance	גאַדלעס	0.143	0.750	0.620
arrogant	עראַגאַנט	0.115	0.755	0.580
arrow	פייַל	0.439	0.390	0.454
arsehole	אַרסעהאָלע	0.276	0.598	0.433
arseholes	אַרסעהאָלעס	0.188	0.545	0.351
arsenal	אַרסענאַל	0.365	0.741	0.752
arsenic	אַרסעניק	0.281	0.472	0.447
arson	וניווערסאַל	0.133	0.904	0.567
arsonist	אַרסאַנאַסט	0.348	0.840	0.500
art	קונסט	0.812	0.360	0.603
arterial	אַרטעריאַל	0.396	0.510	0.583
artery	אַרטעריע	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	אַרטריט	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	article	0.594	0.280	0.481
articles	ארטיקלען	0.552	0.324	0.565
articulate	articulate	0.677	0.462	0.618
articulation	אַרטיקולאַטיאָן	0.479	0.480	0.591
artifact	אַרטיפאַקט	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	קינסטלעך	0.306	0.385	0.351
artillery	אַרטילעריע	0.350	0.912	0.794
artisan	אַרטיס	0.781	0.330	0.411
artist	קינסטלער	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	אַרטיסטישע	0.802	0.646	0.632
artistry	artistry	0.823	0.346	0.769
artists	קינסטלער	0.796	0.667	0.741
artwork	artwork	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	ווי אומשנעלסטן	0.571	0.500	0.552
asbestos	אַסבעסטאַס	0.357	0.481	0.464
ascend	אַרויף	0.830	0.620	0.812
ascendancy	ascendancy	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	אַסענדינג	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	ascent	0.755	0.627	0.833
ascertain	ויסשליסן	0.560	0.530	0.625
ascertained	באשטימט	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	אַש	0.260	0.210	0.207
ashamed	פאַרשעמט	0.156	0.588	0.228
ashes	אש	0.327	0.279	0.142
ashtray	אַשטרייַ	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	פרעגן	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	שלאָפנדיק	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	אַספּעקט	0.479	0.469	0.588
aspects	אַספּעקץ	0.439	0.480	0.565
aspen	אַספּאַן	0.479	0.280	0.395
asphalt	asphalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	שטייגער	0.704	0.724	0.675
aspire	אַספּייר	0.812	0.469	0.722
aspirin	אַספּירין	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	אַסילאַנט	0.184	0.868	0.602
assassin	מערדער	0.073	0.933	0.632
assassinate	assassinate	0.051	0.969	0.722
assassination	אַסאַסאַניישאַן	0.083	0.941	0.525
