Word	Swedish-sv	Valence	Arousal	Dominance
ancestry	anor	0.708	0.519	0.717
anchor	ankare	0.520	0.284	0.564
anchorage	ankring	0.500	0.325	0.639
ancient	gammal	0.420	0.217	0.439
ancillary	accessorisk	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdot	0.583	0.529	0.500
anemia	anemi	0.188	0.327	0.310
anemic	anemisk	0.167	0.279	0.155
anemone	anemon	0.552	0.538	0.327
anesthesia	anestesi	0.365	0.216	0.394
anesthesiologist	narkosläkare	0.419	0.224	0.526
anesthetic	bedövningsmedel	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	på nytt	0.771	0.358	0.385
angel	ängel	0.906	0.158	0.704
angelic	änglalik	0.927	0.298	0.668
anger	ilska	0.167	0.865	0.657
angered	retade	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografi	0.378	0.536	0.520
angle	vinkel	0.541	0.330	0.455
angling	mete	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	arg	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ångest	0.167	0.888	0.333
anguish	ångest	0.153	0.792	0.265
anguished	plågad	0.135	0.720	0.307
angular	vinkel-	0.449	0.281	0.444
anhydrous	vattenfri	0.456	0.365	0.355
animal	djur-	0.521	0.510	0.513
animate	animera	0.827	0.755	0.635
animated	animerad	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	fientlighet	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	vrist	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annaler	0.427	0.610	0.424
annex	bilaga	0.594	0.350	0.458
annexation	annektering	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	förinta	0.115	0.918	0.681
annihilated	förintas	0.080	0.760	0.324
annihilation	förintelse	0.041	0.800	0.591
anniversary	årsdag	0.880	0.770	0.723
annotate	kommentera	0.592	0.469	0.441
annotation	anteckning	0.604	0.470	0.619
announce	meddela	0.694	0.618	0.611
announcement	meddelande	0.729	0.491	0.482
announcer	åman	0.602	0.570	0.732
annoy	förarga	0.094	0.765	0.286
annoyance	irritation	0.167	0.718	0.342
annoyed	irriterad	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	irriterande	0.082	0.853	0.348
annoys	retar	0.146	0.778	0.435
annual	årlig	0.552	0.236	0.500
annuity	livränta	0.521	0.304	0.527
annul	upphäva	0.250	0.448	0.364
annular	ringformig	0.310	0.385	0.412
annulment	ogiltigförklaring	0.153	0.375	0.447
annulus	ring	0.458	0.380	0.376
anointed	smord	0.500	0.368	0.579
anointing	smörjelse	0.653	0.350	0.547
anomalous	anomal	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymitet	0.469	0.255	0.430
anonymous	anonym	0.396	0.291	0.431
anorexic	anorektisk	0.160	0.618	0.245
answer	svar	0.537	0.373	0.661
answerable	ansvarig	0.708	0.481	0.750
answering	svar	0.684	0.500	0.607
ant	myra	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistisk	0.296	0.604	0.565
antagonize	motverka	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antilop	0.542	0.510	0.500
antenna	antenn	0.521	0.327	0.358
anterior	främre	0.510	0.245	0.362
anthem	hymn	0.780	0.343	0.729
anthill	myrstack	0.327	0.578	0.377
anthology	antologi	0.338	0.406	0.537
anthrax	mjältbrand	0.188	0.730	0.500
anthropological	antropologisk	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologi	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotikum	0.510	0.373	0.658
antibiotics	antibiotika	0.448	0.406	0.557
antichrist	antikrist	0.082	0.837	0.544
anticipate	förutse	0.622	0.469	0.667
anticipation	förväntan	0.698	0.539	0.711
anticipatory	anteciperande	0.653	0.551	0.682
antics	upptåg	0.448	0.740	0.236
antidote	motgift	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravitation	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	antikvarisk	0.500	0.233	0.426
antiquated	föråldrad	0.420	0.392	0.236
antique	antik	0.634	0.290	0.518
antiques	antikviteter	0.540	0.370	0.595
antiquity	antiken	0.385	0.333	0.556
antiseptic	antiseptisk	0.438	0.370	0.623
antisocial	asocial	0.146	0.686	0.391
antithesis	antites	0.396	0.412	0.536
antithetical	motsättning	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	hjorthorn	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	städ	0.380	0.510	0.604
anxiety	ångest	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	angelägen	0.281	0.875	0.434
anxiousness	orolighet	0.235	0.814	0.282
anytime	helst	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	takt	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	lägenhet	0.719	0.393	0.580
apartments	lägenheter	0.704	0.337	0.443
apathetic	apatisk	0.188	0.292	0.333
apathy	apati	0.184	0.212	0.204
ape	apa	0.548	0.389	0.336
aperture	öppning	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	bladlus	0.388	0.473	0.407
aphrodisiac	afrodisiakum	0.750	0.846	0.667
apiece	en bit	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalyps	0.050	0.867	0.736
apocalyptic	apokalyptiskt	0.173	0.880	0.750
apologetic	ursäkt	0.479	0.461	0.571
apologist	apologet	0.406	0.429	0.526
apologize	be om ursäkt	0.551	0.378	0.389
apology	ursäkt	0.571	0.346	0.402
apostasy	apostasi	0.388	0.520	0.517
apostate	avfälling	0.342	0.500	0.528
apostle	apostel	0.646	0.347	0.732
apostolic	apostolisk	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	apotekare	0.561	0.328	0.529
appalled	bestört	0.194	0.792	0.562
appalling	skrämmande	0.160	0.827	0.415
apparatus	anordning	0.375	0.353	0.377
apparel	kläder	0.698	0.435	0.453
apparent	skenbar	0.473	0.383	0.398
apparently	uppenbarligen	0.531	0.410	0.426
apparition	uppenbarelse	0.406	0.573	0.636
appeal	överklagande	0.663	0.598	0.558
appear	dyka upp	0.735	0.506	0.567
appearance	utseende	0.669	0.490	0.534
appease	blidka	0.633	0.278	0.434
appellant	klaganden	0.327	0.588	0.568
append	bifoga	0.573	0.464	0.453
appendage	bihang	0.229	0.382	0.438
appendectomy	blindtarms	0.177	0.670	0.554
appendicitis	appendicit	0.031	0.640	0.347
appendix	bilaga	0.365	0.387	0.425
appetite	aptit	0.704	0.637	0.581
appetizer	aptitretare	0.755	0.560	0.406
appetizing	aptitlig	0.806	0.657	0.688
applaud	applådera	0.865	0.824	0.464
applause	applåder	0.953	0.857	0.621
apple	äpple	0.811	0.300	0.264
apple juice	äppeljuice	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	äppelmos	0.750	0.167	0.291
appliance	apparat	0.582	0.453	0.538
appliances	apparater	0.594	0.394	0.567
applicability	tillämplighet	0.677	0.490	0.741
applicable	tillämplig	0.469	0.430	0.667
applicant	sökande	0.612	0.558	0.688
application	Ansökan	0.646	0.445	0.726
apply	tillämpa	0.612	0.321	0.667
appoint	utnämna	0.565	0.330	0.509
appointment	utnämning	0.688	0.594	0.547
appointments	möten	0.745	0.677	0.625
apportion	fördela	0.677	0.490	0.638
apportionment	fördelning	0.552	0.481	0.453
appraisal	värdering	0.417	0.667	0.682
appraise	värdera	0.677	0.490	0.696
appreciable	märkbar	0.873	0.491	0.778
appreciate	uppskatta	0.885	0.422	0.741
appreciated	uppskattad	0.910	0.434	0.779
appreciates	uppskattar	0.765	0.500	0.656
appreciation	uppskattning	0.917	0.529	0.588
appreciative	uppskattande	0.857	0.380	0.654
apprehend	gripa	0.521	0.624	0.696
apprehension	uppfattning	0.385	0.720	0.454
apprehensive	orolig	0.406	0.592	0.431
apprentice	lärling	0.615	0.413	0.452
apprenticeship	lärlingstid	0.812	0.482	0.643
approach	närma sig	0.612	0.392	0.610
approaching	närmar sig	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	bifall	0.792	0.529	0.774
appropriate	lämplig	0.833	0.368	0.759
appropriation	anslag	0.510	0.632	0.717
approval	godkännande	0.854	0.460	0.889
approve	godkänna	0.875	0.548	0.741
approved	godkänd	0.833	0.349	0.698
approvement	godkännande	0.880	0.625	0.780
approving	godkännande	0.917	0.583	0.773
approximate	ungefärlig	0.551	0.560	0.520
approximately	ungefär	0.622	0.396	0.538
approximating	approximerande	0.583	0.615	0.471
approximation	approximation	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	aprikos	0.708	0.320	0.278
apron	förkläde	0.582	0.208	0.245
apt	benägen	0.582	0.418	0.382
aptitude	begåvning	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamarin	0.729	0.306	0.413
aquarium	akvarium	0.663	0.327	0.393
aquatic	vatten-	0.677	0.510	0.463
aqueduct	akvedukt	0.551	0.411	0.534
aqueous	vattenhaltig	0.429	0.270	0.310
arable	odlingsbar	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	godtycklig	0.281	0.702	0.686
arbitrate	medla	0.470	0.620	0.682
arbitration	skiljedom	0.587	0.602	0.670
arbitrator	medlare	0.385	0.448	0.795
arbor	berså	0.583	0.490	0.591
arc	båge	0.552	0.388	0.396
arcade	arkad	0.676	0.521	0.502
arcane	hemlig	0.500	0.490	0.637
arch	båge	0.500	0.354	0.468
archaeological	arkeologisk	0.740	0.441	0.660
archaeologist	arkeolog	0.552	0.451	0.706
archaeology	arkeologi	0.596	0.358	0.691
archaic	arkaisk	0.271	0.327	0.332
archangel	ärke	0.837	0.500	0.708
archbishop	ärkebiskop	0.622	0.280	0.776
archdiocese	ärkestift	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	välvd	0.582	0.403	0.398
archer	bågskytt	0.573	0.622	0.661
archery	bågskytte	0.594	0.604	0.589
archetype	arketyp	0.448	0.520	0.569
archipelago	skärgård	0.745	0.370	0.592
architect	arkitekt	0.776	0.442	0.836
architectural	arkitektonisk	0.729	0.390	0.670
architecture	arkitektur	0.820	0.390	0.694
archive	arkiv	0.438	0.294	0.527
arctic	arktisk	0.615	0.352	0.546
ardent	ivrig	0.694	0.873	0.722
ardor	glöd	0.500	0.780	0.538
arduous	mödosam	0.344	0.783	0.605
area	område	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	vårtgården	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumentera	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentation	0.479	0.549	0.760
argumentative	argumenterande	0.450	0.531	0.679
arguments	argument	0.541	0.602	0.657
arid	torr	0.323	0.333	0.379
arise	stiga upp	0.750	0.582	0.725
aristocracy	aristokrati	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratisk	0.449	0.519	0.676
arithmetic	aritmetisk	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	ärm	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	beväpning	0.198	0.764	0.810
armaments	rustningar	0.192	0.839	0.830
armature	armatur	0.510	0.558	0.755
armchair	fåtölj	0.646	0.164	0.339
armed	väpnad	0.188	0.750	0.808
armor	rustning	0.469	0.625	0.784
armored	armerad	0.469	0.509	0.861
armory	arsenal	0.448	0.663	0.800
armpit	armhåla	0.283	0.439	0.250
arms	vapen	0.464	0.395	0.483
army	armén	0.417	0.759	0.902
aroma	arom	0.823	0.235	0.442
aromatherapy	aromaterapi	0.847	0.220	0.473
arousal	upphetsning	0.791	0.943	0.731
arouse	väcka	0.740	0.491	0.580
aroused	väckte	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	ordna	0.740	0.490	0.571
arranged	anordnad	0.698	0.531	0.728
arrangement	arrangemang	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	efterskott	0.286	0.485	0.302
arrest	arrestera	0.146	0.951	0.500
arrhythmia	arytmi	0.265	0.706	0.356
arrival	ankomst	0.678	0.510	0.474
arrive	anlända	0.837	0.406	0.585
arrogance	arrogans	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	pil	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenik	0.281	0.472	0.447
arson	anlagd brand	0.133	0.904	0.567
arsonist	pyroman	0.348	0.840	0.500
art	konst	0.812	0.360	0.603
arterial	arteriell	0.396	0.510	0.583
artery	artär	0.396	0.580	0.537
artful	listig	0.771	0.608	0.778
arthritis	artrit	0.110	0.518	0.345
arthropod	artropod	0.344	0.464	0.434
artichoke	kronärtskocka	0.583	0.218	0.287
article	artikel	0.594	0.280	0.481
articles	artiklar	0.552	0.324	0.565
articulate	artikulera	0.677	0.462	0.618
articulation	artikulation	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	påhitt	0.316	0.696	0.482
artificial	artificiell	0.306	0.385	0.351
artillery	artilleri	0.350	0.912	0.794
artisan	hantverkare	0.781	0.330	0.411
artist	konstnär	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	konstnärlig	0.802	0.646	0.632
artistry	artisteri	0.823	0.346	0.769
artists	artister	0.796	0.667	0.741
artwork	konstverk	0.896	0.368	0.679
arty	konstnärlig	0.490	0.422	0.388
asap	så fort som möjligt	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	stiga	0.830	0.620	0.812
ascendancy	dominans	0.724	0.625	0.700
ascendant	uppstigande	0.656	0.673	0.821
ascending	stigande	0.826	0.644	0.777
ascension	uppstigning	0.765	0.720	0.714
ascent	uppstigning	0.755	0.627	0.833
ascertain	fastställa	0.560	0.530	0.625
ascertained	fastställas	0.531	0.529	0.616
ascetic	asket	0.438	0.375	0.472
ash	aska	0.260	0.210	0.207
ashamed	skamsen	0.156	0.588	0.228
ashes	aska	0.327	0.279	0.142
ashtray	askkopp	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	fråga	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	sovande	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	sparris	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	aspekt	0.479	0.469	0.588
aspects	aspekter	0.439	0.480	0.565
aspen	asp-	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	kvävning	0.198	0.704	0.311
asphyxiation	kvävning	0.059	0.745	0.412
aspiration	strävan	0.704	0.724	0.675
aspire	sträva	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	blivande	0.844	0.582	0.604
ass	röv	0.323	0.750	0.345
assail	angripa	0.378	0.510	0.500
assailant	angripare	0.184	0.868	0.602
assassin	mördare	0.073	0.933	0.632
assassinate	mörda	0.051	0.969	0.722
assassination	lönnmord	0.083	0.941	0.525
assault	överfall	0.167	0.848	0.550
assay	analysera	0.633	0.559	0.594
assemblage	samling	0.429	0.452	0.600
assemble	montera	0.542	0.570	0.750
assembled	sammansatta	0.663	0.450	0.644
assembly	hopsättning	0.698	0.500	0.640
assemblyman	Assemblyman	0.430	0.538	0.760
assent	samtycke	0.615	0.515	0.719
assert	hävda	0.750	0.619	0.809
asserting	hävda	0.694	0.531	0.736
assertion	påstående	0.740	0.442	0.750
assertive	bestämd	0.719	0.412	0.770
assess	bedöma	0.698	0.500	0.623
assessment	bedömning	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	tillgång	0.797	0.765	0.788
assets	tillgångar	0.667	0.613	0.765
asshole	idiot	0.133	0.582	0.263
assign	tilldela	0.622	0.417	0.709
assignee	sökande	0.510	0.462	0.510
assignment	uppdrag	0.483	0.398	0.745
assimilate	assimilera	0.559	0.391	0.683
assimilation	assimilering	0.429	0.378	0.463
assist	hjälpa	0.833	0.435	0.629
assistance	bistånd	0.656	0.519	0.633
assistant	assistent	0.625	0.390	0.536
associate	associera	0.812	0.409	0.625
association	förening	0.745	0.500	0.817
assorted	blandad	0.602	0.460	0.472
assortment	sortiment	0.694	0.360	0.526
assuage	mildra	0.745	0.255	0.500
assume	antar	0.698	0.401	0.464
assumed	antas	0.612	0.247	0.454
assuming	under antagande	0.740	0.390	0.526
assumption	antagande	0.479	0.431	0.417
assurance	försäkran	0.675	0.442	0.704
assure	försäkra	0.910	0.460	0.839
assured	säker	0.878	0.327	0.754
assuredly	förvisso	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroider	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatiker	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	förvåna	0.786	0.845	0.658
astonished	förvånad	0.510	0.775	0.574
astonishing	förvånande	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	förvåning	0.680	0.718	0.519
astound	slå med häpnad	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	vilse	0.098	0.676	0.308
astringent	sammandragande	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologi	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomisk	0.600	0.632	0.726
astronomy	astronomi	0.613	0.474	0.722
astute	skarpsinnig	0.776	0.658	0.827
asunder	sönder	0.208	0.442	0.259
asylum	asyl	0.407	0.330	0.445
asymmetric	asymmetrisk	0.580	0.343	0.465
asymmetry	asymmetri	0.476	0.373	0.527
asymptotic	asymptotiska	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateism	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateistisk	0.373	0.481	0.466
atherosclerosis	ateroskleros	0.250	0.480	0.343
athlete	idrottare	0.781	0.718	0.686
athletic	atletisk	0.857	0.798	0.708
athleticism	atletiska	0.750	0.863	0.778
athletics	friidrott	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfär	0.604	0.300	0.560
atmospheric	atmosfärisk	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atom-	0.327	0.817	0.713
atone	sona	0.418	0.673	0.411
atonement	försoning	0.550	0.602	0.683
atpeace	tillfreds	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	avskyvärda	0.073	0.811	0.445
atrocity	illdåd	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	bifoga	0.520	0.363	0.559
attached	bifogad	0.562	0.350	0.439
attachment	bilaga	0.570	0.343	0.500
attack	ge sig på	0.286	0.948	0.670
attacker	angripare	0.185	0.962	0.629
attacking	attackera	0.276	0.837	0.642
attain	uppnå	0.806	0.510	0.719
attainable	uppnåelig	0.760	0.500	0.759
attainment	uppnåendet	0.830	0.520	0.940
attempt	försök	0.625	0.491	0.431
attempted	försökte	0.594	0.580	0.567
attend	delta i	0.650	0.420	0.625
attendance	närvaro	0.812	0.500	0.592
attendant	skötare	0.580	0.365	0.519
attention	uppmärksamhet	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	uppmärksam	0.812	0.520	0.724
attenuate	dämpa	0.408	0.302	0.429
attenuated	dämpas	0.449	0.280	0.298
attenuation	försvagning	0.458	0.363	0.464
attest	intyga	0.439	0.710	0.685
attestation	intyg	0.234	0.635	0.500
attic	vind	0.521	0.259	0.377
attire	klädsel	0.742	0.388	0.483
attitude	attityd	0.760	0.644	0.861
attorney	advokat	0.600	0.594	0.754
attract	locka till sig	0.796	0.663	0.769
attraction	attraktion	0.906	0.774	0.712
attractive	attraktiv	0.906	0.630	0.769
attractiveness	attraktivitet	0.938	0.667	0.755
attributable	hänför	0.704	0.430	0.527
attribute	attribut	0.781	0.439	0.795
attribution	attribution	0.646	0.467	0.658
attrition	nötning	0.229	0.540	0.259
auburn	kastanjebrunt	0.510	0.240	0.411
auction	auktion	0.594	0.702	0.519
auctioneer	auktionsförrättare	0.542	0.732	0.716
audacious	djärv	0.740	0.875	0.825
audacity	djärvhet	0.760	0.755	0.916
audible	hörbar	0.673	0.370	0.462
audience	publik	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	granska	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	revisor	0.582	0.571	0.726
auditorium	hörsal	0.529	0.490	0.538
auditory	auditiv	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	förstärka	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	augusti	0.652	0.292	0.462
aunt	moster	0.667	0.291	0.420
auntie	tant	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	beskydd	0.542	0.500	0.634
auspicious	gynnsam	0.562	0.635	0.669
austere	stram	0.500	0.390	0.422
austerity	åtstramning	0.438	0.406	0.534
authentic	äkta	0.885	0.510	0.782
authenticate	autentisera	0.833	0.480	0.789
authentication	autentisering	0.724	0.491	0.750
authenticity	äkthet	0.670	0.548	0.845
author	författare	0.775	0.343	0.749
authoritative	auktoritativ	0.636	0.520	0.890
authority	auktoritet	0.592	0.592	0.934
authorization	tillstånd	0.521	0.567	0.817
authorize	godkänna	0.772	0.596	0.821
authorized	auktoriserad	0.760	0.458	0.815
authorship	författarskap	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistisk	0.367	0.337	0.404
auto	bil	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	biografi	0.735	0.284	0.629
autocorrect	Auto-korrigering	0.551	0.439	0.616
autocratic	enväldig	0.542	0.577	0.727
autograph	autograf	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	automatiserad	0.578	0.402	0.632
automatic	automatisk	0.562	0.433	0.664
automobile	bil	0.753	0.625	0.534
automotive	bil-	0.656	0.520	0.577
autonomy	autonomi	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	obduktion	0.252	0.650	0.538
autumn	höst	0.765	0.204	0.450
auxiliary	extra	0.622	0.471	0.509
avail	nytta	0.800	0.430	0.603
availability	tillgänglighet	0.796	0.544	0.600
available	tillgängliga	0.844	0.356	0.623
avalanche	lavin	0.265	0.915	0.683
avarice	girighet	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	hämnas	0.073	0.867	0.559
avenger	hämnare	0.337	0.865	0.670
avenging	hämnande	0.143	0.880	0.717
avenue	aveny	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	genomsnitt	0.684	0.280	0.455
