Word	Scots Gaelic-gd	Valence	Arousal	Dominance
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	anesthesia	0.350	0.217	0.473
anaesthetic	anesthetic	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	Anailseach	0.417	0.321	0.441
analogous	coltach	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	ionnanachd	0.510	0.367	0.509
analysis	anailis	0.729	0.448	0.705
analyst	anailisiche	0.604	0.415	0.755
analytic	anailis	0.665	0.521	0.634
analytical	anailis	0.625	0.324	0.800
analyze	anailis a dhèanamh	0.667	0.462	0.710
analyzer	anailisiche	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarchy	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	sinnsear	0.592	0.388	0.594
ancestral	sinnsearachd	0.640	0.481	0.750
ancestry	sinnsearachd	0.708	0.519	0.717
anchor	ancaire	0.520	0.284	0.564
anchorage	acarsaid	0.500	0.325	0.639
ancient	seann	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	agusroid	0.663	0.436	0.500
anecdote	naidheachd èibhinn	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anesthetic	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	a-rithist	0.771	0.358	0.385
angel	aingeal	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	fearg	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	ceàrn	0.541	0.330	0.455
angling	iasgach	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	anabarrach	0.094	0.892	0.430
angry	feargach	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	anguish	0.153	0.792	0.265
anguished	èibhinn	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	beathach	0.521	0.510	0.513
animate	beothachadh	0.827	0.755	0.635
animated	beòthaichte	0.823	0.676	0.538
animation	beothachadh	0.888	0.750	0.549
animosity	beothalachd	0.510	0.724	0.545
animus	beothalachd	0.698	0.676	0.466
ankle	adhbrann	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annallan	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	annexation	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	annihilate	0.115	0.918	0.681
annihilated	air a dhìteadh	0.080	0.760	0.324
annihilation	annihilation	0.041	0.800	0.591
anniversary	ceann-bliadhna	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	notaichean	0.604	0.470	0.619
announce	innse	0.694	0.618	0.611
announcement	sgaoileadh	0.729	0.491	0.482
announcer	neach-gairm	0.602	0.570	0.732
annoy	duilich	0.094	0.765	0.286
annoyance	eagal	0.167	0.718	0.342
annoyed	eagal	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	duilich	0.082	0.853	0.348
annoys	annasach	0.146	0.778	0.435
annual	bliadhnail	0.552	0.236	0.500
annuity	bliadhna-bliadhna	0.521	0.304	0.527
annul	neul	0.250	0.448	0.364
annular	bliadhnail	0.310	0.385	0.412
annulment	neonachadh	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	anointing	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomallachd	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	gun urra	0.469	0.255	0.430
anonymous	gun urra	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	freagairt	0.537	0.373	0.661
answerable	freagrach	0.708	0.481	0.750
answering	freagairt	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	an-aghaidh	0.224	0.618	0.524
antagonist	an-aghaidh	0.240	0.615	0.700
antagonistic	eachdraidheil	0.296	0.604	0.565
antagonize	s an Iar-	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	ro-làimh	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	anam	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	aithris	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	an-eòlas	0.490	0.367	0.582
anti	an-aghaidh	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotic	0.510	0.373	0.658
antibiotics	antibiotics	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	sùileachadh	0.622	0.469	0.667
anticipation	sùileachadh	0.698	0.539	0.711
anticipatory	sùileachadh	0.653	0.551	0.682
antics	aodach	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	ainneartachd	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	mì-mhodhail	0.198	0.549	0.393
antiquarian	àrsaidh	0.500	0.233	0.426
antiquated	àrsaidh	0.420	0.392	0.236
antique	seann làraichean	0.634	0.290	0.518
antiques	seann rudan	0.540	0.370	0.595
antiquity	seannachd	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	mì-shòisealta	0.146	0.686	0.391
antithesis	s an Iar-	0.396	0.412	0.536
antithetical	mì-ghnàthach	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	aodach	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	iomagain	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	draghail	0.281	0.875	0.434
anxiousness	iomagain	0.235	0.814	0.282
anytime	aig àm sam bith	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	air adhart	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	seòmar	0.719	0.393	0.580
apartments	seòmraichean	0.704	0.337	0.443
apathetic	s an Iar-	0.188	0.292	0.333
apathy	dìomhaireachd	0.184	0.212	0.204
ape	Aiseag	0.548	0.389	0.336
aperture	fosgladh	0.612	0.450	0.667
apex	Aodach	0.570	0.433	0.418
aphid	aodach	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	pìos	0.439	0.259	0.383
aplomb	s an Iar-	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	taic	0.173	0.880	0.750
apologetic	leisgeul	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	gabh dragh	0.551	0.378	0.389
apology	leisgeul	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	ionnsaigh	0.342	0.500	0.528
apostle	abstol	0.646	0.347	0.732
apostolic	abstoil	0.592	0.300	0.717
apostrophe	abairtean	0.469	0.368	0.537
apothecary	leigheas	0.561	0.328	0.529
appalled	sàmhach	0.194	0.792	0.562
appalling	anabarrach	0.160	0.827	0.415
apparatus	uidheamachd	0.375	0.353	0.377
apparel	èideadh	0.698	0.435	0.453
apparent	nochd	0.473	0.383	0.398
apparently	a rèir coltais	0.531	0.410	0.426
apparition	fhaireachdainnean	0.406	0.573	0.636
appeal	ath-thagradh	0.663	0.598	0.558
appear	nochdadh	0.735	0.506	0.567
appearance	nochdadh	0.669	0.490	0.534
appease	sìtheachadh	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	ath-sgrìobhadh	0.573	0.464	0.453
appendage	ath-sgrìobhadh	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	apiticitis	0.031	0.640	0.347
appendix	pàipear-taice	0.365	0.387	0.425
appetite	biadh	0.704	0.637	0.581
appetizer	biadh	0.755	0.560	0.406
appetizing	èibhinn	0.806	0.657	0.688
applaud	moladh	0.865	0.824	0.464
applause	bòidheach	0.953	0.857	0.621
apple	ùbhlan	0.811	0.300	0.264
apple juice	sùgh ùbhlan	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	ùbhlan	0.750	0.167	0.291
appliance	inneal	0.582	0.453	0.538
appliances	innealan	0.594	0.394	0.567
applicability	applicability	0.677	0.490	0.741
applicable	iomchaidh	0.469	0.430	0.667
applicant	tagraiche	0.612	0.558	0.688
application	iarrtas	0.646	0.445	0.726
apply	cuir a-steach	0.612	0.321	0.667
appoint	dreuchd	0.565	0.330	0.509
appointment	dreuchd	0.688	0.594	0.547
appointments	dreuchdan	0.745	0.677	0.625
apportion	roinn	0.677	0.490	0.638
apportionment	roinnidh	0.552	0.481	0.453
appraisal	measadh	0.417	0.667	0.682
appraise	measaidh	0.677	0.490	0.696
appreciable	measail	0.873	0.491	0.778
appreciate	meas	0.885	0.422	0.741
appreciated	meas	0.910	0.434	0.779
appreciates	meas	0.765	0.500	0.656
appreciation	meas	0.917	0.529	0.588
appreciative	measail	0.857	0.380	0.654
apprehend	a 'glacadh	0.521	0.624	0.696
apprehension	faireachdainn	0.385	0.720	0.454
apprehensive	èibhinn	0.406	0.592	0.431
apprentice	phreantas	0.615	0.413	0.452
apprenticeship	preantasachd	0.812	0.482	0.643
approach	dòigh-obrach	0.612	0.392	0.610
approaching	tighinn dlùth	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aonta	0.792	0.529	0.774
appropriate	iomchaidh	0.833	0.368	0.759
appropriation	aplacaid	0.510	0.632	0.717
approval	aonta	0.854	0.460	0.889
approve	aonta	0.875	0.548	0.741
approved	aontaichte	0.833	0.349	0.698
approvement	aonta	0.880	0.625	0.780
approving	ag aontachadh	0.917	0.583	0.773
approximate	tuairmse	0.551	0.560	0.520
approximately	mu thimcheall	0.622	0.396	0.538
approximating	a 'tighinn timcheall	0.583	0.615	0.471
approximation	tuairmseachadh	0.582	0.402	0.593
appurtenances	companaidhean	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	sgileil	0.750	0.471	0.746
aqua	uisge	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	uisgeachan	0.663	0.327	0.393
aquatic	uisge	0.677	0.510	0.463
aqueduct	uisge-uisge	0.551	0.411	0.534
aqueous	uisgeach	0.429	0.270	0.310
arable	àitich	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	gun teagamh	0.281	0.702	0.686
arbitrate	sgaoileadh	0.470	0.620	0.682
arbitration	rèiteachadh	0.587	0.602	0.670
arbitrator	neach-riaghlaidh	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arc	0.676	0.521	0.502
arcane	dìomhair	0.500	0.490	0.637
arch	bogha	0.500	0.354	0.468
archaeological	arceòlasach	0.740	0.441	0.660
archaeologist	arceòlaiche	0.552	0.451	0.706
archaeology	arceòlas	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	àrd-easbaig	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	bogha	0.582	0.403	0.398
archer	boghadair	0.573	0.622	0.661
archery	boghadaireachd	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	eileanan	0.745	0.370	0.592
architect	ailtire	0.776	0.442	0.836
architectural	ailtireachd	0.729	0.390	0.670
architecture	ailtireachd	0.820	0.390	0.694
archive	tasglann	0.438	0.294	0.527
arctic	ealain	0.615	0.352	0.546
ardent	èibhinn	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	èibhinn	0.344	0.783	0.605
area	sgìre	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	air	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argamaid	0.093	0.798	0.525
argument	argamaid	0.510	0.464	0.698
argumentation	argamaid	0.479	0.549	0.760
argumentative	argamaid	0.450	0.531	0.679
arguments	argamaidean	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	èirich	0.750	0.582	0.725
aristocracy	uaisleachd	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratach	0.449	0.519	0.676
arithmetic	àireamhachd	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	armachd	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armachd	0.198	0.764	0.810
armaments	armachd	0.192	0.839	0.830
armature	gàirdeachas	0.510	0.558	0.755
armchair	saighdear	0.646	0.164	0.339
armed	armachd	0.188	0.750	0.808
armor	armachd	0.469	0.625	0.784
armored	armachd	0.469	0.509	0.861
armory	armachd	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	armachd	0.464	0.395	0.483
army	arm	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	s an Iar-	0.791	0.943	0.731
arouse	èisdeachd	0.740	0.491	0.580
aroused	aroused	0.708	0.952	0.667
arraignment	sìorrachd	0.406	0.837	0.534
arrange	cuir air dòigh	0.740	0.490	0.571
arranged	òrdugh	0.698	0.531	0.728
arrangement	rèiteachadh	0.625	0.382	0.683
array	sreath	0.521	0.396	0.568
arrears	fiachan	0.286	0.485	0.302
arrest	a chur an grèim	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	tighinn	0.678	0.510	0.474
arrive	tighinn	0.837	0.406	0.585
arrogance	anabarrach	0.143	0.750	0.620
arrogant	àrdanach	0.115	0.755	0.580
arrow	saighead	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsainic	0.281	0.472	0.447
arson	losgadh	0.133	0.904	0.567
arsonist	fiodhaich	0.348	0.840	0.500
art	ealain	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	artery	0.396	0.580	0.537
artful	ealain	0.771	0.608	0.778
arthritis	airtritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	artaigil	0.594	0.280	0.481
articles	artaigilean	0.552	0.324	0.565
articulate	sgaoileadh	0.677	0.462	0.618
articulation	sgaoileadh	0.479	0.480	0.591
artifact	ealain	0.510	0.500	0.566
artifice	ealain	0.316	0.696	0.482
artificial	fuadain	0.306	0.385	0.351
artillery	gunnaireachd	0.350	0.912	0.794
artisan	ciùird	0.781	0.330	0.411
artist	ealain	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	ealain	0.802	0.646	0.632
artistry	ealain	0.823	0.346	0.769
artists	ealain	0.796	0.667	0.741
artwork	obair ealain	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	ascend	0.830	0.620	0.812
ascendancy	àrdachadh	0.724	0.625	0.700
ascendant	sgaoileadh	0.656	0.673	0.821
ascending	a 'dìreadh	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	dìreadh	0.755	0.627	0.833
ascertain	faighinn a-mach	0.560	0.530	0.625
ascertained	faighinn a-mach	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	ash	0.260	0.210	0.207
ashamed	nàire	0.156	0.588	0.228
ashes	luaithre	0.327	0.279	0.142
ashtray	bhothadh	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	faighnich	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	na chadal	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	taobh	0.479	0.469	0.588
aspects	roinnean	0.439	0.480	0.565
aspen	crann	0.479	0.280	0.395
asphalt	asphalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	co-ionnanachd	0.059	0.745	0.412
aspiration	miann	0.704	0.724	0.675
aspire	aspire	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	ag iarraidh	0.844	0.582	0.604
ass	asal	0.323	0.750	0.345
assail	sàbhaladh	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	murt	0.073	0.933	0.632
assassinate	marbh	0.051	0.969	0.722
assassination	murt	0.083	0.941	0.525
assault	ionnsaigh	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	cruinneachadh	0.542	0.570	0.750
assembled	cruinneachadh	0.663	0.450	0.644
assembly	co-chruinneachadh	0.698	0.500	0.640
assemblyman	neach-cruinneachaidh	0.430	0.538	0.760
assent	aonta	0.615	0.515	0.719
assert	a 'dearbhadh	0.750	0.619	0.809
asserting	ag ràdh	0.694	0.531	0.736
assertion	assertion	0.740	0.442	0.750
assertive	assertive	0.719	0.412	0.770
assess	measadh	0.698	0.500	0.623
assessment	measadh	0.750	0.623	0.658
assessor	measadair	0.551	0.538	0.764
asset	maoin	0.797	0.765	0.788
assets	maoin	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	sònrachadh	0.622	0.417	0.709
assignee	sneachdaiche	0.510	0.462	0.510
assignment	sònrachadh	0.483	0.398	0.745
assimilate	co-chothromachadh	0.559	0.391	0.683
assimilation	co-ionnanachd	0.429	0.378	0.463
assist	cuideachadh	0.833	0.435	0.629
assistance	cuideachadh	0.656	0.519	0.633
assistant	neach-cuideachaidh	0.625	0.390	0.536
associate	co-cheangailte	0.812	0.409	0.625
association	comann	0.745	0.500	0.817
assorted	mòran	0.602	0.460	0.472
assortment	mòran	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	gabh	0.698	0.401	0.464
assumed	gabhail ris	0.612	0.247	0.454
assuming	a 'gabhail ris	0.740	0.390	0.526
assumption	gabhail ris	0.479	0.431	0.417
assurance	gealltanas	0.675	0.442	0.704
assure	dèanamh cinnteach	0.910	0.460	0.839
assured	cinnteach	0.878	0.327	0.754
assuredly	gu cinnteach	0.786	0.396	0.833
asterisk	rionnag	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	asthma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	iongnadh	0.786	0.845	0.658
astonished	iongantach	0.510	0.775	0.574
astonishing	iongantach	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	iongnadh	0.680	0.718	0.519
astound	s an Iar-	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	sabaid	0.098	0.676	0.308
astringent	sèididh	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	astronut	0.792	0.601	0.761
astronomer	eòlaiche	0.750	0.509	0.735
astronomical	saidheans	0.600	0.632	0.726
astronomy	saidheans	0.613	0.474	0.722
astute	sàmhach	0.776	0.658	0.827
asunder	s an Iar-	0.208	0.442	0.259
asylum	tèarmann	0.407	0.330	0.445
asymmetric	neo-chunbhalach	0.580	0.343	0.465
asymmetry	neo-chunbhalachd	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	Atelier	0.490	0.330	0.705
atheism	Atheism	0.276	0.460	0.481
atheist	Aiseag	0.225	0.447	0.377
atheistic	aigheist	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	lùth-chleasaiche	0.781	0.718	0.686
athletic	lùth-chleasachd	0.857	0.798	0.708
athleticism	lùth-chleasachd	0.750	0.863	0.778
athletics	lùth-chleasachd	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	àile	0.604	0.300	0.560
atmospheric	àile	0.531	0.420	0.594
atoll	Atoll	0.480	0.408	0.472
atom	Atom	0.510	0.500	0.433
atomic	Atomic	0.327	0.817	0.713
atone	aigone	0.418	0.673	0.411
atonement	rèiteachadh	0.550	0.602	0.683
atpeace	aig an aon àm	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	uamhasach	0.073	0.811	0.445
atrocity	aimhreit	0.115	0.844	0.593
atrophy	sneachda	0.177	0.540	0.208
attach	ceangal	0.520	0.363	0.559
attached	ceangailte	0.562	0.350	0.439
attachment	ceangail	0.570	0.343	0.500
attack	ionnsaigh	0.286	0.948	0.670
attacker	ionnsaigh	0.185	0.962	0.629
attacking	ionnsaigh	0.276	0.837	0.642
attain	coileanadh	0.806	0.510	0.719
attainable	ruigsinn	0.760	0.500	0.759
attainment	coileanadh	0.830	0.520	0.940
attempt	feuch	0.625	0.491	0.431
attempted	oidhirp	0.594	0.580	0.567
attend	frithealadh	0.650	0.420	0.625
attendance	frithealadh	0.812	0.500	0.592
attendant	neach-frithealaidh	0.580	0.365	0.519
attention	aire	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	furachail	0.812	0.520	0.724
attenuate	sìor fhàs	0.408	0.302	0.429
attenuated	air a ghluasad	0.449	0.280	0.298
attenuation	lobhadh	0.458	0.363	0.464
attest	dearbhadh	0.439	0.710	0.685
attestation	dearbhadh	0.234	0.635	0.500
attic	lobhta	0.521	0.259	0.377
attire	aodach	0.742	0.388	0.483
attitude	beachdan	0.760	0.644	0.861
attorney	neach-lagha	0.600	0.594	0.754
attract	tàladh	0.796	0.663	0.769
attraction	tàladh	0.906	0.774	0.712
attractive	tlachdmhor	0.906	0.630	0.769
attractiveness	tarraingteach	0.938	0.667	0.755
attributable	a tha buailteach	0.704	0.430	0.527
attribute	adhbhar	0.781	0.439	0.795
attribution	s an Iar-	0.646	0.467	0.658
attrition	miannachadh	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	rup	0.594	0.702	0.519
auctioneer	rupaire	0.542	0.732	0.716
audacious	èibhinn	0.740	0.875	0.825
audacity	èisdeachd	0.760	0.755	0.916
audible	cluinntinn	0.673	0.370	0.462
audience	luchd-amais	0.698	0.610	0.613
audio	claistinneach	0.709	0.425	0.370
audit	sgrùdadh	0.375	0.562	0.735
audition	deuchainn	0.750	0.685	0.615
auditions	deuchainnean	0.740	0.765	0.596
auditor	sgrùdaiche	0.582	0.571	0.726
auditorium	sgrùdadh	0.529	0.490	0.538
auditory	sgrùdadh	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	meudachadh	0.650	0.683	0.645
augmentation	meudachadh	0.714	0.613	0.850
august	An Lùnastal	0.652	0.292	0.462
aunt	piuthar	0.667	0.291	0.420
auntie	piuthar	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	taiceil	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	cruaidh	0.438	0.406	0.534
authentic	ceart	0.885	0.510	0.782
authenticate	dearbhadh	0.833	0.480	0.789
authentication	dearbhadh	0.724	0.491	0.750
authenticity	dearbhadh	0.670	0.548	0.845
author	ùghdar	0.775	0.343	0.749
authoritative	ùghdarrasach	0.636	0.520	0.890
authority	ùghdarras	0.592	0.592	0.934
authorization	ùghdarras	0.521	0.567	0.817
authorize	ùghdarrachadh	0.772	0.596	0.821
authorized	ùghdarraichte	0.760	0.458	0.815
authorship	authorship	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	uathachasach	0.367	0.337	0.404
auto	uidheamachd	0.571	0.569	0.500
autobiographical	fèin-eachdraidh	0.909	0.462	0.582
autobiography	fèin-eachdraidh	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	fèin-riaghladh	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	fèin-ghluasad	0.781	0.620	0.625
automated	fèin-ghluasadach	0.578	0.402	0.632
automatic	fèin-ghluasadach	0.562	0.433	0.664
automobile	carbad	0.753	0.625	0.534
