Word	Belarusian-be	Valence	Arousal	Dominance
amuse	азадачваць	0.812	0.684	0.664
amused	задаволены	0.942	0.847	0.596
amusement	забаўка	0.929	0.837	0.803
amusing	пацешны	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	анаконда	0.146	0.830	0.540
anaesthesia	анестэзія	0.350	0.217	0.473
anaesthetic	анестэзуе	0.449	0.268	0.509
anagram	анаграмы	0.552	0.327	0.449
anal	анальны	0.333	0.798	0.334
analgesic	анальгетык	0.417	0.321	0.441
analogous	аналагічны	0.531	0.270	0.500
analogue	аналаг	0.570	0.320	0.446
analogy	аналогія	0.510	0.367	0.509
analysis	аналіз	0.729	0.448	0.705
analyst	аналітык	0.604	0.415	0.755
analytic	аналітычны	0.665	0.521	0.634
analytical	аналітычны	0.625	0.324	0.800
analyze	аналізаваць	0.667	0.462	0.710
analyzer	аналізатар	0.625	0.556	0.854
anaphylactic	анафілактіческій	0.378	0.588	0.500
anarchism	анархізм	0.125	0.804	0.623
anarchist	анархіст	0.204	0.700	0.759
anarchy	анархія	0.146	0.755	0.620
anastomosis	анастомоз	0.375	0.470	0.490
anathema	анатэма	0.286	0.490	0.519
anatomic	анатамічны	0.562	0.442	0.546
anatomy	анатомія	0.562	0.390	0.571
ancestor	продак	0.592	0.388	0.594
ancestral	спадчынны	0.640	0.481	0.750
ancestry	радавод	0.708	0.519	0.717
anchor	якар	0.520	0.284	0.564
anchorage	анкероўкі	0.500	0.325	0.639
ancient	старажытны	0.420	0.217	0.439
ancillary	дапаможны	0.449	0.442	0.278
androgen	андроген	0.255	0.523	0.527
android	АНДРОІД	0.663	0.436	0.500
anecdote	анекдот	0.583	0.529	0.500
anemia	анемія	0.188	0.327	0.310
anemic	малокраўным	0.167	0.279	0.155
anemone	анемон	0.552	0.538	0.327
anesthesia	анестэзія	0.365	0.216	0.394
anesthesiologist	анестэзіёлаг	0.419	0.224	0.526
anesthetic	анестэзуе	0.350	0.264	0.482
aneurysm	анеўрызма	0.115	0.690	0.536
anew	зноўку	0.771	0.358	0.385
angel	анёл	0.906	0.158	0.704
angelic	анёльскі	0.927	0.298	0.668
anger	гнеў	0.167	0.865	0.657
angered	раззлавала	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	стэнакардыя	0.230	0.630	0.464
angiogram	ангиограмма	0.347	0.520	0.465
angiography	ангіяграфія	0.378	0.536	0.520
angle	кут	0.541	0.330	0.455
angling	ужен	0.625	0.408	0.500
angora	ангора	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	гнеўны	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	туга	0.167	0.888	0.333
anguish	пакута	0.153	0.792	0.265
anguished	які пакутуе	0.135	0.720	0.307
angular	кутняя	0.449	0.281	0.444
anhydrous	бязводны	0.456	0.365	0.355
animal	жывёла	0.521	0.510	0.513
animate	ажыўляць	0.827	0.755	0.635
animated	мультыплікацыйны	0.823	0.676	0.538
animation	анімацыя	0.888	0.750	0.549
animosity	злосць	0.510	0.724	0.545
animus	прадузятасць	0.698	0.676	0.466
ankle	шчыкалатка	0.500	0.274	0.234
anklet	нажной бранзалет	0.410	0.276	0.302
annals	аналы	0.427	0.610	0.424
annex	дадатак	0.594	0.350	0.458
annexation	анэксія	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	аннигилировать	0.115	0.918	0.681
annihilated	знішчаны	0.080	0.760	0.324
annihilation	знішчэнне	0.041	0.800	0.591
anniversary	юбілей	0.880	0.770	0.723
annotate	анатаваны	0.592	0.469	0.441
annotation	анатаваньня	0.604	0.470	0.619
announce	анансаваць	0.694	0.618	0.611
announcement	аб'яву	0.729	0.491	0.482
announcer	дыктар	0.602	0.570	0.732
annoy	дапякаць	0.094	0.765	0.286
annoyance	прыкрасць	0.167	0.718	0.342
annoyed	раздражнёны	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	раздражняльны	0.082	0.853	0.348
annoys	надакучае	0.146	0.778	0.435
annual	гадавы	0.552	0.236	0.500
annuity	ануітэт	0.521	0.304	0.527
annul	кассировать	0.250	0.448	0.364
annular	кальцавой	0.310	0.385	0.412
annulment	скасаванне	0.153	0.375	0.447
annulus	кальцо	0.458	0.380	0.376
anointed	памазанец	0.500	0.368	0.579
anointing	пашмараваўшы	0.653	0.350	0.547
anomalous	анамальны	0.281	0.480	0.423
anomaly	анамалія	0.188	0.538	0.404
anon	хутка	0.479	0.354	0.298
anonymity	ананімнасць	0.469	0.255	0.430
anonymous	ананімны	0.396	0.291	0.431
anorexic	які пакутуе адсутнасцю апетыту	0.160	0.618	0.245
answer	адказ	0.537	0.373	0.661
answerable	падсправаздачны	0.708	0.481	0.750
answering	аўтаадказчык	0.684	0.500	0.607
ant	мурашка	0.448	0.216	0.216
antagonism	антаганізм	0.224	0.618	0.524
antagonist	антаганіст	0.240	0.615	0.700
antagonistic	антаганістычных	0.296	0.604	0.565
antagonize	процідзейнічаць	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	папярэдняе	0.427	0.551	0.566
antelope	антылопа	0.542	0.510	0.500
antenna	антэна	0.521	0.327	0.358
anterior	пярэдні	0.510	0.245	0.362
anthem	гімн	0.780	0.343	0.729
anthill	мурашнік	0.327	0.578	0.377
anthology	анталогія	0.338	0.406	0.537
anthrax	сібірская язва	0.188	0.730	0.500
anthropological	антрапалагічны	0.367	0.390	0.490
anthropologist	антраполаг	0.551	0.385	0.725
anthropology	антрапалогія	0.490	0.367	0.582
anti	анты	0.365	0.412	0.384
antiaircraft	зенітны	0.330	0.622	0.629
antibiotic	антыбіётык	0.510	0.373	0.658
antibiotics	антыбіётыкі	0.448	0.406	0.557
antichrist	антыхрыст	0.082	0.837	0.544
anticipate	прадбачыць	0.622	0.469	0.667
anticipation	пачуццё таямніцы	0.698	0.539	0.711
anticipatory	датэрміновы	0.653	0.551	0.682
antics	грымасы	0.448	0.740	0.236
antidote	антыдот	0.541	0.490	0.629
antifungal	супрацьгрыбковы	0.408	0.412	0.441
antigravity	антыгравітацыі	0.430	0.714	0.658
antimony	сурма	0.378	0.398	0.490
antipathy	антыпатыя	0.198	0.549	0.393
antiquarian	антыквар	0.500	0.233	0.426
antiquated	састарэлы	0.420	0.392	0.236
antique	антычны	0.634	0.290	0.518
antiques	антыкварыят	0.540	0.370	0.595
antiquity	старажытнасць	0.385	0.333	0.556
antiseptic	антысептык	0.438	0.370	0.623
antisocial	антыграмадскі	0.146	0.686	0.391
antithesis	антытэза	0.396	0.412	0.536
antithetical	антитетический	0.271	0.509	0.358
antiviral	супрацьвірусны	0.459	0.470	0.549
antler	аленевы рог	0.448	0.470	0.500
antsy	шморганняў	0.449	0.558	0.417
anus	анус	0.347	0.644	0.350
anvil	кавадла	0.380	0.510	0.604
anxiety	трывожнасць	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	заклапочаны	0.281	0.875	0.434
anxiousness	усхваляванасць	0.235	0.814	0.282
anytime	у любы час	0.625	0.461	0.436
aorta	аорта	0.448	0.510	0.542
aortic	аартальны	0.436	0.540	0.438
apace	хутка	0.536	0.500	0.536
apache	апаш	0.687	0.469	0.500
apartment	кватэра	0.719	0.393	0.580
apartments	апартаменты	0.704	0.337	0.443
apathetic	апатычным	0.188	0.292	0.333
apathy	апатыя	0.184	0.212	0.204
ape	паводзіць сябе як малпы	0.548	0.389	0.336
aperture	Апертура	0.612	0.450	0.667
apex	Апексу	0.570	0.433	0.418
aphid	тля	0.388	0.473	0.407
aphrodisiac	афрадызіяк	0.750	0.846	0.667
apiece	кавалак	0.439	0.259	0.383
aplomb	апломб	0.500	0.509	0.582
apocalypse	апакаліпсіс	0.050	0.867	0.736
apocalyptic	апакаліптычны	0.173	0.880	0.750
apologetic	апалагетычныя	0.479	0.461	0.571
apologist	апалагет	0.406	0.429	0.526
apologize	прасіць прабачэння	0.551	0.378	0.389
apology	апалогія	0.571	0.346	0.402
apostasy	адступніцтва	0.388	0.520	0.517
apostate	адступнік	0.342	0.500	0.528
apostle	апостал	0.646	0.347	0.732
apostolic	апостальскі	0.592	0.300	0.717
apostrophe	апостраф	0.469	0.368	0.537
apothecary	аптэкар	0.561	0.328	0.529
appalled	ўзрушаныя	0.194	0.792	0.562
appalling	жахлівы	0.160	0.827	0.415
apparatus	прылада	0.375	0.353	0.377
apparel	адзенне	0.698	0.435	0.453
apparent	ўяўны	0.473	0.383	0.398
apparently	па-відаць	0.531	0.410	0.426
apparition	прывід	0.406	0.573	0.636
appeal	зварот	0.663	0.598	0.558
appear	з'явіцца	0.735	0.506	0.567
appearance	знешні выгляд	0.669	0.490	0.534
appease	супакойваць	0.633	0.278	0.434
appellant	скаржнік	0.327	0.588	0.568
append	далучаць	0.573	0.464	0.453
appendage	прыдатак	0.229	0.382	0.438
appendectomy	аппендэктомия	0.177	0.670	0.554
appendicitis	апендыцыт	0.031	0.640	0.347
appendix	дадатак	0.365	0.387	0.425
appetite	апетыт	0.704	0.637	0.581
appetizer	закуска	0.755	0.560	0.406
appetizing	апетытны	0.806	0.657	0.688
applaud	пляскаць у далоні	0.865	0.824	0.464
applause	апладысменты	0.953	0.857	0.621
apple	яблык	0.811	0.300	0.264
apple juice	яблычны сок	0.765	0.204	0.294
applejack	яблычная гарэлка	0.604	0.431	0.473
applesauce	глупства	0.750	0.167	0.291
appliance	прыбор	0.582	0.453	0.538
appliances	тэхніка	0.594	0.394	0.567
applicability	дастасавальнасць	0.677	0.490	0.741
applicable	дастасавальныя	0.469	0.430	0.667
applicant	заяўнік	0.612	0.558	0.688
application	дадатак	0.646	0.445	0.726
apply	ўжываць	0.612	0.321	0.667
appoint	прызначаць	0.565	0.330	0.509
appointment	прызначэнне	0.688	0.594	0.547
appointments	прызначэння	0.745	0.677	0.625
apportion	размяркоўваць	0.677	0.490	0.638
apportionment	раскладка	0.552	0.481	0.453
appraisal	адзнака	0.417	0.667	0.682
appraise	ацэньваць	0.677	0.490	0.696
appreciable	прыкметны	0.873	0.491	0.778
appreciate	шанаваць	0.885	0.422	0.741
appreciated	ацанілі	0.910	0.434	0.779
appreciates	ацэньвае	0.765	0.500	0.656
appreciation	адзнака	0.917	0.529	0.588
appreciative	Удзячнасць	0.857	0.380	0.654
apprehend	прадчуваць	0.521	0.624	0.696
apprehension	асцярога	0.385	0.720	0.454
apprehensive	баіцца працаваць	0.406	0.592	0.431
apprentice	чаляднік	0.615	0.413	0.452
apprenticeship	вучнёўства	0.812	0.482	0.643
approach	падыход	0.612	0.392	0.610
approaching	набліжаецца	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	апрабацыя	0.792	0.529	0.774
appropriate	адпаведны	0.833	0.368	0.759
appropriation	прысваенне	0.510	0.632	0.717
approval	зацвярджэнне	0.854	0.460	0.889
approve	зацвердзіць	0.875	0.548	0.741
approved	зацверджаны	0.833	0.349	0.698
approvement	зацвярджэнне	0.880	0.625	0.780
approving	зацвярджэнне	0.917	0.583	0.773
approximate	набліжаны	0.551	0.560	0.520
approximately	прыкладна	0.622	0.396	0.538
approximating	апраксімуецца	0.583	0.615	0.471
approximation	набліжэнне	0.582	0.402	0.593
appurtenances	ўгоддзі	0.573	0.412	0.547
apricot	абрыкос	0.708	0.320	0.278
apron	фартух	0.582	0.208	0.245
apt	схільны	0.582	0.418	0.382
aptitude	дарэчнасць	0.750	0.471	0.746
aqua	вада	0.656	0.292	0.359
aquamarine	аквамарын	0.729	0.306	0.413
aquarium	акварыум	0.663	0.327	0.393
aquatic	водны	0.677	0.510	0.463
aqueduct	акведук	0.551	0.411	0.534
aqueous	водны	0.429	0.270	0.310
arable	ворны	0.510	0.350	0.465
arbiter	арбітр	0.561	0.537	0.814
arbitrary	адвольны	0.281	0.702	0.686
arbitrate	арбітражны	0.470	0.620	0.682
arbitration	арбітраж	0.587	0.602	0.670
arbitrator	арбітр	0.385	0.448	0.795
arbor	апраўка	0.583	0.490	0.591
arc	дуга	0.552	0.388	0.396
arcade	аркада	0.676	0.521	0.502
arcane	схаваны	0.500	0.490	0.637
arch	арка	0.500	0.354	0.468
archaeological	археалагічны	0.740	0.441	0.660
archaeologist	археолаг	0.552	0.451	0.706
archaeology	археалогія	0.596	0.358	0.691
archaic	архаічны	0.271	0.327	0.332
archangel	архангел	0.837	0.500	0.708
archbishop	арцыбіскуп	0.622	0.280	0.776
archdiocese	дыяцэзія арцыбіскупа	0.400	0.321	0.704
archduke	эрцгерцаг	0.458	0.413	0.634
arched	арачны	0.582	0.403	0.398
archer	лучнік	0.573	0.622	0.661
archery	стральба з лука	0.594	0.604	0.589
archetype	ўзор	0.448	0.520	0.569
archipelago	архіпелаг	0.745	0.370	0.592
architect	архітэктар	0.776	0.442	0.836
architectural	архітэктурны	0.729	0.390	0.670
architecture	архітэктура	0.820	0.390	0.694
archive	архіў	0.438	0.294	0.527
arctic	арктычнае	0.615	0.352	0.546
ardent	палкі	0.694	0.873	0.722
ardor	спёка	0.500	0.780	0.538
arduous	цяжкі	0.344	0.783	0.605
area	вобласць	0.490	0.306	0.464
arena	арэна	0.510	0.235	0.404
areola	Ареола	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	спрачацца	0.093	0.798	0.525
argument	аргумент	0.510	0.464	0.698
argumentation	аргументацыя	0.479	0.549	0.760
argumentative	аргументаваны	0.450	0.531	0.679
arguments	аргументы	0.541	0.602	0.657
arid	засушлівы	0.323	0.333	0.379
arise	узнікаць	0.750	0.582	0.725
aristocracy	арыстакратыя	0.688	0.549	0.842
aristocrat	арыстакрат	0.583	0.413	0.811
aristocratic	арыстакратычны	0.449	0.519	0.676
arithmetic	арыфметыка	0.453	0.460	0.634
ark	каўчэг	0.396	0.427	0.543
arm	рука	0.552	0.285	0.469
armada	армада	0.408	0.740	0.868
armament	ўзбраенне	0.198	0.764	0.810
armaments	ўзбраеньняў	0.192	0.839	0.830
armature	арматура	0.510	0.558	0.755
armchair	крэсла	0.646	0.164	0.339
armed	ўзброены	0.188	0.750	0.808
armor	браня	0.469	0.625	0.784
armored	браніраваны	0.469	0.509	0.861
armory	зброевы	0.448	0.663	0.800
armpit	падпахі	0.283	0.439	0.250
arms	зброю	0.464	0.395	0.483
army	армія	0.417	0.759	0.902
aroma	водар	0.823	0.235	0.442
aromatherapy	ароматэрапія	0.847	0.220	0.473
arousal	абуджэнне	0.791	0.943	0.731
arouse	абуджаць	0.740	0.491	0.580
aroused	выклікалі	0.708	0.952	0.667
arraignment	прад'яўленне абвінавачвання	0.406	0.837	0.534
arrange	арганізаваць	0.740	0.490	0.571
arranged	размешчаны	0.698	0.531	0.728
arrangement	размяшчэнне	0.625	0.382	0.683
array	масіў	0.521	0.396	0.568
arrears	запазычанасць	0.286	0.485	0.302
arrest	арыштоўваць	0.146	0.951	0.500
arrhythmia	арытмія	0.265	0.706	0.356
arrival	прыбыццё	0.678	0.510	0.474
arrive	прыбываць	0.837	0.406	0.585
arrogance	пыху	0.143	0.750	0.620
arrogant	пагардлівы	0.115	0.755	0.580
arrow	стрэлка	0.439	0.390	0.454
arsehole	задніца	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	арсенал	0.365	0.741	0.752
arsenic	мыш'як	0.281	0.472	0.447
arson	падпал	0.133	0.904	0.567
arsonist	падпальшчык	0.348	0.840	0.500
art	мастацтва	0.812	0.360	0.603
arterial	артэрыяльны	0.396	0.510	0.583
artery	артэрыя	0.396	0.580	0.537
artful	спрытны	0.771	0.608	0.778
arthritis	артрыт	0.110	0.518	0.345
arthropod	членістаногія	0.344	0.464	0.434
artichoke	артышок	0.583	0.218	0.287
article	артыкул	0.594	0.280	0.481
articles	артыкулы	0.552	0.324	0.565
articulate	артыкуляваць	0.677	0.462	0.618
articulation	сучляненне	0.479	0.480	0.591
