Word	Czech-cs	Valence	Arousal	Dominance
anatomic	anatomický	0.562	0.442	0.546
anatomy	anatomie	0.562	0.390	0.571
ancestor	předek	0.592	0.388	0.594
ancestral	ancestrální	0.640	0.481	0.750
ancestry	původ	0.708	0.519	0.717
anchor	Kotva	0.520	0.284	0.564
anchorage	kotviště	0.500	0.325	0.639
ancient	starověký	0.420	0.217	0.439
ancillary	vedlejší	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdota	0.583	0.529	0.500
anemia	anémie	0.188	0.327	0.310
anemic	anemický	0.167	0.279	0.155
anemone	sasanka	0.552	0.538	0.327
anesthesia	anestézie	0.365	0.216	0.394
anesthesiologist	anesteziologa	0.419	0.224	0.526
anesthetic	anestetikum	0.350	0.264	0.482
aneurysm	aneuryzma	0.115	0.690	0.536
anew	znovu	0.771	0.358	0.385
angel	anděl	0.906	0.158	0.704
angelic	andělský	0.927	0.298	0.668
anger	hněv	0.167	0.865	0.657
angered	hněv	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografie	0.378	0.536	0.520
angle	úhel	0.541	0.330	0.455
angling	rybaření	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	Nejsilnější	0.094	0.892	0.430
angry	rozzlobený	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	úzkost	0.167	0.888	0.333
anguish	úzkost	0.153	0.792	0.265
anguished	strach	0.135	0.720	0.307
angular	úhlové	0.449	0.281	0.444
anhydrous	bezvodý	0.456	0.365	0.355
animal	zvíře	0.521	0.510	0.513
animate	animovat	0.827	0.755	0.635
animated	animovaný	0.823	0.676	0.538
animation	animace	0.888	0.750	0.549
animosity	nepřátelství	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	kotník	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	anály	0.427	0.610	0.424
annex	Příloha	0.594	0.350	0.458
annexation	anexe	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	zničit	0.115	0.918	0.681
annihilated	zničeno	0.080	0.760	0.324
annihilation	zničení	0.041	0.800	0.591
anniversary	výročí	0.880	0.770	0.723
annotate	opatřit poznámkami	0.592	0.469	0.441
annotation	anotace	0.604	0.470	0.619
announce	oznámit	0.694	0.618	0.611
announcement	oznámení	0.729	0.491	0.482
announcer	hlasatel	0.602	0.570	0.732
annoy	otravovat	0.094	0.765	0.286
annoyance	nepříjemnost	0.167	0.718	0.342
annoyed	naštvaný	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	nepříjemný	0.082	0.853	0.348
annoys	otravuje	0.146	0.778	0.435
annual	roční	0.552	0.236	0.500
annuity	anuita	0.521	0.304	0.527
annul	zrušit	0.250	0.448	0.364
annular	prstencovité	0.310	0.385	0.412
annulment	zrušení	0.153	0.375	0.447
annulus	prstenec	0.458	0.380	0.376
anointed	pomazán	0.500	0.368	0.579
anointing	pomazání	0.653	0.350	0.547
anomalous	anomální	0.281	0.480	0.423
anomaly	anomálie	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymita	0.469	0.255	0.430
anonymous	anonymní	0.396	0.291	0.431
anorexic	anorektický	0.160	0.618	0.245
answer	Odpovědět	0.537	0.373	0.661
answerable	odpovědný	0.708	0.481	0.750
answering	odpovědi	0.684	0.500	0.607
ant	mravenec	0.448	0.216	0.216
antagonism	antagonismus	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	antagonistický	0.296	0.604	0.565
antagonize	znepřátelit si	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	předchůdce	0.427	0.551	0.566
antelope	antilopa	0.542	0.510	0.500
antenna	anténa	0.521	0.327	0.358
anterior	přední	0.510	0.245	0.362
anthem	hymna	0.780	0.343	0.729
anthill	mraveniště	0.327	0.578	0.377
anthology	antologie	0.338	0.406	0.537
anthrax	antrax	0.188	0.730	0.500
anthropological	antropologické	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologie	0.490	0.367	0.582
anti	proti	0.365	0.412	0.384
antiaircraft	protiletadlové	0.330	0.622	0.629
antibiotic	antibiotikum	0.510	0.373	0.658
antibiotics	antibiotika	0.448	0.406	0.557
antichrist	antikrist	0.082	0.837	0.544
anticipate	předvídat	0.622	0.469	0.667
anticipation	očekávání	0.698	0.539	0.711
anticipatory	předběžně	0.653	0.551	0.682
antics	dovádění	0.448	0.740	0.236
antidote	protijed	0.541	0.490	0.629
antifungal	antifungální	0.408	0.412	0.441
antigravity	antigravitace	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipatie	0.198	0.549	0.393
antiquarian	starožitný	0.500	0.233	0.426
antiquated	zastaralý	0.420	0.392	0.236
antique	starožitné	0.634	0.290	0.518
antiques	starožitnosti	0.540	0.370	0.595
antiquity	starověk	0.385	0.333	0.556
antiseptic	antiseptický	0.438	0.370	0.623
antisocial	antisociální	0.146	0.686	0.391
antithesis	protiklad	0.396	0.412	0.536
antithetical	protikladný	0.271	0.509	0.358
antiviral	antivirotika	0.459	0.470	0.549
antler	paroh	0.448	0.470	0.500
antsy	nervózní	0.449	0.558	0.417
anus	řitní otvor	0.347	0.644	0.350
anvil	kovadlina	0.380	0.510	0.604
anxiety	úzkost	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	úzkost	0.281	0.875	0.434
anxiousness	úzkost	0.235	0.814	0.282
anytime	kdykoliv	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortální	0.436	0.540	0.438
apace	pomalu	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	byt	0.719	0.393	0.580
apartments	bytů	0.704	0.337	0.443
apathetic	apatický	0.188	0.292	0.333
apathy	apatie	0.184	0.212	0.204
ape	opice	0.548	0.389	0.336
aperture	clona	0.612	0.450	0.667
apex	vrchol	0.570	0.433	0.418
aphid	mšice	0.388	0.473	0.407
aphrodisiac	afrodiziakální	0.750	0.846	0.667
apiece	kus	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalypsa	0.050	0.867	0.736
apocalyptic	apokalyptický	0.173	0.880	0.750
apologetic	omluvný	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	omlouvat se	0.551	0.378	0.389
apology	omluva	0.571	0.346	0.402
apostasy	odpadnutí	0.388	0.520	0.517
apostate	odpadlík	0.342	0.500	0.528
apostle	apoštol	0.646	0.347	0.732
apostolic	apoštolský	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	lékárník	0.561	0.328	0.529
appalled	zděšený	0.194	0.792	0.562
appalling	děsivé	0.160	0.827	0.415
apparatus	zařízení	0.375	0.353	0.377
apparel	oděv	0.698	0.435	0.453
apparent	zdánlivý	0.473	0.383	0.398
apparently	podle všeho	0.531	0.410	0.426
apparition	zjevení	0.406	0.573	0.636
appeal	odvolání	0.663	0.598	0.558
appear	objevit	0.735	0.506	0.567
appearance	vzhled	0.669	0.490	0.534
appease	uklidnit	0.633	0.278	0.434
appellant	navrhovatelka	0.327	0.588	0.568
append	připojit	0.573	0.464	0.453
appendage	přívěsek	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	apendicitida	0.031	0.640	0.347
appendix	slepé střevo	0.365	0.387	0.425
appetite	chuť	0.704	0.637	0.581
appetizer	předkrm	0.755	0.560	0.406
appetizing	chutný	0.806	0.657	0.688
applaud	tleskat	0.865	0.824	0.464
applause	potlesk	0.953	0.857	0.621
apple	jablko	0.811	0.300	0.264
apple juice	jablečný džus	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	spotřebič	0.582	0.453	0.538
appliances	spotřebiče	0.594	0.394	0.567
applicability	použitelnosti	0.677	0.490	0.741
applicable	použitelný	0.469	0.430	0.667
applicant	žadatel	0.612	0.558	0.688
application	aplikace	0.646	0.445	0.726
apply	aplikovat	0.612	0.321	0.667
appoint	jmenovat	0.565	0.330	0.509
appointment	jmenování	0.688	0.594	0.547
appointments	schůzky	0.745	0.677	0.625
apportion	rozdělit	0.677	0.490	0.638
apportionment	rozdělení	0.552	0.481	0.453
appraisal	posouzení	0.417	0.667	0.682
appraise	hodnotit	0.677	0.490	0.696
appreciable	znatelný	0.873	0.491	0.778
appreciate	cenit si	0.885	0.422	0.741
appreciated	ocenil	0.910	0.434	0.779
appreciates	oceňuje	0.765	0.500	0.656
appreciation	uznání	0.917	0.529	0.588
appreciative	uznalý	0.857	0.380	0.654
apprehend	zatknout	0.521	0.624	0.696
apprehension	obava	0.385	0.720	0.454
apprehensive	obavný	0.406	0.592	0.431
apprentice	učeň	0.615	0.413	0.452
apprenticeship	učební obor	0.812	0.482	0.643
approach	přístup	0.612	0.392	0.610
approaching	blížící se	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	schválení	0.792	0.529	0.774
appropriate	odpovídající	0.833	0.368	0.759
appropriation	prostředků	0.510	0.632	0.717
approval	odsouhlasení	0.854	0.460	0.889
approve	Schválit	0.875	0.548	0.741
approved	schválený	0.833	0.349	0.698
approvement	schvalování	0.880	0.625	0.780
approving	schvalování	0.917	0.583	0.773
approximate	přibližný	0.551	0.560	0.520
approximately	přibližně	0.622	0.396	0.538
approximating	přiblížení	0.583	0.615	0.471
approximation	přiblížení	0.582	0.402	0.593
appurtenances	příslušenství	0.573	0.412	0.547
apricot	meruňka	0.708	0.320	0.278
apron	zástěra	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	nadání	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamarín	0.729	0.306	0.413
aquarium	akvárium	0.663	0.327	0.393
aquatic	vodní	0.677	0.510	0.463
aqueduct	akvadukt	0.551	0.411	0.534
aqueous	vodné	0.429	0.270	0.310
arable	orný	0.510	0.350	0.465
arbiter	rozhodce	0.561	0.537	0.814
arbitrary	libovolný	0.281	0.702	0.686
arbitrate	rozsuzovat	0.470	0.620	0.682
arbitration	arbitráž	0.587	0.602	0.670
arbitrator	rozhodce	0.385	0.448	0.795
arbor	altán	0.583	0.490	0.591
arc	oblouk	0.552	0.388	0.396
arcade	pasáž	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	oblouk	0.500	0.354	0.468
archaeological	archeologický	0.740	0.441	0.660
archaeologist	archeolog	0.552	0.451	0.706
archaeology	archeologie	0.596	0.358	0.691
archaic	archaický	0.271	0.327	0.332
archangel	archanděl	0.837	0.500	0.708
archbishop	arcibiskup	0.622	0.280	0.776
archdiocese	arcidiecéze	0.400	0.321	0.704
archduke	arcivévoda	0.458	0.413	0.634
arched	klenutý	0.582	0.403	0.398
archer	lukostřelec	0.573	0.622	0.661
archery	lukostřelba	0.594	0.604	0.589
archetype	archetyp	0.448	0.520	0.569
archipelago	souostroví	0.745	0.370	0.592
architect	architekt	0.776	0.442	0.836
architectural	architektonický	0.729	0.390	0.670
architecture	architektura	0.820	0.390	0.694
archive	archiv	0.438	0.294	0.527
arctic	arktický	0.615	0.352	0.546
ardent	vroucí	0.694	0.873	0.722
ardor	zanícení	0.500	0.780	0.538
arduous	náročný	0.344	0.783	0.605
area	plocha	0.490	0.306	0.464
arena	aréna	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	dohadovat se	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentace	0.479	0.549	0.760
argumentative	argumentační	0.450	0.531	0.679
arguments	argumenty	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	vzniknout	0.750	0.582	0.725
aristocracy	aristokracie	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratický	0.449	0.519	0.676
arithmetic	aritmetický	0.453	0.460	0.634
ark	archa	0.396	0.427	0.543
arm	paže	0.552	0.285	0.469
armada	armáda	0.408	0.740	0.868
armament	vyzbrojení	0.198	0.764	0.810
armaments	zbraně	0.192	0.839	0.830
armature	armaturu	0.510	0.558	0.755
armchair	křeslo	0.646	0.164	0.339
armed	ozbrojený	0.188	0.750	0.808
armor	brnění	0.469	0.625	0.784
armored	obrněný	0.469	0.509	0.861
armory	zbrojnice	0.448	0.663	0.800
armpit	podpaží	0.283	0.439	0.250
arms	zbraně	0.464	0.395	0.483
army	armáda	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapie	0.847	0.220	0.473
arousal	vzrušení	0.791	0.943	0.731
arouse	vzbudit	0.740	0.491	0.580
aroused	vzrušený	0.708	0.952	0.667
arraignment	obvinění	0.406	0.837	0.534
arrange	uspořádat	0.740	0.490	0.571
arranged	uspořádány	0.698	0.531	0.728
arrangement	uspořádání	0.625	0.382	0.683
array	pole	0.521	0.396	0.568
arrears	nedoplatky	0.286	0.485	0.302
arrest	zatknout	0.146	0.951	0.500
arrhythmia	arytmie	0.265	0.706	0.356
arrival	příchod	0.678	0.510	0.474
arrive	přijet	0.837	0.406	0.585
arrogance	arogance	0.143	0.750	0.620
arrogant	arogantní	0.115	0.755	0.580
arrow	šipka	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	břidlice	0.188	0.545	0.351
arsenal	arzenál	0.365	0.741	0.752
arsenic	arsen	0.281	0.472	0.447
arson	žhářství	0.133	0.904	0.567
arsonist	žhář	0.348	0.840	0.500
art	umění	0.812	0.360	0.603
arterial	arteriální	0.396	0.510	0.583
artery	tepna	0.396	0.580	0.537
artful	skvostný	0.771	0.608	0.778
arthritis	artritida	0.110	0.518	0.345
arthropod	článkonožce	0.344	0.464	0.434
artichoke	artyčok	0.583	0.218	0.287
article	článek	0.594	0.280	0.481
articles	články	0.552	0.324	0.565
articulate	artikulovat	0.677	0.462	0.618
articulation	artikulace	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	rafinovanost	0.316	0.696	0.482
artificial	umělý	0.306	0.385	0.351
artillery	dělostřelectvo	0.350	0.912	0.794
artisan	řemeslník	0.781	0.330	0.411
artist	umělec	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	umělecký	0.802	0.646	0.632
artistry	umění	0.823	0.346	0.769
artists	umělců	0.796	0.667	0.741
artwork	umělecká díla	0.896	0.368	0.679
arty	bohémský	0.490	0.422	0.388
asap	co nejdříve	0.571	0.500	0.552
asbestos	azbest	0.357	0.481	0.464
ascend	zlézt	0.830	0.620	0.812
ascendancy	nadvláda	0.724	0.625	0.700
ascendant	stoupající	0.656	0.673	0.821
ascending	vzestupně	0.826	0.644	0.777
ascension	vzestup	0.765	0.720	0.714
ascent	výstup	0.755	0.627	0.833
ascertain	zjistit	0.560	0.530	0.625
ascertained	zjištěno	0.531	0.529	0.616
ascetic	asketický	0.438	0.375	0.472
ash	popel	0.260	0.210	0.207
ashamed	zahanbený	0.156	0.588	0.228
ashes	popel	0.327	0.279	0.142
ashtray	popelník	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	dotázat se	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	spící	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	chřest	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	aspekt	0.479	0.469	0.588
aspects	aspekty	0.439	0.480	0.565
aspen	osika	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfyxie	0.198	0.704	0.311
asphyxiation	zadušení	0.059	0.745	0.412
aspiration	aspirace	0.704	0.724	0.675
aspire	usilovat	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspirující	0.844	0.582	0.604
ass	osel	0.323	0.750	0.345
assail	útok	0.378	0.510	0.500
assailant	útočník	0.184	0.868	0.602
assassin	vrah	0.073	0.933	0.632
assassinate	zavraždit	0.051	0.969	0.722
assassination	atentát	0.083	0.941	0.525
assault	útok	0.167	0.848	0.550
assay	testu	0.633	0.559	0.594
assemblage	shromáždění	0.429	0.452	0.600
assemble	shromáždit	0.542	0.570	0.750
assembled	sestaven	0.663	0.450	0.644
assembly	shromáždění	0.698	0.500	0.640
assemblyman	montážní pracovník	0.430	0.538	0.760
assent	souhlas	0.615	0.515	0.719
assert	tvrdí	0.750	0.619	0.809
asserting	tvrzení	0.694	0.531	0.736
assertion	tvrzení	0.740	0.442	0.750
assertive	asertivní	0.719	0.412	0.770
assess	posoudit	0.698	0.500	0.623
assessment	Posouzení	0.750	0.623	0.658
assessor	hodnotitel	0.551	0.538	0.764
asset	aktivum	0.797	0.765	0.788
assets	aktiva	0.667	0.613	0.765
asshole	kretén	0.133	0.582	0.263
assign	přiřadit	0.622	0.417	0.709
assignee	nájemce	0.510	0.462	0.510
assignment	úkol	0.483	0.398	0.745
assimilate	asimilovat	0.559	0.391	0.683
assimilation	asimilace	0.429	0.378	0.463
assist	pomoci	0.833	0.435	0.629
assistance	pomoc	0.656	0.519	0.633
assistant	asistent	0.625	0.390	0.536
associate	spolupracovník	0.812	0.409	0.625
association	sdružení	0.745	0.500	0.817
assorted	roztříděný	0.602	0.460	0.472
assortment	sortiment	0.694	0.360	0.526
assuage	utišit	0.745	0.255	0.500
assume	převzít	0.698	0.401	0.464
assumed	předpokládaný	0.612	0.247	0.454
assuming	za předpokladu	0.740	0.390	0.526
assumption	předpoklad	0.479	0.431	0.417
assurance	ujištění	0.675	0.442	0.704
assure	ujistit	0.910	0.460	0.839
assured	jistě	0.878	0.327	0.754
assuredly	jistě	0.786	0.396	0.833
asterisk	hvězdička	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroidy	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatický	0.229	0.706	0.294
astigmatism	astigmatismus	0.214	0.490	0.429
astonish	udivit	0.786	0.845	0.658
astonished	překvapen	0.510	0.775	0.574
astonishing	udivující	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	údiv	0.680	0.718	0.519
astound	ohromit	0.729	0.675	0.474
astral	astrální	0.604	0.417	0.567
astray	zbloudilý	0.098	0.676	0.308
astringent	svíravý	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologie	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomický	0.600	0.632	0.726
astronomy	astronomie	0.613	0.474	0.722
astute	rafinovaný	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	azyl	0.407	0.330	0.445
asymmetric	asymetrický	0.580	0.343	0.465
asymmetry	asymetrie	0.476	0.373	0.527
asymptotic	asymptotické	0.479	0.451	0.472
atelier	ateliér	0.490	0.330	0.705
atheism	ateismus	0.276	0.460	0.481
atheist	ateista	0.225	0.447	0.377
atheistic	ateistický	0.373	0.481	0.466
atherosclerosis	ateroskleróza	0.250	0.480	0.343
athlete	sportovec	0.781	0.718	0.686
athletic	atletický	0.857	0.798	0.708
athleticism	atletika	0.750	0.863	0.778
athletics	atletika	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosféra	0.604	0.300	0.560
atmospheric	atmosférický	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomový	0.327	0.817	0.713
atone	bezvýhradně	0.418	0.673	0.411
atonement	smíření	0.550	0.602	0.683
atpeace	v míru	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	krutý	0.073	0.811	0.445
atrocity	krutost	0.115	0.844	0.593
atrophy	atrofie	0.177	0.540	0.208
attach	připojit	0.520	0.363	0.559
attached	připojený	0.562	0.350	0.439
attachment	příloha	0.570	0.343	0.500
attack	Záchvat	0.286	0.948	0.670
attacker	útočník	0.185	0.962	0.629
attacking	útočí	0.276	0.837	0.642
attain	dosáhnout	0.806	0.510	0.719
attainable	dosažitelný	0.760	0.500	0.759
attainment	dosažení	0.830	0.520	0.940
attempt	pokus	0.625	0.491	0.431
attempted	pokusil	0.594	0.580	0.567
attend	zúčastnit se	0.650	0.420	0.625
attendance	účast	0.812	0.500	0.592
attendant	obsluha	0.580	0.365	0.519
attention	Pozor	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	pozorný	0.812	0.520	0.724
attenuate	tlumí	0.408	0.302	0.429
attenuated	oslabené	0.449	0.280	0.298
attenuation	útlum	0.458	0.363	0.464
attest	potvrzení	0.439	0.710	0.685
attestation	atestace	0.234	0.635	0.500
attic	podkroví	0.521	0.259	0.377
attire	oděv	0.742	0.388	0.483
attitude	přístup	0.760	0.644	0.861
attorney	advokát	0.600	0.594	0.754
attract	přilákat	0.796	0.663	0.769
attraction	atrakce	0.906	0.774	0.712
attractive	přitažlivý	0.906	0.630	0.769
attractiveness	atraktivita	0.938	0.667	0.755
attributable	přisuzovatelné	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	přiřazení	0.646	0.467	0.658
attrition	otěr	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	aukce	0.594	0.702	0.519
auctioneer	dražitel	0.542	0.732	0.716
audacious	odvážný	0.740	0.875	0.825
audacity	drzost	0.760	0.755	0.916
audible	slyšitelný	0.673	0.370	0.462
audience	publikum	0.698	0.610	0.613
audio	Zvuk	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	konkurs	0.750	0.685	0.615
auditions	audiích	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	hlediště	0.529	0.490	0.538
auditory	sluchový	0.531	0.481	0.570
aught	ačkoli	0.418	0.135	0.217
augment	rozšířit	0.650	0.683	0.645
augmentation	rozšíření	0.714	0.613	0.850
august	srpen	0.652	0.292	0.462
aunt	teta	0.667	0.291	0.420
auntie	tetička	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	záštitou	0.542	0.500	0.634
auspicious	příznivý	0.562	0.635	0.669
austere	strohý	0.500	0.390	0.422
austerity	přísnost	0.438	0.406	0.534
authentic	autentický	0.885	0.510	0.782
authenticate	ověřit	0.833	0.480	0.789
authentication	ověření	0.724	0.491	0.750
authenticity	pravost	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autoritativní	0.636	0.520	0.890
authority	pravomocí	0.592	0.592	0.934
authorization	oprávnění	0.521	0.567	0.817
authorize	povolit	0.772	0.596	0.821
authorized	autorizovaný	0.760	0.458	0.815
authorship	autorství	0.667	0.635	0.773
autism	autismus	0.235	0.500	0.447
autistic	autistický	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiografické	0.909	0.462	0.582
autobiography	autobiografie	0.735	0.284	0.629
autocorrect	autokorekce	0.551	0.439	0.616
autocratic	autokratický	0.542	0.577	0.727
autograph	autogram	0.735	0.565	0.473
