Word	Sindhi-sd	Valence	Arousal	Dominance
ammunition	گولا بارود	0.338	0.635	0.667
amnesia	ايمسيا	0.296	0.330	0.308
amnesty	ايماندار	0.551	0.451	0.814
amorous	بدمعاش	0.844	0.670	0.636
amorphous	بدمعاش	0.327	0.402	0.349
amortization	تعزيت	0.592	0.491	0.522
amount	رقم	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ايمپرسند	0.480	0.448	0.483
amphetamines	ايمفٽينامائنس	0.133	0.667	0.526
amphibian	ايمفائيبيا	0.427	0.357	0.474
amphibious	عجيب	0.479	0.346	0.445
amphitheater	ھوشيارنگ	0.653	0.480	0.545
ample	نڪتل	0.744	0.349	0.719
amplification	تعصب	0.690	0.677	0.810
amplify	تعزيم	0.677	0.735	0.827
amplitude	ڪچهري	0.694	0.439	0.692
amply	بس	0.781	0.431	0.766
amputate	غلط آهي	0.092	0.660	0.509
amputation	واپرائڻ	0.100	0.755	0.483
amuck	ن آهيان	0.385	0.602	0.321
amulet	بدمعاش	0.781	0.260	0.630
amuse	چرچو	0.812	0.684	0.664
amused	چئي رهيو آهي	0.942	0.847	0.596
amusement	چرچو	0.929	0.837	0.803
amusing	خوشيء سان	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	انسانو	0.146	0.830	0.540
anaesthesia	انٽشاف	0.350	0.217	0.473
anaesthetic	جمالياتي	0.449	0.268	0.509
anagram	انتام	0.552	0.327	0.449
anal	مقعد	0.333	0.798	0.334
analgesic	تجزياتي	0.417	0.321	0.441
analogous	هڪڙو	0.531	0.270	0.500
analogue	هڪجهڙائي	0.570	0.320	0.446
analogy	ظاهري	0.510	0.367	0.509
analysis	تجزيو	0.729	0.448	0.705
analyst	تجزيهڪار	0.604	0.415	0.755
analytic	تجزياتي	0.665	0.521	0.634
analytical	تجزياتي	0.625	0.324	0.800
analyze	تجزيو	0.667	0.462	0.710
analyzer	تجزيو ڪندڙ	0.625	0.556	0.854
anaphylactic	غير يقيني	0.378	0.588	0.500
anarchism	انتشار	0.125	0.804	0.623
anarchist	آرڪيالاسٽ	0.204	0.700	0.759
anarchy	انارڪي	0.146	0.755	0.620
anastomosis	انتھاب	0.375	0.470	0.490
anathema	Anathema	0.286	0.490	0.519
anatomic	آرٽيڪل	0.562	0.442	0.546
anatomy	هڪ هٿ	0.562	0.390	0.571
ancestor	اڳوڻي	0.592	0.388	0.594
ancestral	اڳوڻي	0.640	0.481	0.750
ancestry	اڳڪٿيون	0.708	0.519	0.717
anchor	لنگر	0.520	0.284	0.564
anchorage	لنگر	0.500	0.325	0.639
ancient	قديم	0.420	0.217	0.439
ancillary	جانورن جو	0.449	0.442	0.278
androgen	اورڊو	0.255	0.523	0.527
android	۽ ڊائون لوڊ	0.663	0.436	0.500
anecdote	اڻ ڄاڻيو	0.583	0.529	0.500
anemia	وائيس	0.188	0.327	0.310
anemic	ويندڙ	0.167	0.279	0.155
anemone	هڪڙو	0.552	0.538	0.327
anesthesia	انٽشاف	0.365	0.216	0.394
anesthesiologist	اينٽيسيسيولوجسٽ	0.419	0.224	0.526
anesthetic	جمالياتي	0.350	0.264	0.482
aneurysm	هڪڙو	0.115	0.690	0.536
anew	نئون	0.771	0.358	0.385
angel	فرشتو	0.906	0.158	0.704
angelic	فرشتي	0.927	0.298	0.668
anger	ڪاوڙجي ويو	0.167	0.865	0.657
angered	ڪاوڙجي ويو	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	انجنيئر	0.230	0.630	0.464
angiogram	اينگولوگرام	0.347	0.520	0.465
angiography	اينگرافيا	0.378	0.536	0.520
angle	ڪنڊ	0.541	0.330	0.455
angling	ٿڪجي سگھي ٿو	0.625	0.408	0.500
angora	ٻيڙ	0.529	0.425	0.405
angriest	بلڪل	0.094	0.892	0.430
angry	ڪاوڙجي ويو	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ٻڌل	0.167	0.888	0.333
anguish	ويڙهاڪ	0.153	0.792	0.265
anguished	جهڳڙو	0.135	0.720	0.307
angular	ڪنڊو	0.449	0.281	0.444
anhydrous	هڪڙو	0.456	0.365	0.355
animal	حيوان	0.521	0.510	0.513
animate	هڪڙو	0.827	0.755	0.635
animated	متحرڪ	0.823	0.676	0.538
animation	حرکت	0.888	0.750	0.549
animosity	فلاڻو	0.510	0.724	0.545
animus	مداخلت	0.698	0.676	0.466
ankle	پيالو	0.500	0.274	0.234
anklet	ننڍڙو	0.410	0.276	0.302
annals	نالا	0.427	0.610	0.424
annex	جزا	0.594	0.350	0.458
annexation	تڪليف	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	نڀاڳو	0.115	0.918	0.681
annihilated	زبردست	0.080	0.760	0.324
annihilation	فنا	0.041	0.800	0.591
anniversary	ورسي	0.880	0.770	0.723
annotate	تجويز ڪيل	0.592	0.469	0.441
annotation	تشريح	0.604	0.470	0.619
announce	اعلان ڪيو	0.694	0.618	0.611
announcement	اعلان	0.729	0.491	0.482
announcer	آمر	0.602	0.570	0.732
annoy	نڀاڳ	0.094	0.765	0.286
annoyance	افسوس	0.167	0.718	0.342
annoyed	نڀاڳيو	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	اجايو	0.082	0.853	0.348
annoys	نڀاڳ	0.146	0.778	0.435
annual	ساليانو	0.552	0.236	0.500
annuity	وقار	0.521	0.304	0.527
annul	نذر	0.250	0.448	0.364
annular	گهريل آهي	0.310	0.385	0.412
annulment	تڪليف	0.153	0.375	0.447
annulus	تڪليف	0.458	0.380	0.376
anointed	ڀائيوار	0.500	0.368	0.579
anointing	نائب	0.653	0.350	0.547
anomalous	ڦيرو	0.281	0.480	0.423
anomaly	انتھائي	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	گمنام	0.469	0.255	0.430
anonymous	گمنام	0.396	0.291	0.431
anorexic	هڪ انديشي	0.160	0.618	0.245
answer	جواب ڏيو	0.537	0.373	0.661
answerable	جواب ڏيڻ	0.708	0.481	0.750
answering	جواب ڏيڻ	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	دشمنيء	0.224	0.618	0.524
antagonist	سامراج پسند	0.240	0.615	0.700
antagonistic	غير جانبدار	0.296	0.604	0.565
antagonize	جهڳڙو	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	اڳڪٿيون	0.427	0.551	0.566
antelope	خوفناڪ آهي	0.542	0.510	0.500
antenna	انٽنا	0.521	0.327	0.358
anterior	ناڻو	0.510	0.245	0.362
anthem	انتھ	0.780	0.343	0.729
anthill	انتھائي	0.327	0.578	0.377
anthology	نظريي	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	سائنس	0.367	0.390	0.490
anthropologist	انتھائي ماھر	0.551	0.385	0.725
anthropology	سائنس	0.490	0.367	0.582
anti	مخالف	0.365	0.412	0.384
antiaircraft	وائيس ڪنٽرول	0.330	0.622	0.629
antibiotic	اينٽي بائيوٽيڪٽ	0.510	0.373	0.658
antibiotics	اينٽي باڪس	0.448	0.406	0.557
antichrist	مقتول	0.082	0.837	0.544
anticipate	پيش ٿيو	0.622	0.469	0.667
anticipation	تڪڙ	0.698	0.539	0.711
anticipatory	تڪڙ	0.653	0.551	0.682
antics	وحدت	0.448	0.740	0.236
antidote	ڦيرو	0.541	0.490	0.629
antifungal	ٽپڻي	0.408	0.412	0.441
antigravity	وحدت	0.430	0.714	0.658
antimony	وڳوڙ	0.378	0.398	0.490
antipathy	اپيل	0.198	0.549	0.393
antiquarian	قديم	0.500	0.233	0.426
antiquated	مذمت ڪئي وئي	0.420	0.392	0.236
antique	قديم	0.634	0.290	0.518
antiques	آثارون	0.540	0.370	0.595
antiquity	قديم	0.385	0.333	0.556
antiseptic	انسائيڪلوپيڊيا	0.438	0.370	0.623
antisocial	غيرقانوني	0.146	0.686	0.391
antithesis	رياستي	0.396	0.412	0.536
antithetical	ھڪڙو	0.271	0.509	0.358
antiviral	اينٽيلل	0.459	0.470	0.549
antler	انسٽل	0.448	0.470	0.500
antsy	انتساب	0.449	0.558	0.417
anus	هڪڙو	0.347	0.644	0.350
anvil	ناڻو	0.380	0.510	0.604
anxiety	ڏڪڻ	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	فڪر مند	0.281	0.875	0.434
anxiousness	اڻڄاڻ	0.235	0.814	0.282
anytime	ڪنهن به وقت	0.625	0.461	0.436
aorta	اورو	0.448	0.510	0.542
aortic	ڦٽو	0.436	0.540	0.438
apace	اٻڻ	0.536	0.500	0.536
apache	عارضي	0.687	0.469	0.500
apartment	اپارٽمنٽ	0.719	0.393	0.580
apartments	اپارٽمنٽ	0.704	0.337	0.443
apathetic	عجيب	0.188	0.292	0.333
apathy	معصوم	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	ايپرٽچر	0.612	0.450	0.667
apex	ايڪسڪس	0.570	0.433	0.418
aphid	ايفڊ	0.388	0.473	0.407
aphrodisiac	الففرافيڪ	0.750	0.846	0.667
apiece	مساوات	0.439	0.259	0.383
aplomb	ايپلبم	0.500	0.509	0.582
apocalypse	تڪليف	0.050	0.867	0.736
apocalyptic	ڦلپوٽو	0.173	0.880	0.750
apologetic	معافي	0.479	0.461	0.571
apologist	معافي ڏيندڙ	0.406	0.429	0.526
apologize	معافي وٺ	0.551	0.378	0.389
apology	معافي	0.571	0.346	0.402
apostasy	ارتقاء	0.388	0.520	0.517
apostate	ڪفر ڪيو	0.342	0.500	0.528
apostle	رسول خدا!	0.646	0.347	0.732
apostolic	رسول	0.592	0.300	0.717
apostrophe	رسول بخش	0.469	0.368	0.537
apothecary	اڻڄاڻ	0.561	0.328	0.529
appalled	اپيل	0.194	0.792	0.562
appalling	اپيل	0.160	0.827	0.415
apparatus	سامان	0.375	0.353	0.377
apparel	لباس	0.698	0.435	0.453
apparent	ظاهر آهي	0.473	0.383	0.398
apparently	ظاهر آهي	0.531	0.410	0.426
apparition	ظاهر	0.406	0.573	0.636
appeal	اپيل	0.663	0.598	0.558
appear	ظاهر ٿيندو	0.735	0.506	0.567
appearance	ظاهر	0.669	0.490	0.534
appease	درخواست ڏيو	0.633	0.278	0.434
appellant	ايپليٽمنٽ	0.327	0.588	0.568
append	شامل ڪريو	0.573	0.464	0.453
appendage	اپيل	0.229	0.382	0.438
appendectomy	اختياري ماهر	0.177	0.670	0.554
appendicitis	اپيلڪائٽون	0.031	0.640	0.347
appendix	ضمير	0.365	0.387	0.425
appetite	اشتراڪ	0.704	0.637	0.581
appetizer	ايپليڪيشن	0.755	0.560	0.406
appetizing	کي ٻڌائڻ	0.806	0.657	0.688
applaud	هن جو نالو	0.865	0.824	0.464
applause	آزمائش	0.953	0.857	0.621
apple	صوف	0.811	0.300	0.264
apple juice	صوف جو جوس	0.765	0.204	0.294
applejack	ايجٽ	0.604	0.431	0.473
applesauce	اي ميل	0.750	0.167	0.291
appliance	اوزار	0.582	0.453	0.538
appliances	سامان	0.594	0.394	0.567
applicability	درخواست ڏيڻ	0.677	0.490	0.741
applicable	لاڳو ٿيل	0.469	0.430	0.667
applicant	درخواست گذار	0.612	0.558	0.688
application	درخواست	0.646	0.445	0.726
apply	لاڳو	0.612	0.321	0.667
appoint	مقرر ڪريو	0.565	0.330	0.509
appointment	ملاقات	0.688	0.594	0.547
appointments	تقرري	0.745	0.677	0.625
apportion	آزمائش	0.677	0.490	0.638
apportionment	اختياري	0.552	0.481	0.453
appraisal	تشخيص	0.417	0.667	0.682
appraise	درخواست	0.677	0.490	0.696
appreciable	قابل قدر	0.873	0.491	0.778
appreciate	تعريف ڪريو	0.885	0.422	0.741
appreciated	قابل قدر	0.910	0.434	0.779
appreciates	تعريف ڪري ٿو	0.765	0.500	0.656
appreciation	تعریف	0.917	0.529	0.588
appreciative	تعريف	0.857	0.380	0.654
apprehend	اچڻو آهي	0.521	0.624	0.696
apprehension	ڄاڻ	0.385	0.720	0.454
apprehensive	مشڪل	0.406	0.592	0.431
apprentice	ايسوسيس	0.615	0.413	0.452
apprenticeship	استاد	0.812	0.482	0.643
approach	اچڻ	0.612	0.392	0.610
approaching	ٿيڻ	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	منظور	0.792	0.529	0.774
appropriate	مناسب	0.833	0.368	0.759
appropriation	اختياري	0.510	0.632	0.717
approval	منظوري	0.854	0.460	0.889
approve	منظور ڪيو	0.875	0.548	0.741
approved	منظور ٿيل	0.833	0.349	0.698
approvement	منظوري	0.880	0.625	0.780
approving	منظور ڪيو ويو	0.917	0.583	0.773
approximate	تقريبن	0.551	0.560	0.520
approximately	تقريبن	0.622	0.396	0.538
approximating	لڳ ڀڳ	0.583	0.615	0.471
approximation	لڳ ڀڳ	0.582	0.402	0.593
appurtenances	اپورنيٽس	0.573	0.412	0.547
apricot	ايڇوٽ	0.708	0.320	0.278
apron	ايڇون	0.582	0.208	0.245
apt	الف	0.582	0.418	0.382
aptitude	مهارت	0.750	0.471	0.746
aqua	ايڪو	0.656	0.292	0.359
aquamarine	آبيامين	0.729	0.306	0.413
aquarium	اڪرياري	0.663	0.327	0.393
aquatic	آبي	0.677	0.510	0.463
aqueduct	اجايو	0.551	0.411	0.534
aqueous	ڦاسي	0.429	0.270	0.310
arable	ميسر	0.510	0.350	0.465
arbiter	اڪرام	0.561	0.537	0.814
arbitrary	دلداري	0.281	0.702	0.686
arbitrate	ثالث	0.470	0.620	0.682
arbitration	ثالث	0.587	0.602	0.670
arbitrator	ثالث	0.385	0.448	0.795
arbor	پاس	0.583	0.490	0.591
arc	آرڪ	0.552	0.388	0.396
arcade	آرڪٽ	0.676	0.521	0.502
arcane	آرڪٽ	0.500	0.490	0.637
arch	ڪارو	0.500	0.354	0.468
archaeological	آثار قديمه	0.740	0.441	0.660
archaeologist	آثار قديمه جو ماھر	0.552	0.451	0.706
archaeology	آثار علم	0.596	0.358	0.691
archaic	نالا	0.271	0.327	0.332
archangel	ٻيڙي	0.837	0.500	0.708
archbishop	آرڪ ڀشپ	0.622	0.280	0.776
archdiocese	آرڪٽيڪسيس	0.400	0.321	0.704
archduke	آرڪٽروڪ	0.458	0.413	0.634
arched	ويران	0.582	0.403	0.398
archer	آرڪر	0.573	0.622	0.661
archery	تير اندازي	0.594	0.604	0.589
archetype	آرڪٽائپ	0.448	0.520	0.569
archipelago	ٻيٽ سائيڪل	0.745	0.370	0.592
architect	معمار	0.776	0.442	0.836
architectural	معمار	0.729	0.390	0.670
architecture	فن تعمير	0.820	0.390	0.694
archive	آرٽيڪل	0.438	0.294	0.527
arctic	آرڪٽيڪل	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	سخت	0.344	0.783	0.605
area	ايريا	0.490	0.306	0.464
arena	ميدان	0.510	0.235	0.404
areola	آهنولا	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	بحث ڪيو	0.093	0.798	0.525
argument	دليل	0.510	0.464	0.698
argumentation	دليل	0.479	0.549	0.760
argumentative	دلائل	0.450	0.531	0.679
arguments	دليل	0.541	0.602	0.657
arid	مريض	0.323	0.333	0.379
arise	اڀرڻ	0.750	0.582	0.725
aristocracy	ارسطو	0.688	0.549	0.842
aristocrat	ارسٽوڪرت	0.583	0.413	0.811
aristocratic	ارسطو	0.449	0.519	0.676
arithmetic	رياضي	0.453	0.460	0.634
ark	اٽڪ	0.396	0.427	0.543
arm	هٿ	0.552	0.285	0.469
armada	هٿيار	0.408	0.740	0.868
armament	هٿ	0.198	0.764	0.810
armaments	هٿياربندن	0.192	0.839	0.830
armature	هٿيار	0.510	0.558	0.755
armchair	وياسين	0.646	0.164	0.339
armed	هٿياربند	0.188	0.750	0.808
armor	هٿيار	0.469	0.625	0.784
armored	بازياب	0.469	0.509	0.861
armory	ورهه	0.448	0.663	0.800
armpit	ڦل	0.283	0.439	0.250
arms	هٿيارن	0.464	0.395	0.483
army	فوج	0.417	0.759	0.902
aroma	آما	0.823	0.235	0.442
aromatherapy	اروماتراپي	0.847	0.220	0.473
arousal	سريلي	0.791	0.943	0.731
arouse	تنهنجا	0.740	0.491	0.580
aroused	وڌو	0.708	0.952	0.667
arraignment	درٻار	0.406	0.837	0.534
arrange	بندوبست	0.740	0.490	0.571
arranged	بندوبست ڪيو ويو	0.698	0.531	0.728
arrangement	بندوبست	0.625	0.382	0.683
array	صف	0.521	0.396	0.568
arrears	خزانو	0.286	0.485	0.302
arrest	گرفتار ڪيو	0.146	0.951	0.500
arrhythmia	گرفتار ٿيل	0.265	0.706	0.356
arrival	آمد	0.678	0.510	0.474
arrive	پهچڻ	0.837	0.406	0.585
arrogance	وڏائي ڪندڙ	0.143	0.750	0.620
arrogant	وڏائي ڪندڙ	0.115	0.755	0.580
arrow	تير	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	ارسلاڊس	0.188	0.545	0.351
arsenal	هاسٽل	0.365	0.741	0.752
arsenic	ارسنڪ	0.281	0.472	0.447
arson	ڀڃي	0.133	0.904	0.567
arsonist	ارسطو	0.348	0.840	0.500
art	فن	0.812	0.360	0.603
arterial	خطرناڪ	0.396	0.510	0.583
artery	شريان	0.396	0.580	0.537
artful	فنڪار آهي	0.771	0.608	0.778
arthritis	جنون	0.110	0.518	0.345
arthropod	ڄاتو وڃي ٿو	0.344	0.464	0.434
artichoke	فنڪار	0.583	0.218	0.287
article	مضمون	0.594	0.280	0.481
articles	مضمون	0.552	0.324	0.565
articulate	ظاهر آهي	0.677	0.462	0.618
articulation	ظاهر آهي	0.479	0.480	0.591
artifact	فنڪشنل	0.510	0.500	0.566
artifice	فنڪار	0.316	0.696	0.482
artificial	مصنوعي	0.306	0.385	0.351
artillery	اسلحه	0.350	0.912	0.794
artisan	آرٽيڪل	0.781	0.330	0.411
artist	فنڪار	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	فنڪار	0.802	0.646	0.632
artistry	آرٽسٽريٽ	0.823	0.346	0.769
artists	فنڪار	0.796	0.667	0.741
artwork	فنڪار	0.896	0.368	0.679
arty	آرڪي	0.490	0.422	0.388
asap	ٻيٽ	0.571	0.500	0.552
asbestos	ايٽيڪوس	0.357	0.481	0.464
ascend	ويٺو	0.830	0.620	0.812
ascendancy	ويٺو	0.724	0.625	0.700
ascendant	ويٺو	0.656	0.673	0.821
ascending	ويٺو	0.826	0.644	0.777
ascension	ويٺو	0.765	0.720	0.714
ascent	جيترو	0.755	0.627	0.833
ascertain	يقينا	0.560	0.530	0.625
ascertained	ثابت ٿيو	0.531	0.529	0.616
ascetic	ويٺو آهي	0.438	0.375	0.472
ash	رک	0.260	0.210	0.207
ashamed	شرم رھو	0.156	0.588	0.228
ashes	خاڪ	0.327	0.279	0.142
ashtray	جيترو	0.406	0.382	0.265
asinine	Asinine	0.429	0.472	0.433
ask	پڇيو	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	سمهڻ	0.604	0.100	0.270
asp	ايڪس	0.438	0.489	0.375
asparagus	جيترا	0.469	0.317	0.264
aspartame	اسپراميم	0.469	0.480	0.322
aspect	پاسو	0.479	0.469	0.588
aspects	ساٿي	0.439	0.480	0.565
aspen	ايڪسپ	0.479	0.280	0.395
asphalt	اسفالٽ	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	جيترو	0.059	0.745	0.412
aspiration	سڪ	0.704	0.724	0.675
aspire	سلطنت	0.812	0.469	0.722
aspirin	ايپيڊر	0.479	0.271	0.422
aspiring	سازش	0.844	0.582	0.604
ass	گدا	0.323	0.750	0.345
assail	ڌيان ڏيڻ	0.378	0.510	0.500
assailant	حملي ۾	0.184	0.868	0.602
assassin	قاتل	0.073	0.933	0.632
assassinate	قتل ڪيو	0.051	0.969	0.722
assassination	قتل	0.083	0.941	0.525
assault	حملو	0.167	0.848	0.550
assay	ڪوسو	0.633	0.559	0.594
assemblage	گڏجاڻي	0.429	0.452	0.600
assemble	گڏ	0.542	0.570	0.750
assembled	گڏ	0.663	0.450	0.644
assembly	گڏجاڻي	0.698	0.500	0.640
assemblyman	اسيمبلي ميمبر	0.430	0.538	0.760
assent	مددگار	0.615	0.515	0.719
assert	ڌاڙهو	0.750	0.619	0.809
asserting	ڌيان ڏيڻ	0.694	0.531	0.736
assertion	ڌمڪيون	0.740	0.442	0.750
assertive	زبردست	0.719	0.412	0.770
assess	ڄاڻيو	0.698	0.500	0.623
assessment	جائزي	0.750	0.623	0.658
assessor	ماهر	0.551	0.538	0.764
asset	ملڪيت	0.797	0.765	0.788
assets	اثاثو	0.667	0.613	0.765
asshole	جيترو	0.133	0.582	0.263
assign	تفويض	0.622	0.417	0.709
assignee	تفسيض	0.510	0.462	0.510
assignment	تفريحي	0.483	0.398	0.745
assimilate	هوشيار	0.559	0.391	0.683
assimilation	سازش	0.429	0.378	0.463
assist	مدد ڪرڻ	0.833	0.435	0.629
assistance	مدد	0.656	0.519	0.633
assistant	اسسٽنٽ	0.625	0.390	0.536
associate	ڳنڍيو	0.812	0.409	0.625
association	تنظيم	0.745	0.500	0.817
assorted	ڄاڻايل آهي	0.602	0.460	0.472
assortment	اشتراڪ	0.694	0.360	0.526
assuage	سمجهو	0.745	0.255	0.500
assume	فرض ڪيو	0.698	0.401	0.464
assumed	فرض ڪيو ويو آهي	0.612	0.247	0.454
assuming	سوچڻ	0.740	0.390	0.526
assumption	تصور	0.479	0.431	0.417
assurance	يقينن	0.675	0.442	0.704
assure	يقين رکو	0.910	0.460	0.839
assured	يقين ڏياريو	0.878	0.327	0.754
assuredly	يقين سان	0.786	0.396	0.833
asterisk	اسٽرڪاس	0.541	0.288	0.273
asteroid	اسٽرڊيو	0.430	0.721	0.623
asteroids	اسٽرولوڊس	0.361	0.694	0.712
asthma	اسماء	0.198	0.549	0.227
asthmatic	ايٽميٽ	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	ماٺ	0.786	0.845	0.658
astonished	حیران ٿيو	0.510	0.775	0.574
astonishing	حيران ڪندڙ	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	ماڙ	0.680	0.718	0.519
astound	گنجائش	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	گمراھ ٿيو	0.098	0.676	0.308
astringent	ڪوٺي	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	علم	0.635	0.340	0.500
astronaut	خلڪو رستو	0.792	0.601	0.761
astronomer	astronomer	0.750	0.509	0.735
astronomical	سترافياتي	0.600	0.632	0.726
astronomy	ستارو	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	جيترو	0.208	0.442	0.259
asylum	پناه	0.407	0.330	0.445
asymmetric	جيتري قدر	0.580	0.343	0.465
asymmetry	جيتري قدر	0.476	0.373	0.527
asymptotic	اڀياس	0.479	0.451	0.472
atelier	ايوريئر	0.490	0.330	0.705
atheism	حقائق	0.276	0.460	0.481
atheist	ڦاسي	0.225	0.447	0.377
atheistic	پسند رکو	0.373	0.481	0.466
atherosclerosis	آئرروسکلرسيس	0.250	0.480	0.343
athlete	ٽٽل	0.781	0.718	0.686
athletic	ايٿليڪ	0.857	0.798	0.708
athleticism	ايٿليليزم	0.750	0.863	0.778
athletics	ايٿليٽڪس	0.831	0.691	0.740
atlas	Atlas	0.531	0.306	0.554
atmosphere	ماحول	0.604	0.300	0.560
atmospheric	وصف	0.531	0.420	0.594
atoll	ٻيٽ	0.480	0.408	0.472
atom	جوهر	0.510	0.500	0.433
atomic	جوهر	0.327	0.817	0.713
atone	عرش	0.418	0.673	0.411
atonement	ٻيڙيون	0.550	0.602	0.683
atpeace	پاسپورٽ	0.724	0.298	0.519
atrium	آنريم	0.469	0.365	0.473
atrocious	ظلم	0.073	0.811	0.445
atrocity	ظلم	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	ڳنڍيل	0.520	0.363	0.559
attached	سان ڳنڍيل آهي	0.562	0.350	0.439
attachment	ڪچهري	0.570	0.343	0.500
attack	حملو	0.286	0.948	0.670
