Word	Maltese-mt	Valence	Arousal	Dominance
analogous	simili	0.531	0.270	0.500
analogue	analogu	0.570	0.320	0.446
analogy	analoġija	0.510	0.367	0.509
analysis	analiżi	0.729	0.448	0.705
analyst	analista	0.604	0.415	0.755
analytic	analitiku	0.665	0.521	0.634
analytical	analitiċi	0.625	0.324	0.800
analyze	tanalizza	0.667	0.462	0.710
analyzer	analizzatur	0.625	0.556	0.854
anaphylactic	anafilattiku	0.378	0.588	0.500
anarchism	Anarkiżmu	0.125	0.804	0.623
anarchist	anarkista	0.204	0.700	0.759
anarchy	anarkija	0.146	0.755	0.620
anastomosis	anastomosi	0.375	0.470	0.490
anathema	anatema	0.286	0.490	0.519
anatomic	anatomiku	0.562	0.442	0.546
anatomy	anatomija	0.562	0.390	0.571
ancestor	antenat	0.592	0.388	0.594
ancestral	antenati	0.640	0.481	0.750
ancestry	antenati	0.708	0.519	0.717
anchor	ankra	0.520	0.284	0.564
anchorage	ankraġġ	0.500	0.325	0.639
ancient	antika	0.420	0.217	0.439
ancillary	anċillari	0.449	0.442	0.278
androgen	Androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anemija	0.188	0.327	0.310
anemic	anemiku	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anestesija	0.365	0.216	0.394
anesthesiologist	anestesjologu	0.419	0.224	0.526
anesthetic	anestetiku	0.350	0.264	0.482
aneurysm	anewriżmu	0.115	0.690	0.536
anew	mill-ġdid	0.771	0.358	0.385
angel	anġlu	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	rabja	0.167	0.865	0.657
angered	irrabjat	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	anġina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	anġjografija	0.378	0.536	0.520
angle	angolu	0.541	0.330	0.455
angling	sajd bil-qasba	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	l-aktar rrabjata	0.094	0.892	0.430
angry	rrabjata	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	anguish	0.153	0.792	0.265
anguished	anguished	0.135	0.720	0.307
angular	angolari	0.449	0.281	0.444
anhydrous	anidru	0.456	0.365	0.355
animal	annimal	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	animati	0.823	0.676	0.538
animation	animazzjoni	0.888	0.750	0.549
animosity	animosità	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	għaksa	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	Annals	0.427	0.610	0.424
annex	anness	0.594	0.350	0.458
annexation	annessjoni	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	annihilate	0.115	0.918	0.681
annihilated	annihilated	0.080	0.760	0.324
annihilation	annihilation	0.041	0.800	0.591
anniversary	anniversarju	0.880	0.770	0.723
annotate	annotazzjoni	0.592	0.469	0.441
annotation	annotazzjoni	0.604	0.470	0.619
announce	tħabbar	0.694	0.618	0.611
announcement	tħabbira	0.729	0.491	0.482
announcer	announcer	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	dwejjaq	0.167	0.718	0.342
annoyed	imdejqa	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	annoying	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	ta 'kull sena	0.552	0.236	0.500
annuity	annwalità	0.521	0.304	0.527
annul	tannulla	0.250	0.448	0.364
annular	annulari	0.310	0.385	0.412
annulment	annullament	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	anointing	0.653	0.350	0.547
anomalous	anomali	0.281	0.480	0.423
anomaly	anomalija	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimità	0.469	0.255	0.430
anonymous	anonimu	0.396	0.291	0.431
anorexic	anoressiku	0.160	0.618	0.245
answer	risposta	0.537	0.373	0.661
answerable	responsabbli	0.708	0.481	0.750
answering	tweġib	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagoniżmu	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistiku	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	innu	0.780	0.343	0.729
anthill	antillazzjoni	0.327	0.578	0.377
anthology	antoloġija	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	antropoloġiku	0.367	0.390	0.490
anthropologist	antropologu	0.551	0.385	0.725
anthropology	antropoloġija	0.490	0.367	0.582
anti	kontra	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibijotiku	0.510	0.373	0.658
antibiotics	antibijotiċi	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	jantiċipaw	0.622	0.469	0.667
anticipation	antiċipazzjoni	0.698	0.539	0.711
anticipatory	antiċipatorju	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidotu	0.541	0.490	0.629
antifungal	antifungali	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimonju	0.378	0.398	0.490
antipathy	antipatija	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	antikwati	0.420	0.392	0.236
antique	antikità	0.634	0.290	0.518
antiques	antikitajiet	0.540	0.370	0.595
antiquity	antikità	0.385	0.333	0.556
antiseptic	antisettiku	0.438	0.370	0.623
antisocial	antisoċjali	0.146	0.686	0.391
antithesis	antiteżi	0.396	0.412	0.536
antithetical	antitetiku	0.271	0.509	0.358
antiviral	antivirali	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	ansjetà	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	anzjuż	0.281	0.875	0.434
anxiousness	ansjeta '	0.235	0.814	0.282
anytime	ghaċ	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortika	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	appartament	0.719	0.393	0.580
apartments	appartamenti	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	apatija	0.184	0.212	0.204
ape	Ape	0.548	0.389	0.336
aperture	apertura	0.612	0.450	0.667
apex	quċċata	0.570	0.433	0.418
aphid	pulzier	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	biċċa	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apokaliptiku	0.173	0.880	0.750
apologetic	apologetic	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	ruhna	0.551	0.378	0.389
apology	apoloġija	0.571	0.346	0.402
apostasy	apostasija	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	appostlu	0.646	0.347	0.732
apostolic	appostolika	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	spiżjar	0.561	0.328	0.529
appalled	imbarazzat	0.194	0.792	0.562
appalling	terribbli	0.160	0.827	0.415
apparatus	apparat	0.375	0.353	0.377
apparel	ilbies	0.698	0.435	0.453
apparent	apparenti	0.473	0.383	0.398
apparently	apparentement	0.531	0.410	0.426
apparition	apparition	0.406	0.573	0.636
appeal	appell	0.663	0.598	0.558
appear	jidhru	0.735	0.506	0.567
appearance	apparenza	0.669	0.490	0.534
appease	appease	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	append	0.573	0.464	0.453
appendage	appendagg	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	Appendiċi	0.365	0.387	0.425
appetite	aptit	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	applaud	0.865	0.824	0.464
applause	ċapċip	0.953	0.857	0.621
apple	tuffieħ	0.811	0.300	0.264
apple juice	meraq tat-tuffieħ	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	tuffieħ	0.750	0.167	0.291
appliance	appliance	0.582	0.453	0.538
appliances	apparat	0.594	0.394	0.567
applicability	applikabilità	0.677	0.490	0.741
applicable	applikabbli	0.469	0.430	0.667
applicant	applikant	0.612	0.558	0.688
application	applikazzjoni	0.646	0.445	0.726
apply	japplikaw	0.612	0.321	0.667
appoint	jaħtar	0.565	0.330	0.509
appointment	ħatra	0.688	0.594	0.547
appointments	ħatriet	0.745	0.677	0.625
apportion	tqassim	0.677	0.490	0.638
apportionment	tqassim	0.552	0.481	0.453
appraisal	stima	0.417	0.667	0.682
appraise	tivvaluta	0.677	0.490	0.696
appreciable	apprezzabbli	0.873	0.491	0.778
appreciate	napprezzaw	0.885	0.422	0.741
appreciated	apprezzat	0.910	0.434	0.779
appreciates	japprezza	0.765	0.500	0.656
appreciation	apprezzament	0.917	0.529	0.588
appreciative	apprezzattiv	0.857	0.380	0.654
apprehend	jinqabad	0.521	0.624	0.696
apprehension	arrest	0.385	0.720	0.454
apprehensive	apprehensive	0.406	0.592	0.431
apprentice	apprendist	0.615	0.413	0.452
apprenticeship	apprendistat	0.812	0.482	0.643
approach	approċċ	0.612	0.392	0.610
approaching	toqrob	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	approvazzjoni	0.792	0.529	0.774
appropriate	xieraq	0.833	0.368	0.759
appropriation	approprjazzjoni	0.510	0.632	0.717
approval	approvazzjoni	0.854	0.460	0.889
approve	tapprova	0.875	0.548	0.741
approved	approvat	0.833	0.349	0.698
approvement	approvazzjoni	0.880	0.625	0.780
approving	tapprova	0.917	0.583	0.773
approximate	approssimattiv	0.551	0.560	0.520
approximately	approssimattivament	0.622	0.396	0.538
approximating	approssimazzjoni	0.583	0.615	0.471
approximation	approssimazzjoni	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	berquq	0.708	0.320	0.278
apron	fradal	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	akwarju	0.663	0.327	0.393
aquatic	akkwatiċi	0.677	0.510	0.463
aqueduct	akwedott	0.551	0.411	0.534
aqueous	akweju	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbitru	0.561	0.537	0.814
arbitrary	arbitrarju	0.281	0.702	0.686
arbitrate	arbitraġġ	0.470	0.620	0.682
arbitration	arbitraġġ	0.587	0.602	0.670
arbitrator	arbitru	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	ark	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arch	0.500	0.354	0.468
archaeological	arkeoloġiku	0.740	0.441	0.660
archaeologist	arkeologu	0.552	0.451	0.706
archaeology	arkeoloġija	0.596	0.358	0.691
archaic	arkajka	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	arċisqof	0.622	0.280	0.776
archdiocese	Arċidjoċesi	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	Archer	0.573	0.622	0.661
archery	qwas	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	arċipelagu	0.745	0.370	0.592
architect	perit	0.776	0.442	0.836
architectural	arkitettoniku	0.729	0.390	0.670
architecture	arkitettura	0.820	0.390	0.694
archive	arkivju	0.438	0.294	0.527
arctic	Artiku	0.615	0.352	0.546
ardent	ardenti	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	diffiċli	0.344	0.783	0.605
area	żona	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumenta	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentazzjoni	0.479	0.549	0.760
argumentative	argumentattiv	0.450	0.531	0.679
arguments	argumenti	0.541	0.602	0.657
arid	aridi	0.323	0.333	0.379
arise	jinqalgħu	0.750	0.582	0.725
aristocracy	aristokrazija	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristokratika	0.449	0.519	0.676
arithmetic	aritmetika	0.453	0.460	0.634
ark	arka	0.396	0.427	0.543
arm	driegħ	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	armamenti	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	pultruna	0.646	0.164	0.339
armed	armati	0.188	0.750	0.808
armor	armatura	0.469	0.625	0.784
armored	armatura	0.469	0.509	0.861
armory	armory	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	armi	0.464	0.395	0.483
army	armata	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	tqanqil	0.791	0.943	0.731
arouse	iqajjem	0.740	0.491	0.580
aroused	qajjem	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	jirranġa	0.740	0.490	0.571
arranged	irranġat	0.698	0.531	0.728
arrangement	arranġament	0.625	0.382	0.683
array	firxa	0.521	0.396	0.568
arrears	arretrati	0.286	0.485	0.302
arrest	arrest	0.146	0.951	0.500
arrhythmia	arritmija	0.265	0.706	0.356
arrival	wasla	0.678	0.510	0.474
arrive	jaslu	0.837	0.406	0.585
arrogance	arroganza	0.143	0.750	0.620
arrogant	arroganti	0.115	0.755	0.580
arrow	vleġġa	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arseniku	0.281	0.472	0.447
arson	ħruq	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	arterjali	0.396	0.510	0.583
artery	arterja	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	artrite	0.110	0.518	0.345
arthropod	artropodi	0.344	0.464	0.434
artichoke	qaqoċċ	0.583	0.218	0.287
article	artikolu	0.594	0.280	0.481
articles	artikoli	0.552	0.324	0.565
articulate	artikolazzjoni	0.677	0.462	0.618
articulation	artikolazzjoni	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	artifiċjali	0.306	0.385	0.351
artillery	artillerija	0.350	0.912	0.794
artisan	artiġjanali	0.781	0.330	0.411
artist	artist	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistiku	0.802	0.646	0.632
artistry	artisti	0.823	0.346	0.769
artists	artisti	0.796	0.667	0.741
artwork	xogħol ta 'l-arti	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	jogħla	0.830	0.620	0.812
ascendancy	axxendenza	0.724	0.625	0.700
ascendant	axxendent	0.656	0.673	0.821
ascending	axxendenti	0.826	0.644	0.777
ascension	tlugħ	0.765	0.720	0.714
ascent	ascent	0.755	0.627	0.833
ascertain	aċċerta ruħek	0.560	0.530	0.625
ascertained	aċċertat	0.531	0.529	0.616
ascetic	aċetiku	0.438	0.375	0.472
ash	irmied	0.260	0.210	0.207
ashamed	ashamed	0.156	0.588	0.228
ashes	irmied	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	staqsi	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	rieqed	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagu	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	Aspett	0.479	0.469	0.588
aspects	aspetti	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfissija	0.198	0.704	0.311
asphyxiation	asfissija	0.059	0.745	0.412
aspiration	l-aspirazzjoni	0.704	0.724	0.675
aspire	jaspira	0.812	0.469	0.722
aspirin	aspirina	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	ħmar	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	assassin	0.073	0.933	0.632
assassinate	assassinate	0.051	0.969	0.722
assassination	qtil	0.083	0.941	0.525
assault	attakk	0.167	0.848	0.550
assay	assaġġ	0.633	0.559	0.594
assemblage	assemblaġġ	0.429	0.452	0.600
assemble	immuntati	0.542	0.570	0.750
assembled	immuntati	0.663	0.450	0.644
assembly	assemblaġġ	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	kunsens	0.615	0.515	0.719
assert	tafferma	0.750	0.619	0.809
asserting	tafferma	0.694	0.531	0.736
assertion	affermazzjoni	0.740	0.442	0.750
assertive	assertiv	0.719	0.412	0.770
assess	tevalwa	0.698	0.500	0.623
assessment	valutazzjoni	0.750	0.623	0.658
assessor	assessur	0.551	0.538	0.764
asset	assi	0.797	0.765	0.788
assets	assi	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	tassenja	0.622	0.417	0.709
assignee	assenjatarju	0.510	0.462	0.510
assignment	assenjazzjoni	0.483	0.398	0.745
assimilate	assimilat	0.559	0.391	0.683
assimilation	assimilazzjoni	0.429	0.378	0.463
assist	tassisti	0.833	0.435	0.629
assistance	assistenza	0.656	0.519	0.633
assistant	Assistent	0.625	0.390	0.536
associate	assoċjat	0.812	0.409	0.625
association	assoċjazzjoni	0.745	0.500	0.817
assorted	assortita	0.602	0.460	0.472
assortment	assortiment	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	tassumi	0.698	0.401	0.464
assumed	jassumi	0.612	0.247	0.454
assuming	jassumi	0.740	0.390	0.526
assumption	suppożizzjoni	0.479	0.431	0.417
assurance	assigurazzjoni	0.675	0.442	0.704
assure	tassigura	0.910	0.460	0.839
assured	assigurat	0.878	0.327	0.754
assuredly	assuredly	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	ażma	0.198	0.549	0.227
asthmatic	ażmatiċi	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	astunizza	0.786	0.845	0.658
astonished	sorpriż	0.510	0.775	0.574
astonishing	zaskakuje	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	sturdament	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	jinqerdu	0.098	0.676	0.308
astringent	astringenti	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	astronawt	0.792	0.601	0.761
astronomer	astronomu	0.750	0.509	0.735
astronomical	astronomiku	0.600	0.632	0.726
astronomy	astronomija	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	ażil	0.407	0.330	0.445
asymmetric	asimmetrika	0.580	0.343	0.465
asymmetry	assimetrija	0.476	0.373	0.527
asymptotic	asintotiku	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	atheist	0.225	0.447	0.377
atheistic	atea	0.373	0.481	0.466
atherosclerosis	aterosklerożi	0.250	0.480	0.343
athlete	atleta	0.781	0.718	0.686
athletic	atletiku	0.857	0.798	0.708
athleticism	atletiżmu	0.750	0.863	0.778
athletics	atletika	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfera	0.604	0.300	0.560
atmospheric	atmosferiku	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atomu	0.510	0.500	0.433
atomic	atomiku	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	atonement	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	atroċita	0.115	0.844	0.593
atrophy	atrofija	0.177	0.540	0.208
attach	ehmeż	0.520	0.363	0.559
attached	mehmuża	0.562	0.350	0.439
attachment	sekwestru	0.570	0.343	0.500
attack	attakk	0.286	0.948	0.670
attacker	attakkant	0.185	0.962	0.629
attacking	attakk	0.276	0.837	0.642
attain	tilħaq	0.806	0.510	0.719
attainable	li jista 'jinkiseb	0.760	0.500	0.759
attainment	kisba	0.830	0.520	0.940
attempt	tentattiv	0.625	0.491	0.431
attempted	attentat	0.594	0.580	0.567
attend	tattendi	0.650	0.420	0.625
attendance	attendenza	0.812	0.500	0.592
attendant	attendant	0.580	0.365	0.519
attention	attenzjoni	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	attent	0.812	0.520	0.724
attenuate	attenwat	0.408	0.302	0.429
attenuated	attenwat	0.449	0.280	0.298
attenuation	attenwazzjoni	0.458	0.363	0.464
attest	tafferma	0.439	0.710	0.685
attestation	attestazzjoni	0.234	0.635	0.500
attic	attic	0.521	0.259	0.377
attire	attire	0.742	0.388	0.483
attitude	attitudni	0.760	0.644	0.861
attorney	prokuratur	0.600	0.594	0.754
attract	tattira	0.796	0.663	0.769
attraction	attrazzjoni	0.906	0.774	0.712
attractive	attraenti	0.906	0.630	0.769
attractiveness	attrazzjoni	0.938	0.667	0.755
attributable	attribwibbli	0.704	0.430	0.527
attribute	attribut	0.781	0.439	0.795
attribution	attribuzzjoni	0.646	0.467	0.658
attrition	attrizzjoni	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	irkant	0.594	0.702	0.519
auctioneer	irkantatur	0.542	0.732	0.716
audacious	audacious	0.740	0.875	0.825
audacity	audacity	0.760	0.755	0.916
audible	jinstemgħu	0.673	0.370	0.462
audience	udjenza	0.698	0.610	0.613
audio	awdjo	0.709	0.425	0.370
audit	awditjar	0.375	0.562	0.735
audition	audizzjoni	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	awditur	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	smigħ	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	iżżid	0.650	0.683	0.645
augmentation	żieda	0.714	0.613	0.850
august	Awissu	0.652	0.292	0.462
aunt	zija	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	awspiċji	0.542	0.500	0.634
auspicious	awspiċju	0.562	0.635	0.669
austere	awster	0.500	0.390	0.422
austerity	awsterità	0.438	0.406	0.534
authentic	awtentiku	0.885	0.510	0.782
authenticate	awtentikar	0.833	0.480	0.789
authentication	awtentikazzjoni	0.724	0.491	0.750
authenticity	awtentiċità	0.670	0.548	0.845
author	awtur	0.775	0.343	0.749
authoritative	awtorevoli	0.636	0.520	0.890
authority	awtorità	0.592	0.592	0.934
authorization	awtorizzazzjoni	0.521	0.567	0.817
authorize	tawtorizza	0.772	0.596	0.821
authorized	awtorizzat	0.760	0.458	0.815
authorship	awtur	0.667	0.635	0.773
autism	awtiżmu	0.235	0.500	0.447
autistic	awtistiku	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	awtobijografiku	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
autocorrect	awtokorrezzjoni	0.551	0.439	0.616
autocratic	awtokratiku	0.542	0.577	0.727
autograph	awtografu	0.735	0.565	0.473
autographed	awtografat	0.781	0.620	0.625
automated	awtomatizzat	0.578	0.402	0.632
automatic	awtomatiku	0.562	0.433	0.664
automobile	tal-karozzi	0.753	0.625	0.534
automotive	tal-karozzi	0.656	0.520	0.577
autonomy	awtonomija	0.781	0.349	0.891
autopilot	awtopilota	0.594	0.462	0.632
autopsy	awtopsja	0.252	0.650	0.538
autumn	ħarifa	0.765	0.204	0.450
auxiliary	awżiljarju	0.622	0.471	0.509
avail	użu	0.800	0.430	0.603
availability	disponibbiltà	0.796	0.544	0.600
available	disponibbli	0.844	0.356	0.623
avalanche	valanga	0.265	0.915	0.683
