Word	Kyrgyz-ky	Valence	Arousal	Dominance
amplify	кеңейтүү	0.677	0.735	0.827
amplitude	бир-	0.694	0.439	0.692
amply	акыбети	0.781	0.431	0.766
amputate	ампутация кылуу	0.092	0.660	0.509
amputation	ампутация	0.100	0.755	0.483
amuck	жинденип	0.385	0.602	0.321
amulet	тумар	0.781	0.260	0.630
amuse	ойнотуу	0.812	0.684	0.664
amused	туудурду	0.942	0.847	0.596
amusement	оюн зоока	0.929	0.837	0.803
amusing	оюн тамашалуу	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	Анаконда	0.146	0.830	0.540
anaesthesia	анестезия	0.350	0.217	0.473
anaesthetic	ооруну басуучу дары	0.449	0.268	0.509
anagram	Апкел	0.552	0.327	0.449
anal	анал	0.333	0.798	0.334
analgesic	нестендирме	0.417	0.321	0.441
analogous	окшош	0.531	0.270	0.500
analogue	окшоштук	0.570	0.320	0.446
analogy	салыштыруу	0.510	0.367	0.509
analysis	талдоо	0.729	0.448	0.705
analyst	аналитик	0.604	0.415	0.755
analytic	аналитикалык	0.665	0.521	0.634
analytical	аналитикалык	0.625	0.324	0.800
analyze	талдоо жүргүзүү	0.667	0.462	0.710
analyzer	анализатор	0.625	0.556	0.854
anaphylactic	таруусу	0.378	0.588	0.500
anarchism	анархизм	0.125	0.804	0.623
anarchist	анархиялык	0.204	0.700	0.759
anarchy	анархия	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	каргыш	0.286	0.490	0.519
anatomic	анатомиялык	0.562	0.442	0.546
anatomy	анатомия	0.562	0.390	0.571
ancestor	түпкү ата	0.592	0.388	0.594
ancestral	ата-бабаларынын	0.640	0.481	0.750
ancestry	түпкү аталар	0.708	0.519	0.717
anchor	якорь	0.520	0.284	0.564
anchorage	Баликпапан	0.500	0.325	0.639
ancient	байыркы	0.420	0.217	0.439
ancillary	Бажыга байланыштуу	0.449	0.442	0.278
androgen	андроген	0.255	0.523	0.527
android	андроид	0.663	0.436	0.500
anecdote	эпизод	0.583	0.529	0.500
anemia	анемия	0.188	0.327	0.310
anemic	каны аздык	0.167	0.279	0.155
anemone	Anemone	0.552	0.538	0.327
anesthesia	анестезия	0.365	0.216	0.394
anesthesiologist	анестезиолог	0.419	0.224	0.526
anesthetic	ооруну басуучу дары	0.350	0.264	0.482
aneurysm	Aneurysm	0.115	0.690	0.536
anew	кайрадан	0.771	0.358	0.385
angel	периште	0.906	0.158	0.704
angelic	периштелердин	0.927	0.298	0.668
anger	ачуулануу	0.167	0.865	0.657
angered	нааразы	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ангина	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	Алымбек	0.378	0.536	0.520
angle	бурч	0.541	0.330	0.455
angling	Кайырмак	0.625	0.408	0.500
angora	Ангора	0.529	0.425	0.405
angriest	кийин ачууланбайм	0.094	0.892	0.430
angry	ачууланган	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	Коркуу	0.167	0.888	0.333
anguish	азап	0.153	0.792	0.265
anguished	ачуулуу	0.135	0.720	0.307
angular	кырлуу	0.449	0.281	0.444
anhydrous	суусуз	0.456	0.365	0.355
animal	жаныбар	0.521	0.510	0.513
animate	жандандыруу	0.827	0.755	0.635
animated	уму	0.823	0.676	0.538
animation	жандуулук	0.888	0.750	0.549
animosity	душмандык	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	тай аке	0.500	0.274	0.234
anklet	Anklet	0.410	0.276	0.302
annals	анналдарында	0.427	0.610	0.424
annex	кошумча курулуш	0.594	0.350	0.458
annexation	кошуу	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	жок кылуу	0.115	0.918	0.681
annihilated	жок	0.080	0.760	0.324
annihilation	жок кылуу	0.041	0.800	0.591
anniversary	жылдык	0.880	0.770	0.723
annotate	чечмелегенге	0.592	0.469	0.441
annotation	чечмелөө	0.604	0.470	0.619
announce	жарыялоо	0.694	0.618	0.611
announcement	кулактандыруу	0.729	0.491	0.482
announcer	жарыялоочу аял	0.602	0.570	0.732
annoy	жадатуу	0.094	0.765	0.286
annoyance	кыжырдануу	0.167	0.718	0.342
annoyed	кыжырданган	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	кыжырданткан	0.082	0.853	0.348
annoys	азар	0.146	0.778	0.435
annual	ар жылдык	0.552	0.236	0.500
annuity	аннуитет	0.521	0.304	0.527
annul	жокка чыгаруу	0.250	0.448	0.364
annular	чоргодо	0.310	0.385	0.412
annulment	жокко чыгаруу	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	майланган	0.500	0.368	0.579
anointing	майлоо	0.653	0.350	0.547
anomalous	аномалдык	0.281	0.480	0.423
anomaly	аномалия	0.188	0.538	0.404
anon	дароо	0.479	0.354	0.298
anonymity	Анонимдүүлүк	0.469	0.255	0.430
anonymous	жашыруун	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	жооп	0.537	0.373	0.661
answerable	жооптуу	0.708	0.481	0.750
answering	жооп	0.684	0.500	0.607
ant	кумурска	0.448	0.216	0.216
antagonism	антагонизм	0.224	0.618	0.524
antagonist	соттошот	0.240	0.615	0.700
antagonistic	антагонисттик	0.296	0.604	0.565
antagonize	каршы туруу	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	антилопа	0.542	0.510	0.500
antenna	антенна	0.521	0.327	0.358
anterior	место	0.510	0.245	0.362
anthem	гимн	0.780	0.343	0.729
anthill	кумурска уясы	0.327	0.578	0.377
anthology	антология	0.338	0.406	0.537
anthrax	күйдүргү	0.188	0.730	0.500
anthropological	антропологиялык	0.367	0.390	0.490
anthropologist	антрополог	0.551	0.385	0.725
anthropology	антропология	0.490	0.367	0.582
anti	каршы	0.365	0.412	0.384
antiaircraft	чабуулга	0.330	0.622	0.629
antibiotic	антибиотик	0.510	0.373	0.658
antibiotics	антибиотиктер	0.448	0.406	0.557
antichrist	Дажжал	0.082	0.837	0.544
anticipate	үмүттөнүп күтүү	0.622	0.469	0.667
anticipation	күтүү	0.698	0.539	0.711
anticipatory	алдын ала	0.653	0.551	0.682
antics	кылык-жоруктар	0.448	0.740	0.236
antidote	уунун күчүн жоготуучу зат	0.541	0.490	0.629
antifungal	грибокко каршы	0.408	0.412	0.441
antigravity	антидоты	0.430	0.714	0.658
antimony	сурма	0.378	0.398	0.490
antipathy	жактырбаган нерселерин	0.198	0.549	0.393
antiquarian	Лампа	0.500	0.233	0.426
antiquated	азайган	0.420	0.392	0.236
antique	антиквариаттуу	0.634	0.290	0.518
antiques	эски буюмдар	0.540	0.370	0.595
antiquity	байыркы мезгил	0.385	0.333	0.556
antiseptic	антисептик	0.438	0.370	0.623
antisocial	коомго	0.146	0.686	0.391
antithesis	менен карама-каршы	0.396	0.412	0.536
antithetical	таптакыр	0.271	0.509	0.358
antiviral	дарылар	0.459	0.470	0.549
antler	панта	0.448	0.470	0.500
antsy	чыдамы	0.449	0.558	0.417
anus	көтөн чучук	0.347	0.644	0.350
anvil	дөшү	0.380	0.510	0.604
anxiety	тынчсыздануу	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	тынчсызданган	0.281	0.875	0.434
anxiousness	тынчсыздануу	0.235	0.814	0.282
anytime	ар дайым	0.625	0.461	0.436
aorta	аорта	0.448	0.510	0.542
aortic	аорта	0.436	0.540	0.438
apace	Тиги	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	бөлмө	0.719	0.393	0.580
apartments	батирлер	0.704	0.337	0.443
apathetic	кош	0.188	0.292	0.333
apathy	кош	0.184	0.212	0.204
ape	маймыл	0.548	0.389	0.336
aperture	улахана	0.612	0.450	0.667
apex	чоку	0.570	0.433	0.418
aphid	мите	0.388	0.473	0.407
aphrodisiac	Aphrodisiac	0.750	0.846	0.667
apiece	бир кесим	0.439	0.259	0.383
aplomb	чулар	0.500	0.509	0.582
apocalypse	тамга	0.050	0.867	0.736
apocalyptic	Үрөйдү учурган	0.173	0.880	0.750
apologetic	качирмечил	0.479	0.461	0.571
apologist	дебегиле	0.406	0.429	0.526
apologize	кечирим суроо	0.551	0.378	0.389
apology	кечирим	0.571	0.346	0.402
apostasy	четтөөчүлүк	0.388	0.520	0.517
apostate	четтеген	0.342	0.500	0.528
apostle	апостол	0.646	0.347	0.732
apostolic	элчилик	0.592	0.300	0.717
apostrophe	апостроф	0.469	0.368	0.537
apothecary	дабагери	0.561	0.328	0.529
appalled	аябай	0.194	0.792	0.562
appalling	коркунучтуу	0.160	0.827	0.415
apparatus	аппаратура	0.375	0.353	0.377
apparel	кийим	0.698	0.435	0.453
apparent	көрүнүүчү	0.473	0.383	0.398
apparently	кыязы,	0.531	0.410	0.426
apparition	көрүнүп	0.406	0.573	0.636
appeal	даттануу	0.663	0.598	0.558
appear	көрүнүшү	0.735	0.506	0.567
appearance	көрүнүшү	0.669	0.490	0.534
appease	тынчытуу	0.633	0.278	0.434
appellant	дубасын	0.327	0.588	0.568
append	кошуу	0.573	0.464	0.453
appendage	кошумча	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	ичеги	0.031	0.640	0.347
appendix	аппендикс	0.365	0.387	0.425
appetite	аппетит	0.704	0.637	0.581
appetizer	ысылык	0.755	0.560	0.406
appetizing	табитин	0.806	0.657	0.688
applaud	кол чабуу	0.865	0.824	0.464
applause	кол чабуулар	0.953	0.857	0.621
apple	алма	0.811	0.300	0.264
apple juice	Алма ширеси	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	болбогон нерсе	0.750	0.167	0.291
appliance	аспап	0.582	0.453	0.538
appliances	тиричилик техникасы	0.594	0.394	0.567
applicability	колдонулушу	0.677	0.490	0.741
applicable	колдонулуучу	0.469	0.430	0.667
applicant	өтүнмө ээси	0.612	0.558	0.688
application	арыз	0.646	0.445	0.726
apply	колдонулат	0.612	0.321	0.667
appoint	дайындайт	0.565	0.330	0.509
appointment	дайындоо	0.688	0.594	0.547
appointments	дайындоолор	0.745	0.677	0.625
apportion	жер семирткич	0.677	0.490	0.638
apportionment	бөлүштүрүү	0.552	0.481	0.453
appraisal	баа	0.417	0.667	0.682
appraise	баалоо	0.677	0.490	0.696
appreciable	байкалаарлык	0.873	0.491	0.778
appreciate	баалоо	0.885	0.422	0.741
appreciated	ыраазы	0.910	0.434	0.779
appreciates	баалайт	0.765	0.500	0.656
appreciation	түшүнүү	0.917	0.529	0.588
appreciative	ыраазы	0.857	0.380	0.654
apprehend	кармап алуу	0.521	0.624	0.696
apprehension	түшүнүү	0.385	0.720	0.454
apprehensive	түшүнүүнүктүү	0.406	0.592	0.431
apprentice	үйрөнчүк аял	0.615	0.413	0.452
apprenticeship	үйрөнүү	0.812	0.482	0.643
approach	жакындоо	0.612	0.392	0.610
approaching	жакындап	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	Сыноодон өткөрүү	0.792	0.529	0.774
appropriate	туура келген	0.833	0.368	0.759
appropriation	катышуу	0.510	0.632	0.717
approval	ырастоо	0.854	0.460	0.889
approve	бекитүү	0.875	0.548	0.741
approved	бекитилген	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	бекитүү	0.917	0.583	0.773
approximate	жакындаштырылган	0.551	0.560	0.520
approximately	болжол менен	0.622	0.396	0.538
approximating	баалуулуктардын жакындоосун	0.583	0.615	0.471
approximation	жакындаштыруу	0.582	0.402	0.593
appurtenances	нерселерди,	0.573	0.412	0.547
apricot	абрикос	0.708	0.320	0.278
apron	белдемчи	0.582	0.208	0.245
apt	ап	0.582	0.418	0.382
aptitude	жарамдуулук	0.750	0.471	0.746
aqua	Aqua	0.656	0.292	0.359
aquamarine	Aquamarine	0.729	0.306	0.413
aquarium	аквариум	0.663	0.327	0.393
aquatic	суу	0.677	0.510	0.463
aqueduct	суу түтүгү	0.551	0.411	0.534
aqueous	-суу	0.429	0.270	0.310
arable	айдоо	0.510	0.350	0.465
arbiter	арбитр	0.561	0.537	0.814
arbitrary	эрки менен	0.281	0.702	0.686
arbitrate	калыстоо	0.470	0.620	0.682
arbitration	третей соту	0.587	0.602	0.670
arbitrator	калыс аял	0.385	0.448	0.795
arbor	Арбор	0.583	0.490	0.591
arc	догоо	0.552	0.388	0.396
arcade	аркада	0.676	0.521	0.502
arcane	эжекеси	0.500	0.490	0.637
arch	догоого окшоп кошулган жер	0.500	0.354	0.468
archaeological	археологиялык	0.740	0.441	0.660
archaeologist	археолог аял	0.552	0.451	0.706
archaeology	археология	0.596	0.358	0.691
archaic	эскирген	0.271	0.327	0.332
archangel	Микеил	0.837	0.500	0.708
archbishop	архиепископу	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	сатылды	0.458	0.413	0.634
arched	арка	0.582	0.403	0.398
archer	аткыч	0.573	0.622	0.661
archery	жаа менен атуу	0.594	0.604	0.589
archetype	олтурткон	0.448	0.520	0.569
archipelago	архипелаг	0.745	0.370	0.592
architect	архитектор	0.776	0.442	0.836
architectural	архитектуралык	0.729	0.390	0.670
architecture	архитектура	0.820	0.390	0.694
archive	Музыка	0.438	0.294	0.527
arctic	арктика	0.615	0.352	0.546
ardent	жануу	0.694	0.873	0.722
ardor	кызуу	0.500	0.780	0.538
arduous	оор	0.344	0.783	0.605
area	аймак	0.490	0.306	0.464
arena	арена	0.510	0.235	0.404
areola	Ареола	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	ARGH	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	талашып-	0.093	0.798	0.525
argument	далил	0.510	0.464	0.698
argumentation	аргументтөө	0.479	0.549	0.760
argumentative	далилдүү	0.450	0.531	0.679
arguments	аргументтер	0.541	0.602	0.657
arid	кургак	0.323	0.333	0.379
arise	пайда болушу	0.750	0.582	0.725
aristocracy	ийилүү	0.688	0.549	0.842
aristocrat	аристократтык	0.583	0.413	0.811
aristocratic	манаптын	0.449	0.519	0.676
arithmetic	эсеп	0.453	0.460	0.634
ark	кеме	0.396	0.427	0.543
arm	кол	0.552	0.285	0.469
armada	Армада	0.408	0.740	0.868
armament	оймо	0.198	0.764	0.810
armaments	куралдануу	0.192	0.839	0.830
armature	арматура	0.510	0.558	0.755
armchair	кресло	0.646	0.164	0.339
armed	куралданган	0.188	0.750	0.808
armor	зоот	0.469	0.625	0.784
armored	өтпөгөн	0.469	0.509	0.861
armory	геральдика	0.448	0.663	0.800
armpit	колтук	0.283	0.439	0.250
arms	курал-жарак	0.464	0.395	0.483
army	армия	0.417	0.759	0.902
aroma	жагымдуу жыт	0.823	0.235	0.442
aromatherapy	Аромотерапия	0.847	0.220	0.473
arousal	дүүлүгүшүндө	0.791	0.943	0.731
arouse	ойготуу	0.740	0.491	0.580
aroused	жаратты	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	уюштуруу	0.740	0.490	0.571
arranged	ёткёрълъп,	0.698	0.531	0.728
arrangement	жайгашуу	0.625	0.382	0.683
array	согуштук тизме	0.521	0.396	0.568
arrears	карыз	0.286	0.485	0.302
arrest	камоого алуу	0.146	0.951	0.500
arrhythmia	аритмиянын	0.265	0.706	0.356
arrival	келүү	0.678	0.510	0.474
arrive	келүү	0.837	0.406	0.585
arrogance	теңсинбөө	0.143	0.750	0.620
arrogant	теңсинбеген	0.115	0.755	0.580
arrow	жебе	0.439	0.390	0.454
arsehole	эшек тешик	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	арсенал	0.365	0.741	0.752
arsenic	мышьяк	0.281	0.472	0.447
arson	күйгүзүү	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	искусство	0.812	0.360	0.603
arterial	артерия	0.396	0.510	0.583
artery	кызыл кан тамыры	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	артрит	0.110	0.518	0.345
arthropod	омурткасыздардай	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	макала	0.594	0.280	0.481
articles	макалалар	0.552	0.324	0.565
articulate	туура айтуу	0.677	0.462	0.618
articulation	лимитед	0.479	0.480	0.591
artifact	табылган	0.510	0.500	0.566
artifice	атылган жок	0.316	0.696	0.482
artificial	жасалма	0.306	0.385	0.351
artillery	артиллерия	0.350	0.912	0.794
artisan	кол өнөрчүлүк	0.781	0.330	0.411
artist	сүрөтчү аял	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	көркөм	0.802	0.646	0.632
artistry	чеберчилиги	0.823	0.346	0.769
artists	сүрөтчүлөр	0.796	0.667	0.741
artwork	сүрөттөр	0.896	0.368	0.679
arty	үчтүк	0.490	0.422	0.388
asap	ASAP	0.571	0.500	0.552
asbestos	асбесттен	0.357	0.481	0.464
ascend	көтөрүлүү	0.830	0.620	0.812
ascendancy	үстөмдүгү	0.724	0.625	0.700
ascendant	жогорулоого	0.656	0.673	0.821
ascending	бүтүндөй өрттөлүүчү	0.826	0.644	0.777
ascension	Өсүү	0.765	0.720	0.714
ascent	Дарбазага	0.755	0.627	0.833
