Word	Georgian-ka	Valence	Arousal	Dominance
amendment	შესწორება	0.531	0.459	0.606
amends	შეიცვლება	0.640	0.366	0.517
amenity	კეთილდღეობა	0.750	0.327	0.574
amethyst	ამეთვისტო	0.622	0.406	0.517
amiable	კეთილგანწყობილი	0.847	0.290	0.483
amicable	მეგობრული	0.875	0.330	0.507
amid	ფონზე	0.510	0.340	0.256
amidst	ფონზე	0.480	0.330	0.316
amino	ამინო	0.551	0.402	0.433
ammo	ammo	0.323	0.765	0.621
ammonia	ამიაკი	0.292	0.587	0.409
ammonium	ამონიუმი	0.354	0.396	0.368
ammunition	საბრძოლო მასალა	0.338	0.635	0.667
amnesia	ამნეზია	0.296	0.330	0.308
amnesty	ამნისტია	0.551	0.451	0.814
amorous	amorous	0.844	0.670	0.636
amorphous	ამორფული	0.327	0.402	0.349
amortization	ამორტიზაცია	0.592	0.491	0.522
amount	თანხა	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ampersand	0.480	0.448	0.483
amphetamines	amphetamines	0.133	0.667	0.526
amphibian	ამფიბიები	0.427	0.357	0.474
amphibious	ამფიბია	0.479	0.346	0.445
amphitheater	ამფითეატრი	0.653	0.480	0.545
ample	საკმარისია	0.744	0.349	0.719
amplification	გაძლიერება	0.690	0.677	0.810
amplify	გაძლიერდეს	0.677	0.735	0.827
amplitude	დიაპაზონი	0.694	0.439	0.692
amply	amply	0.781	0.431	0.766
amputate	ამპუტაცია	0.092	0.660	0.509
amputation	ამპუტაცია	0.100	0.755	0.483
amuck	amuck	0.385	0.602	0.321
amulet	amulet	0.781	0.260	0.630
amuse	amuse	0.812	0.684	0.664
amused	amused	0.942	0.847	0.596
amusement	გასართობი	0.929	0.837	0.803
amusing	სახალისო	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	ანაკანდა	0.146	0.830	0.540
anaesthesia	ანესთეზია	0.350	0.217	0.473
anaesthetic	საანესთეზიო	0.449	0.268	0.509
anagram	ანაგრამა	0.552	0.327	0.449
anal	ანალური	0.333	0.798	0.334
analgesic	ანალგეზიური	0.417	0.321	0.441
analogous	ანალოგიური	0.531	0.270	0.500
analogue	ანალოგი	0.570	0.320	0.446
analogy	ანალოგი	0.510	0.367	0.509
analysis	ანალიზი	0.729	0.448	0.705
analyst	ანალიტიკოსი	0.604	0.415	0.755
analytic	ანალიტიკური	0.665	0.521	0.634
analytical	ანალიტიკური	0.625	0.324	0.800
analyze	გაანალიზება	0.667	0.462	0.710
analyzer	ანალიზატორი	0.625	0.556	0.854
anaphylactic	ანაფილაქსიური	0.378	0.588	0.500
anarchism	ანარქიზმი	0.125	0.804	0.623
anarchist	ანარქისტი	0.204	0.700	0.759
anarchy	ანარქია	0.146	0.755	0.620
anastomosis	ანასტომოზი	0.375	0.470	0.490
anathema	ანათემა	0.286	0.490	0.519
anatomic	ანატომია	0.562	0.442	0.546
anatomy	ანატომია	0.562	0.390	0.571
ancestor	წინაპარი	0.592	0.388	0.594
ancestral	წინაპრები	0.640	0.481	0.750
ancestry	წინაპრები	0.708	0.519	0.717
anchor	წამყვანმა	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	უძველესი	0.420	0.217	0.439
ancillary	დამხმარე	0.449	0.442	0.278
androgen	ანდროგენი	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	ანეკდოტი	0.583	0.529	0.500
anemia	ანემია	0.188	0.327	0.310
anemic	ანემია	0.167	0.279	0.155
anemone	ანემია	0.552	0.538	0.327
anesthesia	ანესთეზია	0.365	0.216	0.394
anesthesiologist	ანესთეზიოლოგი	0.419	0.224	0.526
anesthetic	საანესთეზიო	0.350	0.264	0.482
aneurysm	ანევრიზი	0.115	0.690	0.536
anew	ახალი	0.771	0.358	0.385
angel	ანგელოზი	0.906	0.158	0.704
angelic	ანგელონი	0.927	0.298	0.668
anger	რისხვა	0.167	0.865	0.657
angered	გაბრაზდა	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	სტენოკარდია	0.230	0.630	0.464
angiogram	ანგიოგრაფი	0.347	0.520	0.465
angiography	ანგიოგრაფია	0.378	0.536	0.520
angle	კუთხე	0.541	0.330	0.455
angling	გაბრაზება	0.625	0.408	0.500
angora	ანგორა	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	გაბრაზებული	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	ტანჯვა	0.153	0.792	0.265
anguished	anguished	0.135	0.720	0.307
angular	კუთხოვანი	0.449	0.281	0.444
anhydrous	უწყლო	0.456	0.365	0.355
animal	ცხოველი	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	ანიმაციური	0.823	0.676	0.538
animation	ანიმაცია	0.888	0.750	0.549
animosity	მტრობა	0.510	0.724	0.545
animus	ანიმაცია	0.698	0.676	0.466
ankle	ტერფის	0.500	0.274	0.234
anklet	ანკლეტი	0.410	0.276	0.302
annals	ანალები	0.427	0.610	0.424
annex	დანართი	0.594	0.350	0.458
annexation	ანექსია	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	განადგურება	0.115	0.918	0.681
annihilated	განადგურდა	0.080	0.760	0.324
annihilation	განადგურება	0.041	0.800	0.591
anniversary	საიუბილეო	0.880	0.770	0.723
annotate	ანოტირება	0.592	0.469	0.441
annotation	ანოტაცია	0.604	0.470	0.619
announce	გამოაცხადოს	0.694	0.618	0.611
announcement	გამოცხადება	0.729	0.491	0.482
announcer	განმცხადებელი	0.602	0.570	0.732
annoy	გაღიზიანება	0.094	0.765	0.286
annoyance	გამაღიზიანებლობა	0.167	0.718	0.342
annoyed	გაღიზიანებული	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	შემაშფოთებელი	0.082	0.853	0.348
annoys	აღიზიანებს	0.146	0.778	0.435
annual	წლიური	0.552	0.236	0.500
annuity	ანუიტეტი	0.521	0.304	0.527
annul	გაუქმება	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	გაუქმება	0.153	0.375	0.447
annulus	ყოველწლიური	0.458	0.380	0.376
anointed	ცხებული	0.500	0.368	0.579
anointing	anointing	0.653	0.350	0.547
anomalous	ანომალიური	0.281	0.480	0.423
anomaly	ანომალია	0.188	0.538	0.404
anon	ენონი	0.479	0.354	0.298
anonymity	ანონიმურობა	0.469	0.255	0.430
anonymous	ანონიმური	0.396	0.291	0.431
anorexic	ანორსიქსი	0.160	0.618	0.245
answer	პასუხი	0.537	0.373	0.661
answerable	პასუხის გაცემა	0.708	0.481	0.750
answering	პასუხობდა	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	ანტაგონიზმი	0.224	0.618	0.524
antagonist	ანტაგონისტი	0.240	0.615	0.700
antagonistic	ანტაგონისტური	0.296	0.604	0.565
antagonize	ანტაგონისტი	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	წინაპირობა	0.427	0.551	0.566
antelope	ანტელპია	0.542	0.510	0.500
antenna	ანტენა	0.521	0.327	0.358
anterior	წინა	0.510	0.245	0.362
anthem	ჰიმნი	0.780	0.343	0.729
anthill	ანთრილი	0.327	0.578	0.377
anthology	ანთოლოგია	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	ანთროპოლოგიური	0.367	0.390	0.490
anthropologist	ანთროპოლოგი	0.551	0.385	0.725
anthropology	ანთროპოლოგია	0.490	0.367	0.582
anti	ანტი	0.365	0.412	0.384
antiaircraft	ანტირექცია	0.330	0.622	0.629
antibiotic	ანტიბიოტიკი	0.510	0.373	0.658
antibiotics	ანტიბიოტიკები	0.448	0.406	0.557
antichrist	ანტიქრისტე	0.082	0.837	0.544
anticipate	მოსალოდნელია	0.622	0.469	0.667
anticipation	მოლოდინი	0.698	0.539	0.711
anticipatory	წინაპირობა	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	ანტიდოტი	0.541	0.490	0.629
antifungal	ანტიფუნგალური	0.408	0.412	0.441
antigravity	ანტიგრავიტაციული	0.430	0.714	0.658
antimony	ანტიმონია	0.378	0.398	0.490
antipathy	ანტიპათია	0.198	0.549	0.393
antiquarian	ანტიკვარული	0.500	0.233	0.426
antiquated	ანტიკვარული	0.420	0.392	0.236
antique	ანტიკური	0.634	0.290	0.518
antiques	ანტიკვარიატი	0.540	0.370	0.595
antiquity	ანტიკურ	0.385	0.333	0.556
antiseptic	ანტისეპტიკური	0.438	0.370	0.623
antisocial	ანტისოციალური	0.146	0.686	0.391
antithesis	ანტიტეზი	0.396	0.412	0.536
antithetical	ანტიტექტური	0.271	0.509	0.358
antiviral	ანტივირუსული	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	ანტს	0.449	0.558	0.417
anus	ანუსი	0.347	0.644	0.350
anvil	ანვილ	0.380	0.510	0.604
anxiety	შფოთვა	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	შეშფოთებულია	0.281	0.875	0.434
anxiousness	შეშფოთება	0.235	0.814	0.282
anytime	ნებისმიერ დროს	0.625	0.461	0.436
aorta	აორტი	0.448	0.510	0.542
aortic	აორტის	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	ბინა	0.719	0.393	0.580
apartments	ბინები	0.704	0.337	0.443
apathetic	აპათიური	0.188	0.292	0.333
apathy	აპათია	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	დიაფრაგმა	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	ნაწილი	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	აპოკალიფსი	0.050	0.867	0.736
apocalyptic	აპოკალიფსური	0.173	0.880	0.750
apologetic	ბოდიში	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	ბოდიშს გიხდით	0.551	0.378	0.389
apology	ბოდიშის მოხდა	0.571	0.346	0.402
apostasy	განდგომილობა	0.388	0.520	0.517
apostate	განდგომილი	0.342	0.500	0.528
apostle	მოციქული	0.646	0.347	0.732
apostolic	სამოციქულო	0.592	0.300	0.717
apostrophe	აპოსტროფი	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	გაოცებული	0.194	0.792	0.562
appalling	შემაშფოთებელი	0.160	0.827	0.415
apparatus	აპარატი	0.375	0.353	0.377
apparel	ტანსაცმელი	0.698	0.435	0.453
apparent	აშკარაა	0.473	0.383	0.398
apparently	როგორც ჩანს	0.531	0.410	0.426
apparition	აწმყო	0.406	0.573	0.636
appeal	მიმართვა	0.663	0.598	0.558
appear	გამოჩნდება	0.735	0.506	0.567
appearance	გარეგნობა	0.669	0.490	0.534
appease	შუამდგომლობა	0.633	0.278	0.434
appellant	მომჩივანი	0.327	0.588	0.568
append	დამატება	0.573	0.464	0.453
appendage	დანამატი	0.229	0.382	0.438
appendectomy	ადედექტომია	0.177	0.670	0.554
appendicitis	აპენდიციტი	0.031	0.640	0.347
appendix	დანართი	0.365	0.387	0.425
appetite	მადა	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	მივესალმებით	0.865	0.824	0.464
applause	ტაში	0.953	0.857	0.621
apple	ვაშლი	0.811	0.300	0.264
apple juice	ვაშლის წვენი	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	ელექტრო მოწყობილობები	0.582	0.453	0.538
appliances	ტექნიკით	0.594	0.394	0.567
applicability	გამოყენებადობა	0.677	0.490	0.741
applicable	გამოიყენება	0.469	0.430	0.667
applicant	განმცხადებელი	0.612	0.558	0.688
application	განაცხადი	0.646	0.445	0.726
apply	ვრცელდება	0.612	0.321	0.667
appoint	დანიშნე	0.565	0.330	0.509
appointment	დანიშვნა	0.688	0.594	0.547
appointments	დანიშვნები	0.745	0.677	0.625
apportion	გამოყოფა	0.677	0.490	0.638
apportionment	განაწილება	0.552	0.481	0.453
appraisal	შეფასება	0.417	0.667	0.682
appraise	შეაფასეთ	0.677	0.490	0.696
appreciable	საყურადღებოა	0.873	0.491	0.778
appreciate	ვაფასებ	0.885	0.422	0.741
appreciated	დაფასებული	0.910	0.434	0.779
appreciates	აფასებს	0.765	0.500	0.656
appreciation	მადლიერება	0.917	0.529	0.588
appreciative	მადლიერი	0.857	0.380	0.654
apprehend	დააკავა	0.521	0.624	0.696
apprehension	გააზრება	0.385	0.720	0.454
apprehensive	საშიში	0.406	0.592	0.431
apprentice	სტაჟიორი	0.615	0.413	0.452
apprenticeship	სწავლა	0.812	0.482	0.643
approach	მიდგომა	0.612	0.392	0.610
approaching	ახლოვდება	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	დამტკიცება	0.792	0.529	0.774
