Word	Latvian-lv	Valence	Arousal	Dominance
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	anestēzija	0.350	0.217	0.473
anaesthetic	anestēzijas līdzeklis	0.449	0.268	0.509
anagram	anagrams	0.552	0.327	0.449
anal	anālais	0.333	0.798	0.334
analgesic	pretsāpju līdzeklis	0.417	0.321	0.441
analogous	analoģisks	0.531	0.270	0.500
analogue	analogs	0.570	0.320	0.446
analogy	analoģija	0.510	0.367	0.509
analysis	analīze	0.729	0.448	0.705
analyst	analītiķis	0.604	0.415	0.755
analytic	analītiskais	0.665	0.521	0.634
analytical	analītiskais	0.625	0.324	0.800
analyze	analizēt	0.667	0.462	0.710
analyzer	analizators	0.625	0.556	0.854
anaphylactic	anafilakse	0.378	0.588	0.500
anarchism	anarhisms	0.125	0.804	0.623
anarchist	anarhists	0.204	0.700	0.759
anarchy	anarhija	0.146	0.755	0.620
anastomosis	anastomāze	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomisks	0.562	0.442	0.546
anatomy	anatomija	0.562	0.390	0.571
ancestor	sencis	0.592	0.388	0.594
ancestral	priekštečs	0.640	0.481	0.750
ancestry	pirmdzimšana	0.708	0.519	0.717
anchor	enkurs	0.520	0.284	0.564
anchorage	stiprinājums	0.500	0.325	0.639
ancient	sena	0.420	0.217	0.439
ancillary	palīgierīce	0.449	0.442	0.278
androgen	androgēns	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdote	0.583	0.529	0.500
anemia	anēmija	0.188	0.327	0.310
anemic	anēmija	0.167	0.279	0.155
anemone	anemonis	0.552	0.538	0.327
anesthesia	anestēzija	0.365	0.216	0.394
anesthesiologist	anesteziologs	0.419	0.224	0.526
anesthetic	anestēzijas līdzeklis	0.350	0.264	0.482
aneurysm	aneirisms	0.115	0.690	0.536
anew	no jauna	0.771	0.358	0.385
angel	eņģelis	0.906	0.158	0.704
angelic	angelisks	0.927	0.298	0.668
anger	dusmas	0.167	0.865	0.657
angered	dusmīgs	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	stenokardija	0.230	0.630	0.464
angiogram	angiogramma	0.347	0.520	0.465
angiography	angiogrāfija	0.378	0.536	0.520
angle	leņķis	0.541	0.330	0.455
angling	makšķerēšana	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	dusmīgs	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	aizskārums	0.167	0.888	0.333
anguish	mokas	0.153	0.792	0.265
anguished	satraukts	0.135	0.720	0.307
angular	leņķis	0.449	0.281	0.444
anhydrous	bezūdens	0.456	0.365	0.355
animal	dzīvnieks	0.521	0.510	0.513
animate	animēt	0.827	0.755	0.635
animated	animēts	0.823	0.676	0.538
animation	animācija	0.888	0.750	0.549
animosity	naidīgums	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	potītes	0.500	0.274	0.234
anklet	kājām	0.410	0.276	0.302
annals	gadalaiki	0.427	0.610	0.424
annex	pielikums	0.594	0.350	0.458
annexation	aneksija	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	iznīcināt	0.115	0.918	0.681
annihilated	iznīcināts	0.080	0.760	0.324
annihilation	iznīcināšana	0.041	0.800	0.591
anniversary	gadadiena	0.880	0.770	0.723
annotate	anotēt	0.592	0.469	0.441
annotation	anotācija	0.604	0.470	0.619
announce	paziņot	0.694	0.618	0.611
announcement	paziņojums	0.729	0.491	0.482
announcer	diktors	0.602	0.570	0.732
annoy	uzbudini	0.094	0.765	0.286
annoyance	kairinājums	0.167	0.718	0.342
annoyed	kaitina	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	kaitinošs	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	ikgadējais	0.552	0.236	0.500
annuity	mūža rentes	0.521	0.304	0.527
annul	anulēt	0.250	0.448	0.364
annular	gredzens	0.310	0.385	0.412
annulment	anulēšana	0.153	0.375	0.447
annulus	izliekums	0.458	0.380	0.376
anointed	svaidīts	0.500	0.368	0.579
anointing	svaidīšana	0.653	0.350	0.547
anomalous	anomāls	0.281	0.480	0.423
anomaly	anomālija	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimitāte	0.469	0.255	0.430
anonymous	Anonīms	0.396	0.291	0.431
anorexic	anoreksija	0.160	0.618	0.245
answer	atbilde	0.537	0.373	0.661
answerable	atbildīgs	0.708	0.481	0.750
answering	atbilde	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonisms	0.224	0.618	0.524
antagonist	antagonists	0.240	0.615	0.700
antagonistic	antagonists	0.296	0.604	0.565
antagonize	antagonizēt	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	iepriekšējs	0.427	0.551	0.566
antelope	antilopes	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	priekšējais	0.510	0.245	0.362
anthem	himna	0.780	0.343	0.729
anthill	purvs	0.327	0.578	0.377
anthology	antoloģija	0.338	0.406	0.537
anthrax	Sibīrijas mēris	0.188	0.730	0.500
anthropological	antropoloģisks	0.367	0.390	0.490
anthropologist	antropologs	0.551	0.385	0.725
anthropology	antropoloģija	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotika	0.510	0.373	0.658
antibiotics	antibiotikas	0.448	0.406	0.557
antichrist	antikrists	0.082	0.837	0.544
anticipate	paredzēt	0.622	0.469	0.667
anticipation	gaidīšana	0.698	0.539	0.711
anticipatory	gaidāms	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidots	0.541	0.490	0.629
antifungal	pretsēnīšu līdzekļi	0.408	0.412	0.441
antigravity	antigravitāte	0.430	0.714	0.658
antimony	antimons	0.378	0.398	0.490
antipathy	antipātija	0.198	0.549	0.393
antiquarian	antikvariāts	0.500	0.233	0.426
antiquated	novecojis	0.420	0.392	0.236
antique	antikvariāts	0.634	0.290	0.518
antiques	senlietas	0.540	0.370	0.595
antiquity	senatne	0.385	0.333	0.556
antiseptic	antiseptisks	0.438	0.370	0.623
antisocial	antisociāls	0.146	0.686	0.391
antithesis	antiteze	0.396	0.412	0.536
antithetical	antitētisks	0.271	0.509	0.358
antiviral	pretvīrusu līdzeklis	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	trauksme	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	trauksme	0.281	0.875	0.434
anxiousness	trauksme	0.235	0.814	0.282
anytime	jebkurā laikā	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortas	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	dzīvoklis	0.719	0.393	0.580
apartments	dzīvokļi	0.704	0.337	0.443
apathetic	apātija	0.188	0.292	0.333
apathy	apātija	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	diafragmas atvērums	0.612	0.450	0.667
apex	virsotne	0.570	0.433	0.418
aphid	ahid	0.388	0.473	0.407
aphrodisiac	afrodiziaks	0.750	0.846	0.667
apiece	gabals	0.439	0.259	0.383
aplomb	Aplomb	0.500	0.509	0.582
apocalypse	apokalipse	0.050	0.867	0.736
apocalyptic	apokaliptiskais	0.173	0.880	0.750
apologetic	apoloģģisks	0.479	0.461	0.571
apologist	apoloģists	0.406	0.429	0.526
apologize	atvainojieties	0.551	0.378	0.389
apology	atvainošanās	0.571	0.346	0.402
apostasy	apostāze	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	apustulis	0.646	0.347	0.732
apostolic	apustuliskais	0.592	0.300	0.717
apostrophe	apostrofs	0.469	0.368	0.537
apothecary	aptiekārs	0.561	0.328	0.529
appalled	apbēdināts	0.194	0.792	0.562
appalling	briesmīgs	0.160	0.827	0.415
apparatus	aparāts	0.375	0.353	0.377
apparel	apģērbs	0.698	0.435	0.453
apparent	acīmredzams	0.473	0.383	0.398
apparently	acīmredzot	0.531	0.410	0.426
apparition	parādīšanās	0.406	0.573	0.636
appeal	pārsūdzēt	0.663	0.598	0.558
appear	parādās	0.735	0.506	0.567
appearance	izskats	0.669	0.490	0.534
appease	nomierināt	0.633	0.278	0.434
appellant	prasītājs	0.327	0.588	0.568
append	pievienot	0.573	0.464	0.453
appendage	piedēklis	0.229	0.382	0.438
appendectomy	apendektomija	0.177	0.670	0.554
appendicitis	apendicīts	0.031	0.640	0.347
appendix	pielikums	0.365	0.387	0.425
appetite	apetīte	0.704	0.637	0.581
appetizer	ēstgribu	0.755	0.560	0.406
appetizing	apetīti	0.806	0.657	0.688
applaud	aplaudēt	0.865	0.824	0.464
applause	aplausi	0.953	0.857	0.621
apple	ābols	0.811	0.300	0.264
apple juice	ābolu sula	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	ābolu kombinezons	0.750	0.167	0.291
appliance	ierīce	0.582	0.453	0.538
appliances	ierīces	0.594	0.394	0.567
applicability	piemērojamība	0.677	0.490	0.741
applicable	piemērojams	0.469	0.430	0.667
applicant	pieteikuma iesniedzējs	0.612	0.558	0.688
application	pieteikums	0.646	0.445	0.726
apply	piemērot	0.612	0.321	0.667
appoint	iecelt	0.565	0.330	0.509
appointment	iecelšana amatā	0.688	0.594	0.547
appointments	tikšanās	0.745	0.677	0.625
apportion	sadalīšana	0.677	0.490	0.638
apportionment	sadalīšana	0.552	0.481	0.453
appraisal	novērtējums	0.417	0.667	0.682
appraise	novērtē	0.677	0.490	0.696
appreciable	ievērojams	0.873	0.491	0.778
appreciate	novērtējiet	0.885	0.422	0.741
appreciated	novērtēts	0.910	0.434	0.779
appreciates	novērtē	0.765	0.500	0.656
appreciation	atzinību	0.917	0.529	0.588
appreciative	pateicīgs	0.857	0.380	0.654
apprehend	aizturēt	0.521	0.624	0.696
apprehension	aizturēšana	0.385	0.720	0.454
apprehensive	apbēdināms	0.406	0.592	0.431
apprentice	māceklis	0.615	0.413	0.452
apprenticeship	māceklība	0.812	0.482	0.643
approach	pieeja	0.612	0.392	0.610
approaching	tuvojas	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprobācija	0.792	0.529	0.774
appropriate	piemērots	0.833	0.368	0.759
appropriation	apropriācija	0.510	0.632	0.717
approval	apstiprinājums	0.854	0.460	0.889
approve	apstiprināt	0.875	0.548	0.741
approved	apstiprināts	0.833	0.349	0.698
approvement	apstiprināšana	0.880	0.625	0.780
approving	apstiprinot	0.917	0.583	0.773
approximate	aptuvens	0.551	0.560	0.520
approximately	apmēram	0.622	0.396	0.538
approximating	aproksimēšana	0.583	0.615	0.471
approximation	tuvināšana	0.582	0.402	0.593
appurtenances	piedzīvojumi	0.573	0.412	0.547
apricot	aprikozes	0.708	0.320	0.278
apron	priekšauts	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	spēja	0.750	0.471	0.746
aqua	ūdens	0.656	0.292	0.359
aquamarine	akvamarīns	0.729	0.306	0.413
aquarium	akvārijs	0.663	0.327	0.393
aquatic	ūdens	0.677	0.510	0.463
aqueduct	akvedukts	0.551	0.411	0.534
aqueous	ūdens	0.429	0.270	0.310
arable	aramzeme	0.510	0.350	0.465
arbiter	tiesnesis	0.561	0.537	0.814
arbitrary	patvaļīgs	0.281	0.702	0.686
arbitrate	šķīrējtiesa	0.470	0.620	0.682
arbitration	šķīrējtiesa	0.587	0.602	0.670
arbitrator	šķīrējtiesnesis	0.385	0.448	0.795
arbor	lapene	0.583	0.490	0.591
arc	loka	0.552	0.388	0.396
arcade	pasāža	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arka	0.500	0.354	0.468
archaeological	arheoloģisks	0.740	0.441	0.660
archaeologist	arheologs	0.552	0.451	0.706
archaeology	arheoloģija	0.596	0.358	0.691
archaic	arhaisks	0.271	0.327	0.332
archangel	archangels	0.837	0.500	0.708
archbishop	arhibīskaps	0.622	0.280	0.776
archdiocese	arhibīskapija	0.400	0.321	0.704
archduke	ezergokss	0.458	0.413	0.634
arched	izliekts	0.582	0.403	0.398
archer	Archer	0.573	0.622	0.661
archery	loka šaušana	0.594	0.604	0.589
archetype	arhetips	0.448	0.520	0.569
archipelago	arhipelāgs	0.745	0.370	0.592
architect	arhitekts	0.776	0.442	0.836
architectural	arhitektūras	0.729	0.390	0.670
architecture	arhitektūra	0.820	0.390	0.694
archive	arhīvs	0.438	0.294	0.527
arctic	arktika	0.615	0.352	0.546
ardent	dedzīgs	0.694	0.873	0.722
ardor	dusmas	0.500	0.780	0.538
arduous	grūts	0.344	0.783	0.605
area	platība	0.490	0.306	0.464
arena	arēna	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	apgalvo	0.093	0.798	0.525
argument	arguments	0.510	0.464	0.698
argumentation	argumentācija	0.479	0.549	0.760
argumentative	argumentējams	0.450	0.531	0.679
arguments	argumenti	0.541	0.602	0.657
arid	sausa	0.323	0.333	0.379
arise	rodas	0.750	0.582	0.725
aristocracy	aristokrātija	0.688	0.549	0.842
aristocrat	aristokrāts	0.583	0.413	0.811
aristocratic	aristokrātisks	0.449	0.519	0.676
arithmetic	aritmētika	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	roku	0.552	0.285	0.469
armada	Armada	0.408	0.740	0.868
armament	bruņojums	0.198	0.764	0.810
armaments	bruņojums	0.192	0.839	0.830
armature	armatūra	0.510	0.558	0.755
armchair	krēsls	0.646	0.164	0.339
armed	bruņota	0.188	0.750	0.808
armor	bruņas	0.469	0.625	0.784
armored	bruņota	0.469	0.509	0.861
armory	armatūra	0.448	0.663	0.800
armpit	paduses	0.283	0.439	0.250
arms	ieročus	0.464	0.395	0.483
army	armija	0.417	0.759	0.902
aroma	aromāts	0.823	0.235	0.442
aromatherapy	aromaterapija	0.847	0.220	0.473
arousal	uzbudinājums	0.791	0.943	0.731
arouse	izraisa	0.740	0.491	0.580
aroused	izraisījis	0.708	0.952	0.667
arraignment	apsūdzība	0.406	0.837	0.534
arrange	sakārtot	0.740	0.490	0.571
arranged	sakārtots	0.698	0.531	0.728
arrangement	vienošanās	0.625	0.382	0.683
array	masīvs	0.521	0.396	0.568
arrears	parādi	0.286	0.485	0.302
arrest	arests	0.146	0.951	0.500
arrhythmia	aritmija	0.265	0.706	0.356
arrival	ierašanās	0.678	0.510	0.474
arrive	ierasties	0.837	0.406	0.585
arrogance	augstprātība	0.143	0.750	0.620
arrogant	augstprātīgs	0.115	0.755	0.580
arrow	bultiņa	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenāls	0.365	0.741	0.752
arsenic	arsēns	0.281	0.472	0.447
arson	dedzināšana	0.133	0.904	0.567
arsonist	dedzinātājs	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	artērija	0.396	0.510	0.583
artery	artērija	0.396	0.580	0.537
artful	viltīgs	0.771	0.608	0.778
arthritis	artrīts	0.110	0.518	0.345
arthropod	posmkāju	0.344	0.464	0.434
artichoke	artišoks	0.583	0.218	0.287
article	raksts	0.594	0.280	0.481
articles	raksti	0.552	0.324	0.565
articulate	artikulēt	0.677	0.462	0.618
articulation	artikulācija	0.479	0.480	0.591
artifact	artefakts	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	mākslīgs	0.306	0.385	0.351
artillery	artilērija	0.350	0.912	0.794
artisan	amatnieks	0.781	0.330	0.411
artist	mākslinieks	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	mākslinieciska	0.802	0.646	0.632
artistry	mākslinieciskums	0.823	0.346	0.769
artists	mākslinieki	0.796	0.667	0.741
artwork	mākslas darbs	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	azbests	0.357	0.481	0.464
ascend	pacelties	0.830	0.620	0.812
ascendancy	augšupeja	0.724	0.625	0.700
ascendant	augšupejošs	0.656	0.673	0.821
ascending	uz augšu	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	pacelšanās	0.755	0.627	0.833
ascertain	noskaidrot	0.560	0.530	0.625
ascertained	noskaidrots	0.531	0.529	0.616
ascetic	askētisks	0.438	0.375	0.472
ash	pelni	0.260	0.210	0.207
ashamed	kauns	0.156	0.588	0.228
ashes	pelni	0.327	0.279	0.142
ashtray	pelnu trauks	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	jautājiet	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	miegs	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	sparģeļi	0.469	0.317	0.264
aspartame	aspartāms	0.469	0.480	0.322
aspect	aspekts	0.479	0.469	0.588
aspects	aspektiem	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalts	0.479	0.264	0.439
asphyxia	asfiksija	0.198	0.704	0.311
asphyxiation	asfiksija	0.059	0.745	0.412
aspiration	aspirācija	0.704	0.724	0.675
aspire	aspire	0.812	0.469	0.722
aspirin	aspirīns	0.479	0.271	0.422
aspiring	centieni	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	uzbāzties	0.378	0.510	0.500
assailant	uzbrucējs	0.184	0.868	0.602
assassin	slepkavas	0.073	0.933	0.632
assassinate	nogalināt	0.051	0.969	0.722
assassination	slepkavība	0.083	0.941	0.525
assault	uzbrukums	0.167	0.848	0.550
assay	testu	0.633	0.559	0.594
assemblage	montāža	0.429	0.452	0.600
assemble	samontēt	0.542	0.570	0.750
assembled	samontēts	0.663	0.450	0.644
assembly	montāža	0.698	0.500	0.640
assemblyman	montāžas vadītājs	0.430	0.538	0.760
assent	piekrišana	0.615	0.515	0.719
assert	aizstāvēt	0.750	0.619	0.809
asserting	apgalvojot	0.694	0.531	0.736
assertion	apgalvojums	0.740	0.442	0.750
assertive	pārliecinošs	0.719	0.412	0.770
assess	novērtēt	0.698	0.500	0.623
assessment	novērtējums	0.750	0.623	0.658
assessor	vērtētājs	0.551	0.538	0.764
asset	aktīvu	0.797	0.765	0.788
assets	aktīvi	0.667	0.613	0.765
asshole	asins	0.133	0.582	0.263
assign	piešķirt	0.622	0.417	0.709
assignee	pārņēmējs	0.510	0.462	0.510
assignment	uzdevums	0.483	0.398	0.745
assimilate	asimilēt	0.559	0.391	0.683
assimilation	asimilācija	0.429	0.378	0.463
assist	palīdzēt	0.833	0.435	0.629
assistance	palīdzība	0.656	0.519	0.633
assistant	asistents	0.625	0.390	0.536
associate	asociētais uzņēmums	0.812	0.409	0.625
association	asociācija	0.745	0.500	0.817
assorted	asorti	0.602	0.460	0.472
assortment	sortiments	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	uzņemties	0.698	0.401	0.464
assumed	pieņemts	0.612	0.247	0.454
assuming	pieņemot	0.740	0.390	0.526
assumption	pieņēmums	0.479	0.431	0.417
assurance	garantija	0.675	0.442	0.704
assure	apgalvot	0.910	0.460	0.839
assured	drošs	0.878	0.327	0.754
assuredly	protams	0.786	0.396	0.833
asterisk	zvaigznīte	0.541	0.288	0.273
asteroid	asteroīds	0.430	0.721	0.623
asteroids	asteroīdi	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatiskais	0.229	0.706	0.294
astigmatism	astigmatisms	0.214	0.490	0.429
astonish	pārsteigt	0.786	0.845	0.658
astonished	pārsteigts	0.510	0.775	0.574
astonishing	pārsteidzošs	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	pārsteigums	0.680	0.718	0.519
astound	pārsteigums	0.729	0.675	0.474
astral	astrāls	0.604	0.417	0.567
astray	kļūdīties	0.098	0.676	0.308
astringent	savelkošs	0.316	0.500	0.474
astrologer	astrologs	0.594	0.519	0.673
astrology	astroloģija	0.635	0.340	0.500
astronaut	astronauts	0.792	0.601	0.761
astronomer	astronoms	0.750	0.509	0.735
astronomical	astronomijas	0.600	0.632	0.726
astronomy	astronomija	0.613	0.474	0.722
astute	cītīgs	0.776	0.658	0.827
asunder	pa kreisi	0.208	0.442	0.259
asylum	patvērums	0.407	0.330	0.445
asymmetric	asimetriska	0.580	0.343	0.465
asymmetry	asimetrija	0.476	0.373	0.527
asymptotic	asimptotiska	0.479	0.451	0.472
atelier	ateljē	0.490	0.330	0.705
atheism	ateisms	0.276	0.460	0.481
atheist	ateists	0.225	0.447	0.377
atheistic	ateists	0.373	0.481	0.466
atherosclerosis	aterosklerozi	0.250	0.480	0.343
athlete	sportists	0.781	0.718	0.686
athletic	atlētisks	0.857	0.798	0.708
athleticism	atlētisms	0.750	0.863	0.778
athletics	vieglatlētika	0.831	0.691	0.740
atlas	atlants	0.531	0.306	0.554
atmosphere	atmosfēra	0.604	0.300	0.560
atmospheric	atmosfēras	0.531	0.420	0.594
atoll	atols	0.480	0.408	0.472
atom	atoms	0.510	0.500	0.433
atomic	atomu	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	izpirkšana	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	žēlsirdīgs	0.073	0.811	0.445
atrocity	zvērība	0.115	0.844	0.593
atrophy	atrofija	0.177	0.540	0.208
attach	pievienot	0.520	0.363	0.559
attached	pievienots	0.562	0.350	0.439
attachment	pielikums	0.570	0.343	0.500
attack	uzbrukums	0.286	0.948	0.670
attacker	uzbrucējs	0.185	0.962	0.629
attacking	uzbrukt	0.276	0.837	0.642
attain	sasniegt	0.806	0.510	0.719
attainable	sasniedzams	0.760	0.500	0.759
attainment	sasniegumi	0.830	0.520	0.940
attempt	mēģinājums	0.625	0.491	0.431
attempted	mēģināja	0.594	0.580	0.567
attend	apmeklēt	0.650	0.420	0.625
attendance	apmeklēšana	0.812	0.500	0.592
attendant	pavadonis	0.580	0.365	0.519
attention	uzmanība	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	uzmanīgs	0.812	0.520	0.724
attenuate	samaziniet	0.408	0.302	0.429
attenuated	atvieglots	0.449	0.280	0.298
attenuation	vājināšanās	0.458	0.363	0.464
attest	apliecināt	0.439	0.710	0.685
attestation	apliecinājums	0.234	0.635	0.500
attic	Bēniņi	0.521	0.259	0.377
attire	attire	0.742	0.388	0.483
attitude	attieksme	0.760	0.644	0.861
attorney	advokāts	0.600	0.594	0.754
attract	piesaistīt	0.796	0.663	0.769
attraction	piesaiste	0.906	0.774	0.712
attractive	pievilcīgs	0.906	0.630	0.769
attractiveness	pievilcība	0.938	0.667	0.755
attributable	attiecināms	0.704	0.430	0.527
attribute	atribūts	0.781	0.439	0.795
attribution	piešķiršana	0.646	0.467	0.658
attrition	iztvaikošana	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	izsolē	0.594	0.702	0.519
auctioneer	izsolītājs	0.542	0.732	0.716
audacious	drosmīgs	0.740	0.875	0.825
audacity	drosme	0.760	0.755	0.916
audible	dzirdams	0.673	0.370	0.462
audience	auditorija	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audits	0.375	0.562	0.735
audition	klausīšanās	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	revidents	0.582	0.571	0.726
auditorium	auditorija	0.529	0.490	0.538
auditory	klausīšanās	0.531	0.481	0.570
aught	pa labi	0.418	0.135	0.217
augment	palielināt	0.650	0.683	0.645
augmentation	palielināšana	0.714	0.613	0.850
august	augusts	0.652	0.292	0.462
aunt	tante	0.667	0.291	0.420
auntie	tēte	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	epidēmijas	0.542	0.500	0.634
auspicious	labvēlīgs	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	taupība	0.438	0.406	0.534
authentic	autentisks	0.885	0.510	0.782
authenticate	autentificēt	0.833	0.480	0.789
authentication	autentifikācija	0.724	0.491	0.750
