Word	Welsh-cy	Valence	Arousal	Dominance
anaesthesia	anesthesia	0.350	0.217	0.473
anaesthetic	anesthetig	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	analgesig	0.417	0.321	0.441
analogous	cyfatebol	0.531	0.270	0.500
analogue	analog	0.570	0.320	0.446
analogy	cyfatebiaeth	0.510	0.367	0.509
analysis	dadansoddiad	0.729	0.448	0.705
analyst	dadansoddwr	0.604	0.415	0.755
analytic	dadansoddol	0.665	0.521	0.634
analytical	dadansoddol	0.625	0.324	0.800
analyze	dadansoddi	0.667	0.462	0.710
analyzer	dadansoddwr	0.625	0.556	0.854
anaphylactic	anaffylactig	0.378	0.588	0.500
anarchism	anarchiaeth	0.125	0.804	0.623
anarchist	anarchydd	0.204	0.700	0.759
anarchy	anarchiaeth	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomeg	0.562	0.442	0.546
anatomy	anatomeg	0.562	0.390	0.571
ancestor	hynafwr	0.592	0.388	0.594
ancestral	hynafol	0.640	0.481	0.750
ancestry	hynafiaeth	0.708	0.519	0.717
anchor	angor	0.520	0.284	0.564
anchorage	angorfa	0.500	0.325	0.639
ancient	hynafol	0.420	0.217	0.439
ancillary	ategol	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemig	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anesthetig	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	eto	0.771	0.358	0.385
angel	angel	0.906	0.158	0.704
angelic	angelig	0.927	0.298	0.668
anger	dicter	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiograffeg	0.378	0.536	0.520
angle	ongl	0.541	0.330	0.455
angling	pysgota	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	yn ddig	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	anguis	0.153	0.792	0.265
anguished	yn dychrynllyd	0.135	0.720	0.307
angular	onglog	0.449	0.281	0.444
anhydrous	anhydrus	0.456	0.365	0.355
animal	anifail	0.521	0.510	0.513
animate	animeiddio	0.827	0.755	0.635
animated	animeiddiedig	0.823	0.676	0.538
animation	animeiddiad	0.888	0.750	0.549
animosity	animeiddrwydd	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ffêr	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	annecsiad	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	dileu	0.115	0.918	0.681
annihilated	wedi'i ddileu	0.080	0.760	0.324
annihilation	dileu	0.041	0.800	0.591
anniversary	pen-blwydd	0.880	0.770	0.723
annotate	anodi	0.592	0.469	0.441
annotation	anodi	0.604	0.470	0.619
announce	cyhoeddi	0.694	0.618	0.611
announcement	cyhoeddiad	0.729	0.491	0.482
announcer	cyhoeddwr	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	aflonyddwch	0.167	0.718	0.342
annoyed	yn annifyr	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	yn blino	0.082	0.853	0.348
annoys	yn blino	0.146	0.778	0.435
annual	blynyddol	0.552	0.236	0.500
annuity	blwydd-dal	0.521	0.304	0.527
annul	annwyl	0.250	0.448	0.364
annular	ffugio	0.310	0.385	0.412
annulment	ddirymiad	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	uninio	0.653	0.350	0.547
anomalous	anghyffredin	0.281	0.480	0.423
anomaly	anghysondeb	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	ddienw	0.469	0.255	0.430
anonymous	anhysbys	0.396	0.291	0.431
anorexic	anorecsig	0.160	0.618	0.245
answer	ateb	0.537	0.373	0.661
answerable	yn atebol	0.708	0.481	0.750
answering	ateb	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	gwrthdaro	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonist	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	flaenorol	0.427	0.551	0.566
antelope	antelop	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	blaen	0.510	0.245	0.362
anthem	anthem	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	antholeg	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropolegol	0.367	0.390	0.490
anthropologist	anthropolegydd	0.551	0.385	0.725
anthropology	anthropoleg	0.490	0.367	0.582
anti	gwrth	0.365	0.412	0.384
antiaircraft	gwrth-grefft	0.330	0.622	0.629
antibiotic	gwrthfiotig	0.510	0.373	0.658
antibiotics	gwrthfiotigau	0.448	0.406	0.557
antichrist	anticrist	0.082	0.837	0.544
anticipate	rhagweld	0.622	0.469	0.667
anticipation	rhagweld	0.698	0.539	0.711
anticipatory	rhagweld	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	antidoteg	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	gwrthdrawdledd	0.430	0.714	0.658
antimony	antimoni	0.378	0.398	0.490
antipathy	antipathi	0.198	0.549	0.393
antiquarian	hynafiaethwr	0.500	0.233	0.426
antiquated	hynafol	0.420	0.392	0.236
antique	hen bethau	0.634	0.290	0.518
antiques	hen bethau	0.540	0.370	0.595
antiquity	hynafiaeth	0.385	0.333	0.556
antiseptic	antiseptig	0.438	0.370	0.623
antisocial	gwrthgymdeithasol	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	gwrthfeirysol	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anws	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	pryder	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	yn bryderus	0.281	0.875	0.434
anxiousness	pryder	0.235	0.814	0.282
anytime	unrhyw bryd	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortig	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	fflat	0.719	0.393	0.580
apartments	fflatiau	0.704	0.337	0.443
apathetic	cymhleth	0.188	0.292	0.333
apathy	cymhlethdod	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	agorfa	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	afid	0.388	0.473	0.407
aphrodisiac	afrodisiag	0.750	0.846	0.667
apiece	darn	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptig	0.173	0.880	0.750
apologetic	ymddiheuro	0.479	0.461	0.571
apologist	ymddiheurydd	0.406	0.429	0.526
apologize	ymddiheuro	0.551	0.378	0.389
apology	ymddiheuriad	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	apostol	0.646	0.347	0.732
apostolic	apostolig	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	yn ofnadwy	0.194	0.792	0.562
appalling	yn ofnadwy	0.160	0.827	0.415
apparatus	cyfarpar	0.375	0.353	0.377
apparel	dillad	0.698	0.435	0.453
apparent	yn amlwg	0.473	0.383	0.398
apparently	mae'n debyg	0.531	0.410	0.426
apparition	aparition	0.406	0.573	0.636
appeal	apêl	0.663	0.598	0.558
appear	ymddangos	0.735	0.506	0.567
appearance	ymddangosiad	0.669	0.490	0.534
appease	apêl	0.633	0.278	0.434
appellant	apelydd	0.327	0.588	0.568
append	atodi	0.573	0.464	0.453
appendage	atodiad	0.229	0.382	0.438
appendectomy	appendectomi	0.177	0.670	0.554
appendicitis	atchwanegiad	0.031	0.640	0.347
appendix	atodiad	0.365	0.387	0.425
appetite	archwaeth	0.704	0.637	0.581
appetizer	blasus	0.755	0.560	0.406
appetizing	blasus	0.806	0.657	0.688
applaud	cymeradwyaeth	0.865	0.824	0.464
applause	cymeradwyaeth	0.953	0.857	0.621
apple	afal	0.811	0.300	0.264
apple juice	sudd afal	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	afalau	0.750	0.167	0.291
appliance	peiriant	0.582	0.453	0.538
appliances	cyfarpar	0.594	0.394	0.567
applicability	cymhwysedd	0.677	0.490	0.741
applicable	yn berthnasol	0.469	0.430	0.667
applicant	ymgeisydd	0.612	0.558	0.688
application	cais	0.646	0.445	0.726
apply	cymhwyso	0.612	0.321	0.667
appoint	penodi	0.565	0.330	0.509
appointment	penodiad	0.688	0.594	0.547
appointments	penodiadau	0.745	0.677	0.625
apportion	dosbarthiad	0.677	0.490	0.638
apportionment	dosraniad	0.552	0.481	0.453
appraisal	gwerthusiad	0.417	0.667	0.682
appraise	gwerthuso	0.677	0.490	0.696
appreciable	yn werthfawrogi	0.873	0.491	0.778
appreciate	gwerthfawrogi	0.885	0.422	0.741
appreciated	gwerthfawrogi	0.910	0.434	0.779
appreciates	yn gwerthfawrogi	0.765	0.500	0.656
appreciation	gwerthfawrogiad	0.917	0.529	0.588
appreciative	gwerthfawrogi	0.857	0.380	0.654
apprehend	yn dal	0.521	0.624	0.696
apprehension	gwrandawiad	0.385	0.720	0.454
apprehensive	yn bryderus	0.406	0.592	0.431
apprentice	prentis	0.615	0.413	0.452
apprenticeship	prentisiaeth	0.812	0.482	0.643
approach	ymagwedd	0.612	0.392	0.610
approaching	yn agosáu	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	cymeradwyaeth	0.792	0.529	0.774
appropriate	yn briodol	0.833	0.368	0.759
appropriation	neilltuo	0.510	0.632	0.717
approval	cymeradwyaeth	0.854	0.460	0.889
approve	cymeradwyo	0.875	0.548	0.741
approved	wedi'i gymeradwyo	0.833	0.349	0.698
approvement	cymeradwyaeth	0.880	0.625	0.780
approving	cymeradwyo	0.917	0.583	0.773
approximate	brasamcan	0.551	0.560	0.520
approximately	oddeutu	0.622	0.396	0.538
approximating	brasamcanu	0.583	0.615	0.471
approximation	brasamcaniaeth	0.582	0.402	0.593
appurtenances	cyfranddaliadau	0.573	0.412	0.547
apricot	bricyll	0.708	0.320	0.278
apron	ffedog	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	dawn	0.750	0.471	0.746
aqua	dŵr	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	acwariwm	0.663	0.327	0.393
aquatic	dyfrol	0.677	0.510	0.463
aqueduct	draphont ddŵr	0.551	0.411	0.534
aqueous	dyfrllyd	0.429	0.270	0.310
arable	âr	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	mympwyol	0.281	0.702	0.686
arbitrate	cymrodeddu	0.470	0.620	0.682
arbitration	cyflafareddu	0.587	0.602	0.670
arbitrator	cymrodeddwr	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcêd	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arch	0.500	0.354	0.468
archaeological	archeolegol	0.740	0.441	0.660
archaeologist	archeolegydd	0.552	0.451	0.706
archaeology	archeoleg	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	Archesgob	0.622	0.280	0.776
archdiocese	archddinasiaeth	0.400	0.321	0.704
archduke	pen-blwydd	0.458	0.413	0.634
arched	archog	0.582	0.403	0.398
archer	saethwr	0.573	0.622	0.661
archery	saethyddiaeth	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	archipelago	0.745	0.370	0.592
architect	pensaer	0.776	0.442	0.836
architectural	pensaernïol	0.729	0.390	0.670
architecture	pensaernïaeth	0.820	0.390	0.694
archive	archif	0.438	0.294	0.527
arctic	arctig	0.615	0.352	0.546
ardent	ardderchog	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	arduous	0.344	0.783	0.605
area	ardal	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	dadlau	0.093	0.798	0.525
argument	dadl	0.510	0.464	0.698
argumentation	dadliad	0.479	0.549	0.760
argumentative	dadleuol	0.450	0.531	0.679
arguments	dadleuon	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	codi	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocrataidd	0.449	0.519	0.676
arithmetic	rhifyddeg	0.453	0.460	0.634
ark	arch	0.396	0.427	0.543
arm	braich	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	arfau	0.198	0.764	0.810
armaments	arfau	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	cadeiriau	0.646	0.164	0.339
armed	arfog	0.188	0.750	0.808
armor	arfau	0.469	0.625	0.784
armored	arfog	0.469	0.509	0.861
armory	Arddangosfa	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	breichiau	0.464	0.395	0.483
army	y fyddin	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromatherapi	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	codi	0.740	0.491	0.580
aroused	aroused	0.708	0.952	0.667
arraignment	arreiniad	0.406	0.837	0.534
arrange	trefnu	0.740	0.490	0.571
arranged	drefnwyd	0.698	0.531	0.728
arrangement	trefniant	0.625	0.382	0.683
array	amrywiaeth	0.521	0.396	0.568
arrears	ôl-ddyledion	0.286	0.485	0.302
arrest	arestio	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	cyrraedd	0.678	0.510	0.474
arrive	cyrraedd	0.837	0.406	0.585
arrogance	arogl	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	saeth	0.439	0.390	0.454
arsehole	gludo	0.276	0.598	0.433
arseholes	tyllau llysiau	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenig	0.281	0.472	0.447
arson	llosgi bwriadol	0.133	0.904	0.567
arsonist	llosgi bwriadol	0.348	0.840	0.500
art	celf	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	rhydweli	0.396	0.580	0.537
artful	celfyddydol	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artisiog	0.583	0.218	0.287
article	erthygl	0.594	0.280	0.481
articles	erthyglau	0.552	0.324	0.565
articulate	mynegi	0.677	0.462	0.618
articulation	mynegiant	0.479	0.480	0.591
artifact	artiffisial	0.510	0.500	0.566
artifice	celf	0.316	0.696	0.482
artificial	artiffisial	0.306	0.385	0.351
artillery	artilleri	0.350	0.912	0.794
artisan	celfyddydol	0.781	0.330	0.411
artist	artist	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistig	0.802	0.646	0.632
artistry	celf	0.823	0.346	0.769
artists	artistiaid	0.796	0.667	0.741
artwork	gwaith celf	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	i fyny	0.830	0.620	0.812
ascendancy	ascendant	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	esgyn	0.826	0.644	0.777
ascension	esgyniad	0.765	0.720	0.714
ascent	cwympo	0.755	0.627	0.833
ascertain	canfod	0.560	0.530	0.625
ascertained	canfod	0.531	0.529	0.616
ascetic	ascetig	0.438	0.375	0.472
ash	lludw	0.260	0.210	0.207
ashamed	cywilydd	0.156	0.588	0.228
ashes	lludw	0.327	0.279	0.142
ashtray	llwch llwch	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	gofynnwch	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	yn cysgu	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asbaragws	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	agwedd	0.479	0.469	0.588
aspects	agweddau	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asffalt	0.479	0.264	0.439
asphyxia	asffsia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	dyhead	0.704	0.724	0.675
aspire	aspire	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	dymunol	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	ymosodwr	0.184	0.868	0.602
assassin	llofruddiaeth	0.073	0.933	0.632
assassinate	llofruddio	0.051	0.969	0.722
assassination	llofruddiaeth	0.083	0.941	0.525
assault	ymosodiad	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	casgliad	0.429	0.452	0.600
assemble	ymgynnull	0.542	0.570	0.750
assembled	ymgynnull	0.663	0.450	0.644
assembly	cynulliad	0.698	0.500	0.640
assemblyman	cynulliad	0.430	0.538	0.760
assent	cydsynio	0.615	0.515	0.719
assert	yn honni	0.750	0.619	0.809
asserting	yn honni	0.694	0.531	0.736
assertion	honiad	0.740	0.442	0.750
assertive	pendant	0.719	0.412	0.770
assess	asesu	0.698	0.500	0.623
assessment	asesiad	0.750	0.623	0.658
assessor	asesydd	0.551	0.538	0.764
asset	ased	0.797	0.765	0.788
assets	asedau	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	neilltuo	0.622	0.417	0.709
assignee	enwebai	0.510	0.462	0.510
assignment	aseiniad	0.483	0.398	0.745
assimilate	cymathu	0.559	0.391	0.683
assimilation	cymathu	0.429	0.378	0.463
assist	cynorthwyo	0.833	0.435	0.629
assistance	cymorth	0.656	0.519	0.633
assistant	cynorthwyydd	0.625	0.390	0.536
associate	cysylltiol	0.812	0.409	0.625
association	cymdeithas	0.745	0.500	0.817
assorted	amrywiol	0.602	0.460	0.472
assortment	amrywiaeth	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	tybio	0.698	0.401	0.464
assumed	tybiedig	0.612	0.247	0.454
assuming	gan dybio	0.740	0.390	0.526
assumption	rhagdybiaeth	0.479	0.431	0.417
assurance	sicrwydd	0.675	0.442	0.704
assure	sicrhau	0.910	0.460	0.839
assured	sicrwydd	0.878	0.327	0.754
assuredly	yn sicr	0.786	0.396	0.833
asterisk	seren	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroidau	0.361	0.694	0.712
asthma	asthma	0.198	0.549	0.227
asthmatic	asthmaidd	0.229	0.706	0.294
astigmatism	astigmatiaeth	0.214	0.490	0.429
astonish	syfrdanol	0.786	0.845	0.658
astonished	syfrdanol	0.510	0.775	0.574
astonishing	syfrdanol	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	syfrdanol	0.680	0.718	0.519
astound	yn rhyfeddol	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	anghofio	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	astronau	0.792	0.601	0.761
astronomer	seryddwr	0.750	0.509	0.735
astronomical	seryddol	0.600	0.632	0.726
astronomy	seryddiaeth	0.613	0.474	0.722
astute	chwilfrydig	0.776	0.658	0.827
asunder	yn ôl	0.208	0.442	0.259
asylum	lloches	0.407	0.330	0.445
asymmetric	anghymesur	0.580	0.343	0.465
asymmetry	anghymesur	0.476	0.373	0.527
asymptotic	asymptotig	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	anffyddiwr	0.225	0.447	0.377
atheistic	anffyddig	0.373	0.481	0.466
atherosclerosis	atherosglerosis	0.250	0.480	0.343
athlete	athletwr	0.781	0.718	0.686
athletic	athletau	0.857	0.798	0.708
athleticism	athletau	0.750	0.863	0.778
athletics	athletau	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	awyrgylch	0.604	0.300	0.560
atmospheric	atmosfferig	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomig	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	atonement	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atriwm	0.469	0.365	0.473
atrocious	yn rhyfeddol	0.073	0.811	0.445
atrocity	rhyfedd	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	atodi	0.520	0.363	0.559
attached	ynghlwm	0.562	0.350	0.439
attachment	atodiad	0.570	0.343	0.500
attack	ymosodiad	0.286	0.948	0.670
attacker	ymosodwr	0.185	0.962	0.629
attacking	ymosod	0.276	0.837	0.642
attain	cyrraedd	0.806	0.510	0.719
attainable	yn hygyrch	0.760	0.500	0.759
attainment	cyrhaeddiad	0.830	0.520	0.940
attempt	ymgais	0.625	0.491	0.431
attempted	ceisio	0.594	0.580	0.567
attend	mynychu	0.650	0.420	0.625
attendance	presenoldeb	0.812	0.500	0.592
attendant	cynorthwyydd	0.580	0.365	0.519
attention	sylw	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	yn ofalus	0.812	0.520	0.724
attenuate	gwaethygu	0.408	0.302	0.429
attenuated	gwaethygu	0.449	0.280	0.298
attenuation	gwaethygu	0.458	0.363	0.464
attest	dyst	0.439	0.710	0.685
attestation	ardystiad	0.234	0.635	0.500
attic	atig	0.521	0.259	0.377
attire	attire	0.742	0.388	0.483
attitude	agwedd	0.760	0.644	0.861
attorney	atwrnai	0.600	0.594	0.754
attract	denu	0.796	0.663	0.769
attraction	atyniad	0.906	0.774	0.712
attractive	yn ddeniadol	0.906	0.630	0.769
attractiveness	atyniad	0.938	0.667	0.755
attributable	priodoli	0.704	0.430	0.527
attribute	priodoldeb	0.781	0.439	0.795
attribution	priodoli	0.646	0.467	0.658
attrition	diddymu	0.229	0.540	0.259
auburn	awdurn	0.510	0.240	0.411
auction	arwerthiant	0.594	0.702	0.519
auctioneer	arwerthwr	0.542	0.732	0.716
audacious	yn anhygoel	0.740	0.875	0.825
audacity	clyw	0.760	0.755	0.916
audible	yn agored	0.673	0.370	0.462
audience	cynulleidfa	0.698	0.610	0.613
audio	sain	0.709	0.425	0.370
audit	archwiliad	0.375	0.562	0.735
audition	clyweliad	0.750	0.685	0.615
auditions	clyweliadau	0.740	0.765	0.596
auditor	archwilydd	0.582	0.571	0.726
auditorium	awditoriwm	0.529	0.490	0.538
auditory	clywedol	0.531	0.481	0.570
aught	am ddim	0.418	0.135	0.217
augment	ychwanegu	0.650	0.683	0.645
augmentation	cynyddu	0.714	0.613	0.850
august	Awst	0.652	0.292	0.462
aunt	modryb	0.667	0.291	0.420
auntie	modryb	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	nawdd	0.542	0.500	0.634
auspicious	yn addawol	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	gwydnwch	0.438	0.406	0.534
authentic	dilys	0.885	0.510	0.782
authenticate	dilysu	0.833	0.480	0.789
authentication	dilysu	0.724	0.491	0.750
authenticity	dilysrwydd	0.670	0.548	0.845
author	awdur	0.775	0.343	0.749
authoritative	awdurdodol	0.636	0.520	0.890
authority	awdurdod	0.592	0.592	0.934
authorization	awdurdodiad	0.521	0.567	0.817
authorize	awdurdodi	0.772	0.596	0.821
authorized	awdurdodedig	0.760	0.458	0.815
authorship	awduriaeth	0.667	0.635	0.773
autism	awtistiaeth	0.235	0.500	0.447
autistic	awtistig	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	hunangofiantol	0.909	0.462	0.582
autobiography	hunangofiant	0.735	0.284	0.629
autocorrect	awtorwedd	0.551	0.439	0.616
autocratic	awtocrataidd	0.542	0.577	0.727
autograph	llofnod	0.735	0.565	0.473
autographed	awtograffu	0.781	0.620	0.625
automated	awtomataidd	0.578	0.402	0.632
automatic	awtomatig	0.562	0.433	0.664
automobile	Automobile	0.753	0.625	0.534
automotive	modurol	0.656	0.520	0.577
autonomy	annibyniaeth	0.781	0.349	0.891
autopilot	awtomataidd	0.594	0.462	0.632
autopsy	awtopsi	0.252	0.650	0.538
autumn	hydref	0.765	0.204	0.450
auxiliary	ategol	0.622	0.471	0.509
avail	manteisio arno	0.800	0.430	0.603
availability	argaeledd	0.796	0.544	0.600
available	ar gael	0.844	0.356	0.623
avalanche	avalanche	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	deyrnged	0.073	0.867	0.559
avenger	avenger	0.337	0.865	0.670
avenging	yn dyfalu	0.143	0.880	0.717
avenue	rhodfa	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	cyfartaledd	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	gwrthdro	0.253	0.569	0.492
averseness	NO TRANSLATION	0.296	0.606	0.528
aversion	aversion	0.074	0.663	0.525
avert	osgoi	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	hedfan	0.708	0.646	0.741
