Word	Catalan-ca	Valence	Arousal	Dominance
anesthesia	anestèsia	0.365	0.216	0.394
anesthesiologist	anestesiòleg	0.419	0.224	0.526
anesthetic	anestèsic	0.350	0.264	0.482
aneurysm	aneurisma	0.115	0.690	0.536
anew	novament	0.771	0.358	0.385
angel	àngel	0.906	0.158	0.704
angelic	angelical	0.927	0.298	0.668
anger	ràbia	0.167	0.865	0.657
angered	enutjat	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiograma	0.347	0.520	0.465
angiography	angiografia	0.378	0.536	0.520
angle	angle	0.541	0.330	0.455
angling	pescant	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	més ràbia	0.094	0.892	0.430
angry	enutjat	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angoixa	0.167	0.888	0.333
anguish	angoixa	0.153	0.792	0.265
anguished	angoixat	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhidre	0.456	0.365	0.355
animal	animal	0.521	0.510	0.513
animate	animar	0.827	0.755	0.635
animated	animat	0.823	0.676	0.538
animation	animació	0.888	0.750	0.549
animosity	animositat	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	turmell	0.500	0.274	0.234
anklet	turmellera	0.410	0.276	0.302
annals	anals	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	annexió	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	aniquilar	0.115	0.918	0.681
annihilated	aniquilat	0.080	0.760	0.324
annihilation	aniquilació	0.041	0.800	0.591
anniversary	aniversari	0.880	0.770	0.723
annotate	anoteu	0.592	0.469	0.441
annotation	anotació	0.604	0.470	0.619
announce	anunciar	0.694	0.618	0.611
announcement	anunci	0.729	0.491	0.482
announcer	anunciador	0.602	0.570	0.732
annoy	molestar	0.094	0.765	0.286
annoyance	molèstia	0.167	0.718	0.342
annoyed	molest	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	molest	0.082	0.853	0.348
annoys	molesta	0.146	0.778	0.435
annual	anual	0.552	0.236	0.500
annuity	anualitat	0.521	0.304	0.527
annul	anul·lar	0.250	0.448	0.364
annular	anular	0.310	0.385	0.412
annulment	anul·lació	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	ungido	0.500	0.368	0.579
anointing	unció	0.653	0.350	0.547
anomalous	anòmal	0.281	0.480	0.423
anomaly	anomalia	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimat	0.469	0.255	0.430
anonymous	anònim	0.396	0.291	0.431
anorexic	anorèxic	0.160	0.618	0.245
answer	resposta	0.537	0.373	0.661
answerable	responsable	0.708	0.481	0.750
answering	responent	0.684	0.500	0.607
ant	Formiga	0.448	0.216	0.216
antagonism	antagonisme	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	antagonista	0.296	0.604	0.565
antagonize	antagonitzar	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antílop	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	himne	0.780	0.343	0.729
anthill	omplir	0.327	0.578	0.377
anthology	antologia	0.338	0.406	0.537
anthrax	antrax	0.188	0.730	0.500
anthropological	antropològic	0.367	0.390	0.490
anthropologist	antropòleg	0.551	0.385	0.725
anthropology	antropologia	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaeri	0.330	0.622	0.629
antibiotic	antibiòtic	0.510	0.373	0.658
antibiotics	antibiòtics	0.448	0.406	0.557
antichrist	anticristo	0.082	0.837	0.544
anticipate	anticipar	0.622	0.469	0.667
anticipation	anticipació	0.698	0.539	0.711
anticipatory	anticipatòria	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antídot	0.541	0.490	0.629
antifungal	antifúngic	0.408	0.412	0.441
antigravity	antigracia	0.430	0.714	0.658
antimony	antimoni	0.378	0.398	0.490
antipathy	antipatia	0.198	0.549	0.393
antiquarian	antiquari	0.500	0.233	0.426
antiquated	antiquat	0.420	0.392	0.236
antique	antic	0.634	0.290	0.518
antiques	antiguitats	0.540	0.370	0.595
antiquity	antiguitat	0.385	0.333	0.556
antiseptic	antisèptic	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antitesis	0.396	0.412	0.536
antithetical	antitètic	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	cornamenta	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	iclusa	0.380	0.510	0.604
anxiety	ansietat	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ansiós	0.281	0.875	0.434
anxiousness	ansietat	0.235	0.814	0.282
anytime	en qualsevol moment	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aòrtica	0.436	0.540	0.438
apace	a pressa	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartament	0.719	0.393	0.580
apartments	apartaments	0.704	0.337	0.443
apathetic	apàtic	0.188	0.292	0.333
apathy	apatia	0.184	0.212	0.204
ape	mico	0.548	0.389	0.336
aperture	obertura	0.612	0.450	0.667
apex	àpex	0.570	0.433	0.418
aphid	pugó	0.388	0.473	0.407
aphrodisiac	afrodisíac	0.750	0.846	0.667
apiece	cada un	0.439	0.259	0.383
aplomb	aplom	0.500	0.509	0.582
apocalypse	apocalipsi	0.050	0.867	0.736
apocalyptic	apocalíptic	0.173	0.880	0.750
apologetic	apologètic	0.479	0.461	0.571
apologist	apologista	0.406	0.429	0.526
apologize	demaneu disculpes	0.551	0.378	0.389
apology	disculpa	0.571	0.346	0.402
apostasy	apostasía	0.388	0.520	0.517
apostate	apostat	0.342	0.500	0.528
apostle	apòstol	0.646	0.347	0.732
apostolic	apostòlic	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	boticario	0.561	0.328	0.529
appalled	horroritzat	0.194	0.792	0.562
appalling	horrorós	0.160	0.827	0.415
apparatus	aparell	0.375	0.353	0.377
apparel	roba	0.698	0.435	0.453
apparent	aparent	0.473	0.383	0.398
apparently	pel que sembla	0.531	0.410	0.426
apparition	aparició	0.406	0.573	0.636
appeal	apel·lació	0.663	0.598	0.558
appear	apareixen	0.735	0.506	0.567
appearance	aparença	0.669	0.490	0.534
appease	aplacar	0.633	0.278	0.434
appellant	recurrent	0.327	0.588	0.568
append	afegir	0.573	0.464	0.453
appendage	apèndix	0.229	0.382	0.438
appendectomy	apendectomia	0.177	0.670	0.554
appendicitis	apendicitis	0.031	0.640	0.347
appendix	apèndix	0.365	0.387	0.425
appetite	apetit	0.704	0.637	0.581
appetizer	aperitiu	0.755	0.560	0.406
appetizing	apetitós	0.806	0.657	0.688
applaud	aplaudeix	0.865	0.824	0.464
applause	aplaudiments	0.953	0.857	0.621
apple	poma	0.811	0.300	0.264
apple juice	suc de poma	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	poma de poma	0.750	0.167	0.291
appliance	electrodomèstics	0.582	0.453	0.538
appliances	electrodomèstics	0.594	0.394	0.567
applicability	aplicabilitat	0.677	0.490	0.741
applicable	aplicable	0.469	0.430	0.667
applicant	sol · licitant	0.612	0.558	0.688
application	aplicació	0.646	0.445	0.726
apply	aplicar	0.612	0.321	0.667
appoint	senyalar	0.565	0.330	0.509
appointment	cita prèvia	0.688	0.594	0.547
appointments	cites	0.745	0.677	0.625
apportion	prorrateig	0.677	0.490	0.638
apportionment	prorrateig	0.552	0.481	0.453
appraisal	valoració	0.417	0.667	0.682
appraise	valorar	0.677	0.490	0.696
appreciable	apreciable	0.873	0.491	0.778
appreciate	apreciar	0.885	0.422	0.741
appreciated	apreciat	0.910	0.434	0.779
appreciates	s'aprecia	0.765	0.500	0.656
appreciation	apreciació	0.917	0.529	0.588
appreciative	agraït	0.857	0.380	0.654
apprehend	aprehend	0.521	0.624	0.696
apprehension	aprensió	0.385	0.720	0.454
apprehensive	aprensiu	0.406	0.592	0.431
apprentice	aprenent	0.615	0.413	0.452
apprenticeship	aprenentatge	0.812	0.482	0.643
approach	enfocament	0.612	0.392	0.610
approaching	apropant-se	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprovació	0.792	0.529	0.774
appropriate	apropiat	0.833	0.368	0.759
appropriation	apropiació	0.510	0.632	0.717
approval	aprovació	0.854	0.460	0.889
approve	aprovar	0.875	0.548	0.741
approved	aprovat	0.833	0.349	0.698
approvement	aprovació	0.880	0.625	0.780
approving	aprovant	0.917	0.583	0.773
approximate	aproximat	0.551	0.560	0.520
approximately	aproximadament	0.622	0.396	0.538
approximating	aproximant-se	0.583	0.615	0.471
approximation	aproximació	0.582	0.402	0.593
appurtenances	pertinences	0.573	0.412	0.547
apricot	albercoc	0.708	0.320	0.278
apron	davantal	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitud	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aiguamarina	0.729	0.306	0.413
aquarium	aquari	0.663	0.327	0.393
aquatic	aquàtic	0.677	0.510	0.463
aqueduct	aqüeducte	0.551	0.411	0.534
aqueous	aquós	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	àrbitre	0.561	0.537	0.814
arbitrary	arbitrari	0.281	0.702	0.686
arbitrate	arbitre	0.470	0.620	0.682
arbitration	arbitratge	0.587	0.602	0.670
arbitrator	àrbitre	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcà	0.500	0.490	0.637
arch	arc	0.500	0.354	0.468
archaeological	arqueològic	0.740	0.441	0.660
archaeologist	arqueòleg	0.552	0.451	0.706
archaeology	arqueologia	0.596	0.358	0.691
archaic	arcaic	0.271	0.327	0.332
archangel	Arcàngel	0.837	0.500	0.708
archbishop	arquebisbe	0.622	0.280	0.776
archdiocese	arxidiòcesi	0.400	0.321	0.704
archduke	arxiduc	0.458	0.413	0.634
arched	arquejat	0.582	0.403	0.398
archer	arquero	0.573	0.622	0.661
archery	tir amb arc	0.594	0.604	0.589
archetype	arquetipo	0.448	0.520	0.569
archipelago	arxipèlag	0.745	0.370	0.592
architect	arquitecte	0.776	0.442	0.836
architectural	arquitectònic	0.729	0.390	0.670
architecture	arquitectura	0.820	0.390	0.694
archive	Arxiu	0.438	0.294	0.527
arctic	àrtic	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	àrdua	0.344	0.783	0.605
area	àrea	0.490	0.306	0.464
arena	Arena	0.510	0.235	0.404
areola	Areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumentar	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentació	0.479	0.549	0.760
argumentative	argumentatiu	0.450	0.531	0.679
arguments	arguments	0.541	0.602	0.657
arid	àrid	0.323	0.333	0.379
arise	sorgir	0.750	0.582	0.725
aristocracy	aristocràcia	0.688	0.549	0.842
aristocrat	aristòcrata	0.583	0.413	0.811
aristocratic	aristocràtic	0.449	0.519	0.676
arithmetic	aritmètica	0.453	0.460	0.634
ark	arca	0.396	0.427	0.543
arm	braç	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	armaments	0.192	0.839	0.830
armature	armadura	0.510	0.558	0.755
armchair	butaca	0.646	0.164	0.339
armed	armat	0.188	0.750	0.808
armor	armadura	0.469	0.625	0.784
armored	blindat	0.469	0.509	0.861
armory	armeria	0.448	0.663	0.800
armpit	aixella	0.283	0.439	0.250
arms	armes	0.464	0.395	0.483
army	exèrcit	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromateràpia	0.847	0.220	0.473
arousal	excitació	0.791	0.943	0.731
arouse	despertar	0.740	0.491	0.580
aroused	despertat	0.708	0.952	0.667
arraignment	expedient	0.406	0.837	0.534
arrange	organitzar	0.740	0.490	0.571
arranged	disposat	0.698	0.531	0.728
arrangement	arranjament	0.625	0.382	0.683
array	matriu	0.521	0.396	0.568
arrears	endarreriments	0.286	0.485	0.302
arrest	aturar	0.146	0.951	0.500
arrhythmia	arítmia	0.265	0.706	0.356
arrival	arribada	0.678	0.510	0.474
arrive	arribar	0.837	0.406	0.585
arrogance	arrogància	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	fletxa	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsènic	0.281	0.472	0.447
arson	incendi	0.133	0.904	0.567
arsonist	incendiari	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	artèria	0.396	0.580	0.537
artful	atrapat	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	artròpode	0.344	0.464	0.434
artichoke	carxofa	0.583	0.218	0.287
article	article	0.594	0.280	0.481
articles	articles	0.552	0.324	0.565
articulate	articular	0.677	0.462	0.618
articulation	articulació	0.479	0.480	0.591
artifact	artefacte	0.510	0.500	0.566
artifice	artifici	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	artilleria	0.350	0.912	0.794
artisan	artesà	0.781	0.330	0.411
artist	artista	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artístic	0.802	0.646	0.632
artistry	artística	0.823	0.346	0.769
artists	artistes	0.796	0.667	0.741
artwork	obra d'art	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	el més aviat possible	0.571	0.500	0.552
asbestos	amiant	0.357	0.481	0.464
ascend	pujar	0.830	0.620	0.812
ascendancy	ascendència	0.724	0.625	0.700
ascendant	ascendent	0.656	0.673	0.821
ascending	ascendent	0.826	0.644	0.777
ascension	ascensió	0.765	0.720	0.714
ascent	pujada	0.755	0.627	0.833
ascertain	comprovar	0.560	0.530	0.625
ascertained	esbrinat	0.531	0.529	0.616
ascetic	ascético	0.438	0.375	0.472
ash	cendra	0.260	0.210	0.207
ashamed	avergonyit	0.156	0.588	0.228
ashes	cendres	0.327	0.279	0.142
ashtray	cendrer	0.406	0.382	0.265
asinine	asinina	0.429	0.472	0.433
ask	preguntar	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	adormit	0.604	0.100	0.270
asp	ASP	0.438	0.489	0.375
asparagus	espàrrecs	0.469	0.317	0.264
aspartame	Aspartame	0.469	0.480	0.322
aspect	aspecte	0.479	0.469	0.588
aspects	aspectes	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfixia	0.198	0.704	0.311
asphyxiation	asfixia	0.059	0.745	0.412
aspiration	aspiració	0.704	0.724	0.675
aspire	aspirar	0.812	0.469	0.722
aspirin	aspirina	0.479	0.271	0.422
aspiring	aspirant	0.844	0.582	0.604
ass	cul	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	assaltant	0.184	0.868	0.602
assassin	assassí	0.073	0.933	0.632
assassinate	assassinar	0.051	0.969	0.722
assassination	assassinat	0.083	0.941	0.525
assault	assalt	0.167	0.848	0.550
assay	assaig	0.633	0.559	0.594
assemblage	muntatge	0.429	0.452	0.600
assemble	muntar	0.542	0.570	0.750
assembled	muntat	0.663	0.450	0.644
assembly	muntatge	0.698	0.500	0.640
assemblyman	assemblea	0.430	0.538	0.760
assent	assentiment	0.615	0.515	0.719
assert	afirma	0.750	0.619	0.809
asserting	afirmant	0.694	0.531	0.736
assertion	afirmació	0.740	0.442	0.750
assertive	asertiva	0.719	0.412	0.770
assess	avaluar	0.698	0.500	0.623
assessment	avaluació	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	actiu	0.797	0.765	0.788
assets	actius	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	assignar	0.622	0.417	0.709
assignee	cessionari	0.510	0.462	0.510
assignment	cessió	0.483	0.398	0.745
assimilate	assimilar	0.559	0.391	0.683
assimilation	assimilació	0.429	0.378	0.463
assist	ajudar	0.833	0.435	0.629
assistance	assistència	0.656	0.519	0.633
assistant	ajudant	0.625	0.390	0.536
associate	associar	0.812	0.409	0.625
association	Associació	0.745	0.500	0.817
assorted	Assortiment	0.602	0.460	0.472
assortment	assortiment	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	assumir	0.698	0.401	0.464
assumed	assumit	0.612	0.247	0.454
assuming	suposant	0.740	0.390	0.526
assumption	suposició	0.479	0.431	0.417
assurance	garantia	0.675	0.442	0.704
assure	assegureu-vos	0.910	0.460	0.839
assured	assegurat	0.878	0.327	0.754
assuredly	segurament	0.786	0.396	0.833
asterisk	asterisc	0.541	0.288	0.273
asteroid	asteroide	0.430	0.721	0.623
asteroids	asteroides	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	asmàtic	0.229	0.706	0.294
astigmatism	astigmatisme	0.214	0.490	0.429
astonish	sorprendre	0.786	0.845	0.658
astonished	sorprès	0.510	0.775	0.574
astonishing	sorprenent	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	sorpresa	0.680	0.718	0.519
astound	sorprenent	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	per mal camí	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astròleg	0.594	0.519	0.673
astrology	astrologia	0.635	0.340	0.500
astronaut	astronauta	0.792	0.601	0.761
astronomer	astrònom	0.750	0.509	0.735
astronomical	astronòmic	0.600	0.632	0.726
astronomy	astronomia	0.613	0.474	0.722
astute	astut	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	asil	0.407	0.330	0.445
asymmetric	asimètric	0.580	0.343	0.465
asymmetry	asimetria	0.476	0.373	0.527
asymptotic	asimptòtic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateisme	0.276	0.460	0.481
atheist	ateu	0.225	0.447	0.377
atheistic	ateu	0.373	0.481	0.466
atherosclerosis	aterosclerosi	0.250	0.480	0.343
athlete	atleta	0.781	0.718	0.686
athletic	atlètic	0.857	0.798	0.708
athleticism	esportisme	0.750	0.863	0.778
athletics	atletisme	0.831	0.691	0.740
atlas	atles	0.531	0.306	0.554
atmosphere	ambient	0.604	0.300	0.560
atmospheric	atmosfèric	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	àtom	0.510	0.500	0.433
atomic	atòmic	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	expiació	0.550	0.602	0.683
atpeace	Atpeace	0.724	0.298	0.519
atrium	atri	0.469	0.365	0.473
atrocious	atroç	0.073	0.811	0.445
atrocity	atrocitat	0.115	0.844	0.593
atrophy	atròfia	0.177	0.540	0.208
attach	adjuntar	0.520	0.363	0.559
attached	adjunt	0.562	0.350	0.439
attachment	adjunció	0.570	0.343	0.500
attack	atac	0.286	0.948	0.670
attacker	atacant	0.185	0.962	0.629
attacking	atacant	0.276	0.837	0.642
attain	aconseguir	0.806	0.510	0.719
attainable	assolible	0.760	0.500	0.759
attainment	assoliment	0.830	0.520	0.940
attempt	intent	0.625	0.491	0.431
attempted	intentat	0.594	0.580	0.567
attend	assistir	0.650	0.420	0.625
attendance	assistència	0.812	0.500	0.592
attendant	assistent	0.580	0.365	0.519
attention	atenció	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	atent	0.812	0.520	0.724
attenuate	atenuar	0.408	0.302	0.429
attenuated	atenuat	0.449	0.280	0.298
attenuation	atenuació	0.458	0.363	0.464
attest	testifiqui	0.439	0.710	0.685
attestation	certificació	0.234	0.635	0.500
attic	àtic	0.521	0.259	0.377
attire	vestit	0.742	0.388	0.483
attitude	actitud	0.760	0.644	0.861
attorney	advocat	0.600	0.594	0.754
attract	atreure	0.796	0.663	0.769
attraction	atracció	0.906	0.774	0.712
attractive	atractiu	0.906	0.630	0.769
attractiveness	atractiu	0.938	0.667	0.755
attributable	atribuïble	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	atribució	0.646	0.467	0.658
attrition	desgast	0.229	0.540	0.259
auburn	castanya	0.510	0.240	0.411
auction	subhasta	0.594	0.702	0.519
auctioneer	subhastador	0.542	0.732	0.716
audacious	audaç	0.740	0.875	0.825
audacity	audàcia	0.760	0.755	0.916
audible	audible	0.673	0.370	0.462
audience	audiència	0.698	0.610	0.613
audio	àudio	0.709	0.425	0.370
audit	auditoria	0.375	0.562	0.735
audition	audició	0.750	0.685	0.615
auditions	audicions	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditori	0.529	0.490	0.538
auditory	auditiu	0.531	0.481	0.570
aught	una mica	0.418	0.135	0.217
augment	augment	0.650	0.683	0.645
augmentation	augment	0.714	0.613	0.850
august	Agost	0.652	0.292	0.462
aunt	tia	0.667	0.291	0.420
auntie	tia	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspicis	0.542	0.500	0.634
auspicious	auspicis	0.562	0.635	0.669
austere	auster	0.500	0.390	0.422
austerity	austeritat	0.438	0.406	0.534
authentic	autèntic	0.885	0.510	0.782
authenticate	autenticar	0.833	0.480	0.789
authentication	autenticació	0.724	0.491	0.750
authenticity	autenticitat	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autoritari	0.636	0.520	0.890
authority	autoritat	0.592	0.592	0.934
authorization	autorització	0.521	0.567	0.817
authorize	autoritzar	0.772	0.596	0.821
authorized	autoritzat	0.760	0.458	0.815
authorship	autoria	0.667	0.635	0.773
autism	autisme	0.235	0.500	0.447
autistic	autista	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiogràfic	0.909	0.462	0.582
autobiography	autobiografia	0.735	0.284	0.629
autocorrect	correcció automàtica	0.551	0.439	0.616
autocratic	autocràtic	0.542	0.577	0.727
autograph	autògraf	0.735	0.565	0.473
autographed	autografiada	0.781	0.620	0.625
automated	automatitzat	0.578	0.402	0.632
automatic	automàtic	0.562	0.433	0.664
automobile	automòbil	0.753	0.625	0.534
automotive	automoció	0.656	0.520	0.577
autonomy	autonomia	0.781	0.349	0.891
autopilot	pilot automàtic	0.594	0.462	0.632
autopsy	autòpsia	0.252	0.650	0.538
autumn	tardor	0.765	0.204	0.450
auxiliary	auxiliar	0.622	0.471	0.509
avail	aprofitar	0.800	0.430	0.603
availability	disponibilitat	0.796	0.544	0.600
available	disponible	0.844	0.356	0.623
avalanche	allau	0.265	0.915	0.683
avarice	avarícia	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	venja	0.073	0.867	0.559
avenger	vengador	0.337	0.865	0.670
avenging	venjant	0.143	0.880	0.717
avenue	avinguda	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	mitjana	0.684	0.280	0.455
aversation	aversió	0.582	0.442	0.432
averse	aversió	0.253	0.569	0.492
averseness	averseness	0.296	0.606	0.528
