Word	Croatian-hr	Valence	Arousal	Dominance
analyzer	analizator	0.625	0.556	0.854
anaphylactic	anafilaktički	0.378	0.588	0.500
anarchism	anarhizam	0.125	0.804	0.623
anarchist	anarhist	0.204	0.700	0.759
anarchy	anarhija	0.146	0.755	0.620
anastomosis	anastomoza	0.375	0.470	0.490
anathema	anatema	0.286	0.490	0.519
anatomic	anatomski	0.562	0.442	0.546
anatomy	anatomija	0.562	0.390	0.571
ancestor	predak	0.592	0.388	0.594
ancestral	nasljeđen	0.640	0.481	0.750
ancestry	podrijetlo	0.708	0.519	0.717
anchor	sidro	0.520	0.284	0.564
anchorage	sidrište	0.500	0.325	0.639
ancient	antički	0.420	0.217	0.439
ancillary	pomoćni	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anegdota	0.583	0.529	0.500
anemia	anemija	0.188	0.327	0.310
anemic	anemičan	0.167	0.279	0.155
anemone	anemona	0.552	0.538	0.327
anesthesia	anestezija	0.365	0.216	0.394
anesthesiologist	anesteziolog	0.419	0.224	0.526
anesthetic	anestetički	0.350	0.264	0.482
aneurysm	aneurizme	0.115	0.690	0.536
anew	iznova	0.771	0.358	0.385
angel	anđeo	0.906	0.158	0.704
angelic	anđeoski	0.927	0.298	0.668
anger	bijes	0.167	0.865	0.657
angered	razljutila	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografija	0.378	0.536	0.520
angle	kut	0.541	0.330	0.455
angling	ribolov	0.625	0.408	0.500
angora	angorski	0.529	0.425	0.405
angriest	najljući	0.094	0.892	0.430
angry	ljut	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	tjeskobe	0.167	0.888	0.333
anguish	bol	0.153	0.792	0.265
anguished	namučen	0.135	0.720	0.307
angular	kutni	0.449	0.281	0.444
anhydrous	bezvodan	0.456	0.365	0.355
animal	životinja	0.521	0.510	0.513
animate	animirati	0.827	0.755	0.635
animated	animirani	0.823	0.676	0.538
animation	animacija	0.888	0.750	0.549
animosity	neprijateljstvo	0.510	0.724	0.545
animus	zlonamjernost	0.698	0.676	0.466
ankle	gležanj	0.500	0.274	0.234
anklet	kratka čarapa	0.410	0.276	0.302
annals	ljetopisi	0.427	0.610	0.424
annex	dodatak	0.594	0.350	0.458
annexation	pripajanje	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	uništiti	0.115	0.918	0.681
annihilated	uništen	0.080	0.760	0.324
annihilation	uništenje	0.041	0.800	0.591
anniversary	godišnjica	0.880	0.770	0.723
annotate	komentirati	0.592	0.469	0.441
annotation	pribilješka	0.604	0.470	0.619
announce	najaviti	0.694	0.618	0.611
announcement	Obavijest	0.729	0.491	0.482
announcer	spiker	0.602	0.570	0.732
annoy	smetati	0.094	0.765	0.286
annoyance	dosađivanje	0.167	0.718	0.342
annoyed	ojađen	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	dosadan	0.082	0.853	0.348
annoys	iritira	0.146	0.778	0.435
annual	godišnji	0.552	0.236	0.500
annuity	anuitet	0.521	0.304	0.527
annul	poništiti	0.250	0.448	0.364
annular	prstenast	0.310	0.385	0.412
annulment	poništenje	0.153	0.375	0.447
annulus	prstenom	0.458	0.380	0.376
anointed	pomazani	0.500	0.368	0.579
anointing	pomazanje	0.653	0.350	0.547
anomalous	anomalan	0.281	0.480	0.423
anomaly	anomalija	0.188	0.538	0.404
anon	odmah	0.479	0.354	0.298
anonymity	anonimnost	0.469	0.255	0.430
anonymous	anoniman	0.396	0.291	0.431
anorexic	anoreksične	0.160	0.618	0.245
answer	odgovor	0.537	0.373	0.661
answerable	odgovoran	0.708	0.481	0.750
answering	odgovaranje	0.684	0.500	0.607
ant	mrav	0.448	0.216	0.216
antagonism	antagonizam	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	protivnički	0.296	0.604	0.565
antagonize	protiviti se	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	prethodnik	0.427	0.551	0.566
antelope	antilopa	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	prednji	0.510	0.245	0.362
anthem	himna	0.780	0.343	0.729
anthill	mravinjak	0.327	0.578	0.377
anthology	antologija	0.338	0.406	0.537
anthrax	antraks	0.188	0.730	0.500
anthropological	antropološki	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologija	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	protuavionski	0.330	0.622	0.629
antibiotic	antibiotik	0.510	0.373	0.658
antibiotics	antibiotici	0.448	0.406	0.557
antichrist	Antihrist	0.082	0.837	0.544
anticipate	predvidjeti	0.622	0.469	0.667
anticipation	predviđanje	0.698	0.539	0.711
anticipatory	preuranjen	0.653	0.551	0.682
antics	budalaštine	0.448	0.740	0.236
antidote	protuotrov	0.541	0.490	0.629
antifungal	antifungalna	0.408	0.412	0.441
antigravity	Anti gravitacija	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipatija	0.198	0.549	0.393
antiquarian	antikvar	0.500	0.233	0.426
antiquated	zastario	0.420	0.392	0.236
antique	antički	0.634	0.290	0.518
antiques	antikviteti	0.540	0.370	0.595
antiquity	antika	0.385	0.333	0.556
antiseptic	antiseptički	0.438	0.370	0.623
antisocial	nedruštven	0.146	0.686	0.391
antithesis	antiteza	0.396	0.412	0.536
antithetical	antitetičan	0.271	0.509	0.358
antiviral	antivirusni	0.459	0.470	0.549
antler	rog	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	čmar	0.347	0.644	0.350
anvil	nakovanj	0.380	0.510	0.604
anxiety	anksioznost	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	zabrinut	0.281	0.875	0.434
anxiousness	anksioznost	0.235	0.814	0.282
anytime	bilo kada	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortni	0.436	0.540	0.438
apace	brzo	0.536	0.500	0.536
apache	apaš	0.687	0.469	0.500
apartment	apartman	0.719	0.393	0.580
apartments	apartmani	0.704	0.337	0.443
apathetic	apatičan	0.188	0.292	0.333
apathy	apatija	0.184	0.212	0.204
ape	oponašati	0.548	0.389	0.336
aperture	otvor	0.612	0.450	0.667
apex	vrh	0.570	0.433	0.418
aphid	uš	0.388	0.473	0.407
aphrodisiac	afrodizijak	0.750	0.846	0.667
apiece	komad	0.439	0.259	0.383
aplomb	samopouzdanje	0.500	0.509	0.582
apocalypse	Apokalipsa	0.050	0.867	0.736
apocalyptic	apokaliptičan	0.173	0.880	0.750
apologetic	apologetski	0.479	0.461	0.571
apologist	apologeta	0.406	0.429	0.526
apologize	ispričavati	0.551	0.378	0.389
apology	izvinjenje	0.571	0.346	0.402
apostasy	otpadništvo	0.388	0.520	0.517
apostate	otpadnik	0.342	0.500	0.528
apostle	apostol	0.646	0.347	0.732
apostolic	apostolski	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	ljekarne	0.561	0.328	0.529
appalled	zaprepašten	0.194	0.792	0.562
appalling	užasan	0.160	0.827	0.415
apparatus	aparat	0.375	0.353	0.377
apparel	odjeća	0.698	0.435	0.453
apparent	vidljiv	0.473	0.383	0.398
apparently	očigledno	0.531	0.410	0.426
apparition	prikaza	0.406	0.573	0.636
appeal	apel	0.663	0.598	0.558
appear	pojaviti	0.735	0.506	0.567
appearance	izgled	0.669	0.490	0.534
appease	smiriti	0.633	0.278	0.434
appellant	apelant	0.327	0.588	0.568
append	dodati	0.573	0.464	0.453
appendage	privjesak	0.229	0.382	0.438
appendectomy	apendektomija	0.177	0.670	0.554
appendicitis	upala slijepog crijeva	0.031	0.640	0.347
appendix	dodatak	0.365	0.387	0.425
appetite	apetit	0.704	0.637	0.581
appetizer	predjelo	0.755	0.560	0.406
appetizing	ukusan	0.806	0.657	0.688
applaud	pljeskati	0.865	0.824	0.464
applause	pljesak	0.953	0.857	0.621
apple	jabuka	0.811	0.300	0.264
apple juice	sok od jabuke	0.765	0.204	0.294
applejack	jabukovača	0.604	0.431	0.473
applesauce	umak od jabuka	0.750	0.167	0.291
appliance	uređaj	0.582	0.453	0.538
appliances	uređaji	0.594	0.394	0.567
applicability	primjenjivost	0.677	0.490	0.741
applicable	primjenjivo	0.469	0.430	0.667
applicant	podnositelj zahtjeva	0.612	0.558	0.688
application	primjena	0.646	0.445	0.726
apply	primijeniti	0.612	0.321	0.667
appoint	imenovati	0.565	0.330	0.509
appointment	ugovoreni sastanak	0.688	0.594	0.547
appointments	imenovanja	0.745	0.677	0.625
apportion	odmjeriti	0.677	0.490	0.638
apportionment	raspodjela	0.552	0.481	0.453
appraisal	procjena	0.417	0.667	0.682
appraise	ocijeniti	0.677	0.490	0.696
appreciable	primjetan	0.873	0.491	0.778
appreciate	cijeniti	0.885	0.422	0.741
appreciated	poštovati	0.910	0.434	0.779
appreciates	cijeni	0.765	0.500	0.656
appreciation	zahvalnost	0.917	0.529	0.588
appreciative	zahvalan	0.857	0.380	0.654
apprehend	shvatiti	0.521	0.624	0.696
apprehension	bojazan	0.385	0.720	0.454
apprehensive	prestrašen	0.406	0.592	0.431
apprentice	učenik	0.615	0.413	0.452
apprenticeship	naukovanje	0.812	0.482	0.643
approach	pristup	0.612	0.392	0.610
approaching	približavanje	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprobacija	0.792	0.529	0.774
appropriate	prikladan	0.833	0.368	0.759
appropriation	prisvojenje	0.510	0.632	0.717
approval	odobrenje	0.854	0.460	0.889
approve	odobriti	0.875	0.548	0.741
approved	odobren	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	odobravajući	0.917	0.583	0.773
approximate	približan	0.551	0.560	0.520
approximately	približno	0.622	0.396	0.538
approximating	koji približno	0.583	0.615	0.471
approximation	aproksimacija	0.582	0.402	0.593
appurtenances	pripadnost	0.573	0.412	0.547
apricot	marelica	0.708	0.320	0.278
apron	pregača	0.582	0.208	0.245
apt	pogodan	0.582	0.418	0.382
aptitude	sposobnost	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamarin	0.729	0.306	0.413
aquarium	akvarijum	0.663	0.327	0.393
aquatic	vodeni	0.677	0.510	0.463
aqueduct	akvadukt	0.551	0.411	0.534
aqueous	vodeni	0.429	0.270	0.310
arable	obradiv	0.510	0.350	0.465
arbiter	arbitar	0.561	0.537	0.814
arbitrary	proizvoljan	0.281	0.702	0.686
arbitrate	suditi	0.470	0.620	0.682
arbitration	arbitraža	0.587	0.602	0.670
arbitrator	arbitar	0.385	0.448	0.795
arbor	sjenica	0.583	0.490	0.591
arc	luk	0.552	0.388	0.396
arcade	arkada	0.676	0.521	0.502
arcane	tajanstven	0.500	0.490	0.637
arch	luk	0.500	0.354	0.468
archaeological	arheološki	0.740	0.441	0.660
archaeologist	arheolog	0.552	0.451	0.706
archaeology	arheologija	0.596	0.358	0.691
archaic	arhaičan	0.271	0.327	0.332
archangel	arhanđeo	0.837	0.500	0.708
archbishop	arhiepiskop	0.622	0.280	0.776
archdiocese	nadbiskupija	0.400	0.321	0.704
archduke	nadvojvoda	0.458	0.413	0.634
arched	izbočen	0.582	0.403	0.398
archer	strijelac	0.573	0.622	0.661
archery	strijeljaštvo	0.594	0.604	0.589
archetype	arhetip	0.448	0.520	0.569
archipelago	arhipelag	0.745	0.370	0.592
architect	arhitekt	0.776	0.442	0.836
architectural	arhitektonski	0.729	0.390	0.670
architecture	arhitektura	0.820	0.390	0.694
archive	arhiva	0.438	0.294	0.527
arctic	Arktik	0.615	0.352	0.546
ardent	žarki	0.694	0.873	0.722
ardor	žar	0.500	0.780	0.538
arduous	naporan	0.344	0.783	0.605
area	područje	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	raspravljati	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentacija	0.479	0.549	0.760
argumentative	polemičan	0.450	0.531	0.679
arguments	argumenti	0.541	0.602	0.657
arid	suh	0.323	0.333	0.379
arise	ustati	0.750	0.582	0.725
aristocracy	plemstvo	0.688	0.549	0.842
aristocrat	aristokrata	0.583	0.413	0.811
aristocratic	aristokratski	0.449	0.519	0.676
arithmetic	aritmetika	0.453	0.460	0.634
ark	kovčeg	0.396	0.427	0.543
arm	ruka	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	naoružanje	0.198	0.764	0.810
armaments	naoružanje	0.192	0.839	0.830
armature	armatura	0.510	0.558	0.755
armchair	fotelja	0.646	0.164	0.339
armed	naoružan	0.188	0.750	0.808
armor	oklop	0.469	0.625	0.784
armored	oklopni	0.469	0.509	0.861
armory	skladište oružja	0.448	0.663	0.800
armpit	pazuho	0.283	0.439	0.250
arms	oružje	0.464	0.395	0.483
army	vojska	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapija	0.847	0.220	0.473
arousal	uzbuđenje	0.791	0.943	0.731
arouse	pobuditi	0.740	0.491	0.580
aroused	uzbudi	0.708	0.952	0.667
arraignment	optužba	0.406	0.837	0.534
arrange	urediti	0.740	0.490	0.571
arranged	raspoređeni	0.698	0.531	0.728
arrangement	uređenje	0.625	0.382	0.683
array	red	0.521	0.396	0.568
arrears	dugovi	0.286	0.485	0.302
arrest	uhapsiti	0.146	0.951	0.500
arrhythmia	aritmija	0.265	0.706	0.356
arrival	dolazak	0.678	0.510	0.474
arrive	stići	0.837	0.406	0.585
arrogance	arogancija	0.143	0.750	0.620
arrogant	arogantan	0.115	0.755	0.580
arrow	strijela	0.439	0.390	0.454
arsehole	šupkom	0.276	0.598	0.433
arseholes	šupci	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsen	0.281	0.472	0.447
arson	palež	0.133	0.904	0.567
arsonist	palikuća	0.348	0.840	0.500
art	umjetnost	0.812	0.360	0.603
arterial	arterijski	0.396	0.510	0.583
artery	arterija	0.396	0.580	0.537
artful	prepreden	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	Arthropod	0.344	0.464	0.434
artichoke	artičoka	0.583	0.218	0.287
article	članak	0.594	0.280	0.481
articles	članci	0.552	0.324	0.565
articulate	artikulirati	0.677	0.462	0.618
articulation	artikulacija	0.479	0.480	0.591
artifact	predmet za upotrebu	0.510	0.500	0.566
artifice	umjetnost	0.316	0.696	0.482
artificial	Umjetna	0.306	0.385	0.351
artillery	topništvo	0.350	0.912	0.794
artisan	obrtnik	0.781	0.330	0.411
artist	umjetnik	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	umjetnički	0.802	0.646	0.632
artistry	umješnost	0.823	0.346	0.769
artists	izvođači	0.796	0.667	0.741
artwork	ilustracije	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	što prije	0.571	0.500	0.552
asbestos	azbest	0.357	0.481	0.464
ascend	penjati se	0.830	0.620	0.812
ascendancy	nadmoć	0.724	0.625	0.700
ascendant	prevlast	0.656	0.673	0.821
ascending	uzlazni	0.826	0.644	0.777
ascension	Uznesenja	0.765	0.720	0.714
ascent	uspon	0.755	0.627	0.833
ascertain	utvrditi	0.560	0.530	0.625
ascertained	utvrditi	0.531	0.529	0.616
ascetic	asketski	0.438	0.375	0.472
ash	pepeo	0.260	0.210	0.207
ashamed	posramljen	0.156	0.588	0.228
ashes	pepeo	0.327	0.279	0.142
ashtray	pepeljara	0.406	0.382	0.265
asinine	glup	0.429	0.472	0.433
ask	pitati	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	zaspao	0.604	0.100	0.270
asp	trepetljika	0.438	0.489	0.375
asparagus	šparoga	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	aspekt	0.479	0.469	0.588
aspects	aspekti	0.439	0.480	0.565
aspen	jasika	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	zagušenje	0.198	0.704	0.311
asphyxiation	zagušenje	0.059	0.745	0.412
aspiration	aspiracija	0.704	0.724	0.675
aspire	težiti	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	slavoljubiv	0.844	0.582	0.604
ass	dupe	0.323	0.750	0.345
assail	salijetati	0.378	0.510	0.500
assailant	napadač	0.184	0.868	0.602
assassin	ubica	0.073	0.933	0.632
assassinate	ubiti	0.051	0.969	0.722
assassination	atentat	0.083	0.941	0.525
assault	napad	0.167	0.848	0.550
assay	test	0.633	0.559	0.594
assemblage	montaža	0.429	0.452	0.600
assemble	sastaviti	0.542	0.570	0.750
assembled	sklopljen	0.663	0.450	0.644
assembly	skupština	0.698	0.500	0.640
assemblyman	član skupštine	0.430	0.538	0.760
assent	pristanak	0.615	0.515	0.719
assert	tvrditi	0.750	0.619	0.809
asserting	Izjašnjavanje	0.694	0.531	0.736
assertion	tvrdnja	0.740	0.442	0.750
assertive	deklarativan	0.719	0.412	0.770
assess	procijeniti	0.698	0.500	0.623
assessment	procjena	0.750	0.623	0.658
assessor	procjenitelj	0.551	0.538	0.764
asset	imovina	0.797	0.765	0.788
assets	imovina	0.667	0.613	0.765
asshole	šupak	0.133	0.582	0.263
assign	dodijeliti	0.622	0.417	0.709
assignee	opunomoćenik	0.510	0.462	0.510
assignment	zadatak	0.483	0.398	0.745
assimilate	izjednačiti	0.559	0.391	0.683
assimilation	asimilacija	0.429	0.378	0.463
assist	pomoći	0.833	0.435	0.629
assistance	pomoć	0.656	0.519	0.633
assistant	asistent	0.625	0.390	0.536
associate	suradnik	0.812	0.409	0.625
association	asocijacija	0.745	0.500	0.817
assorted	sortiran	0.602	0.460	0.472
assortment	asortiman	0.694	0.360	0.526
assuage	ublažiti	0.745	0.255	0.500
assume	pretpostaviti	0.698	0.401	0.464
assumed	pretpostavljen	0.612	0.247	0.454
assuming	uz pretpostavku	0.740	0.390	0.526
assumption	pretpostavka	0.479	0.431	0.417
assurance	uvjerenje	0.675	0.442	0.704
assure	osigurati	0.910	0.460	0.839
assured	osiguran	0.878	0.327	0.754
assuredly	uvjerljivo	0.786	0.396	0.833
asterisk	zvjezdica	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroidi	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatičar	0.229	0.706	0.294
astigmatism	astigmatizam	0.214	0.490	0.429
astonish	začuditi	0.786	0.845	0.658
astonished	začuđen	0.510	0.775	0.574
astonishing	začuđujući	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	zaprepašćenje	0.680	0.718	0.519
astound	zapanjiti	0.729	0.675	0.474
astral	astralni	0.604	0.417	0.567
astray	pogrešnim putem	0.098	0.676	0.308
astringent	sredstvo za zatvaranje	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologija	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomski	0.600	0.632	0.726
astronomy	astronomija	0.613	0.474	0.722
astute	lukav	0.776	0.658	0.827
asunder	nadvoje	0.208	0.442	0.259
asylum	azil	0.407	0.330	0.445
asymmetric	asimetričan	0.580	0.343	0.465
asymmetry	asimetrija	0.476	0.373	0.527
asymptotic	asimptotičan	0.479	0.451	0.472
atelier	atelje	0.490	0.330	0.705
atheism	ateizam	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateistički	0.373	0.481	0.466
atherosclerosis	ateroskleroza	0.250	0.480	0.343
athlete	atletičar	0.781	0.718	0.686
athletic	atletski	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	atletika	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfera	0.604	0.300	0.560
atmospheric	atmosferski	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomski	0.327	0.817	0.713
atone	iskupiti	0.418	0.673	0.411
atonement	ispaštanje	0.550	0.602	0.683
atpeace	u miru	0.724	0.298	0.519
atrium	atrij	0.469	0.365	0.473
atrocious	zločest	0.073	0.811	0.445
atrocity	grozota	0.115	0.844	0.593
atrophy	atrofija	0.177	0.540	0.208
attach	pričvrstiti	0.520	0.363	0.559
attached	privržen	0.562	0.350	0.439
attachment	vezanost	0.570	0.343	0.500
attack	napad	0.286	0.948	0.670
attacker	napadač	0.185	0.962	0.629
attacking	napadaju	0.276	0.837	0.642
attain	dostići	0.806	0.510	0.719
attainable	ostvarljiv	0.760	0.500	0.759
attainment	postignuće	0.830	0.520	0.940
attempt	pokušaj	0.625	0.491	0.431
attempted	pokušaj	0.594	0.580	0.567
attend	prisustvovati	0.650	0.420	0.625
attendance	pohađanje	0.812	0.500	0.592
attendant	čuvar	0.580	0.365	0.519
attention	pažnja	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	pažljiv	0.812	0.520	0.724
attenuate	razrijediti	0.408	0.302	0.429
attenuated	atenuirani	0.449	0.280	0.298
attenuation	slabljenje	0.458	0.363	0.464
attest	posvjedočiti	0.439	0.710	0.685
attestation	ovjeravanje	0.234	0.635	0.500
attic	potkrovlje	0.521	0.259	0.377
attire	ruho	0.742	0.388	0.483
attitude	stav	0.760	0.644	0.861
attorney	pravnik	0.600	0.594	0.754
attract	privući	0.796	0.663	0.769
attraction	privlačnost	0.906	0.774	0.712
attractive	atraktivan	0.906	0.630	0.769
attractiveness	atraktivnost	0.938	0.667	0.755
attributable	pripisivati	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	pripisivanje	0.646	0.467	0.658
attrition	trenje	0.229	0.540	0.259
auburn	crvenkastosmeđ	0.510	0.240	0.411
auction	aukcija	0.594	0.702	0.519
auctioneer	voditelj aukcije	0.542	0.732	0.716
audacious	smion	0.740	0.875	0.825
audacity	smjelost	0.760	0.755	0.916
audible	čujan	0.673	0.370	0.462
audience	publika	0.698	0.610	0.613
audio	zvučni	0.709	0.425	0.370
audit	revizija	0.375	0.562	0.735
audition	audicija	0.750	0.685	0.615
auditions	audicija	0.740	0.765	0.596
auditor	revizor	0.582	0.571	0.726
auditorium	gledalište	0.529	0.490	0.538
auditory	gledaoci	0.531	0.481	0.570
aught	išta	0.418	0.135	0.217
augment	povećati	0.650	0.683	0.645
augmentation	povećanje	0.714	0.613	0.850
august	kolovoz	0.652	0.292	0.462
aunt	tetka	0.667	0.291	0.420
auntie	tetkica	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	zora	0.817	0.306	0.537
auspices	pokroviteljstvom	0.542	0.500	0.634
auspicious	povoljan	0.562	0.635	0.669
austere	strog	0.500	0.390	0.422
austerity	strogost	0.438	0.406	0.534
authentic	autentičan	0.885	0.510	0.782
authenticate	potvrditi	0.833	0.480	0.789
authentication	ovjera	0.724	0.491	0.750
authenticity	autentičnost	0.670	0.548	0.845
author	Autor	0.775	0.343	0.749
authoritative	autoritativan	0.636	0.520	0.890
authority	vlast	0.592	0.592	0.934
authorization	autorizacija	0.521	0.567	0.817
authorize	odobriti	0.772	0.596	0.821
authorized	odobren	0.760	0.458	0.815
authorship	autorstvo	0.667	0.635	0.773
autism	autizam	0.235	0.500	0.447
autistic	autističan	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiografski	0.909	0.462	0.582
autobiography	autobiografija	0.735	0.284	0.629
autocorrect	SamoIspravak	0.551	0.439	0.616
autocratic	autokratski	0.542	0.577	0.727
autograph	autogram	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	automatizirana	0.578	0.402	0.632
automatic	automatski	0.562	0.433	0.664
automobile	automobil	0.753	0.625	0.534
automotive	automobilski	0.656	0.520	0.577
autonomy	autonomija	0.781	0.349	0.891
autopilot	automatski pilot	0.594	0.462	0.632
autopsy	obdukcija	0.252	0.650	0.538
