Word	Korean-ko	Valence	Arousal	Dominance
angel	천사	0.906	0.158	0.704
angelic	천사의	0.927	0.298	0.668
anger	분노	0.167	0.865	0.657
angered	분노한	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	협심증	0.230	0.630	0.464
angiogram	혈관 조영술	0.347	0.520	0.465
angiography	혈관 조영술	0.378	0.536	0.520
angle	각도	0.541	0.330	0.455
angling	낚시	0.625	0.408	0.500
angora	앙고라	0.529	0.425	0.405
angriest	애국자	0.094	0.892	0.430
angry	성난	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	불안	0.167	0.888	0.333
anguish	격통	0.153	0.792	0.265
anguished	괴로워하는	0.135	0.720	0.307
angular	모난	0.449	0.281	0.444
anhydrous	무수의	0.456	0.365	0.355
animal	동물	0.521	0.510	0.513
animate	생명 있는	0.827	0.755	0.635
animated	생기 있는	0.823	0.676	0.538
animation	생기	0.888	0.750	0.549
animosity	악의	0.510	0.724	0.545
animus	적의	0.698	0.676	0.466
ankle	발목	0.500	0.274	0.234
anklet	여자 구두	0.410	0.276	0.302
annals	연대기	0.427	0.610	0.424
annex	신관	0.594	0.350	0.458
annexation	부가	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	억누르다	0.115	0.918	0.681
annihilated	멸종 된	0.080	0.760	0.324
annihilation	전멸	0.041	0.800	0.591
anniversary	기념일	0.880	0.770	0.723
annotate	주석 달기	0.592	0.469	0.441
annotation	주석	0.604	0.470	0.619
announce	알리다	0.694	0.618	0.611
announcement	발표	0.729	0.491	0.482
announcer	아나운서	0.602	0.570	0.732
annoy	괴롭히다	0.094	0.765	0.286
annoyance	성가심	0.167	0.718	0.342
annoyed	괴로운	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	성가신	0.082	0.853	0.348
annoys	귀찮게하다	0.146	0.778	0.435
annual	일년생 식물	0.552	0.236	0.500
annuity	연금	0.521	0.304	0.527
annul	무효화하다	0.250	0.448	0.364
annular	환상의	0.310	0.385	0.412
annulment	무효 선언	0.153	0.375	0.447
annulus	고리	0.458	0.380	0.376
anointed	기름 부음받은	0.500	0.368	0.579
anointing	기름 부음	0.653	0.350	0.547
anomalous	변칙적 인	0.281	0.480	0.423
anomaly	변칙	0.188	0.538	0.404
anon	곧	0.479	0.354	0.298
anonymity	익명	0.469	0.255	0.430
anonymous	익명의	0.396	0.291	0.431
anorexic	식욕 부진	0.160	0.618	0.245
answer	대답	0.537	0.373	0.661
answerable	답할 수 있는	0.708	0.481	0.750
answering	응답	0.684	0.500	0.607
ant	개미	0.448	0.216	0.216
antagonism	반대	0.224	0.618	0.524
antagonist	길항근	0.240	0.615	0.700
antagonistic	적대적인	0.296	0.604	0.565
antagonize	적대시하다	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	전례	0.427	0.551	0.566
antelope	영양	0.542	0.510	0.500
antenna	안테나	0.521	0.327	0.358
anterior	전의	0.510	0.245	0.362
anthem	축가	0.780	0.343	0.729
anthill	개밋둑	0.327	0.578	0.377
anthology	시집	0.338	0.406	0.537
anthrax	탄저병	0.188	0.730	0.500
anthropological	인류학의	0.367	0.390	0.490
anthropologist	인류 학자	0.551	0.385	0.725
anthropology	인류학	0.490	0.367	0.582
anti	반대의	0.365	0.412	0.384
antiaircraft	대공	0.330	0.622	0.629
antibiotic	항생 물질	0.510	0.373	0.658
antibiotics	항생제	0.448	0.406	0.557
antichrist	적 그리스도	0.082	0.837	0.544
anticipate	앞질러 하다	0.622	0.469	0.667
anticipation	예기	0.698	0.539	0.711
anticipatory	예상하는	0.653	0.551	0.682
antics	장난	0.448	0.740	0.236
antidote	해독제	0.541	0.490	0.629
antifungal	항진균 성의	0.408	0.412	0.441
antigravity	반 중력	0.430	0.714	0.658
antimony	안티몬	0.378	0.398	0.490
antipathy	반감	0.198	0.549	0.393
antiquarian	골동품 수집가	0.500	0.233	0.426
antiquated	구식의	0.420	0.392	0.236
antique	고대 미술	0.634	0.290	0.518
antiques	고물	0.540	0.370	0.595
antiquity	유물	0.385	0.333	0.556
antiseptic	방부제	0.438	0.370	0.623
antisocial	반사회적인	0.146	0.686	0.391
antithesis	대조법	0.396	0.412	0.536
antithetical	대법원의	0.271	0.509	0.358
antiviral	항 바이러스제	0.459	0.470	0.549
antler	용	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	항문	0.347	0.644	0.350
anvil	모루	0.380	0.510	0.604
anxiety	걱정	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	불안한	0.281	0.875	0.434
anxiousness	초조	0.235	0.814	0.282
anytime	언제든지	0.625	0.461	0.436
aorta	대동맥	0.448	0.510	0.542
aortic	대동맥	0.436	0.540	0.438
apace	빨리	0.536	0.500	0.536
apache	아파치	0.687	0.469	0.500
apartment	아파트	0.719	0.393	0.580
apartments	아파트	0.704	0.337	0.443
apathetic	냉담한	0.188	0.292	0.333
apathy	냉담	0.184	0.212	0.204
ape	원숭이	0.548	0.389	0.336
aperture	구멍	0.612	0.450	0.667
apex	꼭대기	0.570	0.433	0.418
aphid	진딧물	0.388	0.473	0.407
aphrodisiac	최음 제지	0.750	0.846	0.667
apiece	한 조각	0.439	0.259	0.383
aplomb	수직	0.500	0.509	0.582
apocalypse	묵시	0.050	0.867	0.736
apocalyptic	묵시적인	0.173	0.880	0.750
apologetic	사과하는	0.479	0.461	0.571
apologist	사과 학자	0.406	0.429	0.526
apologize	사과하다	0.551	0.378	0.389
apology	사과	0.571	0.346	0.402
apostasy	배교	0.388	0.520	0.517
apostate	배도하다	0.342	0.500	0.528
apostle	사도	0.646	0.347	0.732
apostolic	사도의	0.592	0.300	0.717
apostrophe	아포스트로피	0.469	0.368	0.537
apothecary	약종상	0.561	0.328	0.529
appalled	소름이 끼치는	0.194	0.792	0.562
appalling	질리는	0.160	0.827	0.415
apparatus	기구	0.375	0.353	0.377
apparel	의복	0.698	0.435	0.453
apparent	명백한	0.473	0.383	0.398
apparently	분명히	0.531	0.410	0.426
apparition	환영	0.406	0.573	0.636
appeal	항소	0.663	0.598	0.558
appear	나타나다	0.735	0.506	0.567
appearance	외관	0.669	0.490	0.534
appease	달래다	0.633	0.278	0.434
appellant	상고 인	0.327	0.588	0.568
append	추가하다	0.573	0.464	0.453
appendage	부속 기관	0.229	0.382	0.438
appendectomy	충수 절제	0.177	0.670	0.554
appendicitis	충수염	0.031	0.640	0.347
appendix	충수	0.365	0.387	0.425
appetite	식욕	0.704	0.637	0.581
appetizer	간식	0.755	0.560	0.406
appetizing	식욕을 돋우는	0.806	0.657	0.688
applaud	박수 갈채하는	0.865	0.824	0.464
applause	박수 갈채	0.953	0.857	0.621
apple	사과	0.811	0.300	0.264
apple juice	사과 주스	0.765	0.204	0.294
applejack	사과 브랜디	0.604	0.431	0.473
applesauce	사과 소스	0.750	0.167	0.291
appliance	기구	0.582	0.453	0.538
appliances	가전 ​​제품	0.594	0.394	0.567
applicability	적용 가능성	0.677	0.490	0.741
applicable	응용할 수 있는	0.469	0.430	0.667
applicant	응모자	0.612	0.558	0.688
application	신청	0.646	0.445	0.726
apply	대다	0.612	0.321	0.667
appoint	정하다	0.565	0.330	0.509
appointment	약속	0.688	0.594	0.547
appointments	설비	0.745	0.677	0.625
apportion	배분	0.677	0.490	0.638
apportionment	배분	0.552	0.481	0.453
appraisal	값 매김	0.417	0.667	0.682
appraise	감정	0.677	0.490	0.696
appreciable	상당한	0.873	0.491	0.778
appreciate	고맙다	0.885	0.422	0.741
appreciated	고맙다	0.910	0.434	0.779
appreciates	고맙다	0.765	0.500	0.656
appreciation	감사	0.917	0.529	0.588
appreciative	감사하는	0.857	0.380	0.654
apprehend	깨닫다	0.521	0.624	0.696
apprehension	우려	0.385	0.720	0.454
apprehensive	걱정스러운	0.406	0.592	0.431
apprentice	도제	0.615	0.413	0.452
apprenticeship	도제	0.812	0.482	0.643
approach	접근	0.612	0.392	0.610
approaching	접근하는	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	허가	0.792	0.529	0.774
appropriate	적당한	0.833	0.368	0.759
appropriation	인가	0.510	0.632	0.717
approval	승인	0.854	0.460	0.889
approve	승인하다	0.875	0.548	0.741
approved	승인 된	0.833	0.349	0.698
approvement	승인	0.880	0.625	0.780
approving	승인하는	0.917	0.583	0.773
approximate	근접한	0.551	0.560	0.520
approximately	대략	0.622	0.396	0.538
approximating	근사치	0.583	0.615	0.471
approximation	근사	0.582	0.402	0.593
appurtenances	부속물	0.573	0.412	0.547
apricot	살구	0.708	0.320	0.278
apron	앞치마	0.582	0.208	0.245
apt	적절한	0.582	0.418	0.382
aptitude	적성	0.750	0.471	0.746
aqua	아쿠아	0.656	0.292	0.359
aquamarine	남옥	0.729	0.306	0.413
aquarium	수족관	0.663	0.327	0.393
aquatic	물의	0.677	0.510	0.463
aqueduct	수로	0.551	0.411	0.534
aqueous	물의	0.429	0.270	0.310
arable	경작 할 수있는	0.510	0.350	0.465
arbiter	중재인	0.561	0.537	0.814
arbitrary	임의의	0.281	0.702	0.686
arbitrate	중재하다	0.470	0.620	0.682
arbitration	중재	0.587	0.602	0.670
arbitrator	중재인	0.385	0.448	0.795
arbor	정자	0.583	0.490	0.591
arc	호	0.552	0.388	0.396
arcade	아케이드	0.676	0.521	0.502
arcane	비밀의	0.500	0.490	0.637
arch	아치	0.500	0.354	0.468
archaeological	고고학의	0.740	0.441	0.660
archaeologist	고고학자	0.552	0.451	0.706
archaeology	고고학	0.596	0.358	0.691
archaic	고풍의	0.271	0.327	0.332
archangel	대천사	0.837	0.500	0.708
archbishop	대주교	0.622	0.280	0.776
archdiocese	대교구	0.400	0.321	0.704
archduke	대공	0.458	0.413	0.634
arched	아치형의	0.582	0.403	0.398
archer	궁수	0.573	0.622	0.661
archery	양궁	0.594	0.604	0.589
archetype	원형	0.448	0.520	0.569
archipelago	열도	0.745	0.370	0.592
architect	건축가	0.776	0.442	0.836
architectural	건축의	0.729	0.390	0.670
architecture	건축물	0.820	0.390	0.694
archive	아카이브	0.438	0.294	0.527
arctic	북극의	0.615	0.352	0.546
ardent	불타는	0.694	0.873	0.722
ardor	열정	0.500	0.780	0.538
arduous	어려운	0.344	0.783	0.605
area	지역	0.490	0.306	0.464
arena	투기장	0.510	0.235	0.404
areola	그물코 틈	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	아아	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	논하다	0.093	0.798	0.525
argument	논의	0.510	0.464	0.698
argumentation	입론	0.479	0.549	0.760
argumentative	논증의	0.450	0.531	0.679
arguments	인수들	0.541	0.602	0.657
arid	건조한	0.323	0.333	0.379
arise	생기다	0.750	0.582	0.725
aristocracy	귀족	0.688	0.549	0.842
aristocrat	귀족	0.583	0.413	0.811
aristocratic	귀족의	0.449	0.519	0.676
arithmetic	산수	0.453	0.460	0.634
ark	방주	0.396	0.427	0.543
arm	팔	0.552	0.285	0.469
armada	함대	0.408	0.740	0.868
armament	군비	0.198	0.764	0.810
armaments	군비	0.192	0.839	0.830
armature	전기자	0.510	0.558	0.755
armchair	안락 의자	0.646	0.164	0.339
armed	무장 한	0.188	0.750	0.808
armor	갑옷	0.469	0.625	0.784
armored	기갑 된	0.469	0.509	0.861
armory	병기고	0.448	0.663	0.800
armpit	겨드랑이	0.283	0.439	0.250
arms	무기	0.464	0.395	0.483
army	육군	0.417	0.759	0.902
aroma	방향	0.823	0.235	0.442
aromatherapy	아로마 테라피	0.847	0.220	0.473
arousal	각성	0.791	0.943	0.731
arouse	깨우다	0.740	0.491	0.580
aroused	흥분한	0.708	0.952	0.667
arraignment	죄상 인부	0.406	0.837	0.534
arrange	붙이다	0.740	0.490	0.571
arranged	배열 된	0.698	0.531	0.728
arrangement	배열	0.625	0.382	0.683
array	정렬	0.521	0.396	0.568
arrears	미불	0.286	0.485	0.302
arrest	체포	0.146	0.951	0.500
arrhythmia	부정맥	0.265	0.706	0.356
arrival	도착	0.678	0.510	0.474
arrive	태어나다	0.837	0.406	0.585
arrogance	거만	0.143	0.750	0.620
arrogant	거만한	0.115	0.755	0.580
arrow	화살	0.439	0.390	0.454
arsehole	아치 홀	0.276	0.598	0.433
arseholes	아치 홀	0.188	0.545	0.351
arsenal	병기고	0.365	0.741	0.752
arsenic	비소	0.281	0.472	0.447
arson	방화	0.133	0.904	0.567
arsonist	방화범	0.348	0.840	0.500
art	미술	0.812	0.360	0.603
arterial	동맥	0.396	0.510	0.583
artery	동맥	0.396	0.580	0.537
artful	교활한	0.771	0.608	0.778
arthritis	관절염	0.110	0.518	0.345
arthropod	절지 동물	0.344	0.464	0.434
artichoke	아티 초크	0.583	0.218	0.287
article	조	0.594	0.280	0.481
articles	조항	0.552	0.324	0.565
articulate	명확히하다	0.677	0.462	0.618
articulation	관절	0.479	0.480	0.591
artifact	인공물	0.510	0.500	0.566
artifice	기교	0.316	0.696	0.482
artificial	인공의	0.306	0.385	0.351
artillery	포	0.350	0.912	0.794
artisan	장인	0.781	0.330	0.411
artist	예술가	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	예술적	0.802	0.646	0.632
artistry	예술적 기교	0.823	0.346	0.769
artists	예술가들	0.796	0.667	0.741
artwork	삽화	0.896	0.368	0.679
arty	아티	0.490	0.422	0.388
asap	가능한 빨리	0.571	0.500	0.552
asbestos	석면	0.357	0.481	0.464
ascend	오르다	0.830	0.620	0.812
ascendancy	우세	0.724	0.625	0.700
ascendant	상승	0.656	0.673	0.821
ascending	오름차순	0.826	0.644	0.777
ascension	승천	0.765	0.720	0.714
ascent	오르막	0.755	0.627	0.833
ascertain	명백히 하다	0.560	0.530	0.625
ascertained	확인 된	0.531	0.529	0.616
ascetic	고행자	0.438	0.375	0.472
ash	금연 건강 증진 협회	0.260	0.210	0.207
ashamed	부끄러워	0.156	0.588	0.228
ashes	재	0.327	0.279	0.142
ashtray	재떨이	0.406	0.382	0.265
asinine	나귀 같은	0.429	0.472	0.433
ask	청하다	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	죽어	0.604	0.100	0.270
asp	ASP	0.438	0.489	0.375
asparagus	아스파라거스	0.469	0.317	0.264
aspartame	아스파탐	0.469	0.480	0.322
aspect	양상	0.479	0.469	0.588
aspects	상들	0.439	0.480	0.565
aspen	아스펜	0.479	0.280	0.395
asphalt	아스팔트	0.479	0.264	0.439
asphyxia	기절	0.198	0.704	0.311
asphyxiation	질식	0.059	0.745	0.412
aspiration	포부	0.704	0.724	0.675
aspire	열망하는	0.812	0.469	0.722
aspirin	아스피린	0.479	0.271	0.422
aspiring	열망하는	0.844	0.582	0.604
ass	나귀	0.323	0.750	0.345
assail	공격하다	0.378	0.510	0.500
assailant	공격자	0.184	0.868	0.602
assassin	암살자	0.073	0.933	0.632
assassinate	암살하다	0.051	0.969	0.722
assassination	암살	0.083	0.941	0.525
assault	폭행	0.167	0.848	0.550
assay	시험	0.633	0.559	0.594
assemblage	조립	0.429	0.452	0.600
assemble	모으다	0.542	0.570	0.750
assembled	조립 된	0.663	0.450	0.644
assembly	어셈블리	0.698	0.500	0.640
assemblyman	의원	0.430	0.538	0.760
assent	동의	0.615	0.515	0.719
assert	단언하다	0.750	0.619	0.809
asserting	주장하는	0.694	0.531	0.736
assertion	역설	0.740	0.442	0.750
assertive	독단적 인	0.719	0.412	0.770
assess	평가하다	0.698	0.500	0.623
assessment	평가	0.750	0.623	0.658
assessor	배석 판사	0.551	0.538	0.764
asset	유산	0.797	0.765	0.788
assets	자산	0.667	0.613	0.765
asshole	항문	0.133	0.582	0.263
assign	양수인	0.622	0.417	0.709
assignee	양수인	0.510	0.462	0.510
assignment	할당	0.483	0.398	0.745
assimilate	동화하다	0.559	0.391	0.683
assimilation	동화	0.429	0.378	0.463
assist	돕다	0.833	0.435	0.629
assistance	보조	0.656	0.519	0.633
assistant	조수	0.625	0.390	0.536
associate	동무	0.812	0.409	0.625
association	협회	0.745	0.500	0.817
assorted	어울리는	0.602	0.460	0.472
assortment	구분	0.694	0.360	0.526
assuage	견디다	0.745	0.255	0.500
assume	취하다	0.698	0.401	0.464
assumed	꾸민	0.612	0.247	0.454
assuming	가정	0.740	0.390	0.526
assumption	인수	0.479	0.431	0.417
assurance	보증	0.675	0.442	0.704
assure	보증하다	0.910	0.460	0.839
assured	자신 있는	0.878	0.327	0.754
assuredly	확실히	0.786	0.396	0.833
asterisk	별표	0.541	0.288	0.273
asteroid	소행성	0.430	0.721	0.623
asteroids	소행성	0.361	0.694	0.712
asthma	천식	0.198	0.549	0.227
asthmatic	천식	0.229	0.706	0.294
astigmatism	난시	0.214	0.490	0.429
astonish	놀라게 하다	0.786	0.845	0.658
astonished	놀란	0.510	0.775	0.574
astonishing	놀라운	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	놀람	0.680	0.718	0.519
astound	놀라게 하다	0.729	0.675	0.474
astral	아스트랄	0.604	0.417	0.567
astray	타락한	0.098	0.676	0.308
astringent	수렴성	0.316	0.500	0.474
astrologer	점성가	0.594	0.519	0.673
astrology	점성학	0.635	0.340	0.500
astronaut	우주 비행사	0.792	0.601	0.761
astronomer	천문학 자	0.750	0.509	0.735
astronomical	천문학의	0.600	0.632	0.726
astronomy	천문학	0.613	0.474	0.722
astute	기민한	0.776	0.658	0.827
asunder	떨어져	0.208	0.442	0.259
asylum	보호 시설	0.407	0.330	0.445
asymmetric	비대칭 인	0.580	0.343	0.465
asymmetry	어울리지 않음	0.476	0.373	0.527
asymptotic	점근선의	0.479	0.451	0.472
atelier	아틀리에	0.490	0.330	0.705
atheism	무신론	0.276	0.460	0.481
atheist	무신론자	0.225	0.447	0.377
atheistic	무신론자	0.373	0.481	0.466
atherosclerosis	죽상 경화증	0.250	0.480	0.343
athlete	육상 경기 선수	0.781	0.718	0.686
athletic	운동	0.857	0.798	0.708
athleticism	운동 능력	0.750	0.863	0.778
athletics	체육 실기	0.831	0.691	0.740
atlas	아틀라스	0.531	0.306	0.554
atmosphere	분위기	0.604	0.300	0.560
atmospheric	대기의	0.531	0.420	0.594
atoll	환초	0.480	0.408	0.472
atom	원자	0.510	0.500	0.433
atomic	원자	0.327	0.817	0.713
atone	속죄하다	0.418	0.673	0.411
atonement	보상	0.550	0.602	0.683
atpeace	평화	0.724	0.298	0.519
atrium	아트리움	0.469	0.365	0.473
atrocious	극악한	0.073	0.811	0.445
atrocity	포악	0.115	0.844	0.593
atrophy	위축	0.177	0.540	0.208
attach	붙이다	0.520	0.363	0.559
attached	붙여진	0.562	0.350	0.439
attachment	부착	0.570	0.343	0.500
attack	공격	0.286	0.948	0.670
attacker	공격자	0.185	0.962	0.629
attacking	공격의	0.276	0.837	0.642
attain	달성하다	0.806	0.510	0.719
attainable	이를 수 있는	0.760	0.500	0.759
attainment	달성	0.830	0.520	0.940
attempt	시도	0.625	0.491	0.431
attempted	시도하다	0.594	0.580	0.567
attend	참석하다	0.650	0.420	0.625
attendance	출석	0.812	0.500	0.592
attendant	참석자	0.580	0.365	0.519
attention	주의	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	친절한	0.812	0.520	0.724
attenuate	가늘게 하다	0.408	0.302	0.429
attenuated	약화 된	0.449	0.280	0.298
attenuation	감쇠	0.458	0.363	0.464
attest	증언하다	0.439	0.710	0.685
attestation	증명	0.234	0.635	0.500
attic	애틱	0.521	0.259	0.377
attire	옷차림	0.742	0.388	0.483
attitude	태도	0.760	0.644	0.861
attorney	변호사	0.600	0.594	0.754
attract	끌다	0.796	0.663	0.769
attraction	끌어 당김	0.906	0.774	0.712
attractive	매력적인	0.906	0.630	0.769
attractiveness	매력	0.938	0.667	0.755
attributable	귀속 가능한	0.704	0.430	0.527
attribute	속성	0.781	0.439	0.795
attribution	속성	0.646	0.467	0.658
attrition	마찰	0.229	0.540	0.259
auburn	고동색	0.510	0.240	0.411
auction	경매	0.594	0.702	0.519
auctioneer	경매인	0.542	0.732	0.716
audacious	대담한	0.740	0.875	0.825
audacity	대담	0.760	0.755	0.916
audible	들리는	0.673	0.370	0.462
audience	청중	0.698	0.610	0.613
audio	오디오	0.709	0.425	0.370
audit	심사	0.375	0.562	0.735
audition	오디션	0.750	0.685	0.615
auditions	오디션	0.740	0.765	0.596
auditor	감사	0.582	0.571	0.726
auditorium	강당	0.529	0.490	0.538
auditory	귀의	0.531	0.481	0.570
aught	어떤 일	0.418	0.135	0.217
augment	증강제	0.650	0.683	0.645
augmentation	증가	0.714	0.613	0.850
august	팔월	0.652	0.292	0.462
aunt	이모	0.667	0.291	0.420
auntie	아줌마	0.643	0.275	0.447
aura	영기	0.760	0.333	0.500
aurora	오로라	0.817	0.306	0.537
auspices	원조	0.542	0.500	0.634
auspicious	길조	0.562	0.635	0.669
austere	남풍	0.500	0.390	0.422
austerity	내핍 생활	0.438	0.406	0.534
authentic	진정한	0.885	0.510	0.782
authenticate	인증하다	0.833	0.480	0.789
authentication	입증	0.724	0.491	0.750
authenticity	확실성	0.670	0.548	0.845
author	저자	0.775	0.343	0.749
authoritative	권위 있는	0.636	0.520	0.890
authority	권위	0.592	0.592	0.934
authorization	권한 부여	0.521	0.567	0.817
authorize	권한을 부여하다	0.772	0.596	0.821
authorized	인정 받은	0.760	0.458	0.815
authorship	원작자	0.667	0.635	0.773
autism	자폐성	0.235	0.500	0.447
autistic	자폐증의	0.367	0.337	0.404
auto	자동	0.571	0.569	0.500
autobiographical	자서전적인	0.909	0.462	0.582
autobiography	자서전	0.735	0.284	0.629
autocorrect	자동 고침	0.551	0.439	0.616
autocratic	독재적인	0.542	0.577	0.727
autograph	자필	0.735	0.565	0.473
autographed	사인을 한	0.781	0.620	0.625
