Word	Esperanto-eo	Valence	Arousal	Dominance
ancestry	ascendencia	0.708	0.519	0.717
anchor	ankron	0.520	0.284	0.564
anchorage	ankrumado	0.500	0.325	0.639
ancient	malnova	0.420	0.217	0.439
ancillary	helpa	0.449	0.442	0.278
androgen	androgeno	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdoto	0.583	0.529	0.500
anemia	anemio	0.188	0.327	0.310
anemic	anemia	0.167	0.279	0.155
anemone	anemono	0.552	0.538	0.327
anesthesia	anestezo	0.365	0.216	0.394
anesthesiologist	anestesiologo	0.419	0.224	0.526
anesthetic	anestezo	0.350	0.264	0.482
aneurysm	aneurismo	0.115	0.690	0.536
anew	denove	0.771	0.358	0.385
angel	anĝelo	0.906	0.158	0.704
angelic	angelicaj	0.927	0.298	0.668
anger	kolero	0.167	0.865	0.657
angered	kolerigita	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angino	0.230	0.630	0.464
angiogram	angiogramo	0.347	0.520	0.465
angiography	angiografio	0.378	0.536	0.520
angle	angulo	0.541	0.330	0.455
angling	angulado	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	pli koleraj	0.094	0.892	0.430
angry	kolera	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angesto	0.167	0.888	0.333
anguish	angoro	0.153	0.792	0.265
anguished	angorita	0.135	0.720	0.307
angular	angula	0.449	0.281	0.444
anhydrous	anhidra	0.456	0.365	0.355
animal	besto	0.521	0.510	0.513
animate	animu	0.827	0.755	0.635
animated	vigla	0.823	0.676	0.538
animation	kuraĝigo	0.888	0.750	0.549
animosity	kuraĝeco	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	maleolo	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	anales	0.427	0.610	0.424
annex	aneksaĵo	0.594	0.350	0.458
annexation	aneksado	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	neniigi	0.115	0.918	0.681
annihilated	neniigita	0.080	0.760	0.324
annihilation	neniigo	0.041	0.800	0.591
anniversary	datreveno	0.880	0.770	0.723
annotate	noti	0.592	0.469	0.441
annotation	komentario	0.604	0.470	0.619
announce	anonci	0.694	0.618	0.611
announcement	anonco	0.729	0.491	0.482
announcer	anoncisto	0.602	0.570	0.732
annoy	ĝenu	0.094	0.765	0.286
annoyance	ĝenado	0.167	0.718	0.342
annoyed	ĝenita	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ĝena	0.082	0.853	0.348
annoys	bedaŭras	0.146	0.778	0.435
annual	jara	0.552	0.236	0.500
annuity	ĉiujareco	0.521	0.304	0.527
annul	nuligi	0.250	0.448	0.364
annular	nuligi	0.310	0.385	0.412
annulment	nuligo	0.153	0.375	0.447
annulus	Annulus	0.458	0.380	0.376
anointed	sanktoleita	0.500	0.368	0.579
anointing	unuiĝo	0.653	0.350	0.547
anomalous	anomala	0.281	0.480	0.423
anomaly	anomalio	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimeco	0.469	0.255	0.430
anonymous	anonima	0.396	0.291	0.431
anorexic	anoreksika	0.160	0.618	0.245
answer	respondo	0.537	0.373	0.661
answerable	respondemaj	0.708	0.481	0.750
answering	respondante	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonismo	0.224	0.618	0.524
antagonist	antagonisto	0.240	0.615	0.700
antagonistic	antagonismaj	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	precedenco	0.427	0.551	0.566
antelope	antilopo	0.542	0.510	0.500
antenna	anteno	0.521	0.327	0.358
anterior	antaŭa	0.510	0.245	0.362
anthem	himno	0.780	0.343	0.729
anthill	anthilo	0.327	0.578	0.377
anthology	antologio	0.338	0.406	0.537
anthrax	antrakso	0.188	0.730	0.500
anthropological	antropologia	0.367	0.390	0.490
anthropologist	antropologo	0.551	0.385	0.725
anthropology	antropologio	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	kontraŭaviadaj	0.330	0.622	0.629
antibiotic	antibiótico	0.510	0.373	0.658
antibiotics	antibióticos	0.448	0.406	0.557
antichrist	antikristo	0.082	0.837	0.544
anticipate	anticipu	0.622	0.469	0.667
anticipation	antaŭvido	0.698	0.539	0.711
anticipatory	anticipa	0.653	0.551	0.682
antics	antikoj	0.448	0.740	0.236
antidote	kontraŭveneno	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravidad	0.430	0.714	0.658
antimony	antimonio	0.378	0.398	0.490
antipathy	antipatio	0.198	0.549	0.393
antiquarian	antikva tempo	0.500	0.233	0.426
antiquated	antikva	0.420	0.392	0.236
antique	antikva tempo	0.634	0.290	0.518
antiques	antikva tempoj	0.540	0.370	0.595
antiquity	antikva tempo	0.385	0.333	0.556
antiseptic	antisepsa	0.438	0.370	0.623
antisocial	antisocia	0.146	0.686	0.391
antithesis	antitezo	0.396	0.412	0.536
antithetical	antitetika	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anuso	0.347	0.644	0.350
anvil	amboso	0.380	0.510	0.604
anxiety	angoro	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	maltrankvila	0.281	0.875	0.434
anxiousness	maltrankvilo	0.235	0.814	0.282
anytime	iam ajn	0.625	0.461	0.436
aorta	aorto	0.448	0.510	0.542
aortic	aortika	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartamento	0.719	0.393	0.580
apartments	apartamentoj	0.704	0.337	0.443
apathetic	apatika	0.188	0.292	0.333
apathy	apatio	0.184	0.212	0.204
ape	simio	0.548	0.389	0.336
aperture	malfermo	0.612	0.450	0.667
apex	apekso	0.570	0.433	0.418
aphid	apidido	0.388	0.473	0.407
aphrodisiac	afrodisíaco	0.750	0.846	0.667
apiece	peco	0.439	0.259	0.383
aplomb	aplombo	0.500	0.509	0.582
apocalypse	apokalipso	0.050	0.867	0.736
apocalyptic	apokalipsa	0.173	0.880	0.750
apologetic	senkulpaj	0.479	0.461	0.571
apologist	apologiisto	0.406	0.429	0.526
apologize	pardonpetu	0.551	0.378	0.389
apology	ekskuzo	0.571	0.346	0.402
apostasy	apostasie	0.388	0.520	0.517
apostate	apostato	0.342	0.500	0.528
apostle	apostolo	0.646	0.347	0.732
apostolic	apostola	0.592	0.300	0.717
apostrophe	apostrofo	0.469	0.368	0.537
apothecary	apotekisto	0.561	0.328	0.529
appalled	mokataj	0.194	0.792	0.562
appalling	timinda	0.160	0.827	0.415
apparatus	aparato	0.375	0.353	0.377
apparel	vestoj	0.698	0.435	0.453
apparent	ŝajnas	0.473	0.383	0.398
apparently	ŝajne	0.531	0.410	0.426
apparition	apero	0.406	0.573	0.636
appeal	rimedo	0.663	0.598	0.558
appear	aperas	0.735	0.506	0.567
appearance	aspekto	0.669	0.490	0.534
appease	plaĉi	0.633	0.278	0.434
appellant	recurrente	0.327	0.588	0.568
append	apendu	0.573	0.464	0.453
appendage	apendo	0.229	0.382	0.438
appendectomy	apendektomio	0.177	0.670	0.554
appendicitis	apendicito	0.031	0.640	0.347
appendix	apendico	0.365	0.387	0.425
appetite	apetito	0.704	0.637	0.581
appetizer	aperitivo	0.755	0.560	0.406
appetizing	plaĉa	0.806	0.657	0.688
applaud	aplaŭdi	0.865	0.824	0.464
applause	aplaŭdoj	0.953	0.857	0.621
apple	pomo	0.811	0.300	0.264
apple juice	poma suko	0.765	0.204	0.294
applejack	applejako	0.604	0.431	0.473
applesauce	pomoj	0.750	0.167	0.291
appliance	aparato	0.582	0.453	0.538
appliances	aparatoj	0.594	0.394	0.567
applicability	aplikeblo	0.677	0.490	0.741
applicable	aplikebla	0.469	0.430	0.667
applicant	demandanto	0.612	0.558	0.688
application	apliko	0.646	0.445	0.726
apply	apliki	0.612	0.321	0.667
appoint	nomumu	0.565	0.330	0.509
appointment	citas	0.688	0.594	0.547
appointments	nomumoj	0.745	0.677	0.625
apportion	donaco	0.677	0.490	0.638
apportionment	distribuo	0.552	0.481	0.453
appraisal	taksado	0.417	0.667	0.682
appraise	taksas	0.677	0.490	0.696
appreciable	estiminda	0.873	0.491	0.778
appreciate	estimu	0.885	0.422	0.741
appreciated	Dankita	0.910	0.434	0.779
appreciates	estimas	0.765	0.500	0.656
appreciation	Dankon	0.917	0.529	0.588
appreciative	estiminda	0.857	0.380	0.654
apprehend	kapti	0.521	0.624	0.696
apprehension	kapto	0.385	0.720	0.454
apprehensive	maltrankvila	0.406	0.592	0.431
apprentice	metilernanto	0.615	0.413	0.452
apprenticeship	metilernado	0.812	0.482	0.643
approach	alproksimiĝo	0.612	0.392	0.610
approaching	alproksimiĝante	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprobo	0.792	0.529	0.774
appropriate	taŭga	0.833	0.368	0.759
appropriation	apropiaĵo	0.510	0.632	0.717
approval	aprobo	0.854	0.460	0.889
approve	aprobi	0.875	0.548	0.741
approved	aprobita	0.833	0.349	0.698
approvement	aprobo	0.880	0.625	0.780
approving	aprobante	0.917	0.583	0.773
approximate	proksimuma	0.551	0.560	0.520
approximately	proksimume	0.622	0.396	0.538
approximating	proksimuma	0.583	0.615	0.471
approximation	proksimuma kalkulado	0.582	0.402	0.593
appurtenances	proprietoj	0.573	0.412	0.547
apricot	albaricopo	0.708	0.320	0.278
apron	antaŭtuko	0.582	0.208	0.245
apt	kapabla	0.582	0.418	0.382
aptitude	kapablo	0.750	0.471	0.746
aqua	akvo	0.656	0.292	0.359
aquamarine	aquamarino	0.729	0.306	0.413
aquarium	akvario	0.663	0.327	0.393
aquatic	akva	0.677	0.510	0.463
aqueduct	akvedukto	0.551	0.411	0.534
aqueous	akva	0.429	0.270	0.310
arable	kultivita	0.510	0.350	0.465
arbiter	arbitro	0.561	0.537	0.814
arbitrary	arbitra	0.281	0.702	0.686
arbitrate	arbitra	0.470	0.620	0.682
arbitration	arbitracio	0.587	0.602	0.670
arbitrator	arbitraciisto	0.385	0.448	0.795
arbor	arbo	0.583	0.490	0.591
arc	arko	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arko	0.500	0.354	0.468
archaeological	arkeologia	0.740	0.441	0.660
archaeologist	arkeologo	0.552	0.451	0.706
archaeology	arkeologio	0.596	0.358	0.691
archaic	arkaika	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	ĉefepiskopo	0.622	0.280	0.776
archdiocese	archidiócesis	0.400	0.321	0.704
archduke	ĉefduko	0.458	0.413	0.634
arched	arka	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	arkpafado	0.594	0.604	0.589
archetype	arketipo	0.448	0.520	0.569
archipelago	insularo	0.745	0.370	0.592
architect	arkitekto	0.776	0.442	0.836
architectural	arkitektura	0.729	0.390	0.670
architecture	arkitekturo	0.820	0.390	0.694
archive	arkivo	0.438	0.294	0.527
arctic	arkta	0.615	0.352	0.546
ardent	arda	0.694	0.873	0.722
ardor	ardoro	0.500	0.780	0.538
arduous	arduo	0.344	0.783	0.605
area	areo	0.490	0.306	0.464
arena	areno	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumentu	0.093	0.798	0.525
argument	argumento	0.510	0.464	0.698
argumentation	argumentado	0.479	0.549	0.760
argumentative	argumentativa	0.450	0.531	0.679
arguments	argumentoj	0.541	0.602	0.657
arid	arida	0.323	0.333	0.379
arise	leviĝu	0.750	0.582	0.725
aristocracy	aristokratio	0.688	0.549	0.842
aristocrat	aristokrato	0.583	0.413	0.811
aristocratic	aristokrata	0.449	0.519	0.676
arithmetic	aritmetiko	0.453	0.460	0.634
ark	arkeo	0.396	0.427	0.543
arm	brako	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armilaro	0.198	0.764	0.810
armaments	armilaroj	0.192	0.839	0.830
armature	armatura	0.510	0.558	0.755
armchair	fotelo	0.646	0.164	0.339
armed	armitaj	0.188	0.750	0.808
armor	kiraso	0.469	0.625	0.784
armored	blenditaj	0.469	0.509	0.861
armory	armilaro	0.448	0.663	0.800
armpit	akselo	0.283	0.439	0.250
arms	armiloj	0.464	0.395	0.483
army	armeo	0.417	0.759	0.902
aroma	aromo	0.823	0.235	0.442
aromatherapy	aromatherapio	0.847	0.220	0.473
arousal	ekscito	0.791	0.943	0.731
arouse	vekiĝu	0.740	0.491	0.580
aroused	ekscitita	0.708	0.952	0.667
arraignment	kuraĝigo	0.406	0.837	0.534
arrange	aranĝi	0.740	0.490	0.571
arranged	preta	0.698	0.531	0.728
arrangement	ordigo	0.625	0.382	0.683
array	tabelo	0.521	0.396	0.568
arrears	prokrastoj	0.286	0.485	0.302
arrest	aresto	0.146	0.951	0.500
arrhythmia	arritmia	0.265	0.706	0.356
arrival	alveno	0.678	0.510	0.474
arrive	alvenu	0.837	0.406	0.585
arrogance	aroganteco	0.143	0.750	0.620
arrogant	aroganta	0.115	0.755	0.580
arrow	sago	0.439	0.390	0.454
arsehole	ordonu	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenalo	0.365	0.741	0.752
arsenic	arsénico	0.281	0.472	0.447
arson	incendio	0.133	0.904	0.567
arsonist	kasalisto	0.348	0.840	0.500
art	arto	0.812	0.360	0.603
arterial	arteria	0.396	0.510	0.583
artery	arterio	0.396	0.580	0.537
artful	arta	0.771	0.608	0.778
arthritis	artrito	0.110	0.518	0.345
arthropod	artrópodo	0.344	0.464	0.434
artichoke	artiŝoko	0.583	0.218	0.287
article	artikolo	0.594	0.280	0.481
articles	artikoloj	0.552	0.324	0.565
articulate	artika	0.677	0.462	0.618
articulation	prononco	0.479	0.480	0.591
artifact	artefakto	0.510	0.500	0.566
artifice	artifiko	0.316	0.696	0.482
artificial	artefarita	0.306	0.385	0.351
artillery	artilerio	0.350	0.912	0.794
artisan	metiisto	0.781	0.330	0.411
artist	artisto	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	arta	0.802	0.646	0.632
artistry	arta	0.823	0.346	0.769
artists	artistoj	0.796	0.667	0.741
artwork	arto	0.896	0.368	0.679
arty	arta	0.490	0.422	0.388
asap	plejeble baldaŭ	0.571	0.500	0.552
asbestos	Asbesto	0.357	0.481	0.464
ascend	supreniru	0.830	0.620	0.812
ascendancy	ascendencia	0.724	0.625	0.700
ascendant	ascendanta	0.656	0.673	0.821
ascending	suprenirante	0.826	0.644	0.777
ascension	supreniro	0.765	0.720	0.714
ascent	supreniro	0.755	0.627	0.833
ascertain	konstati	0.560	0.530	0.625
ascertained	certigita	0.531	0.529	0.616
ascetic	ascetiko	0.438	0.375	0.472
ash	cindro	0.260	0.210	0.207
ashamed	hontigita	0.156	0.588	0.228
ashes	cindroj	0.327	0.279	0.142
ashtray	cindro	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	demandu	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	dormis	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagoj	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspekto	0.479	0.469	0.588
aspects	aspektoj	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalto	0.479	0.264	0.439
asphyxia	asfiksio	0.198	0.704	0.311
asphyxiation	asfiksado	0.059	0.745	0.412
aspiration	aspiro	0.704	0.724	0.675
aspire	aspiras	0.812	0.469	0.722
aspirin	aspirino	0.479	0.271	0.422
aspiring	aspirante	0.844	0.582	0.604
ass	azeno	0.323	0.750	0.345
assail	pripensu	0.378	0.510	0.500
assailant	asaltanto	0.184	0.868	0.602
assassin	murdisto	0.073	0.933	0.632
assassinate	murdi	0.051	0.969	0.722
assassination	murdon	0.083	0.941	0.525
assault	sturmo	0.167	0.848	0.550
assay	provo	0.633	0.559	0.594
assemblage	kunigo	0.429	0.452	0.600
assemble	kunveni	0.542	0.570	0.750
assembled	kunvenita	0.663	0.450	0.644
assembly	Asembleo	0.698	0.500	0.640
assemblyman	asembleo	0.430	0.538	0.760
assent	konsento	0.615	0.515	0.719
assert	aserti	0.750	0.619	0.809
asserting	asertante	0.694	0.531	0.736
assertion	aserto	0.740	0.442	0.750
assertive	asertivo	0.719	0.412	0.770
assess	taksas	0.698	0.500	0.623
assessment	takso	0.750	0.623	0.658
assessor	taksanto	0.551	0.538	0.764
asset	valoro	0.797	0.765	0.788
assets	aktiva	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	asigni	0.622	0.417	0.709
assignee	sindikato	0.510	0.462	0.510
assignment	farita	0.483	0.398	0.745
assimilate	asimili	0.559	0.391	0.683
assimilation	asimilado	0.429	0.378	0.463
assist	helpi	0.833	0.435	0.629
assistance	helpo	0.656	0.519	0.633
assistant	helpanto	0.625	0.390	0.536
associate	asociita	0.812	0.409	0.625
association	asocio	0.745	0.500	0.817
assorted	diversa	0.602	0.460	0.472
assortment	sorto	0.694	0.360	0.526
assuage	demandon	0.745	0.255	0.500
assume	supozi	0.698	0.401	0.464
assumed	supozis	0.612	0.247	0.454
assuming	supozante	0.740	0.390	0.526
assumption	supozo	0.479	0.431	0.417
assurance	certigo	0.675	0.442	0.704
assure	certigu	0.910	0.460	0.839
assured	certigita	0.878	0.327	0.754
assuredly	certe	0.786	0.396	0.833
asterisk	asterisko	0.541	0.288	0.273
asteroid	asteroido	0.430	0.721	0.623
asteroids	asteroidoj	0.361	0.694	0.712
asthma	astmo	0.198	0.549	0.227
asthmatic	asmata	0.229	0.706	0.294
astigmatism	astigmatismo	0.214	0.490	0.429
astonish	mirinda	0.786	0.845	0.658
astonished	mirigita	0.510	0.775	0.574
astonishing	miriga	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	mirigas	0.680	0.718	0.519
astound	mirinda	0.729	0.675	0.474
astral	astra	0.604	0.417	0.567
astray	trompi	0.098	0.676	0.308
astringent	astringaj	0.316	0.500	0.474
astrologer	astrologo	0.594	0.519	0.673
astrology	astrologio	0.635	0.340	0.500
astronaut	astronaŭto	0.792	0.601	0.761
astronomer	astronomo	0.750	0.509	0.735
astronomical	astronomia	0.600	0.632	0.726
astronomy	astronomio	0.613	0.474	0.722
astute	ruza	0.776	0.658	0.827
asunder	disŝiru	0.208	0.442	0.259
asylum	azilo	0.407	0.330	0.445
asymmetric	nesimetria	0.580	0.343	0.465
asymmetry	nesimetrio	0.476	0.373	0.527
asymptotic	asimptota	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateismo	0.276	0.460	0.481
atheist	ateisto	0.225	0.447	0.377
atheistic	ateisma	0.373	0.481	0.466
atherosclerosis	Atherosclerosis	0.250	0.480	0.343
athlete	atleto	0.781	0.718	0.686
athletic	Atleta	0.857	0.798	0.708
athleticism	atletikismo	0.750	0.863	0.778
athletics	Atletiko	0.831	0.691	0.740
atlas	atlaso	0.531	0.306	0.554
atmosphere	atmosfero	0.604	0.300	0.560
atmospheric	atmosfera	0.531	0.420	0.594
atoll	atolo	0.480	0.408	0.472
atom	atomo	0.510	0.500	0.433
atomic	atoma	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	pekliberigo	0.550	0.602	0.683
atpeace	Atpeace	0.724	0.298	0.519
atrium	atrio	0.469	0.365	0.473
atrocious	atrocaj	0.073	0.811	0.445
atrocity	atrocito	0.115	0.844	0.593
atrophy	atrofio	0.177	0.540	0.208
attach	kunligi	0.520	0.363	0.559
attached	kuna	0.562	0.350	0.439
attachment	korinklino	0.570	0.343	0.500
attack	atako	0.286	0.948	0.670
attacker	atakanto	0.185	0.962	0.629
attacking	atakante	0.276	0.837	0.642
attain	atingi	0.806	0.510	0.719
attainable	atingebla	0.760	0.500	0.759
attainment	atingo	0.830	0.520	0.940
attempt	provo	0.625	0.491	0.431
attempted	provis	0.594	0.580	0.567
attend	atentu	0.650	0.420	0.625
attendance	asistencia	0.812	0.500	0.592
attendant	asistanto	0.580	0.365	0.519
attention	atento	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	atenta	0.812	0.520	0.724
attenuate	mildigi	0.408	0.302	0.429
attenuated	mildigitaj	0.449	0.280	0.298
attenuation	mildigo	0.458	0.363	0.464
attest	atestu	0.439	0.710	0.685
attestation	atesto	0.234	0.635	0.500
attic	mansardo	0.521	0.259	0.377
attire	vestaro	0.742	0.388	0.483
attitude	sinteno	0.760	0.644	0.861
attorney	advokato	0.600	0.594	0.754
attract	altiri	0.796	0.663	0.769
attraction	altiro	0.906	0.774	0.712
attractive	alloga	0.906	0.630	0.769
attractiveness	alloga	0.938	0.667	0.755
attributable	atribuible	0.704	0.430	0.527
attribute	atributo	0.781	0.439	0.795
attribution	atribuo	0.646	0.467	0.658
attrition	eluziĝo	0.229	0.540	0.259
auburn	auburni	0.510	0.240	0.411
auction	aŭkcio	0.594	0.702	0.519
auctioneer	aukciisto	0.542	0.732	0.716
audacious	aŭdaca	0.740	0.875	0.825
audacity	aŭdaco	0.760	0.755	0.916
audible	aŭdebla	0.673	0.370	0.462
audience	aŭdienco	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	auditorio	0.375	0.562	0.735
audition	aŭdicio	0.750	0.685	0.615
auditions	aŭdicioj	0.740	0.765	0.596
auditor	aŭditoro	0.582	0.571	0.726
auditorium	Aŭditorio	0.529	0.490	0.538
auditory	aŭdora	0.531	0.481	0.570
aught	auxt	0.418	0.135	0.217
augment	plifortigi	0.650	0.683	0.645
augmentation	kresko	0.714	0.613	0.850
august	augusto	0.652	0.292	0.462
aunt	onklino	0.667	0.291	0.420
auntie	onklino	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	Aŭroro	0.817	0.306	0.537
auspices	aŭspicioj	0.542	0.500	0.634
auspicious	auspicaj	0.562	0.635	0.669
austere	aŭstera	0.500	0.390	0.422
austerity	austeridad	0.438	0.406	0.534
authentic	aŭtentika	0.885	0.510	0.782
authenticate	aŭtentigi	0.833	0.480	0.789
authentication	aŭtentikigo	0.724	0.491	0.750
authenticity	aŭtentikeco	0.670	0.548	0.845
author	aŭtoro	0.775	0.343	0.749
authoritative	aŭtoritataj	0.636	0.520	0.890
authority	aŭtoritato	0.592	0.592	0.934
authorization	rajtigo	0.521	0.567	0.817
authorize	permesi	0.772	0.596	0.821
authorized	rajtigita	0.760	0.458	0.815
authorship	aŭtoro	0.667	0.635	0.773
autism	aŭtismo	0.235	0.500	0.447
autistic	autista	0.367	0.337	0.404
auto	aŭtomata	0.571	0.569	0.500
autobiographical	autobiografia	0.909	0.462	0.582
autobiography	autobiografio	0.735	0.284	0.629
autocorrect	aŭtokorekta	0.551	0.439	0.616
autocratic	autocracia	0.542	0.577	0.727
autograph	aŭtografo	0.735	0.565	0.473
autographed	aŭtomata	0.781	0.620	0.625
automated	aŭtomatigita	0.578	0.402	0.632
automatic	aŭtomata	0.562	0.433	0.664
automobile	aŭto	0.753	0.625	0.534
automotive	aŭto	0.656	0.520	0.577
autonomy	aŭtonomeco	0.781	0.349	0.891
autopilot	aŭtomata piloto	0.594	0.462	0.632
autopsy	nekropsio	0.252	0.650	0.538
autumn	aŭtuno	0.765	0.204	0.450
auxiliary	helpa	0.622	0.471	0.509
avail	avail	0.800	0.430	0.603
availability	disponibilidad	0.796	0.544	0.600
available	disponebla	0.844	0.356	0.623
avalanche	lavango	0.265	0.915	0.683
avarice	avaricia	0.198	0.726	0.352
avatar	avataro	0.633	0.410	0.567
avenge	venĝi	0.073	0.867	0.559
avenger	vengxanto	0.337	0.865	0.670
avenging	vengante	0.143	0.880	0.717
avenue	avenuo	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	averaĝa	0.684	0.280	0.455
aversation	aversation	0.582	0.442	0.432
averse	averse	0.253	0.569	0.492
averseness	Averseness	0.296	0.606	0.528
aversion	aversion	0.074	0.663	0.525
avert	malŝalti	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	aviado	0.708	0.646	0.741
aviator	aviador	0.615	0.700	0.644
avid	avida	0.582	0.459	0.593
avocado	avokado	0.677	0.255	0.287
avoid	evitu	0.427	0.442	0.415
avoidance	evitado	0.470	0.481	0.466
avoiding	evitante	0.457	0.433	0.309
await	atendu	0.448	0.264	0.276
awake	vekiĝu	0.667	0.469	0.741
awaken	vekiĝas	0.729	0.412	0.611
awakening	vekiĝante	0.745	0.500	0.618
award	premio	0.865	0.745	0.660
awards	premioj	0.958	0.736	0.652
aware	konscia	0.656	0.340	0.770
awareness	konscio	0.684	0.422	0.810
awe	NO TRANSLATION	0.469	0.740	0.300
awed	kudrita	0.364	0.774	0.361
awesome	mojosa	0.980	0.897	0.891
awesomeness	awesomeness	0.917	0.647	0.927
