Word	Chinese (Simplified)-zh-CN	Valence	Arousal	Dominance
anguished	苦涩	0.135	0.720	0.307
angular	角	0.449	0.281	0.444
anhydrous	无水	0.456	0.365	0.355
animal	动物	0.521	0.510	0.513
animate	活跃	0.827	0.755	0.635
animated	动画	0.823	0.676	0.538
animation	动画	0.888	0.750	0.549
animosity	敌意	0.510	0.724	0.545
animus	阿尼姆斯	0.698	0.676	0.466
ankle	踝	0.500	0.274	0.234
anklet	脚镯	0.410	0.276	0.302
annals	志	0.427	0.610	0.424
annex	附件	0.594	0.350	0.458
annexation	合并	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	歼灭	0.115	0.918	0.681
annihilated	全军覆没	0.080	0.760	0.324
annihilation	歼灭	0.041	0.800	0.591
anniversary	周年	0.880	0.770	0.723
annotate	注释	0.592	0.469	0.441
annotation	注解	0.604	0.470	0.619
announce	宣布	0.694	0.618	0.611
announcement	公告	0.729	0.491	0.482
announcer	播音员	0.602	0.570	0.732
annoy	搅扰	0.094	0.765	0.286
annoyance	烦恼	0.167	0.718	0.342
annoyed	懊恼	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	恼人的	0.082	0.853	0.348
annoys	惹恼	0.146	0.778	0.435
annual	全年	0.552	0.236	0.500
annuity	年金	0.521	0.304	0.527
annul	废止	0.250	0.448	0.364
annular	环形的	0.310	0.385	0.412
annulment	废除	0.153	0.375	0.447
annulus	环	0.458	0.380	0.376
anointed	膏	0.500	0.368	0.579
anointing	恩膏	0.653	0.350	0.547
anomalous	异常的	0.281	0.480	0.423
anomaly	不规则	0.188	0.538	0.404
anon	不久	0.479	0.354	0.298
anonymity	匿名	0.469	0.255	0.430
anonymous	匿名	0.396	0.291	0.431
anorexic	厌食症	0.160	0.618	0.245
answer	回答	0.537	0.373	0.661
answerable	可回答的	0.708	0.481	0.750
answering	回答	0.684	0.500	0.607
ant	蚂蚁	0.448	0.216	0.216
antagonism	对抗	0.224	0.618	0.524
antagonist	对手	0.240	0.615	0.700
antagonistic	对抗性的	0.296	0.604	0.565
antagonize	对抗	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	前情	0.427	0.551	0.566
antelope	羚羊	0.542	0.510	0.500
antenna	天线	0.521	0.327	0.358
anterior	前面的	0.510	0.245	0.362
anthem	圣歌	0.780	0.343	0.729
anthill	垤	0.327	0.578	0.377
anthology	选集	0.338	0.406	0.537
anthrax	炭疽病	0.188	0.730	0.500
anthropological	人类学	0.367	0.390	0.490
anthropologist	人类学家	0.551	0.385	0.725
anthropology	人类学	0.490	0.367	0.582
anti	抗	0.365	0.412	0.384
antiaircraft	防空	0.330	0.622	0.629
antibiotic	抗生素	0.510	0.373	0.658
antibiotics	抗生素	0.448	0.406	0.557
antichrist	敌基督	0.082	0.837	0.544
anticipate	预料	0.622	0.469	0.667
anticipation	预期	0.698	0.539	0.711
anticipatory	预料的	0.653	0.551	0.682
antics	滑稽动作	0.448	0.740	0.236
antidote	解药	0.541	0.490	0.629
antifungal	抗真菌	0.408	0.412	0.441
antigravity	反重力	0.430	0.714	0.658
antimony	锑	0.378	0.398	0.490
antipathy	反感	0.198	0.549	0.393
antiquarian	古玩	0.500	0.233	0.426
antiquated	陈旧的	0.420	0.392	0.236
antique	古董	0.634	0.290	0.518
antiques	古董	0.540	0.370	0.595
antiquity	古代	0.385	0.333	0.556
antiseptic	防腐剂	0.438	0.370	0.623
antisocial	反社会的	0.146	0.686	0.391
antithesis	对立	0.396	0.412	0.536
antithetical	对立的	0.271	0.509	0.358
antiviral	抗病毒	0.459	0.470	0.549
antler	鹿茸	0.448	0.470	0.500
antsy	坐立不安	0.449	0.558	0.417
anus	肛门	0.347	0.644	0.350
anvil	砧	0.380	0.510	0.604
anxiety	焦虑	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	急	0.281	0.875	0.434
anxiousness	焦虑	0.235	0.814	0.282
anytime	任何时候	0.625	0.461	0.436
aorta	大动脉	0.448	0.510	0.542
aortic	主动脉	0.436	0.540	0.438
apace	快速地	0.536	0.500	0.536
apache	阿帕奇	0.687	0.469	0.500
apartment	公寓	0.719	0.393	0.580
apartments	公寓	0.704	0.337	0.443
apathetic	麻木不仁	0.188	0.292	0.333
apathy	暮气	0.184	0.212	0.204
ape	猿	0.548	0.389	0.336
aperture	光圈	0.612	0.450	0.667
apex	顶尖	0.570	0.433	0.418
aphid	蚜	0.388	0.473	0.407
aphrodisiac	春药	0.750	0.846	0.667
apiece	一块	0.439	0.259	0.383
aplomb	沉着	0.500	0.509	0.582
apocalypse	启示	0.050	0.867	0.736
apocalyptic	世界末日	0.173	0.880	0.750
apologetic	歉然	0.479	0.461	0.571
apologist	辩护士	0.406	0.429	0.526
apologize	道歉	0.551	0.378	0.389
apology	歉意	0.571	0.346	0.402
apostasy	叛教	0.388	0.520	0.517
apostate	变节者	0.342	0.500	0.528
apostle	使徒	0.646	0.347	0.732
apostolic	使徒的	0.592	0.300	0.717
apostrophe	撇号	0.469	0.368	0.537
apothecary	药剂师	0.561	0.328	0.529
appalled	慑	0.194	0.792	0.562
appalling	骇人听闻的	0.160	0.827	0.415
apparatus	仪器	0.375	0.353	0.377
apparel	服饰	0.698	0.435	0.453
apparent	明显的	0.473	0.383	0.398
apparently	显然地	0.531	0.410	0.426
apparition	幻影	0.406	0.573	0.636
appeal	上诉	0.663	0.598	0.558
appear	出现	0.735	0.506	0.567
appearance	出现	0.669	0.490	0.534
appease	安抚	0.633	0.278	0.434
appellant	上诉人	0.327	0.588	0.568
append	附加	0.573	0.464	0.453
appendage	附加物	0.229	0.382	0.438
appendectomy	阑尾切除术	0.177	0.670	0.554
appendicitis	阑尾炎	0.031	0.640	0.347
appendix	附录	0.365	0.387	0.425
appetite	食欲	0.704	0.637	0.581
appetizer	开胃菜	0.755	0.560	0.406
appetizing	开胃的	0.806	0.657	0.688
applaud	鼓掌	0.865	0.824	0.464
applause	掌声	0.953	0.857	0.621
apple	苹果	0.811	0.300	0.264
apple juice	苹果汁	0.765	0.204	0.294
applejack	苹果白兰地	0.604	0.431	0.473
applesauce	苹果酱	0.750	0.167	0.291
appliance	器具	0.582	0.453	0.538
appliances	家电	0.594	0.394	0.567
applicability	适用性	0.677	0.490	0.741
applicable	适用	0.469	0.430	0.667
applicant	申请人	0.612	0.558	0.688
application	应用	0.646	0.445	0.726
apply	应用	0.612	0.321	0.667
appoint	委	0.565	0.330	0.509
appointment	约定	0.688	0.594	0.547
appointments	约会	0.745	0.677	0.625
apportion	分摊	0.677	0.490	0.638
apportionment	分摊	0.552	0.481	0.453
appraisal	评价	0.417	0.667	0.682
appraise	评价	0.677	0.490	0.696
appreciable	可感知的	0.873	0.491	0.778
appreciate	欣赏	0.885	0.422	0.741
appreciated	赞赏	0.910	0.434	0.779
appreciates	赞赏	0.765	0.500	0.656
appreciation	升值	0.917	0.529	0.588
appreciative	欣赏的	0.857	0.380	0.654
apprehend	拘押	0.521	0.624	0.696
apprehension	顾虑	0.385	0.720	0.454
apprehensive	忧虑	0.406	0.592	0.431
apprentice	学徒	0.615	0.413	0.452
apprenticeship	学徒	0.812	0.482	0.643
approach	途径	0.612	0.392	0.610
approaching	接近	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	赞许	0.792	0.529	0.774
appropriate	适当	0.833	0.368	0.759
appropriation	拨款	0.510	0.632	0.717
approval	赞同	0.854	0.460	0.889
approve	批准	0.875	0.548	0.741
approved	批准	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	满意的	0.917	0.583	0.773
approximate	近似	0.551	0.560	0.520
approximately	约	0.622	0.396	0.538
approximating	逼近	0.583	0.615	0.471
approximation	近似	0.582	0.402	0.593
appurtenances	附属物	0.573	0.412	0.547
apricot	杏	0.708	0.320	0.278
apron	围裙	0.582	0.208	0.245
apt	易于	0.582	0.418	0.382
aptitude	能力倾向	0.750	0.471	0.746
aqua	AQUA	0.656	0.292	0.359
aquamarine	蓝晶	0.729	0.306	0.413
aquarium	水族馆	0.663	0.327	0.393
aquatic	水	0.677	0.510	0.463
aqueduct	水道	0.551	0.411	0.534
aqueous	水	0.429	0.270	0.310
arable	可耕的	0.510	0.350	0.465
arbiter	仲裁者	0.561	0.537	0.814
arbitrary	随意	0.281	0.702	0.686
arbitrate	仲裁	0.470	0.620	0.682
arbitration	仲裁	0.587	0.602	0.670
arbitrator	仲裁人	0.385	0.448	0.795
arbor	乔木	0.583	0.490	0.591
arc	弧	0.552	0.388	0.396
arcade	拱廊	0.676	0.521	0.502
arcane	神秘	0.500	0.490	0.637
arch	拱	0.500	0.354	0.468
archaeological	考古学的	0.740	0.441	0.660
archaeologist	考古学家	0.552	0.451	0.706
archaeology	考古学	0.596	0.358	0.691
archaic	古老	0.271	0.327	0.332
archangel	天使	0.837	0.500	0.708
archbishop	大主教	0.622	0.280	0.776
archdiocese	教区	0.400	0.321	0.704
archduke	大公	0.458	0.413	0.634
arched	拱形的	0.582	0.403	0.398
archer	射手	0.573	0.622	0.661
archery	射箭	0.594	0.604	0.589
archetype	原型	0.448	0.520	0.569
archipelago	群岛	0.745	0.370	0.592
architect	建筑师	0.776	0.442	0.836
architectural	建筑的	0.729	0.390	0.670
architecture	建筑	0.820	0.390	0.694
archive	档案	0.438	0.294	0.527
arctic	北极	0.615	0.352	0.546
ardent	热心	0.694	0.873	0.722
ardor	热情	0.500	0.780	0.538
arduous	艰巨	0.344	0.783	0.605
area	区	0.490	0.306	0.464
arena	竞技场	0.510	0.235	0.404
areola	乳晕	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	哎呀	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	争论	0.093	0.798	0.525
argument	论据	0.510	0.464	0.698
argumentation	论证	0.479	0.549	0.760
argumentative	争论的	0.450	0.531	0.679
arguments	参数	0.541	0.602	0.657
arid	干旱	0.323	0.333	0.379
arise	出现	0.750	0.582	0.725
aristocracy	贵族	0.688	0.549	0.842
aristocrat	贵族	0.583	0.413	0.811
aristocratic	贵族的	0.449	0.519	0.676
arithmetic	算术	0.453	0.460	0.634
ark	方舟	0.396	0.427	0.543
arm	臂	0.552	0.285	0.469
armada	舰队	0.408	0.740	0.868
armament	武器	0.198	0.764	0.810
armaments	军备	0.192	0.839	0.830
armature	衔铁	0.510	0.558	0.755
armchair	扶手椅	0.646	0.164	0.339
armed	武装	0.188	0.750	0.808
armor	盔甲	0.469	0.625	0.784
armored	装甲	0.469	0.509	0.861
armory	军械库	0.448	0.663	0.800
armpit	腋窝	0.283	0.439	0.250
arms	武器	0.464	0.395	0.483
army	军队	0.417	0.759	0.902
aroma	香气	0.823	0.235	0.442
aromatherapy	芳香疗法	0.847	0.220	0.473
arousal	觉醒	0.791	0.943	0.731
arouse	引起	0.740	0.491	0.580
aroused	引起	0.708	0.952	0.667
arraignment	提审	0.406	0.837	0.534
arrange	安排	0.740	0.490	0.571
arranged	安排	0.698	0.531	0.728
arrangement	安排	0.625	0.382	0.683
array	排列	0.521	0.396	0.568
arrears	欠款	0.286	0.485	0.302
arrest	逮捕	0.146	0.951	0.500
arrhythmia	心律失常	0.265	0.706	0.356
arrival	到达	0.678	0.510	0.474
arrive	到达	0.837	0.406	0.585
arrogance	傲慢	0.143	0.750	0.620
arrogant	傲慢	0.115	0.755	0.580
arrow	箭头	0.439	0.390	0.454
arsehole	混蛋	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	兵工厂	0.365	0.741	0.752
arsenic	砷	0.281	0.472	0.447
arson	纵火	0.133	0.904	0.567
arsonist	纵火犯	0.348	0.840	0.500
art	艺术	0.812	0.360	0.603
arterial	动脉	0.396	0.510	0.583
artery	动脉	0.396	0.580	0.537
artful	巧	0.771	0.608	0.778
arthritis	关节炎	0.110	0.518	0.345
arthropod	节肢动物	0.344	0.464	0.434
artichoke	朝鲜蓟	0.583	0.218	0.287
article	文章	0.594	0.280	0.481
articles	用品	0.552	0.324	0.565
articulate	说出	0.677	0.462	0.618
articulation	关节	0.479	0.480	0.591
artifact	神器	0.510	0.500	0.566
artifice	技巧	0.316	0.696	0.482
artificial	人造	0.306	0.385	0.351
artillery	炮兵	0.350	0.912	0.794
artisan	工匠	0.781	0.330	0.411
artist	艺术家	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	艺术的	0.802	0.646	0.632
artistry	艺术性	0.823	0.346	0.769
artists	艺术家	0.796	0.667	0.741
artwork	艺术品	0.896	0.368	0.679
arty	附庸风雅	0.490	0.422	0.388
asap	尽快	0.571	0.500	0.552
asbestos	石棉	0.357	0.481	0.464
ascend	登	0.830	0.620	0.812
ascendancy	优势	0.724	0.625	0.700
ascendant	上升的	0.656	0.673	0.821
ascending	上升	0.826	0.644	0.777
ascension	上升	0.765	0.720	0.714
ascent	上升	0.755	0.627	0.833
ascertain	探明	0.560	0.530	0.625
ascertained	确定	0.531	0.529	0.616
ascetic	苦行者	0.438	0.375	0.472
ash	灰	0.260	0.210	0.207
ashamed	羞愧	0.156	0.588	0.228
ashes	灰烬	0.327	0.279	0.142
ashtray	烟灰缸	0.406	0.382	0.265
asinine	愚蠢	0.429	0.472	0.433
ask	问	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	睡着	0.604	0.100	0.270
asp	ASP	0.438	0.489	0.375
asparagus	芦笋	0.469	0.317	0.264
aspartame	阿斯巴甜	0.469	0.480	0.322
aspect	方面	0.479	0.469	0.588
aspects	方面	0.439	0.480	0.565
aspen	白杨	0.479	0.280	0.395
asphalt	沥青	0.479	0.264	0.439
asphyxia	窒息	0.198	0.704	0.311
asphyxiation	窒息	0.059	0.745	0.412
aspiration	心愿	0.704	0.724	0.675
aspire	立志	0.812	0.469	0.722
aspirin	阿司匹林	0.479	0.271	0.422
aspiring	有志	0.844	0.582	0.604
ass	屁股	0.323	0.750	0.345
assail	攻击	0.378	0.510	0.500
assailant	攻击者	0.184	0.868	0.602
assassin	刺客	0.073	0.933	0.632
assassinate	暗杀	0.051	0.969	0.722
assassination	暗杀	0.083	0.941	0.525
assault	突击	0.167	0.848	0.550
assay	化验	0.633	0.559	0.594
assemblage	装配	0.429	0.452	0.600
assemble	集合	0.542	0.570	0.750
assembled	组装	0.663	0.450	0.644
assembly	部件	0.698	0.500	0.640
assemblyman	众议员	0.430	0.538	0.760
assent	同意	0.615	0.515	0.719
assert	断言	0.750	0.619	0.809
asserting	断言	0.694	0.531	0.736
assertion	断言	0.740	0.442	0.750
assertive	断言的	0.719	0.412	0.770
assess	评估	0.698	0.500	0.623
assessment	评定	0.750	0.623	0.658
assessor	估税员	0.551	0.538	0.764
asset	财富	0.797	0.765	0.788
assets	资产	0.667	0.613	0.765
asshole	混蛋	0.133	0.582	0.263
assign	分配	0.622	0.417	0.709
assignee	代理人	0.510	0.462	0.510
assignment	分配	0.483	0.398	0.745
assimilate	吸收	0.559	0.391	0.683
assimilation	同化	0.429	0.378	0.463
assist	助攻	0.833	0.435	0.629
assistance	帮助	0.656	0.519	0.633
assistant	助理	0.625	0.390	0.536
associate	关联	0.812	0.409	0.625
association	协会	0.745	0.500	0.817
assorted	什	0.602	0.460	0.472
assortment	品种	0.694	0.360	0.526
assuage	缓和	0.745	0.255	0.500
assume	承担	0.698	0.401	0.464
assumed	假定	0.612	0.247	0.454
assuming	假设	0.740	0.390	0.526
assumption	假设	0.479	0.431	0.417
assurance	保证	0.675	0.442	0.704
assure	保证	0.910	0.460	0.839
assured	保证	0.878	0.327	0.754
assuredly	无疑	0.786	0.396	0.833
asterisk	星号	0.541	0.288	0.273
asteroid	小行星	0.430	0.721	0.623
asteroids	小行星	0.361	0.694	0.712
asthma	哮喘	0.198	0.549	0.227
asthmatic	哮喘	0.229	0.706	0.294
astigmatism	散光	0.214	0.490	0.429
astonish	震惊	0.786	0.845	0.658
astonished	惊讶	0.510	0.775	0.574
astonishing	惊人	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	惊愕	0.680	0.718	0.519
astound	惊奇	0.729	0.675	0.474
astral	星体	0.604	0.417	0.567
astray	走错	0.098	0.676	0.308
astringent	涩	0.316	0.500	0.474
astrologer	占星家	0.594	0.519	0.673
astrology	占星术	0.635	0.340	0.500
astronaut	宇航员	0.792	0.601	0.761
astronomer	天文学家	0.750	0.509	0.735
astronomical	天文	0.600	0.632	0.726
astronomy	天文学	0.613	0.474	0.722
astute	精明	0.776	0.658	0.827
asunder	四分五裂	0.208	0.442	0.259
asylum	避难所	0.407	0.330	0.445
asymmetric	非对称	0.580	0.343	0.465
asymmetry	不对称	0.476	0.373	0.527
asymptotic	渐近	0.479	0.451	0.472
atelier	画室	0.490	0.330	0.705
atheism	无神论	0.276	0.460	0.481
atheist	无神论者	0.225	0.447	0.377
atheistic	无神论	0.373	0.481	0.466
atherosclerosis	动脉粥样硬化	0.250	0.480	0.343
athlete	运动员	0.781	0.718	0.686
athletic	竞技	0.857	0.798	0.708
athleticism	运动能力	0.750	0.863	0.778
athletics	竞技	0.831	0.691	0.740
atlas	舆图	0.531	0.306	0.554
atmosphere	大气层	0.604	0.300	0.560
atmospheric	大气的	0.531	0.420	0.594
atoll	环礁	0.480	0.408	0.472
atom	原子	0.510	0.500	0.433
atomic	原子	0.327	0.817	0.713
atone	赎罪	0.418	0.673	0.411
atonement	赎罪	0.550	0.602	0.683
atpeace	内心安宁	0.724	0.298	0.519
atrium	中庭	0.469	0.365	0.473
atrocious	穷凶极恶	0.073	0.811	0.445
atrocity	暴行	0.115	0.844	0.593
atrophy	痿	0.177	0.540	0.208
attach	连接	0.520	0.363	0.559
attached	附	0.562	0.350	0.439
attachment	附件	0.570	0.343	0.500
attack	攻击	0.286	0.948	0.670
attacker	攻击者	0.185	0.962	0.629
attacking	进攻	0.276	0.837	0.642
attain	达到	0.806	0.510	0.719
attainable	可实现	0.760	0.500	0.759
attainment	素养	0.830	0.520	0.940
attempt	尝试	0.625	0.491	0.431
attempted	尝试	0.594	0.580	0.567
attend	出席	0.650	0.420	0.625
attendance	勤	0.812	0.500	0.592
attendant	服务员	0.580	0.365	0.519
attention	注意	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	细心	0.812	0.520	0.724
attenuate	衰减	0.408	0.302	0.429
attenuated	减毒	0.449	0.280	0.298
attenuation	衰减	0.458	0.363	0.464
attest	表明	0.439	0.710	0.685
attestation	认证	0.234	0.635	0.500
attic	阁楼	0.521	0.259	0.377
attire	服装	0.742	0.388	0.483
attitude	态度	0.760	0.644	0.861
attorney	律师	0.600	0.594	0.754
attract	吸引	0.796	0.663	0.769
attraction	引力	0.906	0.774	0.712
attractive	有吸引力	0.906	0.630	0.769
attractiveness	吸引力	0.938	0.667	0.755
attributable	归属	0.704	0.430	0.527
attribute	属性	0.781	0.439	0.795
attribution	归因	0.646	0.467	0.658
attrition	摩擦	0.229	0.540	0.259
auburn	奥本	0.510	0.240	0.411
auction	拍卖	0.594	0.702	0.519
auctioneer	拍卖	0.542	0.732	0.716
audacious	胆大	0.740	0.875	0.825
audacity	大胆	0.760	0.755	0.916
audible	听得见	0.673	0.370	0.462
audience	听众	0.698	0.610	0.613
audio	音频	0.709	0.425	0.370
audit	审计	0.375	0.562	0.735
audition	面试	0.750	0.685	0.615
auditions	试镜	0.740	0.765	0.596
auditor	核数师	0.582	0.571	0.726
auditorium	礼堂	0.529	0.490	0.538
auditory	听觉	0.531	0.481	0.570
aught	任何事物	0.418	0.135	0.217
augment	增加	0.650	0.683	0.645
augmentation	增强	0.714	0.613	0.850
august	八月	0.652	0.292	0.462
aunt	姑妈	0.667	0.291	0.420
auntie	阿姨	0.643	0.275	0.447
aura	光环	0.760	0.333	0.500
aurora	极光	0.817	0.306	0.537
auspices	主持	0.542	0.500	0.634
auspicious	吉祥	0.562	0.635	0.669
austere	简朴的	0.500	0.390	0.422
austerity	简朴	0.438	0.406	0.534
authentic	真实	0.885	0.510	0.782
authenticate	认证	0.833	0.480	0.789
authentication	认证	0.724	0.491	0.750
authenticity	真伪	0.670	0.548	0.845
author	作者	0.775	0.343	0.749
authoritative	权威性	0.636	0.520	0.890
authority	权威	0.592	0.592	0.934
authorization	授权	0.521	0.567	0.817
authorize	授权	0.772	0.596	0.821
authorized	合法	0.760	0.458	0.815
authorship	作者	0.667	0.635	0.773
autism	自闭症	0.235	0.500	0.447
autistic	自闭症	0.367	0.337	0.404
auto	汽车	0.571	0.569	0.500
autobiographical	自传	0.909	0.462	0.582
autobiography	自传	0.735	0.284	0.629
autocorrect	自动更正	0.551	0.439	0.616
autocratic	专制	0.542	0.577	0.727
autograph	签名	0.735	0.565	0.473
autographed	亲笔签名	0.781	0.620	0.625
automated	自动化	0.578	0.402	0.632
automatic	自动	0.562	0.433	0.664
automobile	汽车	0.753	0.625	0.534
automotive	汽车	0.656	0.520	0.577
autonomy	自治	0.781	0.349	0.891
autopilot	自动驾驶仪	0.594	0.462	0.632
autopsy	尸检	0.252	0.650	0.538
autumn	秋季	0.765	0.204	0.450
auxiliary	辅	0.622	0.471	0.509
avail	果	0.800	0.430	0.603
availability	可用性	0.796	0.544	0.600
available	可得到	0.844	0.356	0.623
avalanche	雪崩	0.265	0.915	0.683
avarice	贪婪	0.198	0.726	0.352
avatar	头像	0.633	0.410	0.567
avenge	报仇	0.073	0.867	0.559
avenger	复仇者	0.337	0.865	0.670
avenging	复仇的	0.143	0.880	0.717
avenue	大街	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	平均	0.684	0.280	0.455
aversation	嫌弃	0.582	0.442	0.432
averse	规避	0.253	0.569	0.492
averseness	厌恶	0.296	0.606	0.528
aversion	厌恶	0.074	0.663	0.525
avert	避免	0.510	0.388	0.465
aviary	鸟舍	0.500	0.360	0.467
aviation	航空	0.708	0.646	0.741
aviator	飞行员	0.615	0.700	0.644
avid	狂热	0.582	0.459	0.593
avocado	鳄梨	0.677	0.255	0.287
avoid	避免	0.427	0.442	0.415
avoidance	躲避	0.470	0.481	0.466
avoiding	避免	0.457	0.433	0.309
await	等待	0.448	0.264	0.276
awake	苏醒	0.667	0.469	0.741
awaken	憬	0.729	0.412	0.611
awakening	唤醒	0.745	0.500	0.618
award	奖	0.865	0.745	0.660
awards	奖项	0.958	0.736	0.652
aware	知道的	0.656	0.340	0.770
awareness	意识	0.684	0.422	0.810
awe	NO TRANSLATION	0.469	0.740	0.300
awed	慑于	0.364	0.774	0.361
awesome	真棒	0.980	0.897	0.891
awesomeness	迷死	0.917	0.647	0.927
awestruck	肃然起敬	0.615	0.767	0.680
awful	可怕	0.061	0.786	0.450
awkward	尴尬	0.296	0.650	0.358
awkwardness	重仓股	0.167	0.454	0.148
awning	棚	0.500	0.186	0.318
awry	歪	0.156	0.540	0.275
axe	斧头	0.296	0.690	0.536
axial	轴向	0.458	0.278	0.491
axiom	公理	0.439	0.441	0.583
axiomatic	不言自明的	0.458	0.392	0.627
axis	轴	0.209	0.250	0.356
axle	轴	0.459	0.294	0.473
ay	AY	0.500	0.557	0.255
aye	赞成	0.562	0.420	0.392
azimuth	方位	0.385	0.461	0.421
azure	天蓝	0.620	0.256	0.339
babble	潺潺	0.552	0.441	0.204
babbling	胡说	0.396	0.418	0.241
babe	孩儿	0.860	0.536	0.424
baboon	狒狒	0.357	0.410	0.429
baby	宝宝	0.837	0.365	0.455
babysit	照看	0.719	0.587	0.398
babysitter	保姆	0.656	0.415	0.408
baccalaureate	学士学位	0.729	0.510	0.480
baccarat	百家乐	0.583	0.497	0.436
bachelor	单身汉	0.667	0.406	0.600
bachelorette	未婚	0.735	0.780	0.465
back	背部	0.438	0.353	0.336
backboard	篮板	0.480	0.259	0.436
backbone	骨干	0.538	0.464	0.620
backdoor	后门	0.344	0.410	0.333
backdrop	背景	0.320	0.309	0.444
backer	靠山	0.646	0.375	0.537
backfire	逆火	0.265	0.612	0.491
backgammon	十五子棋	0.580	0.410	0.390
background	背景	0.399	0.357	0.498
