Word	Basque-eu	Valence	Arousal	Dominance
anarchist	anarkista	0.204	0.700	0.759
anarchy	anarkia	0.146	0.755	0.620
anastomosis	anastomosia	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomia	0.562	0.390	0.571
ancestor	arbaso	0.592	0.388	0.594
ancestral	antzinako	0.640	0.481	0.750
ancestry	ancestry	0.708	0.519	0.717
anchor	aingura	0.520	0.284	0.564
anchorage	Ainguraketa	0.500	0.325	0.639
ancient	antzinako	0.420	0.217	0.439
ancillary	laguntzaileak	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdota	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anestesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anestesiko	0.350	0.264	0.482
aneurysm	aneurisma	0.115	0.690	0.536
anew	berriro	0.771	0.358	0.385
angel	aingeru	0.906	0.158	0.704
angelic	Angelic	0.927	0.298	0.668
anger	haserrea	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	angelu	0.541	0.330	0.455
angling	arrantza	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	haserre	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	larrimina	0.167	0.888	0.333
anguish	larritasun	0.153	0.792	0.265
anguished	anguished	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	animal	0.521	0.510	0.513
animate	animatzeko	0.827	0.755	0.635
animated	animatuak	0.823	0.676	0.538
animation	animazioa	0.888	0.750	0.549
animosity	animosity	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	orkatila	0.500	0.274	0.234
anklet	Anklet	0.410	0.276	0.302
annals	Kronika	0.427	0.610	0.424
annex	eranskina	0.594	0.350	0.458
annexation	beretze	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	suntsitu	0.115	0.918	0.681
annihilated	desegin	0.080	0.760	0.324
annihilation	annihilation	0.041	0.800	0.591
anniversary	urteurrena	0.880	0.770	0.723
annotate	oharpenak	0.592	0.469	0.441
annotation	oharpen	0.604	0.470	0.619
announce	iragartzeko	0.694	0.618	0.611
announcement	iragarkia	0.729	0.491	0.482
announcer	esatariari	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	annoyance	0.167	0.718	0.342
annoyed	haserretu	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	gogaikarriak	0.082	0.853	0.348
annoys	amorrua	0.146	0.778	0.435
annual	urteko	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	baliogabetzeko	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	annulment	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	gantzutu	0.500	0.368	0.579
anointing	gantzuketa	0.653	0.350	0.547
anomalous	ezohiko	0.281	0.480	0.423
anomaly	anomalia	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimotasuna	0.469	0.255	0.430
anonymous	anonimoak	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	erantzun	0.537	0.373	0.661
answerable	erantzule	0.708	0.481	0.750
answering	erantzungailu	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonismo	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	antagoniko	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	aurrekari	0.427	0.551	0.566
antelope	antilopea	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	ereserki	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	antologia	0.338	0.406	0.537
anthrax	Anthrax	0.188	0.730	0.500
anthropological	antropologiko	0.367	0.390	0.490
anthropologist	antropologoak	0.551	0.385	0.725
anthropology	antropologia	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotiko	0.510	0.373	0.658
antibiotics	antibiotikoak	0.448	0.406	0.557
antichrist	Anticristo	0.082	0.837	0.544
anticipate	aurreratzen	0.622	0.469	0.667
anticipation	aurrea	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidotoa	0.541	0.490	0.629
antifungal	antifungikoa	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimonio	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	zaharren	0.500	0.233	0.426
antiquated	zaharkitua	0.420	0.392	0.236
antique	antigoaleko	0.634	0.290	0.518
antiques	antigoaleko	0.540	0.370	0.595
antiquity	antzinateko	0.385	0.333	0.556
antiseptic	antiseptiko	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antitesia	0.396	0.412	0.536
antithetical	honen	0.271	0.509	0.358
antiviral	antibiralak	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	ingudea	0.380	0.510	0.604
anxiety	antsietatea	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	urduri	0.281	0.875	0.434
anxiousness	anxiousness	0.235	0.814	0.282
anytime	edonoiz	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	erritmo onean	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartamentu	0.719	0.393	0.580
apartments	apartamentu	0.704	0.337	0.443
apathetic	apatiko	0.188	0.292	0.333
apathy	apatia	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	irekiera	0.612	0.450	0.667
apex	Irekiera	0.570	0.433	0.418
aphid	Zorri	0.388	0.473	0.407
aphrodisiac	afrodisiako	0.750	0.846	0.667
apiece	zati bat	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalipsia	0.050	0.867	0.736
apocalyptic	apokaliptikoa	0.173	0.880	0.750
apologetic	apologetico	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	Barkatu	0.551	0.378	0.389
apology	apologia	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	apostolu	0.646	0.347	0.732
apostolic	apostolikoa	0.592	0.300	0.717
apostrophe	apostrofoa	0.469	0.368	0.537
apothecary	botikari	0.561	0.328	0.529
appalled	appalled	0.194	0.792	0.562
appalling	appalling	0.160	0.827	0.415
apparatus	aparatu	0.375	0.353	0.377
apparel	jantziak	0.698	0.435	0.453
apparent	itxurazko	0.473	0.383	0.398
apparently	itxuraz	0.531	0.410	0.426
apparition	agerpena	0.406	0.573	0.636
appeal	errekurtsoa	0.663	0.598	0.558
appear	agertzen	0.735	0.506	0.567
appearance	itxura	0.669	0.490	0.534
appease	baretzen	0.633	0.278	0.434
appellant	errekurtso	0.327	0.588	0.568
append	erantsi	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	apendizitis	0.031	0.640	0.347
appendix	eranskina	0.365	0.387	0.425
appetite	gosea	0.704	0.637	0.581
appetizer	hamaiketakoa	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	txalotu	0.865	0.824	0.464
applause	txalo	0.953	0.857	0.621
apple	sagar	0.811	0.300	0.264
apple juice	sagar zukua	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	tresnaren	0.582	0.453	0.538
appliances	etxetresna	0.594	0.394	0.567
applicability	aplikagarritasuna	0.677	0.490	0.741
applicable	aplikagarriak	0.469	0.430	0.667
applicant	eskatzailea	0.612	0.558	0.688
application	aplikazio	0.646	0.445	0.726
apply	aplikatu	0.612	0.321	0.667
appoint	izendatuko	0.565	0.330	0.509
appointment	hitzordua	0.688	0.594	0.547
appointments	hitzorduak	0.745	0.677	0.625
apportion	apportion	0.677	0.490	0.638
apportionment	badago behinik	0.552	0.481	0.453
appraisal	ebaluazioa	0.417	0.667	0.682
appraise	balorazio positiboa	0.677	0.490	0.696
appreciable	nabarmena	0.873	0.491	0.778
appreciate	eskertuko	0.885	0.422	0.741
appreciated	estimatzen	0.910	0.434	0.779
appreciates	eskertu	0.765	0.500	0.656
appreciation	estimua	0.917	0.529	0.588
appreciative	appreciative	0.857	0.380	0.654
apprehend	atzeman	0.521	0.624	0.696
apprehension	atzemate	0.385	0.720	0.454
apprehensive	apprehensive	0.406	0.592	0.431
apprentice	ikaslea	0.615	0.413	0.452
apprenticeship	hartzea	0.812	0.482	0.643
approach	planteamendu	0.612	0.392	0.610
approaching	hurbiltzen	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	onespena	0.792	0.529	0.774
appropriate	egokia	0.833	0.368	0.759
appropriation	jabetze	0.510	0.632	0.717
approval	onarpena	0.854	0.460	0.889
approve	onestea	0.875	0.548	0.741
approved	onartu	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	onartzen duena	0.917	0.583	0.773
approximate	gutxi gorabeherako	0.551	0.560	0.520
approximately	gutxi gorabehera	0.622	0.396	0.538
approximating	approximating	0.583	0.615	0.471
approximation	hurbilketa	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	abrikot	0.708	0.320	0.278
apron	mantala	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	Aquamarine	0.729	0.306	0.413
aquarium	Aquariumean	0.663	0.327	0.393
aquatic	uretako	0.677	0.510	0.463
aqueduct	akueduktu	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	nekazaritza	0.510	0.350	0.465
arbiter	arbitroa	0.561	0.537	0.814
arbitrary	arbitrarioak	0.281	0.702	0.686
arbitrate	arbitro	0.470	0.620	0.682
arbitration	arbitrajeak	0.587	0.602	0.670
arbitrator	arbitro	0.385	0.448	0.795
arbor	itzaltegian	0.583	0.490	0.591
arc	arku	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	urrutira	0.500	0.490	0.637
arch	arku	0.500	0.354	0.468
archaeological	arkeologiko	0.740	0.441	0.660
archaeologist	arkeologoa	0.552	0.451	0.706
archaeology	arkeologia	0.596	0.358	0.691
archaic	arkaiko	0.271	0.327	0.332
archangel	Goiaingeruaren	0.837	0.500	0.708
archbishop	artzapezpikuak	0.622	0.280	0.776
archdiocese	Archidiócesis	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arku	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	tiroa	0.594	0.604	0.589
archetype	arketipo	0.448	0.520	0.569
archipelago	artxipelagoko	0.745	0.370	0.592
architect	arkitektoak	0.776	0.442	0.836
architectural	arkitektura	0.729	0.390	0.670
architecture	arkitektura	0.820	0.390	0.694
archive	artxiboa	0.438	0.294	0.527
arctic	artikoa	0.615	0.352	0.546
ardent	sutsu	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	neketsua	0.344	0.783	0.605
area	inguruan	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argudiatu	0.093	0.798	0.525
argument	argumentu	0.510	0.464	0.698
argumentation	argudio	0.479	0.549	0.760
argumentative	Argudio	0.450	0.531	0.679
arguments	Argumentu	0.541	0.602	0.657
arid	lehorretan	0.323	0.333	0.379
arise	sortzen	0.750	0.582	0.725
aristocracy	aristokrazia	0.688	0.549	0.842
aristocrat	aristokrata	0.583	0.413	0.811
aristocratic	aristokratiko	0.449	0.519	0.676
arithmetic	aritmetika	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	arm	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armamentu	0.198	0.764	0.810
armaments	armamentu	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	besaulki	0.646	0.164	0.339
armed	armatuak	0.188	0.750	0.808
armor	armadura	0.469	0.625	0.784
armored	blindatu	0.469	0.509	0.861
armory	armería	0.448	0.663	0.800
armpit	besapean	0.283	0.439	0.250
arms	besoak	0.464	0.395	0.483
army	armada	0.417	0.759	0.902
aroma	usain	0.823	0.235	0.442
aromatherapy	aromaterapia	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	Esnatu	0.740	0.491	0.580
aroused	piztu	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	antolatu	0.740	0.490	0.571
arranged	antolatu	0.698	0.531	0.728
arrangement	antolaketa	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	arrears	0.286	0.485	0.302
arrest	atxilotzeko	0.146	0.951	0.500
arrhythmia	arritmia	0.265	0.706	0.356
arrival	etorrera	0.678	0.510	0.474
arrive	iristen	0.837	0.406	0.585
arrogance	harrokeria	0.143	0.750	0.620
arrogant	harroputz	0.115	0.755	0.580
arrow	gezi	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	artsenikoa	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	arteriala	0.396	0.510	0.583
artery	arteria	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	artropodo	0.344	0.464	0.434
artichoke	alkatxofa	0.583	0.218	0.287
article	Artikulu	0.594	0.280	0.481
articles	artikulu	0.552	0.324	0.565
articulate	artikulatu	0.677	0.462	0.618
articulation	artikulatu	0.479	0.480	0.591
artifact	artefaktu	0.510	0.500	0.566
artifice	artifiziorik	0.316	0.696	0.482
artificial	artifiziala	0.306	0.385	0.351
artillery	artilleria	0.350	0.912	0.794
artisan	artisau	0.781	0.330	0.411
artist	artistaren	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistikoak	0.802	0.646	0.632
artistry	artistiko	0.823	0.346	0.769
artists	artistek	0.796	0.667	0.741
artwork	artelanak	0.896	0.368	0.679
arty	Arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	amiantoa	0.357	0.481	0.464
ascend	ascender	0.830	0.620	0.812
ascendancy	ascendancy	0.724	0.625	0.700
ascendant	goranzko	0.656	0.673	0.821
ascending	goranzko	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	igoera	0.755	0.627	0.833
ascertain	jakitea	0.560	0.530	0.625
ascertained	iritzitan	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	errauts	0.260	0.210	0.207
ashamed	lotsarik	0.156	0.588	0.228
ashes	errautsak	0.327	0.279	0.142
ashtray	hautsontzi	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	galdetu	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	lotan	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	zainzuriak	0.469	0.317	0.264
aspartame	aspartamoa	0.469	0.480	0.322
aspect	alderdi	0.479	0.469	0.588
aspects	alderdi	0.439	0.480	0.565
aspen	Aspen	0.479	0.280	0.395
asphalt	asfaltoa	0.479	0.264	0.439
asphyxia	itolarriak	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	nahia	0.704	0.724	0.675
aspire	ASPIRE	0.812	0.469	0.722
aspirin	aspirina	0.479	0.271	0.422
aspiring	aspirante	0.844	0.582	0.604
ass	ipurdian	0.323	0.750	0.345
assail	oldarrarazten	0.378	0.510	0.500
assailant	erasotzailearen	0.184	0.868	0.602
assassin	hiltzaile	0.073	0.933	0.632
assassinate	erailtzeko	0.051	0.969	0.722
assassination	hilketaren	0.083	0.941	0.525
assault	eraso	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	muntatzen	0.542	0.570	0.750
assembled	muntatu	0.663	0.450	0.644
assembly	muntaia	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	berretsiko	0.615	0.515	0.719
assert	baiezta	0.750	0.619	0.809
asserting	baieztatuz	0.694	0.531	0.736
assertion	Baieztapen	0.740	0.442	0.750
assertive	assertive	0.719	0.412	0.770
assess	ebaluatzea	0.698	0.500	0.623
assessment	ebaluazioa	0.750	0.623	0.658
assessor	ebaluatzaile	0.551	0.538	0.764
asset	aktibo	0.797	0.765	0.788
assets	aktibo	0.667	0.613	0.765
asshole	gilipollas	0.133	0.582	0.263
assign	esleitu	0.622	0.417	0.709
assignee	lagapen	0.510	0.462	0.510
assignment	esleipena	0.483	0.398	0.745
assimilate	asimilatzeko	0.559	0.391	0.683
assimilation	asimilazio	0.429	0.378	0.463
assist	laguntzeko	0.833	0.435	0.629
assistance	laguntza	0.656	0.519	0.633
assistant	laguntzaile	0.625	0.390	0.536
associate	elkartua	0.812	0.409	0.625
association	elkarte	0.745	0.500	0.817
assorted	askotariko	0.602	0.460	0.472
assortment	sorta	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	suposatuko	0.698	0.401	0.464
assumed	bere gain hartu	0.612	0.247	0.454
assuming	suposatuz	0.740	0.390	0.526
assumption	hipotesi	0.479	0.431	0.417
assurance	bermea	0.675	0.442	0.704
assure	ziurtatzen	0.910	0.460	0.839
assured	ziurtaturik	0.878	0.327	0.754
assuredly	segur	0.786	0.396	0.833
asterisk	Asteriskoa	0.541	0.288	0.273
asteroid	asteroide	0.430	0.721	0.623
asteroids	asteroideak	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	Asthmatic	0.229	0.706	0.294
astigmatism	astigmatismoa	0.214	0.490	0.429
astonish	harrituko	0.786	0.845	0.658
astonished	harriturik	0.510	0.775	0.574
astonishing	harrigarria	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	Berako	0.680	0.718	0.519
astound	harritu	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	astray	0.098	0.676	0.308
astringent	astringenteak	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	hogei	0.635	0.340	0.500
astronaut	astronauta	0.792	0.601	0.761
astronomer	astronomoa	0.750	0.509	0.735
astronomical	astronomikoa	0.600	0.632	0.726
astronomy	astronomia	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	asilo	0.407	0.330	0.445
asymmetric	asimetrikoa	0.580	0.343	0.465
asymmetry	asimetria	0.476	0.373	0.527
asymptotic	asintotiko	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateismoa	0.276	0.460	0.481
atheist	ateo	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	atleta	0.781	0.718	0.686
athletic	athletic	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	atletismoa	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	giroa	0.604	0.300	0.560
atmospheric	atmosferiko	0.531	0.420	0.594
atoll	Atoloi	0.480	0.408	0.472
atom	atomo	0.510	0.500	0.433
atomic	atomikoa	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	Argazkia	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atarian	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	ankerkeria	0.115	0.844	0.593
atrophy	atrofia	0.177	0.540	0.208
attach	erantsi	0.520	0.363	0.559
attached	erantsita	0.562	0.350	0.439
attachment	eranskina	0.570	0.343	0.500
attack	eraso	0.286	0.948	0.670
attacker	erasotzaile	0.185	0.962	0.629
attacking	erasotzeko	0.276	0.837	0.642
attain	lortzea	0.806	0.510	0.719
attainable	bideragarriak	0.760	0.500	0.759
attainment	lortzera	0.830	0.520	0.940
attempt	saiakera	0.625	0.491	0.431
attempted	saiatu	0.594	0.580	0.567
attend	joateko	0.650	0.420	0.625
attendance	bertaratzea	0.812	0.500	0.592
attendant	attendant	0.580	0.365	0.519
attention	arreta	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	adi	0.812	0.520	0.724
attenuate	Ahuldu	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	attenuation	0.458	0.363	0.464
attest	duenik	0.439	0.710	0.685
attestation	lekukotza	0.234	0.635	0.500
attic	ganbaran	0.521	0.259	0.377
attire	jantzi	0.742	0.388	0.483
attitude	jarrera	0.760	0.644	0.861
attorney	abokatu	0.600	0.594	0.754
attract	erakarri	0.796	0.663	0.769
attraction	erakarpen	0.906	0.774	0.712
attractive	erakargarria	0.906	0.630	0.769
attractiveness	erakargarritasuna	0.938	0.667	0.755
attributable	egozgarriak	0.704	0.430	0.527
attribute	atributu	0.781	0.439	0.795
attribution	eskuduntza	0.646	0.467	0.658
attrition	higadura	0.229	0.540	0.259
auburn	gaztain	0.510	0.240	0.411
auction	enkantean	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	ausarta	0.740	0.875	0.825
audacity	ausardia	0.760	0.755	0.916
audible	akustikoa	0.673	0.370	0.462
audience	ikusleek	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	ikuskaritza	0.375	0.562	0.735
audition	entzunaldia	0.750	0.685	0.615
auditions	entzunaldiak	0.740	0.765	0.596
auditor	ikuskariaren	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	entzunezko	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	ugaritu	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	Abuztu	0.652	0.292	0.462
aunt	izeba	0.667	0.291	0.420
auntie	izeba	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	babespean	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	soila	0.500	0.390	0.422
austerity	austeritate	0.438	0.406	0.534
authentic	benetakoa	0.885	0.510	0.782
authenticate	autentifikatu	0.833	0.480	0.789
authentication	autentifikazio	0.724	0.491	0.750
authenticity	benetakotasuna	0.670	0.548	0.845
author	egileak	0.775	0.343	0.749
authoritative	autoritario	0.636	0.520	0.890
authority	autoritate	0.592	0.592	0.934
authorization	baimen	0.521	0.567	0.817
authorize	baimena	0.772	0.596	0.821
authorized	baimendutako	0.760	0.458	0.815
authorship	egile	0.667	0.635	0.773
autism	autismoa	0.235	0.500	0.447
autistic	autismoaren	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiografikoak	0.909	0.462	0.582
autobiography	autobiografia	0.735	0.284	0.629
autocorrect	zuzenketa automatikoa	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	autógrafa	0.735	0.565	0.473
autographed	autografoak	0.781	0.620	0.625
automated	automatizatu	0.578	0.402	0.632
automatic	automatiko	0.562	0.433	0.664
automobile	automobil	0.753	0.625	0.534
automotive	automobilgintza	0.656	0.520	0.577
autonomy	autonomia	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	Autopsia	0.252	0.650	0.538
autumn	udazkena	0.765	0.204	0.450
auxiliary	osagarriaren	0.622	0.471	0.509
avail	avail	0.800	0.430	0.603
availability	erabilgarritasuna	0.796	0.544	0.600
available	eskuragarri	0.844	0.356	0.623
avalanche	mendizale	0.265	0.915	0.683
avarice	zikoizkeria	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	mendekuan	0.073	0.867	0.559
avenger	mendekatzaile	0.337	0.865	0.670
avenging	avenging	0.143	0.880	0.717
avenue	etorbide	0.677	0.360	0.377
