Word	Urdu-ur	Valence	Arousal	Dominance
ample	کافی	0.744	0.349	0.719
amplification	پرورش	0.690	0.677	0.810
amplify	بڑھاؤ	0.677	0.735	0.827
amplitude	طول و عرض	0.694	0.439	0.692
amply	بس	0.781	0.431	0.766
amputate	بدمعاش	0.092	0.660	0.509
amputation	انفیکشن	0.100	0.755	0.483
amuck	بیکار	0.385	0.602	0.321
amulet	تعویز	0.781	0.260	0.630
amuse	استعمال کرنا	0.812	0.684	0.664
amused	آمیز	0.942	0.847	0.596
amusement	تفریحی	0.929	0.837	0.803
amusing	دلکش	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	انکونڈا	0.146	0.830	0.540
anaesthesia	اینستیکشیشیا	0.350	0.217	0.473
anaesthetic	جمالیاتی	0.449	0.268	0.509
anagram	انگرام	0.552	0.327	0.449
anal	مقعد	0.333	0.798	0.334
analgesic	تجزیاتی	0.417	0.321	0.441
analogous	مطابق	0.531	0.270	0.500
analogue	ینالاگ	0.570	0.320	0.446
analogy	مثالی	0.510	0.367	0.509
analysis	تجزیہ	0.729	0.448	0.705
analyst	تجزیہ کار	0.604	0.415	0.755
analytic	تجزیاتی	0.665	0.521	0.634
analytical	تجزیاتی	0.625	0.324	0.800
analyze	تجزیہ کریں	0.667	0.462	0.710
analyzer	تجزیہ کار	0.625	0.556	0.854
anaphylactic	انتفیکٹ	0.378	0.588	0.500
anarchism	انتشار	0.125	0.804	0.623
anarchist	انتشار	0.204	0.700	0.759
anarchy	انتشار	0.146	0.755	0.620
anastomosis	انساتوموس	0.375	0.470	0.490
anathema	عنہا	0.286	0.490	0.519
anatomic	انتطومی	0.562	0.442	0.546
anatomy	اناتومی	0.562	0.390	0.571
ancestor	پرکھا	0.592	0.388	0.594
ancestral	آبائی	0.640	0.481	0.750
ancestry	باپ دادا	0.708	0.519	0.717
anchor	لنگر	0.520	0.284	0.564
anchorage	لنگر	0.500	0.325	0.639
ancient	قدیم	0.420	0.217	0.439
ancillary	تخیل	0.449	0.442	0.278
androgen	اورروجن	0.255	0.523	0.527
android	لوڈ، اتارنا Android	0.663	0.436	0.500
anecdote	اینٹیڈیٹ	0.583	0.529	0.500
anemia	انماد	0.188	0.327	0.310
anemic	وادی	0.167	0.279	0.155
anemone	اینیمون	0.552	0.538	0.327
anesthesia	اینستیکشیشیا	0.365	0.216	0.394
anesthesiologist	اینٹیکپوالوجیسٹ	0.419	0.224	0.526
anesthetic	جمالیاتی	0.350	0.264	0.482
aneurysm	آورسیسیم	0.115	0.690	0.536
anew	ایک نیا	0.771	0.358	0.385
angel	فرشتہ	0.906	0.158	0.704
angelic	فرشتہ	0.927	0.298	0.668
anger	غصہ	0.167	0.865	0.657
angered	غصہ	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	انجینا	0.230	0.630	0.464
angiogram	انجیوگرام	0.347	0.520	0.465
angiography	اینٹیوگرافی	0.378	0.536	0.520
angle	زاویہ	0.541	0.330	0.455
angling	انگلی	0.625	0.408	0.500
angora	اندورا	0.529	0.425	0.405
angriest	پریشانی	0.094	0.892	0.430
angry	ناراض	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	انگلی	0.167	0.888	0.333
anguish	پریشانی	0.153	0.792	0.265
anguished	پریشان	0.135	0.720	0.307
angular	کونیی	0.449	0.281	0.444
anhydrous	آداب	0.456	0.365	0.355
animal	جانور	0.521	0.510	0.513
animate	متحرک	0.827	0.755	0.635
animated	متحرک	0.823	0.676	0.538
animation	حرکت پذیری	0.888	0.750	0.549
animosity	حرکت پذیری	0.510	0.724	0.545
animus	حرکت پذیری	0.698	0.676	0.466
ankle	ٹخن	0.500	0.274	0.234
anklet	پازیب	0.410	0.276	0.302
annals	کالعدم	0.427	0.610	0.424
annex	ضمیمہ	0.594	0.350	0.458
annexation	ضمیمہ	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	تباہ کرنا	0.115	0.918	0.681
annihilated	تباہ کن	0.080	0.760	0.324
annihilation	تباہی	0.041	0.800	0.591
anniversary	سالگرہ	0.880	0.770	0.723
annotate	تشریح	0.592	0.469	0.441
annotation	تشریح	0.604	0.470	0.619
announce	اعلان کریں	0.694	0.618	0.611
announcement	اعلان	0.729	0.491	0.482
announcer	اعلان کنندہ	0.602	0.570	0.732
annoy	پریشان	0.094	0.765	0.286
annoyance	پریشانی	0.167	0.718	0.342
annoyed	پریشان کن	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	پریشان کن	0.082	0.853	0.348
annoys	پریشان	0.146	0.778	0.435
annual	سالانہ	0.552	0.236	0.500
annuity	نیویگیشن	0.521	0.304	0.527
annul	annul	0.250	0.448	0.364
annular	کلینر	0.310	0.385	0.412
annulment	منسوخ	0.153	0.375	0.447
annulus	نیویگیشن	0.458	0.380	0.376
anointed	عیسی علیہ السلام	0.500	0.368	0.579
anointing	چمتکار	0.653	0.350	0.547
anomalous	ہمدردی	0.281	0.480	0.423
anomaly	بدنام	0.188	0.538	0.404
anon	انون	0.479	0.354	0.298
anonymity	نام نہاد	0.469	0.255	0.430
anonymous	گمنام	0.396	0.291	0.431
anorexic	اندراج	0.160	0.618	0.245
answer	جواب دیں	0.537	0.373	0.661
answerable	جواب دینا	0.708	0.481	0.750
answering	جواب دینا	0.684	0.500	0.607
ant	اینٹی	0.448	0.216	0.216
antagonism	دشمنی	0.224	0.618	0.524
antagonist	مخالفین	0.240	0.615	0.700
antagonistic	متضاد	0.296	0.604	0.565
antagonize	مخالف ہے	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	اینٹی ایڈنٹ	0.427	0.551	0.566
antelope	بدبختی	0.542	0.510	0.500
antenna	اینٹینا	0.521	0.327	0.358
anterior	لنگر	0.510	0.245	0.362
anthem	سرود	0.780	0.343	0.729
anthill	انتھلی	0.327	0.578	0.377
anthology	نظریات	0.338	0.406	0.537
anthrax	انتھراکس	0.188	0.730	0.500
anthropological	نظریاتی	0.367	0.390	0.490
anthropologist	آرتھوپیولوجی	0.551	0.385	0.725
anthropology	آرتھوپیولوجی	0.490	0.367	0.582
anti	مخالف	0.365	0.412	0.384
antiaircraft	اینٹی ویرکچر	0.330	0.622	0.629
antibiotic	اینٹی بائیوٹک	0.510	0.373	0.658
antibiotics	اینٹی بائیوٹیکٹس	0.448	0.406	0.557
antichrist	اینٹی مسیح	0.082	0.837	0.544
anticipate	متوقع	0.622	0.469	0.667
anticipation	متوقع	0.698	0.539	0.711
anticipatory	متوقع	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	اینٹیڈیٹ	0.541	0.490	0.629
antifungal	اینٹیفیلل	0.408	0.412	0.441
antigravity	کشش ثقل کے خلاف	0.430	0.714	0.658
antimony	انتشار	0.378	0.398	0.490
antipathy	اینٹیپیٹی	0.198	0.549	0.393
antiquarian	نسل پرستی	0.500	0.233	0.426
antiquated	نسل پرستی	0.420	0.392	0.236
antique	قدیم	0.634	0.290	0.518
antiques	قدیم چیزیں	0.540	0.370	0.595
antiquity	قدیمت	0.385	0.333	0.556
antiseptic	اینٹی پیپٹیک	0.438	0.370	0.623
antisocial	انتشار	0.146	0.686	0.391
antithesis	عنصر	0.396	0.412	0.536
antithetical	ابدی	0.271	0.509	0.358
antiviral	اینٹی ویرل	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	اینٹی	0.449	0.558	0.417
anus	مقعد	0.347	0.644	0.350
anvil	انجیل	0.380	0.510	0.604
anxiety	تشویش	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	فکر مند	0.281	0.875	0.434
anxiousness	اندیشی	0.235	0.814	0.282
anytime	کسی بھی وقت	0.625	0.461	0.436
aorta	اورتٹا	0.448	0.510	0.542
aortic	امر	0.436	0.540	0.438
apace	تیز	0.536	0.500	0.536
apache	ای میل	0.687	0.469	0.500
apartment	اپارٹمنٹ	0.719	0.393	0.580
apartments	اپارٹمنٹ	0.704	0.337	0.443
apathetic	بے شک	0.188	0.292	0.333
apathy	بے چینی	0.184	0.212	0.204
ape	اے پی پی	0.548	0.389	0.336
aperture	یپرچر	0.612	0.450	0.667
apex	سپیکس	0.570	0.433	0.418
aphid	یفف	0.388	0.473	0.407
aphrodisiac	الف	0.750	0.846	0.667
apiece	معافی	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	معافی	0.050	0.867	0.736
apocalyptic	اپوپلپٹیک	0.173	0.880	0.750
apologetic	معافی	0.479	0.461	0.571
apologist	معافی	0.406	0.429	0.526
apologize	معذرت خواہ	0.551	0.378	0.389
apology	معافی	0.571	0.346	0.402
apostasy	ارتقاء	0.388	0.520	0.517
apostate	مرتکب	0.342	0.500	0.528
apostle	رسول	0.646	0.347	0.732
apostolic	رسول	0.592	0.300	0.717
apostrophe	رسول	0.469	0.368	0.537
apothecary	معافی	0.561	0.328	0.529
appalled	اپیل	0.194	0.792	0.562
appalling	اپنانے	0.160	0.827	0.415
apparatus	سازوسامان	0.375	0.353	0.377
apparel	کپڑے	0.698	0.435	0.453
apparent	واضح	0.473	0.383	0.398
apparently	ظاہر ہے	0.531	0.410	0.426
apparition	ظاہری شکل	0.406	0.573	0.636
appeal	اپیل	0.663	0.598	0.558
appear	ظاہر	0.735	0.506	0.567
appearance	ظہور	0.669	0.490	0.534
appease	اپیل کریں	0.633	0.278	0.434
appellant	اپیلنٹ	0.327	0.588	0.568
append	اپنائیں	0.573	0.464	0.453
appendage	اطاعت	0.229	0.382	0.438
appendectomy	اپ ڈیٹیٹومیشن	0.177	0.670	0.554
appendicitis	اپینڈیکائٹس	0.031	0.640	0.347
appendix	ضمنی	0.365	0.387	0.425
appetite	بھوک	0.704	0.637	0.581
appetizer	اپیٹائزر	0.755	0.560	0.406
appetizing	دھوکہ دہی	0.806	0.657	0.688
applaud	اطمینان	0.865	0.824	0.464
applause	آلات	0.953	0.857	0.621
apple	سیب	0.811	0.300	0.264
apple juice	سیب کا رس	0.765	0.204	0.294
applejack	ایپل جیک	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	آلات	0.582	0.453	0.538
appliances	ایپلائینسز	0.594	0.394	0.567
applicability	درخواست دینا	0.677	0.490	0.741
applicable	قابل اطلاق	0.469	0.430	0.667
applicant	درخواست دہندگان	0.612	0.558	0.688
application	درخواست	0.646	0.445	0.726
apply	لاگو کریں	0.612	0.321	0.667
appoint	مقرر کریں	0.565	0.330	0.509
appointment	تقرری	0.688	0.594	0.547
appointments	تقرری	0.745	0.677	0.625
apportion	تشخیص	0.677	0.490	0.638
apportionment	تشخیص	0.552	0.481	0.453
appraisal	جائزہ	0.417	0.667	0.682
appraise	تشخیص	0.677	0.490	0.696
appreciable	قابل قدر	0.873	0.491	0.778
appreciate	کی تعریف	0.885	0.422	0.741
appreciated	تعریف	0.910	0.434	0.779
appreciates	تعریف کرتا ہے	0.765	0.500	0.656
appreciation	تعریف	0.917	0.529	0.588
appreciative	تعریف	0.857	0.380	0.654
apprehend	رکھنا	0.521	0.624	0.696
apprehension	کشیدگی	0.385	0.720	0.454
apprehensive	شکست	0.406	0.592	0.431
apprentice	تجربہ کار	0.615	0.413	0.452
apprenticeship	اپرنٹس شپ	0.812	0.482	0.643
approach	نقطہ نظر	0.612	0.392	0.610
approaching	قریب	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	منظوری	0.792	0.529	0.774
appropriate	مناسب	0.833	0.368	0.759
appropriation	اختصاص	0.510	0.632	0.717
approval	منظوری	0.854	0.460	0.889
approve	منظور	0.875	0.548	0.741
approved	منظورشدہ	0.833	0.349	0.698
approvement	منظوری	0.880	0.625	0.780
approving	منظور	0.917	0.583	0.773
approximate	تخمینہ	0.551	0.560	0.520
approximately	تقریبا	0.622	0.396	0.538
approximating	قریب	0.583	0.615	0.471
approximation	سنجیدگی	0.582	0.402	0.593
appurtenances	اپورتننس	0.573	0.412	0.547
apricot	خوبانی	0.708	0.320	0.278
apron	تہبند	0.582	0.208	0.245
apt	الف	0.582	0.418	0.382
aptitude	استدلال	0.750	0.471	0.746
aqua	ایکوا	0.656	0.292	0.359
aquamarine	آبیامین	0.729	0.306	0.413
aquarium	ایکویریم	0.663	0.327	0.393
aquatic	آبی	0.677	0.510	0.463
aqueduct	اکاؤنٹس	0.551	0.411	0.534
aqueous	جھوٹ	0.429	0.270	0.310
arable	قابل	0.510	0.350	0.465
arbiter	اربٹر	0.561	0.537	0.814
arbitrary	خود مختار	0.281	0.702	0.686
arbitrate	ثالثی	0.470	0.620	0.682
arbitration	ثالثی	0.587	0.602	0.670
arbitrator	ثالثی	0.385	0.448	0.795
arbor	آربر	0.583	0.490	0.591
arc	آرک	0.552	0.388	0.396
arcade	آرکیڈ	0.676	0.521	0.502
arcane	آرکین	0.500	0.490	0.637
arch	آرک	0.500	0.354	0.468
archaeological	آثار قدیمہ	0.740	0.441	0.660
archaeologist	آثار قدیمہ	0.552	0.451	0.706
archaeology	آثار قدیمہ	0.596	0.358	0.691
archaic	آثار قدیمہ	0.271	0.327	0.332
archangel	آرگنائیل	0.837	0.500	0.708
archbishop	آرکائشی	0.622	0.280	0.776
archdiocese	آرکیڈکیسی	0.400	0.321	0.704
archduke	Archduke	0.458	0.413	0.634
arched	اڑایا	0.582	0.403	0.398
archer	آرچر	0.573	0.622	0.661
archery	تیر اندازی	0.594	0.604	0.589
archetype	آرکیٹائپ	0.448	0.520	0.569
archipelago	آرکیپیڈیا	0.745	0.370	0.592
architect	معمار	0.776	0.442	0.836
architectural	آرکیٹیکچرل	0.729	0.390	0.670
architecture	فن تعمیر	0.820	0.390	0.694
archive	آرکائیو	0.438	0.294	0.527
arctic	آرکٹک	0.615	0.352	0.546
ardent	زبردست	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	سخت	0.344	0.783	0.605
area	رقبہ	0.490	0.306	0.464
arena	میدان	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	ارغ	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	بحث کریں	0.093	0.798	0.525
argument	دلیل	0.510	0.464	0.698
argumentation	دلیل	0.479	0.549	0.760
argumentative	دلائل	0.450	0.531	0.679
arguments	دلائل	0.541	0.602	0.657
arid	ارشاد	0.323	0.333	0.379
arise	اٹھ	0.750	0.582	0.725
aristocracy	ارسٹوکسی	0.688	0.549	0.842
aristocrat	ارسٹوکریٹ	0.583	0.413	0.811
aristocratic	باہمی	0.449	0.519	0.676
arithmetic	ریاضی	0.453	0.460	0.634
ark	کشتی	0.396	0.427	0.543
arm	بازو	0.552	0.285	0.469
armada	آرماڈا	0.408	0.740	0.868
armament	بازو	0.198	0.764	0.810
armaments	ہتھیاروں	0.192	0.839	0.830
armature	بازو	0.510	0.558	0.755
armchair	آرمی چیئر	0.646	0.164	0.339
armed	مسلح	0.188	0.750	0.808
armor	کوچ	0.469	0.625	0.784
armored	بکتر بند	0.469	0.509	0.861
armory	بازی	0.448	0.663	0.800
armpit	بند کریں	0.283	0.439	0.250
arms	ہتھیار	0.464	0.395	0.483
army	فوج	0.417	0.759	0.902
aroma	مہودی	0.823	0.235	0.442
aromatherapy	اروماتراپی	0.847	0.220	0.473
arousal	اچانک	0.791	0.943	0.731
arouse	جلدی	0.740	0.491	0.580
aroused	پریشان	0.708	0.952	0.667
arraignment	آرگنائزیشن	0.406	0.837	0.534
arrange	بندوبست کریں	0.740	0.490	0.571
arranged	اہتمام	0.698	0.531	0.728
arrangement	انتظام	0.625	0.382	0.683
array	صف	0.521	0.396	0.568
arrears	بقایا	0.286	0.485	0.302
arrest	گرفتاری	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	آمد	0.678	0.510	0.474
arrive	آو	0.837	0.406	0.585
arrogance	تکبر	0.143	0.750	0.620
arrogant	پریشان	0.115	0.755	0.580
arrow	تیر	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	ہتھیار	0.365	0.741	0.752
arsenic	ارسنک	0.281	0.472	0.447
arson	چکن	0.133	0.904	0.567
arsonist	ارونسٹسٹ	0.348	0.840	0.500
art	آرٹ	0.812	0.360	0.603
arterial	شدید	0.396	0.510	0.583
artery	مریض	0.396	0.580	0.537
artful	فنکار	0.771	0.608	0.778
arthritis	گٹھری	0.110	0.518	0.345
arthropod	ارتھروپڈ	0.344	0.464	0.434
artichoke	آرکیچک	0.583	0.218	0.287
article	مضمون	0.594	0.280	0.481
articles	مضامین	0.552	0.324	0.565
articulate	آرٹیکل	0.677	0.462	0.618
articulation	آرٹیکل	0.479	0.480	0.591
artifact	فنکار	0.510	0.500	0.566
artifice	فنکار	0.316	0.696	0.482
artificial	مصنوعی	0.306	0.385	0.351
artillery	توپ خانے	0.350	0.912	0.794
artisan	فنکاروں	0.781	0.330	0.411
artist	آرٹسٹ	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	فنکارانہ	0.802	0.646	0.632
artistry	آرٹسٹری	0.823	0.346	0.769
artists	فنکاروں	0.796	0.667	0.741
artwork	آرٹ ورک	0.896	0.368	0.679
arty	آرکی	0.490	0.422	0.388
asap	ASAP	0.571	0.500	0.552
asbestos	ایسوسی ایٹ	0.357	0.481	0.464
ascend	چڑھ جاؤ	0.830	0.620	0.812
ascendancy	چڑھنے	0.724	0.625	0.700
ascendant	چڑھاو	0.656	0.673	0.821
ascending	بڑھتے ہوئے	0.826	0.644	0.777
ascension	طول و عرض	0.765	0.720	0.714
ascent	چڑھائی	0.755	0.627	0.833
ascertain	یقینا	0.560	0.530	0.625
ascertained	معلوم ہوا	0.531	0.529	0.616
ascetic	وائٹ	0.438	0.375	0.472
ash	راھ	0.260	0.210	0.207
ashamed	شرمندہ	0.156	0.588	0.228
ashes	خاور	0.327	0.279	0.142
ashtray	آتش	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	پوچھو	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	سو	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	Aspartame	0.469	0.480	0.322
aspect	پہلو	0.479	0.469	0.588
aspects	پہلوؤں	0.439	0.480	0.565
aspen	Aspen	0.479	0.280	0.395
asphalt	ڈامر	0.479	0.264	0.439
asphyxia	اسفیقیا	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	اطمینان	0.704	0.724	0.675
aspire	خواہش	0.812	0.469	0.722
aspirin	اسپرین	0.479	0.271	0.422
aspiring	خواہش مند	0.844	0.582	0.604
ass	گدا	0.323	0.750	0.345
assail	حملہ	0.378	0.510	0.500
assailant	حملہ آور	0.184	0.868	0.602
assassin	قاتل	0.073	0.933	0.632
assassinate	قتل	0.051	0.969	0.722
assassination	قتل	0.083	0.941	0.525
assault	حملہ	0.167	0.848	0.550
assay	ہمت	0.633	0.559	0.594
assemblage	اسمبلی	0.429	0.452	0.600
assemble	جمع	0.542	0.570	0.750
assembled	جمع	0.663	0.450	0.644
assembly	اسمبلی	0.698	0.500	0.640
assemblyman	اسمبلی	0.430	0.538	0.760
assent	اتفاق	0.615	0.515	0.719
assert	اعتراف	0.750	0.619	0.809
asserting	زور دیا	0.694	0.531	0.736
assertion	دعوی	0.740	0.442	0.750
assertive	زور سے	0.719	0.412	0.770
assess	تشخیص کریں	0.698	0.500	0.623
assessment	تشخیص کے	0.750	0.623	0.658
assessor	تشخیص	0.551	0.538	0.764
asset	اثاثہ	0.797	0.765	0.788
assets	اثاثوں	0.667	0.613	0.765
asshole	گدی	0.133	0.582	0.263
assign	تفویض	0.622	0.417	0.709
assignee	تفویض	0.510	0.462	0.510
assignment	تفویض	0.483	0.398	0.745
assimilate	یقین کرو	0.559	0.391	0.683
assimilation	آس پاس	0.429	0.378	0.463
assist	مدد کریں	0.833	0.435	0.629
assistance	مدد	0.656	0.519	0.633
assistant	اسسٹنٹ	0.625	0.390	0.536
associate	ایسوسی ایٹ	0.812	0.409	0.625
association	ایسوسی ایشن	0.745	0.500	0.817
assorted	مختلف	0.602	0.460	0.472
assortment	درجہ بندی	0.694	0.360	0.526
assuage	گزرنا	0.745	0.255	0.500
assume	فرض کرو	0.698	0.401	0.464
assumed	فرض کیا	0.612	0.247	0.454
assuming	فرض کرنا	0.740	0.390	0.526
assumption	تصور	0.479	0.431	0.417
assurance	یقین دہانی کرائی	0.675	0.442	0.704
assure	یقین ہے	0.910	0.460	0.839
assured	یقین دہانی کرائی	0.878	0.327	0.754
assuredly	یقینا	0.786	0.396	0.833
asterisk	اسٹرک	0.541	0.288	0.273
asteroid	اشارہ	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	دمہ	0.198	0.549	0.227
asthmatic	مہتاکار	0.229	0.706	0.294
astigmatism	عدم استحکام	0.214	0.490	0.429
astonish	چکت کرنا	0.786	0.845	0.658
astonished	حیران	0.510	0.775	0.574
astonishing	حیرت انگیز	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	تعجب	0.680	0.718	0.519
astound	حیران کن	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	گمراہ	0.098	0.676	0.308
astringent	ہتھیار	0.316	0.500	0.474
astrologer	ستارہ	0.594	0.519	0.673
astrology	ستارہ	0.635	0.340	0.500
astronaut	خلائی مسافر	0.792	0.601	0.761
astronomer	astronomer	0.750	0.509	0.735
astronomical	ستارہ	0.600	0.632	0.726
astronomy	ستارے	0.613	0.474	0.722
astute	حیران کن	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	پناہ گزین	0.407	0.330	0.445
asymmetric	ناممکن	0.580	0.343	0.465
asymmetry	بدمعاش	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	الحمد للہ	0.276	0.460	0.481
atheist	بے شک	0.225	0.447	0.377
atheistic	بے شک	0.373	0.481	0.466
atherosclerosis	آئرروسکلروسیس	0.250	0.480	0.343
athlete	کھلاڑی	0.781	0.718	0.686
athletic	ایتھلیٹک	0.857	0.798	0.708
athleticism	ایتھلیٹیکزم	0.750	0.863	0.778
athletics	ایتھلیٹکس	0.831	0.691	0.740
atlas	اٹلی	0.531	0.306	0.554
atmosphere	ماحول	0.604	0.300	0.560
atmospheric	ماحولیات	0.531	0.420	0.594
atoll	ایول	0.480	0.408	0.472
atom	ایٹم	0.510	0.500	0.433
atomic	جوہری	0.327	0.817	0.713
atone	اونٹ	0.418	0.673	0.411
atonement	تعصب	0.550	0.602	0.683
