Word	Maori-mi	Valence	Arousal	Dominance
anaesthetic	whakahuatanga	0.449	0.268	0.509
anagram	tohu	0.552	0.327	0.449
anal	te whakama	0.333	0.798	0.334
analgesic	Tuhinga o mua	0.417	0.321	0.441
analogous	rite tonu	0.531	0.270	0.500
analogue	ana korero	0.570	0.320	0.446
analogy	tauira	0.510	0.367	0.509
analysis	tātari	0.729	0.448	0.705
analyst	kaiatari	0.604	0.415	0.755
analytic	tātari	0.665	0.521	0.634
analytical	tātari	0.625	0.324	0.800
analyze	te tātari	0.667	0.462	0.710
analyzer	kaitohu	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	Tuhinga o mua	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	Tuhinga o mua	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	tupuna	0.592	0.388	0.594
ancestral	tupuna	0.640	0.481	0.750
ancestry	tupuna	0.708	0.519	0.717
anchor	punga	0.520	0.284	0.564
anchorage	tautuhinga	0.500	0.325	0.639
ancient	Tuhinga o mua	0.420	0.217	0.439
ancillary	Tuhinga	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	phi	0.663	0.436	0.500
anecdote	Tuhinga	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	Tuhinga o mua	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	whakahuatanga	0.350	0.264	0.482
aneurysm	anerysm	0.115	0.690	0.536
anew	hou	0.771	0.358	0.385
angel	anahera	0.906	0.158	0.704
angelic	anahera	0.927	0.298	0.668
anger	riri	0.167	0.865	0.657
angered	riri	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	koki	0.541	0.330	0.455
angling	Tuhinga	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	Tuhinga o mua	0.094	0.892	0.430
angry	riri	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	Tuhinga o mua	0.167	0.888	0.333
anguish	pouri	0.153	0.792	0.265
anguished	pouri	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	matewai	0.456	0.365	0.355
animal	kararehe	0.521	0.510	0.513
animate	whakaari	0.827	0.755	0.635
animated	whakaari	0.823	0.676	0.538
animation	whakaari	0.888	0.750	0.549
animosity	haurangi	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	te waewae	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	tau	0.427	0.610	0.424
annex	Tuhinga	0.594	0.350	0.458
annexation	Tuhinga	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	Tuhinga o mua	0.115	0.918	0.681
annihilated	ngarohia	0.080	0.760	0.324
annihilation	Tuhinga o mua	0.041	0.800	0.591
anniversary	whakanui	0.880	0.770	0.723
annotate	whakahuahia	0.592	0.469	0.441
annotation	Tuhinga	0.604	0.470	0.619
announce	whakapuaki	0.694	0.618	0.611
announcement	panui	0.729	0.491	0.482
announcer	kaiwhakatairanga	0.602	0.570	0.732
annoy	he riri	0.094	0.765	0.286
annoyance	riri	0.167	0.718	0.342
annoyed	riri	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	he riri	0.082	0.853	0.348
annoys	ka riri	0.146	0.778	0.435
annual	tau	0.552	0.236	0.500
annuity	Tuhinga	0.521	0.304	0.527
annul	whakakore	0.250	0.448	0.364
annular	Tuhinga o mua	0.310	0.385	0.412
annulment	whakakore	0.153	0.375	0.447
annulus	Tuhinga	0.458	0.380	0.376
anointed	i whakawahia	0.500	0.368	0.579
anointing	te whakawahinga	0.653	0.350	0.547
anomalous	kore	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	ingoa kore	0.469	0.255	0.430
anonymous	ingoa kore	0.396	0.291	0.431
anorexic	kaore he mate	0.160	0.618	0.245
answer	whakautu	0.537	0.373	0.661
answerable	Tuhinga ka whai mai	0.708	0.481	0.750
answering	whakautu	0.684	0.500	0.607
ant	toka	0.448	0.216	0.216
antagonism	aukati	0.224	0.618	0.524
antagonist	kaitautoko	0.240	0.615	0.700
antagonistic	whakahē	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	Tuhinga	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	Tuhinga o mua	0.510	0.245	0.362
anthem	Tuhinga o mua	0.780	0.343	0.729
anthill	Tuhinga o mua	0.327	0.578	0.377
anthology	Tuhinga o mua	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	Tuhinga o mua	0.330	0.622	0.629
antibiotic	antibiotic	0.510	0.373	0.658
antibiotics	patu paturopi	0.448	0.406	0.557
antichrist	anatikaraiti	0.082	0.837	0.544
anticipate	Tuhinga o mua	0.622	0.469	0.667
anticipation	te tumanako	0.698	0.539	0.711
anticipatory	Tuhinga o mua	0.653	0.551	0.682
antics	Tuhinga o mua	0.448	0.740	0.236
antidote	rongoā	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	Tuhinga o mua	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	Tuhinga o mua	0.198	0.549	0.393
antiquarian	Tuhinga o mua	0.500	0.233	0.426
antiquated	Tuhinga o mua	0.420	0.392	0.236
antique	tawhito	0.634	0.290	0.518
antiques	tawhito	0.540	0.370	0.595
antiquity	Tuhinga o mua	0.385	0.333	0.556
antiseptic	Tuhinga o mua	0.438	0.370	0.623
antisocial	Tuhinga o mua	0.146	0.686	0.391
antithesis	Tuhinga o mua	0.396	0.412	0.536
antithetical	Tuhinga whakaheke	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	Tuhinga o mua	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	Tuhinga	0.347	0.644	0.350
anvil	paera	0.380	0.510	0.604
anxiety	manukanuka	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	manukanuka	0.281	0.875	0.434
anxiousness	Tuhinga o mua	0.235	0.814	0.282
anytime	tetahi wa	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	Tuhinga o mua	0.436	0.540	0.438
apace	waatea	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	whare noho	0.719	0.393	0.580
apartments	nga painga	0.704	0.337	0.443
apathetic	kaore e pai	0.188	0.292	0.333
apathy	te ngatahara	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	tuwhera	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	Tuhinga	0.439	0.259	0.383
aplomb	apromb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	Tuhinga o mua	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	mihi	0.551	0.378	0.389
apology	tohaina	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	apotoro	0.646	0.347	0.732
apostolic	apostolic	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	Tuhinga o mua	0.561	0.328	0.529
appalled	ka miharo	0.194	0.792	0.562
appalling	whakaharahara	0.160	0.827	0.415
apparatus	taputapu	0.375	0.353	0.377
apparel	kakahu	0.698	0.435	0.453
apparent	ka kitea	0.473	0.383	0.398
apparently	te āhua	0.531	0.410	0.426
apparition	puta	0.406	0.573	0.636
appeal	karanga	0.663	0.598	0.558
appear	puta	0.735	0.506	0.567
appearance	ahua	0.669	0.490	0.534
appease	toha	0.633	0.278	0.434
appellant	kaitono	0.327	0.588	0.568
append	tāpiri	0.573	0.464	0.453
appendage	tāpiritanga	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	apitihanga	0.365	0.387	0.425
appetite	hiahia	0.704	0.637	0.581
appetizer	te hiahia	0.755	0.560	0.406
appetizing	te kai	0.806	0.657	0.688
applaud	whakahau	0.865	0.824	0.464
applause	whakanui	0.953	0.857	0.621
apple	aporo	0.811	0.300	0.264
apple juice	aporo wai	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	taputapu	0.582	0.453	0.538
appliances	taputapu	0.594	0.394	0.567
applicability	Tuhinga	0.677	0.490	0.741
applicable	whaitake	0.469	0.430	0.667
applicant	kaitono	0.612	0.558	0.688
application	tono	0.646	0.445	0.726
apply	tono	0.612	0.321	0.667
appoint	whakarite	0.565	0.330	0.509
appointment	Tuhinga	0.688	0.594	0.547
appointments	nga whakaritenga	0.745	0.677	0.625
apportion	te wehewehe	0.677	0.490	0.638
apportionment	te wehewehe	0.552	0.481	0.453
appraisal	arohaehae	0.417	0.667	0.682
appraise	te aromatawai	0.677	0.490	0.696
appreciable	he painga	0.873	0.491	0.778
appreciate	mauruuru	0.885	0.422	0.741
appreciated	i paingia	0.910	0.434	0.779
appreciates	ka mihi	0.765	0.500	0.656
appreciation	mihi	0.917	0.529	0.588
appreciative	mihi	0.857	0.380	0.654
apprehend	hopu	0.521	0.624	0.696
apprehension	te wehi	0.385	0.720	0.454
apprehensive	wehi	0.406	0.592	0.431
apprentice	ākonga	0.615	0.413	0.452
apprenticeship	kaupapa ako	0.812	0.482	0.643
approach	huarahi	0.612	0.392	0.610
approaching	tata ana	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	whakaaetanga	0.792	0.529	0.774
appropriate	tika	0.833	0.368	0.759
appropriation	tahua	0.510	0.632	0.717
approval	whakaaetanga	0.854	0.460	0.889
approve	whakaaetia	0.875	0.548	0.741
approved	whakaaetia	0.833	0.349	0.698
approvement	whakatairanga	0.880	0.625	0.780
approving	whakaaetia	0.917	0.583	0.773
approximate	tata	0.551	0.560	0.520
approximately	tata	0.622	0.396	0.538
approximating	tata ana	0.583	0.615	0.471
approximation	whakawhitinga	0.582	0.402	0.593
appurtenances	nga ahuatanga	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	Tuhinga	0.582	0.418	0.382
aptitude	te waatea	0.750	0.471	0.746
aqua	wai	0.656	0.292	0.359
aquamarine	te moana	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	te wai	0.677	0.510	0.463
aqueduct	Tuhinga	0.551	0.411	0.534
aqueous	Tuhinga	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	kaiwhakawa	0.561	0.537	0.814
arbitrary	whakawhitiwhiti	0.281	0.702	0.686
arbitrate	whakawakanga	0.470	0.620	0.682
arbitration	Tuhinga	0.587	0.602	0.670
arbitrator	kaiwhakawa	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	Tuhinga	0.500	0.354	0.468
archaeological	archaeological	0.740	0.441	0.660
archaeologist	kaiwhakaako archaeologist	0.552	0.451	0.706
archaeology	archeology	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	archbishop	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	pereki	0.573	0.622	0.661
archery	pupuhi	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	motu	0.745	0.370	0.592
architect	hoahoa	0.776	0.442	0.836
architectural	hoahoa	0.729	0.390	0.670
architecture	hoahoa	0.820	0.390	0.694
archive	tuhinga	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	Tuhinga o mua	0.500	0.780	0.538
arduous	Tuhinga	0.344	0.783	0.605
area	rohe	0.490	0.306	0.464
arena	waahi	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Tuhinga o mua	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	tautohe	0.093	0.798	0.525
argument	tautohe	0.510	0.464	0.698
argumentation	tautohe	0.479	0.549	0.760
argumentative	tautohe	0.450	0.531	0.679
arguments	nga tautohe	0.541	0.602	0.657
arid	Tuhinga o mua	0.323	0.333	0.379
arise	whakatika	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	Tuhinga	0.453	0.460	0.634
ark	aaka	0.396	0.427	0.543
arm	ringa	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	patu	0.198	0.764	0.810
armaments	taputapu	0.192	0.839	0.830
armature	Tuhinga	0.510	0.558	0.755
armchair	Tuhinga o mua	0.646	0.164	0.339
armed	patu	0.188	0.750	0.808
armor	te patu	0.469	0.625	0.784
armored	ka whakairohia	0.469	0.509	0.861
armory	whare taonga	0.448	0.663	0.800
armpit	Tuhinga	0.283	0.439	0.250
arms	ringa	0.464	0.395	0.483
army	ope	0.417	0.759	0.902
aroma	kakara	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	aro	0.791	0.943	0.731
arouse	whakaoho	0.740	0.491	0.580
aroused	whakaohohia	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	whakarite	0.740	0.490	0.571
arranged	whakaritea	0.698	0.531	0.728
arrangement	whakaritenga	0.625	0.382	0.683
array	raupapa	0.521	0.396	0.568
arrears	Tuhinga	0.286	0.485	0.302
arrest	hopukina	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	tae mai	0.678	0.510	0.474
arrive	tae mai	0.837	0.406	0.585
arrogance	whakapehapeha	0.143	0.750	0.620
arrogant	whakapehapeha	0.115	0.755	0.580
arrow	pere	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	toi	0.812	0.360	0.603
arterial	Tuhinga	0.396	0.510	0.583
artery	Tuhinga o mua	0.396	0.580	0.537
artful	whakahihi	0.771	0.608	0.778
arthritis	Tuhinga o mua	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	Tuhinga	0.594	0.280	0.481
articles	Tuhinga	0.552	0.324	0.565
articulate	whakahua	0.677	0.462	0.618
articulation	Tuhinga	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	Tuhinga	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	toi	0.350	0.912	0.794
artisan	kaimahi	0.781	0.330	0.411
artist	tohunga	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	toi	0.802	0.646	0.632
artistry	toi	0.823	0.346	0.769
artists	toi	0.796	0.667	0.741
artwork	mahi toi	0.896	0.368	0.679
arty	Tuhinga	0.490	0.422	0.388
asap	Tuhinga	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	piki ake	0.830	0.620	0.812
ascendancy	Tuhinga	0.724	0.625	0.700
ascendant	Tuhinga	0.656	0.673	0.821
ascending	ka piki	0.826	0.644	0.777
ascension	Tuhinga o mua	0.765	0.720	0.714
ascent	pikitanga	0.755	0.627	0.833
ascertain	rapu	0.560	0.530	0.625
ascertained	i kitea	0.531	0.529	0.616
ascetic	Tuhinga	0.438	0.375	0.472
ash	pungarehu	0.260	0.210	0.207
ashamed	whakama	0.156	0.588	0.228
ashes	pungarehu	0.327	0.279	0.142
ashtray	potae	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	ui	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	moe	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	te tipareka	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	āhuatanga	0.479	0.469	0.588
aspects	āhuatanga	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	kapi	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	Tuhinga o mua	0.059	0.745	0.412
aspiration	wawata	0.704	0.724	0.675
aspire	hiahia	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	e hiahia ana	0.844	0.582	0.604
ass	kaihe	0.323	0.750	0.345
assail	whakaeke	0.378	0.510	0.500
assailant	Tuhinga o mua	0.184	0.868	0.602
assassin	kohuru	0.073	0.933	0.632
assassinate	kohuru	0.051	0.969	0.722
assassination	kohuru	0.083	0.941	0.525
assault	whakaeke	0.167	0.848	0.550
assay	Tuhinga	0.633	0.559	0.594
assemblage	kohikohi	0.429	0.452	0.600
assemble	huihui	0.542	0.570	0.750
assembled	huihui	0.663	0.450	0.644
assembly	huihuinga	0.698	0.500	0.640
assemblyman	kaimahi	0.430	0.538	0.760
assent	whakaae	0.615	0.515	0.719
assert	whakahua	0.750	0.619	0.809
asserting	whakahua	0.694	0.531	0.736
assertion	Tuhinga	0.740	0.442	0.750
assertive	te taunakitanga	0.719	0.412	0.770
assess	aromatawai	0.698	0.500	0.623
assessment	aromatawai	0.750	0.623	0.658
assessor	kaiwhakaako	0.551	0.538	0.764
asset	taonga	0.797	0.765	0.788
assets	taonga	0.667	0.613	0.765
asshole	Tuhinga	0.133	0.582	0.263
assign	tohua	0.622	0.417	0.709
assignee	kaiwhakahaere	0.510	0.462	0.510
assignment	mahi	0.483	0.398	0.745
assimilate	whakaekea	0.559	0.391	0.683
assimilation	Tuhinga	0.429	0.378	0.463
assist	awhina	0.833	0.435	0.629
assistance	āwhina	0.656	0.519	0.633
assistant	kaiwhakahaere	0.625	0.390	0.536
associate	hoa	0.812	0.409	0.625
association	rōpū	0.745	0.500	0.817
assorted	he whakaheke	0.602	0.460	0.472
assortment	Tuhinga	0.694	0.360	0.526
assuage	whakahua	0.745	0.255	0.500
assume	kawe	0.698	0.401	0.464
assumed	ka mau	0.612	0.247	0.454
assuming	whakaaro	0.740	0.390	0.526
assumption	whakaaro	0.479	0.431	0.417
assurance	Tuhinga	0.675	0.442	0.704
assure	whakapumau	0.910	0.460	0.839
assured	ka akiaki	0.878	0.327	0.754
assuredly	he pono	0.786	0.396	0.833
asterisk	tohu	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	mate pukupuku	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	miharo	0.786	0.845	0.658
astonished	miharo	0.510	0.775	0.574
astonishing	miharo	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	miharo	0.680	0.718	0.519
astound	miharo	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	ka kotiti	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	kairangi	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	hiko	0.792	0.601	0.761
astronomer	kaiauroro	0.750	0.509	0.735
astronomical	tohurangi	0.600	0.632	0.726
astronomy	te wheturangi	0.613	0.474	0.722
astute	ngawari	0.776	0.658	0.827
asunder	Tuhinga o mua	0.208	0.442	0.259
asylum	waahi	0.407	0.330	0.445
asymmetric	Tuhinga	0.580	0.343	0.465
asymmetry	Tuhinga	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	kaupapa mahi	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	atheist	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	kaitakaro	0.781	0.718	0.686
athletic	hākinakina	0.857	0.798	0.708
athleticism	hākinakina	0.750	0.863	0.778
athletics	hākinakina	0.831	0.691	0.740
atlas	Tuhinga	0.531	0.306	0.554
atmosphere	haurangi	0.604	0.300	0.560
atmospheric	Tuhinga o mua	0.531	0.420	0.594
atoll	Tuhinga	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	Tuhinga	0.327	0.817	0.713
atone	te utu	0.418	0.673	0.411
atonement	whakamarie	0.550	0.602	0.683
atpeace	Tuhinga	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	Tuhinga o mua	0.073	0.811	0.445
atrocity	aukati	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	tāpiri	0.520	0.363	0.559
attached	piri	0.562	0.350	0.439
attachment	taapiri	0.570	0.343	0.500
attack	whakaeke	0.286	0.948	0.670
attacker	hoariri	0.185	0.962	0.629
attacking	whakaeke	0.276	0.837	0.642
attain	tae	0.806	0.510	0.719
attainable	ka taea	0.760	0.500	0.759
attainment	whakatutuki	0.830	0.520	0.940
attempt	ngana ngana	0.625	0.491	0.431
attempted	te ngana	0.594	0.580	0.567
attend	haere	0.650	0.420	0.625
attendance	haere	0.812	0.500	0.592
attendant	kaimahi	0.580	0.365	0.519
attention	aro	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	whakarongo	0.812	0.520	0.724
attenuate	ateneua	0.408	0.302	0.429
attenuated	i whakaurua	0.449	0.280	0.298
attenuation	Tuhinga	0.458	0.363	0.464
attest	tohu	0.439	0.710	0.685
attestation	tohu	0.234	0.635	0.500
attic	kaukau	0.521	0.259	0.377
attire	kakahu	0.742	0.388	0.483
attitude	whakaaro	0.760	0.644	0.861
attorney	kaitohutohu	0.600	0.594	0.754
attract	kukume	0.796	0.663	0.769
attraction	te waahi	0.906	0.774	0.712
attractive	ātaahua	0.906	0.630	0.769
attractiveness	ātaahua	0.938	0.667	0.755
attributable	he huanga	0.704	0.430	0.527
attribute	huanga	0.781	0.439	0.795
attribution	tuku	0.646	0.467	0.658
attrition	kairangi	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	Tuhinga o mua	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	te hihiri	0.740	0.875	0.825
audacity	te maia	0.760	0.755	0.916
audible	whakarongo	0.673	0.370	0.462
audience	whakarongo	0.698	0.610	0.613
audio	ororongo	0.709	0.425	0.370
audit	arotake	0.375	0.562	0.735
audition	whakaari	0.750	0.685	0.615
auditions	Tuhinga	0.740	0.765	0.596
auditor	kaiwhakahaere	0.582	0.571	0.726
auditorium	whare karakia	0.529	0.490	0.538
auditory	Tuhinga	0.531	0.481	0.570
aught	tetahi	0.418	0.135	0.217
augment	whakanui	0.650	0.683	0.645
augmentation	whakanui	0.714	0.613	0.850
august	Tuhinga o mua	0.652	0.292	0.462
aunt	whaea	0.667	0.291	0.420
auntie	Tuhinga o mua	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	Tuhinga	0.542	0.500	0.634
auspicious	he pai	0.562	0.635	0.669
austere	Tuhinga o mua	0.500	0.390	0.422
austerity	Tuhinga o mua	0.438	0.406	0.534
authentic	pono	0.885	0.510	0.782
authenticate	te tautuhi	0.833	0.480	0.789
authentication	te whakamotuhēhētanga	0.724	0.491	0.750
authenticity	pono	0.670	0.548	0.845
author	kaituhi	0.775	0.343	0.749
authoritative	mana	0.636	0.520	0.890
authority	mana	0.592	0.592	0.934
authorization	whakaaetanga	0.521	0.567	0.817
authorize	whakamana	0.772	0.596	0.821
authorized	whakaaetia	0.760	0.458	0.815
authorship	kaituhi	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
autocorrect	whakatikatika	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	taunoa	0.781	0.620	0.625
automated	taunoa	0.578	0.402	0.632
automatic	aunoa	0.562	0.433	0.664
automobile	motokā	0.753	0.625	0.534
automotive	motopaika	0.656	0.520	0.577
autonomy	te mana motuhake	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	ngahuru	0.765	0.204	0.450
auxiliary	awhina	0.622	0.471	0.509
avail	Tuhinga	0.800	0.430	0.603
availability	wātea	0.796	0.544	0.600
available	wātea	0.844	0.356	0.623
avalanche	avalanche	0.265	0.915	0.683
avarice	Tuhinga	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	utu	0.073	0.867	0.559
avenger	kaihoko	0.337	0.865	0.670
avenging	utu	0.143	0.880	0.717
avenue	ara	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	toharite	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	whakaheke	0.253	0.569	0.492
averseness	Tuhinga	0.296	0.606	0.528
aversion	Tuhinga	0.074	0.663	0.525
avert	whakakore	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	rererangi	0.708	0.646	0.741
aviator	Tuhinga o mua	0.615	0.700	0.644
