Word	Thai-th	Valence	Arousal	Dominance
alternate	สลับกัน	0.625	0.363	0.589
alternating	สลับกัน	0.480	0.494	0.542
alternative	ทางเลือก	0.628	0.373	0.631
altimeter	เครื่องวัดระยะสูง	0.615	0.510	0.580
altitude	ระดับความสูง	0.708	0.482	0.736
alto	อัลโต	0.656	0.404	0.730
altogether	โดยสิ้นเชิง	0.833	0.324	0.644
aluminum	อลูมิเนียม	0.449	0.280	0.434
alumnus	ศิษย์เก่า	0.633	0.368	0.422
alveolar	ถุง	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	สิ่งผสมกัน	0.438	0.333	0.510
amalgamation	การรวม	0.406	0.470	0.531
amaretto	Amaretto	0.543	0.551	0.375
amass	สะสม	0.552	0.465	0.465
amateur	มือสมัครเล่น	0.469	0.500	0.409
amaze	ตะลึงพรึงเพริด	0.896	0.843	0.783
amazed	ประหลาดใจ	0.796	0.779	0.533
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	ความประหลาดใจ	0.750	0.800	0.639
amazing	น่าอัศจรรย์	0.906	0.837	0.849
amazingly	ที่น่าอัศจรรย์ใจ	0.918	0.765	0.920
ambassador	ทูต	0.651	0.529	0.917
amber	สีเหลืองอำพัน	0.635	0.308	0.369
ambience	บรรยากาศ	0.735	0.356	0.426
ambient	ล้อมรอบ	0.625	0.360	0.582
ambiguity	ความคลุมเครือ	0.164	0.460	0.370
ambiguous	คลุมเครือ	0.265	0.462	0.358
ambit	วง	0.479	0.380	0.386
ambition	ความทะเยอทะยาน	0.510	0.804	0.661
ambitious	ทะเยอทะยาน	0.484	0.821	0.717
ambivalent	สับสน	0.510	0.404	0.482
ambrosia	อาหารทิพย์	0.571	0.452	0.480
ambulance	รถพยาบาล	0.500	0.750	0.609
ambush	ที่ซุ่ม	0.281	0.830	0.500
ameliorate	ผดุง	0.770	0.548	0.747
amen	สาธุ	0.781	0.182	0.542
amenable	รับผิดชอบ	0.448	0.410	0.406
amend	แก้ไข	0.688	0.406	0.658
amendment	การแก้ไข	0.531	0.459	0.606
amends	การชดเชย	0.640	0.366	0.517
amenity	ความดี	0.750	0.327	0.574
amethyst	พลอยสีม่วง	0.622	0.406	0.517
amiable	มีอัธยาศัยดี	0.847	0.290	0.483
amicable	เป็นมิตร	0.875	0.330	0.507
amid	ท่ามกลาง	0.510	0.340	0.256
amidst	ท่ามกลาง	0.480	0.330	0.316
amino	อะมิโน	0.551	0.402	0.433
ammo	กระสุน	0.323	0.765	0.621
ammonia	สารแอมโมเนีย	0.292	0.587	0.409
ammonium	แอมโมเนียม	0.354	0.396	0.368
ammunition	กระสุน	0.338	0.635	0.667
amnesia	ความจำเสื่อม	0.296	0.330	0.308
amnesty	นิรโทษกรรม	0.551	0.451	0.814
amorous	เกี่ยวกับความรัก	0.844	0.670	0.636
amorphous	ไม่มีรูปร่าง	0.327	0.402	0.349
amortization	ค่าตัดจำหน่าย	0.592	0.491	0.522
amount	จำนวน	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	แอมป์	0.439	0.393	0.375
ampersand	เครื่องหมาย	0.480	0.448	0.483
amphetamines	ยาบ้า	0.133	0.667	0.526
amphibian	สัตว์ครึ่งบกครึ่งน้ำ	0.427	0.357	0.474
amphibious	สะเทินน้ำสะเทินบก	0.479	0.346	0.445
amphitheater	อัฒจันทร์	0.653	0.480	0.545
ample	กว้างขวาง	0.744	0.349	0.719
amplification	การขยาย	0.690	0.677	0.810
amplify	ขยาย	0.677	0.735	0.827
amplitude	ความกว้าง	0.694	0.439	0.692
amply	อย่างพอเพียง	0.781	0.431	0.766
amputate	ตัดแขนขา	0.092	0.660	0.509
amputation	การตัดแขนขา	0.100	0.755	0.483
amuck	อาละวาด	0.385	0.602	0.321
amulet	เครื่องราง	0.781	0.260	0.630
amuse	เป็นที่ชอบใจ	0.812	0.684	0.664
amused	ขบขัน	0.942	0.847	0.596
amusement	มหรสพ	0.929	0.837	0.803
amusing	น่าขบขัน	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	งูใหญ่	0.146	0.830	0.540
anaesthesia	การระงับความรู้สึก	0.350	0.217	0.473
anaesthetic	ยาชา	0.449	0.268	0.509
anagram	แอนนาแกรม	0.552	0.327	0.449
anal	ทางทวารหนัก	0.333	0.798	0.334
analgesic	ยาแก้ปวด	0.417	0.321	0.441
analogous	คล้ายคลึง	0.531	0.270	0.500
analogue	อนาล็อก	0.570	0.320	0.446
analogy	การเปรียบเทียบ	0.510	0.367	0.509
analysis	การวิเคราะห์	0.729	0.448	0.705
analyst	นักวิเคราะห์	0.604	0.415	0.755
analytic	วิเคราะห์	0.665	0.521	0.634
analytical	การวิเคราะห์	0.625	0.324	0.800
analyze	วิเคราะห์	0.667	0.462	0.710
analyzer	วิเคราะห์	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	อนาธิปไตย	0.125	0.804	0.623
anarchist	ผู้นิยมอนาธิปไตย	0.204	0.700	0.759
anarchy	อนาธิปไตย	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	คำสาปแช่ง	0.286	0.490	0.519
anatomic	เกี่ยวกับกายวิภาค	0.562	0.442	0.546
anatomy	กายวิภาคศาสตร์	0.562	0.390	0.571
ancestor	บรรพบุรุษ	0.592	0.388	0.594
ancestral	บรรพบุรุษ	0.640	0.481	0.750
ancestry	บรรพบุรุษ	0.708	0.519	0.717
anchor	สมอ	0.520	0.284	0.564
anchorage	ที่ทอดสมอ	0.500	0.325	0.639
ancient	โบราณ	0.420	0.217	0.439
ancillary	ขึ้นอยู่กับ	0.449	0.442	0.278
androgen	แอนโดรเจน	0.255	0.523	0.527
android	หุ่นยนต์	0.663	0.436	0.500
anecdote	เกร็ดพงศาวดาร	0.583	0.529	0.500
anemia	โรคโลหิตจาง	0.188	0.327	0.310
anemic	โรคโลหิตจาง	0.167	0.279	0.155
anemone	ดอกไม้ชนิดหนึ่ง	0.552	0.538	0.327
anesthesia	การระงับความรู้สึก	0.365	0.216	0.394
anesthesiologist	หม้อที่ให้ยาสลบ	0.419	0.224	0.526
anesthetic	ยาชา	0.350	0.264	0.482
aneurysm	ปากทาง	0.115	0.690	0.536
anew	ใหม่	0.771	0.358	0.385
angel	นางฟ้า	0.906	0.158	0.704
angelic	ดีงาม	0.927	0.298	0.668
anger	ความโกรธ	0.167	0.865	0.657
angered	โกรธ	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	โรคหลอดเลือดหัวใจตีบ	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	มุม	0.541	0.330	0.455
angling	การตกปลา	0.625	0.408	0.500
angora	ผ้าสักหลาดขนแพะ	0.529	0.425	0.405
angriest	โมโหโกรธา	0.094	0.892	0.430
angry	โกรธ	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ความทุกข์	0.167	0.888	0.333
anguish	ความปวดร้าว	0.153	0.792	0.265
anguished	กดขี่	0.135	0.720	0.307
angular	เชิงมุม	0.449	0.281	0.444
anhydrous	ไม่มีน้ำ	0.456	0.365	0.355
animal	สัตว์	0.521	0.510	0.513
animate	มีชีวิต	0.827	0.755	0.635
animated	มีชีวิตชีวา	0.823	0.676	0.538
animation	ภาพเคลื่อนไหว	0.888	0.750	0.549
animosity	ความเป็นปรปักษ์	0.510	0.724	0.545
animus	ความเกลียดชัง	0.698	0.676	0.466
ankle	ข้อเท้า	0.500	0.274	0.234
anklet	กำไลข้อเท้า	0.410	0.276	0.302
annals	ประชุมพงศาวดาร	0.427	0.610	0.424
annex	ภาคผนวก	0.594	0.350	0.458
annexation	การผนวก	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ทำลาย	0.115	0.918	0.681
annihilated	วินาศ	0.080	0.760	0.324
annihilation	การทำลายล้าง	0.041	0.800	0.591
anniversary	วันครบรอบ	0.880	0.770	0.723
annotate	อธิบาย	0.592	0.469	0.441
annotation	คำอธิบายประกอบ	0.604	0.470	0.619
announce	ประกาศ	0.694	0.618	0.611
announcement	การประกาศ	0.729	0.491	0.482
announcer	ผู้ประกาศข่าว	0.602	0.570	0.732
annoy	รบกวน	0.094	0.765	0.286
annoyance	ความน่ารำคาญ	0.167	0.718	0.342
annoyed	รำคาญ	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	น่ารำคาญ	0.082	0.853	0.348
annoys	รำคาญ	0.146	0.778	0.435
annual	ประจำปี	0.552	0.236	0.500
annuity	เงินปี	0.521	0.304	0.527
annul	ยกเลิก	0.250	0.448	0.364
annular	เป็นรูปวงแหวน	0.310	0.385	0.412
annulment	การเพิกถอน	0.153	0.375	0.447
annulus	ห่วง	0.458	0.380	0.376
anointed	ทรงเจิมไว้	0.500	0.368	0.579
anointing	เจิม	0.653	0.350	0.547
anomalous	ผิดปกติ	0.281	0.480	0.423
anomaly	ความผิดปกติ	0.188	0.538	0.404
anon	ไม่ช้า	0.479	0.354	0.298
anonymity	ไม่เปิดเผยชื่อ	0.469	0.255	0.430
anonymous	ไม่ระบุชื่อ	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	ตอบ	0.537	0.373	0.661
answerable	ที่ตอบได้	0.708	0.481	0.750
answering	ตอบ	0.684	0.500	0.607
ant	มด	0.448	0.216	0.216
antagonism	การเป็นปรปักษ์กัน	0.224	0.618	0.524
antagonist	ศัตรู	0.240	0.615	0.700
antagonistic	เป็นศัตรูกัน	0.296	0.604	0.565
antagonize	ทำให้ไม่ถูกกัน	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	มาก่อน	0.427	0.551	0.566
antelope	ละมั่ง	0.542	0.510	0.500
antenna	เสาอากาศ	0.521	0.327	0.358
anterior	หน้า	0.510	0.245	0.362
anthem	เพลงชาติ	0.780	0.343	0.729
anthill	จอมปลวก	0.327	0.578	0.377
anthology	กวีนิพนธ์	0.338	0.406	0.537
anthrax	โรคระบาดสัตว์	0.188	0.730	0.500
anthropological	มานุษยวิทยา	0.367	0.390	0.490
anthropologist	นักมานุษยวิทยา	0.551	0.385	0.725
anthropology	มานุษยวิทยา	0.490	0.367	0.582
anti	ต่อต้าน	0.365	0.412	0.384
antiaircraft	ต่อสู้อากาศยาน	0.330	0.622	0.629
antibiotic	ยาปฏิชีวนะ	0.510	0.373	0.658
antibiotics	ยาปฏิชีวนะ	0.448	0.406	0.557
antichrist	มาร	0.082	0.837	0.544
anticipate	คาดหวัง	0.622	0.469	0.667
anticipation	ความคาดหมาย	0.698	0.539	0.711
anticipatory	ที่มุ่งหวัง	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	ยาแก้พิษ	0.541	0.490	0.629
antifungal	เชื้อรา	0.408	0.412	0.441
antigravity	ต้านแรงโน้มถ่วง	0.430	0.714	0.658
antimony	พลวง	0.378	0.398	0.490
antipathy	ความเกลียดชัง	0.198	0.549	0.393
antiquarian	โบราณ	0.500	0.233	0.426
antiquated	โบราณ	0.420	0.392	0.236
antique	โบราณ	0.634	0.290	0.518
antiques	ของเก่า	0.540	0.370	0.595
antiquity	สมัยโบราณ	0.385	0.333	0.556
antiseptic	ยาฆ่าเชื้อโรค	0.438	0.370	0.623
antisocial	ต่อต้านสังคม	0.146	0.686	0.391
antithesis	สิ่งที่ตรงกันข้าม	0.396	0.412	0.536
antithetical	ถือ	0.271	0.509	0.358
antiviral	ต้านไวรัส	0.459	0.470	0.549
antler	เขากวาง	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	ทวารหนัก	0.347	0.644	0.350
anvil	ทั่งตีเหล็กหรือตีทอง	0.380	0.510	0.604
anxiety	ความกังวล	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	กระวนกระวาย	0.281	0.875	0.434
anxiousness	ความกังวล	0.235	0.814	0.282
anytime	ทุกที่ทุกเวลา	0.625	0.461	0.436
aorta	เส้นเลือดใหญ่	0.448	0.510	0.542
aortic	หลอดเลือด	0.436	0.540	0.438
apace	อย่างเร็ว	0.536	0.500	0.536
apache	อาปาเช่	0.687	0.469	0.500
apartment	อพาร์ทเม้น	0.719	0.393	0.580
apartments	พาร์ทเมนท์	0.704	0.337	0.443
apathetic	ไม่แยแส	0.188	0.292	0.333
apathy	ความไม่แยแส	0.184	0.212	0.204
ape	จ๋อ	0.548	0.389	0.336
aperture	รู	0.612	0.450	0.667
apex	ปลาย	0.570	0.433	0.418
aphid	เพลี้ย	0.388	0.473	0.407
aphrodisiac	ยาโป๊	0.750	0.846	0.667
apiece	คนละ	0.439	0.259	0.383
aplomb	ความมั่นใจในตนเอง	0.500	0.509	0.582
apocalypse	คัมภีร์ของศาสนาคริสต์	0.050	0.867	0.736
apocalyptic	สันทราย	0.173	0.880	0.750
apologetic	เชิงขอโทษ	0.479	0.461	0.571
apologist	ผู้ขอโทษ	0.406	0.429	0.526
apologize	ขอโทษ	0.551	0.378	0.389
apology	คำขอโทษ	0.571	0.346	0.402
apostasy	การละทิ้งศาสนา	0.388	0.520	0.517
apostate	นอกศาสนา	0.342	0.500	0.528
apostle	สาวก	0.646	0.347	0.732
apostolic	สมเด็จพระสังฆราช	0.592	0.300	0.717
apostrophe	จุดลูกน้ำ	0.469	0.368	0.537
apothecary	เภสัชกร	0.561	0.328	0.529
appalled	ตกใจ	0.194	0.792	0.562
appalling	น่ากลัว	0.160	0.827	0.415
apparatus	อุปกรณ์	0.375	0.353	0.377
apparel	เครื่องนุ่งห่ม	0.698	0.435	0.453
apparent	เห็นได้ชัด	0.473	0.383	0.398
apparently	เด่นชัด	0.531	0.410	0.426
apparition	ผี	0.406	0.573	0.636
appeal	อุทธรณ์	0.663	0.598	0.558
appear	ปรากฏ	0.735	0.506	0.567
appearance	การปรากฏ	0.669	0.490	0.534
appease	เอาใจ	0.633	0.278	0.434
appellant	ผู้อุทธรณ์	0.327	0.588	0.568
append	ผนวก	0.573	0.464	0.453
appendage	รยางค์	0.229	0.382	0.438
appendectomy	ไส้ติ่ง	0.177	0.670	0.554
appendicitis	ไส้ติ่งอับเสบ	0.031	0.640	0.347
appendix	ภาคผนวก	0.365	0.387	0.425
appetite	ความกระหาย	0.704	0.637	0.581
appetizer	อาหารจานหลัก	0.755	0.560	0.406
appetizing	น่ารับประทาน	0.806	0.657	0.688
applaud	ปรบมือ	0.865	0.824	0.464
applause	การปรบมือ	0.953	0.857	0.621
apple	แอปเปิ้ล	0.811	0.300	0.264
apple juice	น้ำแอปเปิ้ล	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	ซอสแอปเปิ้ล	0.750	0.167	0.291
appliance	เครื่องใช้	0.582	0.453	0.538
appliances	เครื่องใช้ไฟฟ้า	0.594	0.394	0.567
applicability	การบังคับใช้	0.677	0.490	0.741
applicable	เหมาะสม	0.469	0.430	0.667
applicant	ผู้ขอ	0.612	0.558	0.688
application	ใบสมัคร	0.646	0.445	0.726
apply	ใช้	0.612	0.321	0.667
appoint	แต่งตั้ง	0.565	0.330	0.509
