Word	Shona-sn	Valence	Arousal	Dominance
anarchy	hutsinye	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	madzitateguru	0.592	0.388	0.594
ancestral	madzitateguru	0.640	0.481	0.750
ancestry	madzitateguru	0.708	0.519	0.717
anchor	Anchor	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	kare	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anesthetic	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	anew	0.771	0.358	0.385
angel	ngirozi	0.906	0.158	0.704
angelic	ngirozi	0.927	0.298	0.668
anger	hasha	0.167	0.865	0.657
angered	akatsamwa	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	angle	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	kutsamwa	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	kurwadziwa	0.153	0.792	0.265
anguished	kunetseka	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	mhuka	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	kuvenga	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ankle	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	chikwata	0.594	0.350	0.458
annexation	kuwedzera	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	kuparadza	0.115	0.918	0.681
annihilated	kuparadzwa	0.080	0.760	0.324
annihilation	kuparadza	0.041	0.800	0.591
anniversary	mhembero	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	annotation	0.604	0.470	0.619
announce	kuzivisa	0.694	0.618	0.611
announcement	chiziviso	0.729	0.491	0.482
announcer	muparidzi	0.602	0.570	0.732
annoy	kuvhiringidza	0.094	0.765	0.286
annoyance	kushungurudzika	0.167	0.718	0.342
annoyed	akagumbura	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	zvinoshungurudza	0.082	0.853	0.348
annoys	zvinotsamwisa	0.146	0.778	0.435
annual	gore negore	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	annul	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	annulment	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	akazodzwa	0.500	0.368	0.579
anointing	anozodza	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	kusazivikanwa	0.469	0.255	0.430
anonymous	anonymous	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	mhinduro	0.537	0.373	0.661
answerable	inopindurwa	0.708	0.481	0.750
answering	answer	0.684	0.500	0.607
ant	nyere	0.448	0.216	0.216
antagonism	kupesana	0.224	0.618	0.524
antagonist	mushori	0.240	0.615	0.700
antagonistic	zvinopesana	0.296	0.604	0.565
antagonize	antagonze	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	rwiyo	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotic	0.510	0.373	0.658
antibiotics	antibiotics	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	tarisira	0.622	0.469	0.667
anticipation	kutarisira	0.698	0.539	0.711
anticipatory	kutarisira	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	kupesana	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	antiquated	0.420	0.392	0.236
antique	antique	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	kare	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	kushamwaridzana	0.146	0.686	0.391
antithesis	kushandiswa	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	kuzvidya mwoyo	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	kuzvidya mwoyo	0.281	0.875	0.434
anxiousness	kuzvidya mwoyo	0.235	0.814	0.282
anytime	chero nguva	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	gorofa	0.719	0.393	0.580
apartments	flats	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	kusafarira	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	aperture	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	apiece	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	Apocalypse	0.050	0.867	0.736
apocalyptic	Apocalyptic	0.173	0.880	0.750
apologetic	apologetic	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	Kumbira ruregerero	0.551	0.378	0.389
apology	kukumbira ruregerero	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	mupostori	0.646	0.347	0.732
apostolic	apostolic	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	akashamisika	0.194	0.792	0.562
appalling	zvinotyisa	0.160	0.827	0.415
apparatus	apparatus	0.375	0.353	0.377
apparel	nguo	0.698	0.435	0.453
apparent	zviri pachena	0.473	0.383	0.398
apparently	zviri pachena	0.531	0.410	0.426
apparition	apparition	0.406	0.573	0.636
appeal	kukwidza	0.663	0.598	0.558
appear	kuonekwa	0.735	0.506	0.567
appearance	kuonekwa	0.669	0.490	0.534
appease	kufadza	0.633	0.278	0.434
appellant	muchengeti	0.327	0.588	0.568
append	shingairira	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	appendix	0.365	0.387	0.425
appetite	chido	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	kufadza	0.806	0.657	0.688
applaud	kuomba	0.865	0.824	0.464
applause	applause	0.953	0.857	0.621
apple	apple	0.811	0.300	0.264
apple juice	apple juice	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	appliance	0.582	0.453	0.538
appliances	midziyo	0.594	0.394	0.567
applicability	kushanda	0.677	0.490	0.741
applicable	inoshanda	0.469	0.430	0.667
applicant	mudzidzisi	0.612	0.558	0.688
application	kushandiswa	0.646	0.445	0.726
apply	apply	0.612	0.321	0.667
appoint	sarudza	0.565	0.330	0.509
appointment	kusangana	0.688	0.594	0.547
appointments	masangano	0.745	0.677	0.625
apportion	kugovana	0.677	0.490	0.638
apportionment	kugovana	0.552	0.481	0.453
appraisal	kuongorora	0.417	0.667	0.682
appraise	kuverenga	0.677	0.490	0.696
appreciable	vanokoshesa	0.873	0.491	0.778
appreciate	vanoonga	0.885	0.422	0.741
appreciated	vanokoshesa	0.910	0.434	0.779
appreciates	anoonga	0.765	0.500	0.656
appreciation	kuonga	0.917	0.529	0.588
appreciative	kuonga	0.857	0.380	0.654
apprehend	tora	0.521	0.624	0.696
apprehension	kunetseka	0.385	0.720	0.454
apprehensive	kutya	0.406	0.592	0.431
apprentice	dzidza	0.615	0.413	0.452
apprenticeship	kudzidzira	0.812	0.482	0.643
approach	kuswedera pedyo	0.612	0.392	0.610
approaching	kuswedera	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	kubvumirwa	0.792	0.529	0.774
appropriate	zvakakodzera	0.833	0.368	0.759
appropriation	kukodzera	0.510	0.632	0.717
approval	kugamuchirwa	0.854	0.460	0.889
approve	bvuma	0.875	0.548	0.741
approved	akabvumidzwa	0.833	0.349	0.698
approvement	kubvumirana	0.880	0.625	0.780
approving	kuvabvumira	0.917	0.583	0.773
approximate	approximate	0.551	0.560	0.520
approximately	zvishoma	0.622	0.396	0.538
approximating	kufanana	0.583	0.615	0.471
approximation	kuenzanirana	0.582	0.402	0.593
appurtenances	zvikwereti	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	mumvura	0.677	0.510	0.463
aqueduct	mugwagwa	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	zvinopesana	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	kubvumirana	0.587	0.602	0.670
arbitrator	arbitrator	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arch	0.500	0.354	0.468
archaeological	archaeological	0.740	0.441	0.660
archaeologist	archaeologist	0.552	0.451	0.706
archaeology	archaeology	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	ngirozi huru	0.837	0.500	0.708
archbishop	archbishopu	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	mupfuri	0.573	0.622	0.661
archery	archery	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	archipelago	0.745	0.370	0.592
architect	architect	0.776	0.442	0.836
architectural	zvivakwa	0.729	0.390	0.670
architecture	architecture	0.820	0.390	0.694
archive	archive	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	kushamwaridzana	0.500	0.780	0.538
arduous	zvinonetsa	0.344	0.783	0.605
area	nzvimbo	0.490	0.306	0.464
arena	Arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	kupopotedzana	0.093	0.798	0.525
argument	kukakavara	0.510	0.464	0.698
argumentation	kukakavara	0.479	0.549	0.760
argumentative	kukakavara	0.450	0.531	0.679
arguments	nharo	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	simuka	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	mutongi	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	arithmetic	0.453	0.460	0.634
ark	areka	0.396	0.427	0.543
arm	ruoko	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	zvombo	0.198	0.764	0.810
armaments	zvombo	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	armchair	0.646	0.164	0.339
armed	akazvigadzirira	0.188	0.750	0.808
armor	zvombo	0.469	0.625	0.784
armored	armored	0.469	0.509	0.861
armory	armory	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	maoko	0.464	0.395	0.483
army	Mauto	0.417	0.759	0.902
aroma	kunhuwirira	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	kumutsa	0.740	0.491	0.580
aroused	wakamutsa	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	ronga	0.740	0.490	0.571
arranged	akaronga	0.698	0.531	0.728
arrangement	urongwa	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	zvizere	0.286	0.485	0.302
arrest	kusungwa	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	kusvika	0.678	0.510	0.474
arrive	arri	0.837	0.406	0.585
arrogance	kuzvikudza	0.143	0.750	0.620
arrogant	vanozvikudza	0.115	0.755	0.580
arrow	museve	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	unyanzvi	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	ariti	0.396	0.580	0.537
artful	unyanzvi	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	chinyorwa	0.594	0.280	0.481
articles	nyaya	0.552	0.324	0.565
articulate	kutaura	0.677	0.462	0.618
articulation	kutaura	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	chikonzero	0.306	0.385	0.351
artillery	zvombo	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	munyori	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistic	0.802	0.646	0.632
artistry	artistry	0.823	0.346	0.769
artists	artists	0.796	0.667	0.741
artwork	mifananidzo	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	kukwira	0.830	0.620	0.812
ascendancy	kukwira	0.724	0.625	0.700
ascendant	ascending	0.656	0.673	0.821
ascending	kukwira	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	Ascent	0.755	0.627	0.833
ascertain	ona	0.560	0.530	0.625
ascertained	vakaona	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	ash	0.260	0.210	0.207
ashamed	nyara	0.156	0.588	0.228
ashes	madota	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	bvunza	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	akarara	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asperagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspect	0.479	0.469	0.588
aspects	zvinhu	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asphalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	aspiration	0.704	0.724	0.675
aspire	aspire	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	mbongoro	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	kurwisa	0.184	0.868	0.602
assassin	muurayi	0.073	0.933	0.632
assassinate	kuuraya	0.051	0.969	0.722
assassination	kuurayiwa	0.083	0.941	0.525
assault	kurwisa	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	sangana	0.542	0.570	0.750
assembled	akaungana	0.663	0.450	0.644
assembly	kereke	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	bvuma	0.615	0.515	0.719
assert	taura	0.750	0.619	0.809
asserting	achitaura	0.694	0.531	0.736
assertion	kutaura	0.740	0.442	0.750
assertive	kutsigira	0.719	0.412	0.770
assess	kuongorora	0.698	0.500	0.623
assessment	kuongorora	0.750	0.623	0.658
assessor	muongorori	0.551	0.538	0.764
asset	assets	0.797	0.765	0.788
assets	assets	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	sarudza	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	basa	0.483	0.398	0.745
assimilate	assimilate	0.559	0.391	0.683
assimilation	kufanana	0.429	0.378	0.463
assist	mubatsire	0.833	0.435	0.629
assistance	rubatsiro	0.656	0.519	0.633
assistant	mubatsiri	0.625	0.390	0.536
associate	kushamwaridzana	0.812	0.409	0.625
association	kushamwaridzana	0.745	0.500	0.817
assorted	assorted	0.602	0.460	0.472
assortment	kuburitsa	0.694	0.360	0.526
assuage	kuvhara	0.745	0.255	0.500
assume	funga	0.698	0.401	0.464
assumed	assumed	0.612	0.247	0.454
assuming	kufunga	0.740	0.390	0.526
assumption	fungidziro	0.479	0.431	0.417
assurance	vimbiso	0.675	0.442	0.704
assure	vimbisa	0.910	0.460	0.839
assured	akachengetedzwa	0.878	0.327	0.754
assuredly	chokwadi	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	asthma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	anoshamisika	0.786	0.845	0.658
astonished	vakashamisika	0.510	0.775	0.574
astonishing	anoshamisa	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	kushamisika	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	astray	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	nyanzvi	0.594	0.519	0.673
astrology	nyeredzi	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	nyanzvi dzenyeredzi	0.750	0.509	0.735
astronomical	nyeredzi	0.600	0.632	0.726
astronomy	nyeredzi	0.613	0.474	0.722
astute	akachenjera	0.776	0.658	0.827
asunder	zvakaparadzana	0.208	0.442	0.259
asylum	kubatsirwa	0.407	0.330	0.445
asymmetric	asymmetric	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	atheist	0.225	0.447	0.377
atheistic	asingatendi	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	mutambi	0.781	0.718	0.686
athletic	mutambi wenyika	0.857	0.798	0.708
athleticism	mutambo	0.750	0.863	0.778
athletics	vatambi	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosphere	0.604	0.300	0.560
atmospheric	atmospheric	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atomu	0.510	0.500	0.433
atomic	atomic	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	kuyananisira	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	batanidza	0.520	0.363	0.559
attached	akabatanidzwa	0.562	0.350	0.439
attachment	attachment	0.570	0.343	0.500
attack	kurwisa	0.286	0.948	0.670
attacker	attacker	0.185	0.962	0.629
attacking	kurwisa	0.276	0.837	0.642
attain	attain	0.806	0.510	0.719
attainable	inogoneka	0.760	0.500	0.759
attainment	achietainment	0.830	0.520	0.940
attempt	edza	0.625	0.491	0.431
attempted	akaedza	0.594	0.580	0.567
attend	attend	0.650	0.420	0.625
attendance	kupinda	0.812	0.500	0.592
attendant	mushumiri	0.580	0.365	0.519
attention	cherechedza	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	kunyatsoteerera	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	attenuation	0.458	0.363	0.464
attest	inopupura	0.439	0.710	0.685
attestation	uchapupu	0.234	0.635	0.500
attic	attic	0.521	0.259	0.377
attire	nguo	0.742	0.388	0.483
attitude	mafungiro	0.760	0.644	0.861
attorney	gweta	0.600	0.594	0.754
attract	kukoka	0.796	0.663	0.769
attraction	kukwezva	0.906	0.774	0.712
attractive	inokwezva	0.906	0.630	0.769
attractiveness	kukwezva	0.938	0.667	0.755
attributable	inokonzerwa	0.704	0.430	0.527
attribute	chirevo	0.781	0.439	0.795
attribution	attribution	0.646	0.467	0.658
attrition	attrition	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	auction	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	vakangwarira	0.740	0.875	0.825
audacity	kusimba	0.760	0.755	0.916
audible	inonzwika	0.673	0.370	0.462
audience	vateereri	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	kuongorora	0.375	0.562	0.735
audition	kuongorora	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	Auditor	0.582	0.571	0.726
auditorium	imba yacho	0.529	0.490	0.538
auditory	auditing	0.531	0.481	0.570
aught	chero	0.418	0.135	0.217
augment	kuwedzera	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	Nyamavhuvhu	0.652	0.292	0.462
aunt	shangai	0.667	0.291	0.420
auntie	tete	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	chokwadi	0.885	0.510	0.782
authenticate	authenticate	0.833	0.480	0.789
authentication	kuvimbiswa	0.724	0.491	0.750
authenticity	chokwadi	0.670	0.548	0.845
author	munyori	0.775	0.343	0.749
authoritative	ane kodzero	0.636	0.520	0.890
authority	simba	0.592	0.592	0.934
authorization	chiremera	0.521	0.567	0.817
authorize	kugamuchira	0.772	0.596	0.821
authorized	akapiwa simba	0.760	0.458	0.815
authorship	kunyora	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
autocorrect	selfocorrect	0.551	0.439	0.616
autocratic	autocracy	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	automated	0.578	0.402	0.632
automatic	zvinononoka	0.562	0.433	0.664
automobile	motokari	0.753	0.625	0.534
automotive	motokari	0.656	0.520	0.577
autonomy	kuzvidzora	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	autumn	0.765	0.204	0.450
auxiliary	auxiliary	0.622	0.471	0.509
avail	anobatsira	0.800	0.430	0.603
availability	kuwanikwa	0.796	0.544	0.600
available	inowanikwa	0.844	0.356	0.623
avalanche	kuputsika	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	kutsiva	0.073	0.867	0.559
avenger	mutsivi	0.337	0.865	0.670
avenging	kutsiva	0.143	0.880	0.717
avenue	avenue	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	average	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	reverse	0.253	0.569	0.492
averseness	kutsvaga	0.296	0.606	0.528
aversion	aversion	0.074	0.663	0.525
