Word	Polish-pl	Valence	Arousal	Dominance
anal	analny	0.333	0.798	0.334
analgesic	przeciwbólowy	0.417	0.321	0.441
analogous	analogiczny	0.531	0.270	0.500
analogue	analog	0.570	0.320	0.446
analogy	analogia	0.510	0.367	0.509
analysis	analiza	0.729	0.448	0.705
analyst	analityk	0.604	0.415	0.755
analytic	analityczny	0.665	0.521	0.634
analytical	analityczny	0.625	0.324	0.800
analyze	analizować	0.667	0.462	0.710
analyzer	analizator	0.625	0.556	0.854
anaphylactic	anafilaktyczny	0.378	0.588	0.500
anarchism	anarchizm	0.125	0.804	0.623
anarchist	anarchista	0.204	0.700	0.759
anarchy	anarchia	0.146	0.755	0.620
anastomosis	zespolenie	0.375	0.470	0.490
anathema	anatema	0.286	0.490	0.519
anatomic	anatomiczny	0.562	0.442	0.546
anatomy	anatomia	0.562	0.390	0.571
ancestor	przodek	0.592	0.388	0.594
ancestral	rodowy	0.640	0.481	0.750
ancestry	pochodzenie	0.708	0.519	0.717
anchor	Kotwica	0.520	0.284	0.564
anchorage	zamocowanie	0.500	0.325	0.639
ancient	starożytny	0.420	0.217	0.439
ancillary	pomocniczy	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anegdota	0.583	0.529	0.500
anemia	niedokrwistość	0.188	0.327	0.310
anemic	anemiczny	0.167	0.279	0.155
anemone	anemon	0.552	0.538	0.327
anesthesia	znieczulenie	0.365	0.216	0.394
anesthesiologist	anestezjolog	0.419	0.224	0.526
anesthetic	znieczulający	0.350	0.264	0.482
aneurysm	tętniak	0.115	0.690	0.536
anew	nowo	0.771	0.358	0.385
angel	anioł	0.906	0.158	0.704
angelic	anielski	0.927	0.298	0.668
anger	gniew	0.167	0.865	0.657
angered	rozgniewany	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografia	0.378	0.536	0.520
angle	kąt	0.541	0.330	0.455
angling	wędkowanie	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	bardziej angriest	0.094	0.892	0.430
angry	zły	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	niepokój	0.167	0.888	0.333
anguish	boleść	0.153	0.792	0.265
anguished	udręczony	0.135	0.720	0.307
angular	kątowy	0.449	0.281	0.444
anhydrous	bezwodny	0.456	0.365	0.355
animal	zwierzę	0.521	0.510	0.513
animate	animować	0.827	0.755	0.635
animated	ożywiony	0.823	0.676	0.538
animation	animacja	0.888	0.750	0.549
animosity	animozja	0.510	0.724	0.545
animus	animozja	0.698	0.676	0.466
ankle	kostka	0.500	0.274	0.234
anklet	obrączka na nóżkę ptaka	0.410	0.276	0.302
annals	annały	0.427	0.610	0.424
annex	załącznik	0.594	0.350	0.458
annexation	aneksja	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	zniszczyć	0.115	0.918	0.681
annihilated	unicestwiony	0.080	0.760	0.324
annihilation	unicestwienie	0.041	0.800	0.591
anniversary	rocznica	0.880	0.770	0.723
annotate	komentować	0.592	0.469	0.441
annotation	adnotacja	0.604	0.470	0.619
announce	ogłosić	0.694	0.618	0.611
announcement	ogłoszenie	0.729	0.491	0.482
announcer	spiker	0.602	0.570	0.732
annoy	denerwować	0.094	0.765	0.286
annoyance	kłopot	0.167	0.718	0.342
annoyed	zirytowany	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	denerwujący	0.082	0.853	0.348
annoys	denerwuje	0.146	0.778	0.435
annual	roczny	0.552	0.236	0.500
annuity	renta	0.521	0.304	0.527
annul	unieważnić	0.250	0.448	0.364
annular	pierścieniowy	0.310	0.385	0.412
annulment	unieważnienie	0.153	0.375	0.447
annulus	pierścień	0.458	0.380	0.376
anointed	namaszczony	0.500	0.368	0.579
anointing	namaszczenie	0.653	0.350	0.547
anomalous	anomalny	0.281	0.480	0.423
anomaly	anomalia	0.188	0.538	0.404
anon	zaraz	0.479	0.354	0.298
anonymity	anonimowość	0.469	0.255	0.430
anonymous	anonimowy	0.396	0.291	0.431
anorexic	anorektyczny	0.160	0.618	0.245
answer	odpowiedź	0.537	0.373	0.661
answerable	odpowiedzialny za coś	0.708	0.481	0.750
answering	odpowiadając	0.684	0.500	0.607
ant	Mrówka	0.448	0.216	0.216
antagonism	antagonizm	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	antagonistyczny	0.296	0.604	0.565
antagonize	antagonizować	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	poprzednik	0.427	0.551	0.566
antelope	antylopa	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	poprzedni	0.510	0.245	0.362
anthem	hymn	0.780	0.343	0.729
anthill	mrowisko	0.327	0.578	0.377
anthology	antologia	0.338	0.406	0.537
anthrax	wąglik	0.188	0.730	0.500
anthropological	antropologiczne	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologia	0.490	0.367	0.582
anti	anty	0.365	0.412	0.384
antiaircraft	przeciwlotniczy	0.330	0.622	0.629
antibiotic	antybiotyk	0.510	0.373	0.658
antibiotics	antybiotyki	0.448	0.406	0.557
antichrist	antychryst	0.082	0.837	0.544
anticipate	przewidywać	0.622	0.469	0.667
anticipation	przewidywanie	0.698	0.539	0.711
anticipatory	przedterminowy	0.653	0.551	0.682
antics	wybryki	0.448	0.740	0.236
antidote	antidotum	0.541	0.490	0.629
antifungal	przeciwgrzybicze	0.408	0.412	0.441
antigravity	Antygrawitacja	0.430	0.714	0.658
antimony	antymon	0.378	0.398	0.490
antipathy	niechęć	0.198	0.549	0.393
antiquarian	starożytnik	0.500	0.233	0.426
antiquated	przestarzały	0.420	0.392	0.236
antique	antyczny	0.634	0.290	0.518
antiques	antyki	0.540	0.370	0.595
antiquity	antyk	0.385	0.333	0.556
antiseptic	antyseptyczny	0.438	0.370	0.623
antisocial	antyspołeczny	0.146	0.686	0.391
antithesis	antyteza	0.396	0.412	0.536
antithetical	przeciwstawny	0.271	0.509	0.358
antiviral	antywirusowy	0.459	0.470	0.549
antler	łopata	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	odbyt	0.347	0.644	0.350
anvil	kowadło	0.380	0.510	0.604
anxiety	niepokój	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	niespokojny	0.281	0.875	0.434
anxiousness	niepokój	0.235	0.814	0.282
anytime	w dowolnym momencie	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	szybko	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartament	0.719	0.393	0.580
apartments	mieszkanie	0.704	0.337	0.443
apathetic	apatyczny	0.188	0.292	0.333
apathy	apatia	0.184	0.212	0.204
ape	małpa	0.548	0.389	0.336
aperture	otwór	0.612	0.450	0.667
apex	wierzchołek	0.570	0.433	0.418
aphid	mszyca	0.388	0.473	0.407
aphrodisiac	środek zwiększający popęd płciowy	0.750	0.846	0.667
apiece	kawałek	0.439	0.259	0.383
aplomb	pewność siebie	0.500	0.509	0.582
apocalypse	apokalipsa	0.050	0.867	0.736
apocalyptic	apokaliptyczny	0.173	0.880	0.750
apologetic	przepraszający	0.479	0.461	0.571
apologist	apologeta	0.406	0.429	0.526
apologize	przepraszać	0.551	0.378	0.389
apology	przeprosiny	0.571	0.346	0.402
apostasy	odstępstwo	0.388	0.520	0.517
apostate	apostata	0.342	0.500	0.528
apostle	apostoł	0.646	0.347	0.732
apostolic	apostolski	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	aptekarz	0.561	0.328	0.529
appalled	przerażony	0.194	0.792	0.562
appalling	przerażający	0.160	0.827	0.415
apparatus	aparat	0.375	0.353	0.377
apparel	strój	0.698	0.435	0.453
apparent	pozorny	0.473	0.383	0.398
apparently	widocznie	0.531	0.410	0.426
apparition	zjawa	0.406	0.573	0.636
appeal	apel	0.663	0.598	0.558
appear	zjawić się	0.735	0.506	0.567
appearance	wygląd	0.669	0.490	0.534
appease	zaspokoić	0.633	0.278	0.434
appellant	wnoszący apelację	0.327	0.588	0.568
append	dodać	0.573	0.464	0.453
appendage	dodatek	0.229	0.382	0.438
appendectomy	wycięcie ślepej kiszki	0.177	0.670	0.554
appendicitis	zapalenie wyrostka robaczkowego	0.031	0.640	0.347
appendix	dodatek	0.365	0.387	0.425
appetite	apetyt	0.704	0.637	0.581
appetizer	przystawka	0.755	0.560	0.406
appetizing	apetyczny	0.806	0.657	0.688
applaud	bić brawo	0.865	0.824	0.464
applause	oklaski	0.953	0.857	0.621
apple	jabłko	0.811	0.300	0.264
apple juice	sok jabłkowy	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	sos jabłkowy	0.750	0.167	0.291
appliance	urządzenie	0.582	0.453	0.538
appliances	urządzenia	0.594	0.394	0.567
applicability	możliwość zastosowania	0.677	0.490	0.741
applicable	odpowiedni	0.469	0.430	0.667
applicant	petent	0.612	0.558	0.688
application	podanie	0.646	0.445	0.726
apply	zastosować	0.612	0.321	0.667
appoint	wyznaczać	0.565	0.330	0.509
appointment	spotkanie	0.688	0.594	0.547
appointments	spotkania	0.745	0.677	0.625
apportion	podzielić	0.677	0.490	0.638
apportionment	podział	0.552	0.481	0.453
appraisal	ocena	0.417	0.667	0.682
appraise	oceniać	0.677	0.490	0.696
appreciable	znaczny	0.873	0.491	0.778
appreciate	doceniać	0.885	0.422	0.741
appreciated	docenione	0.910	0.434	0.779
appreciates	docenia	0.765	0.500	0.656
appreciation	uznanie	0.917	0.529	0.588
appreciative	pochwalny	0.857	0.380	0.654
apprehend	zrozumieć	0.521	0.624	0.696
apprehension	lęk	0.385	0.720	0.454
apprehensive	lękliwy	0.406	0.592	0.431
apprentice	uczeń	0.615	0.413	0.452
apprenticeship	praktyka	0.812	0.482	0.643
approach	podejście	0.612	0.392	0.610
approaching	zbliżający się	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprobata	0.792	0.529	0.774
appropriate	właściwy	0.833	0.368	0.759
appropriation	asygnowanie	0.510	0.632	0.717
approval	zatwierdzenie	0.854	0.460	0.889
approve	zatwierdzać	0.875	0.548	0.741
approved	zatwierdzony	0.833	0.349	0.698
approvement	zatwierdzenie	0.880	0.625	0.780
approving	pochlebny	0.917	0.583	0.773
approximate	przybliżony	0.551	0.560	0.520
approximately	w przybliżeniu	0.622	0.396	0.538
approximating	zbliżony	0.583	0.615	0.471
approximation	przybliżenie	0.582	0.402	0.593
appurtenances	akcesoria	0.573	0.412	0.547
apricot	morela	0.708	0.320	0.278
apron	Fartuch	0.582	0.208	0.245
apt	trafny	0.582	0.418	0.382
aptitude	uzdolnienie	0.750	0.471	0.746
aqua	wodny	0.656	0.292	0.359
aquamarine	akwamaryn	0.729	0.306	0.413
aquarium	akwarium	0.663	0.327	0.393
aquatic	wodny	0.677	0.510	0.463
aqueduct	akwedukt	0.551	0.411	0.534
aqueous	wodny	0.429	0.270	0.310
arable	orny	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	arbitralny	0.281	0.702	0.686
arbitrate	rozstrzygać	0.470	0.620	0.682
arbitration	arbitraż	0.587	0.602	0.670
arbitrator	arbiter	0.385	0.448	0.795
arbor	altanka	0.583	0.490	0.591
arc	łuk	0.552	0.388	0.396
arcade	arkada	0.676	0.521	0.502
arcane	tajemna	0.500	0.490	0.637
arch	łuk	0.500	0.354	0.468
archaeological	archeologiczny	0.740	0.441	0.660
archaeologist	archeolog	0.552	0.451	0.706
archaeology	archeologia	0.596	0.358	0.691
archaic	archaiczny	0.271	0.327	0.332
archangel	archanioł	0.837	0.500	0.708
archbishop	arcybiskup	0.622	0.280	0.776
archdiocese	archidiecezja	0.400	0.321	0.704
archduke	arcyksiążę	0.458	0.413	0.634
arched	łukowaty	0.582	0.403	0.398
archer	łucznik	0.573	0.622	0.661
archery	łucznictwo	0.594	0.604	0.589
archetype	archetyp	0.448	0.520	0.569
archipelago	archipelag	0.745	0.370	0.592
architect	architekt	0.776	0.442	0.836
architectural	architektoniczny	0.729	0.390	0.670
architecture	architektura	0.820	0.390	0.694
archive	archiwum	0.438	0.294	0.527
arctic	arktyczny	0.615	0.352	0.546
ardent	żarliwy	0.694	0.873	0.722
ardor	zapał	0.500	0.780	0.538
arduous	żmudny	0.344	0.783	0.605
area	powierzchnia	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	otoczka	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	kłócić się	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentacja	0.479	0.549	0.760
argumentative	rzeczowy	0.450	0.531	0.679
arguments	argumenty	0.541	0.602	0.657
arid	jałowy	0.323	0.333	0.379
arise	powstać	0.750	0.582	0.725
aristocracy	arystokracja	0.688	0.549	0.842
aristocrat	arystokrata	0.583	0.413	0.811
aristocratic	arystokratyczny	0.449	0.519	0.676
arithmetic	arytmetyka	0.453	0.460	0.634
ark	arka	0.396	0.427	0.543
arm	ramię	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	uzbrojenie	0.198	0.764	0.810
armaments	zbrojenia	0.192	0.839	0.830
armature	armatura	0.510	0.558	0.755
armchair	fotel	0.646	0.164	0.339
armed	uzbrojony	0.188	0.750	0.808
armor	zbroja	0.469	0.625	0.784
armored	opancerzony	0.469	0.509	0.861
armory	zbrojownia	0.448	0.663	0.800
armpit	Pacha	0.283	0.439	0.250
arms	ramiona	0.464	0.395	0.483
army	armia	0.417	0.759	0.902
aroma	aromat	0.823	0.235	0.442
aromatherapy	aromaterapia	0.847	0.220	0.473
arousal	pobudzenie	0.791	0.943	0.731
arouse	wzbudzać	0.740	0.491	0.580
aroused	podniecony	0.708	0.952	0.667
arraignment	postawienie w stan oskarżenia	0.406	0.837	0.534
arrange	zorganizować	0.740	0.490	0.571
arranged	ułożone	0.698	0.531	0.728
arrangement	układ	0.625	0.382	0.683
array	szyk	0.521	0.396	0.568
arrears	zaległości	0.286	0.485	0.302
arrest	aresztować	0.146	0.951	0.500
arrhythmia	niemiarowość	0.265	0.706	0.356
arrival	przyjazd	0.678	0.510	0.474
arrive	przybyć	0.837	0.406	0.585
arrogance	arogancja	0.143	0.750	0.620
arrogant	arogancki	0.115	0.755	0.580
arrow	strzałka	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arsehole	0.188	0.545	0.351
arsenal	Arsenał	0.365	0.741	0.752
arsenic	arsen	0.281	0.472	0.447
arson	podpalenie	0.133	0.904	0.567
arsonist	podpalacz	0.348	0.840	0.500
art	sztuka	0.812	0.360	0.603
arterial	arterialny	0.396	0.510	0.583
artery	tętnica	0.396	0.580	0.537
artful	pomysłowy	0.771	0.608	0.778
arthritis	artretyzm	0.110	0.518	0.345
arthropod	stawonogi	0.344	0.464	0.434
artichoke	karczoch	0.583	0.218	0.287
article	artykuł	0.594	0.280	0.481
articles	artykuły	0.552	0.324	0.565
articulate	artykułować	0.677	0.462	0.618
articulation	artykulacja	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	sztuczka	0.316	0.696	0.482
artificial	sztuczny	0.306	0.385	0.351
artillery	artyleria	0.350	0.912	0.794
artisan	rzemieślnik	0.781	0.330	0.411
artist	artysta	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artystyczny	0.802	0.646	0.632
artistry	kunszt	0.823	0.346	0.769
artists	artyści	0.796	0.667	0.741
artwork	grafika	0.896	0.368	0.679
arty	pretensjonalny	0.490	0.422	0.388
asap	jak najszybciej	0.571	0.500	0.552
asbestos	azbest	0.357	0.481	0.464
ascend	wspiąć się	0.830	0.620	0.812
ascendancy	przewaga	0.724	0.625	0.700
ascendant	panujący	0.656	0.673	0.821
ascending	rosnąco	0.826	0.644	0.777
ascension	Wniebowstąpienie	0.765	0.720	0.714
ascent	wzlot	0.755	0.627	0.833
ascertain	ustalać	0.560	0.530	0.625
ascertained	potwierdzone	0.531	0.529	0.616
ascetic	ascetyczny	0.438	0.375	0.472
ash	popiół	0.260	0.210	0.207
ashamed	zawstydzony	0.156	0.588	0.228
ashes	proch	0.327	0.279	0.142
ashtray	popielniczka	0.406	0.382	0.265
asinine	głupi	0.429	0.472	0.433
ask	zapytać	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	we śnie	0.604	0.100	0.270
asp	żmija	0.438	0.489	0.375
asparagus	szparag	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	aspekt	0.479	0.469	0.588
aspects	aspekty	0.439	0.480	0.565
aspen	osika	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	zamartwica	0.198	0.704	0.311
asphyxiation	uduszenie się	0.059	0.745	0.412
aspiration	dążenie	0.704	0.724	0.675
aspire	aspirować	0.812	0.469	0.722
aspirin	aspiryna	0.479	0.271	0.422
aspiring	ambitny	0.844	0.582	0.604
ass	tyłek	0.323	0.750	0.345
assail	atakować	0.378	0.510	0.500
assailant	napastnik	0.184	0.868	0.602
assassin	morderca	0.073	0.933	0.632
assassinate	dokonać zamachu	0.051	0.969	0.722
assassination	zamach	0.083	0.941	0.525
assault	atak	0.167	0.848	0.550
assay	analiza	0.633	0.559	0.594
assemblage	zmontowanie	0.429	0.452	0.600
assemble	gromadzić	0.542	0.570	0.750
assembled	zmontowane	0.663	0.450	0.644
assembly	montaż	0.698	0.500	0.640
assemblyman	asemblyman	0.430	0.538	0.760
assent	zgoda	0.615	0.515	0.719
assert	zapewniać	0.750	0.619	0.809
asserting	twierdząc	0.694	0.531	0.736
assertion	twierdzenie	0.740	0.442	0.750
assertive	stanowczy	0.719	0.412	0.770
assess	oszacować	0.698	0.500	0.623
assessment	oszacowanie	0.750	0.623	0.658
assessor	asesor	0.551	0.538	0.764
asset	kapitał	0.797	0.765	0.788
assets	majątek	0.667	0.613	0.765
asshole	dupek	0.133	0.582	0.263
assign	przydzielać	0.622	0.417	0.709
assignee	mandatariusz	0.510	0.462	0.510
assignment	zadanie	0.483	0.398	0.745
assimilate	zasymilować	0.559	0.391	0.683
assimilation	asymilacja	0.429	0.378	0.463
assist	wspierać	0.833	0.435	0.629
assistance	wsparcie	0.656	0.519	0.633
assistant	asystent	0.625	0.390	0.536
associate	współpracownik	0.812	0.409	0.625
association	stowarzyszenie	0.745	0.500	0.817
assorted	mieszany	0.602	0.460	0.472
assortment	asortyment	0.694	0.360	0.526
assuage	łagodzić	0.745	0.255	0.500
assume	założyć	0.698	0.401	0.464
assumed	przypuszczalny	0.612	0.247	0.454
assuming	zarozumiały	0.740	0.390	0.526
assumption	założenie	0.479	0.431	0.417
assurance	zapewnienie	0.675	0.442	0.704
assure	gwarantować	0.910	0.460	0.839
assured	zapewniony	0.878	0.327	0.754
assuredly	zapewne	0.786	0.396	0.833
asterisk	gwiazdka	0.541	0.288	0.273
asteroid	asteroida	0.430	0.721	0.623
asteroids	asteroidy	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatyczny	0.229	0.706	0.294
astigmatism	astygmatyzm	0.214	0.490	0.429
astonish	zadziwić	0.786	0.845	0.658
astonished	zdziwiony	0.510	0.775	0.574
astonishing	zadziwiający	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	zdziwienie	0.680	0.718	0.519
astound	zdumieć	0.729	0.675	0.474
astral	astralny	0.604	0.417	0.567
astray	zabłąkany	0.098	0.676	0.308
astringent	wstrzymujący środek	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologia	0.635	0.340	0.500
astronaut	astronauta	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomiczny	0.600	0.632	0.726
astronomy	astronomia	0.613	0.474	0.722
astute	bystry	0.776	0.658	0.827
asunder	jedno od drugiego	0.208	0.442	0.259
asylum	przytułek	0.407	0.330	0.445
asymmetric	asymetryczny	0.580	0.343	0.465
asymmetry	asymetria	0.476	0.373	0.527
asymptotic	asymptotyczny	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateizm	0.276	0.460	0.481
atheist	ateista	0.225	0.447	0.377
atheistic	ateistyczny	0.373	0.481	0.466
atherosclerosis	miażdżyca	0.250	0.480	0.343
athlete	sportowiec	0.781	0.718	0.686
athletic	atletyczny	0.857	0.798	0.708
athleticism	atletyzm	0.750	0.863	0.778
athletics	lekkoatletyka	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfera	0.604	0.300	0.560
atmospheric	atmosferyczny	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomowy	0.327	0.817	0.713
atone	odpokutować	0.418	0.673	0.411
atonement	pokuta	0.550	0.602	0.683
atpeace	w pokoju	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	okrutny	0.073	0.811	0.445
atrocity	okrucieństwo	0.115	0.844	0.593
atrophy	zanik	0.177	0.540	0.208
attach	dołączać	0.520	0.363	0.559
attached	przywiązany	0.562	0.350	0.439
attachment	Załącznik	0.570	0.343	0.500
attack	atak	0.286	0.948	0.670
attacker	napastnik	0.185	0.962	0.629
attacking	napadający	0.276	0.837	0.642
attain	osiągać	0.806	0.510	0.719
attainable	osiągalny	0.760	0.500	0.759
attainment	osiągnięcie	0.830	0.520	0.940
attempt	próba	0.625	0.491	0.431
attempted	próbował	0.594	0.580	0.567
attend	uczęszczać	0.650	0.420	0.625
attendance	frekwencja	0.812	0.500	0.592
attendant	obsługujący	0.580	0.365	0.519
attention	Uwaga	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	uważny	0.812	0.520	0.724
attenuate	osłabiać	0.408	0.302	0.429
attenuated	osłabiony	0.449	0.280	0.298
attenuation	osłabienie	0.458	0.363	0.464
attest	zaświadczać	0.439	0.710	0.685
attestation	zaświadczenie	0.234	0.635	0.500
attic	poddasze	0.521	0.259	0.377
attire	strój	0.742	0.388	0.483
attitude	postawa	0.760	0.644	0.861
attorney	adwokat	0.600	0.594	0.754
attract	pociągać	0.796	0.663	0.769
attraction	atrakcja	0.906	0.774	0.712
attractive	atrakcyjny	0.906	0.630	0.769
attractiveness	atrakcyjność	0.938	0.667	0.755
attributable	można przypisać	0.704	0.430	0.527
attribute	atrybut	0.781	0.439	0.795
attribution	atrybucja	0.646	0.467	0.658
attrition	ścieranie	0.229	0.540	0.259
auburn	kasztanowy	0.510	0.240	0.411
auction	Aukcja	0.594	0.702	0.519
auctioneer	licytator	0.542	0.732	0.716
audacious	zuchwały	0.740	0.875	0.825
audacity	śmiałość	0.760	0.755	0.916
audible	słyszalny	0.673	0.370	0.462
audience	publiczność	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	rewizja	0.375	0.562	0.735
audition	przesłuchanie	0.750	0.685	0.615
auditions	przesłuchania	0.740	0.765	0.596
auditor	rewident księgowy	0.582	0.571	0.726
auditorium	audytorium	0.529	0.490	0.538
auditory	słuchowy	0.531	0.481	0.570
aught	coś	0.418	0.135	0.217
augment	zwiększać	0.650	0.683	0.645
augmentation	powiększenie	0.714	0.613	0.850
august	sierpień	0.652	0.292	0.462
aunt	ciocia	0.667	0.291	0.420
auntie	ciocia	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	zorza polarna	0.817	0.306	0.537
auspices	auspicje	0.542	0.500	0.634
auspicious	pomyślny	0.562	0.635	0.669
austere	surowy	0.500	0.390	0.422
austerity	surowość	0.438	0.406	0.534
authentic	autentyczny	0.885	0.510	0.782
authenticate	uwierzytelniać	0.833	0.480	0.789
authentication	poświadczenie	0.724	0.491	0.750
authenticity	autentyczność	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autorytatywny	0.636	0.520	0.890
authority	autorytet	0.592	0.592	0.934
authorization	upoważnienie	0.521	0.567	0.817
