Word	Icelandic-is	Valence	Arousal	Dominance
analytical	greiningar	0.625	0.324	0.800
analyze	greina	0.667	0.462	0.710
analyzer	greiningartæki	0.625	0.556	0.854
anaphylactic	bráðaofnæmi	0.378	0.588	0.500
anarchism	anarkismi	0.125	0.804	0.623
anarchist	anarkista	0.204	0.700	0.759
anarchy	stjórnleysi	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	líffærafræði	0.562	0.442	0.546
anatomy	líffærafræði	0.562	0.390	0.571
ancestor	forfaðir	0.592	0.388	0.594
ancestral	forfeður	0.640	0.481	0.750
ancestry	forfeður	0.708	0.519	0.717
anchor	akkeri	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	forn	0.420	0.217	0.439
ancillary	tengdir	0.449	0.442	0.278
androgen	andrógen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	blóðleysi	0.188	0.327	0.310
anemic	blóðleysi	0.167	0.279	0.155
anemone	anemón	0.552	0.538	0.327
anesthesia	svæfingu	0.365	0.216	0.394
anesthesiologist	svæfingalæknir	0.419	0.224	0.526
anesthetic	svæfingarlyf	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	á ný	0.771	0.358	0.385
angel	engill	0.906	0.158	0.704
angelic	Angelic	0.927	0.298	0.668
anger	reiði	0.167	0.865	0.657
angered	reiður	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	hjartaöng	0.230	0.630	0.464
angiogram	hjartaöng	0.347	0.520	0.465
angiography	hjartaáfall	0.378	0.536	0.520
angle	horn	0.541	0.330	0.455
angling	veiði	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	reiður	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ótti	0.167	0.888	0.333
anguish	angist	0.153	0.792	0.265
anguished	angist	0.135	0.720	0.307
angular	hyrndur	0.449	0.281	0.444
anhydrous	vatnsfrítt	0.456	0.365	0.355
animal	dýr	0.521	0.510	0.513
animate	hreyfa sig	0.827	0.755	0.635
animated	líflegur	0.823	0.676	0.538
animation	fjör	0.888	0.750	0.549
animosity	fjandskap	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ökkla	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annálum	0.427	0.610	0.424
annex	viðhengi	0.594	0.350	0.458
annexation	viðauka	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	tortíma	0.115	0.918	0.681
annihilated	útrýmt	0.080	0.760	0.324
annihilation	afnám	0.041	0.800	0.591
anniversary	afmæli	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	athugasemd	0.604	0.470	0.619
announce	tilkynna	0.694	0.618	0.611
announcement	tilkynning	0.729	0.491	0.482
announcer	tilkynnir	0.602	0.570	0.732
annoy	ónáða	0.094	0.765	0.286
annoyance	gremja	0.167	0.718	0.342
annoyed	pirraður	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	pirrandi	0.082	0.853	0.348
annoys	pirrandi	0.146	0.778	0.435
annual	árlega	0.552	0.236	0.500
annuity	lífeyri	0.521	0.304	0.527
annul	ógilda	0.250	0.448	0.364
annular	hringlaga	0.310	0.385	0.412
annulment	ógilding	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	smurðir	0.500	0.368	0.579
anointing	smurning	0.653	0.350	0.547
anomalous	óeðlilegt	0.281	0.480	0.423
anomaly	frávik	0.188	0.538	0.404
anon	Anon	0.479	0.354	0.298
anonymity	nafnleynd	0.469	0.255	0.430
anonymous	nafnlaust	0.396	0.291	0.431
anorexic	eiturefnafræðileg	0.160	0.618	0.245
answer	svara	0.537	0.373	0.661
answerable	svarandi	0.708	0.481	0.750
answering	svara	0.684	0.500	0.607
ant	maur	0.448	0.216	0.216
antagonism	mótun	0.224	0.618	0.524
antagonist	mótmæla	0.240	0.615	0.700
antagonistic	mótandi	0.296	0.604	0.565
antagonize	mótmæla	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	loftnet	0.521	0.327	0.358
anterior	fremri	0.510	0.245	0.362
anthem	þjóðsöngur	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	ættfræði	0.338	0.406	0.537
anthrax	miltbrún	0.188	0.730	0.500
anthropological	mannfræði	0.367	0.390	0.490
anthropologist	mannfræðingur	0.551	0.385	0.725
anthropology	mannfræði	0.490	0.367	0.582
anti	andstæðingur	0.365	0.412	0.384
antiaircraft	mótorhjól	0.330	0.622	0.629
antibiotic	sýklalyf	0.510	0.373	0.658
antibiotics	sýklalyf	0.448	0.406	0.557
antichrist	andkristur	0.082	0.837	0.544
anticipate	sjá fyrir	0.622	0.469	0.667
anticipation	væntingar	0.698	0.539	0.711
anticipatory	ráðandi	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	móteitur	0.541	0.490	0.629
antifungal	sveppalyf	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antímon	0.378	0.398	0.490
antipathy	gegnheill	0.198	0.549	0.393
antiquarian	jarðfræðingur	0.500	0.233	0.426
antiquated	fornöld	0.420	0.392	0.236
antique	forn	0.634	0.290	0.518
antiques	fornminjar	0.540	0.370	0.595
antiquity	fornöld	0.385	0.333	0.556
antiseptic	sótthreinsandi	0.438	0.370	0.623
antisocial	andfélagsleg	0.146	0.686	0.391
antithesis	andstæða	0.396	0.412	0.536
antithetical	andstæðingur	0.271	0.509	0.358
antiviral	veirueyðandi	0.459	0.470	0.549
antler	Antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	amma	0.380	0.510	0.604
anxiety	kvíði	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	kvíða	0.281	0.875	0.434
anxiousness	kvíði	0.235	0.814	0.282
anytime	hvenær sem er	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	íbúð	0.719	0.393	0.580
apartments	íbúðir	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	samúð	0.184	0.212	0.204
ape	apa	0.548	0.389	0.336
aperture	ljósop	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	stykki	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	Apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	afsakandi	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	biðjast afsökunar	0.551	0.378	0.389
apology	afsökunarbeiðni	0.571	0.346	0.402
apostasy	fráfall	0.388	0.520	0.517
apostate	fráhvarfsmaður	0.342	0.500	0.528
apostle	postuli	0.646	0.347	0.732
apostolic	postulleg	0.592	0.300	0.717
apostrophe	frádráttur	0.469	0.368	0.537
apothecary	Apothecary	0.561	0.328	0.529
appalled	hræddur	0.194	0.792	0.562
appalling	hræðilegt	0.160	0.827	0.415
apparatus	tæki	0.375	0.353	0.377
apparel	fatnaður	0.698	0.435	0.453
apparent	augljós	0.473	0.383	0.398
apparently	greinilega	0.531	0.410	0.426
apparition	apparition	0.406	0.573	0.636
appeal	höfða	0.663	0.598	0.558
appear	birtast	0.735	0.506	0.567
appearance	útlit	0.669	0.490	0.534
appease	appease	0.633	0.278	0.434
appellant	Appellant	0.327	0.588	0.568
append	bæta við	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	bláæðabólga	0.031	0.640	0.347
appendix	viðauka	0.365	0.387	0.425
appetite	matarlyst	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	applaud	0.865	0.824	0.464
applause	applause	0.953	0.857	0.621
apple	epli	0.811	0.300	0.264
apple juice	eplasafi	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	eplasauce	0.750	0.167	0.291
appliance	heimilistæki	0.582	0.453	0.538
appliances	tæki	0.594	0.394	0.567
applicability	notagildi	0.677	0.490	0.741
applicable	gilda	0.469	0.430	0.667
applicant	umsækjandi	0.612	0.558	0.688
application	umsókn	0.646	0.445	0.726
apply	sækja um	0.612	0.321	0.667
appoint	skipa	0.565	0.330	0.509
appointment	skipun	0.688	0.594	0.547
appointments	skipanir	0.745	0.677	0.625
apportion	skipting	0.677	0.490	0.638
apportionment	skipting	0.552	0.481	0.453
appraisal	mat	0.417	0.667	0.682
appraise	meta	0.677	0.490	0.696
appreciable	merkjanlegur	0.873	0.491	0.778
appreciate	þakka	0.885	0.422	0.741
appreciated	vel metið	0.910	0.434	0.779
appreciates	þakkar	0.765	0.500	0.656
appreciation	þakklæti	0.917	0.529	0.588
appreciative	þakklátur	0.857	0.380	0.654
apprehend	gripið	0.521	0.624	0.696
apprehension	kvíða	0.385	0.720	0.454
apprehensive	kvíða	0.406	0.592	0.431
apprentice	lærlingur	0.615	0.413	0.452
apprenticeship	nám	0.812	0.482	0.643
approach	nálgun	0.612	0.392	0.610
approaching	nálgast	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	samþykki	0.792	0.529	0.774
appropriate	viðeigandi	0.833	0.368	0.759
appropriation	ráðstöfun	0.510	0.632	0.717
approval	samþykki	0.854	0.460	0.889
approve	samþykkja	0.875	0.548	0.741
approved	samþykkt	0.833	0.349	0.698
approvement	samþykki	0.880	0.625	0.780
approving	samþykkja	0.917	0.583	0.773
approximate	áætlað	0.551	0.560	0.520
approximately	um það bil	0.622	0.396	0.538
approximating	samræma	0.583	0.615	0.471
approximation	nálgun	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	apríkósu	0.708	0.320	0.278
apron	svuntur	0.582	0.208	0.245
apt	líklegur	0.582	0.418	0.382
aptitude	hæfni	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	fiskabúr	0.663	0.327	0.393
aquatic	vatni	0.677	0.510	0.463
aqueduct	vatnsduft	0.551	0.411	0.534
aqueous	vatnskenndur	0.429	0.270	0.310
arable	ræktanlegt	0.510	0.350	0.465
arbiter	Arbiter	0.561	0.537	0.814
arbitrary	handahófi	0.281	0.702	0.686
arbitrate	gerðardómur	0.470	0.620	0.682
arbitration	gerðardómi	0.587	0.602	0.670
arbitrator	gerðarmaður	0.385	0.448	0.795
arbor	Arbor	0.583	0.490	0.591
arc	boga	0.552	0.388	0.396
arcade	spilakassa	0.676	0.521	0.502
arcane	Bogagöng	0.500	0.490	0.637
arch	bogi	0.500	0.354	0.468
archaeological	fornleifafræði	0.740	0.441	0.660
archaeologist	fornleifafræðingur	0.552	0.451	0.706
archaeology	fornleifafræði	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	erkibiskup	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	boginn	0.582	0.403	0.398
archer	Archer	0.573	0.622	0.661
archery	bogfimi	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	eyjaklasi	0.745	0.370	0.592
architect	arkitekt	0.776	0.442	0.836
architectural	byggingarlistar	0.729	0.390	0.670
architecture	arkitektúr	0.820	0.390	0.694
archive	skjalasafn	0.438	0.294	0.527
arctic	norðurslóðir	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	erfið	0.344	0.783	0.605
area	svæði	0.490	0.306	0.464
arena	vettvangur	0.510	0.235	0.404
areola	eruola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	rífast	0.093	0.798	0.525
argument	rök	0.510	0.464	0.698
argumentation	rök	0.479	0.549	0.760
argumentative	rökandi	0.450	0.531	0.679
arguments	rök	0.541	0.602	0.657
arid	þurr	0.323	0.333	0.379
arise	koma upp	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	reikningur	0.453	0.460	0.634
ark	örk	0.396	0.427	0.543
arm	armur	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	vopn	0.198	0.764	0.810
armaments	vopnabúnaður	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	hægindastóll	0.646	0.164	0.339
armed	vopnaðir	0.188	0.750	0.808
armor	Brynja	0.469	0.625	0.784
armored	brynjaður	0.469	0.509	0.861
armory	Armory	0.448	0.663	0.800
armpit	handarkrika	0.283	0.439	0.250
arms	hendur	0.464	0.395	0.483
army	her	0.417	0.759	0.902
aroma	ilm	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	uppvakningur	0.791	0.943	0.731
arouse	vekja	0.740	0.491	0.580
aroused	vaknaði	0.708	0.952	0.667
arraignment	afskipti	0.406	0.837	0.534
arrange	raða	0.740	0.490	0.571
arranged	raðað	0.698	0.531	0.728
arrangement	fyrirkomulag	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	vanskilum	0.286	0.485	0.302
arrest	handtaka	0.146	0.951	0.500
arrhythmia	hjartsláttartruflanir	0.265	0.706	0.356
arrival	komu	0.678	0.510	0.474
arrive	koma	0.837	0.406	0.585
arrogance	hroka	0.143	0.750	0.620
arrogant	hrokafullur	0.115	0.755	0.580
arrow	ör	0.439	0.390	0.454
arsehole	arsehle	0.276	0.598	0.433
arseholes	arsehols	0.188	0.545	0.351
arsenal	vopnabúr	0.365	0.741	0.752
arsenic	arsen	0.281	0.472	0.447
arson	vopnabúr	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	list	0.812	0.360	0.603
arterial	slagæð	0.396	0.510	0.583
artery	slagæð	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	liðagigt	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	grein	0.594	0.280	0.481
articles	greinar	0.552	0.324	0.565
articulate	laga	0.677	0.462	0.618
articulation	articulation	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	gervi	0.306	0.385	0.351
artillery	stórskotalið	0.350	0.912	0.794
artisan	handverksmaður	0.781	0.330	0.411
artist	listamaður	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	listrænn	0.802	0.646	0.632
artistry	listfræði	0.823	0.346	0.769
artists	listamenn	0.796	0.667	0.741
artwork	listaverk	0.896	0.368	0.679
arty	Arty	0.490	0.422	0.388
asap	sem fyrst	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	stíga upp	0.830	0.620	0.812
ascendancy	uppstigning	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	stigandi	0.826	0.644	0.777
ascension	uppstigning	0.765	0.720	0.714
ascent	hækkun	0.755	0.627	0.833
ascertain	ganga úr skugga um	0.560	0.530	0.625
ascertained	staðfest	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	Aska	0.260	0.210	0.207
ashamed	skammast sín	0.156	0.588	0.228
ashes	Aska	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinín	0.429	0.472	0.433
ask	spyrja	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	sofandi	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	aspas	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	þætti	0.479	0.469	0.588
aspects	þætti	0.439	0.480	0.565
aspen	Aspen	0.479	0.280	0.395
asphalt	malbik	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	kvölun	0.059	0.745	0.412
aspiration	von	0.704	0.724	0.675
aspire	þrá	0.812	0.469	0.722
aspirin	aspirín	0.479	0.271	0.422
aspiring	aspirín	0.844	0.582	0.604
ass	rass	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	árásarmaður	0.184	0.868	0.602
assassin	morðingi	0.073	0.933	0.632
assassinate	myrða	0.051	0.969	0.722
assassination	morð	0.083	0.941	0.525
assault	árás	0.167	0.848	0.550
assay	prófun	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	setja saman	0.542	0.570	0.750
assembled	saman	0.663	0.450	0.644
assembly	samkoma	0.698	0.500	0.640
assemblyman	söfnuður	0.430	0.538	0.760
assent	samþykki	0.615	0.515	0.719
assert	fullyrða	0.750	0.619	0.809
asserting	fullyrða	0.694	0.531	0.736
assertion	staðhæfing	0.740	0.442	0.750
assertive	assertive	0.719	0.412	0.770
assess	meta	0.698	0.500	0.623
assessment	mat	0.750	0.623	0.658
assessor	matsmaður	0.551	0.538	0.764
asset	eign	0.797	0.765	0.788
assets	eignir	0.667	0.613	0.765
asshole	rassgat	0.133	0.582	0.263
assign	úthluta	0.622	0.417	0.709
assignee	eigandi	0.510	0.462	0.510
assignment	verkefni	0.483	0.398	0.745
assimilate	taka saman	0.559	0.391	0.683
assimilation	samlagning	0.429	0.378	0.463
assist	aðstoða	0.833	0.435	0.629
assistance	aðstoð	0.656	0.519	0.633
assistant	aðstoðarmaður	0.625	0.390	0.536
associate	félagi	0.812	0.409	0.625
association	samtök	0.745	0.500	0.817
assorted	fjölbreytt	0.602	0.460	0.472
assortment	úrval	0.694	0.360	0.526
assuage	hneykslast	0.745	0.255	0.500
assume	gera ráð fyrir	0.698	0.401	0.464
assumed	ráð	0.612	0.247	0.454
assuming	að því gefnu	0.740	0.390	0.526
assumption	forsendu	0.479	0.431	0.417
assurance	trygging	0.675	0.442	0.704
assure	tryggja	0.910	0.460	0.839
assured	tryggt	0.878	0.327	0.754
assuredly	vissulega	0.786	0.396	0.833
asterisk	stjörnu	0.541	0.288	0.273
asteroid	smástirni	0.430	0.721	0.623
asteroids	smástirni	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astma	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	undra	0.786	0.845	0.658
astonished	undrandi	0.510	0.775	0.574
astonishing	undraverður	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	undrun	0.680	0.718	0.519
astound	ótrúlegt	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	afvega	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	stjörnuspekingur	0.594	0.519	0.673
astrology	stjörnuspeki	0.635	0.340	0.500
astronaut	geimfari	0.792	0.601	0.761
astronomer	stjörnufræðingur	0.750	0.509	0.735
astronomical	stjarnfræðilegur	0.600	0.632	0.726
astronomy	stjörnufræði	0.613	0.474	0.722
astute	stórt	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	hæli	0.407	0.330	0.445
asymmetric	ósamhverfar	0.580	0.343	0.465
asymmetry	ósamhverfi	0.476	0.373	0.527
asymptotic	sýklalyfja	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	trúleysi	0.276	0.460	0.481
atheist	trúleysingi	0.225	0.447	0.377
atheistic	trúleysingi	0.373	0.481	0.466
atherosclerosis	æðakölkun	0.250	0.480	0.343
athlete	íþróttamaður	0.781	0.718	0.686
athletic	íþróttamaður	0.857	0.798	0.708
athleticism	Athleticism	0.750	0.863	0.778
athletics	íþróttum	0.831	0.691	0.740
atlas	Atlas	0.531	0.306	0.554
atmosphere	andrúmsloft	0.604	0.300	0.560
atmospheric	andrúmslofti	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atóm	0.510	0.500	0.433
atomic	kjarnorku	0.327	0.817	0.713
atone	sæta	0.418	0.673	0.411
atonement	friðþæging	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	gremjulegur	0.073	0.811	0.445
atrocity	grimmdarverk	0.115	0.844	0.593
atrophy	rýrnun	0.177	0.540	0.208
attach	hengja við	0.520	0.363	0.559
attached	fylgir	0.562	0.350	0.439
attachment	viðhengi	0.570	0.343	0.500
attack	árás	0.286	0.948	0.670
attacker	árásarmaður	0.185	0.962	0.629
attacking	ráðast á	0.276	0.837	0.642
attain	ná	0.806	0.510	0.719
attainable	náðist	0.760	0.500	0.759
attainment	námi	0.830	0.520	0.940
attempt	tilraun	0.625	0.491	0.431
attempted	reynt	0.594	0.580	0.567
attend	mæta	0.650	0.420	0.625
attendance	aðsókn	0.812	0.500	0.592
attendant	aðstoðarmaður	0.580	0.365	0.519
attention	athygli	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	gaum	0.812	0.520	0.724
attenuate	draga úr	0.408	0.302	0.429
attenuated	dregið úr	0.449	0.280	0.298
attenuation	dregið úr	0.458	0.363	0.464
attest	vottorð	0.439	0.710	0.685
attestation	staðfesting	0.234	0.635	0.500
attic	háaloftinu	0.521	0.259	0.377
attire	búningur	0.742	0.388	0.483
attitude	viðhorf	0.760	0.644	0.861
attorney	lögfræðingur	0.600	0.594	0.754
attract	aðlaða	0.796	0.663	0.769
attraction	aðdráttarafl	0.906	0.774	0.712
attractive	aðlaðandi	0.906	0.630	0.769
attractiveness	aðdráttarafl	0.938	0.667	0.755
attributable	rekja má til	0.704	0.430	0.527
attribute	eigindi	0.781	0.439	0.795
attribution	tilvísun	0.646	0.467	0.658
attrition	afnám	0.229	0.540	0.259
auburn	kastala	0.510	0.240	0.411
auction	uppboð	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	heyrnarlaus	0.740	0.875	0.825
audacity	þrautseigju	0.760	0.755	0.916
audible	heyranlegur	0.673	0.370	0.462
audience	áhorfendur	0.698	0.610	0.613
audio	hljóð	0.709	0.425	0.370
audit	endurskoðun	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	úttektir	0.740	0.765	0.596
auditor	endurskoðandi	0.582	0.571	0.726
auditorium	forstofa	0.529	0.490	0.538
auditory	heyrnartæki	0.531	0.481	0.570
aught	eitthvað	0.418	0.135	0.217
augment	augment	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	ágúst	0.652	0.292	0.462
aunt	frænka	0.667	0.291	0.420
auntie	frænka	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	veglega	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	ekta	0.885	0.510	0.782
authenticate	auðkenna	0.833	0.480	0.789
authentication	auðkenning	0.724	0.491	0.750
authenticity	áreiðanleiki	0.670	0.548	0.845
author	höfundur	0.775	0.343	0.749
authoritative	opinber	0.636	0.520	0.890
authority	vald	0.592	0.592	0.934
authorization	heimild	0.521	0.567	0.817
authorize	heimila	0.772	0.596	0.821
authorized	heimilt	0.760	0.458	0.815
authorship	höfundaréttur	0.667	0.635	0.773
autism	einhverfu	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	sjálfvirkt	0.571	0.569	0.500
autobiographical	sjálfsævisöguleg	0.909	0.462	0.582
autobiography	sjálfsævisaga	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	handrit	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	sjálfvirk	0.578	0.402	0.632
automatic	sjálfvirk	0.562	0.433	0.664
automobile	bifreið	0.753	0.625	0.534
automotive	bíla	0.656	0.520	0.577
autonomy	sjálfstæði	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	gervitungl	0.252	0.650	0.538
autumn	haust	0.765	0.204	0.450
auxiliary	hjálpartæki	0.622	0.471	0.509
avail	nýta	0.800	0.430	0.603
availability	framboð	0.796	0.544	0.600
available	laus	0.844	0.356	0.623
avalanche	snjóflóð	0.265	0.915	0.683
avarice	afarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
