Word	Hebrew-iw	Valence	Arousal	Dominance
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	הִשׁתָאוּת	0.750	0.800	0.639
amazing	מדהים	0.906	0.837	0.849
amazingly	מדהים	0.918	0.765	0.920
ambassador	שַׁגְרִיר	0.651	0.529	0.917
amber	עַנבָּר	0.635	0.308	0.369
ambience	אֲוִירָה	0.735	0.356	0.426
ambient	הסביבה	0.625	0.360	0.582
ambiguity	דו משמעות	0.164	0.460	0.370
ambiguous	דו - משמעי	0.265	0.462	0.358
ambit	אמביט	0.479	0.380	0.386
ambition	שְׁאַפתָנוּת	0.510	0.804	0.661
ambitious	שְׁאַפתָנִי	0.484	0.821	0.717
ambivalent	אמביוולנטי	0.510	0.404	0.482
ambrosia	אמברוזיה	0.571	0.452	0.480
ambulance	אַמבּוּלַנס	0.500	0.750	0.609
ambush	מארב	0.281	0.830	0.500
ameliorate	לְשַׁפֵּר	0.770	0.548	0.747
amen	אָמֵן	0.781	0.182	0.542
amenable	מקובל	0.448	0.410	0.406
amend	לְתַקֵן	0.688	0.406	0.658
amendment	תיקון	0.531	0.459	0.606
amends	מתקן	0.640	0.366	0.517
amenity	נוֹחוּת	0.750	0.327	0.574
amethyst	אַחלָמָה	0.622	0.406	0.517
amiable	יְדִידוּתִי	0.847	0.290	0.483
amicable	חביב	0.875	0.330	0.507
amid	בְּתוֹך	0.510	0.340	0.256
amidst	בְּתוֹך	0.480	0.330	0.316
amino	אמינו	0.551	0.402	0.433
ammo	תַחְמוֹשֶׁת	0.323	0.765	0.621
ammonia	אַמוֹנִיָה	0.292	0.587	0.409
ammonium	אַמוֹנִיוּם	0.354	0.396	0.368
ammunition	תַחְמוֹשֶׁת	0.338	0.635	0.667
amnesia	שִׁכחָה	0.296	0.330	0.308
amnesty	חֲנִינָה	0.551	0.451	0.814
amorous	מָלֵא אַהֲבָה	0.844	0.670	0.636
amorphous	גָלוּם	0.327	0.402	0.349
amortization	פְּחָת	0.592	0.491	0.522
amount	כמות	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	אמפרסנד	0.480	0.448	0.483
amphetamines	אמפטמינים	0.133	0.667	0.526
amphibian	דוּחַי	0.427	0.357	0.474
amphibious	אַמפִיבִּי	0.479	0.346	0.445
amphitheater	אַמְפִיתֵאַטרוֹן	0.653	0.480	0.545
ample	מַסְפִּיק	0.744	0.349	0.719
amplification	הַגבָּרָה	0.690	0.677	0.810
amplify	להגביר	0.677	0.735	0.827
amplitude	אמפליטודה	0.694	0.439	0.692
amply	בעדינות	0.781	0.431	0.766
amputate	לקטוע	0.092	0.660	0.509
amputation	קְטִיעָה	0.100	0.755	0.483
amuck	אמאק	0.385	0.602	0.321
amulet	קָמִיעַ	0.781	0.260	0.630
amuse	לְשַׁעֲשֵׁעַ	0.812	0.684	0.664
amused	משועשע	0.942	0.847	0.596
amusement	שַׁעֲשׁוּעַ	0.929	0.837	0.803
amusing	משעשע	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	אנקונדה	0.146	0.830	0.540
anaesthesia	הַרדָמָה	0.350	0.217	0.473
anaesthetic	הרדמה	0.449	0.268	0.509
anagram	אֲנַגְרַמָה	0.552	0.327	0.449
anal	אנאלי	0.333	0.798	0.334
analgesic	מְשַׁכֵּך כְּאֵבִים	0.417	0.321	0.441
analogous	מַקְבִּיל	0.531	0.270	0.500
analogue	אנלוגי	0.570	0.320	0.446
analogy	אֲנָלוֹגִיָה	0.510	0.367	0.509
analysis	אָנָלִיזָה	0.729	0.448	0.705
analyst	מְנַתֵחַ	0.604	0.415	0.755
analytic	אֲנַאלִיטִי	0.665	0.521	0.634
analytical	אנליטיים	0.625	0.324	0.800
analyze	לְנַתֵחַ	0.667	0.462	0.710
analyzer	מנתח	0.625	0.556	0.854
anaphylactic	אנפילקטי	0.378	0.588	0.500
anarchism	אנרכיזם	0.125	0.804	0.623
anarchist	אֲנַרכִיסט	0.204	0.700	0.759
anarchy	אֲנַרכִיָה	0.146	0.755	0.620
anastomosis	הַשָׁקָה	0.375	0.470	0.490
anathema	חֵרֶם	0.286	0.490	0.519
anatomic	אנטומי	0.562	0.442	0.546
anatomy	אֲנָטוֹמִיָה	0.562	0.390	0.571
ancestor	אָב קַדמוֹן	0.592	0.388	0.594
ancestral	אבות קדמונים	0.640	0.481	0.750
ancestry	שׁוֹשֶׁלֶת	0.708	0.519	0.717
anchor	לְעַגֵן	0.520	0.284	0.564
anchorage	מַעֲגָן	0.500	0.325	0.639
ancient	עָתִיק	0.420	0.217	0.439
ancillary	נלווה	0.449	0.442	0.278
androgen	אנדרוגן	0.255	0.523	0.527
android	דְמוּי אָדָם	0.663	0.436	0.500
anecdote	אֲנֶקדוֹטָה	0.583	0.529	0.500
anemia	אֲנֶמִיָה	0.188	0.327	0.310
anemic	אֲנֵמִי	0.167	0.279	0.155
anemone	כַּלָנִית	0.552	0.538	0.327
anesthesia	הַרדָמָה	0.365	0.216	0.394
anesthesiologist	מרדים	0.419	0.224	0.526
anesthetic	הרדמה	0.350	0.264	0.482
aneurysm	מפרצת	0.115	0.690	0.536
anew	מִחָדָשׁ	0.771	0.358	0.385
angel	מַלְאָך	0.906	0.158	0.704
angelic	מַלאָכִי	0.927	0.298	0.668
anger	כַּעַס	0.167	0.865	0.657
angered	כעס	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	אַנגִינָה	0.230	0.630	0.464
angiogram	אנגיוגרמה	0.347	0.520	0.465
angiography	אנגיוגרפיה	0.378	0.536	0.520
angle	זָוִית	0.541	0.330	0.455
angling	זווית	0.625	0.408	0.500
angora	אנגורה	0.529	0.425	0.405
angriest	זועם	0.094	0.892	0.430
angry	כּוֹעֵס	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	חרדה	0.167	0.888	0.333
anguish	צַעַר	0.153	0.792	0.265
anguished	מיוסרת	0.135	0.720	0.307
angular	זוויתית	0.449	0.281	0.444
anhydrous	נְטוּל מַיִם	0.456	0.365	0.355
animal	בעל חיים	0.521	0.510	0.513
animate	לְהַנפִּישׁ	0.827	0.755	0.635
animated	אנימציה	0.823	0.676	0.538
animation	אנימציה	0.888	0.750	0.549
animosity	אֵיבָה	0.510	0.724	0.545
animus	עוֹיְנוּת	0.698	0.676	0.466
ankle	קרסול	0.500	0.274	0.234
anklet	קַרסוּלִית	0.410	0.276	0.302
annals	קוֹרוֹת	0.427	0.610	0.424
annex	לְסַפֵּחַ	0.594	0.350	0.458
annexation	סיפוח	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	לְהַשְׁמִיד	0.115	0.918	0.681
annihilated	מושמד	0.080	0.760	0.324
annihilation	הַשׁמָדָה	0.041	0.800	0.591
anniversary	יוֹם הַשָׁנָה	0.880	0.770	0.723
annotate	הוסף הערות	0.592	0.469	0.441
annotation	ביאור	0.604	0.470	0.619
announce	להכריז	0.694	0.618	0.611
announcement	הַכרָזָה	0.729	0.491	0.482
announcer	כָּרוֹז	0.602	0.570	0.732
annoy	לְהַרְגִיז	0.094	0.765	0.286
annoyance	מוֹרַת רוֹחַ	0.167	0.718	0.342
annoyed	מְרוּגָז	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	מְעַצבֵּן	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	שנתי	0.552	0.236	0.500
annuity	אַנוֹנָה	0.521	0.304	0.527
annul	לְבַטֵל	0.250	0.448	0.364
annular	טַבַּעתִי	0.310	0.385	0.412
annulment	ביטול	0.153	0.375	0.447
annulus	כטבעת	0.458	0.380	0.376
anointed	מָשׁוּחַ	0.500	0.368	0.579
anointing	מְשִׁיחָה	0.653	0.350	0.547
anomalous	חָרִיג	0.281	0.480	0.423
anomaly	אֲנוֹמַלִיָה	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	אַלמוֹנִיוּת	0.469	0.255	0.430
anonymous	בעילום שם	0.396	0.291	0.431
anorexic	אנורקסית	0.160	0.618	0.245
answer	תשובה	0.537	0.373	0.661
answerable	דין וחשבון	0.708	0.481	0.750
answering	עונה	0.684	0.500	0.607
ant	נְמָלָה	0.448	0.216	0.216
antagonism	הִתנַגְדוּת	0.224	0.618	0.524
antagonist	יָרִיב	0.240	0.615	0.700
antagonistic	אנטגוניסטית	0.296	0.604	0.565
antagonize	להתנגד	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	מקדים	0.427	0.551	0.566
antelope	אַנְטִילוֹפָּה	0.542	0.510	0.500
antenna	אַנטֶנָה	0.521	0.327	0.358
anterior	קִדמִי	0.510	0.245	0.362
anthem	הִמנוֹן	0.780	0.343	0.729
anthill	אנתיל	0.327	0.578	0.377
anthology	אַנתוֹלוֹגִיָה	0.338	0.406	0.537
anthrax	גַחֶלֶת	0.188	0.730	0.500
anthropological	אנתרופולוגית	0.367	0.390	0.490
anthropologist	אַנתרוֹפּוֹלוֹג	0.551	0.385	0.725
anthropology	אַנתרוֹפּוֹלוֹגִיָה	0.490	0.367	0.582
anti	אַנְטִי	0.365	0.412	0.384
antiaircraft	נֶגֶד מְטוֹסִים	0.330	0.622	0.629
antibiotic	אַנטִיבִּיוֹטִי	0.510	0.373	0.658
antibiotics	אַנְטִיבִּיוֹטִיקָה	0.448	0.406	0.557
antichrist	אנטיכריסט	0.082	0.837	0.544
anticipate	לְצַפּוֹת	0.622	0.469	0.667
anticipation	ציפייה	0.698	0.539	0.711
anticipatory	מַקדִים	0.653	0.551	0.682
antics	תעלולים	0.448	0.740	0.236
antidote	נוגדן	0.541	0.490	0.629
antifungal	אנטי פטרייתי	0.408	0.412	0.441
antigravity	נוגד כבידה	0.430	0.714	0.658
antimony	אַנטִימוֹן	0.378	0.398	0.490
antipathy	סְלִידָה	0.198	0.549	0.393
antiquarian	סוֹחֵר עַתִיקוֹת	0.500	0.233	0.426
antiquated	מְיוּשָׁן	0.420	0.392	0.236
antique	עָתִיק	0.634	0.290	0.518
antiques	עַתִיקוֹת	0.540	0.370	0.595
antiquity	יָמֵי קֶדֶם	0.385	0.333	0.556
antiseptic	מְחַטֵא	0.438	0.370	0.623
antisocial	אַנְטִי חֵבְרָתִי	0.146	0.686	0.391
antithesis	אַנְטִיתֵזָה	0.396	0.412	0.536
antithetical	מנוגד	0.271	0.509	0.358
antiviral	אנטי ויראלי	0.459	0.470	0.549
antler	קֶרֶן הַצְבִי	0.448	0.470	0.500
antsy	נמרץ	0.449	0.558	0.417
anus	פִּי הַטַבַּעַת	0.347	0.644	0.350
anvil	סַדָן	0.380	0.510	0.604
anxiety	חֲרָדָה	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	חָרֵד	0.281	0.875	0.434
anxiousness	דְאַגתָנוּת	0.235	0.814	0.282
anytime	בכל עת	0.625	0.461	0.436
aorta	אבי העורקים	0.448	0.510	0.542
aortic	אבי העורקים	0.436	0.540	0.438
apace	בִּמְהִירוּת	0.536	0.500	0.536
apache	אפאצ'י	0.687	0.469	0.500
apartment	דִירָה	0.719	0.393	0.580
apartments	דירות	0.704	0.337	0.443
apathetic	אָדִישׁ	0.188	0.292	0.333
apathy	אֲדִישׁוּת	0.184	0.212	0.204
ape	קוֹף	0.548	0.389	0.336
aperture	צוֹהַר	0.612	0.450	0.667
apex	שִׂיא	0.570	0.433	0.418
aphid	כְּנִימָה	0.388	0.473	0.407
aphrodisiac	אפרודיזיאק	0.750	0.846	0.667
apiece	חתיכה	0.439	0.259	0.383
aplomb	בִּטָחוֹן עַצְמִי	0.500	0.509	0.582
apocalypse	אַפּוֹקָלִיפּסָה	0.050	0.867	0.736
apocalyptic	אפוקליפטי	0.173	0.880	0.750
apologetic	מִתנַצֵל	0.479	0.461	0.571
apologist	אפולוג	0.406	0.429	0.526
apologize	לְהִתְנַצֵל	0.551	0.378	0.389
apology	הִתנַצְלוּת	0.571	0.346	0.402
apostasy	כְּפִירָה	0.388	0.520	0.517
apostate	מְשׁוּמָד	0.342	0.500	0.528
apostle	השליח	0.646	0.347	0.732
apostolic	אפוסטולי	0.592	0.300	0.717
apostrophe	גֵרֵשׁ	0.469	0.368	0.537
apothecary	רוֹקֵחַ	0.561	0.328	0.529
appalled	מזועזע	0.194	0.792	0.562
appalling	מַחרִיד	0.160	0.827	0.415
apparatus	מַנגָנוֹן	0.375	0.353	0.377
apparel	הלבשה	0.698	0.435	0.453
apparent	נִרְאֶה	0.473	0.383	0.398
apparently	ככל הנראה	0.531	0.410	0.426
apparition	הוֹפָעָה	0.406	0.573	0.636
appeal	עִרעוּר	0.663	0.598	0.558
appear	לְהוֹפִיעַ	0.735	0.506	0.567
appearance	מראה חיצוני	0.669	0.490	0.534
appease	לְרַצוֹת	0.633	0.278	0.434
appellant	עוֹרֵר	0.327	0.588	0.568
append	לְצַרֵף	0.573	0.464	0.453
appendage	תוֹסֶפֶת	0.229	0.382	0.438
appendectomy	כריתת שתן	0.177	0.670	0.554
appendicitis	דַלֶקֶת הַתוֹסֶפתָן	0.031	0.640	0.347
appendix	נִספָּח	0.365	0.387	0.425
appetite	תֵאָבוֹן	0.704	0.637	0.581
appetizer	מתאבן	0.755	0.560	0.406
appetizing	מְעוֹרֵר תֵאָבוֹן	0.806	0.657	0.688
applaud	לְשַׁבֵּחַ	0.865	0.824	0.464
applause	תְשׁוּאוֹת	0.953	0.857	0.621
apple	תפוח עץ	0.811	0.300	0.264
apple juice	מיץ תפוחים	0.765	0.204	0.294
applejack	אפלג'ק	0.604	0.431	0.473
applesauce	תפוח	0.750	0.167	0.291
appliance	מַכשִׁיר	0.582	0.453	0.538
appliances	מכשירים	0.594	0.394	0.567
applicability	יָשִׂימוּת	0.677	0.490	0.741
applicable	יָשִׂים	0.469	0.430	0.667
applicant	מְבַקֵשׁ	0.612	0.558	0.688
application	יישום	0.646	0.445	0.726
apply	להגיש מועמדות	0.612	0.321	0.667
appoint	לְמַנוֹת	0.565	0.330	0.509
appointment	קביעת פגישה	0.688	0.594	0.547
appointments	פגישות	0.745	0.677	0.625
apportion	לְחַלֵק	0.677	0.490	0.638
apportionment	- חלוקה	0.552	0.481	0.453
appraisal	הערכה	0.417	0.667	0.682
appraise	לְהַעֲרִיך	0.677	0.490	0.696
appreciable	ניכר	0.873	0.491	0.778
appreciate	מעריך	0.885	0.422	0.741
appreciated	מוערך	0.910	0.434	0.779
appreciates	וי זכויות	0.765	0.500	0.656
appreciation	הוֹקָרָה	0.917	0.529	0.588
appreciative	מוֹקִיר	0.857	0.380	0.654
apprehend	לַעֲצוֹר	0.521	0.624	0.696
apprehension	חֲשָׁשׁ	0.385	0.720	0.454
apprehensive	חוֹשֵׁשׁ	0.406	0.592	0.431
apprentice	שׁוּליִה	0.615	0.413	0.452
apprenticeship	התמחות	0.812	0.482	0.643
approach	גִישָׁה	0.612	0.392	0.610
approaching	מִתקַרֵב	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	הַסכָּמָה	0.792	0.529	0.774
appropriate	מתאים	0.833	0.368	0.759
appropriation	לְקִיחָה	0.510	0.632	0.717
approval	הסכמה	0.854	0.460	0.889
approve	לְאַשֵׁר	0.875	0.548	0.741
approved	אושר	0.833	0.349	0.698
approvement	אישור	0.880	0.625	0.780
approving	אישור	0.917	0.583	0.773
approximate	לְהִתְקַרֵב	0.551	0.560	0.520
approximately	בְּעֵרֶך	0.622	0.396	0.538
approximating	מקרוב	0.583	0.615	0.471
approximation	אוּמדָן	0.582	0.402	0.593
appurtenances	הנספחים הבאים	0.573	0.412	0.547
apricot	מִשׁמֵשׁ	0.708	0.320	0.278
apron	סינר	0.582	0.208	0.245
apt	מַתְאִים	0.582	0.418	0.382
aptitude	כִּשָׁרוֹן	0.750	0.471	0.746
aqua	אקווה	0.656	0.292	0.359
aquamarine	תַרשִׁישׁ	0.729	0.306	0.413
aquarium	אַקוַרִיוּם	0.663	0.327	0.393
aquatic	מֵימִי	0.677	0.510	0.463
aqueduct	אַמַת מַיִם	0.551	0.411	0.534
aqueous	מֵימִי	0.429	0.270	0.310
arable	חקלאי	0.510	0.350	0.465
arbiter	פּוֹסֵק	0.561	0.537	0.814
arbitrary	שרירותי	0.281	0.702	0.686
arbitrate	לְהַכרִיעַ	0.470	0.620	0.682
arbitration	בוררות	0.587	0.602	0.670
arbitrator	בּוֹרֵר	0.385	0.448	0.795
arbor	ארבור	0.583	0.490	0.591
arc	קֶשֶׁת	0.552	0.388	0.396
arcade	מִקמֶרֶת	0.676	0.521	0.502
arcane	מִסתוֹרִי	0.500	0.490	0.637
arch	קֶשֶׁת	0.500	0.354	0.468
archaeological	ארכיאולוגי	0.740	0.441	0.660
archaeologist	אַרכֵיאוֹלוֹג	0.552	0.451	0.706
archaeology	אַרכֵיאוֹלוֹגִיָה	0.596	0.358	0.691
archaic	אַרְכָאִי	0.271	0.327	0.332
archangel	המלאך	0.837	0.500	0.708
archbishop	אַרכִיבִּישׁוֹף	0.622	0.280	0.776
archdiocese	ארכיבישוף	0.400	0.321	0.704
archduke	ארכידוכס	0.458	0.413	0.634
arched	קָמוּר	0.582	0.403	0.398
archer	קַשָׁת	0.573	0.622	0.661
archery	קַשׁתוּת	0.594	0.604	0.589
archetype	אַב טִיפּוּס	0.448	0.520	0.569
archipelago	אַרכִיפֵּלָג	0.745	0.370	0.592
architect	אַדְרִיכָל	0.776	0.442	0.836
architectural	אדריכלי	0.729	0.390	0.670
architecture	ארכיטקטורה	0.820	0.390	0.694
archive	ארכיון	0.438	0.294	0.527
arctic	אַרקטִי	0.615	0.352	0.546
ardent	נִלהָב	0.694	0.873	0.722
ardor	לַהַט	0.500	0.780	0.538
arduous	כָּרוּך בְּמַאֲמָצִים	0.344	0.783	0.605
area	אֵזוֹר	0.490	0.306	0.464
arena	זִירָה	0.510	0.235	0.404
areola	הינם	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	לִטעוֹן	0.093	0.798	0.525
argument	טַעֲנָה	0.510	0.464	0.698
argumentation	הַנמָקָה	0.479	0.549	0.760
argumentative	וַכְּחָנִי	0.450	0.531	0.679
arguments	ארגומנטים	0.541	0.602	0.657
arid	צָחִיחַ	0.323	0.333	0.379
arise	לְהִתְעוֹרֵר	0.750	0.582	0.725
aristocracy	אֲצוּלָה	0.688	0.549	0.842
aristocrat	אֲרִיסטוֹקרָט	0.583	0.413	0.811
aristocratic	אריסטוקרטית	0.449	0.519	0.676
arithmetic	חֶשְׁבּוֹן	0.453	0.460	0.634
ark	ארון	0.396	0.427	0.543
arm	זְרוֹעַ	0.552	0.285	0.469
armada	ארמדה	0.408	0.740	0.868
armament	הְתחַמְשׁוּת	0.198	0.764	0.810
armaments	נשק	0.192	0.839	0.830
armature	עוֹגֶן	0.510	0.558	0.755
armchair	כּוּרסָה	0.646	0.164	0.339
armed	חָמוּשׁ	0.188	0.750	0.808
armor	שִׁריוֹן	0.469	0.625	0.784
armored	משוריין	0.469	0.509	0.861
armory	נִשׁקִיָה	0.448	0.663	0.800
armpit	בית שחי	0.283	0.439	0.250
arms	נשק	0.464	0.395	0.483
army	צָבָא	0.417	0.759	0.902
aroma	אֲרוֹמָה	0.823	0.235	0.442
aromatherapy	ארומתרפיה	0.847	0.220	0.473
arousal	עִירוּר	0.791	0.943	0.731
arouse	לְעוֹרֵר	0.740	0.491	0.580
aroused	התעוררה	0.708	0.952	0.667
arraignment	עיצום	0.406	0.837	0.534
arrange	לְאַרגֵן	0.740	0.490	0.571
arranged	מְסוּדָר	0.698	0.531	0.728
arrangement	הֶסדֵר	0.625	0.382	0.683
array	מַעֲרָך	0.521	0.396	0.568
arrears	פיגור	0.286	0.485	0.302
arrest	מַעְצָר	0.146	0.951	0.500
arrhythmia	הפרעות קצב	0.265	0.706	0.356
arrival	הַגָעָה	0.678	0.510	0.474
arrive	לְהַגִיעַ	0.837	0.406	0.585
arrogance	יְהִירוּת	0.143	0.750	0.620
arrogant	יָהִיר	0.115	0.755	0.580
arrow	חֵץ	0.439	0.390	0.454
arsehole	חור	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	מַחסָן נֶשֶׁק	0.365	0.741	0.752
arsenic	אַרסָן	0.281	0.472	0.447
arson	הַצָתָה	0.133	0.904	0.567
arsonist	מַבעִיר	0.348	0.840	0.500
art	אומנות	0.812	0.360	0.603
arterial	עוֹרְקִי	0.396	0.510	0.583
artery	עוֹרֶק	0.396	0.580	0.537
artful	עַרמוּמִי	0.771	0.608	0.778
arthritis	דַלֶקֶת פּרָקִים	0.110	0.518	0.345
arthropod	ארתרופוד	0.344	0.464	0.434
artichoke	אַרטִישׁוֹק	0.583	0.218	0.287
article	מאמר	0.594	0.280	0.481
articles	מאמרים	0.552	0.324	0.565
articulate	לבטא	0.677	0.462	0.618
articulation	מִפרוּק	0.479	0.480	0.591
artifact	חפץ	0.510	0.500	0.566
artifice	תַחְבּוּלָה	0.316	0.696	0.482
artificial	מְלָאכוּתִי	0.306	0.385	0.351
artillery	אָרְטִילֶרִיָה	0.350	0.912	0.794
artisan	אָמָן	0.781	0.330	0.411
artist	אמן	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	אָמָנוּתִי	0.802	0.646	0.632
artistry	אָמָנוּת	0.823	0.346	0.769
artists	אמנים	0.796	0.667	0.741
artwork	עבודת אומנות	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	בהקדם האפשרי	0.571	0.500	0.552
asbestos	אַזְבֶּסְט	0.357	0.481	0.464
ascend	לַעֲלוֹת	0.830	0.620	0.812
ascendancy	עולה	0.724	0.625	0.700
ascendant	עוֹלֶה	0.656	0.673	0.821
ascending	עולה	0.826	0.644	0.777
ascension	העלייה	0.765	0.720	0.714
ascent	מַעֲלֶה	0.755	0.627	0.833
ascertain	לְוַדֵא	0.560	0.530	0.625
ascertained	הוסבר	0.531	0.529	0.616
ascetic	סַגְפָן	0.438	0.375	0.472
ash	אֵפֶר	0.260	0.210	0.207
ashamed	מְבוּיָשׁ	0.156	0.588	0.228
ashes	אפר	0.327	0.279	0.142
ashtray	מַאֲפֵרָה	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	לִשְׁאוֹל	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	יָשֵׁן	0.604	0.100	0.270
asp	אֶפעֶה	0.438	0.489	0.375
asparagus	אספרגוס	0.469	0.317	0.264
aspartame	אספרטיים	0.469	0.480	0.322
aspect	אספקט	0.479	0.469	0.588
aspects	היבטים	0.439	0.480	0.565
aspen	צַפצָפָה רַעֲדָנִית	0.479	0.280	0.395
asphalt	אַספַלט	0.479	0.264	0.439
asphyxia	חֶנֶק	0.198	0.704	0.311
asphyxiation	חנק	0.059	0.745	0.412
aspiration	שְׁאִיפָה	0.704	0.724	0.675
aspire	לִשְׁאוֹף	0.812	0.469	0.722
aspirin	אַספִּירִין	0.479	0.271	0.422
aspiring	שאפתן	0.844	0.582	0.604
ass	תַחַת	0.323	0.750	0.345
assail	לִתְקוֹף	0.378	0.510	0.500
assailant	תוקף	0.184	0.868	0.602
assassin	מִתנַקֵשׁ	0.073	0.933	0.632
assassinate	להתנקש	0.051	0.969	0.722
assassination	רֶצַח	0.083	0.941	0.525
assault	תקיפה	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	מכלול	0.429	0.452	0.600
assemble	להרכיב	0.542	0.570	0.750
assembled	התאספו	0.663	0.450	0.644
assembly	הַרכָּבָה	0.698	0.500	0.640
assemblyman	המחוקק	0.430	0.538	0.760
assent	לְהַסכִּים	0.615	0.515	0.719
assert	לִטעוֹן	0.750	0.619	0.809
asserting	טענה	0.694	0.531	0.736
