Word	Mongolian-mn	Valence	Arousal	Dominance
amendment	нэмэлт өөрчлөлт оруулах	0.531	0.459	0.606
amends	өөрчлөх	0.640	0.366	0.517
amenity	тав тухтай байдал	0.750	0.327	0.574
amethyst	аметист	0.622	0.406	0.517
amiable	сэтгэл хангалуун байна	0.847	0.290	0.483
amicable	сайхан сэтгэл	0.875	0.330	0.507
amid	дунд	0.510	0.340	0.256
amidst	дундуур	0.480	0.330	0.316
amino	амин	0.551	0.402	0.433
ammo	пуужин	0.323	0.765	0.621
ammonia	аммиак	0.292	0.587	0.409
ammonium	аммони	0.354	0.396	0.368
ammunition	сум	0.338	0.635	0.667
amnesia	amnesia	0.296	0.330	0.308
amnesty	Эмнести Интернэшнл	0.551	0.451	0.814
amorous	хөгжилтэй	0.844	0.670	0.636
amorphous	Аморф	0.327	0.402	0.349
amortization	хорогдуулалт	0.592	0.491	0.522
amount	хэмжээ	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ampersand	0.480	0.448	0.483
amphetamines	амфетаминууд	0.133	0.667	0.526
amphibian	хоёр нутагтан	0.427	0.357	0.474
amphibious	газар уснаа	0.479	0.346	0.445
amphitheater	амфитеатер	0.653	0.480	0.545
ample	хангалттай	0.744	0.349	0.719
amplification	олшруулалт	0.690	0.677	0.810
amplify	олшруулна	0.677	0.735	0.827
amplitude	далайц	0.694	0.439	0.692
amply	Үнэндээ	0.781	0.431	0.766
amputate	тайрах	0.092	0.660	0.509
amputation	таслагдах	0.100	0.755	0.483
amuck	Амьтад байна	0.385	0.602	0.321
amulet	сахиус	0.781	0.260	0.630
amuse	хөгжилтэй байх	0.812	0.684	0.664
amused	хөгжилтэй байсан	0.942	0.847	0.596
amusement	зугаа цэнгэл	0.929	0.837	0.803
amusing	хөгжилтэй	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	мэдээ алдуулалт	0.350	0.217	0.473
anaesthetic	мэдээ алдуулалт	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	шулуун гэдсээр	0.333	0.798	0.334
analgesic	өвдөлт намдаах эм	0.417	0.321	0.441
analogous	адил төстэй	0.531	0.270	0.500
analogue	аналог	0.570	0.320	0.446
analogy	адил төстэй	0.510	0.367	0.509
analysis	шинжилгээ хийх	0.729	0.448	0.705
analyst	шинжээч	0.604	0.415	0.755
analytic	анализ хийх	0.665	0.521	0.634
analytical	аналитик	0.625	0.324	0.800
analyze	шинжилгээ хийх	0.667	0.462	0.710
analyzer	анализатор	0.625	0.556	0.854
anaphylactic	анафилакс	0.378	0.588	0.500
anarchism	анархизм	0.125	0.804	0.623
anarchist	анархист	0.204	0.700	0.759
anarchy	анархи	0.146	0.755	0.620
anastomosis	анастомosis	0.375	0.470	0.490
anathema	анатейм	0.286	0.490	0.519
anatomic	анатомик	0.562	0.442	0.546
anatomy	анатоми	0.562	0.390	0.571
ancestor	өвөг дээдэс	0.592	0.388	0.594
ancestral	өвөг дээдэс	0.640	0.481	0.750
ancestry	өвөг дээдэс	0.708	0.519	0.717
anchor	зангуу	0.520	0.284	0.564
anchorage	зангилаа	0.500	0.325	0.639
ancient	эртний	0.420	0.217	0.439
ancillary	нэмэлт	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	Андройд	0.663	0.436	0.500
anecdote	гэж бичсэн байна	0.583	0.529	0.500
anemia	цус багадалт	0.188	0.327	0.310
anemic	анемик	0.167	0.279	0.155
anemone	анемон	0.552	0.538	0.327
anesthesia	мэдээ алдуулалт	0.365	0.216	0.394
anesthesiologist	Анестезиологич	0.419	0.224	0.526
anesthetic	мэдээ алдуулалт	0.350	0.264	0.482
aneurysm	аневризм	0.115	0.690	0.536
anew	дахин	0.771	0.358	0.385
angel	тэнгэр элч	0.906	0.158	0.704
angelic	Тэнгэр элч нар	0.927	0.298	0.668
anger	уур хилэн	0.167	0.865	0.657
angered	гунигтай байна	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	ангиографи	0.347	0.520	0.465
angiography	ангиографи	0.378	0.536	0.520
angle	өнцөг	0.541	0.330	0.455
angling	зангилаа	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	хамгийн агуу	0.094	0.892	0.430
angry	уурлаж байна	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	шаналал	0.153	0.792	0.265
anguished	шаналсан	0.135	0.720	0.307
angular	өнцөг	0.449	0.281	0.444
anhydrous	усгүй болно	0.456	0.365	0.355
animal	амьтан	0.521	0.510	0.513
animate	Амьдрал	0.827	0.755	0.635
animated	хөдөлгөөнтэй	0.823	0.676	0.538
animation	хөдөлгөөнт дүрс	0.888	0.750	0.549
animosity	харгислал	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	шагай	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	анализ	0.427	0.610	0.424
annex	хавсралт	0.594	0.350	0.458
annexation	Хавсралт	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	устгах	0.115	0.918	0.681
annihilated	устгасан	0.080	0.760	0.324
annihilation	устгах	0.041	0.800	0.591
anniversary	жилийн ой	0.880	0.770	0.723
annotate	тайлбарлана уу	0.592	0.469	0.441
annotation	тэмдэглэл	0.604	0.470	0.619
announce	зарлах	0.694	0.618	0.611
announcement	зарлал	0.729	0.491	0.482
announcer	хөтлөгч	0.602	0.570	0.732
annoy	уурлаж байна	0.094	0.765	0.286
annoyance	харамсалтай	0.167	0.718	0.342
annoyed	залхаж байна	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ядаргаатай	0.082	0.853	0.348
annoys	уйтгар гунигтай	0.146	0.778	0.435
annual	жил бүрийн	0.552	0.236	0.500
annuity	анюти	0.521	0.304	0.527
annul	хүчингүй болгох	0.250	0.448	0.364
annular	тойрог	0.310	0.385	0.412
annulment	хүчингүй болгох	0.153	0.375	0.447
annulus	анал	0.458	0.380	0.376
anointed	тослогдсон	0.500	0.368	0.579
anointing	тослох	0.653	0.350	0.547
anomalous	Аномалог	0.281	0.480	0.423
anomaly	аномали	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	нэргүй байдал	0.469	0.255	0.430
anonymous	нэргүй	0.396	0.291	0.431
anorexic	анорекс юм	0.160	0.618	0.245
answer	хариулт	0.537	0.373	0.661
answerable	Хариуцлагатай	0.708	0.481	0.750
answering	хариулах	0.684	0.500	0.607
ant	шоргоолж	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	антагонист	0.240	0.615	0.700
antagonistic	антагонист	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	анхан шатны	0.427	0.551	0.566
antelope	буга	0.542	0.510	0.500
antenna	антен	0.521	0.327	0.358
anterior	урд талд	0.510	0.245	0.362
anthem	төрийн дуулал	0.780	0.343	0.729
anthill	цоохор ирвэс	0.327	0.578	0.377
anthology	антиологи	0.338	0.406	0.537
anthrax	боомоор	0.188	0.730	0.500
anthropological	антропологи	0.367	0.390	0.490
anthropologist	антропологич	0.551	0.385	0.725
anthropology	антропологи	0.490	0.367	0.582
anti	эсрэг	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	антибиотик	0.510	0.373	0.658
antibiotics	антибиотик	0.448	0.406	0.557
antichrist	Антихрист	0.082	0.837	0.544
anticipate	хүлээж байна	0.622	0.469	0.667
anticipation	хүлээлт	0.698	0.539	0.711
anticipatory	урвуулан ашиглах	0.653	0.551	0.682
antics	харваас	0.448	0.740	0.236
antidote	хордлого	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	эсрэг тэсрэг байдал	0.430	0.714	0.658
antimony	вино	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	эсрэг тэсрэг	0.500	0.233	0.426
antiquated	эртний	0.420	0.392	0.236
antique	эртний	0.634	0.290	0.518
antiques	Эртний эдлэл	0.540	0.370	0.595
antiquity	эртний байсан	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	эсрэг үзэгдэл	0.146	0.686	0.391
antithesis	антитез	0.396	0.412	0.536
antithetical	эсрэг үзэл баримтлал	0.271	0.509	0.358
antiviral	вирусын эсрэг	0.459	0.470	0.549
antler	эвэр	0.448	0.470	0.500
antsy	отон	0.449	0.558	0.417
anus	ану	0.347	0.644	0.350
anvil	анвил	0.380	0.510	0.604
anxiety	айдас	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	санаа зовсон	0.281	0.875	0.434
anxiousness	сэтгэлийн шаналал	0.235	0.814	0.282
anytime	ямар ч цагт	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	түргэн ав	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	орон сууц	0.719	0.393	0.580
apartments	орон сууц	0.704	0.337	0.443
apathetic	дургүй байдаг	0.188	0.292	0.333
apathy	хайхрамжгүй байдал	0.184	0.212	0.204
ape	Мич	0.548	0.389	0.336
aperture	апертур	0.612	0.450	0.667
apex	оройн хэсэг	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	Нэг хэсэг	0.439	0.259	0.383
aplomb	Өрөө	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	уучлал гуйж байна	0.479	0.461	0.571
apologist	уучлал хүсэгч	0.406	0.429	0.526
apologize	уучлаарай	0.551	0.378	0.389
apology	уучлал гуйх	0.571	0.346	0.402
apostasy	урвалт	0.388	0.520	0.517
apostate	урвагч	0.342	0.500	0.528
apostle	элч	0.646	0.347	0.732
apostolic	төлөөлөгчийн газар	0.592	0.300	0.717
apostrophe	алга болсон	0.469	0.368	0.537
apothecary	эмч	0.561	0.328	0.529
appalled	цочирдсон	0.194	0.792	0.562
appalling	аймшигтай	0.160	0.827	0.415
apparatus	аппарат	0.375	0.353	0.377
apparel	хувцас хунар	0.698	0.435	0.453
apparent	тод харагдаж байна	0.473	0.383	0.398
apparently	мэдээжийн хэрэг	0.531	0.410	0.426
apparition	үзэгчид	0.406	0.573	0.636
appeal	давж заалдах	0.663	0.598	0.558
appear	гарч ирнэ	0.735	0.506	0.567
appearance	Гадаад төрх	0.669	0.490	0.534
appease	тайтгаруулах	0.633	0.278	0.434
appellant	мэдүүлэг гаргагч	0.327	0.588	0.568
append	хавсаргана	0.573	0.464	0.453
appendage	хавсралт	0.229	0.382	0.438
appendectomy	хавдар	0.177	0.670	0.554
appendicitis	хаван	0.031	0.640	0.347
appendix	хавсралт	0.365	0.387	0.425
appetite	дур сонирхол	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	хоолны дэглэм	0.806	0.657	0.688
applaud	алга уу	0.865	0.824	0.464
applause	алга ташилт	0.953	0.857	0.621
apple	алим	0.811	0.300	0.264
apple juice	алимны шүүс	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	алимны алим	0.750	0.167	0.291
appliance	хэрэгсэл	0.582	0.453	0.538
appliances	цахилгаан хэрэгсэл	0.594	0.394	0.567
applicability	хэрэглэх боломжтой	0.677	0.490	0.741
applicable	хэрэглэж болно	0.469	0.430	0.667
applicant	өргөдөл гаргагч	0.612	0.558	0.688
application	програм	0.646	0.445	0.726
apply	хэрэглэх	0.612	0.321	0.667
appoint	томилох	0.565	0.330	0.509
appointment	томилгоо	0.688	0.594	0.547
appointments	томилгоо	0.745	0.677	0.625
apportion	хуваарилалт	0.677	0.490	0.638
apportionment	хуваарилалт	0.552	0.481	0.453
appraisal	үнэлгээ	0.417	0.667	0.682
appraise	Үнэлгээ	0.677	0.490	0.696
appreciable	гайхалтай	0.873	0.491	0.778
appreciate	баярлалаа	0.885	0.422	0.741
appreciated	баярлалаа	0.910	0.434	0.779
appreciates	баярлалаа	0.765	0.500	0.656
appreciation	талархал	0.917	0.529	0.588
appreciative	талархал	0.857	0.380	0.654
apprehend	барьж авах	0.521	0.624	0.696
apprehension	айдас	0.385	0.720	0.454
apprehensive	айдас	0.406	0.592	0.431
apprentice	дагалдагч	0.615	0.413	0.452
apprenticeship	дагалдан сургах	0.812	0.482	0.643
approach	арга барил	0.612	0.392	0.610
approaching	ойртож байна	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	батлах	0.792	0.529	0.774
appropriate	тохиромжтой	0.833	0.368	0.759
appropriation	өмч хөрөнгө	0.510	0.632	0.717
approval	батлах	0.854	0.460	0.889
approve	зөвшөөрөх	0.875	0.548	0.741
approved	батлагдсан	0.833	0.349	0.698
approvement	батлах	0.880	0.625	0.780
approving	батлах	0.917	0.583	0.773
approximate	ойролцоогоор	0.551	0.560	0.520
approximately	ойролцоогоор	0.622	0.396	0.538
approximating	ойролцоогоор	0.583	0.615	0.471
approximation	ойролцоогоор	0.582	0.402	0.593
appurtenances	нэмэлт	0.573	0.412	0.547
apricot	чангаанз	0.708	0.320	0.278
apron	хормогч	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	авьяас чадвар	0.750	0.471	0.746
aqua	ус	0.656	0.292	0.359
aquamarine	А aquamarine	0.729	0.306	0.413
aquarium	аквариум	0.663	0.327	0.393
aquatic	усны нөөц	0.677	0.510	0.463
aqueduct	усан сан	0.551	0.411	0.534
aqueous	усан сан	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	шүүгчид	0.561	0.537	0.814
arbitrary	дур зоргоороо	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	арбитрын ажиллагаа	0.587	0.602	0.670
arbitrator	арбитрч	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	нуман	0.552	0.388	0.396
arcade	Зоосон машин	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	нуман	0.500	0.354	0.468
archaeological	археологи	0.740	0.441	0.660
archaeologist	археологич	0.552	0.451	0.706
archaeology	археологи	0.596	0.358	0.691
archaic	хуучин байна	0.271	0.327	0.332
archangel	тэргүүн тэнгэр элч	0.837	0.500	0.708
archbishop	хамба лам	0.622	0.280	0.776
archdiocese	сүм хийд	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	харваач	0.573	0.622	0.661
archery	харваа	0.594	0.604	0.589
archetype	аркетекс	0.448	0.520	0.569
archipelago	арлууд	0.745	0.370	0.592
architect	архитектор	0.776	0.442	0.836
architectural	Архитектур	0.729	0.390	0.670
architecture	архитектур	0.820	0.390	0.694
archive	архив	0.438	0.294	0.527
arctic	Арктик	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	хүнд бэрх	0.344	0.783	0.605
area	талбай	0.490	0.306	0.464
arena	талбар	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	маргаж байна	0.093	0.798	0.525
argument	аргумент	0.510	0.464	0.698
argumentation	Аргумент	0.479	0.549	0.760
argumentative	маргаантай	0.450	0.531	0.679
arguments	аргументууд	0.541	0.602	0.657
arid	хуурай газар	0.323	0.333	0.379
arise	босоод ир	0.750	0.582	0.725
aristocracy	язгууртнууд	0.688	0.549	0.842
aristocrat	язгууртан	0.583	0.413	0.811
aristocratic	язгууртан	0.449	0.519	0.676
arithmetic	арифметик	0.453	0.460	0.634
ark	хөвөгч авдар	0.396	0.427	0.543
arm	гар	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	зэвсэг	0.198	0.764	0.810
armaments	зэвсэг	0.192	0.839	0.830
armature	арматур	0.510	0.558	0.755
armchair	түшлэг	0.646	0.164	0.339
armed	зэвсэглэсэн	0.188	0.750	0.808
armor	хуяг	0.469	0.625	0.784
armored	хуягт	0.469	0.509	0.861
armory	зэвсэг	0.448	0.663	0.800
armpit	суга	0.283	0.439	0.250
arms	зэвсэг	0.464	0.395	0.483
army	арми	0.417	0.759	0.902
aroma	үнэр	0.823	0.235	0.442
aromatherapy	үнэртүүлэгч	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	Сэргээх	0.740	0.491	0.580
aroused	сэрсэн	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	зохион байгуулах	0.740	0.490	0.571
arranged	зохион байгуулсан	0.698	0.531	0.728
arrangement	зохион байгуулалт	0.625	0.382	0.683
array	массив	0.521	0.396	0.568
arrears	өр төлбөр	0.286	0.485	0.302
arrest	баривчлах	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	ирэх	0.678	0.510	0.474
arrive	ирж байна	0.837	0.406	0.585
arrogance	их зан	0.143	0.750	0.620
arrogant	бардам	0.115	0.755	0.580
arrow	сумаар заав	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	Арсенал	0.365	0.741	0.752
arsenic	хүнцэл	0.281	0.472	0.447
arson	нуман	0.133	0.904	0.567
arsonist	Арсонист	0.348	0.840	0.500
art	урлаг	0.812	0.360	0.603
arterial	артери	0.396	0.510	0.583
artery	артери	0.396	0.580	0.537
artful	урлаг	0.771	0.608	0.778
arthritis	артрит	0.110	0.518	0.345
arthropod	артропод	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	нийтлэл	0.594	0.280	0.481
articles	нийтлэл	0.552	0.324	0.565
articulate	үг хэлэх	0.677	0.462	0.618
articulation	үг хэллэг	0.479	0.480	0.591
artifact	олдвор	0.510	0.500	0.566
artifice	хиймэл дагуул	0.316	0.696	0.482
artificial	зохиомол	0.306	0.385	0.351
artillery	их бууны сум	0.350	0.912	0.794
artisan	Гар аргаар	0.781	0.330	0.411
artist	уран бүтээлч	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	урлаг	0.802	0.646	0.632
