Word	Romanian-ro	Valence	Arousal	Dominance
anemic	anemic	0.167	0.279	0.155
anemone	anemonă	0.552	0.538	0.327
anesthesia	anestezie	0.365	0.216	0.394
anesthesiologist	anestezist	0.419	0.224	0.526
anesthetic	anestezic	0.350	0.264	0.482
aneurysm	anevrism	0.115	0.690	0.536
anew	un nou	0.771	0.358	0.385
angel	înger	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	furie	0.167	0.865	0.657
angered	înfuriat	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	anghină	0.230	0.630	0.464
angiogram	angiografia	0.347	0.520	0.465
angiography	angiografia	0.378	0.536	0.520
angle	unghi	0.541	0.330	0.455
angling	pescuit sportiv	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	manios	0.094	0.892	0.430
angry	furios	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angoasa	0.167	0.888	0.333
anguish	chin	0.153	0.792	0.265
anguished	angoase	0.135	0.720	0.307
angular	unghiular	0.449	0.281	0.444
anhydrous	anhidru	0.456	0.365	0.355
animal	animal	0.521	0.510	0.513
animate	anima	0.827	0.755	0.635
animated	animat	0.823	0.676	0.538
animation	animaţie	0.888	0.750	0.549
animosity	animozitate	0.510	0.724	0.545
animus	dușmănie	0.698	0.676	0.466
ankle	gleznă	0.500	0.274	0.234
anklet	brățară pentru gleznă	0.410	0.276	0.302
annals	anale	0.427	0.610	0.424
annex	anexă	0.594	0.350	0.458
annexation	anexare	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	anihila	0.115	0.918	0.681
annihilated	anihilat	0.080	0.760	0.324
annihilation	anihilare	0.041	0.800	0.591
anniversary	aniversare	0.880	0.770	0.723
annotate	adnota	0.592	0.469	0.441
annotation	adnotare	0.604	0.470	0.619
announce	anunța	0.694	0.618	0.611
announcement	anunţ	0.729	0.491	0.482
announcer	crainic	0.602	0.570	0.732
annoy	deranja	0.094	0.765	0.286
annoyance	supărare	0.167	0.718	0.342
annoyed	contrariat	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	enervant	0.082	0.853	0.348
annoys	enervează	0.146	0.778	0.435
annual	anual	0.552	0.236	0.500
annuity	anuitate	0.521	0.304	0.527
annul	anula	0.250	0.448	0.364
annular	inelar	0.310	0.385	0.412
annulment	anulare	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	uns	0.500	0.368	0.579
anointing	ungere	0.653	0.350	0.547
anomalous	anormal	0.281	0.480	0.423
anomaly	anomalie	0.188	0.538	0.404
anon	îndată	0.479	0.354	0.298
anonymity	anonimat	0.469	0.255	0.430
anonymous	anonim	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	Răspuns	0.537	0.373	0.661
answerable	răspunde	0.708	0.481	0.750
answering	răspuns	0.684	0.500	0.607
ant	furnică	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonic	0.296	0.604	0.565
antagonize	se opune	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedente	0.427	0.551	0.566
antelope	antilopă	0.542	0.510	0.500
antenna	antenă	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	imn	0.780	0.343	0.729
anthill	musuroi de furnici	0.327	0.578	0.377
anthology	antologie	0.338	0.406	0.537
anthrax	antrax	0.188	0.730	0.500
anthropological	antropologic	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologie	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaerian	0.330	0.622	0.629
antibiotic	antibiotic	0.510	0.373	0.658
antibiotics	antibiotice	0.448	0.406	0.557
antichrist	antihrist	0.082	0.837	0.544
anticipate	anticipa	0.622	0.469	0.667
anticipation	anticipare	0.698	0.539	0.711
anticipatory	anticipat	0.653	0.551	0.682
antics	giumbuș	0.448	0.740	0.236
antidote	antidot	0.541	0.490	0.629
antifungal	antifungic	0.408	0.412	0.441
antigravity	anti gravitație	0.430	0.714	0.658
antimony	antimoniu	0.378	0.398	0.490
antipathy	antipatie	0.198	0.549	0.393
antiquarian	anticar	0.500	0.233	0.426
antiquated	învechit	0.420	0.392	0.236
antique	antic	0.634	0.290	0.518
antiques	antichități	0.540	0.370	0.595
antiquity	antichitate	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antiteză	0.396	0.412	0.536
antithetical	antitetic	0.271	0.509	0.358
antiviral	antivirale	0.459	0.470	0.549
antler	corn de cerb	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	nicovală	0.380	0.510	0.604
anxiety	anxietate	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	nerăbdător	0.281	0.875	0.434
anxiousness	anxiousness	0.235	0.814	0.282
anytime	oricând	0.625	0.461	0.436
aorta	aortă	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	repede	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartament	0.719	0.393	0.580
apartments	apartamente	0.704	0.337	0.443
apathetic	apatic	0.188	0.292	0.333
apathy	apatie	0.184	0.212	0.204
ape	maimuţă	0.548	0.389	0.336
aperture	deschidere	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	păduchele	0.388	0.473	0.407
aphrodisiac	afrodiziac	0.750	0.846	0.667
apiece	o bucata	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalips	0.050	0.867	0.736
apocalyptic	apocaliptic	0.173	0.880	0.750
apologetic	apologetic	0.479	0.461	0.571
apologist	apologet	0.406	0.429	0.526
apologize	scuza	0.551	0.378	0.389
apology	apologie	0.571	0.346	0.402
apostasy	apostazie	0.388	0.520	0.517
apostate	apostat	0.342	0.500	0.528
apostle	apostol	0.646	0.347	0.732
apostolic	apostolic	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	spițer	0.561	0.328	0.529
appalled	consternat	0.194	0.792	0.562
appalling	îngrozitor	0.160	0.827	0.415
apparatus	aparat	0.375	0.353	0.377
apparel	haine	0.698	0.435	0.453
apparent	aparent	0.473	0.383	0.398
apparently	aparent	0.531	0.410	0.426
apparition	apariţie	0.406	0.573	0.636
appeal	recurs	0.663	0.598	0.558
appear	apărea	0.735	0.506	0.567
appearance	aspect	0.669	0.490	0.534
appease	potoli setea	0.633	0.278	0.434
appellant	apelant	0.327	0.588	0.568
append	adăuga	0.573	0.464	0.453
appendage	apendice	0.229	0.382	0.438
appendectomy	apendicectomie	0.177	0.670	0.554
appendicitis	apendicită	0.031	0.640	0.347
appendix	apendice	0.365	0.387	0.425
appetite	apetit	0.704	0.637	0.581
appetizer	aperitiv	0.755	0.560	0.406
appetizing	apetisant	0.806	0.657	0.688
applaud	aplauda	0.865	0.824	0.464
applause	aplauze	0.953	0.857	0.621
apple	măr	0.811	0.300	0.264
apple juice	suc de mere	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	sos de mere	0.750	0.167	0.291
appliance	aparat	0.582	0.453	0.538
appliances	Aparate	0.594	0.394	0.567
applicability	aplicabilitate	0.677	0.490	0.741
applicable	aplicabil	0.469	0.430	0.667
applicant	solicitant	0.612	0.558	0.688
application	cerere	0.646	0.445	0.726
apply	aplica	0.612	0.321	0.667
appoint	numi	0.565	0.330	0.509
appointment	programare	0.688	0.594	0.547
appointments	numiri	0.745	0.677	0.625
apportion	repartiza	0.677	0.490	0.638
apportionment	repartizare	0.552	0.481	0.453
appraisal	evaluare	0.417	0.667	0.682
appraise	evalua	0.677	0.490	0.696
appreciable	apreciabil	0.873	0.491	0.778
appreciate	a aprecia	0.885	0.422	0.741
appreciated	apreciat	0.910	0.434	0.779
appreciates	apreciază	0.765	0.500	0.656
appreciation	apreciere	0.917	0.529	0.588
appreciative	apreciativ	0.857	0.380	0.654
apprehend	aresta	0.521	0.624	0.696
apprehension	aprehensiune	0.385	0.720	0.454
apprehensive	receptiv	0.406	0.592	0.431
apprentice	ucenic	0.615	0.413	0.452
apprenticeship	ucenicie	0.812	0.482	0.643
approach	abordare	0.612	0.392	0.610
approaching	se apropie	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprobare	0.792	0.529	0.774
appropriate	adecvat	0.833	0.368	0.759
appropriation	însușire	0.510	0.632	0.717
approval	aprobare	0.854	0.460	0.889
approve	aproba	0.875	0.548	0.741
approved	aprobat	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	pentru aprobarea	0.917	0.583	0.773
approximate	aproximativ	0.551	0.560	0.520
approximately	aproximativ	0.622	0.396	0.538
approximating	aproximându	0.583	0.615	0.471
approximation	apropiere	0.582	0.402	0.593
appurtenances	dependințe	0.573	0.412	0.547
apricot	caisă	0.708	0.320	0.278
apron	şorţ	0.582	0.208	0.245
apt	potrivit	0.582	0.418	0.382
aptitude	aptitudine	0.750	0.471	0.746
aqua	apă	0.656	0.292	0.359
aquamarine	acvamarin	0.729	0.306	0.413
aquarium	acvariu	0.663	0.327	0.393
aquatic	acvatic	0.677	0.510	0.463
aqueduct	apeduct	0.551	0.411	0.534
aqueous	apos	0.429	0.270	0.310
arable	arabil	0.510	0.350	0.465
arbiter	arbitru	0.561	0.537	0.814
arbitrary	arbitrar	0.281	0.702	0.686
arbitrate	arbitra	0.470	0.620	0.682
arbitration	arbitraj	0.587	0.602	0.670
arbitrator	arbitru	0.385	0.448	0.795
arbor	arbore	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcadă	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arc	0.500	0.354	0.468
archaeological	arheologic	0.740	0.441	0.660
archaeologist	arheolog	0.552	0.451	0.706
archaeology	arheologie	0.596	0.358	0.691
archaic	arhaic	0.271	0.327	0.332
archangel	arhanghel	0.837	0.500	0.708
archbishop	arhiepiscop	0.622	0.280	0.776
archdiocese	arhiepiscopie	0.400	0.321	0.704
archduke	arhiduce	0.458	0.413	0.634
arched	arcuit	0.582	0.403	0.398
archer	arcaş	0.573	0.622	0.661
archery	TIR cu arcul	0.594	0.604	0.589
archetype	arhetip	0.448	0.520	0.569
archipelago	arhipelag	0.745	0.370	0.592
architect	arhitect	0.776	0.442	0.836
architectural	arhitectural	0.729	0.390	0.670
architecture	arhitectură	0.820	0.390	0.694
archive	Arhiva	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	înflăcărat	0.694	0.873	0.722
ardor	ardoare	0.500	0.780	0.538
arduous	laborios	0.344	0.783	0.605
area	zonă	0.490	0.306	0.464
arena	arenă	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumenta	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentare	0.479	0.549	0.760
argumentative	argumentativ	0.450	0.531	0.679
arguments	argumente	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	apărea	0.750	0.582	0.725
aristocracy	aristocraţie	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	aritmetic	0.453	0.460	0.634
ark	arcă	0.396	0.427	0.543
arm	braţ	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	armamente	0.192	0.839	0.830
armature	armătură	0.510	0.558	0.755
armchair	fotoliu	0.646	0.164	0.339
armed	armat	0.188	0.750	0.808
armor	armură	0.469	0.625	0.784
armored	blindat	0.469	0.509	0.861
armory	depozit de arme	0.448	0.663	0.800
armpit	subsuoară	0.283	0.439	0.250
arms	arme	0.464	0.395	0.483
army	armată	0.417	0.759	0.902
aroma	aromă	0.823	0.235	0.442
aromatherapy	aromaterapie	0.847	0.220	0.473
arousal	excitare	0.791	0.943	0.731
arouse	trezi	0.740	0.491	0.580
aroused	trezit	0.708	0.952	0.667
arraignment	trimitere în judecată	0.406	0.837	0.534
arrange	aranja	0.740	0.490	0.571
arranged	amenajat	0.698	0.531	0.728
arrangement	aranjament	0.625	0.382	0.683
array	mulțime	0.521	0.396	0.568
arrears	arieratelor	0.286	0.485	0.302
arrest	arestare	0.146	0.951	0.500
arrhythmia	aritmie	0.265	0.706	0.356
arrival	sosire	0.678	0.510	0.474
arrive	ajunge	0.837	0.406	0.585
arrogance	aroganţă	0.143	0.750	0.620
arrogant	arogant	0.115	0.755	0.580
arrow	săgeată	0.439	0.390	0.454
arsehole	nenorocit	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	incendiere	0.133	0.904	0.567
arsonist	incendiator	0.348	0.840	0.500
art	artă	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	arteră	0.396	0.580	0.537
artful	viclean	0.771	0.608	0.778
arthritis	artrită	0.110	0.518	0.345
arthropod	artropod	0.344	0.464	0.434
artichoke	anghinare	0.583	0.218	0.287
article	articol	0.594	0.280	0.481
articles	articole	0.552	0.324	0.565
articulate	articulat	0.677	0.462	0.618
articulation	articulare	0.479	0.480	0.591
artifact	artefact	0.510	0.500	0.566
artifice	artificiu	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	artilerie	0.350	0.912	0.794
artisan	artizan	0.781	0.330	0.411
artist	artist	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistic	0.802	0.646	0.632
artistry	măiestrie	0.823	0.346	0.769
artists	artiști	0.796	0.667	0.741
artwork	opera de arta	0.896	0.368	0.679
arty	fam	0.490	0.422	0.388
asap	cât mai curând posibil	0.571	0.500	0.552
asbestos	azbest	0.357	0.481	0.464
ascend	urca	0.830	0.620	0.812
ascendancy	ascendent	0.724	0.625	0.700
ascendant	ascendent	0.656	0.673	0.821
ascending	ascendent	0.826	0.644	0.777
ascension	ascensiune	0.765	0.720	0.714
ascent	ascensiune	0.755	0.627	0.833
ascertain	constata	0.560	0.530	0.625
ascertained	stabilită	0.531	0.529	0.616
ascetic	ascet	0.438	0.375	0.472
ash	frasin	0.260	0.210	0.207
ashamed	ruşinat	0.156	0.588	0.228
ashes	cenusa	0.327	0.279	0.142
ashtray	scrumieră	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	cere	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	adormit	0.604	0.100	0.270
asp	viperă	0.438	0.489	0.375
asparagus	sparanghel	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	aspect	0.479	0.469	0.588
aspects	aspecte	0.439	0.480	0.565
aspen	plop tremurător	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfixie	0.198	0.704	0.311
asphyxiation	asfixiere	0.059	0.745	0.412
aspiration	aspiraţie	0.704	0.724	0.675
aspire	aspira	0.812	0.469	0.722
aspirin	acid acetilsalicilic	0.479	0.271	0.422
aspiring	aspirant	0.844	0.582	0.604
ass	cur	0.323	0.750	0.345
assail	asalta	0.378	0.510	0.500
assailant	atacator	0.184	0.868	0.602
assassin	asasin	0.073	0.933	0.632
assassinate	asasina	0.051	0.969	0.722
assassination	asasinat	0.083	0.941	0.525
assault	asalt	0.167	0.848	0.550
assay	test	0.633	0.559	0.594
assemblage	asamblare	0.429	0.452	0.600
assemble	asambla	0.542	0.570	0.750
assembled	asamblate	0.663	0.450	0.644
assembly	asamblare	0.698	0.500	0.640
assemblyman	Assemblyman	0.430	0.538	0.760
assent	consimțământ	0.615	0.515	0.719
assert	afirma	0.750	0.619	0.809
asserting	afirmând	0.694	0.531	0.736
assertion	afirmaţie	0.740	0.442	0.750
assertive	încrezut	0.719	0.412	0.770
assess	evalua	0.698	0.500	0.623
assessment	evaluare	0.750	0.623	0.658
assessor	evaluator	0.551	0.538	0.764
asset	activ	0.797	0.765	0.788
assets	bunuri	0.667	0.613	0.765
asshole	Idiotule	0.133	0.582	0.263
assign	atribui	0.622	0.417	0.709
assignee	cesionar	0.510	0.462	0.510
assignment	misiune	0.483	0.398	0.745
assimilate	asimila	0.559	0.391	0.683
assimilation	asimilare	0.429	0.378	0.463
assist	asista	0.833	0.435	0.629
assistance	asistenţă	0.656	0.519	0.633
assistant	asistent	0.625	0.390	0.536
associate	asociat	0.812	0.409	0.625
association	asociere	0.745	0.500	0.817
assorted	asortat	0.602	0.460	0.472
assortment	sortiment	0.694	0.360	0.526
assuage	domoli	0.745	0.255	0.500
assume	presupune	0.698	0.401	0.464
assumed	asumat	0.612	0.247	0.454
assuming	presupunând	0.740	0.390	0.526
assumption	presupunere	0.479	0.431	0.417
assurance	asigurare	0.675	0.442	0.704
assure	asigura	0.910	0.460	0.839
assured	asigurat	0.878	0.327	0.754
assuredly	cu siguranță	0.786	0.396	0.833
asterisk	asterisc	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroizi	0.361	0.694	0.712
asthma	astm	0.198	0.549	0.227
asthmatic	astmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	minuna	0.786	0.845	0.658
astonished	uimit	0.510	0.775	0.574
astonishing	uimitor	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	uimire	0.680	0.718	0.519
astound	epata	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	greșit	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologie	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomic	0.600	0.632	0.726
astronomy	astronomie	0.613	0.474	0.722
astute	pătrunzător	0.776	0.658	0.827
asunder	răzleț	0.208	0.442	0.259
asylum	azil	0.407	0.330	0.445
asymmetric	asimetric	0.580	0.343	0.465
asymmetry	asimetrie	0.476	0.373	0.527
asymptotic	asimptotică	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateism	0.276	0.460	0.481
atheist	ateu	0.225	0.447	0.377
atheistic	ateu	0.373	0.481	0.466
atherosclerosis	ateroscleroza	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	atletic	0.857	0.798	0.708
athleticism	atletism	0.750	0.863	0.778
athletics	atletism	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfera	0.604	0.300	0.560
atmospheric	atmosferic	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomic	0.327	0.817	0.713
atone	ispăşi	0.418	0.673	0.411
atonement	ispăşire	0.550	0.602	0.683
atpeace	in pace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atroce	0.073	0.811	0.445
atrocity	atrocitate	0.115	0.844	0.593
atrophy	atrofie	0.177	0.540	0.208
attach	atașa	0.520	0.363	0.559
attached	atașat	0.562	0.350	0.439
attachment	atașament	0.570	0.343	0.500
attack	atac	0.286	0.948	0.670
attacker	atacator	0.185	0.962	0.629
attacking	atacare	0.276	0.837	0.642
attain	atinge	0.806	0.510	0.719
attainable	accesibil	0.760	0.500	0.759
attainment	realizare	0.830	0.520	0.940
attempt	atentat, încercare	0.625	0.491	0.431
attempted	a încercat să	0.594	0.580	0.567
attend	a se prezenta, frecventa	0.650	0.420	0.625
attendance	prezență	0.812	0.500	0.592
attendant	însoţitor	0.580	0.365	0.519
attention	Atenţie	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	atent	0.812	0.520	0.724
attenuate	atenua	0.408	0.302	0.429
attenuated	atenuat	0.449	0.280	0.298
attenuation	atenuare	0.458	0.363	0.464
attest	atesta	0.439	0.710	0.685
attestation	atestare	0.234	0.635	0.500
attic	pod	0.521	0.259	0.377
attire	ținută	0.742	0.388	0.483
attitude	atitudine	0.760	0.644	0.861
attorney	avocat	0.600	0.594	0.754
attract	a atrage	0.796	0.663	0.769
attraction	atracţie	0.906	0.774	0.712
attractive	atractiv	0.906	0.630	0.769
attractiveness	atracție	0.938	0.667	0.755
attributable	care pot fi atribuite	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	atribuire	0.646	0.467	0.658
attrition	uzură	0.229	0.540	0.259
auburn	castaniu	0.510	0.240	0.411
auction	licitaţie	0.594	0.702	0.519
auctioneer	licitant	0.542	0.732	0.716
audacious	îndrăzneţ	0.740	0.875	0.825
audacity	îndrăzneală	0.760	0.755	0.916
audible	perceptibil	0.673	0.370	0.462
audience	public	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	audiție	0.750	0.685	0.615
auditions	auditii	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditoriu	0.529	0.490	0.538
auditory	auditoriu	0.531	0.481	0.570
aught	ceva	0.418	0.135	0.217
augment	mări	0.650	0.683	0.645
augmentation	augmentare	0.714	0.613	0.850
august	August	0.652	0.292	0.462
aunt	mătuşă	0.667	0.291	0.420
auntie	tanti	0.643	0.275	0.447
aura	aură	0.760	0.333	0.500
aurora	auroră	0.817	0.306	0.537
auspices	auspicii	0.542	0.500	0.634
auspicious	de bun augur	0.562	0.635	0.669
austere	auster	0.500	0.390	0.422
austerity	austeritate	0.438	0.406	0.534
authentic	autentic	0.885	0.510	0.782
authenticate	autentifica	0.833	0.480	0.789
authentication	autentificare	0.724	0.491	0.750
authenticity	autenticitate	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autoritar	0.636	0.520	0.890
authority	autoritate	0.592	0.592	0.934
authorization	autorizare	0.521	0.567	0.817
authorize	autoriza	0.772	0.596	0.821
authorized	autorizat	0.760	0.458	0.815
authorship	paternitate	0.667	0.635	0.773
autism	autismul	0.235	0.500	0.447
autistic	autist	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiografică	0.909	0.462	0.582
autobiography	autobiografie	0.735	0.284	0.629
autocorrect	AutoCorectare	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	autograf	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	Automated	0.578	0.402	0.632
automatic	automat	0.562	0.433	0.664
automobile	auto	0.753	0.625	0.534
automotive	auto	0.656	0.520	0.577
autonomy	autonomie	0.781	0.349	0.891
autopilot	pilot automat	0.594	0.462	0.632
autopsy	autopsie	0.252	0.650	0.538
autumn	toamnă	0.765	0.204	0.450
auxiliary	auxiliar	0.622	0.471	0.509
avail	folos	0.800	0.430	0.603
availability	disponibilitate	0.796	0.544	0.600
available	disponibil	0.844	0.356	0.623
avalanche	avalanşă	0.265	0.915	0.683
avarice	avariție	0.198	0.726	0.352
avatar	Avatar	0.633	0.410	0.567
avenge	răzbuna	0.073	0.867	0.559
avenger	răzbunător	0.337	0.865	0.670
avenging	răzbunării	0.143	0.880	0.717
avenue	bulevard	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	in medie	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	potrivnic	0.253	0.569	0.492
averseness	împotrivire	0.296	0.606	0.528
aversion	aversiune	0.074	0.663	0.525
