Word	Zulu-zu	Valence	Arousal	Dominance
amphitheater	i-amphitheatre	0.653	0.480	0.545
ample	okuphelele	0.744	0.349	0.719
amplification	ukukhuliswa	0.690	0.677	0.810
amplify	ukukhulisa	0.677	0.735	0.827
amplitude	amplitude	0.694	0.439	0.692
amply	kakhulu	0.781	0.431	0.766
amputate	ukuphawula	0.092	0.660	0.509
amputation	ukukhishwa	0.100	0.755	0.483
amuck	amuck	0.385	0.602	0.321
amulet	i-amulet	0.781	0.260	0.630
amuse	sebenzisa	0.812	0.684	0.664
amused	amused	0.942	0.847	0.596
amusement	ukuzijabulisa	0.929	0.837	0.803
amusing	ukuhlekisa	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	i-anaconda	0.146	0.830	0.540
anaesthesia	i-anesthesia	0.350	0.217	0.473
anaesthetic	i-anesthetic	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	i-analgesic	0.417	0.321	0.441
analogous	okufanayo	0.531	0.270	0.500
analogue	i-analogue	0.570	0.320	0.446
analogy	ukufanisa	0.510	0.367	0.509
analysis	ukuhlaziywa	0.729	0.448	0.705
analyst	umhlaziyi	0.604	0.415	0.755
analytic	i-analytic	0.665	0.521	0.634
analytical	ukuhlaziya	0.625	0.324	0.800
analyze	hlaziya	0.667	0.462	0.710
analyzer	i-analyzer	0.625	0.556	0.854
anaphylactic	i-anaphylactic	0.378	0.588	0.500
anarchism	i-anarchism	0.125	0.804	0.623
anarchist	i-anarchist	0.204	0.700	0.759
anarchy	i-anarchy	0.146	0.755	0.620
anastomosis	i-anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	i-anatomic	0.562	0.442	0.546
anatomy	i-anatomy	0.562	0.390	0.571
ancestor	ukhokho	0.592	0.388	0.594
ancestral	ukhokho	0.640	0.481	0.750
ancestry	okhokho	0.708	0.519	0.717
anchor	ihange	0.520	0.284	0.564
anchorage	i-anchorage	0.500	0.325	0.639
ancient	yasendulo	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	i-anecdote	0.583	0.529	0.500
anemia	i-anemia	0.188	0.327	0.310
anemic	i-anemic	0.167	0.279	0.155
anemone	i-anemone	0.552	0.538	0.327
anesthesia	i-anesthesia	0.365	0.216	0.394
anesthesiologist	i-anesthesiologist	0.419	0.224	0.526
anesthetic	i-anesthetic	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	kabusha	0.771	0.358	0.385
angel	ingelosi	0.906	0.158	0.704
angelic	izingelosi	0.927	0.298	0.668
anger	intukuthelo	0.167	0.865	0.657
angered	uthukuthele	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	i-angiogram	0.347	0.520	0.465
angiography	i-angiography	0.378	0.536	0.520
angle	i-angle	0.541	0.330	0.455
angling	i-angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	ukuthukuthela	0.094	0.892	0.430
angry	uthukuthele	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	usizi	0.153	0.792	0.265
anguished	ukukhathazeka	0.135	0.720	0.307
angular	i-angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	isilwane	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	izithombe	0.823	0.676	0.538
animation	izithombe	0.888	0.750	0.549
animosity	inzondo	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	i-ankle	0.500	0.274	0.234
anklet	i-anklet	0.410	0.276	0.302
annals	ubika	0.427	0.610	0.424
annex	isithasiselo	0.594	0.350	0.458
annexation	ukunxusa	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ukubhubhisa	0.115	0.918	0.681
annihilated	ukubhujiswa	0.080	0.760	0.324
annihilation	ukubhujiswa	0.041	0.800	0.591
anniversary	usuku lokukhumbula	0.880	0.770	0.723
annotate	chaza	0.592	0.469	0.441
annotation	isichasiselo	0.604	0.470	0.619
announce	umemezele	0.694	0.618	0.611
announcement	isimemezelo	0.729	0.491	0.482
announcer	ummemezeli	0.602	0.570	0.732
annoy	ukucasula	0.094	0.765	0.286
annoyance	ukucasula	0.167	0.718	0.342
annoyed	ucasuliwe	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ecasulayo	0.082	0.853	0.348
annoys	ucasula	0.146	0.778	0.435
annual	ngonyaka	0.552	0.236	0.500
annuity	i-annuity	0.521	0.304	0.527
annul	susa	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	ukususwa	0.153	0.375	0.447
annulus	i-annulus	0.458	0.380	0.376
anointed	agcotshiwe	0.500	0.368	0.579
anointing	ukugcoba	0.653	0.350	0.547
anomalous	i-anomalous	0.281	0.480	0.423
anomaly	i-anomaly	0.188	0.538	0.404
anon	i-anon	0.479	0.354	0.298
anonymity	ukungaziwa	0.469	0.255	0.430
anonymous	engaziwa	0.396	0.291	0.431
anorexic	i-anorexic	0.160	0.618	0.245
answer	impendulo	0.537	0.373	0.661
answerable	iphendule	0.708	0.481	0.750
answering	ukuphendula	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	ukuphikisana	0.224	0.618	0.524
antagonist	umphikisi	0.240	0.615	0.700
antagonistic	ukuphikisa	0.296	0.604	0.565
antagonize	ukuphikisa	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	i-antecedent	0.427	0.551	0.566
antelope	i-antelope	0.542	0.510	0.500
antenna	i-antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	iculo	0.780	0.343	0.729
anthill	i-anthill	0.327	0.578	0.377
anthology	i-anthology	0.338	0.406	0.537
anthrax	i-anthrax	0.188	0.730	0.500
anthropological	i-anthropological	0.367	0.390	0.490
anthropologist	i-anthropologist	0.551	0.385	0.725
anthropology	i-anthropology	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	i-antiaircraft	0.330	0.622	0.629
antibiotic	i-antibiotic	0.510	0.373	0.658
antibiotics	ama-antibiotics	0.448	0.406	0.557
antichrist	umphik'ukristu	0.082	0.837	0.544
anticipate	lindele	0.622	0.469	0.667
anticipation	ukulindela	0.698	0.539	0.711
anticipatory	ukulindela	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	i-antifungal	0.408	0.412	0.441
antigravity	ukulwa nobugebengu	0.430	0.714	0.658
antimony	i-antimony	0.378	0.398	0.490
antipathy	ukungabi nandaba	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	i-antiquated	0.420	0.392	0.236
antique	i-antique	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	emandulo	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	ukungabi namuntu	0.146	0.686	0.391
antithesis	ukuphikisa	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	i-antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	i-antsy	0.449	0.558	0.417
anus	i-anus	0.347	0.644	0.350
anvil	ukuvota	0.380	0.510	0.604
anxiety	ukukhathazeka	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ukukhathazeka	0.281	0.875	0.434
anxiousness	ukukhathazeka	0.235	0.814	0.282
anytime	noma kunini	0.625	0.461	0.436
aorta	i-aorta	0.448	0.510	0.542
aortic	i-aortic	0.436	0.540	0.438
apace	i-apace	0.536	0.500	0.536
apache	i-apache	0.687	0.469	0.500
apartment	indlu	0.719	0.393	0.580
apartments	amafulethi	0.704	0.337	0.443
apathetic	abangenandaba	0.188	0.292	0.333
apathy	ukunganakwa	0.184	0.212	0.204
ape	i-ape	0.548	0.389	0.336
aperture	ukuvula	0.612	0.450	0.667
apex	ipepe	0.570	0.433	0.418
aphid	i-aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	ucezu	0.439	0.259	0.383
aplomb	i-aplomb	0.500	0.509	0.582
apocalypse	Apocalypse	0.050	0.867	0.736
apocalyptic	i-apocalyptic	0.173	0.880	0.750
apologetic	ukuxolisa	0.479	0.461	0.571
apologist	umsolwa	0.406	0.429	0.526
apologize	xolisa	0.551	0.378	0.389
apology	ukuxolisa	0.571	0.346	0.402
apostasy	ukuhlubuka	0.388	0.520	0.517
apostate	isihlubuki	0.342	0.500	0.528
apostle	umphostoli	0.646	0.347	0.732
apostolic	abaphostoli	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	i-apothecary	0.561	0.328	0.529
appalled	umangale	0.194	0.792	0.562
appalling	eshaqisayo	0.160	0.827	0.415
apparatus	izixhobo	0.375	0.353	0.377
apparel	isambatho	0.698	0.435	0.453
apparent	ngokusobala	0.473	0.383	0.398
apparently	ngokusobala	0.531	0.410	0.426
apparition	ukubonakala	0.406	0.573	0.636
appeal	isikhalazo	0.663	0.598	0.558
appear	zivele	0.735	0.506	0.567
appearance	ukubukeka	0.669	0.490	0.534
appease	sondeza	0.633	0.278	0.434
appellant	umfakisicelo	0.327	0.588	0.568
append	faka	0.573	0.464	0.453
appendage	ukwesekwa	0.229	0.382	0.438
appendectomy	i-appendectomy	0.177	0.670	0.554
appendicitis	ukufakwa kwe-appendicitis	0.031	0.640	0.347
appendix	isithasiselo	0.365	0.387	0.425
appetite	ukudla	0.704	0.637	0.581
appetizer	isikhalazo	0.755	0.560	0.406
appetizing	okujabulisayo	0.806	0.657	0.688
applaud	ukuhalalisa	0.865	0.824	0.464
applause	ihlombe	0.953	0.857	0.621
apple	i-apula	0.811	0.300	0.264
apple juice	i-apula ijusi	0.765	0.204	0.294
applejack	i-applejack	0.604	0.431	0.473
applesauce	i-applesauce	0.750	0.167	0.291
appliance	uhlelo lokusebenza	0.582	0.453	0.538
appliances	izinto zokusebenza	0.594	0.394	0.567
applicability	ukufaka isicelo	0.677	0.490	0.741
applicable	okusebenzayo	0.469	0.430	0.667
applicant	umfakisicelo	0.612	0.558	0.688
application	isicelo	0.646	0.445	0.726
apply	isicelo	0.612	0.321	0.667
appoint	khetha	0.565	0.330	0.509
appointment	ukuqashwa	0.688	0.594	0.547
appointments	ukuqashwa	0.745	0.677	0.625
apportion	ukwabiwa	0.677	0.490	0.638
apportionment	ukwabiwa	0.552	0.481	0.453
appraisal	ukuhlola	0.417	0.667	0.682
appraise	funda	0.677	0.490	0.696
appreciable	uyakwazisa	0.873	0.491	0.778
appreciate	bayakwazisa	0.885	0.422	0.741
appreciated	uyakwazisa	0.910	0.434	0.779
appreciates	uyakwazisa	0.765	0.500	0.656
appreciation	ukwazisa	0.917	0.529	0.588
appreciative	uyakwazisa	0.857	0.380	0.654
apprehend	thola	0.521	0.624	0.696
apprehension	ukukhathazeka	0.385	0.720	0.454
apprehensive	ukukhathazeka	0.406	0.592	0.431
apprentice	ufunde	0.615	0.413	0.452
apprenticeship	ukufundela	0.812	0.482	0.643
approach	sondela	0.612	0.392	0.610
approaching	sondela	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ukuvunyelwa	0.792	0.529	0.774
appropriate	kufanelekile	0.833	0.368	0.759
appropriation	ukwabiwa	0.510	0.632	0.717
approval	kuvunyelwe	0.854	0.460	0.889
approve	vumela	0.875	0.548	0.741
approved	kuvunyelwe	0.833	0.349	0.698
approvement	ukwamukelwa	0.880	0.625	0.780
approving	ukuvuma	0.917	0.583	0.773
approximate	cishe	0.551	0.560	0.520
approximately	cishe	0.622	0.396	0.538
approximating	ukulinganisa	0.583	0.615	0.471
approximation	ukulinganisa	0.582	0.402	0.593
appurtenances	ukulungiswa	0.573	0.412	0.547
apricot	ibhilikosi	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	kulungile	0.582	0.418	0.382
aptitude	ukufaneleka	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	i-aquamarine	0.729	0.306	0.413
aquarium	i-aquarium	0.663	0.327	0.393
aquatic	emanzini	0.677	0.510	0.463
aqueduct	amanzi	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	i-arable	0.510	0.350	0.465
arbiter	i-arbiter	0.561	0.537	0.814
arbitrary	ukuphikisana	0.281	0.702	0.686
arbitrate	ukuphikisana	0.470	0.620	0.682
arbitration	ukuxabana	0.587	0.602	0.670
arbitrator	umlamuli	0.385	0.448	0.795
arbor	i-arbor	0.583	0.490	0.591
arc	i-arc	0.552	0.388	0.396
arcade	i-arcade	0.676	0.521	0.502
arcane	i-arcane	0.500	0.490	0.637
arch	umdwebo	0.500	0.354	0.468
archaeological	abavubukuli	0.740	0.441	0.660
archaeologist	umvubukuli	0.552	0.451	0.706
archaeology	ukuvubukula	0.596	0.358	0.691
archaic	i-archaic	0.271	0.327	0.332
archangel	ingelosi enkulu	0.837	0.500	0.708
archbishop	umbhishobhi omkhulu	0.622	0.280	0.776
archdiocese	i-archdiocese	0.400	0.321	0.704
archduke	i-archduke	0.458	0.413	0.634
arched	i-arched	0.582	0.403	0.398
archer	umcibisholo	0.573	0.622	0.661
archery	ukushaya umnsalo	0.594	0.604	0.589
archetype	i-archetype	0.448	0.520	0.569
archipelago	i-archipelago	0.745	0.370	0.592
architect	umakhi	0.776	0.442	0.836
architectural	izakhiwo	0.729	0.390	0.670
architecture	izakhiwo	0.820	0.390	0.694
archive	ingobo yomlando	0.438	0.294	0.527
arctic	i-arctic	0.615	0.352	0.546
ardent	i-ardent	0.694	0.873	0.722
ardor	ukuphazamiseka	0.500	0.780	0.538
arduous	okulukhuni	0.344	0.783	0.605
area	indawo	0.490	0.306	0.464
arena	isna	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	i-argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	phikisa	0.093	0.798	0.525
argument	ingxabano	0.510	0.464	0.698
argumentation	ukuphikisana	0.479	0.549	0.760
argumentative	ukuphikisana	0.450	0.531	0.679
arguments	izingxabano	0.541	0.602	0.657
arid	evulekile	0.323	0.333	0.379
arise	vuka	0.750	0.582	0.725
aristocracy	i-aristocracy	0.688	0.549	0.842
aristocrat	i-aristocrat	0.583	0.413	0.811
aristocratic	i-aristocratic	0.449	0.519	0.676
arithmetic	i-arithmetic	0.453	0.460	0.634
ark	umkhumbi	0.396	0.427	0.543
arm	ingalo	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	izikhali	0.198	0.764	0.810
armaments	izikhali	0.192	0.839	0.830
armature	izibhamu	0.510	0.558	0.755
armchair	isihlalo somphefumulo	0.646	0.164	0.339
armed	ehlomile	0.188	0.750	0.808
armor	izikhali	0.469	0.625	0.784
armored	i-armored	0.469	0.509	0.861
armory	i-armory	0.448	0.663	0.800
armpit	phakamisa	0.283	0.439	0.250
arms	izingalo	0.464	0.395	0.483
army	ibutho	0.417	0.759	0.902
aroma	iphunga	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	kuvusa	0.791	0.943	0.731
arouse	vusa	0.740	0.491	0.580
aroused	kuvuswe	0.708	0.952	0.667
arraignment	ukuhlukunyezwa	0.406	0.837	0.534
arrange	hlela	0.740	0.490	0.571
arranged	kuhlelwe	0.698	0.531	0.728
arrangement	ilungiselelo	0.625	0.382	0.683
array	uhlu	0.521	0.396	0.568
arrears	emuva	0.286	0.485	0.302
arrest	ukuboshwa	0.146	0.951	0.500
arrhythmia	i-arrhythmia	0.265	0.706	0.356
arrival	ukufika	0.678	0.510	0.474
arrive	fika	0.837	0.406	0.585
arrogance	ukuzidla	0.143	0.750	0.620
arrogant	aziqhenya	0.115	0.755	0.580
arrow	umcibisholo	0.439	0.390	0.454
arsehole	i-arsehole	0.276	0.598	0.433
arseholes	i-arseholes	0.188	0.545	0.351
arsenal	i-arsenal	0.365	0.741	0.752
arsenic	i-arsenic	0.281	0.472	0.447
arson	umshini	0.133	0.904	0.567
arsonist	i-arsonist	0.348	0.840	0.500
art	ubuciko	0.812	0.360	0.603
arterial	ukuguqula	0.396	0.510	0.583
artery	umshini	0.396	0.580	0.537
artful	ubuciko	0.771	0.608	0.778
arthritis	i-arthritis	0.110	0.518	0.345
arthropod	i-arthropod	0.344	0.464	0.434
artichoke	i-artichoke	0.583	0.218	0.287
article	isihloko	0.594	0.280	0.481
articles	izihloko	0.552	0.324	0.565
articulate	ichaza	0.677	0.462	0.618
articulation	ukukhuluma	0.479	0.480	0.591
artifact	i-artifact	0.510	0.500	0.566
artifice	i-artifice	0.316	0.696	0.482
artificial	okufakelwayo	0.306	0.385	0.351
artillery	izikhali	0.350	0.912	0.794
artisan	i-artisan	0.781	0.330	0.411
artist	umculi	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	ubuciko	0.802	0.646	0.632
artistry	ubuciko	0.823	0.346	0.769
artists	abaculi	0.796	0.667	0.741
artwork	ubuciko	0.896	0.368	0.679
arty	i-arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	i-asbestos	0.357	0.481	0.464
ascend	ukhuphuka	0.830	0.620	0.812
ascendancy	ukuphakama	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	ukhuphuka	0.826	0.644	0.777
ascension	ukukhuphuka	0.765	0.720	0.714
ascent	ukuphakama	0.755	0.627	0.833
ascertain	qinisekisa	0.560	0.530	0.625
ascertained	kuqinisekisiwe	0.531	0.529	0.616
ascetic	i-ascetic	0.438	0.375	0.472
ash	umlotha	0.260	0.210	0.207
ashamed	amahloni	0.156	0.588	0.228
ashes	umlotha	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	i-asinine	0.429	0.472	0.433
ask	cela	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	ulele	0.604	0.100	0.270
asp	i-asp	0.438	0.489	0.375
asparagus	i-asparagus	0.469	0.317	0.264
aspartame	i-aspartame	0.469	0.480	0.322
aspect	isici	0.479	0.469	0.588
aspects	izici	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	i-asphalt	0.479	0.264	0.439
asphyxia	i-asphyxia	0.198	0.704	0.311
asphyxiation	ukuphefumula	0.059	0.745	0.412
aspiration	isifiso	0.704	0.724	0.675
aspire	sifisa	0.812	0.469	0.722
aspirin	i-aspirin	0.479	0.271	0.422
aspiring	sifisa	0.844	0.582	0.604
ass	imbongolo	0.323	0.750	0.345
assail	ukushaya	0.378	0.510	0.500
assailant	ukuhlukumezeka	0.184	0.868	0.602
assassin	umbulali	0.073	0.933	0.632
assassinate	bulala	0.051	0.969	0.722
assassination	ukubulawa	0.083	0.941	0.525
assault	ukushaya	0.167	0.848	0.550
assay	isilingo	0.633	0.559	0.594
assemblage	ukuhlangana	0.429	0.452	0.600
assemble	hlangana	0.542	0.570	0.750
assembled	behlangene	0.663	0.450	0.644
assembly	umhlangano	0.698	0.500	0.640
assemblyman	umhlangano womhlangano	0.430	0.538	0.760
assent	vumela	0.615	0.515	0.719
assert	tshela	0.750	0.619	0.809
asserting	ukufakazela	0.694	0.531	0.736
assertion	ukufakazela	0.740	0.442	0.750
assertive	ukufakazela	0.719	0.412	0.770
assess	hlola	0.698	0.500	0.623
assessment	ukuhlolwa	0.750	0.623	0.658
assessor	umhloli	0.551	0.538	0.764
asset	impahla	0.797	0.765	0.788
assets	izimpahla	0.667	0.613	0.765
asshole	i-asshole	0.133	0.582	0.263
assign	wabela	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	isabelo	0.483	0.398	0.745
assimilate	faka	0.559	0.391	0.683
assimilation	ukufana	0.429	0.378	0.463
assist	ukusiza	0.833	0.435	0.629
assistance	usizo	0.656	0.519	0.633
assistant	umsizi	0.625	0.390	0.536
associate	umhlobo	0.812	0.409	0.625
association	inhlangano	0.745	0.500	0.817
assorted	ihambisana	0.602	0.460	0.472
assortment	i-assortment	0.694	0.360	0.526
assuage	ukukhishwa	0.745	0.255	0.500
assume	cabanga	0.698	0.401	0.464
assumed	kucatshangwa	0.612	0.247	0.454
assuming	ukucabanga	0.740	0.390	0.526
assumption	ukucabanga	0.479	0.431	0.417
assurance	isiqinisekiso	0.675	0.442	0.704
assure	qinisekisa	0.910	0.460	0.839
assured	uqiniseke	0.878	0.327	0.754
assuredly	ngokuqinisekile	0.786	0.396	0.833
asterisk	i-asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	i-asthma	0.198	0.549	0.227
asthmatic	i-asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	mangala	0.786	0.845	0.658
astonished	wamangala	0.510	0.775	0.574
astonishing	emangalisa	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	ukumangala	0.680	0.718	0.519
astound	amazing	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	astray	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	isazi sezinkanyezi	0.594	0.519	0.673
astrology	ukubhula ngezinkanyezi	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	isazi sezinkanyezi	0.750	0.509	0.735
astronomical	izinkanyezi	0.600	0.632	0.726
astronomy	i-astronomy	0.613	0.474	0.722
astute	ohlakaniphile	0.776	0.658	0.827
asunder	hlukana	0.208	0.442	0.259
asylum	ukukhoseliswa	0.407	0.330	0.445
asymmetric	i-asymmetric	0.580	0.343	0.465
asymmetry	i-asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	i-atelier	0.490	0.330	0.705
atheism	ukungakholelwa kuNkulunkulu	0.276	0.460	0.481
atheist	ungakholelwa kuNkulunkulu	0.225	0.447	0.377
atheistic	abangakholelwa kuNkulunkulu	0.373	0.481	0.466
atherosclerosis	i-atherosclerosis	0.250	0.480	0.343
athlete	umgijimi	0.781	0.718	0.686
athletic	i-athletic	0.857	0.798	0.708
athleticism	ukugijima	0.750	0.863	0.778
athletics	i-athletics	0.831	0.691	0.740
atlas	i-Atlas	0.531	0.306	0.554
atmosphere	umkhathi	0.604	0.300	0.560
atmospheric	emkhathini	0.531	0.420	0.594
atoll	i-atoll	0.480	0.408	0.472
atom	i-athomu	0.510	0.500	0.433
atomic	i-athomu	0.327	0.817	0.713
atone	kuhlaselwa	0.418	0.673	0.411
atonement	ukubuyisana	0.550	0.602	0.683
atpeace	i-atpeace	0.724	0.298	0.519
atrium	i-atrium	0.469	0.365	0.473
atrocious	unesihluku	0.073	0.811	0.445
atrocity	inrocity	0.115	0.844	0.593
atrophy	i-atrophy	0.177	0.540	0.208
attach	Namathisela	0.520	0.363	0.559
attached	ifakwe	0.562	0.350	0.439
attachment	okunamathiselwe	0.570	0.343	0.500
attack	ukuhlasela	0.286	0.948	0.670
attacker	umhlaseli	0.185	0.962	0.629
attacking	ukuhlaselwa	0.276	0.837	0.642
attain	ukuthola	0.806	0.510	0.719
attainable	kufinyeleleka	0.760	0.500	0.759
attainment	ukutholakala	0.830	0.520	0.940
attempt	zama	0.625	0.491	0.431
attempted	uzame	0.594	0.580	0.567
attend	khona	0.650	0.420	0.625
attendance	ukufika	0.812	0.500	0.592
attendant	isikhonzi	0.580	0.365	0.519
attention	qaphela	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	ngokucophelela	0.812	0.520	0.724
attenuate	hlonipha	0.408	0.302	0.429
attenuated	unqanyuliwe	0.449	0.280	0.298
attenuation	ukunakekelwa	0.458	0.363	0.464
attest	ukufakazela	0.439	0.710	0.685
attestation	ubufakazi	0.234	0.635	0.500
attic	i-attic	0.521	0.259	0.377
attire	izingubo	0.742	0.388	0.483
attitude	isimo sengqondo	0.760	0.644	0.861
attorney	ummeli	0.600	0.594	0.754
attract	ukuheha	0.796	0.663	0.769
attraction	ukukhanga	0.906	0.774	0.712
attractive	ekhangayo	0.906	0.630	0.769
attractiveness	ukuheha	0.938	0.667	0.755
attributable	kubangelwa	0.704	0.430	0.527
attribute	imfanelo	0.781	0.439	0.795
attribution	isenzo	0.646	0.467	0.658
attrition	umzila	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	auction	0.594	0.702	0.519
auctioneer	umthengisi	0.542	0.732	0.716
audacious	abacindezelayo	0.740	0.875	0.825
audacity	ukuziphendulela	0.760	0.755	0.916
audible	ezwakalayo	0.673	0.370	0.462
audience	izilaleli	0.698	0.610	0.613
audio	umsindo	0.709	0.425	0.370
audit	ukuhlolwa	0.375	0.562	0.735
audition	ukuhlolwa	0.750	0.685	0.615
auditions	ukuhlolwa kwamabhuku	0.740	0.765	0.596
auditor	umcwaningi wamabhuku	0.582	0.571	0.726
auditorium	indawo yokulala	0.529	0.490	0.538
auditory	ukuhlola	0.531	0.481	0.570
aught	okungenjalo	0.418	0.135	0.217
augment	ukungeza	0.650	0.683	0.645
augmentation	ukungenelela	0.714	0.613	0.850
august	Agasti	0.652	0.292	0.462
aunt	unina	0.667	0.291	0.420
auntie	u-anti	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	i-aurora	0.817	0.306	0.537
auspices	ama-auspices	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	ukungahambi kahle	0.438	0.406	0.534
authentic	okuyiqiniso	0.885	0.510	0.782
authenticate	qinisekisa	0.833	0.480	0.789
authentication	ukuqinisekiswa	0.724	0.491	0.750
authenticity	ubuqiniso	0.670	0.548	0.845
author	umbhali	0.775	0.343	0.749
authoritative	igunya	0.636	0.520	0.890
authority	igunya	0.592	0.592	0.934
authorization	ukugunyazwa	0.521	0.567	0.817
authorize	vumela	0.772	0.596	0.821
authorized	igunyaziwe	0.760	0.458	0.815
authorship	ukubhala	0.667	0.635	0.773
autism	i-autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	i-autobiographical	0.909	0.462	0.582
