Word	Kannada-kn	Valence	Arousal	Dominance
agriculture	ಕೃಷಿ	0.640	0.357	0.465
aground	ನೆಲಕ್ಕೆ	0.333	0.340	0.445
agua	NO TRANSLATION	0.598	0.180	0.436
ahead	ಮುಂದೆ	0.708	0.520	0.673
ahhh	ಅಹಹ್	0.562	0.517	0.241
ahhhhhhhh	NO TRANSLATION	0.552	0.649	0.288
ahoy	ಅಹಾಯ್	0.500	0.497	0.380
aid	ನೆರವು	0.796	0.491	0.541
aide	ಸಹಾಯಕ	0.724	0.342	0.434
aiding	ಸಹಾಯ	0.643	0.533	0.569
aids	ಸಹಾಯಕಗಳು	0.561	0.480	0.500
ail	ಅಯ್ಲ್	0.375	0.434	0.385
ailing	ಅನಾರೋಗ್ಯ	0.094	0.518	0.153
ailment	ಕಾಯಿಲೆ	0.146	0.734	0.277
aim	ಗುರಿ	0.481	0.569	0.567
aimless	ಗುರಿಹೀನ	0.150	0.267	0.183
air	ಗಾಳಿ	0.708	0.163	0.427
airbag	ಏರ್ಬಾಗ್	0.510	0.402	0.433
airborne	ವಾಯುಗಾಮಿ	0.542	0.519	0.385
aircraft	ವಿಮಾನ	0.646	0.644	0.691
aircraft carrier	ವಿಮಾನವಾಹಕ ನೌಕೆ	0.490	0.740	0.727
airfield	ವಿಮಾನ ನಿಲ್ದಾಣ	0.601	0.650	0.645
airhead	ಏರ್ಹೆಡ್	0.271	0.481	0.276
airlift	ಏರ್ಲಿಫ್ಟ್	0.573	0.622	0.642
airline	ಏರ್ಲೈನ್	0.650	0.482	0.688
airliner	ಏರ್ಲೈನರ್	0.667	0.777	0.647
airlock	ಏರ್ಲಾಕ್	0.398	0.520	0.447
airman	ಏರ್ ಮ್ಯಾನ್	0.587	0.716	0.721
airplane	ವಿಮಾನದ	0.719	0.702	0.708
airport	ವಿಮಾನ ನಿಲ್ದಾಣ	0.729	0.684	0.682
airs	ಏರ್ಗಳು	0.583	0.196	0.370
airship	ವಾಯುನೌಕೆ	0.542	0.472	0.529
airspace	ವಾಯುಪ್ರದೇಶ	0.562	0.510	0.640
airspeed	ಏರ್ಸ್ಪೀಡ್	0.583	0.780	0.544
airstrip	ಏರ್ಸ್ಟ್ರಿಪ್	0.550	0.690	0.649
airtight	ಗಾಳಿಗುರುತು	0.479	0.381	0.570
airway	ವಾಯುಮಾರ್ಗ	0.638	0.585	0.482
aisle	ಹಜಾರ	0.438	0.222	0.283
ait	NO TRANSLATION	0.385	0.390	0.402
ajar	NO TRANSLATION	0.460	0.413	0.446
aka	ಅಕಾ	0.459	0.358	0.351
akin	ಅಕ್ಕ	0.639	0.343	0.523
alabaster	ಅಲಬಾಸ್ಟರ್	0.542	0.404	0.445
alarm	ಎಚ್ಚರಿಕೆ	0.241	0.882	0.698
alarm clock	ಅಲಾರಾಂ ಗಡಿಯಾರ	0.542	0.727	0.642
alarmed	ಭಯಂಕರ	0.188	0.822	0.492
alarming	ಗಾಬರಿಗೊಳಿಸುವ	0.204	0.890	0.585
alas	ಅಯ್ಯೋ	0.571	0.310	0.279
alb	NO TRANSLATION	0.521	0.380	0.427
albatross	ಕಡಲುಕೋಳಿ	0.500	0.445	0.527
albino	ಅಲ್ಬಿನೋ	0.500	0.240	0.358
album	ಆಲ್ಬಮ್	0.635	0.349	0.453
alchemy	ರಸವಿದ್ಯೆ	0.541	0.583	0.693
alcohol	ಆಲ್ಕೋಹಾಲ್	0.323	0.667	0.377
alcoholic	ಆಲ್ಕೊಹಾಲ್ಯುಕ್ತ	0.153	0.688	0.361
alcoholism	ಮದ್ಯಪಾನ	0.061	0.779	0.407
alcove	alcove	0.490	0.340	0.356
alderman	ಆಲ್ಡರ್ಮ್ಯಾನ್	0.550	0.459	0.691
ale	NO TRANSLATION	0.530	0.450	0.358
alert	ಎಚ್ಚರಿಕೆ	0.479	0.820	0.648
alertness	ಜಾಗರೂಕತೆ	0.375	0.875	0.750
alerts	ಎಚ್ಚರಿಕೆಗಳು	0.337	0.804	0.673
alfalfa	ಕುದುರೆ ಮೇವಿನ ಸೊಪ್ಪು	0.546	0.250	0.311
algebra	ಬೀಜಗಣಿತ	0.440	0.340	0.565
algebraic	ಬೀಜಗಣಿತ	0.531	0.412	0.441
algorithm	ಅಲ್ಗಾರಿದಮ್	0.448	0.394	0.559
alias	ಅಲಿಯಾಸ್	0.541	0.353	0.333
alibi	ಬೇರೆಬೇರೆ	0.396	0.528	0.556
alien	ಪರಕೀಯ	0.410	0.615	0.491
alienate	ದೂರಮಾಡು	0.247	0.500	0.523
alienated	ಅನ್ಯಲೋಕದ	0.410	0.423	0.559
alienation	ಬೇರ್ಪಡಿಸುವಿಕೆ	0.378	0.530	0.462
alight	ಇಳಿಜಾರು	0.667	0.657	0.605
align	align	0.656	0.364	0.627
aligned	ಜೋಡಿಸಿದ	0.583	0.275	0.553
alignment	ಜೋಡಣೆ	0.643	0.412	0.683
alike	ಸಮಾನವಾಗಿ	0.653	0.173	0.444
alimentation	NO TRANSLATION	0.781	0.551	0.602
alimony	ಜೀವನಾಂಶ	0.612	0.477	0.464
aliquot	aliquot	0.440	0.310	0.404
alive	ಜೀವಂತವಾಗಿ	0.816	0.637	0.731
alkali	ಕ್ಷಾರ	0.490	0.350	0.408
alkaloids	ಆಲ್ಕಲಾಯ್ಡ್ಸ್	0.433	0.562	0.402
allay	ಕ್ಷಮಿಸಿ	0.417	0.406	0.398
allegation	ಆರೋಪ	0.578	0.578	0.608
allege	ಆರೋಪಿಸಿ	0.418	0.482	0.587
alleged	ಆರೋಪಿಸಲಾಗಿದೆ	0.365	0.522	0.520
allegiance	ನಿಷ್ಠೆ	0.917	0.398	0.750
allegorical	ಸಾಂಕೇತಿಕ	0.517	0.558	0.598
allegory	ವ್ಯಂಗ್ಯಚಿತ್ರ	0.615	0.580	0.509
allegro	ಅರೆಗ್ರೋ	0.635	0.627	0.453
allergic	ಅಲರ್ಜಿ	0.135	0.549	0.273
allergy	ಅಲರ್ಜಿ	0.296	0.606	0.389
alleviate	ನಿವಾರಿಸು	0.869	0.270	0.528
alleviation	ನಿವಾರಣೆ	0.735	0.200	0.491
alley	ಅಲ್ಲೆ	0.347	0.500	0.355
alleyway	ಅಲ್ಲೆವೇ	0.357	0.471	0.382
alliance	ಮೈತ್ರಿ	0.696	0.473	0.769
allied	ಮೈತ್ರಿ	0.714	0.245	0.642
alligator	ಅಲಿಗೇಟರ್	0.354	0.704	0.645
allocate	ನಿಯೋಜಿಸಿ	0.673	0.462	0.672
allocation	ಹಂಚಿಕೆ	0.604	0.388	0.679
allot	ಹಂಚಿಕೆ	0.622	0.481	0.616
allotment	ಹಂಚಿಕೆ	0.600	0.390	0.640
allow	ಅನುಮತಿಸು	0.698	0.429	0.538
allowable	ಅನುಮತಿಸಲಾಗುವುದು	0.698	0.500	0.561
allowance	ಅನುಮತಿ	0.673	0.382	0.591
allowed	ಅನುಮತಿಸಲಾಗಿದೆ	0.730	0.360	0.655
alloy	ಮಿಶ್ರಲೋಹ	0.583	0.443	0.593
allsmiles	NO TRANSLATION	0.786	0.528	0.430
allure	ಆಸೆ	0.804	0.585	0.686
alluring	ಸೌಮ್ಯ	0.837	0.745	0.843
allusion	ಪ್ರಸ್ತಾಪ	0.440	0.308	0.462
alluvial	ಮೆಕ್ಕಲು	0.323	0.490	0.491
ally	ಮಿತ್ರರಾಷ್ಟ್ರ	0.792	0.320	0.688
almanac	ಅಲ್ಮಾನಕ್	0.688	0.190	0.412
almighty	ಆಲ್ಮೈಟಿ	0.938	0.874	0.958
almond	ಬಾದಾಮಿ	0.698	0.183	0.314
aloft	ಎತ್ತರದ	0.771	0.373	0.700
aloha	ಅಲೋಹಾ	0.698	0.440	0.441
alone	ಕೇವಲ	0.333	0.167	0.216
alongside	ಜೊತೆಗೆ	0.458	0.333	0.347
aloof	ಪ್ರತ್ಯೇಕವಾಗಿ	0.189	0.423	0.302
aloud	ಗಟ್ಟಿಯಾಗಿ	0.458	0.713	0.750
alpha	ಆಲ್ಫಾ	0.708	0.340	0.755
alphabet	ವರ್ಣಮಾಲೆ	0.562	0.204	0.672
alphabetical	ವರ್ಣಮಾಲೆಯ	0.537	0.296	0.535
alpine	ಆಲ್ಪೈನ್	0.594	0.337	0.474
alreadyyyyy	ಈಗಾಗಲೇ ಹೇಳುವುದಾಗಿದೆ	0.592	0.717	0.351
altar	ಬಲಿಪೀಠ	0.724	0.387	0.635
altar boy	ಬಲಿಪೀಠದ ಹುಡುಗ	0.434	0.206	0.350
alter	ಬದಲಾಯಿಸು	0.333	0.694	0.654
alteration	ಮಾರ್ಪಾಡು	0.167	0.798	0.609
altercation	ವಾಗ್ವಾದ	0.170	0.806	0.500
altered	ಬದಲಾದ	0.255	0.765	0.500
alternate	ಪರ್ಯಾಯ	0.625	0.363	0.589
alternating	ಪರ್ಯಾಯ	0.480	0.494	0.542
alternative	ಪರ್ಯಾಯ	0.628	0.373	0.631
altimeter	ಎತ್ತರಮಾಪಕ	0.615	0.510	0.580
altitude	ಎತ್ತರ	0.708	0.482	0.736
alto	ಆಲ್ಟೊ	0.656	0.404	0.730
altogether	ಒಟ್ಟಾರೆ	0.833	0.324	0.644
aluminum	ಅಲ್ಯೂಮಿನಿಯಂ	0.449	0.280	0.434
alumnus	ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿ	0.633	0.368	0.422
alveolar	ಹಲ್ಲುಗೂಡು	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	ಮಿಶ್ರಣ	0.438	0.333	0.510
amalgamation	ಮಿಶ್ರಣ	0.406	0.470	0.531
amaretto	amaretto	0.543	0.551	0.375
amass	ಒಟ್ಟುಗೂಡಿ	0.552	0.465	0.465
amateur	ಹವ್ಯಾಸಿ	0.469	0.500	0.409
amaze	ವಿಸ್ಮಯಗೊಳಿಸು	0.896	0.843	0.783
amazed	ಆಶ್ಚರ್ಯಚಕಿತನಾದನು	0.796	0.779	0.533
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	ಆಶ್ಚರ್ಯ	0.750	0.800	0.639
amazing	ಅದ್ಭುತ	0.906	0.837	0.849
amazingly	ವಿಸ್ಮಯಕಾರಿಯಾಗಿ	0.918	0.765	0.920
ambassador	ರಾಯಭಾರಿ	0.651	0.529	0.917
amber	ಅಂಬರ್	0.635	0.308	0.369
ambience	ಪರಿಸರ	0.735	0.356	0.426
ambient	ಸುತ್ತುವರಿದ	0.625	0.360	0.582
ambiguity	ಅಸ್ಪಷ್ಟತೆ	0.164	0.460	0.370
ambiguous	ಅಸ್ಪಷ್ಟ	0.265	0.462	0.358
ambit	ಪರಿಮಿತಿ	0.479	0.380	0.386
ambition	ಮಹತ್ವಾಕಾಂಕ್ಷೆ	0.510	0.804	0.661
ambitious	ಮಹತ್ವಾಕಾಂಕ್ಷೆಯ	0.484	0.821	0.717
ambivalent	ಅಸ್ಪಷ್ಟ	0.510	0.404	0.482
ambrosia	ಅಮೃತ	0.571	0.452	0.480
ambulance	ಆಂಬ್ಯುಲೆನ್ಸ್	0.500	0.750	0.609
ambush	ಹೊಂಚುದಾಳಿ	0.281	0.830	0.500
ameliorate	ಸುಧಾರಿಸು	0.770	0.548	0.747
amen	ಅಮನ್	0.781	0.182	0.542
amenable	ಸರಿಹೊಂದಿಸಬಹುದು	0.448	0.410	0.406
amend	ತಿದ್ದುಪಡಿ ಮಾಡಿ	0.688	0.406	0.658
amendment	ತಿದ್ದುಪಡಿ	0.531	0.459	0.606
amends	ತಿದ್ದುಪಡಿ ಮಾಡಿದೆ	0.640	0.366	0.517
amenity	ಅಮನೆಟಿ	0.750	0.327	0.574
amethyst	ಅಮೆಥಿಸ್ಟ್	0.622	0.406	0.517
amiable	ಸ್ನೇಹಪರ	0.847	0.290	0.483
amicable	ಸ್ನೇಹಪರ	0.875	0.330	0.507
amid	ಮಧ್ಯೆ	0.510	0.340	0.256
amidst	ಮಧ್ಯೆ	0.480	0.330	0.316
amino	ಅಮಿನೊ	0.551	0.402	0.433
ammo	ammo	0.323	0.765	0.621
ammonia	ಅಮೋನಿಯ	0.292	0.587	0.409
ammonium	ಅಮೋನಿಯಂ	0.354	0.396	0.368
ammunition	ಯುದ್ಧಸಾಮಗ್ರಿ	0.338	0.635	0.667
amnesia	ವಿಸ್ಮೃತಿ	0.296	0.330	0.308
amnesty	ಅಮ್ನೆಸ್ಟಿ	0.551	0.451	0.814
amorous	ಕಾಮುಕ	0.844	0.670	0.636
amorphous	ಅಸ್ಫಾಟಿಕ	0.327	0.402	0.349
amortization	ಭೋಗ್ಯ	0.592	0.491	0.522
amount	ಮೊತ್ತ	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ವನ್ನಾಗಲಿ	0.480	0.448	0.483
amphetamines	ಆಂಫೆಟಮೈನ್ಗಳು	0.133	0.667	0.526
amphibian	ಉಭಯಚರ	0.427	0.357	0.474
amphibious	ಉಭಯಚರ	0.479	0.346	0.445
amphitheater	ಆಂಫಿಥೀಟರ್	0.653	0.480	0.545
ample	ಸಾಕಷ್ಟು	0.744	0.349	0.719
amplification	ವರ್ಧನೆ	0.690	0.677	0.810
amplify	ವರ್ಧಿಸಲು	0.677	0.735	0.827
amplitude	ವೈಶಾಲ್ಯ	0.694	0.439	0.692
amply	ಸಮರ್ಪಕವಾಗಿ	0.781	0.431	0.766
amputate	ಕತ್ತರಿಸಿ	0.092	0.660	0.509
amputation	ವಿಭಜನೆ	0.100	0.755	0.483
amuck	ನಯಮಾಡು	0.385	0.602	0.321
amulet	ತಾಯಿತ	0.781	0.260	0.630
amuse	ವಿನೋದಪಡಿಸು	0.812	0.684	0.664
amused	ವಿನೋದಪಡಿಸಲಾಗಿದೆ	0.942	0.847	0.596
amusement	ಮನರಂಜನಾ	0.929	0.837	0.803
amusing	ಮನರಂಜಿಸುವ	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	ಅರಿವಳಿಕೆ	0.350	0.217	0.473
anaesthetic	ಅರಿವಳಿಕೆ	0.449	0.268	0.509
anagram	ಅನಗ್ರಾಮ್	0.552	0.327	0.449
anal	ಗುದ	0.333	0.798	0.334
analgesic	ನೋವು ನಿವಾರಕ	0.417	0.321	0.441
analogous	ಹೋಲುತ್ತದೆ	0.531	0.270	0.500
analogue	ಅನಲಾಗ್	0.570	0.320	0.446
analogy	ಸಾದೃಶ್ಯ	0.510	0.367	0.509
analysis	ವಿಶ್ಲೇಷಣೆ	0.729	0.448	0.705
analyst	ವಿಶ್ಲೇಷಕ	0.604	0.415	0.755
analytic	ವಿಶ್ಲೇಷಣಾತ್ಮಕ	0.665	0.521	0.634
analytical	ವಿಶ್ಲೇಷಣಾತ್ಮಕ	0.625	0.324	0.800
analyze	ವಿಶ್ಲೇಷಿಸು	0.667	0.462	0.710
analyzer	ವಿಶ್ಲೇಷಕ	0.625	0.556	0.854
anaphylactic	ಅನಾಫಿಲ್ಯಾಕ್ಟಿಕ್	0.378	0.588	0.500
anarchism	ಅರಾಜಕತೆ	0.125	0.804	0.623
anarchist	ಅರಾಜಕತಾವಾದಿ	0.204	0.700	0.759
anarchy	ಅರಾಜಕತೆ	0.146	0.755	0.620
anastomosis	ಅನಾಸ್ಟೊಮೊಸಿಸ್	0.375	0.470	0.490
anathema	ಮುಗ್ಧತೆ	0.286	0.490	0.519
anatomic	ಅಂಗರಚನಾಶಾಸ್ತ್ರ	0.562	0.442	0.546
anatomy	ಅಂಗರಚನಾಶಾಸ್ತ್ರ	0.562	0.390	0.571
ancestor	ಪೂರ್ವಜ	0.592	0.388	0.594
ancestral	ಪೂರ್ವಜರು	0.640	0.481	0.750
ancestry	ಪೂರ್ವಜರು	0.708	0.519	0.717
anchor	ಆಂಕರ್	0.520	0.284	0.564
anchorage	ರೇವು	0.500	0.325	0.639
ancient	ಪ್ರಾಚೀನ	0.420	0.217	0.439
ancillary	ಪೂರಕ	0.449	0.442	0.278
androgen	ಆಂಡ್ರೊಜೆನ್	0.255	0.523	0.527
android	ಆಂಡ್ರಾಯ್ಡ್	0.663	0.436	0.500
anecdote	ದಂತಕಥೆ	0.583	0.529	0.500
anemia	ರಕ್ತಹೀನತೆ	0.188	0.327	0.310
anemic	ರಕ್ತಹೀನತೆ	0.167	0.279	0.155
anemone	ಎನಿಮೋನ್	0.552	0.538	0.327
anesthesia	ಅರಿವಳಿಕೆ	0.365	0.216	0.394
anesthesiologist	ಅರಿವಳಿಕೆಶಾಸ್ತ್ರಜ್ಞ	0.419	0.224	0.526
anesthetic	ಅರಿವಳಿಕೆ	0.350	0.264	0.482
aneurysm	ಅನ್ಯಾರಿಮ್ಮ್	0.115	0.690	0.536
anew	ಪುನಃ	0.771	0.358	0.385
angel	ದೇವದೂತ	0.906	0.158	0.704
angelic	ದೇವದೂತರ	0.927	0.298	0.668
anger	ಕೋಪ	0.167	0.865	0.657
angered	ಕೋಪಗೊಂಡ	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ಆಂಜಿನಾ	0.230	0.630	0.464
angiogram	ಆಂಜಿಯೋಗ್ರಾಮ್	0.347	0.520	0.465
angiography	ಆಂಜಿಯೋಗ್ರಫಿ	0.378	0.536	0.520
angle	ಕೋನ	0.541	0.330	0.455
angling	ಆಂಗ್ಲಿಂಗ್	0.625	0.408	0.500
angora	ಅಂಗೋರಾ	0.529	0.425	0.405
angriest	ಕೋಪ	0.094	0.892	0.430
angry	ಕೋಪಗೊಂಡ	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ತಲ್ಲಣ	0.167	0.888	0.333
anguish	ದುಃಖ	0.153	0.792	0.265
anguished	ದುಃಖಿತ	0.135	0.720	0.307
angular	ಕೋನೀಯ	0.449	0.281	0.444
anhydrous	ಅನೈಡ್ರಾಸ್	0.456	0.365	0.355
animal	ಪ್ರಾಣಿ	0.521	0.510	0.513
animate	ಅನಿಮೇಟ್ ಮಾಡಿ	0.827	0.755	0.635
animated	ಅನಿಮೇಟೆಡ್	0.823	0.676	0.538
animation	ಅನಿಮೇಶನ್	0.888	0.750	0.549
animosity	ದ್ವೇಷ	0.510	0.724	0.545
animus	ಎನಿಮಸ್	0.698	0.676	0.466
ankle	ಪಾದದ	0.500	0.274	0.234
anklet	ಕಣಕಾಲು	0.410	0.276	0.302
annals	ಆನ್ನಲ್ಸ್	0.427	0.610	0.424
annex	ಅನೆಕ್ಸ್	0.594	0.350	0.458
annexation	ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ನಾಶಮಾಡು	0.115	0.918	0.681
annihilated	ನಾಶಪಡಿಸಿತು	0.080	0.760	0.324
annihilation	ಶೂನ್ಯೀಕರಣ	0.041	0.800	0.591
anniversary	ವಾರ್ಷಿಕೋತ್ಸವ	0.880	0.770	0.723
annotate	ಟಿಪ್ಪಣಿ	0.592	0.469	0.441
annotation	ಟಿಪ್ಪಣಿ	0.604	0.470	0.619
announce	ಘೋಷಿಸಿ	0.694	0.618	0.611
announcement	ಘೋಷಣೆ	0.729	0.491	0.482
announcer	ಘೋಷಕ	0.602	0.570	0.732
annoy	ಸಿಟ್ಟುಬರಿಸು	0.094	0.765	0.286
annoyance	ಕಿರಿಕಿರಿಯ	0.167	0.718	0.342
annoyed	ಸಿಟ್ಟಾಗಿ	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ಕಿರಿಕಿರಿ	0.082	0.853	0.348
annoys	ಸಿಟ್ಟುಬರಿಸು	0.146	0.778	0.435
annual	ವಾರ್ಷಿಕ	0.552	0.236	0.500
annuity	ವರ್ಷಾಶನ	0.521	0.304	0.527
annul	ವಾರ್ಷಿಕ	0.250	0.448	0.364
annular	ವಾರ್ಷಿಕ	0.310	0.385	0.412
annulment	ರದ್ದುಗೊಳಿಸುವಿಕೆ	0.153	0.375	0.447
annulus	ವಿಕಸನ	0.458	0.380	0.376
anointed	ಅಭಿಷೇಕ	0.500	0.368	0.579
anointing	ಅಭಿಷೇಕ	0.653	0.350	0.547
anomalous	ಅಸಂಬದ್ಧ	0.281	0.480	0.423
anomaly	ಅಸಂಗತತೆ	0.188	0.538	0.404
anon	ಅನಾನ್	0.479	0.354	0.298
anonymity	ಅನಾಮಧೇಯತೆ	0.469	0.255	0.430
anonymous	ಅನಾಮಧೇಯ	0.396	0.291	0.431
anorexic	ಅನೋರೆಕ್ಸಿಕ್	0.160	0.618	0.245
answer	ಉತ್ತರ	0.537	0.373	0.661
answerable	ಉತ್ತರ	0.708	0.481	0.750
answering	ಉತ್ತರಿಸುವ	0.684	0.500	0.607
ant	ಇರುವೆ	0.448	0.216	0.216
antagonism	ವಿರೋಧಾಭಾಸ	0.224	0.618	0.524
antagonist	ಎದುರಾಳಿ	0.240	0.615	0.700
antagonistic	ವಿರೋಧದ	0.296	0.604	0.565
antagonize	ವಿರೋಧಾಭಾಸ	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	ಪೂರ್ವವರ್ತಿ	0.427	0.551	0.566
antelope	ಜಿಂಕೆ	0.542	0.510	0.500
antenna	ಆಂಟೆನಾ	0.521	0.327	0.358
anterior	ಮುಂಭಾಗ	0.510	0.245	0.362
anthem	ಗೀತೆ	0.780	0.343	0.729
anthill	ಆಂಥಲ್	0.327	0.578	0.377
anthology	ಸಂಕಲನ	0.338	0.406	0.537
anthrax	ಆಂಥ್ರಾಕ್ಸ್	0.188	0.730	0.500
anthropological	ಮಾನವಶಾಸ್ತ್ರ	0.367	0.390	0.490
anthropologist	ಮಾನವಶಾಸ್ತ್ರಜ್ಞ	0.551	0.385	0.725
anthropology	ಮಾನವಶಾಸ್ತ್ರ	0.490	0.367	0.582
anti	ವಿರೋಧಿ	0.365	0.412	0.384
antiaircraft	ಆಂಟಿಆರ್ಕ್ರಾಫ್ಟ್	0.330	0.622	0.629
antibiotic	ಪ್ರತಿಜೀವಕ	0.510	0.373	0.658
antibiotics	ಪ್ರತಿಜೀವಕಗಳು	0.448	0.406	0.557
antichrist	ಆಂಟಿಕ್ರೈಸ್ಟ್	0.082	0.837	0.544
anticipate	ನಿರೀಕ್ಷಿಸು	0.622	0.469	0.667
anticipation	ನಿರೀಕ್ಷೆ	0.698	0.539	0.711
anticipatory	ನಿರೀಕ್ಷಿತ	0.653	0.551	0.682
antics	ವರ್ತನೆಗಳೂ	0.448	0.740	0.236
antidote	ಪ್ರತಿವಿಷ	0.541	0.490	0.629
antifungal	ನಿರೋಧಕ	0.408	0.412	0.441
antigravity	ಆಂಟಿಗ್ರವಿಟಿ	0.430	0.714	0.658
antimony	ಆಂಟಿಮನಿ	0.378	0.398	0.490
antipathy	ವಿರೋಧಿ	0.198	0.549	0.393
antiquarian	ಪುರಾತನ	0.500	0.233	0.426
antiquated	ಪ್ರಾಚೀನ	0.420	0.392	0.236
antique	ಪುರಾತನ	0.634	0.290	0.518
antiques	ಪ್ರಾಚೀನ	0.540	0.370	0.595
antiquity	ಪ್ರಾಚೀನತೆ	0.385	0.333	0.556
antiseptic	ನಂಜುನಿರೋಧಕ	0.438	0.370	0.623
antisocial	ಸಮಾಜವಿರೋಧಿ	0.146	0.686	0.391
antithesis	ವಿರೋಧಿ	0.396	0.412	0.536
antithetical	ವಿರೋಧಾಭಾಸ	0.271	0.509	0.358
antiviral	ಆಂಟಿವೈರಲ್	0.459	0.470	0.549
antler	ಆಂಟ್ಲರ್	0.448	0.470	0.500
antsy	ಹುಲ್ಲುಗಾವಲು	0.449	0.558	0.417
anus	ಗುದದ್ವಾರ	0.347	0.644	0.350
anvil	ಮುಂದೂಡು	0.380	0.510	0.604
anxiety	ಆತಂಕ	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ಆಸಕ್ತಿ	0.281	0.875	0.434
anxiousness	ಆತಂಕ	0.235	0.814	0.282
anytime	ಯಾವುದೇ ಸಮಯದಲ್ಲಿ	0.625	0.461	0.436
aorta	ಮಹಾಪಧಮನಿಯ	0.448	0.510	0.542
aortic	ಮಹಾಪಧಮನಿಯ	0.436	0.540	0.438
apace	ಅಪಾಸ್	0.536	0.500	0.536
apache	ಅಪಾಚೆ	0.687	0.469	0.500
apartment	ಅಪಾರ್ಟ್ಮೆಂಟ್	0.719	0.393	0.580
apartments	ಅಪಾರ್ಟ್ಮೆಂಟ್	0.704	0.337	0.443
apathetic	ಅನುಕಂಪ	0.188	0.292	0.333
apathy	ನಿರಾಸಕ್ತಿ	0.184	0.212	0.204
ape	ಕೋತಿ	0.548	0.389	0.336
aperture	ದ್ಯುತಿರಂಧ್ರ	0.612	0.450	0.667
apex	ತುದಿ	0.570	0.433	0.418
aphid	ಆಫಿಡ್	0.388	0.473	0.407
aphrodisiac	ಕಾಮೋತ್ತೇಜಕ	0.750	0.846	0.667
apiece	ಒಂದೇ	0.439	0.259	0.383
aplomb	ಆತ್ಮವಿಶ್ವಾಸ	0.500	0.509	0.582
apocalypse	ಅಪೋಕ್ಯಾಲಿಪ್ಸ್	0.050	0.867	0.736
apocalyptic	ಅಪೋಕ್ಯಾಲಿಪ್ಸ್	0.173	0.880	0.750
apologetic	ಕ್ಷಮೆಯಾಚಿಸುತ್ತೇವೆ	0.479	0.461	0.571
apologist	ಕ್ಷಮೆಯಾಚಕ	0.406	0.429	0.526
apologize	ಕ್ಷಮೆ	0.551	0.378	0.389
apology	ಕ್ಷಮೆ	0.571	0.346	0.402
apostasy	ಧರ್ಮಭ್ರಷ್ಟತೆ	0.388	0.520	0.517
apostate	ಸ್ವಧರ್ಮಪರಿತ್ಯಾಗಿ	0.342	0.500	0.528
apostle	ದೇವದೂತರು	0.646	0.347	0.732
apostolic	ಅಪೋಸ್ಟೋಲಿಕ್	0.592	0.300	0.717
apostrophe	ಅಪಾಸ್ಟ್ರಫಿ	0.469	0.368	0.537
apothecary	ಔಷಧಿಕಾರ	0.561	0.328	0.529
appalled	ದಿಗಿಲುಗೊಂಡಿದೆ	0.194	0.792	0.562
appalling	ನೋಡಲಾಗದ	0.160	0.827	0.415
apparatus	ಉಪಕರಣ	0.375	0.353	0.377
apparel	ಉಡುಪು	0.698	0.435	0.453
apparent	ಸ್ಪಷ್ಟವಾಗಿ	0.473	0.383	0.398
apparently	ಸ್ಪಷ್ಟವಾಗಿ	0.531	0.410	0.426
apparition	ಪ್ರೇತ	0.406	0.573	0.636
appeal	ಮನವಿಯನ್ನು	0.663	0.598	0.558
appear	ಕಾಣಿಸಿಕೊಳ್ಳಿ	0.735	0.506	0.567
appearance	ನೋಟ	0.669	0.490	0.534
appease	ಸಮಾಧಾನ ಮಾಡು	0.633	0.278	0.434
appellant	ಮೇಲ್ಮನವಿ	0.327	0.588	0.568
append	ಸೇರಿಸಿ	0.573	0.464	0.453
appendage	ಅನುಬಂಧ	0.229	0.382	0.438
appendectomy	ಅಪ್ರೆಡೆಕ್ಟಮಿ	0.177	0.670	0.554
appendicitis	ಕರುಳುವಾಳ	0.031	0.640	0.347
appendix	ಅನುಬಂಧ	0.365	0.387	0.425
appetite	ಹಸಿವು	0.704	0.637	0.581
appetizer	ಜೀರ್ಣಕಾರಕವಾಗಿ	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	ಶ್ಲಾಘಿಸು	0.865	0.824	0.464
applause	ಚಪ್ಪಾಳೆ	0.953	0.857	0.621
apple	ಸೇಬು	0.811	0.300	0.264
apple juice	ಸೇಬಿನ ರಸ	0.765	0.204	0.294
