Word	Tagalog (Filipino)-tl	Valence	Arousal	Dominance
analyzer	analyzer	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarkismo	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarkiya	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomiko	0.562	0.442	0.546
anatomy	anatomya	0.562	0.390	0.571
ancestor	ninuno	0.592	0.388	0.594
ancestral	ninuno	0.640	0.481	0.750
ancestry	ninuno	0.708	0.519	0.717
anchor	anchor	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	sinaunang	0.420	0.217	0.439
ancillary	pantulong	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdota	0.583	0.529	0.500
anemia	anemya	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anestesya	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	muli	0.771	0.358	0.385
angel	anghel	0.906	0.158	0.704
angelic	anghel	0.927	0.298	0.668
anger	galit	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	anggulo	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	galit	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	ang pagdadalamhati	0.153	0.792	0.265
anguished	nagagalit	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	hayop	0.521	0.510	0.513
animate	magpasaya	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	kalupitan	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	bukung-bukong	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	mga salaysay	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	pagsasanib	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	puksain	0.115	0.918	0.681
annihilated	nilipol	0.080	0.760	0.324
annihilation	paglipol	0.041	0.800	0.591
anniversary	anibersaryo	0.880	0.770	0.723
annotate	I-annotate	0.592	0.469	0.441
annotation	anotasyon	0.604	0.470	0.619
announce	ipahayag	0.694	0.618	0.611
announcement	anunsyo	0.729	0.491	0.482
announcer	tagapagbalita	0.602	0.570	0.732
annoy	inisin	0.094	0.765	0.286
annoyance	kaguluhan	0.167	0.718	0.342
annoyed	Nayayamot	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	nakakainis	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	taunang	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	magpawalang-saysay	0.250	0.448	0.364
annular	pabilog	0.310	0.385	0.412
annulment	pawalang bisa	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	pagpapahid	0.653	0.350	0.547
anomalous	maanomalyang	0.281	0.480	0.423
anomaly	anomalya	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	pagkawala ng lagda	0.469	0.255	0.430
anonymous	anonymous	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	sagot	0.537	0.373	0.661
answerable	mananagot	0.708	0.481	0.750
answering	pagsagot	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonismo	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	mapangahas	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antilope	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	nauna	0.510	0.245	0.362
anthem	awit	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	antolohiya	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	antropologo	0.551	0.385	0.725
anthropology	antropolohiya	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibyotiko	0.510	0.373	0.658
antibiotics	antibiotics	0.448	0.406	0.557
antichrist	antikristo	0.082	0.837	0.544
anticipate	anticipate	0.622	0.469	0.667
anticipation	pag-asa	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimonyo	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	antiquated	0.420	0.392	0.236
antique	antigong	0.634	0.290	0.518
antiques	Mga antigo	0.540	0.370	0.595
antiquity	unang panahon	0.385	0.333	0.556
antiseptic	antiseptiko	0.438	0.370	0.623
antisocial	antisosyal	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	pagkabalisa	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	nababalisa	0.281	0.875	0.434
anxiousness	pagkabalisa	0.235	0.814	0.282
anytime	anumang oras	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	apartment	0.719	0.393	0.580
apartments	apartment	0.704	0.337	0.443
apathetic	walang pakialam	0.188	0.292	0.333
apathy	kawalang-interes	0.184	0.212	0.204
ape	unggoy	0.548	0.389	0.336
aperture	Aperture	0.612	0.450	0.667
apex	tugatog	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	isang piraso	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	pahayag	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	apologetic	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	humingi ng tawad	0.551	0.378	0.389
apology	paghingi ng tawad	0.571	0.346	0.402
apostasy	apostasiya	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	apostol	0.646	0.347	0.732
apostolic	apostoliko	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	katahimikan	0.194	0.792	0.562
appalling	kakila-kilabot	0.160	0.827	0.415
apparatus	kasangkapan	0.375	0.353	0.377
apparel	damit	0.698	0.435	0.453
apparent	maliwanag	0.473	0.383	0.398
apparently	tila	0.531	0.410	0.426
apparition	apparition	0.406	0.573	0.636
appeal	apila	0.663	0.598	0.558
appear	lumitaw	0.735	0.506	0.567
appearance	hitsura	0.669	0.490	0.534
appease	maglubag	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	ilakip	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	apendisitis	0.031	0.640	0.347
appendix	apendiks	0.365	0.387	0.425
appetite	gana	0.704	0.637	0.581
appetizer	pampagana	0.755	0.560	0.406
appetizing	pampagana	0.806	0.657	0.688
applaud	pumalakpak	0.865	0.824	0.464
applause	palakpakan	0.953	0.857	0.621
apple	mansanas	0.811	0.300	0.264
apple juice	apple juice	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	mansanas	0.750	0.167	0.291
appliance	appliance	0.582	0.453	0.538
appliances	mga kasangkapan	0.594	0.394	0.567
applicability	applicability	0.677	0.490	0.741
applicable	naaangkop	0.469	0.430	0.667
applicant	aplikante	0.612	0.558	0.688
application	application	0.646	0.445	0.726
apply	mag-aplay	0.612	0.321	0.667
appoint	humirang	0.565	0.330	0.509
appointment	appointment	0.688	0.594	0.547
appointments	mga appointment	0.745	0.677	0.625
apportion	apportion	0.677	0.490	0.638
apportionment	pagbabahagi	0.552	0.481	0.453
appraisal	tasa	0.417	0.667	0.682
appraise	tasahin	0.677	0.490	0.696
appreciable	kakila-kilabot	0.873	0.491	0.778
appreciate	magpahalaga	0.885	0.422	0.741
appreciated	pinapahalagahan	0.910	0.434	0.779
appreciates	Pinahahalagahan	0.765	0.500	0.656
appreciation	pagpapahalaga	0.917	0.529	0.588
appreciative	mapagpasalamat	0.857	0.380	0.654
apprehend	maunawaan	0.521	0.624	0.696
apprehension	pagkaunawa	0.385	0.720	0.454
apprehensive	nag-aalala	0.406	0.592	0.431
apprentice	apprentice	0.615	0.413	0.452
apprenticeship	apprenticeship	0.812	0.482	0.643
approach	lapitan	0.612	0.392	0.610
approaching	papalapit	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	pag-apruba	0.792	0.529	0.774
appropriate	angkop	0.833	0.368	0.759
appropriation	paglalaan	0.510	0.632	0.717
approval	pag-apruba	0.854	0.460	0.889
approve	aprubahan	0.875	0.548	0.741
approved	naaprubahan	0.833	0.349	0.698
approvement	pag sang-ayon	0.880	0.625	0.780
approving	pag-apruba	0.917	0.583	0.773
approximate	tinatayang	0.551	0.560	0.520
approximately	humigit-kumulang	0.622	0.396	0.538
approximating	approximating	0.583	0.615	0.471
approximation	pagtatantya	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	aprikot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	akwaryum	0.663	0.327	0.393
aquatic	nabubuhay sa tubig	0.677	0.510	0.463
aqueduct	aqueduct	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	arbitrary	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	arbitrasyon	0.587	0.602	0.670
arbitrator	arbitrator	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arko	0.500	0.354	0.468
archaeological	arkeolohiko	0.740	0.441	0.660
archaeologist	arkeologo	0.552	0.451	0.706
archaeology	arkeolohiya	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	arkanghel	0.837	0.500	0.708
archbishop	arsobispo	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	mamamana	0.573	0.622	0.661
archery	archery	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	arkipelago	0.745	0.370	0.592
architect	arkitekto	0.776	0.442	0.836
architectural	arkitektura	0.729	0.390	0.670
architecture	arkitektura	0.820	0.390	0.694
archive	archive	0.438	0.294	0.527
arctic	Arctic	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	mahirap	0.344	0.783	0.605
area	lugar	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	magtaltalan	0.093	0.798	0.525
argument	argumento	0.510	0.464	0.698
argumentation	argumento	0.479	0.549	0.760
argumentative	argumentative	0.450	0.531	0.679
arguments	argumento	0.541	0.602	0.657
arid	tuyo	0.323	0.333	0.379
arise	manggaling	0.750	0.582	0.725
aristocracy	aristokrasya	0.688	0.549	0.842
aristocrat	aristokrata	0.583	0.413	0.811
aristocratic	maharlika	0.449	0.519	0.676
arithmetic	aritmetika	0.453	0.460	0.634
ark	kaban	0.396	0.427	0.543
arm	braso	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armamento	0.198	0.764	0.810
armaments	mga sandata	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	armchair	0.646	0.164	0.339
armed	armadong	0.188	0.750	0.808
armor	nakasuot	0.469	0.625	0.784
armored	nakabaluti	0.469	0.509	0.861
armory	taguan ng armas	0.448	0.663	0.800
armpit	kilikili	0.283	0.439	0.250
arms	armas	0.464	0.395	0.483
army	hukbo	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	pukawin	0.740	0.491	0.580
aroused	aroused	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	ayusin	0.740	0.490	0.571
arranged	isagawa	0.698	0.531	0.728
arrangement	kaayusan	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	atraso	0.286	0.485	0.302
arrest	aresto	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	pagdating	0.678	0.510	0.474
arrive	dumating	0.837	0.406	0.585
arrogance	pagmamataas	0.143	0.750	0.620
arrogant	mapagmataas	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	sining	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	arterya	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	artikulo	0.594	0.280	0.481
articles	artikulo	0.552	0.324	0.565
articulate	nakapagsasalita	0.677	0.462	0.618
articulation	magsalita	0.479	0.480	0.591
artifact	artepakto	0.510	0.500	0.566
artifice	artipisyal	0.316	0.696	0.482
artificial	artipisyal	0.306	0.385	0.351
artillery	artilerya	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	artist	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistikong	0.802	0.646	0.632
artistry	kasiningan	0.823	0.346	0.769
artists	artist	0.796	0.667	0.741
artwork	likhang sining	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	ASAP	0.571	0.500	0.552
asbestos	asbesto	0.357	0.481	0.464
ascend	umakyat	0.830	0.620	0.812
ascendancy	pagkataas	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	pataas	0.826	0.644	0.777
ascension	pag-akyat	0.765	0.720	0.714
ascent	pag-akyat	0.755	0.627	0.833
ascertain	tiyakin	0.560	0.530	0.625
ascertained	matukoy	0.531	0.529	0.616
ascetic	asetiko	0.438	0.375	0.472
ash	abo	0.260	0.210	0.207
ashamed	nahihiya	0.156	0.588	0.228
ashes	ashes	0.327	0.279	0.142
ashtray	asbintang	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	magtanong	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	tulog	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspeto	0.479	0.469	0.588
aspects	aspeto	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	aspalto	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	hangad	0.704	0.724	0.675
aspire	maghangad	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	naghahangad	0.844	0.582	0.604
ass	asno	0.323	0.750	0.345
assail	pagsalakay	0.378	0.510	0.500
assailant	sumasalakay	0.184	0.868	0.602
assassin	mamamatay-tao	0.073	0.933	0.632
assassinate	mamamatay	0.051	0.969	0.722
assassination	pagpatay	0.083	0.941	0.525
assault	pag-atake	0.167	0.848	0.550
assay	esse	0.633	0.559	0.594
assemblage	pagtitipon	0.429	0.452	0.600
assemble	magtipun-tipon	0.542	0.570	0.750
assembled	tipunin	0.663	0.450	0.644
assembly	pagpupulong	0.698	0.500	0.640
assemblyman	Assemblyman	0.430	0.538	0.760
assent	pagsang-ayon	0.615	0.515	0.719
assert	igiit	0.750	0.619	0.809
asserting	iginiit	0.694	0.531	0.736
assertion	assertion	0.740	0.442	0.750
assertive	mapamilit	0.719	0.412	0.770
assess	tasahin	0.698	0.500	0.623
assessment	pagtatasa	0.750	0.623	0.658
assessor	tagasuri	0.551	0.538	0.764
asset	asset	0.797	0.765	0.788
assets	ari-arian	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	magtalaga	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	pagtatalaga	0.483	0.398	0.745
assimilate	kumustahin	0.559	0.391	0.683
assimilation	asimilasyon	0.429	0.378	0.463
assist	tulungan	0.833	0.435	0.629
assistance	tulong	0.656	0.519	0.633
assistant	katulong	0.625	0.390	0.536
associate	iugnay	0.812	0.409	0.625
association	pagsasamahan	0.745	0.500	0.817
assorted	sari-sari	0.602	0.460	0.472
assortment	uri	0.694	0.360	0.526
assuage	katahimikan	0.745	0.255	0.500
assume	ipalagay	0.698	0.401	0.464
assumed	ipinapalagay	0.612	0.247	0.454
assuming	ipagpalagay na	0.740	0.390	0.526
assumption	palagay	0.479	0.431	0.417
assurance	katiyakan	0.675	0.442	0.704
assure	siguruhin	0.910	0.460	0.839
assured	sigurado	0.878	0.327	0.754
assuredly	sigurado	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	hika	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatismo	0.214	0.490	0.429
astonish	astonish	0.786	0.845	0.658
astonished	astonished	0.510	0.775	0.574
astonishing	kagila-gilalas	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	pagkamangha	0.680	0.718	0.519
astound	humanga	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	mali	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrolohiya	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronomer	0.750	0.509	0.735
astronomical	astronomya	0.600	0.632	0.726
astronomy	astronomiya	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	nalagot	0.208	0.442	0.259
asylum	pagpapakupkop laban	0.407	0.330	0.445
asymmetric	walang simetrya	0.580	0.343	0.465
asymmetry	kawalaan ng simetrya	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	ateista	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	atleta	0.781	0.718	0.686
athletic	atletiko	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	athletics	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	kapaligiran	0.604	0.300	0.560
atmospheric	atmospera	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomic	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	pagtubos	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	kasamaan	0.115	0.844	0.593
atrophy	pagkasayang	0.177	0.540	0.208
attach	ilakip	0.520	0.363	0.559
attached	nakalakip	0.562	0.350	0.439
attachment	attachment	0.570	0.343	0.500
attack	atake	0.286	0.948	0.670
attacker	magsasalakay	0.185	0.962	0.629
attacking	umaatake	0.276	0.837	0.642
attain	matamo	0.806	0.510	0.719
attainable	maaabot	0.760	0.500	0.759
attainment	pagkakamit	0.830	0.520	0.940
attempt	tangka	0.625	0.491	0.431
attempted	tinangka	0.594	0.580	0.567
attend	dumalo	0.650	0.420	0.625
attendance	pagdalo	0.812	0.500	0.592
attendant	tagapaglingkod	0.580	0.365	0.519
attention	pansin	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	matulungin	0.812	0.520	0.724
attenuate	magpalambing	0.408	0.302	0.429
attenuated	pinalambot	0.449	0.280	0.298
attenuation	pagpapalambing	0.458	0.363	0.464
attest	magpatotoo	0.439	0.710	0.685
attestation	pagpapatunay	0.234	0.635	0.500
attic	attic	0.521	0.259	0.377
attire	damit	0.742	0.388	0.483
attitude	saloobin	0.760	0.644	0.861
attorney	abogado	0.600	0.594	0.754
attract	makaakit	0.796	0.663	0.769
attraction	akit	0.906	0.774	0.712
attractive	kaakit-akit	0.906	0.630	0.769
attractiveness	kaakit-akit	0.938	0.667	0.755
attributable	maiugnay	0.704	0.430	0.527
attribute	katangian	0.781	0.439	0.795
attribution	pagpapalagay	0.646	0.467	0.658
attrition	pagkasira	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	subasta	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	matapang	0.740	0.875	0.825
audacity	katapangan	0.760	0.755	0.916
audible	naririnig	0.673	0.370	0.462
audience	madla	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	audition	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	pandinig	0.531	0.481	0.570
aught	anuman	0.418	0.135	0.217
augment	dagdagan	0.650	0.683	0.645
augmentation	pagpapalaki	0.714	0.613	0.850
august	Agosto	0.652	0.292	0.462
aunt	Tiya	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	tangkilik	0.542	0.500	0.634
auspicious	mapalad	0.562	0.635	0.669
austere	mabagsik	0.500	0.390	0.422
austerity	pagkamahigpit	0.438	0.406	0.534
authentic	tunay na	0.885	0.510	0.782
authenticate	patotohanan	0.833	0.480	0.789
authentication	pagpapatunay	0.724	0.491	0.750
authenticity	pagiging tunay	0.670	0.548	0.845
author	may-akda	0.775	0.343	0.749
authoritative	makapangyarihan	0.636	0.520	0.890
authority	awtoridad	0.592	0.592	0.934
authorization	awtorisasyon	0.521	0.567	0.817
authorize	pinapahintulutan	0.772	0.596	0.821
authorized	awtorisadong	0.760	0.458	0.815
authorship	akda	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	autokratiko	0.542	0.577	0.727
autograph	pirma	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	awtomatiko	0.578	0.402	0.632
automatic	awtomatikong	0.562	0.433	0.664
automobile	sasakyan	0.753	0.625	0.534
automotive	automotive	0.656	0.520	0.577
autonomy	awtonomya	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	taglagas	0.765	0.204	0.450
auxiliary	auxiliary	0.622	0.471	0.509
avail	mapakinabangan	0.800	0.430	0.603
availability	availability	0.796	0.544	0.600
available	magagamit	0.844	0.356	0.623
avalanche	avalanche	0.265	0.915	0.683
