Word	Azeerbaijani-az	Valence	Arousal	Dominance
amuck	amuk	0.385	0.602	0.321
amulet	amulet	0.781	0.260	0.630
amuse	əylənin	0.812	0.684	0.664
amused	əyləndi	0.942	0.847	0.596
amusement	əyləncə	0.929	0.837	0.803
amusing	əyləncəli	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anakonda	0.146	0.830	0.540
anaesthesia	anesteziya	0.350	0.217	0.473
anaesthetic	anestezik	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	analjezik	0.417	0.321	0.441
analogous	analoji	0.531	0.270	0.500
analogue	analoq	0.570	0.320	0.446
analogy	analoji	0.510	0.367	0.509
analysis	analiz	0.729	0.448	0.705
analyst	analitik	0.604	0.415	0.755
analytic	analitik	0.665	0.521	0.634
analytical	analitik	0.625	0.324	0.800
analyze	analiz et	0.667	0.462	0.710
analyzer	analizator	0.625	0.556	0.854
anaphylactic	anafilaktik	0.378	0.588	0.500
anarchism	anarxizm	0.125	0.804	0.623
anarchist	anarxist	0.204	0.700	0.759
anarchy	anarxiya	0.146	0.755	0.620
anastomosis	anastomoz	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomik	0.562	0.442	0.546
anatomy	anatomiya	0.562	0.390	0.571
ancestor	ata	0.592	0.388	0.594
ancestral	ata-baba	0.640	0.481	0.750
ancestry	atalar	0.708	0.519	0.717
anchor	çəngəl	0.520	0.284	0.564
anchorage	ankraj	0.500	0.325	0.639
ancient	qədim	0.420	0.217	0.439
ancillary	köməkçi	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	anekdot	0.583	0.529	0.500
anemia	anemiya	0.188	0.327	0.310
anemic	anemiya	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesteziya	0.365	0.216	0.394
anesthesiologist	anestezioloq	0.419	0.224	0.526
anesthetic	anestezik	0.350	0.264	0.482
aneurysm	anevrizma	0.115	0.690	0.536
anew	yenə	0.771	0.358	0.385
angel	mələk	0.906	0.158	0.704
angelic	mələk	0.927	0.298	0.668
anger	hirs	0.167	0.865	0.657
angered	qəzəbləndi	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	anjiyografi	0.378	0.536	0.520
angle	açı	0.541	0.330	0.455
angling	balıqçılıq	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	qəzəbləndi	0.094	0.892	0.430
angry	qəzəbləndi	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	qəzəbləndi	0.167	0.888	0.333
anguish	qəzəblənmə	0.153	0.792	0.265
anguished	qəzəbləndi	0.135	0.720	0.307
angular	buruq	0.449	0.281	0.444
anhydrous	susuz	0.456	0.365	0.355
animal	heyvan	0.521	0.510	0.513
animate	animasiya	0.827	0.755	0.635
animated	animasiya	0.823	0.676	0.538
animation	animasiya	0.888	0.750	0.549
animosity	hüsumət	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ankle	0.500	0.274	0.234
anklet	həkk	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	Əlavə	0.594	0.350	0.458
annexation	anneksiya	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	məhv etmək	0.115	0.918	0.681
annihilated	məhv edildi	0.080	0.760	0.324
annihilation	məhv	0.041	0.800	0.591
anniversary	ildönümü	0.880	0.770	0.723
annotate	əlavə et	0.592	0.469	0.441
annotation	annotasiya	0.604	0.470	0.619
announce	elan et	0.694	0.618	0.611
announcement	elan	0.729	0.491	0.482
announcer	spikeri	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	narahatlıq	0.167	0.718	0.342
annoyed	rahatsız edici	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	zəhlətökən	0.082	0.853	0.348
annoys	narahat edir	0.146	0.778	0.435
annual	illik	0.552	0.236	0.500
annuity	annuitet	0.521	0.304	0.527
annul	ləğv edildi	0.250	0.448	0.364
annular	hörmətli	0.310	0.385	0.412
annulment	ləğv	0.153	0.375	0.447
annulus	anulus	0.458	0.380	0.376
anointed	məsh olunmuşdu	0.500	0.368	0.579
anointing	anointing	0.653	0.350	0.547
anomalous	anormal	0.281	0.480	0.423
anomaly	anomaliya	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimlik	0.469	0.255	0.430
anonymous	anonim	0.396	0.291	0.431
anorexic	anoreksiya	0.160	0.618	0.245
answer	cavab	0.537	0.373	0.661
answerable	cavabdehdir	0.708	0.481	0.750
answering	cavab verin	0.684	0.500	0.607
ant	qarışqa	0.448	0.216	0.216
antagonism	antagonizm	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antaqonist	0.296	0.604	0.565
antagonize	qarşıdurma	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	əvvəlcədən	0.427	0.551	0.566
antelope	antilop	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	marşrut	0.780	0.343	0.729
anthill	əfsanə	0.327	0.578	0.377
anthology	antologiya	0.338	0.406	0.537
anthrax	Şarbon	0.188	0.730	0.500
anthropological	antropoloji	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologiya	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotik	0.510	0.373	0.658
antibiotics	antibiotiklər	0.448	0.406	0.557
antichrist	Dəccal	0.082	0.837	0.544
anticipate	gözləyin	0.622	0.469	0.667
anticipation	gözləmə	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidot	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravitasiya	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipatiya	0.198	0.549	0.393
antiquarian	antikvar	0.500	0.233	0.426
antiquated	köhnə	0.420	0.392	0.236
antique	antik	0.634	0.290	0.518
antiques	antikalar	0.540	0.370	0.595
antiquity	qədimdir	0.385	0.333	0.556
antiseptic	antiseptik	0.438	0.370	0.623
antisocial	antisosyal	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	əksinə	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	narahatlıq	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	narahatdır	0.281	0.875	0.434
anxiousness	narahatlıq	0.235	0.814	0.282
anytime	istənilən vaxt	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortik	0.436	0.540	0.438
apace	sürət	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	mənzil	0.719	0.393	0.580
apartments	mənzillər	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	apatiya	0.184	0.212	0.204
ape	maymun	0.548	0.389	0.336
aperture	diyafram	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	bir parça	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	üzr diləməyən	0.479	0.461	0.571
apologist	üzr istədi	0.406	0.429	0.526
apologize	üzr istəyirik	0.551	0.378	0.389
apology	üzr	0.571	0.346	0.402
apostasy	mürtədlik	0.388	0.520	0.517
apostate	mürtəd	0.342	0.500	0.528
apostle	həvari	0.646	0.347	0.732
apostolic	apostil	0.592	0.300	0.717
apostrophe	travma	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	həyəcanlandı	0.194	0.792	0.562
appalling	dəhşətli	0.160	0.827	0.415
apparatus	aparat	0.375	0.353	0.377
apparel	geyim	0.698	0.435	0.453
apparent	aydın	0.473	0.383	0.398
apparently	Göründüyü kimi	0.531	0.410	0.426
apparition	görünüş	0.406	0.573	0.636
appeal	müraciət et	0.663	0.598	0.558
appear	görünür	0.735	0.506	0.567
appearance	görünüşü	0.669	0.490	0.534
appease	yatmaq	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	əlavə edin	0.573	0.464	0.453
appendage	əlavə edir	0.229	0.382	0.438
appendectomy	appendektomiya	0.177	0.670	0.554
appendicitis	apandisit	0.031	0.640	0.347
appendix	Əlavə	0.365	0.387	0.425
appetite	iştaha	0.704	0.637	0.581
appetizer	meze	0.755	0.560	0.406
appetizing	iştahaaçan	0.806	0.657	0.688
applaud	alqışlamaq	0.865	0.824	0.464
applause	alqışlar	0.953	0.857	0.621
apple	alma	0.811	0.300	0.264
apple juice	alma şirəsi	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	qurğu	0.582	0.453	0.538
appliances	cihazları	0.594	0.394	0.567
applicability	tətbiqetmə	0.677	0.490	0.741
applicable	tətbiq oluna bilər	0.469	0.430	0.667
applicant	ərizəçi	0.612	0.558	0.688
application	tətbiqi	0.646	0.445	0.726
apply	müraciət edin	0.612	0.321	0.667
appoint	təyin etmək	0.565	0.330	0.509
appointment	təyinat	0.688	0.594	0.547
appointments	təyinatlar	0.745	0.677	0.625
apportion	bölüşdürmə	0.677	0.490	0.638
apportionment	bölüşdürmə	0.552	0.481	0.453
appraisal	qiymətləndirmə	0.417	0.667	0.682
appraise	qiymətləndirmə	0.677	0.490	0.696
appreciable	nəzərəçarpacaqdır	0.873	0.491	0.778
appreciate	təşəkkür edirəm	0.885	0.422	0.741
appreciated	qiymətləndirdi	0.910	0.434	0.779
appreciates	qiymətləndirir	0.765	0.500	0.656
appreciation	qiymətləndirmə	0.917	0.529	0.588
appreciative	təşəkkür edirəm	0.857	0.380	0.654
apprehend	tutmaq	0.521	0.624	0.696
apprehension	təhlükə	0.385	0.720	0.454
apprehensive	narahat	0.406	0.592	0.431
apprentice	çırak	0.615	0.413	0.452
apprenticeship	şagirdlik	0.812	0.482	0.643
approach	yanaşma	0.612	0.392	0.610
approaching	yaxınlaşır	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	imtahan	0.792	0.529	0.774
appropriate	uyğun	0.833	0.368	0.759
appropriation	Ödəniş	0.510	0.632	0.717
approval	təsdiqləyin	0.854	0.460	0.889
approve	təsdiq et	0.875	0.548	0.741
approved	təsdiqləndi	0.833	0.349	0.698
approvement	təsdiqləmə	0.880	0.625	0.780
approving	təsdiqləmə	0.917	0.583	0.773
approximate	təxminən	0.551	0.560	0.520
approximately	təxminən	0.622	0.396	0.538
approximating	təxminən	0.583	0.615	0.471
approximation	uyğunlaşma	0.582	0.402	0.593
appurtenances	alqışlar	0.573	0.412	0.547
apricot	ərik	0.708	0.320	0.278
apron	önlük	0.582	0.208	0.245
apt	tutarlı	0.582	0.418	0.382
aptitude	qabiliyyət	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	akvarium	0.663	0.327	0.393
aquatic	suvarma	0.677	0.510	0.463
aqueduct	aqueduct	0.551	0.411	0.534
aqueous	sulu	0.429	0.270	0.310
arable	əkilir	0.510	0.350	0.465
arbiter	arbitr	0.561	0.537	0.814
arbitrary	kefi	0.281	0.702	0.686
arbitrate	arbitr	0.470	0.620	0.682
arbitration	Arbitraj	0.587	0.602	0.670
arbitrator	arbitr	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	gizli	0.500	0.490	0.637
arch	kemer	0.500	0.354	0.468
archaeological	arxeoloji	0.740	0.441	0.660
archaeologist	arxeoloq	0.552	0.451	0.706
archaeology	arxeologiya	0.596	0.358	0.691
archaic	arxaik	0.271	0.327	0.332
archangel	başçı	0.837	0.500	0.708
archbishop	başpiskopos	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	kemerli	0.582	0.403	0.398
archer	oxçu	0.573	0.622	0.661
archery	oxatma	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	arxipelaq	0.745	0.370	0.592
architect	memar	0.776	0.442	0.836
architectural	memarlıq	0.729	0.390	0.670
architecture	memarlıq	0.820	0.390	0.694
archive	arxivi	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	ateşli	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	çətin	0.344	0.783	0.605
area	sahəsi	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	arh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	iddia edirlər	0.093	0.798	0.525
argument	arqument	0.510	0.464	0.698
argumentation	arqument	0.479	0.549	0.760
argumentative	mübahisəli	0.450	0.531	0.679
arguments	arqumentlər	0.541	0.602	0.657
arid	qurudulmuş	0.323	0.333	0.379
arise	yaranır	0.750	0.582	0.725
aristocracy	aristokratiya	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratik	0.449	0.519	0.676
arithmetic	aritmetik	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	qolu	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	silahlanma	0.198	0.764	0.810
armaments	silahlar	0.192	0.839	0.830
armature	armatur	0.510	0.558	0.755
armchair	koltuk	0.646	0.164	0.339
armed	silahlı	0.188	0.750	0.808
armor	zireh	0.469	0.625	0.784
armored	zirehli	0.469	0.509	0.861
armory	cəbbəxana	0.448	0.663	0.800
armpit	əlcək	0.283	0.439	0.250
arms	silah	0.464	0.395	0.483
army	ordusu	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapiya	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	oyanmaq	0.740	0.491	0.580
aroused	həyəcanlandı	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	təşkil edir	0.740	0.490	0.571
arranged	təşkil edildi	0.698	0.531	0.728
arrangement	tənzimləmə	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	borclar	0.286	0.485	0.302
arrest	həbs	0.146	0.951	0.500
arrhythmia	aritmiya	0.265	0.706	0.356
arrival	gəliş	0.678	0.510	0.474
arrive	gəlmək	0.837	0.406	0.585
arrogance	təkəbbür	0.143	0.750	0.620
arrogant	təkəbbürlü	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	arsenal	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	Arsenal	0.365	0.741	0.752
arsenic	arsenik	0.281	0.472	0.447
arson	kundaklama	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	incəsənət	0.812	0.360	0.603
arterial	arteriya	0.396	0.510	0.583
artery	arteriya	0.396	0.580	0.537
artful	hörmətli	0.771	0.608	0.778
arthritis	artrit	0.110	0.518	0.345
arthropod	artropod	0.344	0.464	0.434
artichoke	artishok	0.583	0.218	0.287
article	məqalə	0.594	0.280	0.481
articles	məqalələr	0.552	0.324	0.565
articulate	ifadə	0.677	0.462	0.618
articulation	articulation	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	zinət əşyaları	0.316	0.696	0.482
artificial	süni	0.306	0.385	0.351
artillery	artilleriya	0.350	0.912	0.794
artisan	sənətkar	0.781	0.330	0.411
artist	rəssam	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	bədii	0.802	0.646	0.632
artistry	sənətkarlıq	0.823	0.346	0.769
artists	rəssamlar	0.796	0.667	0.741
artwork	sənət əsəri	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	çıxın	0.830	0.620	0.812
ascendancy	üstünlük	0.724	0.625	0.700
ascendant	yüksəlir	0.656	0.673	0.821
ascending	artan	0.826	0.644	0.777
ascension	yüksəlmə	0.765	0.720	0.714
ascent	yüksəliş	0.755	0.627	0.833
ascertain	müəyyənləşdirin	0.560	0.530	0.625
ascertained	müəyyən oldu	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	kül	0.260	0.210	0.207
ashamed	utanır	0.156	0.588	0.228
ashes	küllər	0.327	0.279	0.142
ashtray	küllük	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	soruşun	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	yuxuda	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	kuşkonmaz	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	aspekti	0.479	0.469	0.588
aspects	aspektləri	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfiksiya	0.198	0.704	0.311
asphyxiation	asfiksiya	0.059	0.745	0.412
aspiration	aspirasiya	0.704	0.724	0.675
aspire	talib	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	istəyən	0.844	0.582	0.604
ass	göt	0.323	0.750	0.345
assail	hücum	0.378	0.510	0.500
assailant	hücumçu	0.184	0.868	0.602
assassin	qatil	0.073	0.933	0.632
assassinate	sui-qəsd	0.051	0.969	0.722
assassination	sui-qəsd	0.083	0.941	0.525
assault	basqın	0.167	0.848	0.550
assay	sınaq	0.633	0.559	0.594
assemblage	yığma	0.429	0.452	0.600
assemble	yığın	0.542	0.570	0.750
assembled	yığılmış	0.663	0.450	0.644
assembly	yığıncaq	0.698	0.500	0.640
assemblyman	montajçı	0.430	0.538	0.760
assent	razılıq	0.615	0.515	0.719
assert	iddia et	0.750	0.619	0.809
asserting	iddia edirlər	0.694	0.531	0.736
assertion	iddia	0.740	0.442	0.750
assertive	iddialı	0.719	0.412	0.770
assess	qiymətləndirmək	0.698	0.500	0.623
assessment	qiymətləndirilməsi	0.750	0.623	0.658
assessor	qiymətləndirici	0.551	0.538	0.764
asset	aktiv	0.797	0.765	0.788
assets	aktivlər	0.667	0.613	0.765
asshole	göt	0.133	0.582	0.263
assign	atayın	0.622	0.417	0.709
assignee	Təqaüdçü	0.510	0.462	0.510
assignment	tapşırıq	0.483	0.398	0.745
assimilate	asimilasiya	0.559	0.391	0.683
assimilation	assimilyasiya	0.429	0.378	0.463
assist	kömək edir	0.833	0.435	0.629
assistance	yardım	0.656	0.519	0.633
assistant	köməkçi	0.625	0.390	0.536
associate	birləşmək	0.812	0.409	0.625
association	birləşmə	0.745	0.500	0.817
assorted	müxtəlifdir	0.602	0.460	0.472
assortment	çeşid	0.694	0.360	0.526
assuage	qaçırmaq	0.745	0.255	0.500
assume	qəbul et	0.698	0.401	0.464
assumed	ehtiyatlı olun	0.612	0.247	0.454
assuming	fərz etmə	0.740	0.390	0.526
assumption	fərziyyə	0.479	0.431	0.417
assurance	güvən	0.675	0.442	0.704
assure	əmin olun	0.910	0.460	0.839
assured	əmin olun	0.878	0.327	0.754
assuredly	mütləqdir	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroidlər	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astma	0.229	0.706	0.294
astigmatism	astiqmatizm	0.214	0.490	0.429
astonish	təəccüblü	0.786	0.845	0.658
astonished	təəccübləndi	0.510	0.775	0.574
astonishing	heyranedici	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	təəccüblə	0.680	0.718	0.519
astound	şaşırtıcı	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	yoldan çıxartmaq	0.098	0.676	0.308
astringent	bərkidici	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astroloji	0.635	0.340	0.500
astronaut	astronavt	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomik	0.600	0.632	0.726
astronomy	astronomiya	0.613	0.474	0.722
astute	ağıllı	0.776	0.658	0.827
asunder	asılıdır	0.208	0.442	0.259
asylum	sığınacaq	0.407	0.330	0.445
asymmetric	asimmetrik	0.580	0.343	0.465
asymmetry	asimmetriya	0.476	0.373	0.527
asymptotic	asimptotik	0.479	0.451	0.472
atelier	Atölye	0.490	0.330	0.705
atheism	Ateizm	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateist	0.373	0.481	0.466
atherosclerosis	ateroskleroz	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	atletik	0.857	0.798	0.708
athleticism	atletizm	0.750	0.863	0.778
athletics	atletika	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfer	0.604	0.300	0.560
atmospheric	atmosferik	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atom	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	kədər	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	şiddətli	0.073	0.811	0.445
atrocity	zülm	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	əlavə edin	0.520	0.363	0.559
attached	əlavə olunur	0.562	0.350	0.439
attachment	əlavə et	0.570	0.343	0.500
attack	hücum	0.286	0.948	0.670
attacker	təcavüzkar	0.185	0.962	0.629
attacking	hücum	0.276	0.837	0.642
attain	nail olmaq	0.806	0.510	0.719
attainable	əldə edilə bilən	0.760	0.500	0.759
attainment	nailiyyət	0.830	0.520	0.940
attempt	cəhd	0.625	0.491	0.431
attempted	cəhd etdi	0.594	0.580	0.567
attend	iştirak edin	0.650	0.420	0.625
attendance	iştirak edir	0.812	0.500	0.592
attendant	xidmətçi	0.580	0.365	0.519
attention	diqqət	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	diqqətlə	0.812	0.520	0.724
attenuate	zayıflatmaq	0.408	0.302	0.429
attenuated	zəiflədi	0.449	0.280	0.298
attenuation	zəifləmə	0.458	0.363	0.464
attest	təsdiq edir	0.439	0.710	0.685
attestation	attestasiya	0.234	0.635	0.500
attic	çardaq	0.521	0.259	0.377
attire	geyim	0.742	0.388	0.483
attitude	rəftar	0.760	0.644	0.861
attorney	müvəkkil	0.600	0.594	0.754
attract	cəlb edir	0.796	0.663	0.769
attraction	cazibə	0.906	0.774	0.712
attractive	cazibədar	0.906	0.630	0.769
attractiveness	cazibədarlıq	0.938	0.667	0.755
attributable	aid edilə bilən	0.704	0.430	0.527
attribute	atributu	0.781	0.439	0.795
attribution	atributu	0.646	0.467	0.658
attrition	yırtıcılıq	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	hərrac	0.594	0.702	0.519
auctioneer	auksioner	0.542	0.732	0.716
audacious	cəsarətli	0.740	0.875	0.825
audacity	audacity	0.760	0.755	0.916
audible	səsli	0.673	0.370	0.462
audience	tamaşaçı	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	səslər	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditoriya	0.529	0.490	0.538
auditory	eşitmə	0.531	0.481	0.570
aught	bir şey	0.418	0.135	0.217
augment	artırmaq	0.650	0.683	0.645
augmentation	artırma	0.714	0.613	0.850
august	avqust	0.652	0.292	0.462
aunt	xala	0.667	0.291	0.420
auntie	xala	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	hörmətli	0.542	0.500	0.634
auspicious	xeyirli	0.562	0.635	0.669
austere	sükunət	0.500	0.390	0.422
austerity	kəmər sıxma	0.438	0.406	0.534
authentic	orijinal	0.885	0.510	0.782
authenticate	kimlik doğrulaması	0.833	0.480	0.789
authentication	identifikasiyası	0.724	0.491	0.750
authenticity	etibarlılıq	0.670	0.548	0.845
author	müəllif	0.775	0.343	0.749
authoritative	nüfuzlu	0.636	0.520	0.890
authority	hakimiyyət	0.592	0.592	0.934
authorization	icazə	0.521	0.567	0.817
authorize	icazə verin	0.772	0.596	0.821
authorized	səlahiyyətli	0.760	0.458	0.815
authorship	müəlliflik	0.667	0.635	0.773
autism	autizm	0.235	0.500	0.447
