Word	Hungarian-hu	Valence	Arousal	Dominance
analysis	elemzés	0.729	0.448	0.705
analyst	elemző	0.604	0.415	0.755
analytic	analitikus	0.665	0.521	0.634
analytical	analitikai	0.625	0.324	0.800
analyze	elemez	0.667	0.462	0.710
analyzer	analizátor	0.625	0.556	0.854
anaphylactic	anafilaxiás	0.378	0.588	0.500
anarchism	anarchizmus	0.125	0.804	0.623
anarchist	anarchista	0.204	0.700	0.759
anarchy	anarchia	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	átok	0.286	0.490	0.519
anatomic	anatómiai	0.562	0.442	0.546
anatomy	anatómia	0.562	0.390	0.571
ancestor	ős	0.592	0.388	0.594
ancestral	ősi	0.640	0.481	0.750
ancestry	származás	0.708	0.519	0.717
anchor	horgony	0.520	0.284	0.564
anchorage	rögzítés	0.500	0.325	0.639
ancient	ősi	0.420	0.217	0.439
ancillary	kisegítő	0.449	0.442	0.278
androgen	androgén	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdota	0.583	0.529	0.500
anemia	anémia	0.188	0.327	0.310
anemic	vérszegény	0.167	0.279	0.155
anemone	kökörcsin	0.552	0.538	0.327
anesthesia	érzéstelenítés	0.365	0.216	0.394
anesthesiologist	altató orvos	0.419	0.224	0.526
anesthetic	érzéstelenítő	0.350	0.264	0.482
aneurysm	verőértágulat	0.115	0.690	0.536
anew	újra	0.771	0.358	0.385
angel	angyal	0.906	0.158	0.704
angelic	angyali	0.927	0.298	0.668
anger	harag	0.167	0.865	0.657
angered	feldühítette	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogramnak	0.347	0.520	0.465
angiography	angiográfia	0.378	0.536	0.520
angle	szög	0.541	0.330	0.455
angling	horgászat	0.625	0.408	0.500
angora	angóranyúl	0.529	0.425	0.405
angriest	legdühösebb	0.094	0.892	0.430
angry	mérges	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	kín	0.153	0.792	0.265
anguished	elkínzott	0.135	0.720	0.307
angular	szögletes	0.449	0.281	0.444
anhydrous	száraz	0.456	0.365	0.355
animal	állat	0.521	0.510	0.513
animate	élő	0.827	0.755	0.635
animated	élénk	0.823	0.676	0.538
animation	élénkség	0.888	0.750	0.549
animosity	ellenségeskedés	0.510	0.724	0.545
animus	szándék	0.698	0.676	0.466
ankle	boka	0.500	0.274	0.234
anklet	bokalánc	0.410	0.276	0.302
annals	évkönyv	0.427	0.610	0.424
annex	melléklet	0.594	0.350	0.458
annexation	bekebelezés	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	megsemmisít	0.115	0.918	0.681
annihilated	megsemmisült	0.080	0.760	0.324
annihilation	megsemmisítés	0.041	0.800	0.591
anniversary	évforduló	0.880	0.770	0.723
annotate	kijegyzetel	0.592	0.469	0.441
annotation	kommentár	0.604	0.470	0.619
announce	bejelent	0.694	0.618	0.611
announcement	közlemény	0.729	0.491	0.482
announcer	bemondó	0.602	0.570	0.732
annoy	bosszant	0.094	0.765	0.286
annoyance	bosszúság	0.167	0.718	0.342
annoyed	bosszús	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	bosszantó	0.082	0.853	0.348
annoys	bosszant	0.146	0.778	0.435
annual	évi	0.552	0.236	0.500
annuity	járadék	0.521	0.304	0.527
annul	semmisítse	0.250	0.448	0.364
annular	gyűrűs	0.310	0.385	0.412
annulment	megsemmisítés	0.153	0.375	0.447
annulus	körgyűrű	0.458	0.380	0.376
anointed	felkent	0.500	0.368	0.579
anointing	kenet	0.653	0.350	0.547
anomalous	rendellenes	0.281	0.480	0.423
anomaly	anomália	0.188	0.538	0.404
anon	mindjárt	0.479	0.354	0.298
anonymity	névtelenség	0.469	0.255	0.430
anonymous	névtelen	0.396	0.291	0.431
anorexic	anorexiás	0.160	0.618	0.245
answer	válasz	0.537	0.373	0.661
answerable	megválaszolható	0.708	0.481	0.750
answering	üzenetrögzítő	0.684	0.500	0.607
ant	hangya	0.448	0.216	0.216
antagonism	ellentét	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	ellentétes	0.296	0.604	0.565
antagonize	antagonizálhatják	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	előzmény	0.427	0.551	0.566
antelope	antilop	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	előbbi	0.510	0.245	0.362
anthem	Himnusz	0.780	0.343	0.729
anthill	hangyaboly	0.327	0.578	0.377
anthology	antológia	0.338	0.406	0.537
anthrax	lépfene	0.188	0.730	0.500
anthropological	embertani	0.367	0.390	0.490
anthropologist	antropológus	0.551	0.385	0.725
anthropology	embertan	0.490	0.367	0.582
anti	elleni	0.365	0.412	0.384
antiaircraft	légvédelmi	0.330	0.622	0.629
antibiotic	antibiotikum	0.510	0.373	0.658
antibiotics	antibiotikumok	0.448	0.406	0.557
antichrist	Antikrisztus	0.082	0.837	0.544
anticipate	számít	0.622	0.469	0.667
anticipation	előérzet	0.698	0.539	0.711
anticipatory	előzetes	0.653	0.551	0.682
antics	bohóckodás	0.448	0.740	0.236
antidote	ellenméreg	0.541	0.490	0.629
antifungal	gombaellenes	0.408	0.412	0.441
antigravity	anti gravitáció	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	ellenszenv	0.198	0.549	0.393
antiquarian	régiséggyűjtő	0.500	0.233	0.426
antiquated	elavult	0.420	0.392	0.236
antique	antik	0.634	0.290	0.518
antiques	régiségek	0.540	0.370	0.595
antiquity	antikvitás	0.385	0.333	0.556
antiseptic	fertőtlenítő	0.438	0.370	0.623
antisocial	társadalomellenes	0.146	0.686	0.391
antithesis	ellentét	0.396	0.412	0.536
antithetical	ellentétes	0.271	0.509	0.358
antiviral	vírusölő	0.459	0.470	0.549
antler	agancs	0.448	0.470	0.500
antsy	ideges	0.449	0.558	0.417
anus	végbélnyílás	0.347	0.644	0.350
anvil	üllő	0.380	0.510	0.604
anxiety	szorongás	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	aggódó	0.281	0.875	0.434
anxiousness	szorongás	0.235	0.814	0.282
anytime	bármikor	0.625	0.461	0.436
aorta	főütőér	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	rohamosan	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	lakás	0.719	0.393	0.580
apartments	lakások	0.704	0.337	0.443
apathetic	fásult	0.188	0.292	0.333
apathy	fásultság	0.184	0.212	0.204
ape	emberszabású majom	0.548	0.389	0.336
aperture	nyílás	0.612	0.450	0.667
apex	csúcs	0.570	0.433	0.418
aphid	levéltű	0.388	0.473	0.407
aphrodisiac	nemi vágyat fokozó	0.750	0.846	0.667
apiece	egy darab	0.439	0.259	0.383
aplomb	higgadtság	0.500	0.509	0.582
apocalypse	Apokalipszis	0.050	0.867	0.736
apocalyptic	apokaliptikus	0.173	0.880	0.750
apologetic	mentegetőző	0.479	0.461	0.571
apologist	hitvédő	0.406	0.429	0.526
apologize	bocsánatot kér	0.551	0.378	0.389
apology	bocsánatkérés	0.571	0.346	0.402
apostasy	hitehagyás	0.388	0.520	0.517
apostate	hitehagyott	0.342	0.500	0.528
apostle	apostol	0.646	0.347	0.732
apostolic	apostoli	0.592	0.300	0.717
apostrophe	aposztróf	0.469	0.368	0.537
apothecary	patikus	0.561	0.328	0.529
appalled	felháborodva	0.194	0.792	0.562
appalling	megdöbbentő	0.160	0.827	0.415
apparatus	berendezés	0.375	0.353	0.377
apparel	felszerelés	0.698	0.435	0.453
apparent	látszólagos	0.473	0.383	0.398
apparently	látszólag	0.531	0.410	0.426
apparition	jelenés	0.406	0.573	0.636
appeal	fellebbezés	0.663	0.598	0.558
appear	megjelenik	0.735	0.506	0.567
appearance	kinézet	0.669	0.490	0.534
appease	kielégít	0.633	0.278	0.434
appellant	fellebbező	0.327	0.588	0.568
append	mellékel	0.573	0.464	0.453
appendage	függelék	0.229	0.382	0.438
appendectomy	vakbélműtét	0.177	0.670	0.554
appendicitis	vakbélgyulladás	0.031	0.640	0.347
appendix	függelék	0.365	0.387	0.425
appetite	étvágy	0.704	0.637	0.581
appetizer	előétel	0.755	0.560	0.406
appetizing	étvágygerjesztő	0.806	0.657	0.688
applaud	tapsol	0.865	0.824	0.464
applause	taps	0.953	0.857	0.621
apple	alma	0.811	0.300	0.264
apple juice	almalé	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	almaszósz	0.750	0.167	0.291
appliance	készülék	0.582	0.453	0.538
appliances	készülékek	0.594	0.394	0.567
applicability	alkalmazhatóság	0.677	0.490	0.741
applicable	alkalmazható	0.469	0.430	0.667
applicant	pályázó	0.612	0.558	0.688
application	Alkalmazás	0.646	0.445	0.726
apply	alkalmaz	0.612	0.321	0.667
appoint	kinevez	0.565	0.330	0.509
appointment	időpont egyeztetés	0.688	0.594	0.547
appointments	kinevezések	0.745	0.677	0.625
apportion	juttat	0.677	0.490	0.638
apportionment	felosztás	0.552	0.481	0.453
appraisal	értékelés	0.417	0.667	0.682
appraise	értékel	0.677	0.490	0.696
appreciable	észlelhető	0.873	0.491	0.778
appreciate	méltányol	0.885	0.422	0.741
appreciated	értékelt, megbecsült	0.910	0.434	0.779
appreciates	értékeli	0.765	0.500	0.656
appreciation	felértékelődés	0.917	0.529	0.588
appreciative	méltányoló	0.857	0.380	0.654
apprehend	felfog	0.521	0.624	0.696
apprehension	letartóztatás	0.385	0.720	0.454
apprehensive	nyugtalan	0.406	0.592	0.431
apprentice	ipari tanuló	0.615	0.413	0.452
apprenticeship	gyakornoki	0.812	0.482	0.643
approach	megközelítés	0.612	0.392	0.610
approaching	közeledik	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	jóváhagyás	0.792	0.529	0.774
appropriate	megfelelő	0.833	0.368	0.759
appropriation	előirányzat	0.510	0.632	0.717
approval	jóváhagyás	0.854	0.460	0.889
approve	jóváhagy	0.875	0.548	0.741
approved	jóváhagyott	0.833	0.349	0.698
approvement	elfogadás	0.880	0.625	0.780
approving	jóváhagyásáról	0.917	0.583	0.773
approximate	hozzávetőleges	0.551	0.560	0.520
approximately	hozzávetőlegesen, körülbelül	0.622	0.396	0.538
approximating	közelítő	0.583	0.615	0.471
approximation	közelítés	0.582	0.402	0.593
appurtenances	tartozékaival	0.573	0.412	0.547
apricot	sárgabarack	0.708	0.320	0.278
apron	kötény	0.582	0.208	0.245
apt	hajlamos	0.582	0.418	0.382
aptitude	alkalmasság	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamarin	0.729	0.306	0.413
aquarium	akvárium	0.663	0.327	0.393
aquatic	vízi	0.677	0.510	0.463
aqueduct	vízvezeték	0.551	0.411	0.534
aqueous	vizes	0.429	0.270	0.310
arable	művelhető	0.510	0.350	0.465
arbiter	döntőbíró	0.561	0.537	0.814
arbitrary	önkényes	0.281	0.702	0.686
arbitrate	döntőbíráskodik	0.470	0.620	0.682
arbitration	döntőbíráskodás	0.587	0.602	0.670
arbitrator	döntőbíró	0.385	0.448	0.795
arbor	lugas	0.583	0.490	0.591
arc	ív	0.552	0.388	0.396
arcade	árkád	0.676	0.521	0.502
arcane	misztikus	0.500	0.490	0.637
arch	boltív	0.500	0.354	0.468
archaeological	régészeti	0.740	0.441	0.660
archaeologist	régész	0.552	0.451	0.706
archaeology	régészet	0.596	0.358	0.691
archaic	régies	0.271	0.327	0.332
archangel	arkangyal	0.837	0.500	0.708
archbishop	érsek	0.622	0.280	0.776
archdiocese	érsekség	0.400	0.321	0.704
archduke	főherceg	0.458	0.413	0.634
arched	íves	0.582	0.403	0.398
archer	íjász	0.573	0.622	0.661
archery	íjászat	0.594	0.604	0.589
archetype	őstípus	0.448	0.520	0.569
archipelago	szigetvilág	0.745	0.370	0.592
architect	építészmérnök	0.776	0.442	0.836
architectural	építészeti	0.729	0.390	0.670
architecture	építészet	0.820	0.390	0.694
archive	archív	0.438	0.294	0.527
arctic	sarkvidéki	0.615	0.352	0.546
ardent	lelkes	0.694	0.873	0.722
ardor	lelkesedés	0.500	0.780	0.538
arduous	fáradságos	0.344	0.783	0.605
area	terület	0.490	0.306	0.464
arena	küzdőtér	0.510	0.235	0.404
areola	kis felület	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	érvel	0.093	0.798	0.525
argument	érv	0.510	0.464	0.698
argumentation	érvelés	0.479	0.549	0.760
argumentative	veszekedős	0.450	0.531	0.679
arguments	érvek	0.541	0.602	0.657
arid	száraz	0.323	0.333	0.379
arise	felmerülhet	0.750	0.582	0.725
aristocracy	arisztokrácia	0.688	0.549	0.842
aristocrat	arisztokrata	0.583	0.413	0.811
aristocratic	főnemesi	0.449	0.519	0.676
arithmetic	számtan	0.453	0.460	0.634
ark	bárka	0.396	0.427	0.543
arm	kar	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	fegyverzet	0.198	0.764	0.810
armaments	fegyverzet	0.192	0.839	0.830
armature	forgórész	0.510	0.558	0.755
armchair	fotel	0.646	0.164	0.339
armed	fegyveres	0.188	0.750	0.808
armor	páncél	0.469	0.625	0.784
armored	páncélozott	0.469	0.509	0.861
armory	fegyvertár	0.448	0.663	0.800
armpit	hónalj	0.283	0.439	0.250
arms	fegyver	0.464	0.395	0.483
army	hadsereg	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterápiás	0.847	0.220	0.473
arousal	ébredés	0.791	0.943	0.731
arouse	felkelti	0.740	0.491	0.580
aroused	felkeltette	0.708	0.952	0.667
arraignment	vádirat	0.406	0.837	0.534
arrange	rendezni	0.740	0.490	0.571
arranged	elrendezve	0.698	0.531	0.728
arrangement	elrendezés	0.625	0.382	0.683
array	sor	0.521	0.396	0.568
arrears	lemaradás	0.286	0.485	0.302
arrest	letartóztatás	0.146	0.951	0.500
arrhythmia	aritmia	0.265	0.706	0.356
arrival	érkezés	0.678	0.510	0.474
arrive	megérkezik	0.837	0.406	0.585
arrogance	gőg	0.143	0.750	0.620
arrogant	arrogáns	0.115	0.755	0.580
arrow	nyíl	0.439	0.390	0.454
arsehole	seggfej	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	fegyverraktár	0.365	0.741	0.752
arsenic	arzén	0.281	0.472	0.447
arson	gyújtogatás	0.133	0.904	0.567
arsonist	gyújtogató	0.348	0.840	0.500
art	Művészet	0.812	0.360	0.603
arterial	artériás	0.396	0.510	0.583
artery	artéria	0.396	0.580	0.537
artful	ügyes	0.771	0.608	0.778
arthritis	ízületi gyulladás	0.110	0.518	0.345
arthropod	ízeltlábúak	0.344	0.464	0.434
artichoke	articsóka	0.583	0.218	0.287
article	cikk	0.594	0.280	0.481
articles	cikkek	0.552	0.324	0.565
articulate	tagolt	0.677	0.462	0.618
articulation	tagolás	0.479	0.480	0.591
artifact	műalkotás	0.510	0.500	0.566
artifice	csel	0.316	0.696	0.482
artificial	mesterséges	0.306	0.385	0.351
artillery	tüzérségi	0.350	0.912	0.794
artisan	kézműves	0.781	0.330	0.411
artist	művész	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	művészeti	0.802	0.646	0.632
artistry	művésziesség	0.823	0.346	0.769
artists	művészek	0.796	0.667	0.741
artwork	alkotás	0.896	0.368	0.679
arty	művészies	0.490	0.422	0.388
asap	minél hamarabb	0.571	0.500	0.552
asbestos	azbeszt	0.357	0.481	0.464
ascend	felszáll	0.830	0.620	0.812
ascendancy	hatalom	0.724	0.625	0.700
ascendant	növekvő	0.656	0.673	0.821
ascending	emelkedő	0.826	0.644	0.777
ascension	felemelkedés	0.765	0.720	0.714
ascent	felemelkedés	0.755	0.627	0.833
ascertain	meggyőződik	0.560	0.530	0.625
ascertained	megállapított	0.531	0.529	0.616
ascetic	aszkéta	0.438	0.375	0.472
ash	hamu	0.260	0.210	0.207
ashamed	megszégyenülve	0.156	0.588	0.228
ashes	hamu	0.327	0.279	0.142
ashtray	hamutartó	0.406	0.382	0.265
asinine	ostoba	0.429	0.472	0.433
ask	kérdez	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	Alva	0.604	0.100	0.270
asp	áspiskígyó	0.438	0.489	0.375
asparagus	spárga	0.469	0.317	0.264
aspartame	aszpartám	0.469	0.480	0.322
aspect	vonatkozás	0.479	0.469	0.588
aspects	szempontok	0.439	0.480	0.565
aspen	rezgő nyárfa	0.479	0.280	0.395
asphalt	aszfalt	0.479	0.264	0.439
asphyxia	fulladás	0.198	0.704	0.311
asphyxiation	fulladás	0.059	0.745	0.412
aspiration	törekvés	0.704	0.724	0.675
aspire	törekszik	0.812	0.469	0.722
aspirin	aszpirin	0.479	0.271	0.422
aspiring	Feltörekvő	0.844	0.582	0.604
ass	szamár	0.323	0.750	0.345
assail	megtámad	0.378	0.510	0.500
assailant	támadó	0.184	0.868	0.602
assassin	orgyilkos	0.073	0.933	0.632
assassinate	orvul meggyilkol	0.051	0.969	0.722
assassination	orgyilkosság	0.083	0.941	0.525
assault	támadás	0.167	0.848	0.550
assay	próba	0.633	0.559	0.594
assemblage	ácsolás	0.429	0.452	0.600
assemble	összeszerelni	0.542	0.570	0.750
assembled	összeszerelt	0.663	0.450	0.644
assembly	gyülekezés	0.698	0.500	0.640
assemblyman	Assemblyman	0.430	0.538	0.760
assent	hozzájárulás	0.615	0.515	0.719
assert	érvényesíteni	0.750	0.619	0.809
asserting	érvényesítése	0.694	0.531	0.736
assertion	kijelentés	0.740	0.442	0.750
assertive	határozott	0.719	0.412	0.770
assess	értékeli	0.698	0.500	0.623
assessment	értékelés	0.750	0.623	0.658
assessor	értékelő	0.551	0.538	0.764
asset	vagyontárgy	0.797	0.765	0.788
assets	vagyon	0.667	0.613	0.765
asshole	seggfej	0.133	0.582	0.263
assign	hozzárendelni	0.622	0.417	0.709
assignee	engedményes	0.510	0.462	0.510
assignment	feladat	0.483	0.398	0.745
assimilate	hasonul	0.559	0.391	0.683
assimilation	asszimiláció	0.429	0.378	0.463
assist	segít	0.833	0.435	0.629
assistance	támogatás	0.656	0.519	0.633
assistant	helyettes	0.625	0.390	0.536
associate	munkatárs	0.812	0.409	0.625
association	Egyesület	0.745	0.500	0.817
assorted	válogatott	0.602	0.460	0.472
assortment	választék	0.694	0.360	0.526
assuage	csillapít	0.745	0.255	0.500
assume	feltételezni	0.698	0.401	0.464
assumed	feltételezte	0.612	0.247	0.454
assuming	feltételezve	0.740	0.390	0.526
assumption	feltevés	0.479	0.431	0.417
assurance	biztosíték	0.675	0.442	0.704
assure	biztosíthatom	0.910	0.460	0.839
assured	biztosított	0.878	0.327	0.754
assuredly	bizonyosan	0.786	0.396	0.833
asterisk	csillag	0.541	0.288	0.273
asteroid	kisbolygó	0.430	0.721	0.623
asteroids	aszteroidák	0.361	0.694	0.712
asthma	asztma	0.198	0.549	0.227
asthmatic	asztmás	0.229	0.706	0.294
astigmatism	szemtengelyferdülés	0.214	0.490	0.429
astonish	megdöbbent	0.786	0.845	0.658
astonished	döbbent	0.510	0.775	0.574
astonishing	megdöbbentő	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	csodálkozás	0.680	0.718	0.519
astound	megdöbbent	0.729	0.675	0.474
astral	csillagászati	0.604	0.417	0.567
astray	téves irányban	0.098	0.676	0.308
astringent	összehúzó	0.316	0.500	0.474
astrologer	csillagjós	0.594	0.519	0.673
astrology	csillagjóslás	0.635	0.340	0.500
astronaut	űrhajós	0.792	0.601	0.761
astronomer	csillagász	0.750	0.509	0.735
astronomical	csillagászati	0.600	0.632	0.726
astronomy	csillagászat	0.613	0.474	0.722
astute	ravasz	0.776	0.658	0.827
asunder	ketté	0.208	0.442	0.259
asylum	bolondok háza	0.407	0.330	0.445
asymmetric	aszimmetrikus	0.580	0.343	0.465
asymmetry	aszimmetria	0.476	0.373	0.527
asymptotic	aszimptotikus	0.479	0.451	0.472
atelier	műterem	0.490	0.330	0.705
atheism	ateizmus	0.276	0.460	0.481
atheist	ateista	0.225	0.447	0.377
atheistic	istentagadó	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	sportoló	0.781	0.718	0.686
athletic	atlétikai	0.857	0.798	0.708
athleticism	Atlétika	0.750	0.863	0.778
athletics	atlétika	0.831	0.691	0.740
atlas	atlasz	0.531	0.306	0.554
atmosphere	légkör	0.604	0.300	0.560
atmospheric	légköri	0.531	0.420	0.594
atoll	korallzátony	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atom	0.327	0.817	0.713
atone	vezekel	0.418	0.673	0.411
atonement	bűnhődés	0.550	0.602	0.683
atpeace	békében	0.724	0.298	0.519
atrium	átrium	0.469	0.365	0.473
atrocious	kegyetlen	0.073	0.811	0.445
atrocity	kegyetlenség	0.115	0.844	0.593
atrophy	sorvadás	0.177	0.540	0.208
attach	csatolni	0.520	0.363	0.559
attached	csatolt	0.562	0.350	0.439
attachment	mellékletet	0.570	0.343	0.500
attack	támadás	0.286	0.948	0.670
attacker	támadó	0.185	0.962	0.629
attacking	támadó	0.276	0.837	0.642
attain	elérése	0.806	0.510	0.719
attainable	elérhető	0.760	0.500	0.759
attainment	elérését	0.830	0.520	0.940
attempt	kísérlet	0.625	0.491	0.431
attempted	megkísérelt	0.594	0.580	0.567
attend	részt vesz	0.650	0.420	0.625
attendance	részvétel	0.812	0.500	0.592
attendant	kísérő	0.580	0.365	0.519
attention	Figyelem	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	figyelmes	0.812	0.520	0.724
attenuate	gyengítése	0.408	0.302	0.429
attenuated	legyengített	0.449	0.280	0.298
attenuation	csillapítás	0.458	0.363	0.464
attest	tanúsít	0.439	0.710	0.685
attestation	hitelesítés	0.234	0.635	0.500
attic	tetőtér	0.521	0.259	0.377
attire	viselet	0.742	0.388	0.483
attitude	hozzáállás	0.760	0.644	0.861
attorney	ügyvéd	0.600	0.594	0.754
attract	vonz	0.796	0.663	0.769
attraction	vonzerő	0.906	0.774	0.712
attractive	vonzó	0.906	0.630	0.769
attractiveness	vonzerő	0.938	0.667	0.755
attributable	tulajdonítható	0.704	0.430	0.527
attribute	tulajdonság	0.781	0.439	0.795
attribution	tulajdonság	0.646	0.467	0.658
attrition	veszteség	0.229	0.540	0.259
auburn	aranybarna	0.510	0.240	0.411
auction	árverés	0.594	0.702	0.519
auctioneer	árverésvezető	0.542	0.732	0.716
audacious	vakmerő	0.740	0.875	0.825
audacity	vakmerőség	0.760	0.755	0.916
audible	hallható	0.673	0.370	0.462
audience	közönség	0.698	0.610	0.613
audio	hang-	0.709	0.425	0.370
audit	könyvvizsgálat	0.375	0.562	0.735
audition	meghallgatás	0.750	0.685	0.615
auditions	meghallgatás	0.740	0.765	0.596
auditor	könyvvizsgáló	0.582	0.571	0.726
auditorium	előadóterem	0.529	0.490	0.538
auditory	hallási	0.531	0.481	0.570
aught	valahogy	0.418	0.135	0.217
augment	fokozza	0.650	0.683	0.645
augmentation	nagyobbodás	0.714	0.613	0.850
august	augusztus	0.652	0.292	0.462
