Word	Russian-ru	Valence	Arousal	Dominance
anatomic	анатомический	0.562	0.442	0.546
anatomy	анатомия	0.562	0.390	0.571
ancestor	предок	0.592	0.388	0.594
ancestral	наследственный	0.640	0.481	0.750
ancestry	родословная	0.708	0.519	0.717
anchor	якорь	0.520	0.284	0.564
anchorage	анкеровка	0.500	0.325	0.639
ancient	древний	0.420	0.217	0.439
ancillary	подсобный	0.449	0.442	0.278
androgen	андроген	0.255	0.523	0.527
android	андроид	0.663	0.436	0.500
anecdote	анекдот	0.583	0.529	0.500
anemia	анемия	0.188	0.327	0.310
anemic	малокровный	0.167	0.279	0.155
anemone	анемон	0.552	0.538	0.327
anesthesia	анестезия	0.365	0.216	0.394
anesthesiologist	анестезиолог	0.419	0.224	0.526
anesthetic	анестезирующее	0.350	0.264	0.482
aneurysm	аневризма	0.115	0.690	0.536
anew	заново	0.771	0.358	0.385
angel	ангел	0.906	0.158	0.704
angelic	ангельский	0.927	0.298	0.668
anger	гнев	0.167	0.865	0.657
angered	разозлило	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	стенокардия	0.230	0.630	0.464
angiogram	ангиограмма	0.347	0.520	0.465
angiography	ангиография	0.378	0.536	0.520
angle	угол	0.541	0.330	0.455
angling	ужение	0.625	0.408	0.500
angora	ангора	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	сердитый	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	тоска	0.167	0.888	0.333
anguish	мучение	0.153	0.792	0.265
anguished	страдающий	0.135	0.720	0.307
angular	угловая	0.449	0.281	0.444
anhydrous	безводный	0.456	0.365	0.355
animal	животное	0.521	0.510	0.513
animate	оживлять	0.827	0.755	0.635
animated	мультипликационный	0.823	0.676	0.538
animation	анимация	0.888	0.750	0.549
animosity	злоба	0.510	0.724	0.545
animus	предубеждение	0.698	0.676	0.466
ankle	лодыжка	0.500	0.274	0.234
anklet	ножной браслет	0.410	0.276	0.302
annals	анналы	0.427	0.610	0.424
annex	приложение	0.594	0.350	0.458
annexation	аннексия	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	аннигилировать	0.115	0.918	0.681
annihilated	уничтоженный	0.080	0.760	0.324
annihilation	уничтожение	0.041	0.800	0.591
anniversary	Годовщина	0.880	0.770	0.723
annotate	аннотировать	0.592	0.469	0.441
annotation	аннотирование	0.604	0.470	0.619
announce	анонсировать	0.694	0.618	0.611
announcement	объявление	0.729	0.491	0.482
announcer	диктор	0.602	0.570	0.732
annoy	раздражать	0.094	0.765	0.286
annoyance	досада	0.167	0.718	0.342
annoyed	раздраженный	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	раздражающий	0.082	0.853	0.348
annoys	надоедает	0.146	0.778	0.435
annual	годовой	0.552	0.236	0.500
annuity	аннуитет	0.521	0.304	0.527
annul	кассировать	0.250	0.448	0.364
annular	кольцевой	0.310	0.385	0.412
annulment	упразднение	0.153	0.375	0.447
annulus	кольцо	0.458	0.380	0.376
anointed	помазанник	0.500	0.368	0.579
anointing	помазав	0.653	0.350	0.547
anomalous	аномальный	0.281	0.480	0.423
anomaly	аномалия	0.188	0.538	0.404
anon	скоро	0.479	0.354	0.298
anonymity	анонимность	0.469	0.255	0.430
anonymous	анонимный	0.396	0.291	0.431
anorexic	страдающий отсутствием аппетита	0.160	0.618	0.245
answer	ответ	0.537	0.373	0.661
answerable	подотчетный	0.708	0.481	0.750
answering	автоответчик	0.684	0.500	0.607
ant	муравей	0.448	0.216	0.216
antagonism	антагонизм	0.224	0.618	0.524
antagonist	антагонист	0.240	0.615	0.700
antagonistic	антагонистический	0.296	0.604	0.565
antagonize	противодействовать	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	предшествующее	0.427	0.551	0.566
antelope	антилопа	0.542	0.510	0.500
antenna	антенна	0.521	0.327	0.358
anterior	передний	0.510	0.245	0.362
anthem	гимн	0.780	0.343	0.729
anthill	муравейник	0.327	0.578	0.377
anthology	антология	0.338	0.406	0.537
anthrax	сибирская язва	0.188	0.730	0.500
anthropological	антропологический	0.367	0.390	0.490
anthropologist	антрополог	0.551	0.385	0.725
anthropology	антропология	0.490	0.367	0.582
anti	анти	0.365	0.412	0.384
antiaircraft	зенитный	0.330	0.622	0.629
antibiotic	антибиотик	0.510	0.373	0.658
antibiotics	антибиотики	0.448	0.406	0.557
antichrist	антихрист	0.082	0.837	0.544
anticipate	предвидеть	0.622	0.469	0.667
anticipation	предвосхищение	0.698	0.539	0.711
anticipatory	досрочный	0.653	0.551	0.682
antics	гримасы	0.448	0.740	0.236
antidote	антидот	0.541	0.490	0.629
antifungal	противогрибковый	0.408	0.412	0.441
antigravity	антигравитационный	0.430	0.714	0.658
antimony	сурьма	0.378	0.398	0.490
antipathy	антипатия	0.198	0.549	0.393
antiquarian	антиквар	0.500	0.233	0.426
antiquated	устарелый	0.420	0.392	0.236
antique	античный	0.634	0.290	0.518
antiques	антиквариат	0.540	0.370	0.595
antiquity	древность	0.385	0.333	0.556
antiseptic	антисептик	0.438	0.370	0.623
antisocial	антиобщественный	0.146	0.686	0.391
antithesis	антитеза	0.396	0.412	0.536
antithetical	антитетический	0.271	0.509	0.358
antiviral	противовирусный	0.459	0.470	0.549
antler	олений рог	0.448	0.470	0.500
antsy	дерганый	0.449	0.558	0.417
anus	анус	0.347	0.644	0.350
anvil	наковальня	0.380	0.510	0.604
anxiety	тревожность	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	озабоченный	0.281	0.875	0.434
anxiousness	взволнованность	0.235	0.814	0.282
anytime	в любой момент	0.625	0.461	0.436
aorta	аорта	0.448	0.510	0.542
aortic	аортальный	0.436	0.540	0.438
apace	быстро	0.536	0.500	0.536
apache	апаш	0.687	0.469	0.500
apartment	квартира	0.719	0.393	0.580
apartments	апартаменты	0.704	0.337	0.443
apathetic	апатичный	0.188	0.292	0.333
apathy	апатия	0.184	0.212	0.204
ape	обезьянничать	0.548	0.389	0.336
aperture	апертура	0.612	0.450	0.667
apex	апекс	0.570	0.433	0.418
aphid	тля	0.388	0.473	0.407
aphrodisiac	афродизиак	0.750	0.846	0.667
apiece	кусок	0.439	0.259	0.383
aplomb	апломб	0.500	0.509	0.582
apocalypse	Апокалипсис	0.050	0.867	0.736
apocalyptic	апокалиптический	0.173	0.880	0.750
apologetic	апологетический	0.479	0.461	0.571
apologist	апологет	0.406	0.429	0.526
apologize	принести извинения	0.551	0.378	0.389
apology	апология	0.571	0.346	0.402
apostasy	отступничество	0.388	0.520	0.517
apostate	отступник	0.342	0.500	0.528
apostle	апостол	0.646	0.347	0.732
apostolic	апостольский	0.592	0.300	0.717
apostrophe	апостроф	0.469	0.368	0.537
apothecary	аптекарь	0.561	0.328	0.529
appalled	потрясены	0.194	0.792	0.562
appalling	ужасающий	0.160	0.827	0.415
apparatus	устройство	0.375	0.353	0.377
apparel	одежда	0.698	0.435	0.453
apparent	очевидный	0.473	0.383	0.398
apparently	по всей видимости	0.531	0.410	0.426
apparition	привидение	0.406	0.573	0.636
appeal	обращение	0.663	0.598	0.558
appear	появиться	0.735	0.506	0.567
appearance	появление	0.669	0.490	0.534
appease	успокаивать	0.633	0.278	0.434
appellant	жалобщик	0.327	0.588	0.568
append	присоединять	0.573	0.464	0.453
appendage	придаток	0.229	0.382	0.438
appendectomy	аппендэктомия	0.177	0.670	0.554
appendicitis	аппендицит	0.031	0.640	0.347
appendix	приложение	0.365	0.387	0.425
appetite	аппетит	0.704	0.637	0.581
appetizer	закуска	0.755	0.560	0.406
appetizing	аппетитный	0.806	0.657	0.688
applaud	рукоплескать	0.865	0.824	0.464
applause	аплодисменты	0.953	0.857	0.621
apple	яблоко	0.811	0.300	0.264
apple juice	яблочный сок	0.765	0.204	0.294
applejack	яблочная водка	0.604	0.431	0.473
applesauce	чепуха	0.750	0.167	0.291
appliance	прибор	0.582	0.453	0.538
appliances	Техника	0.594	0.394	0.567
applicability	применимость	0.677	0.490	0.741
applicable	применимый	0.469	0.430	0.667
applicant	заявитель	0.612	0.558	0.688
application	заявление	0.646	0.445	0.726
apply	подать заявление	0.612	0.321	0.667
appoint	назначать	0.565	0.330	0.509
appointment	деловое свидание, встреча	0.688	0.594	0.547
appointments	назначения	0.745	0.677	0.625
apportion	распределять	0.677	0.490	0.638
apportionment	раскладка	0.552	0.481	0.453
appraisal	оценка	0.417	0.667	0.682
appraise	оценивать	0.677	0.490	0.696
appreciable	заметный	0.873	0.491	0.778
appreciate	ценить	0.885	0.422	0.741
appreciated	оценили	0.910	0.434	0.779
appreciates	оценивает	0.765	0.500	0.656
appreciation	признательность	0.917	0.529	0.588
appreciative	признательный	0.857	0.380	0.654
apprehend	предчувствовать	0.521	0.624	0.696
apprehension	опасение	0.385	0.720	0.454
apprehensive	опасающийся	0.406	0.592	0.431
apprentice	подмастерье	0.615	0.413	0.452
apprenticeship	ученичество	0.812	0.482	0.643
approach	подход	0.612	0.392	0.610
approaching	приближается	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	апробация	0.792	0.529	0.774
appropriate	подходящее	0.833	0.368	0.759
appropriation	присвоение	0.510	0.632	0.717
approval	утверждение	0.854	0.460	0.889
approve	одобрить	0.875	0.548	0.741
approved	утвержденный	0.833	0.349	0.698
approvement	утверждение	0.880	0.625	0.780
approving	утверждение	0.917	0.583	0.773
approximate	приближенный	0.551	0.560	0.520
approximately	примерно	0.622	0.396	0.538
approximating	аппроксимирующая	0.583	0.615	0.471
approximation	приближение	0.582	0.402	0.593
appurtenances	угодья	0.573	0.412	0.547
apricot	абрикос	0.708	0.320	0.278
apron	фартук	0.582	0.208	0.245
apt	склонный	0.582	0.418	0.382
aptitude	уместность	0.750	0.471	0.746
aqua	вода	0.656	0.292	0.359
aquamarine	Аквамарин	0.729	0.306	0.413
aquarium	аквариум	0.663	0.327	0.393
aquatic	водный	0.677	0.510	0.463
aqueduct	акведук	0.551	0.411	0.534
aqueous	водный	0.429	0.270	0.310
arable	пахотный	0.510	0.350	0.465
arbiter	арбитр	0.561	0.537	0.814
arbitrary	произвольный	0.281	0.702	0.686
arbitrate	арбитражное	0.470	0.620	0.682
arbitration	арбитраж	0.587	0.602	0.670
arbitrator	арбитр	0.385	0.448	0.795
arbor	оправка	0.583	0.490	0.591
arc	дуга	0.552	0.388	0.396
arcade	аркада	0.676	0.521	0.502
arcane	скрытый	0.500	0.490	0.637
arch	арка	0.500	0.354	0.468
archaeological	археологический	0.740	0.441	0.660
archaeologist	археолог	0.552	0.451	0.706
archaeology	археология	0.596	0.358	0.691
archaic	архаичный	0.271	0.327	0.332
archangel	архангел	0.837	0.500	0.708
archbishop	архиепископ	0.622	0.280	0.776
archdiocese	епархия архиепископа	0.400	0.321	0.704
archduke	эрцгерцог	0.458	0.413	0.634
arched	арочный	0.582	0.403	0.398
archer	лучник	0.573	0.622	0.661
archery	стрельба из лука	0.594	0.604	0.589
archetype	образец	0.448	0.520	0.569
archipelago	архипелаг	0.745	0.370	0.592
architect	архитектор	0.776	0.442	0.836
architectural	архитектурный	0.729	0.390	0.670
architecture	архитектура	0.820	0.390	0.694
archive	архив	0.438	0.294	0.527
arctic	Арктический	0.615	0.352	0.546
ardent	пылкий	0.694	0.873	0.722
ardor	пыл	0.500	0.780	0.538
arduous	трудный	0.344	0.783	0.605
area	площадь	0.490	0.306	0.464
arena	арена	0.510	0.235	0.404
areola	ареолы	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	спорить	0.093	0.798	0.525
argument	аргумент	0.510	0.464	0.698
argumentation	аргументация	0.479	0.549	0.760
argumentative	аргументированный	0.450	0.531	0.679
arguments	аргументы	0.541	0.602	0.657
arid	засушливый	0.323	0.333	0.379
arise	возникать	0.750	0.582	0.725
aristocracy	аристократия	0.688	0.549	0.842
aristocrat	аристократ	0.583	0.413	0.811
aristocratic	аристократический	0.449	0.519	0.676
arithmetic	арифметика	0.453	0.460	0.634
ark	ковчег	0.396	0.427	0.543
arm	рука	0.552	0.285	0.469
armada	армада	0.408	0.740	0.868
armament	вооружение	0.198	0.764	0.810
armaments	вооружений	0.192	0.839	0.830
armature	арматура	0.510	0.558	0.755
armchair	кресло	0.646	0.164	0.339
armed	вооруженный	0.188	0.750	0.808
armor	броня	0.469	0.625	0.784
armored	бронированный	0.469	0.509	0.861
armory	оружейный	0.448	0.663	0.800
armpit	подмышка	0.283	0.439	0.250
arms	оружие	0.464	0.395	0.483
army	армия	0.417	0.759	0.902
aroma	аромат	0.823	0.235	0.442
aromatherapy	ароматерапия	0.847	0.220	0.473
arousal	пробуждение	0.791	0.943	0.731
arouse	пробуждать	0.740	0.491	0.580
aroused	вызвали	0.708	0.952	0.667
arraignment	предъявление обвинения	0.406	0.837	0.534
