Word	Gujarati-gu	Valence	Arousal	Dominance
alveolar	મૂર્ધન્ય	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	મિશ્રણ	0.438	0.333	0.510
amalgamation	એકીકરણ	0.406	0.470	0.531
amaretto	એમેર્ટો	0.543	0.551	0.375
amass	ભેગા કરવું	0.552	0.465	0.465
amateur	કલાપ્રેમી	0.469	0.500	0.409
amaze	આશ્ચર્ય પમાડવું	0.896	0.843	0.783
amazed	આશ્ચર્યચકિત	0.796	0.779	0.533
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	આશ્ચર્ય	0.750	0.800	0.639
amazing	અમેઝિંગ	0.906	0.837	0.849
amazingly	આશ્ચર્યજનક	0.918	0.765	0.920
ambassador	રાજદૂત	0.651	0.529	0.917
amber	એમ્બર	0.635	0.308	0.369
ambience	શાંતિ	0.735	0.356	0.426
ambient	આસપાસના	0.625	0.360	0.582
ambiguity	સંદિગ્ધતા	0.164	0.460	0.370
ambiguous	અસ્પષ્ટ	0.265	0.462	0.358
ambit	ખંડિત	0.479	0.380	0.386
ambition	મહત્વાકાંક્ષા	0.510	0.804	0.661
ambitious	મહત્વાકાંક્ષી	0.484	0.821	0.717
ambivalent	દ્વિધા	0.510	0.404	0.482
ambrosia	અમૃત	0.571	0.452	0.480
ambulance	એમ્બ્યુલન્સ	0.500	0.750	0.609
ambush	ઓચિંતા	0.281	0.830	0.500
ameliorate	સુધારવું	0.770	0.548	0.747
amen	આમેન	0.781	0.182	0.542
amenable	પ્રતિષ્ઠિત	0.448	0.410	0.406
amend	સુધારો	0.688	0.406	0.658
amendment	સુધારો	0.531	0.459	0.606
amends	સુધારો	0.640	0.366	0.517
amenity	સુખ	0.750	0.327	0.574
amethyst	એમિથિસ્ટ	0.622	0.406	0.517
amiable	પ્રતિષ્ઠિત	0.847	0.290	0.483
amicable	સુખદ	0.875	0.330	0.507
amid	વચ્ચે	0.510	0.340	0.256
amidst	વચ્ચે	0.480	0.330	0.316
amino	એમિનો	0.551	0.402	0.433
ammo	બારમાસી	0.323	0.765	0.621
ammonia	એમોનિયા	0.292	0.587	0.409
ammonium	એમોનિયમ	0.354	0.396	0.368
ammunition	દારૂગોળો	0.338	0.635	0.667
amnesia	સ્મૃતિ ભ્રંશ	0.296	0.330	0.308
amnesty	માફી	0.551	0.451	0.814
amorous	શાનદાર	0.844	0.670	0.636
amorphous	આકારહીન	0.327	0.402	0.349
amortization	ઋણમુક્તિ	0.592	0.491	0.522
amount	રકમ	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	એમપી	0.439	0.393	0.375
ampersand	એમ્પરસેંડ	0.480	0.448	0.483
amphetamines	એમ્ફેટેમાઈન્સ	0.133	0.667	0.526
amphibian	ઉભયજીવી	0.427	0.357	0.474
amphibious	ઉભયચર	0.479	0.346	0.445
amphitheater	એમ્ફીથિયેટર	0.653	0.480	0.545
ample	પૂરતી	0.744	0.349	0.719
amplification	એમ્પ્લીફિકેશન	0.690	0.677	0.810
amplify	વધારવું	0.677	0.735	0.827
amplitude	કંપનવિસ્તાર	0.694	0.439	0.692
amply	amply	0.781	0.431	0.766
amputate	વિચ્છેદ કરવો	0.092	0.660	0.509
amputation	અંગવિચ્છેદન	0.100	0.755	0.483
amuck	આકસ્મિક	0.385	0.602	0.321
amulet	તાવીજ	0.781	0.260	0.630
amuse	મનોરંજન કરવું	0.812	0.684	0.664
amused	આશ્ચર્યચકિત	0.942	0.847	0.596
amusement	મનોરંજન	0.929	0.837	0.803
amusing	મનોરંજક	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	એનાકોન્ડા	0.146	0.830	0.540
anaesthesia	નિશ્ચેતના	0.350	0.217	0.473
anaesthetic	એનેસ્થેટિક	0.449	0.268	0.509
anagram	એનાગ્રામ	0.552	0.327	0.449
anal	ગુદા	0.333	0.798	0.334
analgesic	એનાલોગિસિક	0.417	0.321	0.441
analogous	સમાન	0.531	0.270	0.500
analogue	એનાલોગ	0.570	0.320	0.446
analogy	સાદ્રશ્ય	0.510	0.367	0.509
analysis	વિશ્લેષણ	0.729	0.448	0.705
analyst	વિશ્લેષક	0.604	0.415	0.755
analytic	વિશ્લેષણાત્મક	0.665	0.521	0.634
analytical	વિશ્લેષણાત્મક	0.625	0.324	0.800
analyze	વિશ્લેષણ	0.667	0.462	0.710
analyzer	વિશ્લેષક	0.625	0.556	0.854
anaphylactic	એનાફાયલેટિક	0.378	0.588	0.500
anarchism	અરાજ્યવાદ	0.125	0.804	0.623
anarchist	અરાજકતાવાદી	0.204	0.700	0.759
anarchy	અરાજકતા	0.146	0.755	0.620
anastomosis	એનોટોમોસિસ	0.375	0.470	0.490
anathema	અશક્તતા	0.286	0.490	0.519
anatomic	શરીર રચના	0.562	0.442	0.546
anatomy	શરીરરચના	0.562	0.390	0.571
ancestor	પૂર્વજ	0.592	0.388	0.594
ancestral	પૂર્વજો	0.640	0.481	0.750
ancestry	કુળ	0.708	0.519	0.717
anchor	એન્કર	0.520	0.284	0.564
anchorage	લંગર	0.500	0.325	0.639
ancient	પ્રાચીન	0.420	0.217	0.439
ancillary	આનુષંગિક	0.449	0.442	0.278
androgen	એન્ડ્રોજન	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	ટુચકો	0.583	0.529	0.500
anemia	એનિમિયા	0.188	0.327	0.310
anemic	હાંસડી	0.167	0.279	0.155
anemone	એનોમન	0.552	0.538	0.327
anesthesia	નિશ્ચેતના	0.365	0.216	0.394
anesthesiologist	એનેસ્થીસીયોલોજિસ્ટ	0.419	0.224	0.526
anesthetic	એનેસ્થેટિક	0.350	0.264	0.482
aneurysm	એન્યુરિઝમ	0.115	0.690	0.536
anew	નવેસરથી	0.771	0.358	0.385
angel	દેવદૂત	0.906	0.158	0.704
angelic	દેવદૂત	0.927	0.298	0.668
anger	ગુસ્સો	0.167	0.865	0.657
angered	ભરાયા	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	કંઠમાળ	0.230	0.630	0.464
angiogram	એન્જીયોગ્રામ	0.347	0.520	0.465
angiography	એન્જીયોગ્રાફી	0.378	0.536	0.520
angle	કોણ	0.541	0.330	0.455
angling	માછલાં પકડવાની ક્રિયા	0.625	0.408	0.500
angora	એંગૉરા	0.529	0.425	0.405
angriest	બળવાન	0.094	0.892	0.430
angry	ગુસ્સો	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ગુસ્સો	0.167	0.888	0.333
anguish	કઢાપો	0.153	0.792	0.265
anguished	ત્રાસદાયક	0.135	0.720	0.307
angular	કોણીય	0.449	0.281	0.444
anhydrous	નિર્જળ	0.456	0.365	0.355
animal	પ્રાણી	0.521	0.510	0.513
animate	સજીવ	0.827	0.755	0.635
animated	એનિમેટેડ	0.823	0.676	0.538
animation	એનિમેશન	0.888	0.750	0.549
animosity	દુશ્મનાવટ	0.510	0.724	0.545
animus	ત્રાસ	0.698	0.676	0.466
ankle	પગની ઘૂંટી	0.500	0.274	0.234
anklet	ઉંદર	0.410	0.276	0.302
annals	વૃત્તાંત	0.427	0.610	0.424
annex	જોડાણ	0.594	0.350	0.458
annexation	જોડાણ	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	નાબૂદ કરો	0.115	0.918	0.681
annihilated	નાબૂદ	0.080	0.760	0.324
annihilation	વિનાશ	0.041	0.800	0.591
anniversary	વર્ષગાંઠ	0.880	0.770	0.723
annotate	ટિપ્પણી કરો	0.592	0.469	0.441
annotation	ઍનોટેશન	0.604	0.470	0.619
announce	જાહેરાત	0.694	0.618	0.611
announcement	જાહેરાત	0.729	0.491	0.482
announcer	ઉદ્ઘોષક	0.602	0.570	0.732
annoy	હેરાન	0.094	0.765	0.286
annoyance	ચીડ	0.167	0.718	0.342
annoyed	નારાજ	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	નકામી	0.082	0.853	0.348
annoys	નકામી	0.146	0.778	0.435
annual	વાર્ષિક	0.552	0.236	0.500
annuity	વાર્ષિકી	0.521	0.304	0.527
annul	રદ કરવું	0.250	0.448	0.364
annular	વંશપરંપરાગત	0.310	0.385	0.412
annulment	રદ	0.153	0.375	0.447
annulus	વ્રણ	0.458	0.380	0.376
anointed	અભિષિક્ત	0.500	0.368	0.579
anointing	અભિષેક	0.653	0.350	0.547
anomalous	અનિયમિત	0.281	0.480	0.423
anomaly	અસંગતતા	0.188	0.538	0.404
anon	અનન	0.479	0.354	0.298
anonymity	અનામી	0.469	0.255	0.430
anonymous	અનામી	0.396	0.291	0.431
anorexic	એનોરેક્સિક	0.160	0.618	0.245
answer	જવાબ આપો	0.537	0.373	0.661
answerable	જવાબદાર	0.708	0.481	0.750
answering	જવાબ આપો	0.684	0.500	0.607
ant	કીડી	0.448	0.216	0.216
antagonism	વિરોધાભાસ	0.224	0.618	0.524
antagonist	પ્રતિસ્પર્ધી	0.240	0.615	0.700
antagonistic	પ્રતિસ્પર્ધી	0.296	0.604	0.565
antagonize	વિરોધાભાસ	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	પૂર્વવર્તી	0.427	0.551	0.566
antelope	કાળિયાર	0.542	0.510	0.500
antenna	એન્ટેના	0.521	0.327	0.358
anterior	અગ્રવર્તી	0.510	0.245	0.362
anthem	ગીત	0.780	0.343	0.729
anthill	એન્થિલ	0.327	0.578	0.377
anthology	કાવ્યસંગ્રહ	0.338	0.406	0.537
anthrax	એન્થ્રેક્સ	0.188	0.730	0.500
anthropological	માનવશાસ્ત્ર	0.367	0.390	0.490
anthropologist	માનવશાસ્ત્રી	0.551	0.385	0.725
anthropology	માનવશાસ્ત્ર	0.490	0.367	0.582
anti	વિરોધી	0.365	0.412	0.384
antiaircraft	એન્ટિયાક્રાફ્ટ	0.330	0.622	0.629
antibiotic	એન્ટીબાયોટીક	0.510	0.373	0.658
antibiotics	એન્ટીબાયોટીક્સ	0.448	0.406	0.557
antichrist	એન્ટિક્રાઇસ્ટ	0.082	0.837	0.544
anticipate	અપેક્ષિત	0.622	0.469	0.667
anticipation	અપેક્ષા	0.698	0.539	0.711
anticipatory	આગોતરી	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	મારણ	0.541	0.490	0.629
antifungal	એન્ટીફંગલ	0.408	0.412	0.441
antigravity	એન્ટિગ્રેવિટી	0.430	0.714	0.658
antimony	એન્ટિમોની	0.378	0.398	0.490
antipathy	વેદના	0.198	0.549	0.393
antiquarian	પુરાતત્વવાદી	0.500	0.233	0.426
antiquated	જુનવાણી	0.420	0.392	0.236
antique	એન્ટીક	0.634	0.290	0.518
antiques	પ્રાચીન વસ્તુઓ	0.540	0.370	0.595
antiquity	પ્રાચીનકાળમાં	0.385	0.333	0.556
antiseptic	એન્ટિસેપ્ટિક	0.438	0.370	0.623
antisocial	અસામાજિક	0.146	0.686	0.391
antithesis	વિરોધાભાસ	0.396	0.412	0.536
antithetical	વિરોધી	0.271	0.509	0.358
antiviral	એન્ટિવાયરલ	0.459	0.470	0.549
antler	એન્ટરલર	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	ગુદા	0.347	0.644	0.350
anvil	એરણ	0.380	0.510	0.604
anxiety	ચિંતા	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	બેચેન	0.281	0.875	0.434
anxiousness	ચિંતા	0.235	0.814	0.282
anytime	કોઈપણ સમયે	0.625	0.461	0.436
aorta	એરોર્ટા	0.448	0.510	0.542
aortic	મહાકાવ્ય	0.436	0.540	0.438
apace	ઝડપી	0.536	0.500	0.536
apache	અપાચે	0.687	0.469	0.500
apartment	એપાર્ટમેન્ટ	0.719	0.393	0.580
apartments	એપાર્ટમેન્ટ્સ	0.704	0.337	0.443
apathetic	ઉદાસીન	0.188	0.292	0.333
apathy	ઉદાસીનતા	0.184	0.212	0.204
ape	ચાળા પાડવા	0.548	0.389	0.336
aperture	બાકોરું	0.612	0.450	0.667
apex	સર્વોચ્ચ	0.570	0.433	0.418
aphid	અફિડ	0.388	0.473	0.407
aphrodisiac	સંભોગને જાગ્રત કરતું	0.750	0.846	0.667
apiece	દરેકને	0.439	0.259	0.383
aplomb	આત્મવિશ્વાસ	0.500	0.509	0.582
apocalypse	એપોકેલિપ્સ	0.050	0.867	0.736
apocalyptic	સાક્ષાત્કાર	0.173	0.880	0.750
apologetic	દિલગીર	0.479	0.461	0.571
apologist	અપોલોજિસ્ટ	0.406	0.429	0.526
apologize	માફી માગવી	0.551	0.378	0.389
apology	માફી	0.571	0.346	0.402
apostasy	સ્વધર્મ ત્યાગ	0.388	0.520	0.517
apostate	ધર્મભ્રષ્ટ	0.342	0.500	0.528
apostle	પ્રેરિત	0.646	0.347	0.732
apostolic	ધર્મપ્	0.592	0.300	0.717
apostrophe	એપોસ્ટ્રોફી	0.469	0.368	0.537
apothecary	રસાયણશાસ્ત્રી	0.561	0.328	0.529
appalled	આઘાતજનક	0.194	0.792	0.562
appalling	આઘાતજનક	0.160	0.827	0.415
apparatus	ઉપકરણ	0.375	0.353	0.377
apparel	વસ્ત્રો	0.698	0.435	0.453
apparent	સ્પષ્ટ	0.473	0.383	0.398
apparently	દેખીતી રીતે	0.531	0.410	0.426
apparition	ભૂત	0.406	0.573	0.636
appeal	અપીલ	0.663	0.598	0.558
appear	દેખાશે	0.735	0.506	0.567
appearance	દેખાવ	0.669	0.490	0.534
appease	ખુશ થવું	0.633	0.278	0.434
appellant	અપીલ	0.327	0.588	0.568
append	જોડો	0.573	0.464	0.453
appendage	સંલગ્નતા	0.229	0.382	0.438
appendectomy	એપેન્ડક્ટોમી	0.177	0.670	0.554
appendicitis	એપેન્ડિસાઈટિસ	0.031	0.640	0.347
appendix	પરિશિષ્ટ	0.365	0.387	0.425
appetite	ભૂખ	0.704	0.637	0.581
appetizer	ઍજેટિઝર	0.755	0.560	0.406
appetizing	મોહક	0.806	0.657	0.688
applaud	વખાણ કરો	0.865	0.824	0.464
applause	અભિવાદન	0.953	0.857	0.621
apple	સફરજન	0.811	0.300	0.264
apple juice	સફરજનના રસ	0.765	0.204	0.294
applejack	સફરજન	0.604	0.431	0.473
applesauce	સફરસોસ	0.750	0.167	0.291
appliance	સાધન	0.582	0.453	0.538
appliances	ઉપકરણો	0.594	0.394	0.567
applicability	પ્રયોજ્યતા	0.677	0.490	0.741
applicable	લાગુ	0.469	0.430	0.667
applicant	અરજદાર	0.612	0.558	0.688
application	એપ્લિકેશન	0.646	0.445	0.726
apply	અરજી કરો	0.612	0.321	0.667
appoint	નિમણુંક	0.565	0.330	0.509
appointment	નિમણૂક	0.688	0.594	0.547
appointments	નિમણૂંકો	0.745	0.677	0.625
apportion	વહેંચણી	0.677	0.490	0.638
apportionment	વહેંચણી	0.552	0.481	0.453
appraisal	મૂલ્યાંકન	0.417	0.667	0.682
appraise	મૂલ્યાંકન	0.677	0.490	0.696
appreciable	પ્રશંસાપાત્ર	0.873	0.491	0.778
appreciate	કદર	0.885	0.422	0.741
appreciated	પ્રશંસા	0.910	0.434	0.779
appreciates	પ્રશંસા	0.765	0.500	0.656
appreciation	પ્રશંસા	0.917	0.529	0.588
appreciative	કદરદાન	0.857	0.380	0.654
apprehend	પકડવું	0.521	0.624	0.696
apprehension	ધરપકડ	0.385	0.720	0.454
apprehensive	ભયભીત	0.406	0.592	0.431
apprentice	એપ્રેન્ટિસ	0.615	0.413	0.452
apprenticeship	ઉમેદવારી	0.812	0.482	0.643
approach	અભિગમ	0.612	0.392	0.610
approaching	આસન્ન	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	મંજૂરી	0.792	0.529	0.774
appropriate	યોગ્ય	0.833	0.368	0.759
appropriation	વિનિયોગ	0.510	0.632	0.717
approval	મંજૂરી	0.854	0.460	0.889
approve	મંજૂર	0.875	0.548	0.741
approved	મંજૂર	0.833	0.349	0.698
approvement	મંજૂરી	0.880	0.625	0.780
approving	મંજૂરી	0.917	0.583	0.773
approximate	આશરે	0.551	0.560	0.520
approximately	લગભગ	0.622	0.396	0.538
approximating	અંદાજીત	0.583	0.615	0.471
approximation	અંદાજ	0.582	0.402	0.593
appurtenances	ઉપચાર	0.573	0.412	0.547
apricot	જરદાળુ	0.708	0.320	0.278
apron	આવરણ	0.582	0.208	0.245
apt	તત્પર	0.582	0.418	0.382
aptitude	યોગ્યતા	0.750	0.471	0.746
aqua	એક્વા	0.656	0.292	0.359
aquamarine	વાદળી લીલું રત્ન	0.729	0.306	0.413
aquarium	માછલીઘર	0.663	0.327	0.393
aquatic	જળચર	0.677	0.510	0.463
aqueduct	જળચર	0.551	0.411	0.534
aqueous	જલીય	0.429	0.270	0.310
arable	ખેતીલાયક	0.510	0.350	0.465
arbiter	મધ્યસ્થી	0.561	0.537	0.814
arbitrary	મનસ્વી	0.281	0.702	0.686
arbitrate	મધ્યસ્થી	0.470	0.620	0.682
arbitration	આર્બિટ્રેશન	0.587	0.602	0.670
arbitrator	લવાદ	0.385	0.448	0.795
arbor	કૂદકો	0.583	0.490	0.591
arc	ચાપ	0.552	0.388	0.396
arcade	આર્કેડ	0.676	0.521	0.502
arcane	રહસ્યમય	0.500	0.490	0.637
arch	કમાન	0.500	0.354	0.468
archaeological	પુરાતત્વીય	0.740	0.441	0.660
archaeologist	પુરાતત્વવેત્તા	0.552	0.451	0.706
archaeology	પુરાતત્વ	0.596	0.358	0.691
archaic	પ્રાચીન	0.271	0.327	0.332
archangel	મુખ્ય ફિરસ્તો	0.837	0.500	0.708
archbishop	આર્કબિશપ	0.622	0.280	0.776
archdiocese	આર્કિડોસીઝ	0.400	0.321	0.704
archduke	આર્કડ્યુક	0.458	0.413	0.634
arched	કમાનવાળા	0.582	0.403	0.398
archer	તીરંદાજ	0.573	0.622	0.661
archery	તીરંદાજી	0.594	0.604	0.589
archetype	મૂળ રૂપ	0.448	0.520	0.569
archipelago	દ્વીપસમૂહ	0.745	0.370	0.592
architect	આર્કિટેક્ટ	0.776	0.442	0.836
architectural	આર્કિટેક્ચરલ	0.729	0.390	0.670
architecture	સ્થાપત્ય	0.820	0.390	0.694
archive	પેટી	0.438	0.294	0.527
arctic	આર્ક્ટિક	0.615	0.352	0.546
ardent	પ્રખર	0.694	0.873	0.722
ardor	ઉત્સાહ	0.500	0.780	0.538
arduous	કઠણ	0.344	0.783	0.605
area	વિસ્તાર	0.490	0.306	0.464
arena	એરેના	0.510	0.235	0.404
