Word	Bulgarian-bg	Valence	Arousal	Dominance
anchorage	закотвяне	0.500	0.325	0.639
ancient	древен	0.420	0.217	0.439
ancillary	помощен	0.449	0.442	0.278
androgen	андроген	0.255	0.523	0.527
android	андроид	0.663	0.436	0.500
anecdote	анекдот	0.583	0.529	0.500
anemia	анемия	0.188	0.327	0.310
anemic	анемичен	0.167	0.279	0.155
anemone	съсънка	0.552	0.538	0.327
anesthesia	анестезия	0.365	0.216	0.394
anesthesiologist	анестезиолог	0.419	0.224	0.526
anesthetic	упойка	0.350	0.264	0.482
aneurysm	аневризма	0.115	0.690	0.536
anew	отново	0.771	0.358	0.385
angel	ангел	0.906	0.158	0.704
angelic	ангелски	0.927	0.298	0.668
anger	гняв	0.167	0.865	0.657
angered	разгневи	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ангина	0.230	0.630	0.464
angiogram	ангиограма	0.347	0.520	0.465
angiography	ангиография	0.378	0.536	0.520
angle	ъгъл	0.541	0.330	0.455
angling	риболов	0.625	0.408	0.500
angora	ангорска вълна	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	ядосан	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	тревога	0.167	0.888	0.333
anguish	мъчение	0.153	0.792	0.265
anguished	измъчено	0.135	0.720	0.307
angular	ъглов	0.449	0.281	0.444
anhydrous	безводен	0.456	0.365	0.355
animal	животно	0.521	0.510	0.513
animate	вдъхновявам	0.827	0.755	0.635
animated	анимационен	0.823	0.676	0.538
animation	анимация	0.888	0.750	0.549
animosity	враждебност	0.510	0.724	0.545
animus	предубеждение	0.698	0.676	0.466
ankle	глезен	0.500	0.274	0.234
anklet	гривна за глезен	0.410	0.276	0.302
annals	летописи	0.427	0.610	0.424
annex	приложение	0.594	0.350	0.458
annexation	анексия	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	унищожи	0.115	0.918	0.681
annihilated	унищожена	0.080	0.760	0.324
annihilation	унищожаване	0.041	0.800	0.591
anniversary	юбилей	0.880	0.770	0.723
annotate	анотирам	0.592	0.469	0.441
annotation	анотация	0.604	0.470	0.619
announce	обявим	0.694	0.618	0.611
announcement	обявление	0.729	0.491	0.482
announcer	говорител	0.602	0.570	0.732
annoy	дразня	0.094	0.765	0.286
annoyance	раздразнение	0.167	0.718	0.342
annoyed	раздразнен	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	досаден	0.082	0.853	0.348
annoys	като безпокои	0.146	0.778	0.435
annual	годишен	0.552	0.236	0.500
annuity	годишна рента	0.521	0.304	0.527
annul	отмени	0.250	0.448	0.364
annular	пръстеновиден	0.310	0.385	0.412
annulment	анулиране	0.153	0.375	0.447
annulus	зъбното	0.458	0.380	0.376
anointed	помазаник	0.500	0.368	0.579
anointing	помазанието	0.653	0.350	0.547
anomalous	аномален	0.281	0.480	0.423
anomaly	аномалия	0.188	0.538	0.404
anon	веднага	0.479	0.354	0.298
anonymity	анонимност	0.469	0.255	0.430
anonymous	анонимен	0.396	0.291	0.431
anorexic	анорексичен	0.160	0.618	0.245
answer	отговор	0.537	0.373	0.661
answerable	отговорен	0.708	0.481	0.750
answering	телефонен	0.684	0.500	0.607
ant	мравка	0.448	0.216	0.216
antagonism	антагонизъм	0.224	0.618	0.524
antagonist	антагонист	0.240	0.615	0.700
antagonistic	антагонистичен	0.296	0.604	0.565
antagonize	антагонизира	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	антедецент	0.427	0.551	0.566
antelope	антилопа	0.542	0.510	0.500
antenna	антена	0.521	0.327	0.358
anterior	преден	0.510	0.245	0.362
anthem	химн	0.780	0.343	0.729
anthill	мравуняк	0.327	0.578	0.377
anthology	антология	0.338	0.406	0.537
anthrax	антракс	0.188	0.730	0.500
anthropological	антропологически	0.367	0.390	0.490
anthropologist	антрополог	0.551	0.385	0.725
anthropology	антропология	0.490	0.367	0.582
anti	анти	0.365	0.412	0.384
antiaircraft	противовъздушна	0.330	0.622	0.629
antibiotic	антибиотик	0.510	0.373	0.658
antibiotics	антибиотици	0.448	0.406	0.557
antichrist	антихрист	0.082	0.837	0.544
anticipate	очаквам	0.622	0.469	0.667
anticipation	очакване	0.698	0.539	0.711
anticipatory	предчувстващ	0.653	0.551	0.682
antics	лудории	0.448	0.740	0.236
antidote	противоотрова	0.541	0.490	0.629
antifungal	противогъбично	0.408	0.412	0.441
antigravity	анти-гравитация	0.430	0.714	0.658
antimony	антимон	0.378	0.398	0.490
antipathy	антипатия	0.198	0.549	0.393
antiquarian	антиквар	0.500	0.233	0.426
antiquated	остарял	0.420	0.392	0.236
antique	античен	0.634	0.290	0.518
antiques	антики	0.540	0.370	0.595
antiquity	античност	0.385	0.333	0.556
antiseptic	антисептичен	0.438	0.370	0.623
antisocial	антисоциален	0.146	0.686	0.391
antithesis	антитеза	0.396	0.412	0.536
antithetical	противоположен	0.271	0.509	0.358
antiviral	антивирусен	0.459	0.470	0.549
antler	еленов рог	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	анус	0.347	0.644	0.350
anvil	наковалня	0.380	0.510	0.604
anxiety	безпокойство	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	разтревожен, неспокоен	0.281	0.875	0.434
anxiousness	тревожност	0.235	0.814	0.282
anytime	по всяко време	0.625	0.461	0.436
aorta	аорта	0.448	0.510	0.542
aortic	аортен	0.436	0.540	0.438
apace	бързо	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	апартамент	0.719	0.393	0.580
apartments	апартаменти	0.704	0.337	0.443
apathetic	апатичен	0.188	0.292	0.333
apathy	апатия	0.184	0.212	0.204
ape	маймуна	0.548	0.389	0.336
aperture	апертура	0.612	0.450	0.667
apex	връх	0.570	0.433	0.418
aphid	листна въшка	0.388	0.473	0.407
aphrodisiac	афродизиак	0.750	0.846	0.667
apiece	парче	0.439	0.259	0.383
aplomb	апломб	0.500	0.509	0.582
apocalypse	апокалипсис	0.050	0.867	0.736
apocalyptic	апокалиптичен	0.173	0.880	0.750
apologetic	извинителен	0.479	0.461	0.571
apologist	аполог	0.406	0.429	0.526
apologize	извинявам се	0.551	0.378	0.389
apology	извинение	0.571	0.346	0.402
apostasy	вероотстъпничество	0.388	0.520	0.517
apostate	отстъпник	0.342	0.500	0.528
apostle	апостол	0.646	0.347	0.732
apostolic	апостолски	0.592	0.300	0.717
apostrophe	апостроф	0.469	0.368	0.537
apothecary	аптекар	0.561	0.328	0.529
appalled	ужасена	0.194	0.792	0.562
appalling	ужасен	0.160	0.827	0.415
apparatus	апарат	0.375	0.353	0.377
apparel	облекло	0.698	0.435	0.453
apparent	очевиден	0.473	0.383	0.398
apparently	очевидно	0.531	0.410	0.426
apparition	появяване	0.406	0.573	0.636
appeal	обжалване	0.663	0.598	0.558
appear	се появи	0.735	0.506	0.567
appearance	външен вид	0.669	0.490	0.534
appease	успокои	0.633	0.278	0.434
appellant	апелационен	0.327	0.588	0.568
append	прибавям	0.573	0.464	0.453
appendage	придатък	0.229	0.382	0.438
appendectomy	апендектомия	0.177	0.670	0.554
appendicitis	апендицит	0.031	0.640	0.347
appendix	апендикс	0.365	0.387	0.425
appetite	апетит	0.704	0.637	0.581
appetizer	предястие	0.755	0.560	0.406
appetizing	апетитен	0.806	0.657	0.688
applaud	аплодирам	0.865	0.824	0.464
applause	аплодисменти	0.953	0.857	0.621
apple	ябълка	0.811	0.300	0.264
apple juice	ябълков сок	0.765	0.204	0.294
applejack	ябълкова ракия	0.604	0.431	0.473
applesauce	ябълково пюре	0.750	0.167	0.291
appliance	устройство	0.582	0.453	0.538
appliances	уреди	0.594	0.394	0.567
applicability	приложимост	0.677	0.490	0.741
applicable	приложим	0.469	0.430	0.667
applicant	кандидат	0.612	0.558	0.688
application	приложение	0.646	0.445	0.726
apply	Приложи	0.612	0.321	0.667
appoint	назначат	0.565	0.330	0.509
appointment	уговорена среща	0.688	0.594	0.547
appointments	назначения	0.745	0.677	0.625
apportion	разпределям	0.677	0.490	0.638
apportionment	разпределение	0.552	0.481	0.453
appraisal	оценка	0.417	0.667	0.682
appraise	преценява	0.677	0.490	0.696
appreciable	оценим	0.873	0.491	0.778
appreciate	ценя	0.885	0.422	0.741
appreciated	оценявам	0.910	0.434	0.779
appreciates	оценява	0.765	0.500	0.656
appreciation	признателност	0.917	0.529	0.588
appreciative	одобрителен	0.857	0.380	0.654
apprehend	схващам	0.521	0.624	0.696
apprehension	опасение	0.385	0.720	0.454
apprehensive	чувствителен	0.406	0.592	0.431
apprentice	чирак	0.615	0.413	0.452
apprenticeship	чиракуване	0.812	0.482	0.643
approach	подход	0.612	0.392	0.610
approaching	приближава	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	одобрение	0.792	0.529	0.774
appropriate	подходящ	0.833	0.368	0.759
appropriation	присвояване	0.510	0.632	0.717
approval	одобрение	0.854	0.460	0.889
approve	одобрявам	0.875	0.548	0.741
approved	одобрен	0.833	0.349	0.698
approvement	утвърждаване	0.880	0.625	0.780
approving	одобряване	0.917	0.583	0.773
approximate	приблизителен	0.551	0.560	0.520
approximately	приблизително	0.622	0.396	0.538
approximating	притискащото	0.583	0.615	0.471
approximation	приближение	0.582	0.402	0.593
appurtenances	принадлежности	0.573	0.412	0.547
apricot	кайсия	0.708	0.320	0.278
apron	престилка	0.582	0.208	0.245
apt	подходящ	0.582	0.418	0.382
aptitude	пригодност	0.750	0.471	0.746
aqua	аква	0.656	0.292	0.359
aquamarine	аквамарин	0.729	0.306	0.413
aquarium	аквариум	0.663	0.327	0.393
aquatic	водната	0.677	0.510	0.463
aqueduct	акведукт	0.551	0.411	0.534
aqueous	воден	0.429	0.270	0.310
arable	обработваема	0.510	0.350	0.465
arbiter	арбитър	0.561	0.537	0.814
arbitrary	своеволен	0.281	0.702	0.686
arbitrate	предавам на арбитраж	0.470	0.620	0.682
arbitration	арбитраж	0.587	0.602	0.670
arbitrator	арбитър	0.385	0.448	0.795
arbor	вал	0.583	0.490	0.591
arc	дъга	0.552	0.388	0.396
arcade	аркада	0.676	0.521	0.502
arcane	мистериозен	0.500	0.490	0.637
arch	арка	0.500	0.354	0.468
archaeological	археологически	0.740	0.441	0.660
archaeologist	археолог	0.552	0.451	0.706
archaeology	археология	0.596	0.358	0.691
archaic	архаичен	0.271	0.327	0.332
archangel	архангел	0.837	0.500	0.708
archbishop	архиепископ	0.622	0.280	0.776
archdiocese	епархия на архиепископ	0.400	0.321	0.704
archduke	ерцхерцог	0.458	0.413	0.634
arched	извит	0.582	0.403	0.398
archer	стрелец с лък	0.573	0.622	0.661
archery	стрелба с лък	0.594	0.604	0.589
archetype	прототип	0.448	0.520	0.569
archipelago	архипелаг	0.745	0.370	0.592
architect	архитект	0.776	0.442	0.836
architectural	архитектурен	0.729	0.390	0.670
architecture	архитектура	0.820	0.390	0.694
archive	архив	0.438	0.294	0.527
arctic	арктичен	0.615	0.352	0.546
ardent	пламенен	0.694	0.873	0.722
ardor	плам	0.500	0.780	0.538
arduous	труден	0.344	0.783	0.605
area	■ площ	0.490	0.306	0.464
arena	арена	0.510	0.235	0.404
areola	ареолата	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Ех	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	споря	0.093	0.798	0.525
argument	аргумент	0.510	0.464	0.698
argumentation	аргументация	0.479	0.549	0.760
argumentative	заядлив	0.450	0.531	0.679
arguments	аргументи	0.541	0.602	0.657
arid	безплоден	0.323	0.333	0.379
arise	възникне	0.750	0.582	0.725
aristocracy	аристокрация	0.688	0.549	0.842
aristocrat	аристократ	0.583	0.413	0.811
aristocratic	аристократичен	0.449	0.519	0.676
arithmetic	аритметика	0.453	0.460	0.634
ark	ковчег	0.396	0.427	0.543
arm	ръка	0.552	0.285	0.469
armada	армада	0.408	0.740	0.868
armament	въоръжаване	0.198	0.764	0.810
armaments	въоръжение	0.192	0.839	0.830
armature	арматура	0.510	0.558	0.755
armchair	фотьойл	0.646	0.164	0.339
armed	въоръжен	0.188	0.750	0.808
armor	броня	0.469	0.625	0.784
armored	брониран	0.469	0.509	0.861
armory	арсенал	0.448	0.663	0.800
armpit	подмишница	0.283	0.439	0.250
arms	обятия	0.464	0.395	0.483
army	армия	0.417	0.759	0.902
aroma	аромат	0.823	0.235	0.442
aromatherapy	ароматерапия	0.847	0.220	0.473
arousal	пробуждане	0.791	0.943	0.731
arouse	събуждам	0.740	0.491	0.580
aroused	възбуден	0.708	0.952	0.667
arraignment	обвинение	0.406	0.837	0.534
arrange	организираме	0.740	0.490	0.571
arranged	аранжиран	0.698	0.531	0.728
arrangement	уговорка	0.625	0.382	0.683
array	масив	0.521	0.396	0.568
arrears	просрочията	0.286	0.485	0.302
arrest	арестувам	0.146	0.951	0.500
arrhythmia	аритмия	0.265	0.706	0.356
arrival	пристигане	0.678	0.510	0.474
arrive	пристигам	0.837	0.406	0.585
arrogance	арогантност	0.143	0.750	0.620
arrogant	арогантен	0.115	0.755	0.580
arrow	стрелка	0.439	0.390	0.454
arsehole	задника	0.276	0.598	0.433
arseholes	гъзари	0.188	0.545	0.351
arsenal	арсенал	0.365	0.741	0.752
arsenic	арсен	0.281	0.472	0.447
arson	палеж	0.133	0.904	0.567
arsonist	подпалвач	0.348	0.840	0.500
art	изкуство	0.812	0.360	0.603
arterial	артериален	0.396	0.510	0.583
artery	артерия	0.396	0.580	0.537
artful	хитър	0.771	0.608	0.778
arthritis	артрит	0.110	0.518	0.345
arthropod	членестоноги	0.344	0.464	0.434
artichoke	артишок	0.583	0.218	0.287
article	статия	0.594	0.280	0.481
articles	статии	0.552	0.324	0.565
articulate	ясен	0.677	0.462	0.618
articulation	произнасяне	0.479	0.480	0.591
artifact	артифакт	0.510	0.500	0.566
artifice	хитрост	0.316	0.696	0.482
artificial	изкуствен	0.306	0.385	0.351
artillery	артилерия	0.350	0.912	0.794
