Word	Uzbek-uz	Valence	Arousal	Dominance
amplification	kuchaytirish	0.690	0.677	0.810
amplify	kuchaytiring	0.677	0.735	0.827
amplitude	amplituda	0.694	0.439	0.692
amply	juda ko'p	0.781	0.431	0.766
amputate	amputatsiya qilish	0.092	0.660	0.509
amputation	amputatsiya	0.100	0.755	0.483
amuck	amuk	0.385	0.602	0.321
amulet	tuya	0.781	0.260	0.630
amuse	qiziq	0.812	0.684	0.664
amused	qiziqarli	0.942	0.847	0.596
amusement	o'yin-kulgi	0.929	0.837	0.803
amusing	qiziqarli	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anakonda	0.146	0.830	0.540
anaesthesia	behushlik	0.350	0.217	0.473
anaesthetic	behushlik	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	analjezik	0.417	0.321	0.441
analogous	o'xshash	0.531	0.270	0.500
analogue	analog	0.570	0.320	0.446
analogy	o'xshashlik	0.510	0.367	0.509
analysis	tahlil	0.729	0.448	0.705
analyst	tahlilchi	0.604	0.415	0.755
analytic	analitik	0.665	0.521	0.634
analytical	analitik	0.625	0.324	0.800
analyze	tahlil qiling	0.667	0.462	0.710
analyzer	analizator	0.625	0.556	0.854
anaphylactic	anafilaktik	0.378	0.588	0.500
anarchism	anarşizm	0.125	0.804	0.623
anarchist	anarxistlar	0.204	0.700	0.759
anarchy	anarxiya	0.146	0.755	0.620
anastomosis	anastomoz	0.375	0.470	0.490
anathema	anatema	0.286	0.490	0.519
anatomic	anatomik	0.562	0.442	0.546
anatomy	anatomiya	0.562	0.390	0.571
ancestor	ajdodlari	0.592	0.388	0.594
ancestral	ota-bobolar	0.640	0.481	0.750
ancestry	ota-bobolari	0.708	0.519	0.717
anchor	çapa	0.520	0.284	0.564
anchorage	ankraj	0.500	0.325	0.639
ancient	qadimgi	0.420	0.217	0.439
ancillary	yordamchi	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdot	0.583	0.529	0.500
anemia	anemiya	0.188	0.327	0.310
anemic	kamqonlik	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	behushlik	0.365	0.216	0.394
anesthesiologist	anesteziolog	0.419	0.224	0.526
anesthetic	behushlik	0.350	0.264	0.482
aneurysm	anevrizma	0.115	0.690	0.536
anew	yangidan	0.771	0.358	0.385
angel	farishta	0.906	0.158	0.704
angelic	farishtalar	0.927	0.298	0.668
anger	g'azab	0.167	0.865	0.657
angered	g'azablandi	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiografiya	0.347	0.520	0.465
angiography	anjiyografi	0.378	0.536	0.520
angle	burchakka	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	badjahl	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	azob	0.153	0.792	0.265
anguished	g'azablangan	0.135	0.720	0.307
angular	burchak	0.449	0.281	0.444
anhydrous	suvsiz	0.456	0.365	0.355
animal	hayvon	0.521	0.510	0.513
animate	jonlantiring	0.827	0.755	0.635
animated	jonlantirilgan	0.823	0.676	0.538
animation	animatsiya	0.888	0.750	0.549
animosity	dushmanlik	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	oyoq Bilagi zo'r	0.500	0.274	0.234
anklet	qirg'oq	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	qo'shimcha	0.594	0.350	0.458
annexation	anneksiya	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	yo'q qilish	0.115	0.918	0.681
annihilated	yo'q qilindi	0.080	0.760	0.324
annihilation	yo'q qilish	0.041	0.800	0.591
anniversary	yilligi	0.880	0.770	0.723
annotate	tushuntirish	0.592	0.469	0.441
annotation	izoh	0.604	0.470	0.619
announce	e'lon qiling	0.694	0.618	0.611
announcement	e'lon	0.729	0.491	0.482
announcer	xabarchi	0.602	0.570	0.732
annoy	g'azablanish	0.094	0.765	0.286
annoyance	zerikish	0.167	0.718	0.342
annoyed	bezovta	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	zerikarli	0.082	0.853	0.348
annoys	bezovta qiladi	0.146	0.778	0.435
annual	yillik	0.552	0.236	0.500
annuity	annuitet	0.521	0.304	0.527
annul	bekor qiling	0.250	0.448	0.364
annular	halqa	0.310	0.385	0.412
annulment	bekor qilish	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	moylanganlar	0.500	0.368	0.579
anointing	moylash	0.653	0.350	0.547
anomalous	anormal	0.281	0.480	0.423
anomaly	anomaliya	0.188	0.538	0.404
anon	Anon	0.479	0.354	0.298
anonymity	anonimlik	0.469	0.255	0.430
anonymous	noma'lum	0.396	0.291	0.431
anorexic	anoreksik	0.160	0.618	0.245
answer	javob berish	0.537	0.373	0.661
answerable	javobgar	0.708	0.481	0.750
answering	javob berish	0.684	0.500	0.607
ant	chumoli	0.448	0.216	0.216
antagonism	antagonizm	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistik	0.296	0.604	0.565
antagonize	antagonize qilish	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	ilgari	0.427	0.551	0.566
antelope	antilopa	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	oldingi	0.510	0.245	0.362
anthem	madhiya	0.780	0.343	0.729
anthill	antill	0.327	0.578	0.377
anthology	antologiya	0.338	0.406	0.537
anthrax	kuydirgi	0.188	0.730	0.500
anthropological	antropologik	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologiya	0.490	0.367	0.582
anti	qarshi	0.365	0.412	0.384
antiaircraft	zangaristik qurol	0.330	0.622	0.629
antibiotic	antibiotik	0.510	0.373	0.658
antibiotics	antibiotiklar	0.448	0.406	0.557
antichrist	Dajjol	0.082	0.837	0.544
anticipate	oldindan o'ylab ko'ring	0.622	0.469	0.667
anticipation	kutish	0.698	0.539	0.711
anticipatory	oldindan lazzatlanish	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	panzehir	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravitatsiya	0.430	0.714	0.658
antimony	surma	0.378	0.398	0.490
antipathy	antipatiya	0.198	0.549	0.393
antiquarian	antikvar	0.500	0.233	0.426
antiquated	eskirgan	0.420	0.392	0.236
antique	antiqa buyumlar	0.634	0.290	0.518
antiques	antiqa buyumlar	0.540	0.370	0.595
antiquity	qadimgi davr	0.385	0.333	0.556
antiseptic	antiseptik	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	qarshi	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsi	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	tashvish	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	tashvishli	0.281	0.875	0.434
anxiousness	tashvishlanish	0.235	0.814	0.282
anytime	har qanday vaqtda	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	Aorta	0.436	0.540	0.438
apace	pasayish	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	xonadon	0.719	0.393	0.580
apartments	kvartira	0.704	0.337	0.443
apathetic	befarq	0.188	0.292	0.333
apathy	befarqlik	0.184	0.212	0.204
ape	maymun	0.548	0.389	0.336
aperture	diafragma	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	afrodizyak	0.750	0.846	0.667
apiece	bo'lak	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	qiyomat	0.050	0.867	0.736
apocalyptic	qiyomat	0.173	0.880	0.750
apologetic	uzr so'rayman	0.479	0.461	0.571
apologist	uzr	0.406	0.429	0.526
apologize	uzr so'raymiz	0.551	0.378	0.389
apology	Uzr	0.571	0.346	0.402
apostasy	murtadlik	0.388	0.520	0.517
apostate	murtad	0.342	0.500	0.528
apostle	havoriy	0.646	0.347	0.732
apostolic	havoriylik	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	shifokor	0.561	0.328	0.529
appalled	dahshatga tushdi	0.194	0.792	0.562
appalling	dahshatli	0.160	0.827	0.415
apparatus	qurilma	0.375	0.353	0.377
apparel	kiyim-kechak	0.698	0.435	0.453
apparent	aniq ko'rinadi	0.473	0.383	0.398
apparently	ko'rinib turibdi	0.531	0.410	0.426
apparition	tashqi ko'rinishi	0.406	0.573	0.636
appeal	Shikoyat qilish	0.663	0.598	0.558
appear	paydo bo'ladi	0.735	0.506	0.567
appearance	tashqi ko'rinishi	0.669	0.490	0.534
appease	tinchlantirish	0.633	0.278	0.434
appellant	da'vogar	0.327	0.588	0.568
append	qo'shing	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendektomiya	0.177	0.670	0.554
appendicitis	appenditsit	0.031	0.640	0.347
appendix	ilova	0.365	0.387	0.425
appetite	tuyadi	0.704	0.637	0.581
appetizer	E'lonni qo'shish	0.755	0.560	0.406
appetizing	tuyadi	0.806	0.657	0.688
applaud	olqishlash	0.865	0.824	0.464
applause	olqishlar	0.953	0.857	0.621
apple	olma	0.811	0.300	0.264
apple juice	olma sharbati	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	asbobdan foydalaning	0.582	0.453	0.538
appliances	texnika	0.594	0.394	0.567
applicability	qo'llanilishi mumkin	0.677	0.490	0.741
applicable	amal qilishi mumkin	0.469	0.430	0.667
applicant	arizachi	0.612	0.558	0.688
application	dastur	0.646	0.445	0.726
apply	amal qiling	0.612	0.321	0.667
appoint	tayinlash	0.565	0.330	0.509
appointment	Uchrashuv	0.688	0.594	0.547
appointments	Uchrashuvlar	0.745	0.677	0.625
apportion	taqsimlash	0.677	0.490	0.638
apportionment	ajratish	0.552	0.481	0.453
appraisal	baholash	0.417	0.667	0.682
appraise	baholang	0.677	0.490	0.696
appreciable	sezilarli	0.873	0.491	0.778
appreciate	qadrlayman	0.885	0.422	0.741
appreciated	qadrli	0.910	0.434	0.779
appreciates	qadrlaydi	0.765	0.500	0.656
appreciation	minnatdorchilik	0.917	0.529	0.588
appreciative	minnatdor	0.857	0.380	0.654
apprehend	tushunish	0.521	0.624	0.696
apprehension	tashvish	0.385	0.720	0.454
apprehensive	xavfli	0.406	0.592	0.431
apprentice	shogird	0.615	0.413	0.452
apprenticeship	ishlaydilar	0.812	0.482	0.643
approach	yondashuv	0.612	0.392	0.610
approaching	yaqinlashib kelmoqda	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	sinov	0.792	0.529	0.774
appropriate	muvofiq	0.833	0.368	0.759
appropriation	ajratish	0.510	0.632	0.717
approval	tasdiqlash	0.854	0.460	0.889
approve	tasdiqlang	0.875	0.548	0.741
approved	tasdiqlangan	0.833	0.349	0.698
approvement	tasdiqlash	0.880	0.625	0.780
approving	tasdiqlash	0.917	0.583	0.773
approximate	taxminan	0.551	0.560	0.520
approximately	taxminan	0.622	0.396	0.538
approximating	taxminan	0.583	0.615	0.471
approximation	taxminan	0.582	0.402	0.593
appurtenances	ilovalar	0.573	0.412	0.547
apricot	O'rik	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	qobiliyat	0.750	0.471	0.746
aqua	suv	0.656	0.292	0.359
aquamarine	akuamarin	0.729	0.306	0.413
aquarium	akvarium	0.663	0.327	0.393
aquatic	suv	0.677	0.510	0.463
aqueduct	suv oqimi	0.551	0.411	0.534
aqueous	suvli	0.429	0.270	0.310
arable	olinadi	0.510	0.350	0.465
arbiter	hakam	0.561	0.537	0.814
arbitrary	o'zboshimchalik bilan	0.281	0.702	0.686
arbitrate	arbitr	0.470	0.620	0.682
arbitration	arbitraj	0.587	0.602	0.670
arbitrator	arbitr	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	boshq	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	kamar	0.500	0.354	0.468
archaeological	arxeologik	0.740	0.441	0.660
archaeologist	arxeolog	0.552	0.451	0.706
archaeology	arxeologiya	0.596	0.358	0.691
archaic	arxaik	0.271	0.327	0.332
archangel	bosh farishta	0.837	0.500	0.708
archbishop	arxiepiskop	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	kemerli	0.582	0.403	0.398
archer	kamonchi	0.573	0.622	0.661
archery	okçuluk	0.594	0.604	0.589
archetype	arxetop	0.448	0.520	0.569
archipelago	arxipelag	0.745	0.370	0.592
architect	me'mor	0.776	0.442	0.836
architectural	arxitektura	0.729	0.390	0.670
architecture	arxitektura	0.820	0.390	0.694
archive	Arxiv	0.438	0.294	0.527
arctic	Arktika	0.615	0.352	0.546
ardent	qizg'in	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	qiyin	0.344	0.783	0.605
area	olgan	0.490	0.306	0.464
arena	arenada	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	munozara	0.093	0.798	0.525
argument	dalil	0.510	0.464	0.698
argumentation	argumentatsiya	0.479	0.549	0.760
argumentative	argumentativ	0.450	0.531	0.679
arguments	dalillar	0.541	0.602	0.657
arid	quruq	0.323	0.333	0.379
arise	turing	0.750	0.582	0.725
aristocracy	aristokratlar	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratik	0.449	0.519	0.676
arithmetic	arifmetik	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	qo'l	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	qurol-aslaha	0.198	0.764	0.810
armaments	qurollar	0.192	0.839	0.830
armature	armatura	0.510	0.558	0.755
armchair	kreslo	0.646	0.164	0.339
armed	qurolli	0.188	0.750	0.808
armor	zirh	0.469	0.625	0.784
armored	zirhli	0.469	0.509	0.861
armory	armiya	0.448	0.663	0.800
armpit	qo'ltiq osti	0.283	0.439	0.250
arms	qo'llar	0.464	0.395	0.483
army	armiya	0.417	0.759	0.902
aroma	aromati	0.823	0.235	0.442
aromatherapy	aromaterapiya	0.847	0.220	0.473
arousal	uyg'otish	0.791	0.943	0.731
arouse	uyg'otadi	0.740	0.491	0.580
aroused	uyg'otdi	0.708	0.952	0.667
arraignment	ariza berish	0.406	0.837	0.534
arrange	tartibga solish	0.740	0.490	0.571
arranged	ajratilgan	0.698	0.531	0.728
arrangement	tartibga solish	0.625	0.382	0.683
array	qator	0.521	0.396	0.568
arrears	qarzlar	0.286	0.485	0.302
arrest	hibsga olish	0.146	0.951	0.500
arrhythmia	aritmiya	0.265	0.706	0.356
arrival	kelishi	0.678	0.510	0.474
arrive	keling	0.837	0.406	0.585
arrogance	takabburlik	0.143	0.750	0.620
arrogant	dimog'dor	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	Arsenal	0.365	0.741	0.752
arsenic	mishyoz	0.281	0.472	0.447
arson	qasddan	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	san'at	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	arteriya	0.396	0.580	0.537
artful	mo''jizaviy	0.771	0.608	0.778
arthritis	artrit	0.110	0.518	0.345
arthropod	artropod	0.344	0.464	0.434
artichoke	artishok	0.583	0.218	0.287
article	maqola	0.594	0.280	0.481
articles	maqolalar	0.552	0.324	0.565
articulate	so'zma-so'z	0.677	0.462	0.618
articulation	qo'shimchalar	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	mozor	0.316	0.696	0.482
artificial	sun'iy	0.306	0.385	0.351
artillery	artilleriya	0.350	0.912	0.794
artisan	hunarmand	0.781	0.330	0.411
artist	rassom	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	badiiy	0.802	0.646	0.632
artistry	san'atkorlik	0.823	0.346	0.769
artists	san'atkorlar	0.796	0.667	0.741
artwork	san'at asari	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	iloji boricha tez	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	ko'tarilish	0.830	0.620	0.812
ascendancy	ustunlik	0.724	0.625	0.700
ascendant	ustun	0.656	0.673	0.821
ascending	ko'tarilgan	0.826	0.644	0.777
ascension	yuksalish	0.765	0.720	0.714
ascent	ko'tarilish	0.755	0.627	0.833
ascertain	aniqlash	0.560	0.530	0.625
ascertained	aniqlandi	0.531	0.529	0.616
ascetic	astsik	0.438	0.375	0.472
ash	kul	0.260	0.210	0.207
ashamed	uyaldi	0.156	0.588	0.228
ashes	kichkina	0.327	0.279	0.142
ashtray	shingil	0.406	0.382	0.265
asinine	asinin	0.429	0.472	0.433
ask	so'rang	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	uxlab qolgan	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	sarsabil	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	tomonlari	0.479	0.469	0.588
aspects	tomonlari	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfiksiya	0.198	0.704	0.311
asphyxiation	asfiksiya	0.059	0.745	0.412
aspiration	aspiratsiya	0.704	0.724	0.675
aspire	intizor bo'lsin	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	istaganlar	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	hujum qilish	0.378	0.510	0.500
assailant	tajovuzkor	0.184	0.868	0.602
assassin	qotil	0.073	0.933	0.632
assassinate	suiqasd qilish	0.051	0.969	0.722
assassination	suiqasd	0.083	0.941	0.525
assault	hujum	0.167	0.848	0.550
assay	tahlil qilish	0.633	0.559	0.594
assemblage	yig'ish	0.429	0.452	0.600
assemble	yig'ing	0.542	0.570	0.750
assembled	yig'ilgan	0.663	0.450	0.644
assembly	o'rnatish	0.698	0.500	0.640
assemblyman	montajchi	0.430	0.538	0.760
assent	tasdiqlash	0.615	0.515	0.719
assert	tasdiqlang	0.750	0.619	0.809
asserting	tasdiqlaydi	0.694	0.531	0.736
assertion	da'vo	0.740	0.442	0.750
assertive	shubhali	0.719	0.412	0.770
assess	baholash	0.698	0.500	0.623
assessment	baholash	0.750	0.623	0.658
assessor	baholovchi	0.551	0.538	0.764
asset	aktiv	0.797	0.765	0.788
assets	aktivlar	0.667	0.613	0.765
asshole	Tentak	0.133	0.582	0.263
assign	tayinlang	0.622	0.417	0.709
assignee	huquq egasi	0.510	0.462	0.510
assignment	tayinlash	0.483	0.398	0.745
assimilate	assimilyatsiya qilish	0.559	0.391	0.683
assimilation	assimilyatsiya	0.429	0.378	0.463
assist	yordam	0.833	0.435	0.629
assistance	yordam	0.656	0.519	0.633
assistant	yordamchi	0.625	0.390	0.536
associate	sherigi	0.812	0.409	0.625
association	uyushmasi	0.745	0.500	0.817
assorted	turli xil	0.602	0.460	0.472
assortment	assortiment	0.694	0.360	0.526
assuage	qochib ketish	0.745	0.255	0.500
assume	tasavvur qiling	0.698	0.401	0.464
assumed	taxmin qilingan	0.612	0.247	0.454
assuming	varsayar	0.740	0.390	0.526
assumption	taxmin	0.479	0.431	0.417
assurance	ishonch	0.675	0.442	0.704
assure	ishonch hosil qiling	0.910	0.460	0.839
assured	ishonch hosil qildi	0.878	0.327	0.754
assuredly	albatta	0.786	0.396	0.833
asterisk	yulduzcha	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroidlar	0.361	0.694	0.712
asthma	Astma	0.198	0.549	0.227
asthmatic	astma	0.229	0.706	0.294
astigmatism	astigmatizm	0.214	0.490	0.429
astonish	ajablanarli	0.786	0.845	0.658
astonished	hayratda qoldilar	0.510	0.775	0.574
astonishing	ajablanarli	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	hayrat	0.680	0.718	0.519
astound	hayratga tushdi	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	yolg'on	0.098	0.676	0.308
astringent	baquvvat	0.316	0.500	0.474
astrologer	munajjim	0.594	0.519	0.673
astrology	munajjimlik	0.635	0.340	0.500
astronaut	astronavt	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomik	0.600	0.632	0.726
astronomy	astronomiya	0.613	0.474	0.722
astute	zukko	0.776	0.658	0.827
asunder	bekor qilindi	0.208	0.442	0.259
asylum	boshpana	0.407	0.330	0.445
asymmetric	assimetrik	0.580	0.343	0.465
asymmetry	assimetriya	0.476	0.373	0.527
asymptotic	asimptotik	0.479	0.451	0.472
atelier	atelye	0.490	0.330	0.705
atheism	ateizm	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateistik	0.373	0.481	0.466
atherosclerosis	Ateroskleroz	0.250	0.480	0.343
athlete	sportchi	0.781	0.718	0.686
athletic	atletika	0.857	0.798	0.708
athleticism	atletizm	0.750	0.863	0.778
athletics	atletika	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfera	0.604	0.300	0.560
atmospheric	atmosferada	0.531	0.420	0.594
atoll	atolle	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atom	0.327	0.817	0.713
atone	aton	0.418	0.673	0.411
atonement	poklanish	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	dahshatli	0.073	0.811	0.445
atrocity	vahshiylik	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	biriktir	0.520	0.363	0.559
attached	biriktirilgan	0.562	0.350	0.439
attachment	biriktirma	0.570	0.343	0.500
attack	hujum	0.286	0.948	0.670
attacker	tajovuzkor	0.185	0.962	0.629
attacking	hujum qilish	0.276	0.837	0.642
attain	erishish	0.806	0.510	0.719
attainable	erishish mumkin	0.760	0.500	0.759
attainment	erishish	0.830	0.520	0.940
attempt	tashabbus	0.625	0.491	0.431
attempted	harakat qildi	0.594	0.580	0.567
attend	qatnashmoq	0.650	0.420	0.625
attendance	ishtirok etish	0.812	0.500	0.592
attendant	xizmatchi	0.580	0.365	0.519
attention	diqqat	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	ehtiyotkorlik bilan	0.812	0.520	0.724
attenuate	kamaytirish	0.408	0.302	0.429
attenuated	zaiflashgan	0.449	0.280	0.298
attenuation	susaytirishi	0.458	0.363	0.464
attest	tasdiqlash	0.439	0.710	0.685
attestation	attestatsiya	0.234	0.635	0.500
attic	boloxona	0.521	0.259	0.377
attire	kiyim-kechak	0.742	0.388	0.483
attitude	munosabat	0.760	0.644	0.861
attorney	advokat	0.600	0.594	0.754
attract	jalb qilish	0.796	0.663	0.769
attraction	diqqatga sazovor joy	0.906	0.774	0.712
attractive	jozibali	0.906	0.630	0.769
attractiveness	jozibadorlik	0.938	0.667	0.755
attributable	tegishli bo'lishi mumkin	0.704	0.430	0.527
attribute	xususiyat	0.781	0.439	0.795
attribution	atributlar	0.646	0.467	0.658
attrition	pasayish	0.229	0.540	0.259
auburn	qoziq	0.510	0.240	0.411
auction	auktsion	0.594	0.702	0.519
auctioneer	auktsioner	0.542	0.732	0.716
audacious	jasoratli	0.740	0.875	0.825
audacity	jasurlik	0.760	0.755	0.916
audible	ovozli	0.673	0.370	0.462
audience	tomoshabinlar	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	tinglash	0.750	0.685	0.615
auditions	audionlar	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditoriya	0.529	0.490	0.538
auditory	auditoriya	0.531	0.481	0.570
aught	hech narsa	0.418	0.135	0.217
augment	ko'paytirish	0.650	0.683	0.645
augmentation	kuchaytirish	0.714	0.613	0.850
august	avgust	0.652	0.292	0.462
aunt	xolasi	0.667	0.291	0.420
auntie	aètie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	himoyachi	0.542	0.500	0.634
auspicious	xayrli	0.562	0.635	0.669
austere	qattiq	0.500	0.390	0.422
austerity	tejamkorlik	0.438	0.406	0.534
authentic	haqiqiy	0.885	0.510	0.782
authenticate	autentifikatsiya qilish	0.833	0.480	0.789
authentication	autentifikatsiya	0.724	0.491	0.750
authenticity	haqiqiyligi	0.670	0.548	0.845
author	muallif	0.775	0.343	0.749
authoritative	vakolatli	0.636	0.520	0.890
authority	hokimiyat	0.592	0.592	0.934
authorization	ruxsat	0.521	0.567	0.817
authorize	avtorizatsiya qiling	0.772	0.596	0.821
authorized	vakolatli	0.760	0.458	0.815
authorship	mualliflik	0.667	0.635	0.773
autism	autizm	0.235	0.500	0.447
autistic	otistik	0.367	0.337	0.404
auto	avtomatik	0.571	0.569	0.500
autobiographical	avtobiografiya	0.909	0.462	0.582
autobiography	tarjimai holi	0.735	0.284	0.629
