Word	Hindi-hi	Valence	Arousal	Dominance
amid	के बीच	0.510	0.340	0.256
amidst	बीच में	0.480	0.330	0.316
amino	अमीनो	0.551	0.402	0.433
ammo	बारूद	0.323	0.765	0.621
ammonia	अमोनिया	0.292	0.587	0.409
ammonium	अमोनियम	0.354	0.396	0.368
ammunition	गोलाबारूद	0.338	0.635	0.667
amnesia	भूलने की बीमारी	0.296	0.330	0.308
amnesty	आम माफ़ी	0.551	0.451	0.814
amorous	रसिक	0.844	0.670	0.636
amorphous	अनाकार	0.327	0.402	0.349
amortization	ऋणमुक्ति	0.592	0.491	0.522
amount	रकम	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	एम्परसेंड	0.480	0.448	0.483
amphetamines	amphetamines	0.133	0.667	0.526
amphibian	उभयचर	0.427	0.357	0.474
amphibious	द्विधा गतिवाला	0.479	0.346	0.445
amphitheater	अखाड़ा	0.653	0.480	0.545
ample	प्रचुर	0.744	0.349	0.719
amplification	विस्तारण	0.690	0.677	0.810
amplify	बढ़ाना	0.677	0.735	0.827
amplitude	आयाम	0.694	0.439	0.692
amply	जिसकी पर्याप्त	0.781	0.431	0.766
amputate	अंग-विच्छेद करना	0.092	0.660	0.509
amputation	विच्छेदन	0.100	0.755	0.483
amuck	आपे से बाहर	0.385	0.602	0.321
amulet	ताबीज़	0.781	0.260	0.630
amuse	मन बहलाना	0.812	0.684	0.664
amused	खुश	0.942	0.847	0.596
amusement	मनोरंजन	0.929	0.837	0.803
amusing	मनोरंजक	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	एनाकोंडा	0.146	0.830	0.540
anaesthesia	बेहोशी	0.350	0.217	0.473
anaesthetic	चतनाशून्य करनेवाली औषधि	0.449	0.268	0.509
anagram	अनाग्राम	0.552	0.327	0.449
anal	गुदा	0.333	0.798	0.334
analgesic	एनाल्जेसिक	0.417	0.321	0.441
analogous	अनुरूप	0.531	0.270	0.500
analogue	अनुरूप	0.570	0.320	0.446
analogy	समानता	0.510	0.367	0.509
analysis	विश्लेषण	0.729	0.448	0.705
analyst	विश्लेषक	0.604	0.415	0.755
analytic	विश्लेषणात्मक	0.665	0.521	0.634
analytical	विश्लेषणात्मक	0.625	0.324	0.800
analyze	विश्लेषण	0.667	0.462	0.710
analyzer	विश्लेषक	0.625	0.556	0.854
anaphylactic	तीव्रगाहिता संबंधी	0.378	0.588	0.500
anarchism	अराजकतावाद	0.125	0.804	0.623
anarchist	अराजकतावादी	0.204	0.700	0.759
anarchy	अराजकता	0.146	0.755	0.620
anastomosis	सम्मिलन	0.375	0.470	0.490
anathema	अभिशाप	0.286	0.490	0.519
anatomic	शारीरिक	0.562	0.442	0.546
anatomy	शरीर रचना विज्ञान	0.562	0.390	0.571
ancestor	पूर्वज	0.592	0.388	0.594
ancestral	पैतृक	0.640	0.481	0.750
ancestry	वंशावली	0.708	0.519	0.717
anchor	लंगर	0.520	0.284	0.564
anchorage	लंगर गाह	0.500	0.325	0.639
ancient	प्राचीन	0.420	0.217	0.439
ancillary	अधीनस्थ	0.449	0.442	0.278
androgen	एण्ड्रोजन	0.255	0.523	0.527
android	एंड्रॉयड	0.663	0.436	0.500
anecdote	उपाख्यान	0.583	0.529	0.500
anemia	रक्ताल्पता	0.188	0.327	0.310
anemic	रक्तहीनता से पीड़ित	0.167	0.279	0.155
anemone	रत्नज्योति	0.552	0.538	0.327
anesthesia	बेहोशी	0.365	0.216	0.394
anesthesiologist	संज्ञाहरणविज्ञानी	0.419	0.224	0.526
anesthetic	चतनाशून्य करनेवाली औषधि	0.350	0.264	0.482
aneurysm	धमनीविस्फार	0.115	0.690	0.536
anew	नये सिरे से	0.771	0.358	0.385
angel	देवदूत	0.906	0.158	0.704
angelic	दिव्य	0.927	0.298	0.668
anger	गुस्सा	0.167	0.865	0.657
angered	नाराज	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	एनजाइना	0.230	0.630	0.464
angiogram	एंजियोग्राम	0.347	0.520	0.465
angiography	एंजियोग्राफी	0.378	0.536	0.520
angle	कोण	0.541	0.330	0.455
angling	मछली पकड़ने	0.625	0.408	0.500
angora	अंगोरा	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	गुस्सा	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	गुस्से	0.167	0.888	0.333
anguish	पीड़ा	0.153	0.792	0.265
anguished	दुखी	0.135	0.720	0.307
angular	कोणीय	0.449	0.281	0.444
anhydrous	निर्जल	0.456	0.365	0.355
animal	जानवर	0.521	0.510	0.513
animate	चेतन	0.827	0.755	0.635
animated	एनिमेटेड	0.823	0.676	0.538
animation	एनीमेशन	0.888	0.750	0.549
animosity	बैर	0.510	0.724	0.545
animus	विरोधपूर्ण भावना	0.698	0.676	0.466
ankle	टखने	0.500	0.274	0.234
anklet	पायल	0.410	0.276	0.302
annals	वर्षक्रमिक इतिहास	0.427	0.610	0.424
annex	उपभवन	0.594	0.350	0.458
annexation	राज्य-हरण	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	संहार करना	0.115	0.918	0.681
annihilated	सत्यानाश	0.080	0.760	0.324
annihilation	विनाश	0.041	0.800	0.591
anniversary	सालगिरह	0.880	0.770	0.723
annotate	व्याख्या	0.592	0.469	0.441
annotation	टिप्पणी	0.604	0.470	0.619
announce	की घोषणा	0.694	0.618	0.611
announcement	घोषणा	0.729	0.491	0.482
announcer	उद्घोषक	0.602	0.570	0.732
annoy	झुंझुला देना	0.094	0.765	0.286
annoyance	चिढ़	0.167	0.718	0.342
annoyed	नाराज हो	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	कष्टप्रद	0.082	0.853	0.348
annoys	गुस्सा दिलाती	0.146	0.778	0.435
annual	वार्षिक	0.552	0.236	0.500
annuity	वार्षिकी	0.521	0.304	0.527
annul	अन्त करना	0.250	0.448	0.364
annular	गोल	0.310	0.385	0.412
annulment	लोप	0.153	0.375	0.447
annulus	वलय	0.458	0.380	0.376
anointed	अभिषेक	0.500	0.368	0.579
anointing	अभिषेक	0.653	0.350	0.547
anomalous	नियमविरूद्ध	0.281	0.480	0.423
anomaly	विसंगति	0.188	0.538	0.404
anon	शीघ्र	0.479	0.354	0.298
anonymity	गुमनामी	0.469	0.255	0.430
anonymous	गुमनाम	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	उत्तर	0.537	0.373	0.661
answerable	जवाबदेह	0.708	0.481	0.750
answering	जवाब	0.684	0.500	0.607
ant	चींटी	0.448	0.216	0.216
antagonism	विरोध	0.224	0.618	0.524
antagonist	प्रतिपक्षी	0.240	0.615	0.700
antagonistic	विरोधी	0.296	0.604	0.565
antagonize	विरोध करना	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	पूर्वपद	0.427	0.551	0.566
antelope	मृग	0.542	0.510	0.500
antenna	एंटीना	0.521	0.327	0.358
anterior	पूर्वकाल का	0.510	0.245	0.362
anthem	गान	0.780	0.343	0.729
anthill	बांबी	0.327	0.578	0.377
anthology	संकलन	0.338	0.406	0.537
anthrax	बिसहरिया	0.188	0.730	0.500
anthropological	मानवविज्ञान	0.367	0.390	0.490
anthropologist	मानव विज्ञानी	0.551	0.385	0.725
anthropology	मनुष्य जाति का विज्ञान	0.490	0.367	0.582
anti	विरोधी	0.365	0.412	0.384
antiaircraft	विमानभेदी	0.330	0.622	0.629
antibiotic	एंटीबायोटिक दवाओं	0.510	0.373	0.658
antibiotics	एंटीबायोटिक दवाओं	0.448	0.406	0.557
antichrist	ईसा मसीह का शत्रु	0.082	0.837	0.544
anticipate	आशा	0.622	0.469	0.667
anticipation	प्रत्याशा	0.698	0.539	0.711
anticipatory	अग्रिम	0.653	0.551	0.682
antics	हरकतों	0.448	0.740	0.236
antidote	विषहर औषध	0.541	0.490	0.629
antifungal	ऐंटिफंगल	0.408	0.412	0.441
antigravity	गुरुत्वाकर्षण विरोधी	0.430	0.714	0.658
antimony	सुरमा	0.378	0.398	0.490
antipathy	घृणा	0.198	0.549	0.393
antiquarian	पुरातात्त्विक	0.500	0.233	0.426
antiquated	प्राचीन	0.420	0.392	0.236
antique	एंटीक	0.634	0.290	0.518
antiques	प्राचीन वस्तुओं	0.540	0.370	0.595
antiquity	प्राचीन काल	0.385	0.333	0.556
antiseptic	सड़न रोकनेवाली दबा	0.438	0.370	0.623
antisocial	सामाजिक सिद्धान्तों के विस्र्द्ध	0.146	0.686	0.391
antithesis	विलोम	0.396	0.412	0.536
antithetical	विरोधात्मक	0.271	0.509	0.358
antiviral	एंटीवायरल	0.459	0.470	0.549
antler	बारहसिंगे के शाखादार सींग	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	गुदा	0.347	0.644	0.350
anvil	निहाई	0.380	0.510	0.604
anxiety	चिंता	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	चिंतित	0.281	0.875	0.434
anxiousness	चिंता	0.235	0.814	0.282
anytime	किसी भी समय	0.625	0.461	0.436
aorta	महाधमनी	0.448	0.510	0.542
aortic	महाधमनी	0.436	0.540	0.438
apace	झटपट	0.536	0.500	0.536
apache	अमरीका की एक मूल जनजाति	0.687	0.469	0.500
apartment	फ्लैट	0.719	0.393	0.580
apartments	अपार्टमेंट	0.704	0.337	0.443
apathetic	उदासीन	0.188	0.292	0.333
apathy	उदासीनता	0.184	0.212	0.204
ape	अनुकरण करना	0.548	0.389	0.336
aperture	छेद	0.612	0.450	0.667
apex	सर्वोच्च	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	कामोद्दीपक	0.750	0.846	0.667
apiece	एक टुकड़ा	0.439	0.259	0.383
aplomb	अभिमान	0.500	0.509	0.582
apocalypse	कयामत	0.050	0.867	0.736
apocalyptic	सर्वनाशक	0.173	0.880	0.750
apologetic	क्षमाशील	0.479	0.461	0.571
apologist	क्षमा की प्रार्थना करनेवाला	0.406	0.429	0.526
apologize	माफी माँगता हूँ	0.551	0.378	0.389
apology	क्षमायाचना	0.571	0.346	0.402
apostasy	स्वधर्मत्याग	0.388	0.520	0.517
apostate	स्वधर्मत्यागी	0.342	0.500	0.528
apostle	प्रेरित	0.646	0.347	0.732
apostolic	देवदूत-संबंधी	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	अत्तार	0.561	0.328	0.529
appalled	चकित	0.194	0.792	0.562
appalling	भय उत्पन्न करनेवाला	0.160	0.827	0.415
apparatus	उपकरण	0.375	0.353	0.377
apparel	परिधान	0.698	0.435	0.453
apparent	स्पष्ट	0.473	0.383	0.398
apparently	जाहिरा तौर पर	0.531	0.410	0.426
apparition	प्रेत	0.406	0.573	0.636
appeal	अपील	0.663	0.598	0.558
appear	दिखाई	0.735	0.506	0.567
appearance	दिखावट	0.669	0.490	0.534
appease	खुश	0.633	0.278	0.434
appellant	अपील करनेवाला	0.327	0.588	0.568
append	जोड़ना	0.573	0.464	0.453
appendage	अनुबंध	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	पथरी	0.031	0.640	0.347
appendix	अनुबंध	0.365	0.387	0.425
appetite	भूख	0.704	0.637	0.581
appetizer	क्षुधावर्धक	0.755	0.560	0.406
appetizing	स्वादिष्ट	0.806	0.657	0.688
applaud	सराहना	0.865	0.824	0.464
applause	वाहवाही	0.953	0.857	0.621
apple	सेब	0.811	0.300	0.264
apple juice	सेब का रस	0.765	0.204	0.294
applejack	से बनाया गया है	0.604	0.431	0.473
applesauce	चापलूसी	0.750	0.167	0.291
appliance	उपकरण	0.582	0.453	0.538
appliances	उपकरण	0.594	0.394	0.567
applicability	प्रयोज्यता	0.677	0.490	0.741
applicable	उपयुक्त	0.469	0.430	0.667
applicant	आवेदक	0.612	0.558	0.688
application	आवेदन	0.646	0.445	0.726
apply	लागू करें	0.612	0.321	0.667
appoint	नियुक्त करना	0.565	0.330	0.509
appointment	नियुक्ति	0.688	0.594	0.547
appointments	नियुक्तियों	0.745	0.677	0.625
apportion	बांटना	0.677	0.490	0.638
apportionment	विभाजन	0.552	0.481	0.453
appraisal	मूल्यांकन	0.417	0.667	0.682
appraise	आंकना	0.677	0.490	0.696
appreciable	प्रशंसनीय	0.873	0.491	0.778
appreciate	सराहना	0.885	0.422	0.741
appreciated	की सराहना की	0.910	0.434	0.779
appreciates	की सराहना करता है	0.765	0.500	0.656
appreciation	प्रशंसा	0.917	0.529	0.588
appreciative	सराहना	0.857	0.380	0.654
apprehend	पकड़ना	0.521	0.624	0.696
apprehension	डर	0.385	0.720	0.454
apprehensive	भयभीत	0.406	0.592	0.431
apprentice	प्रशिक्षु	0.615	0.413	0.452
apprenticeship	शागिर्दी	0.812	0.482	0.643
approach	पहुंच	0.612	0.392	0.610
approaching	आ	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	प्रशंसा	0.792	0.529	0.774
appropriate	उपयुक्त	0.833	0.368	0.759
appropriation	विनियोग	0.510	0.632	0.717
approval	अनुमोदन	0.854	0.460	0.889
approve	मंजूर	0.875	0.548	0.741
approved	मंजूर की	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	का अनुमोदन	0.917	0.583	0.773
approximate	अनुमानित	0.551	0.560	0.520
approximately	लगभग	0.622	0.396	0.538
approximating	अनुमान करने वाले	0.583	0.615	0.471
approximation	सन्निकटन	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	खुबानी	0.708	0.320	0.278
apron	तहबंद	0.582	0.208	0.245
apt	उपयुक्त	0.582	0.418	0.382
aptitude	योग्यता	0.750	0.471	0.746
aqua	पानी	0.656	0.292	0.359
aquamarine	अक्वामरीन	0.729	0.306	0.413
aquarium	मछलीघर	0.663	0.327	0.393
aquatic	जलीय	0.677	0.510	0.463
aqueduct	नहर	0.551	0.411	0.534
aqueous	जलीय	0.429	0.270	0.310
arable	कृषि योग्य	0.510	0.350	0.465
arbiter	मध्यस्थ	0.561	0.537	0.814
arbitrary	मनमाना	0.281	0.702	0.686
arbitrate	पंचायत करना	0.470	0.620	0.682
arbitration	मध्यस्थता	0.587	0.602	0.670
arbitrator	पंच	0.385	0.448	0.795
arbor	कुंज	0.583	0.490	0.591
arc	चाप	0.552	0.388	0.396
arcade	आर्केड	0.676	0.521	0.502
arcane	भेद का	0.500	0.490	0.637
arch	मेहराब	0.500	0.354	0.468
archaeological	पुरातात्विक	0.740	0.441	0.660
archaeologist	पुरातत्त्ववेत्ता	0.552	0.451	0.706
archaeology	पुरातत्त्व	0.596	0.358	0.691
archaic	प्राचीन	0.271	0.327	0.332
archangel	प्रधान देवदूत	0.837	0.500	0.708
archbishop	मुख्य धर्माध्यक्ष	0.622	0.280	0.776
archdiocese	Archdiocese	0.400	0.321	0.704
archduke	आर्कड्यूक	0.458	0.413	0.634
arched	मेहराबदार	0.582	0.403	0.398
