Word	Hmong-hmn	Valence	Arousal	Dominance
analogy	analogy	0.510	0.367	0.509
analysis	tsom xam	0.729	0.448	0.705
analyst	analyst	0.604	0.415	0.755
analytic	Analytic	0.665	0.521	0.634
analytical	analytical	0.625	0.324	0.800
analyze	txheeb xyuas	0.667	0.462	0.710
analyzer	tshuaj ntsuam	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarchy	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	txwv zeej txwv koob	0.592	0.388	0.594
ancestral	kwvtij	0.640	0.481	0.750
ancestry	poj yawm txwv	0.708	0.519	0.717
anchor	thauj tog rau nkoj	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	ancient	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	hauv xov tooj ntawd	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	tshuaj loog	0.365	0.216	0.394
anesthesiologist	tus mob anesthesiologist	0.419	0.224	0.526
anesthetic	tshuaj loog	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	ib zaug	0.771	0.358	0.385
angel	Angel	0.906	0.158	0.704
angelic	tub txib	0.927	0.298	0.668
anger	npau taws	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	kaum	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	npau taws	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	anguish	0.153	0.792	0.265
anguished	ntxhov siab	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	tsiaj	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	kev thuam	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	pob luj taws	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	Ntxiv mus	0.594	0.350	0.458
annexation	muab tso tawm	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	rhuav tshem	0.115	0.918	0.681
annihilated	puas tsuaj	0.080	0.760	0.324
annihilation	kev puas tsuaj	0.041	0.800	0.591
anniversary	hnub tseem ceeb	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	annotation	0.604	0.470	0.619
announce	tshaj tawm	0.694	0.618	0.611
announcement	tshaj tawm	0.729	0.491	0.482
announcer	tshaj tawm	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	ntxhov siab	0.167	0.718	0.342
annoyed	ntxhov siab	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	annoying	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	txhua xyoo	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	tshem tawm	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	rho tawm	0.153	0.375	0.447
annulus	ua haujlwm	0.458	0.380	0.376
anointed	xaiv tseg	0.500	0.368	0.579
anointing	kev pleev roj	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	lawv	0.469	0.255	0.430
anonymous	tsis qhia npe	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	teb	0.537	0.373	0.661
answerable	teb tau	0.708	0.481	0.750
answering	teb	0.684	0.500	0.607
ant	ntsaum	0.448	0.216	0.216
antagonism	kev sib ceg	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistic	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	kav hlau txais xov	0.521	0.327	0.358
anterior	sab nrauv	0.510	0.245	0.362
anthem	Anthem	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	tshuaj tua kab mob	0.510	0.373	0.658
antibiotics	tshuaj tua kab mob	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	cia siab tias yuav ua li cas	0.622	0.469	0.667
anticipation	kev cia siab	0.698	0.539	0.711
anticipatory	kev cia siab	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	kev ua phem	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	tus neeg sau	0.500	0.233	0.426
antiquated	qub	0.420	0.392	0.236
antique	antique	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	yav dhau los	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	kev thuam	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	tshuaj tua kab mob	0.459	0.470	0.549
antler	tus ntses	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	thaiv	0.380	0.510	0.604
anxiety	ntxhov siab vim	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	txhawj xeeb	0.281	0.875	0.434
anxiousness	txhawj xeeb	0.235	0.814	0.282
anytime	txhua lub sijhawm	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	chav tsev	0.719	0.393	0.580
apartments	qhov chaw	0.704	0.337	0.443
apathetic	tsis xav	0.188	0.292	0.333
apathy	apathy	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	aperture	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	apiece	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	thov txim	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	thov zam txim	0.551	0.378	0.389
apology	thov txim	0.571	0.346	0.402
apostasy	tso kev ntseeg tseg	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	tus tubtxib	0.646	0.347	0.732
apostolic	apostolic	0.592	0.300	0.717
apostrophe	rho tawm	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	tsis zoo	0.194	0.792	0.562
appalling	tsis zoo	0.160	0.827	0.415
apparatus	apparatus	0.375	0.353	0.377
apparel	tsoo	0.698	0.435	0.453
apparent	khees	0.473	0.383	0.398
apparently	thaj	0.531	0.410	0.426
apparition	yam ntxwv	0.406	0.573	0.636
appeal	rov hais dua	0.663	0.598	0.558
appear	tshwm sim	0.735	0.506	0.567
appearance	tsos	0.669	0.490	0.534
appease	appease	0.633	0.278	0.434
appellant	kev tsocai	0.327	0.588	0.568
append	append	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	tus txiv neej appendectomy	0.177	0.670	0.554
appendicitis	kab mob appendicitis	0.031	0.640	0.347
appendix	cov ntawv appendix	0.365	0.387	0.425
appetite	qab los noj mov	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	noj zaub mov	0.806	0.657	0.688
applaud	npuaj teg	0.865	0.824	0.464
applause	npuaj teg	0.953	0.857	0.621
apple	kua	0.811	0.300	0.264
apple juice	kua kua txiv	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	cov khoom siv	0.582	0.453	0.538
appliances	khoom siv	0.594	0.394	0.567
applicability	ua ntaub ntawv thov	0.677	0.490	0.741
applicable	siv tau	0.469	0.430	0.667
applicant	tus neeg thov	0.612	0.558	0.688
application	daim ntawv thov	0.646	0.445	0.726
apply	thov	0.612	0.321	0.667
appoint	xaiv	0.565	0.330	0.509
appointment	lub sij hawm	0.688	0.594	0.547
appointments	teem caij	0.745	0.677	0.625
apportion	apportion	0.677	0.490	0.638
apportionment	apportionment	0.552	0.481	0.453
appraisal	ntsuam xyuas	0.417	0.667	0.682
appraise	pom zoo	0.677	0.490	0.696
appreciable	appreciable	0.873	0.491	0.778
appreciate	ua tsaug	0.885	0.422	0.741
appreciated	ua tsaug	0.910	0.434	0.779
appreciates	ua tsaug	0.765	0.500	0.656
appreciation	kev txaus siab	0.917	0.529	0.588
appreciative	tsaug	0.857	0.380	0.654
apprehend	ntes	0.521	0.624	0.696
apprehension	kev txhawj xeeb	0.385	0.720	0.454
apprehensive	txhawj xeeb	0.406	0.592	0.431
apprentice	apprentice	0.615	0.413	0.452
apprenticeship	kawm tiav	0.812	0.482	0.643
approach	mus kom ze	0.612	0.392	0.610
approaching	nce	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	kev pom zoo	0.792	0.529	0.774
appropriate	tsim nyog	0.833	0.368	0.759
appropriation	kev tsim nyog	0.510	0.632	0.717
approval	kev pom zoo	0.854	0.460	0.889
approve	pom zoo	0.875	0.548	0.741
approved	pom zoo	0.833	0.349	0.698
approvement	kev pom zoo	0.880	0.625	0.780
approving	pom zoo	0.917	0.583	0.773
approximate	kwv yees	0.551	0.560	0.520
approximately	kwv yees li ntawm	0.622	0.396	0.538
approximating	kwv yees	0.583	0.615	0.471
approximation	kwv yees	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	muaj peev xwm	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	thoob dej yug ntses	0.663	0.327	0.393
aquatic	dej haus	0.677	0.510	0.463
aqueduct	aqueduct	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	cais	0.561	0.537	0.814
arbitrary	arbitrary	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	arbitration	0.587	0.602	0.670
arbitrator	arbitrator	0.385	0.448	0.795
arbor	qhov chaw	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	Arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	tus thawj	0.500	0.354	0.468
archaeological	archaeological	0.740	0.441	0.660
archaeologist	archaeologist	0.552	0.451	0.706
archaeology	archeology	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	tus thawj tubtxib saum ntuj	0.837	0.500	0.708
archbishop	Archbishop	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	hneev taw	0.573	0.622	0.661
archery	hneev	0.594	0.604	0.589
archetype	kev xav	0.448	0.520	0.569
archipelago	kws kho mob	0.745	0.370	0.592
architect	kws kes duab vajtse	0.776	0.442	0.836
architectural	architectural	0.729	0.390	0.670
architecture	architecture	0.820	0.390	0.694
archive	archive	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	arduous	0.344	0.783	0.605
area	cheeb tsam	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	yogola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	sib cav	0.093	0.798	0.525
argument	sib cav	0.510	0.464	0.698
argumentation	sib cav	0.479	0.549	0.760
argumentative	sib cav	0.450	0.531	0.679
arguments	sib cav	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	sawv	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	sib tham	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	npab	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	Caj Laj	0.198	0.764	0.810
armaments	armaments	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	lub rooj zaum tsa tes	0.646	0.164	0.339
armed	armed	0.188	0.750	0.808
armor	armor	0.469	0.625	0.784
armored	armored	0.469	0.509	0.861
armory	armory	0.448	0.663	0.800
armpit	qhov tsoo	0.283	0.439	0.250
arms	caj npab	0.464	0.395	0.483
army	pab tub rog	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	hloov siab	0.740	0.491	0.580
aroused	aroused	0.708	0.952	0.667
arraignment	kev cog lus	0.406	0.837	0.534
arrange	npaj	0.740	0.490	0.571
arranged	teem caij	0.698	0.531	0.728
arrangement	kev npaj	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	tshuav nqi	0.286	0.485	0.302
arrest	ntes	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	tuaj txog	0.678	0.510	0.474
arrive	tuaj txog	0.837	0.406	0.585
arrogance	kev khavtheeb	0.143	0.750	0.620
arrogant	khav theeb	0.115	0.755	0.580
arrow	xub	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	hluav taws	0.133	0.904	0.567
arsonist	kev txheeb ze	0.348	0.840	0.500
art	kos duab	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	kev hlab ntsha	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	mob caj dab	0.110	0.518	0.345
arthropod	kab ntsig	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	Tshooj	0.594	0.280	0.481
articles	cov khoom	0.552	0.324	0.565
articulate	articulate	0.677	0.462	0.618
articulation	kev sibtham	0.479	0.480	0.591
artifact	khoom cuav	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	khoom dag	0.306	0.385	0.351
artillery	artillery	0.350	0.912	0.794
artisan	tus neeg kawm	0.781	0.330	0.411
artist	artist	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistic	0.802	0.646	0.632
artistry	kos duab	0.823	0.346	0.769
artists	kos duab	0.796	0.667	0.741
artwork	artwork	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	ascend	0.830	0.620	0.812
ascendancy	ascendancy	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	ascending	0.826	0.644	0.777
ascension	qaum	0.765	0.720	0.714
ascent	ascent	0.755	0.627	0.833
ascertain	ascertain	0.560	0.530	0.625
ascertained	ascertained	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	tshauv	0.260	0.210	0.207
ashamed	txaj muag	0.156	0.588	0.228
ashes	tshauv	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	nug	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	pw tsaug zog	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	nam	0.479	0.469	0.588
aspects	yam	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asphalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	aspiration	0.704	0.724	0.675
aspire	cia siab	0.812	0.469	0.722
aspirin	tshuaj aspirin	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	kev pab	0.323	0.750	0.345
assail	kev ua phem	0.378	0.510	0.500
assailant	kev saib xyuas	0.184	0.868	0.602
assassin	tua neeg	0.073	0.933	0.632
assassinate	assassinate	0.051	0.969	0.722
assassination	kev tua neeg	0.083	0.941	0.525
assault	quab yuam	0.167	0.848	0.550
assay	ntsuam xyuas	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	sib sau	0.542	0.570	0.750
assembled	sib sau ua ke	0.663	0.450	0.644
assembly	sib dhos	0.698	0.500	0.640
assemblyman	ua ke	0.430	0.538	0.760
assent	assent	0.615	0.515	0.719
assert	hais	0.750	0.619	0.809
asserting	kev pom	0.694	0.531	0.736
assertion	assertion	0.740	0.442	0.750
assertive	paub tseeb	0.719	0.412	0.770
assess	ntsuam xyuas	0.698	0.500	0.623
assessment	kev ntsuam xyuas	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	khoom vaj khoom tsev	0.797	0.765	0.788
assets	cuab tam	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	cob	0.622	0.417	0.709
assignee	tso cai	0.510	0.462	0.510
assignment	ntus	0.483	0.398	0.745
assimilate	assimilate	0.559	0.391	0.683
assimilation	assimilation	0.429	0.378	0.463
assist	pab	0.833	0.435	0.629
assistance	kev pab	0.656	0.519	0.633
assistant	tus pab	0.625	0.390	0.536
associate	associate	0.812	0.409	0.625
association	koom haum	0.745	0.500	0.817
assorted	assorted	0.602	0.460	0.472
assortment	assortment	0.694	0.360	0.526
assuage	kev pabcuam	0.745	0.255	0.500
assume	xav tias	0.698	0.401	0.464
assumed	lam xav	0.612	0.247	0.454
assuming	Piv txwv	0.740	0.390	0.526
assumption	kwv yees	0.479	0.431	0.417
assurance	kev ruaj siab	0.675	0.442	0.704
assure	paub tseeb	0.910	0.460	0.839
assured	paub zoo	0.878	0.327	0.754
assuredly	khov kho	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	mob ntsws asthma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	xav tsis thoob	0.786	0.845	0.658
astonished	xav tsis thoob	0.510	0.775	0.574
astonishing	xav tsis thoob	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	xav tsis thoob	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	yuam kev	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronomer	0.750	0.509	0.735
astronomical	astronomical	0.600	0.632	0.726
astronomy	astronomy	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	lub tsev vwm	0.407	0.330	0.445
asymmetric	asymmetric	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	atheist	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	kis las	0.781	0.718	0.686
athletic	kis las	0.857	0.798	0.708
athleticism	kev ua kis las	0.750	0.863	0.778
athletics	kis las kis las	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	cua	0.604	0.300	0.560
atmospheric	atmospheric	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomic	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	txoj kev tuag	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	xa	0.520	0.363	0.559
attached	sau nrog	0.562	0.350	0.439
attachment	txuas	0.570	0.343	0.500
attack	nres	0.286	0.948	0.670
attacker	attacker	0.185	0.962	0.629
attacking	zuj zus	0.276	0.837	0.642
attain	attain	0.806	0.510	0.719
attainable	attainable	0.760	0.500	0.759
attainment	attainment	0.830	0.520	0.940
attempt	sim	0.625	0.491	0.431
attempted	sim ua	0.594	0.580	0.567
attend	tuaj koom	0.650	0.420	0.625
attendance	tuaj koom	0.812	0.500	0.592
attendant	tus saib xyuas	0.580	0.365	0.519
attention	mloog	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	attentive	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	kev poob siab	0.458	0.363	0.464
attest	attest	0.439	0.710	0.685
attestation	attestation	0.234	0.635	0.500
attic	attic	0.521	0.259	0.377
attire	attire	0.742	0.388	0.483
attitude	cwj pwm	0.760	0.644	0.861
attorney	kws lij choj	0.600	0.594	0.754
attract	nyiam	0.796	0.663	0.769
attraction	attraction	0.906	0.774	0.712
attractive	txaus nyiam	0.906	0.630	0.769
attractiveness	attractiveness	0.938	0.667	0.755
attributable	attributable	0.704	0.430	0.527
attribute	tus cwj pwm	0.781	0.439	0.795
attribution	chaw nyob	0.646	0.467	0.658
attrition	attrition	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	auction	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	audacious	0.740	0.875	0.825
audacity	audacity	0.760	0.755	0.916
audible	audible	0.673	0.370	0.462
audience	mloog	0.698	0.610	0.613
audio	suab	0.709	0.425	0.370
audit	tshawb xyuas	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	soj ntsuam	0.582	0.571	0.726
auditorium	chav sib tw	0.529	0.490	0.538
auditory	hnov suab	0.531	0.481	0.570
aught	sib tham	0.418	0.135	0.217
augment	augment	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	August	0.652	0.292	0.462
aunt	phauj	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	qhabnias	0.885	0.510	0.782
authenticate	ua pov thawj	0.833	0.480	0.789
authentication	authentication	0.724	0.491	0.750
authenticity	authenticity	0.670	0.548	0.845
author	sau	0.775	0.343	0.749
authoritative	ntaub ntawv pov thawj	0.636	0.520	0.890
authority	txoj cai	0.592	0.592	0.934
authorization	kev tso cai	0.521	0.567	0.817
authorize	tso cai	0.772	0.596	0.821
authorized	tso cai	0.760	0.458	0.815
authorship	sau ntawv	0.667	0.635	0.773
autism	Autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	pib	0.571	0.569	0.500
autobiographical	sau ntawv	0.909	0.462	0.582
autobiography	phau ntawv keeb kwm	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	kos duab	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	kaw	0.578	0.402	0.632
automatic	tsis siv neeg	0.562	0.433	0.664
automobile	tsheb	0.753	0.625	0.534
automotive	tsheb	0.656	0.520	0.577
autonomy	autonomy	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	Autumn	0.765	0.204	0.450
auxiliary	pabcuam	0.622	0.471	0.509
avail	avail	0.800	0.430	0.603
availability	muaj	0.796	0.544	0.600
available	muaj	0.844	0.356	0.623
