Word	Kurdish-ku	Valence	Arousal	Dominance
analytical	analîzîkî	0.625	0.324	0.800
analyze	lêkolîn	0.667	0.462	0.710
analyzer	analîz	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchist	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarşî	0.146	0.755	0.620
anastomosis	anastomos	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomîk	0.562	0.442	0.546
anatomy	enatomî	0.562	0.390	0.571
ancestor	pêşî	0.592	0.388	0.594
ancestral	bavê bavêjin	0.640	0.481	0.750
ancestry	bapîran	0.708	0.519	0.717
anchor	lenger	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	kevnar	0.420	0.217	0.439
ancillary	xerîb	0.449	0.442	0.278
androgen	ûrogen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	berbiçav	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	xwînkêmî	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	jarepûç	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	anew	0.771	0.358	0.385
angel	milyaket	0.906	0.158	0.704
angelic	milyaket	0.927	0.298	0.668
anger	hêrs	0.167	0.865	0.657
angered	hêrs	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angografî	0.378	0.536	0.520
angle	qozî	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	dijwar	0.094	0.892	0.430
angry	hêrsbû	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	xist	0.167	0.888	0.333
anguish	xemgîniyê	0.153	0.792	0.265
anguished	xemgîn kirin	0.135	0.720	0.307
angular	kewçêr	0.449	0.281	0.444
anhydrous	bêhêz	0.456	0.365	0.355
animal	teba	0.521	0.510	0.513
animate	jîyandan	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	jayandarî	0.888	0.750	0.549
animosity	dijminatî	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	gûzok	0.500	0.274	0.234
anklet	qeşikê	0.410	0.276	0.302
annals	salan	0.427	0.610	0.424
annex	xanîber	0.594	0.350	0.458
annexation	têkildarî	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	qirkirin	0.115	0.918	0.681
annihilated	hilweşandin	0.080	0.760	0.324
annihilation	qirkirinî	0.041	0.800	0.591
anniversary	salveger	0.880	0.770	0.723
annotate	nirxandin	0.592	0.469	0.441
annotation	nirxandin	0.604	0.470	0.619
announce	nasdayin	0.694	0.618	0.611
announcement	daxûyanî	0.729	0.491	0.482
announcer	ragihand	0.602	0.570	0.732
annoy	xûlîkirin	0.094	0.765	0.286
annoyance	hêrs	0.167	0.718	0.342
annoyed	şaş	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	hêrsane	0.082	0.853	0.348
annoys	giran	0.146	0.778	0.435
annual	yeksalî	0.552	0.236	0.500
annuity	salê	0.521	0.304	0.527
annul	rakirin	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	bişûndekişandinî	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	xwerû	0.500	0.368	0.579
anointing	rûniştin	0.653	0.350	0.547
anomalous	xemgîn	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymous	0.469	0.255	0.430
anonymous	bênav	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	bersiv	0.537	0.373	0.661
answerable	berpisîyarî	0.708	0.481	0.750
answering	bersîva	0.684	0.500	0.607
ant	gêrîk	0.448	0.216	0.216
antagonism	dijminatî	0.224	0.618	0.524
antagonist	dijber	0.240	0.615	0.700
antagonistic	dijberî	0.296	0.604	0.565
antagonize	li dij şerkirin	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	xezal	0.542	0.510	0.500
antenna	antên	0.521	0.327	0.358
anterior	nîv	0.510	0.245	0.362
anthem	marş	0.780	0.343	0.729
anthill	girikê gêrîkan	0.327	0.578	0.377
anthology	antolojî	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	antropolojîk	0.367	0.390	0.490
anthropologist	antropologist	0.551	0.385	0.725
anthropology	antropropolojiyê	0.490	0.367	0.582
anti	dijî	0.365	0.412	0.384
antiaircraft	antîircraft	0.330	0.622	0.629
antibiotic	antîbîyotîk	0.510	0.373	0.658
antibiotics	antibiotics	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	payin	0.622	0.469	0.667
anticipation	payinî	0.698	0.539	0.711
anticipatory	pêşniyarê	0.653	0.551	0.682
antics	antîk	0.448	0.740	0.236
antidote	dermanê li dijî tiştekî	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	antîbîran	0.500	0.233	0.426
antiquated	berbiçav	0.420	0.392	0.236
antique	kevnar	0.634	0.290	0.518
antiques	etnîkî	0.540	0.370	0.595
antiquity	kevnedem	0.385	0.333	0.556
antiseptic	antîseptîk	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	qûn	0.347	0.644	0.350
anvil	hors	0.380	0.510	0.604
anxiety	meraq	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	meraqkirî	0.281	0.875	0.434
anxiousness	xemgîniyê	0.235	0.814	0.282
anytime	herdem	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	bêhêz	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	mal	0.719	0.393	0.580
apartments	apartments	0.704	0.337	0.443
apathetic	neheq	0.188	0.292	0.333
apathy	neheqî	0.184	0.212	0.204
ape	meymûn	0.548	0.389	0.336
aperture	aperture	0.612	0.450	0.667
apex	serînî	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	bistînin	0.439	0.259	0.383
aplomb	aplombê	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	borîne	0.479	0.461	0.571
apologist	apologîst	0.406	0.429	0.526
apologize	borîxwestin	0.551	0.378	0.389
apology	borî	0.571	0.346	0.402
apostasy	şandî	0.388	0.520	0.517
apostate	şandî	0.342	0.500	0.528
apostle	rêber	0.646	0.347	0.732
apostolic	şandî	0.592	0.300	0.717
apostrophe	tîpveqetok	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	berbiçav	0.194	0.792	0.562
appalling	xofane	0.160	0.827	0.415
apparatus	hacet	0.375	0.353	0.377
apparel	cilan	0.698	0.435	0.453
apparent	dîyare	0.473	0.383	0.398
apparently	qey	0.531	0.410	0.426
apparition	xuya dike	0.406	0.573	0.636
appeal	lidijrabûn	0.663	0.598	0.558
appear	xûyabûn	0.735	0.506	0.567
appearance	xuyabûnî	0.669	0.490	0.534
appease	sivikkirin	0.633	0.278	0.434
appellant	berbiçav	0.327	0.588	0.568
append	veşartin	0.573	0.464	0.453
appendage	perestgehê	0.229	0.382	0.438
appendectomy	tewrê	0.177	0.670	0.554
appendicitis	sepandin	0.031	0.640	0.347
appendix	revîyê kor	0.365	0.387	0.425
appetite	dilbijîn	0.704	0.637	0.581
appetizer	xemgîniyê	0.755	0.560	0.406
appetizing	xistin	0.806	0.657	0.688
applaud	çepiklêdan	0.865	0.824	0.464
applause	çepik	0.953	0.857	0.621
apple	sêv	0.811	0.300	0.264
apple juice	juê apple	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	pêvdank	0.582	0.453	0.538
appliances	pêwist	0.594	0.394	0.567
applicability	bicîhkirinê	0.677	0.490	0.741
applicable	lêtê	0.469	0.430	0.667
applicant	namzêd	0.612	0.558	0.688
application	bikaranînî	0.646	0.445	0.726
apply	bikaranîn	0.612	0.321	0.667
appoint	navkirin	0.565	0.330	0.509
appointment	binavkirî	0.688	0.594	0.547
appointments	rûniştin	0.745	0.677	0.625
apportion	lêgerîn	0.677	0.490	0.638
apportionment	veguhestinê	0.552	0.481	0.453
appraisal	qinetbirrînî	0.417	0.667	0.682
appraise	texmînkirin	0.677	0.490	0.696
appreciable	dilsoz	0.873	0.491	0.778
appreciate	rûmetdan	0.885	0.422	0.741
appreciated	spas kirin	0.910	0.434	0.779
appreciates	pesnê	0.765	0.500	0.656
appreciation	rûmetdanî	0.917	0.529	0.588
appreciative	dilsoz	0.857	0.380	0.654
apprehend	girtin	0.521	0.624	0.696
apprehension	binçavkirinî	0.385	0.720	0.454
apprehensive	nerehet	0.406	0.592	0.431
apprentice	şagird	0.615	0.413	0.452
apprenticeship	dema şagirdîyê	0.812	0.482	0.643
approach	nêzîkbûhatinî	0.612	0.392	0.610
approaching	nêzîk	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	nirxandin	0.792	0.529	0.774
appropriate	maqûl	0.833	0.368	0.759
appropriation	tezmînatê	0.510	0.632	0.717
approval	qayilî	0.854	0.460	0.889
approve	destûrdan	0.875	0.548	0.741
approved	pejirandin	0.833	0.349	0.698
approvement	erêkirin	0.880	0.625	0.780
approving	pejirandin	0.917	0.583	0.773
approximate	nêzî	0.551	0.560	0.520
approximately	teqrîben	0.622	0.396	0.538
approximating	nêzîk	0.583	0.615	0.471
approximation	nêzîkbûnê	0.582	0.402	0.593
appurtenances	zelal	0.573	0.412	0.547
apricot	mişmiş	0.708	0.320	0.278
apron	pêşmal	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	jêhatî	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	kûzikê masîyan	0.663	0.327	0.393
aquatic	ozîkî	0.677	0.510	0.463
aqueduct	pira lûlê avê	0.551	0.411	0.534
aqueous	paqij	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	kêfî	0.281	0.702	0.686
arbitrate	lihevanîn	0.470	0.620	0.682
arbitration	lihevanînî	0.587	0.602	0.670
arbitrator	dad	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	taqa	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	taqa	0.500	0.354	0.468
archaeological	arkeolojî	0.740	0.441	0.660
archaeologist	arkelog	0.552	0.451	0.706
archaeology	arkelojî	0.596	0.358	0.691
archaic	kevn	0.271	0.327	0.332
archangel	pirtûkxaneyê	0.837	0.500	0.708
archbishop	archbishop	0.622	0.280	0.776
archdiocese	arşîdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	çêdike	0.582	0.403	0.398
archer	tîrevan	0.573	0.622	0.661
archery	tîravêtin	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	girav	0.745	0.370	0.592
architect	mîmar	0.776	0.442	0.836
architectural	avahiyê	0.729	0.390	0.670
architecture	avakarî	0.820	0.390	0.694
archive	arşîv	0.438	0.294	0.527
arctic	arctîk	0.615	0.352	0.546
ardent	êşent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	hişk	0.344	0.783	0.605
area	dewer	0.490	0.306	0.464
arena	şermeydan	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	şerkirin	0.093	0.798	0.525
argument	bersivk	0.510	0.464	0.698
argumentation	argûmetê	0.479	0.549	0.760
argumentative	şerxwaz	0.450	0.531	0.679
arguments	argûman	0.541	0.602	0.657
arid	hişk	0.323	0.333	0.379
arise	çêbûn	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	riyazî	0.453	0.460	0.634
ark	arka	0.396	0.427	0.543
arm	pîl	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	çekkirî	0.198	0.764	0.810
armaments	çekan	0.192	0.839	0.830
armature	çekan	0.510	0.558	0.755
armchair	runiştok	0.646	0.164	0.339
armed	çekkirî	0.188	0.750	0.808
armor	çekdarî	0.469	0.625	0.784
armored	çek kirin	0.469	0.509	0.861
armory	çekxane	0.448	0.663	0.800
armpit	binpî	0.283	0.439	0.250
arms	çek	0.464	0.395	0.483
army	artêş	0.417	0.759	0.902
aroma	tam	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	zehmet	0.791	0.943	0.731
arouse	hişyarkirin	0.740	0.491	0.580
aroused	hişyar kirin	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	lihevhatin	0.740	0.490	0.571
arranged	birêve kirin	0.698	0.531	0.728
arrangement	ferman	0.625	0.382	0.683
array	rêzî	0.521	0.396	0.568
arrears	jibermayî	0.286	0.485	0.302
arrest	tewqîf	0.146	0.951	0.500
arrhythmia	girtin	0.265	0.706	0.356
arrival	hatinî	0.678	0.510	0.474
arrive	gihîştin	0.837	0.406	0.585
arrogance	pozbilindî	0.143	0.750	0.620
arrogant	pozbilind	0.115	0.755	0.580
arrow	tîr	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	embar	0.365	0.741	0.752
arsenic	arsenîk	0.281	0.472	0.447
arson	agirpêxistinî	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	fen	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	tamar	0.396	0.580	0.537
artful	dilfiraz	0.771	0.608	0.778
arthritis	birîna mofirkan	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	tişt	0.594	0.280	0.481
articles	gotarên	0.552	0.324	0.565
articulate	vekirî axaftin	0.677	0.462	0.618
articulation	kişandin	0.479	0.480	0.591
artifact	hunerî	0.510	0.500	0.566
artifice	xerîb	0.316	0.696	0.482
artificial	fenî	0.306	0.385	0.351
artillery	topavêt	0.350	0.912	0.794
artisan	karsaz	0.781	0.330	0.411
artist	Hunermend	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	hûnermendî	0.802	0.646	0.632
artistry	hunerî	0.823	0.346	0.769
artists	hunermend	0.796	0.667	0.741
artwork	hunerî	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	lêsiwarbûn	0.830	0.620	0.812
ascendancy	rûmet	0.724	0.625	0.700
ascendant	serfiraz	0.656	0.673	0.821
ascending	hilkişînin	0.826	0.644	0.777
ascension	derketin	0.765	0.720	0.714
ascent	ascent	0.755	0.627	0.833
ascertain	têgihiştin	0.560	0.530	0.625
ascertained	diyar kirin	0.531	0.529	0.616
ascetic	hesît	0.438	0.375	0.472
ash	xwelî	0.260	0.210	0.207
ashamed	şermezar	0.156	0.588	0.228
ashes	ashes	0.327	0.279	0.142
ashtray	xwelîdank	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	pirsîn	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	nivistî	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	qîvar	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	pêşî	0.479	0.469	0.588
aspects	aliyan	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	fetisînî	0.059	0.745	0.412
aspiration	bîhnfirehiyê	0.704	0.724	0.675
aspire	aspire	0.812	0.469	0.722
aspirin	aspirîn	0.479	0.271	0.422
aspiring	dilsoz	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	xerîb	0.378	0.510	0.500
assailant	xerîb	0.184	0.868	0.602
assassin	mêrkûj	0.073	0.933	0.632
assassinate	kûştin	0.051	0.969	0.722
assassination	mêrkûjî	0.083	0.941	0.525
assault	êriş	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	civînê	0.429	0.452	0.600
assemble	berekirin	0.542	0.570	0.750
assembled	civandin	0.663	0.450	0.644
assembly	civîn	0.698	0.500	0.640
assemblyman	civînê	0.430	0.538	0.760
assent	muxalefetê	0.615	0.515	0.719
assert	îddîakirin	0.750	0.619	0.809
asserting	xistin	0.694	0.531	0.736
assertion	îddîa	0.740	0.442	0.750
assertive	bicî	0.719	0.412	0.770
assess	qîmetbirrîn	0.698	0.500	0.623
assessment	bellîkirinî	0.750	0.623	0.658
assessor	binirxîne	0.551	0.538	0.764
asset	dewlemend	0.797	0.765	0.788
assets	tiştan	0.667	0.613	0.765
asshole	bendek	0.133	0.582	0.263
assign	cîrêdan	0.622	0.417	0.709
assignee	karmendê	0.510	0.462	0.510
assignment	danî	0.483	0.398	0.745
assimilate	asîmîlasyon	0.559	0.391	0.683
assimilation	asîmîlasyonê	0.429	0.378	0.463
assist	alîkirin	0.833	0.435	0.629
assistance	alîkarî	0.656	0.519	0.633
assistant	alîkar	0.625	0.390	0.536
associate	şirîk	0.812	0.409	0.625
association	komel	0.745	0.500	0.817
assorted	tevlihev	0.602	0.460	0.472
assortment	tevlihevî	0.694	0.360	0.526
assuage	birêvebirin	0.745	0.255	0.500
assume	gûmananîn	0.698	0.401	0.464
assumed	fikirîn	0.612	0.247	0.454
assuming	bifikirin	0.740	0.390	0.526
assumption	gumanî	0.479	0.431	0.417
assurance	sîxorte	0.675	0.442	0.704
assure	sîxortekirin	0.910	0.460	0.839
assured	piştrast kirin	0.878	0.327	0.754
assuredly	bi rastî	0.786	0.396	0.833
asterisk	stêrkok	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	bîntengî	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astengmatîzmê	0.214	0.490	0.429
astonish	şaş	0.786	0.845	0.658
astonished	şaş kirin	0.510	0.775	0.574
astonishing	ecêb	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	ecêbî	0.680	0.718	0.519
astound	şaşkirin	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	wendabûyî	0.098	0.676	0.308
astringent	çepê	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	falzanî	0.635	0.340	0.500
astronaut	astronot	0.792	0.601	0.761
astronomer	astronomer	0.750	0.509	0.735
astronomical	astronomical	0.600	0.632	0.726
astronomy	stêrnasî	0.613	0.474	0.722
astute	asteng	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	penaberî	0.407	0.330	0.445
asymmetric	asymmetric	0.580	0.343	0.465
asymmetry	asîmmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	xwedênenasî	0.276	0.460	0.481
atheist	xwedênenas	0.225	0.447	0.377
atheistic	berbiçav	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	pêhlewan	0.781	0.718	0.686
athletic	athlete	0.857	0.798	0.708
athleticism	athletîkîzmê	0.750	0.863	0.778
athletics	athletics	0.831	0.691	0.740
atlas	erdkifşar	0.531	0.306	0.554
atmosphere	atmosfer	0.604	0.300	0.560
atmospheric	atmosferê	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomî	0.327	0.817	0.713
atone	hêrs	0.418	0.673	0.411
atonement	lêbigere	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	dijwar	0.073	0.811	0.445
atrocity	zordariyê	0.115	0.844	0.593
atrophy	kişandin	0.177	0.540	0.208
attach	pêvcebirandin	0.520	0.363	0.559
attached	ve girêdayî ye	0.562	0.350	0.439
attachment	girêdan	0.570	0.343	0.500
attack	êriş	0.286	0.948	0.670
attacker	êrîşker	0.185	0.962	0.629
attacking	êrîş kirin	0.276	0.837	0.642
attain	bistînin	0.806	0.510	0.719
attainable	gihîştin	0.760	0.500	0.759
attainment	bidestxistin	0.830	0.520	0.940
attempt	ceribandinî	0.625	0.491	0.431
attempted	hewl kirin	0.594	0.580	0.567
attend	amadebûn	0.650	0.420	0.625
attendance	amadetî	0.812	0.500	0.592
attendant	rêheval	0.580	0.365	0.519
attention	baldarî	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	balane	0.812	0.520	0.724
attenuate	bigirin	0.408	0.302	0.429
attenuated	vekişandin	0.449	0.280	0.298
attenuation	qezencê	0.458	0.363	0.464
attest	tesdîqkirin	0.439	0.710	0.685
attestation	destnîşankirin	0.234	0.635	0.500
attic	banî	0.521	0.259	0.377
attire	kincê	0.742	0.388	0.483
attitude	rewş	0.760	0.644	0.861
attorney	parêzvan	0.600	0.594	0.754
attract	sorkirin	0.796	0.663	0.769
attraction	hêza kişînê	0.906	0.774	0.712
attractive	balkêş	0.906	0.630	0.769
attractiveness	balkêş	0.938	0.667	0.755
attributable	nirxandin	0.704	0.430	0.527
attribute	taybetmendiyê	0.781	0.439	0.795
attribution	tevlêbûnê	0.646	0.467	0.658
attrition	kişandin	0.229	0.540	0.259
auburn	mirin	0.510	0.240	0.411
auction	mazat	0.594	0.702	0.519
auctioneer	nîvînek	0.542	0.732	0.716
audacious	pêdivî ye	0.740	0.875	0.825
audacity	hişk	0.760	0.755	0.916
audible	bihîstin	0.673	0.370	0.462
audience	binêrevan	0.698	0.610	0.613
audio	dengê	0.709	0.425	0.370
audit	berçavkirina	0.375	0.562	0.735
audition	seh	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	lêgerîn	0.582	0.571	0.726
auditorium	jûra gûhdarîyê	0.529	0.490	0.538
auditory	lêgerîn	0.531	0.481	0.570
aught	xerîb	0.418	0.135	0.217
augment	zêdekirin	0.650	0.683	0.645
augmentation	xurtkirin	0.714	0.613	0.850
august	Tebax	0.652	0.292	0.462
aunt	met	0.667	0.291	0.420
auntie	dilxwazî	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	dirûşm	0.542	0.500	0.634
auspicious	xerîb	0.562	0.635	0.669
austere	hişk	0.500	0.390	0.422
austerity	hişk	0.438	0.406	0.534
authentic	rast	0.885	0.510	0.782
authenticate	tesdîqkirin	0.833	0.480	0.789
authentication	piştrastkirin	0.724	0.491	0.750
authenticity	rastiyê	0.670	0.548	0.845
author	nivîskar	0.775	0.343	0.749
authoritative	desthilatdar	0.636	0.520	0.890
authority	erc	0.592	0.592	0.934
authorization	wekîlkirinî	0.521	0.567	0.817
authorize	ercdan	0.772	0.596	0.821
authorized	desthilatdar	0.760	0.458	0.815
authorship	nivîsarê	0.667	0.635	0.773
autism	xweser	0.235	0.500	0.447
autistic	xweser	0.367	0.337	0.404
auto	otomobîl	0.571	0.569	0.500
autobiographical	oktobiografîk	0.909	0.462	0.582
autobiography	ovografîk	0.735	0.284	0.629
autocorrect	xweser	0.551	0.439	0.616
autocratic	xweser	0.542	0.577	0.727
autograph	destnîşan	0.735	0.565	0.473
autographed	otogoghed	0.781	0.620	0.625
automated	otomatîk	0.578	0.402	0.632
automatic	otomatîkî	0.562	0.433	0.664
automobile	trombêl	0.753	0.625	0.534
automotive	otototîk	0.656	0.520	0.577
autonomy	serxwebûnî	0.781	0.349	0.891
autopilot	otopilot	0.594	0.462	0.632
autopsy	laşnerrînî	0.252	0.650	0.538
autumn	payiz	0.765	0.204	0.450
auxiliary	alîkariyê	0.622	0.471	0.509
avail	avêtin	0.800	0.430	0.603
availability	berdestbûnî	0.796	0.544	0.600
available	berdeste	0.844	0.356	0.623
avalanche	şap	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	heyfgirtin	0.073	0.867	0.559
avenger	avenger	0.337	0.865	0.670
avenging	aveng kirin	0.143	0.880	0.717
avenue	rêya fireh û nexkiri	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	navoser	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	berbiçav	0.253	0.569	0.492
averseness	averseness	0.296	0.606	0.528
aversion	dilnexwazî	0.074	0.663	0.525
avert	paarastin	0.510	0.388	0.465
