Word	Serbian-sr	Valence	Arousal	Dominance
anecdote	анекдоте	0.583	0.529	0.500
anemia	анемија	0.188	0.327	0.310
anemic	анемична	0.167	0.279	0.155
anemone	анемоне	0.552	0.538	0.327
anesthesia	анестезија	0.365	0.216	0.394
anesthesiologist	анестезиолог	0.419	0.224	0.526
anesthetic	анестезија	0.350	0.264	0.482
aneurysm	анеуризма	0.115	0.690	0.536
anew	поново	0.771	0.358	0.385
angel	анђео	0.906	0.158	0.704
angelic	ангелски	0.927	0.298	0.668
anger	бес	0.167	0.865	0.657
angered	љутито	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ангина	0.230	0.630	0.464
angiogram	ангиограм	0.347	0.520	0.465
angiography	ангиографија	0.378	0.536	0.520
angle	угао	0.541	0.330	0.455
angling	рибарење	0.625	0.408	0.500
angora	ангора	0.529	0.425	0.405
angriest	љутито	0.094	0.892	0.430
angry	љут	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ангст	0.167	0.888	0.333
anguish	мучнина	0.153	0.792	0.265
anguished	затегнути	0.135	0.720	0.307
angular	угаони	0.449	0.281	0.444
anhydrous	анхидрован	0.456	0.365	0.355
animal	животиња	0.521	0.510	0.513
animate	анимирати	0.827	0.755	0.635
animated	анимирани	0.823	0.676	0.538
animation	анимација	0.888	0.750	0.549
animosity	анимозитет	0.510	0.724	0.545
animus	анимус	0.698	0.676	0.466
ankle	чланак	0.500	0.274	0.234
anklet	анклет	0.410	0.276	0.302
annals	анналс	0.427	0.610	0.424
annex	анекс	0.594	0.350	0.458
annexation	анексија	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	уништити	0.115	0.918	0.681
annihilated	уништен	0.080	0.760	0.324
annihilation	анихилација	0.041	0.800	0.591
anniversary	годишњица	0.880	0.770	0.723
annotate	аннотате	0.592	0.469	0.441
annotation	Анотација	0.604	0.470	0.619
announce	објавити	0.694	0.618	0.611
announcement	најаве	0.729	0.491	0.482
announcer	наручитељ	0.602	0.570	0.732
annoy	аннои	0.094	0.765	0.286
annoyance	анноианце	0.167	0.718	0.342
annoyed	изнервиран	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	досадно	0.082	0.853	0.348
annoys	анноис	0.146	0.778	0.435
annual	годишње	0.552	0.236	0.500
annuity	ануитет	0.521	0.304	0.527
annul	поништити	0.250	0.448	0.364
annular	аннулар	0.310	0.385	0.412
annulment	поништење	0.153	0.375	0.447
annulus	аннулус	0.458	0.380	0.376
anointed	помазани	0.500	0.368	0.579
anointing	помазање	0.653	0.350	0.547
anomalous	аномалоус	0.281	0.480	0.423
anomaly	аномалија	0.188	0.538	0.404
anon	анон	0.479	0.354	0.298
anonymity	анонимност	0.469	0.255	0.430
anonymous	анонимно	0.396	0.291	0.431
anorexic	анорексичан	0.160	0.618	0.245
answer	одговор	0.537	0.373	0.661
answerable	одговорно	0.708	0.481	0.750
answering	одговарајући	0.684	0.500	0.607
ant	ант	0.448	0.216	0.216
antagonism	антагонизам	0.224	0.618	0.524
antagonist	антагонист	0.240	0.615	0.700
antagonistic	антагонистички	0.296	0.604	0.565
antagonize	антагонизирати	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	антецедент	0.427	0.551	0.566
antelope	антелопе	0.542	0.510	0.500
antenna	антена	0.521	0.327	0.358
anterior	антериор	0.510	0.245	0.362
anthem	химна	0.780	0.343	0.729
anthill	антхилл	0.327	0.578	0.377
anthology	антологија	0.338	0.406	0.537
anthrax	антракс	0.188	0.730	0.500
anthropological	антрополошки	0.367	0.390	0.490
anthropologist	антрополог	0.551	0.385	0.725
anthropology	антропологија	0.490	0.367	0.582
anti	анти	0.365	0.412	0.384
antiaircraft	антиаирцрафт	0.330	0.622	0.629
antibiotic	антибиотик	0.510	0.373	0.658
antibiotics	антибиотици	0.448	0.406	0.557
antichrist	антихрист	0.082	0.837	0.544
anticipate	очекивати	0.622	0.469	0.667
anticipation	ишчекивање	0.698	0.539	0.711
anticipatory	антиципатори	0.653	0.551	0.682
antics	антицс	0.448	0.740	0.236
antidote	антидот	0.541	0.490	0.629
antifungal	антифунгал	0.408	0.412	0.441
antigravity	антигравити	0.430	0.714	0.658
antimony	антимон	0.378	0.398	0.490
antipathy	антипатија	0.198	0.549	0.393
antiquarian	антикуариан	0.500	0.233	0.426
antiquated	застарело	0.420	0.392	0.236
antique	антикуе	0.634	0.290	0.518
antiques	антикуес	0.540	0.370	0.595
antiquity	антиквитета	0.385	0.333	0.556
antiseptic	антисептик	0.438	0.370	0.623
antisocial	антисоцијално	0.146	0.686	0.391
antithesis	антитеза	0.396	0.412	0.536
antithetical	антитетички	0.271	0.509	0.358
antiviral	антивирусни	0.459	0.470	0.549
antler	антлер	0.448	0.470	0.500
antsy	антси	0.449	0.558	0.417
anus	чмар	0.347	0.644	0.350
anvil	анвил	0.380	0.510	0.604
anxiety	анксиозност	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	анксиозан	0.281	0.875	0.434
anxiousness	анксиозност	0.235	0.814	0.282
anytime	било када	0.625	0.461	0.436
aorta	аорта	0.448	0.510	0.542
aortic	аортик	0.436	0.540	0.438
apace	апаце	0.536	0.500	0.536
apache	апацхе	0.687	0.469	0.500
apartment	стан	0.719	0.393	0.580
apartments	апартмани	0.704	0.337	0.443
apathetic	апатхетиц	0.188	0.292	0.333
apathy	апатија	0.184	0.212	0.204
ape	мајмун	0.548	0.389	0.336
aperture	отвора	0.612	0.450	0.667
apex	апек	0.570	0.433	0.418
aphid	апхид	0.388	0.473	0.407
aphrodisiac	афродизијак	0.750	0.846	0.667
apiece	комад	0.439	0.259	0.383
aplomb	апломб	0.500	0.509	0.582
apocalypse	апокалипсе	0.050	0.867	0.736
apocalyptic	апокалиптично	0.173	0.880	0.750
apologetic	апологетски	0.479	0.461	0.571
apologist	апологиста	0.406	0.429	0.526
apologize	извинити се	0.551	0.378	0.389
apology	извињење	0.571	0.346	0.402
apostasy	апостаси	0.388	0.520	0.517
apostate	апостат	0.342	0.500	0.528
apostle	апостол	0.646	0.347	0.732
apostolic	апостолски	0.592	0.300	0.717
apostrophe	апостроф	0.469	0.368	0.537
apothecary	апотека	0.561	0.328	0.529
appalled	ужаснут	0.194	0.792	0.562
appalling	грозно	0.160	0.827	0.415
apparatus	апарат	0.375	0.353	0.377
apparel	Одећа	0.698	0.435	0.453
apparent	очигледно	0.473	0.383	0.398
apparently	очигледно	0.531	0.410	0.426
apparition	привид	0.406	0.573	0.636
appeal	жалба	0.663	0.598	0.558
appear	појавити	0.735	0.506	0.567
appearance	изглед	0.669	0.490	0.534
appease	смири се	0.633	0.278	0.434
appellant	апелант	0.327	0.588	0.568
append	додати	0.573	0.464	0.453
appendage	додатак	0.229	0.382	0.438
appendectomy	аппендецтоми	0.177	0.670	0.554
appendicitis	аппендицитис	0.031	0.640	0.347
appendix	слепо црево	0.365	0.387	0.425
appetite	апетит	0.704	0.637	0.581
appetizer	предјело	0.755	0.560	0.406
appetizing	аппетизинг	0.806	0.657	0.688
applaud	аплауд	0.865	0.824	0.464
applause	аплауз	0.953	0.857	0.621
apple	јабука	0.811	0.300	0.264
apple juice	сок од јабуке	0.765	0.204	0.294
applejack	апплејацк	0.604	0.431	0.473
applesauce	јабука	0.750	0.167	0.291
appliance	уређај	0.582	0.453	0.538
appliances	апарати	0.594	0.394	0.567
applicability	применљивост	0.677	0.490	0.741
applicable	применљиво	0.469	0.430	0.667
applicant	подносилац захтева	0.612	0.558	0.688
application	апликација	0.646	0.445	0.726
apply	применити	0.612	0.321	0.667
appoint	именовати	0.565	0.330	0.509
appointment	именовање	0.688	0.594	0.547
appointments	именовања	0.745	0.677	0.625
apportion	аппортион	0.677	0.490	0.638
apportionment	расподјела	0.552	0.481	0.453
appraisal	процена	0.417	0.667	0.682
appraise	проценити	0.677	0.490	0.696
appreciable	знатан	0.873	0.491	0.778
appreciate	ценити	0.885	0.422	0.741
appreciated	цењен	0.910	0.434	0.779
appreciates	цени	0.765	0.500	0.656
appreciation	апресијација	0.917	0.529	0.588
appreciative	хвала	0.857	0.380	0.654
apprehend	ухватити	0.521	0.624	0.696
apprehension	примедбе	0.385	0.720	0.454
apprehensive	забринути	0.406	0.592	0.431
apprentice	шегрт	0.615	0.413	0.452
apprenticeship	аппрентицесхип	0.812	0.482	0.643
approach	приступ	0.612	0.392	0.610
approaching	приближава се	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	одобрење	0.792	0.529	0.774
appropriate	прикладан	0.833	0.368	0.759
appropriation	апропријација	0.510	0.632	0.717
approval	одобрење	0.854	0.460	0.889
approve	одобри	0.875	0.548	0.741
approved	одобрена	0.833	0.349	0.698
approvement	одобрење	0.880	0.625	0.780
approving	одобравање	0.917	0.583	0.773
approximate	приближни	0.551	0.560	0.520
approximately	Приближно	0.622	0.396	0.538
approximating	приближавање	0.583	0.615	0.471
approximation	апроксимација	0.582	0.402	0.593
appurtenances	прилози	0.573	0.412	0.547
apricot	кајсија	0.708	0.320	0.278
apron	предња плоча	0.582	0.208	0.245
apt	погодан	0.582	0.418	0.382
aptitude	аптитуде	0.750	0.471	0.746
aqua	акуа	0.656	0.292	0.359
aquamarine	аквамарин	0.729	0.306	0.413
aquarium	акваријум	0.663	0.327	0.393
aquatic	водени	0.677	0.510	0.463
aqueduct	аквадукт	0.551	0.411	0.534
aqueous	водени	0.429	0.270	0.310
arable	обрадиво	0.510	0.350	0.465
arbiter	арбитер	0.561	0.537	0.814
arbitrary	произвољан	0.281	0.702	0.686
arbitrate	арбитрирати	0.470	0.620	0.682
arbitration	арбитража	0.587	0.602	0.670
arbitrator	арбитратор	0.385	0.448	0.795
arbor	арбор	0.583	0.490	0.591
arc	арц	0.552	0.388	0.396
arcade	аркада	0.676	0.521	0.502
arcane	аркане	0.500	0.490	0.637
arch	арцх	0.500	0.354	0.468
archaeological	археолошки	0.740	0.441	0.660
archaeologist	археолог	0.552	0.451	0.706
archaeology	археологија	0.596	0.358	0.691
archaic	арцхаиц	0.271	0.327	0.332
archangel	арханђел	0.837	0.500	0.708
archbishop	надбискуп	0.622	0.280	0.776
archdiocese	надбискуп	0.400	0.321	0.704
archduke	Арцхдуке	0.458	0.413	0.634
arched	арцхед	0.582	0.403	0.398
archer	стреличар	0.573	0.622	0.661
archery	Стрељаштво	0.594	0.604	0.589
archetype	архетип	0.448	0.520	0.569
archipelago	архипелаг	0.745	0.370	0.592
architect	архитекта	0.776	0.442	0.836
architectural	архитектонско	0.729	0.390	0.670
architecture	архитектура	0.820	0.390	0.694
archive	архива	0.438	0.294	0.527
arctic	арктички	0.615	0.352	0.546
ardent	пламен	0.694	0.873	0.722
ardor	ардор	0.500	0.780	0.538
arduous	напоран	0.344	0.783	0.605
area	подручје	0.490	0.306	0.464
arena	арена	0.510	0.235	0.404
areola	ареола	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	аргх	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	аргуе	0.093	0.798	0.525
argument	расправа	0.510	0.464	0.698
argumentation	аргументација	0.479	0.549	0.760
argumentative	аргументативно	0.450	0.531	0.679
arguments	аргументс	0.541	0.602	0.657
arid	арид	0.323	0.333	0.379
arise	Појављују се	0.750	0.582	0.725
aristocracy	аристократија	0.688	0.549	0.842
aristocrat	аристократа	0.583	0.413	0.811
aristocratic	аристократски	0.449	0.519	0.676
arithmetic	аритметика	0.453	0.460	0.634
ark	арк	0.396	0.427	0.543
arm	рука	0.552	0.285	0.469
armada	армада	0.408	0.740	0.868
armament	наоружање	0.198	0.764	0.810
armaments	наоружање	0.192	0.839	0.830
armature	арматуре	0.510	0.558	0.755
armchair	фотеља	0.646	0.164	0.339
armed	наоружан	0.188	0.750	0.808
armor	оклоп	0.469	0.625	0.784
armored	оклопно	0.469	0.509	0.861
armory	оружје	0.448	0.663	0.800
armpit	пазух	0.283	0.439	0.250
arms	руке	0.464	0.395	0.483
army	војска	0.417	0.759	0.902
aroma	арома	0.823	0.235	0.442
aromatherapy	ароматерапија	0.847	0.220	0.473
arousal	узбуђење	0.791	0.943	0.731
arouse	пробудите	0.740	0.491	0.580
aroused	збуњен	0.708	0.952	0.667
arraignment	арраигнмент	0.406	0.837	0.534
arrange	уредити	0.740	0.490	0.571
arranged	уређено	0.698	0.531	0.728
arrangement	аранжман	0.625	0.382	0.683
array	низ	0.521	0.396	0.568
arrears	неизмирене обавезе	0.286	0.485	0.302
arrest	хапшење	0.146	0.951	0.500
arrhythmia	аритмија	0.265	0.706	0.356
arrival	долазак	0.678	0.510	0.474
arrive	стићи	0.837	0.406	0.585
arrogance	ароганција	0.143	0.750	0.620
arrogant	арогантан	0.115	0.755	0.580
arrow	стрелац	0.439	0.390	0.454
arsehole	арсехоле	0.276	0.598	0.433
arseholes	арсехолес	0.188	0.545	0.351
arsenal	арсенал	0.365	0.741	0.752
arsenic	арсен	0.281	0.472	0.447
arson	подметање пожара	0.133	0.904	0.567
arsonist	арсонист	0.348	0.840	0.500
art	уметност	0.812	0.360	0.603
arterial	артеријски	0.396	0.510	0.583
artery	артерија	0.396	0.580	0.537
artful	уморан	0.771	0.608	0.778
arthritis	артритис	0.110	0.518	0.345
arthropod	артропод	0.344	0.464	0.434
artichoke	артичоке	0.583	0.218	0.287
article	чланак	0.594	0.280	0.481
articles	чланци	0.552	0.324	0.565
articulate	артикулисати	0.677	0.462	0.618
articulation	артикулација	0.479	0.480	0.591
artifact	предмет за употребу	0.510	0.500	0.566
artifice	артифице	0.316	0.696	0.482
artificial	вештачки	0.306	0.385	0.351
artillery	артиљерија	0.350	0.912	0.794
artisan	занатлија	0.781	0.330	0.411
artist	уметник	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	уметнички	0.802	0.646	0.632
artistry	артистри	0.823	0.346	0.769
artists	уметници	0.796	0.667	0.741
artwork	уметничко дело	0.896	0.368	0.679
arty	арти	0.490	0.422	0.388
asap	асап	0.571	0.500	0.552
asbestos	азбест	0.357	0.481	0.464
ascend	пење	0.830	0.620	0.812
ascendancy	надмоћ	0.724	0.625	0.700
ascendant	асцендант	0.656	0.673	0.821
ascending	узлазни	0.826	0.644	0.777
ascension	узвишење	0.765	0.720	0.714
ascent	успон	0.755	0.627	0.833
ascertain	утврдити	0.560	0.530	0.625
ascertained	утврдили	0.531	0.529	0.616
ascetic	аскет	0.438	0.375	0.472
ash	пепео	0.260	0.210	0.207
ashamed	срам	0.156	0.588	0.228
ashes	пепео	0.327	0.279	0.142
ashtray	пепељара	0.406	0.382	0.265
asinine	асинине	0.429	0.472	0.433
ask	питати	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	заспао	0.604	0.100	0.270
asp	асп	0.438	0.489	0.375
asparagus	шпароге	0.469	0.317	0.264
aspartame	аспартам	0.469	0.480	0.322
aspect	аспект	0.479	0.469	0.588
