Word	Armenian-hy	Valence	Arousal	Dominance
amicable	բարեկամ	0.875	0.330	0.507
amid	պայմանով	0.510	0.340	0.256
amidst	միջավայրում	0.480	0.330	0.316
amino	ամինո	0.551	0.402	0.433
ammo	ammo	0.323	0.765	0.621
ammonia	ամոնիակ	0.292	0.587	0.409
ammonium	ամոնիում	0.354	0.396	0.368
ammunition	զինամթերք	0.338	0.635	0.667
amnesia	ամնեզիա	0.296	0.330	0.308
amnesty	համաներում	0.551	0.451	0.814
amorous	ամուր	0.844	0.670	0.636
amorphous	ամորֆ	0.327	0.402	0.349
amortization	ամորտիզացիա	0.592	0.491	0.522
amount	գումարը	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	ամպ	0.439	0.393	0.375
ampersand	Ամպերսանդը	0.480	0.448	0.483
amphetamines	ամֆետամիններ	0.133	0.667	0.526
amphibian	ամֆիբյան	0.427	0.357	0.474
amphibious	ամֆիբիոզ	0.479	0.346	0.445
amphitheater	ամֆիթատրոն	0.653	0.480	0.545
ample	ընդարձակ	0.744	0.349	0.719
amplification	ուժեղացում	0.690	0.677	0.810
amplify	ուժեղացնել	0.677	0.735	0.827
amplitude	մեծություն	0.694	0.439	0.692
amply	բավականին	0.781	0.431	0.766
amputate	ամպուտատ	0.092	0.660	0.509
amputation	ամպուտացիա	0.100	0.755	0.483
amuck	ամակ	0.385	0.602	0.321
amulet	թալիսման	0.781	0.260	0.630
amuse	զզվելի	0.812	0.684	0.664
amused	զարմացած	0.942	0.847	0.596
amusement	զվարճանք	0.929	0.837	0.803
amusing	զվարճալի	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	անակոնդա	0.146	0.830	0.540
anaesthesia	Անզգայացում	0.350	0.217	0.473
anaesthetic	անեսթեզի	0.449	0.268	0.509
anagram	Անդրոգրաֆիա	0.552	0.327	0.449
anal	անալ	0.333	0.798	0.334
analgesic	անալգիզատոր	0.417	0.321	0.441
analogous	նմանատիպ	0.531	0.270	0.500
analogue	անալոգային	0.570	0.320	0.446
analogy	նմանօրինակություն	0.510	0.367	0.509
analysis	վերլուծություն	0.729	0.448	0.705
analyst	վերլուծաբան	0.604	0.415	0.755
analytic	վերլուծական	0.665	0.521	0.634
analytical	վերլուծական	0.625	0.324	0.800
analyze	վերլուծել	0.667	0.462	0.710
analyzer	վերլուծիչ	0.625	0.556	0.854
anaphylactic	անաֆիլակտիկ	0.378	0.588	0.500
anarchism	անարխիզմ	0.125	0.804	0.623
anarchist	անարխիստ	0.204	0.700	0.759
anarchy	անարխիա	0.146	0.755	0.620
anastomosis	անաստոմոզ	0.375	0.470	0.490
anathema	անատեման	0.286	0.490	0.519
anatomic	անատոմիկ	0.562	0.442	0.546
anatomy	անատոմիա	0.562	0.390	0.571
ancestor	նախնիները	0.592	0.388	0.594
ancestral	նախնիները	0.640	0.481	0.750
ancestry	նախնիները	0.708	0.519	0.717
anchor	խարիսխ	0.520	0.284	0.564
anchorage	անջատում	0.500	0.325	0.639
ancient	հնագույն	0.420	0.217	0.439
ancillary	օժանդակ	0.449	0.442	0.278
androgen	եւռուցք	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	անեկդոտ	0.583	0.529	0.500
anemia	անեմիա	0.188	0.327	0.310
anemic	անեմիա	0.167	0.279	0.155
anemone	անեմոն	0.552	0.538	0.327
anesthesia	Անզգայացում	0.365	0.216	0.394
anesthesiologist	անեսթեզիոլոգ	0.419	0.224	0.526
anesthetic	անեսթեզի	0.350	0.264	0.482
aneurysm	անեւրիզմ	0.115	0.690	0.536
anew	նորից	0.771	0.358	0.385
angel	հրեշտակ	0.906	0.158	0.704
angelic	հրեշտակ	0.927	0.298	0.668
anger	զայրույթը	0.167	0.865	0.657
angered	բարկացան	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	անգինա	0.230	0.630	0.464
angiogram	անգիոգրաֆիա	0.347	0.520	0.465
angiography	անգիոգրաֆիա	0.378	0.536	0.520
angle	անկյուն	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	Անգորա	0.529	0.425	0.405
angriest	Զայրացած	0.094	0.892	0.430
angry	զայրացած	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	զայրույթը	0.167	0.888	0.333
anguish	տառապանք	0.153	0.792	0.265
anguished	տխուր	0.135	0.720	0.307
angular	անկյունային	0.449	0.281	0.444
anhydrous	անջուր	0.456	0.365	0.355
animal	կենդանիներ	0.521	0.510	0.513
animate	անիմացիա	0.827	0.755	0.635
animated	անիմացիոն	0.823	0.676	0.538
animation	անիմացիա	0.888	0.750	0.549
animosity	թշնամություն	0.510	0.724	0.545
animus	անիմուս	0.698	0.676	0.466
ankle	կոճ	0.500	0.274	0.234
anklet	բլոկ	0.410	0.276	0.302
annals	տարիների ընթացքում	0.427	0.610	0.424
annex	կցում	0.594	0.350	0.458
annexation	անապատացում	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ոչնչացնել	0.115	0.918	0.681
annihilated	ոչնչացվեց	0.080	0.760	0.324
annihilation	ոչնչացում	0.041	0.800	0.591
anniversary	տարեդարձը	0.880	0.770	0.723
annotate	բացատրեք	0.592	0.469	0.441
annotation	բացատրություն	0.604	0.470	0.619
announce	հայտարարում	0.694	0.618	0.611
announcement	հայտարարություն	0.729	0.491	0.482
announcer	հայտարարող	0.602	0.570	0.732
annoy	ցնցում	0.094	0.765	0.286
annoyance	ցնցում	0.167	0.718	0.342
annoyed	ցնցված	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ցնցող	0.082	0.853	0.348
annoys	ցնցումներ	0.146	0.778	0.435
annual	տարեկան	0.552	0.236	0.500
annuity	անուիտետ	0.521	0.304	0.527
annul	չեղյալ համարել	0.250	0.448	0.364
annular	անլար	0.310	0.385	0.412
annulment	չեղյալ	0.153	0.375	0.447
annulus	անանուն	0.458	0.380	0.376
anointed	օծված	0.500	0.368	0.579
anointing	օծումը	0.653	0.350	0.547
anomalous	անոմալ	0.281	0.480	0.423
anomaly	անոմալիա	0.188	0.538	0.404
anon	անանուն	0.479	0.354	0.298
anonymity	անանունություն	0.469	0.255	0.430
anonymous	անանուն	0.396	0.291	0.431
anorexic	անորեքսիկ	0.160	0.618	0.245
answer	պատասխանը	0.537	0.373	0.661
answerable	պատասխանատու	0.708	0.481	0.750
answering	պատասխանելով	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	հակադեոիզմ	0.224	0.618	0.524
antagonist	հակառակորդը	0.240	0.615	0.700
antagonistic	հակադեոնտիվ	0.296	0.604	0.565
antagonize	հակադրվելը	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	նախորդ	0.427	0.551	0.566
antelope	անթելոպ	0.542	0.510	0.500
antenna	ալեհավաք	0.521	0.327	0.358
anterior	նախորդ	0.510	0.245	0.362
anthem	օրհներգը	0.780	0.343	0.729
anthill	անթիլ	0.327	0.578	0.377
anthology	անթոլոգիա	0.338	0.406	0.537
anthrax	սիբիրախտը	0.188	0.730	0.500
anthropological	անտրոպոլոգիական	0.367	0.390	0.490
anthropologist	անտրոպոլոգ	0.551	0.385	0.725
anthropology	անտրոպոլոգիա	0.490	0.367	0.582
anti	հակա	0.365	0.412	0.384
antiaircraft	հակաօդային պաշտպանության	0.330	0.622	0.629
antibiotic	հակաբիոտիկ	0.510	0.373	0.658
antibiotics	հակաբիոտիկներ	0.448	0.406	0.557
antichrist	նեռ	0.082	0.837	0.544
anticipate	կանխատեսել	0.622	0.469	0.667
anticipation	սպասում	0.698	0.539	0.711
anticipatory	կանխատեսելի	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	հակաբեղմնավորիչ	0.541	0.490	0.629
antifungal	հակաբորբոքային	0.408	0.412	0.441
antigravity	հակաբիոտաժ	0.430	0.714	0.658
antimony	Անտոնիայով	0.378	0.398	0.490
antipathy	հակատիպային	0.198	0.549	0.393
antiquarian	անտիկվար	0.500	0.233	0.426
antiquated	հնացած	0.420	0.392	0.236
antique	հնաոճ իրեր	0.634	0.290	0.518
antiques	հնաոճ իրեր	0.540	0.370	0.595
antiquity	հնություն	0.385	0.333	0.556
antiseptic	հակասեպտիկ	0.438	0.370	0.623
antisocial	հակասոցիալական	0.146	0.686	0.391
antithesis	հակաթույն	0.396	0.412	0.536
antithetical	հակաթետիկ	0.271	0.509	0.358
antiviral	հակավիրուսային	0.459	0.470	0.549
antler	ծովահեն	0.448	0.470	0.500
antsy	Antsy	0.449	0.558	0.417
anus	անուս	0.347	0.644	0.350
anvil	անդիլ	0.380	0.510	0.604
anxiety	անհանգստություն	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	մտահոգիչ	0.281	0.875	0.434
anxiousness	անհանգստություն	0.235	0.814	0.282
anytime	ցանկացած ժամանակ	0.625	0.461	0.436
aorta	աորտա	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	շեղում	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	բնակարան	0.719	0.393	0.580
apartments	բնակարաններ	0.704	0.337	0.443
apathetic	անտարբեր	0.188	0.292	0.333
apathy	անտարբերություն	0.184	0.212	0.204
ape	մայիս	0.548	0.389	0.336
aperture	բացվածք	0.612	0.450	0.667
apex	ծայր	0.570	0.433	0.418
aphid	աֆիդ	0.388	0.473	0.407
aphrodisiac	աֆրոդիզիակ	0.750	0.846	0.667
apiece	մի կտոր	0.439	0.259	0.383
aplomb	ա	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	ներողություն	0.479	0.461	0.571
apologist	ներողություն	0.406	0.429	0.526
apologize	ներողություն խնդրելու համար	0.551	0.378	0.389
apology	ներողություն	0.571	0.346	0.402
apostasy	հավատուրացություն	0.388	0.520	0.517
apostate	հավատուրաց	0.342	0.500	0.528
apostle	առաքյալը	0.646	0.347	0.732
apostolic	առաքելական	0.592	0.300	0.717
apostrophe	խաչմերուկ	0.469	0.368	0.537
apothecary	ապոտեկ	0.561	0.328	0.529
appalled	սարսափելի է	0.194	0.792	0.562
appalling	սարսափելի	0.160	0.827	0.415
apparatus	մեքենա	0.375	0.353	0.377
apparel	հագուստ	0.698	0.435	0.453
apparent	ակնհայտ է	0.473	0.383	0.398
apparently	ակնհայտորեն	0.531	0.410	0.426
apparition	տեսլականը	0.406	0.573	0.636
appeal	բողոքարկումը	0.663	0.598	0.558
appear	հայտնվում	0.735	0.506	0.567
appearance	տեսքը	0.669	0.490	0.534
appease	հանգստանալ	0.633	0.278	0.434
appellant	բողոքարկող	0.327	0.588	0.568
append	հավելում	0.573	0.464	0.453
appendage	հավելվածը	0.229	0.382	0.438
appendectomy	հավելվածը	0.177	0.670	0.554
appendicitis	հավելված	0.031	0.640	0.347
appendix	հավելված	0.365	0.387	0.425
appetite	ախորժակը	0.704	0.637	0.581
appetizer	նախուտեստ	0.755	0.560	0.406
appetizing	ախորժելի	0.806	0.657	0.688
applaud	ծափահարել	0.865	0.824	0.464
applause	Ծափահարություններ	0.953	0.857	0.621
apple	խնձոր	0.811	0.300	0.264
apple juice	խնձորի հյութ	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	խնձոր	0.750	0.167	0.291
appliance	սարքը	0.582	0.453	0.538
appliances	սարքեր	0.594	0.394	0.567
applicability	կիրառելիություն	0.677	0.490	0.741
applicable	կիրառելի	0.469	0.430	0.667
applicant	դիմորդ	0.612	0.558	0.688
application	դիմումը	0.646	0.445	0.726
apply	կիրառել	0.612	0.321	0.667
appoint	նշանակում	0.565	0.330	0.509
appointment	նշանակումը	0.688	0.594	0.547
appointments	նշանակումներ	0.745	0.677	0.625
apportion	բաժին	0.677	0.490	0.638
apportionment	բաժին	0.552	0.481	0.453
appraisal	գնահատում	0.417	0.667	0.682
appraise	գնահատել	0.677	0.490	0.696
appreciable	նկատելի է	0.873	0.491	0.778
appreciate	գնահատում	0.885	0.422	0.741
appreciated	գնահատել	0.910	0.434	0.779
appreciates	գնահատում	0.765	0.500	0.656
appreciation	գնահատական	0.917	0.529	0.588
appreciative	գնահատողը	0.857	0.380	0.654
apprehend	հասկանալ	0.521	0.624	0.696
apprehension	մտավախություն	0.385	0.720	0.454
apprehensive	անհանգստացած	0.406	0.592	0.431
apprentice	աշակերտ	0.615	0.413	0.452
apprenticeship	աշկերտություն	0.812	0.482	0.643
approach	մոտեցումը	0.612	0.392	0.610
approaching	մոտեցումը	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	փորձարկում	0.792	0.529	0.774
appropriate	համապատասխան	0.833	0.368	0.759
appropriation	յուրացում	0.510	0.632	0.717
approval	հաստատում	0.854	0.460	0.889
approve	հաստատում	0.875	0.548	0.741
approved	հաստատված	0.833	0.349	0.698
approvement	հաստատումը	0.880	0.625	0.780
approving	հաստատելով	0.917	0.583	0.773
approximate	մոտավոր	0.551	0.560	0.520
approximately	մոտավորապես	0.622	0.396	0.538
approximating	մոտեցումը	0.583	0.615	0.471
approximation	մոտեցումը	0.582	0.402	0.593
appurtenances	հավելվածներ	0.573	0.412	0.547
apricot	ծիրանը	0.708	0.320	0.278
apron	մայթին	0.582	0.208	0.245
apt	ք	0.582	0.418	0.382
aptitude	ունակություն	0.750	0.471	0.746
aqua	ջուր	0.656	0.292	0.359
aquamarine	ակուամարին	0.729	0.306	0.413
aquarium	ակվարիում	0.663	0.327	0.393
aquatic	ջրային	0.677	0.510	0.463
aqueduct	ջրատար	0.551	0.411	0.534
aqueous	ջուր	0.429	0.270	0.310
arable	հողաթափ	0.510	0.350	0.465
arbiter	արբիտր	0.561	0.537	0.814
arbitrary	կամայական	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	միջնորդ դատարանի որոշում	0.587	0.602	0.670
arbitrator	արբիտր	0.385	0.448	0.795
arbor	արբանյակ	0.583	0.490	0.591
arc	դահլիճ	0.552	0.388	0.396
arcade	Արկադային	0.676	0.521	0.502
arcane	Արկենե	0.500	0.490	0.637
arch	arch	0.500	0.354	0.468
archaeological	հնագիտական	0.740	0.441	0.660
archaeologist	հնագետ	0.552	0.451	0.706
archaeology	հնագիտություն	0.596	0.358	0.691
archaic	հնացած	0.271	0.327	0.332
archangel	հրեշտակապետ	0.837	0.500	0.708
archbishop	արքեպիսկոպոս	0.622	0.280	0.776
archdiocese	Արխիվ	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	կամարակապ	0.582	0.403	0.398
archer	աղեղնաձիգ	0.573	0.622	0.661
archery	Աղեղնաձգություն	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	արշիպելագոն	0.745	0.370	0.592
architect	ճարտարապետ	0.776	0.442	0.836
architectural	ճարտարապետական	0.729	0.390	0.670
architecture	ճարտարապետություն	0.820	0.390	0.694
archive	արխիվ	0.438	0.294	0.527
arctic	արկտիկա	0.615	0.352	0.546
ardent	ջերմություն	0.694	0.873	0.722
ardor	տխուր	0.500	0.780	0.538
arduous	դժվար է	0.344	0.783	0.605
area	տարածք	0.490	0.306	0.464
arena	Արենա	0.510	0.235	0.404
areola	են	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	վիճաբանություն	0.093	0.798	0.525
argument	փաստարկ	0.510	0.464	0.698
argumentation	փաստարկը	0.479	0.549	0.760
argumentative	փաստարկային	0.450	0.531	0.679
arguments	փաստարկներ	0.541	0.602	0.657
arid	չորացած	0.323	0.333	0.379
arise	առաջանալ	0.750	0.582	0.725
aristocracy	արիստոկրատիա	0.688	0.549	0.842
aristocrat	արիստոկրատ	0.583	0.413	0.811
aristocratic	արիստոկրատական	0.449	0.519	0.676
arithmetic	թվաբանություն	0.453	0.460	0.634
ark	տապան	0.396	0.427	0.543
arm	arm	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	սպառազինություն	0.198	0.764	0.810
armaments	սպառազինություն	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	բազկաթոռ	0.646	0.164	0.339
armed	զինված	0.188	0.750	0.808
armor	սպառազինություն	0.469	0.625	0.784
armored	զրահապատ	0.469	0.509	0.861
armory	զինամթերք	0.448	0.663	0.800
armpit	կախվածություն	0.283	0.439	0.250
arms	զենքերը	0.464	0.395	0.483
army	բանակին	0.417	0.759	0.902
aroma	բուրմունք	0.823	0.235	0.442
aromatherapy	արոմաթերապիա	0.847	0.220	0.473
arousal	արկածային	0.791	0.943	0.731
arouse	արթնացեք	0.740	0.491	0.580
aroused	արթնացան	0.708	0.952	0.667
arraignment	հանձնարարություն	0.406	0.837	0.534
arrange	կազմակերպել	0.740	0.490	0.571
arranged	կազմակերպված	0.698	0.531	0.728
arrangement	պայմանավորվածություն	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	պարտքերը	0.286	0.485	0.302
arrest	ձերբակալությունը	0.146	0.951	0.500
arrhythmia	արիթմիիա	0.265	0.706	0.356
arrival	ժամանում	0.678	0.510	0.474
arrive	ժամանում	0.837	0.406	0.585
arrogance	ամբարտավանություն	0.143	0.750	0.620
arrogant	ամբարտավան	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	արշալույս	0.276	0.598	0.433
arseholes	արշալույսներ	0.188	0.545	0.351
arsenal	զինանոցը	0.365	0.741	0.752
arsenic	մկնդեղ	0.281	0.472	0.447
arson	հրդեհը	0.133	0.904	0.567
arsonist	հերոս	0.348	0.840	0.500
art	արվեստը	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	արծիվ	0.396	0.580	0.537
artful	հնարամիտ	0.771	0.608	0.778
arthritis	արթրիտ	0.110	0.518	0.345
arthropod	արթրիտ	0.344	0.464	0.434
artichoke	արջուկը	0.583	0.218	0.287
article	հոդվածը	0.594	0.280	0.481
articles	հոդվածներ	0.552	0.324	0.565
articulate	արտահայտված	0.677	0.462	0.618
articulation	դիալեկտիկա	0.479	0.480	0.591
artifact	արվեստի գործը	0.510	0.500	0.566
artifice	արհեստանոց	0.316	0.696	0.482
artificial	արհեստական	0.306	0.385	0.351
